https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KP3R,Volume USDT
1663304400,2022-09-16 05:00:00,KP3R/USDT,102.528,103.017,102.078,103.017,9.7208,993.2629571
1663300800,2022-09-16 04:00:00,KP3R/USDT,102.951,102.951,102.951,102.951,0.001,0.102951
1663297200,2022-09-16 03:00:00,KP3R/USDT,103.069,103.653,103.069,103.653,9.7115,1004.2576808
1663293600,2022-09-16 02:00:00,KP3R/USDT,102.141,102.34,102.073,102.141,5.8909,601.8773424
1663290000,2022-09-16 01:00:00,KP3R/USDT,102.439,102.439,102.439,102.439,0,0
1663286400,2022-09-16 00:00:00,KP3R/USDT,101.956,102.439,101.575,102.439,1.0891,111.0552334
1663282800,2022-09-15 23:00:00,KP3R/USDT,102.377,102.377,101.956,101.956,1.0492,106.9845284
1663279200,2022-09-15 22:00:00,KP3R/USDT,103.194,103.194,101.956,101.956,1.8548,189.7379546
1663275600,2022-09-15 21:00:00,KP3R/USDT,103.453,103.453,103.453,103.453,0.0014,0.1448342
1663272000,2022-09-15 20:00:00,KP3R/USDT,103.75,103.75,103.75,103.75,0,0
1663268400,2022-09-15 19:00:00,KP3R/USDT,103.75,103.75,103.75,103.75,0.0089,0.923375
1663264800,2022-09-15 18:00:00,KP3R/USDT,103.828,103.949,103.75,103.75,0.0162,1.6828837
1663261200,2022-09-15 17:00:00,KP3R/USDT,103.367,103.367,103.367,103.367,0,0
1663257600,2022-09-15 16:00:00,KP3R/USDT,103.194,103.367,103.194,103.367,0.0096,0.9909565
1663254000,2022-09-15 15:00:00,KP3R/USDT,102.006,102.928,101.684,102.578,4.2613,436.2784796
1663250400,2022-09-15 14:00:00,KP3R/USDT,104.704,104.704,102.124,102.124,43.5617,4487.3932645
1663246800,2022-09-15 13:00:00,KP3R/USDT,105.816,105.816,105.459,105.703,0.5293,55.9853263
1663243200,2022-09-15 12:00:00,KP3R/USDT,106,106,106,106,0,0
1663239600,2022-09-15 11:00:00,KP3R/USDT,105.136,106.413,104.986,106,12.1878,1293.4589704
1663236000,2022-09-15 10:00:00,KP3R/USDT,106.969,106.969,105.459,105.459,1.6446,174.7996089
1663232400,2022-09-15 09:00:00,KP3R/USDT,105.547,105.547,105.547,105.547,0.0135,1.4248845
1663228800,2022-09-15 08:00:00,KP3R/USDT,106.969,107.087,105.491,105.491,0.473,50.2737638
1663225200,2022-09-15 07:00:00,KP3R/USDT,105.953,108.486,105.953,107.724,5.2942,568.7631073
1663221600,2022-09-15 06:00:00,KP3R/USDT,104.703,105.953,103.757,105.914,2.0807,219.0844597
1663218000,2022-09-15 05:00:00,KP3R/USDT,104.694,104.694,104.694,104.694,0.0478,5.0043732
1663214400,2022-09-15 04:00:00,KP3R/USDT,103.787,103.787,103.408,103.408,0.0384,3.9774638
1663210800,2022-09-15 03:00:00,KP3R/USDT,103.194,104.281,103.061,104.281,2.6896,277.9629429
1663207200,2022-09-15 02:00:00,KP3R/USDT,104.441,104.441,103.484,103.484,0.5011,52.3343324
1663203600,2022-09-15 01:00:00,KP3R/USDT,103.992,104.052,103.828,104.052,0.1411,14.6720295
1663200000,2022-09-15 00:00:00,KP3R/USDT,104.704,104.704,104.704,104.704,0.0079,0.8271616
1663196400,2022-09-14 23:00:00,KP3R/USDT,105.562,105.717,105.45,105.45,6.6945,707.6112562
1663192800,2022-09-14 22:00:00,KP3R/USDT,105.485,106.199,105.386,105.717,4.9943,529.4133005
1663189200,2022-09-14 21:00:00,KP3R/USDT,103.852,105.814,103.852,105.814,1.021,107.9799806
1663185600,2022-09-14 20:00:00,KP3R/USDT,103.871,104.376,103.411,104.321,12.72,1318.8598785
1663182000,2022-09-14 19:00:00,KP3R/USDT,103.669,104.703,103.212,104.693,27.9958,2897.5082454
1663178400,2022-09-14 18:00:00,KP3R/USDT,103.949,104.448,102.858,104.211,0.1158,12.0270977
1663174800,2022-09-14 17:00:00,KP3R/USDT,104.704,105.058,104.704,105.058,0.0214,2.2454422
1663171200,2022-09-14 16:00:00,KP3R/USDT,104.357,104.517,103.541,104.119,3.5477,368.6477957
1663167600,2022-09-14 15:00:00,KP3R/USDT,105.506,105.584,104.428,105.182,7.0386,735.9674225
1663164000,2022-09-14 14:00:00,KP3R/USDT,104.966,105.459,104.966,105.459,2.8416,298.3468248
1663160400,2022-09-14 13:00:00,KP3R/USDT,104.741,105.544,104.704,104.836,5.0985,535.9850649
1663156800,2022-09-14 12:00:00,KP3R/USDT,103.949,105.459,103.949,105.089,1.7689,185.1955462
1663153200,2022-09-14 11:00:00,KP3R/USDT,104.433,104.433,104.261,104.261,0.0023,0.2400067
1663149600,2022-09-14 10:00:00,KP3R/USDT,105.12,105.12,104.959,104.959,1.0796,113.4196583
1663146000,2022-09-14 09:00:00,KP3R/USDT,105.17,105.435,104.61,104.902,0.198,20.7826297
1663142400,2022-09-14 08:00:00,KP3R/USDT,104.592,105.516,103.571,105.17,25.553,2674.1194615
1663138800,2022-09-14 07:00:00,KP3R/USDT,105.106,105.361,104.153,104.374,4.1584,435.4839187
1663135200,2022-09-14 06:00:00,KP3R/USDT,105.983,105.983,105.253,105.253,1.8168,191.8474191
1663131600,2022-09-14 05:00:00,KP3R/USDT,106.006,106.006,105.983,105.983,1.296,137.3793462
1663128000,2022-09-14 04:00:00,KP3R/USDT,105.983,106.214,105.983,106.214,0.0094,0.9980651
1663124400,2022-09-14 03:00:00,KP3R/USDT,106.025,106.025,105.575,105.575,2.5874,274.232425
1663120800,2022-09-14 02:00:00,KP3R/USDT,106.025,106.025,106.025,106.025,0,0
1663117200,2022-09-14 01:00:00,KP3R/USDT,105.834,106.025,105.834,106.025,1.1994,127.1282232
1663113600,2022-09-14 00:00:00,KP3R/USDT,104.725,104.725,104.725,104.725,0.233,24.400925
1663110000,2022-09-13 23:00:00,KP3R/USDT,106.214,106.235,104.524,105.664,4.4796,472.2203801
1663106400,2022-09-13 22:00:00,KP3R/USDT,106.215,106.48,106.215,106.48,3.963,421.0227898
1663102800,2022-09-13 21:00:00,KP3R/USDT,106.732,106.732,105.651,105.651,1.1086,117.527446
1663099200,2022-09-13 20:00:00,KP3R/USDT,106.699,107.09,106.699,107.09,1.0356,110.511404
1663095600,2022-09-13 19:00:00,KP3R/USDT,106.2,106.969,105.468,106.969,4.3582,462.3297441
1663092000,2022-09-13 18:00:00,KP3R/USDT,107.724,107.724,106.2,106.2,1.1845,125.8183956
1663088400,2022-09-13 17:00:00,KP3R/USDT,107.724,109.098,107.724,107.798,2.4188,263.5580647
1663084800,2022-09-13 16:00:00,KP3R/USDT,106.969,106.969,106.214,106.214,0.0095,1.0149975
1663081200,2022-09-13 15:00:00,KP3R/USDT,106.466,107.017,106.214,106.84,20.0163,2134.8684724
1663077600,2022-09-13 14:00:00,KP3R/USDT,106.706,107.67,106.214,106.214,12.135,1295.0897414
1663074000,2022-09-13 13:00:00,KP3R/USDT,107.724,107.724,105.4,106.857,96.8606,10265.4330751
1663070400,2022-09-13 12:00:00,KP3R/USDT,112.789,113.223,107.802,107.802,11.4235,1283.4247486
1663066800,2022-09-13 11:00:00,KP3R/USDT,112.971,114.07,112.938,112.938,9.345,1064.0547791
1663063200,2022-09-13 10:00:00,KP3R/USDT,112.789,112.789,112.789,112.789,0.28,31.58092
1663059600,2022-09-13 09:00:00,KP3R/USDT,113.179,113.179,112.989,112.989,0.102,11.544049
1663056000,2022-09-13 08:00:00,KP3R/USDT,113.349,113.745,113.131,113.219,6.5088,737.1180618
1663052400,2022-09-13 07:00:00,KP3R/USDT,113.008,113.648,113.008,113.39,0.2273,25.7370263
1663048800,2022-09-13 06:00:00,KP3R/USDT,113.085,113.085,112.009,112.778,25.6681,2880.057589
1663045200,2022-09-13 05:00:00,KP3R/USDT,112.506,113.703,112.506,113.703,15.0373,1702.823171
1663041600,2022-09-13 04:00:00,KP3R/USDT,112.879,112.879,111.885,112.413,1.6541,185.1164319
1663038000,2022-09-13 03:00:00,KP3R/USDT,112.581,113.107,112.428,113.107,0.0666,7.5059048
1663034400,2022-09-13 02:00:00,KP3R/USDT,113.07,113.273,112.094,112.994,1.2709,143.1541421
1663030800,2022-09-13 01:00:00,KP3R/USDT,113.9,113.9,113.199,113.798,3.0944,352.396528
1663027200,2022-09-13 00:00:00,KP3R/USDT,114.182,114.182,113.27,113.681,1.2132,138.2579417
1663023600,2022-09-12 23:00:00,KP3R/USDT,114.375,114.82,114.375,114.82,0.127,14.570481
1663020000,2022-09-12 22:00:00,KP3R/USDT,114.224,114.224,114.224,114.224,0.0087,0.9937488
1663016400,2022-09-12 21:00:00,KP3R/USDT,114.064,114.064,114.064,114.064,0,0
1663012800,2022-09-12 20:00:00,KP3R/USDT,114.676,114.676,114.064,114.064,0.9104,104.3038562
1663009200,2022-09-12 19:00:00,KP3R/USDT,114.409,114.453,114.409,114.453,0.0904,10.3426352
1663005600,2022-09-12 18:00:00,KP3R/USDT,114.393,114.393,114.393,114.393,0,0
1663002000,2022-09-12 17:00:00,KP3R/USDT,113.226,114.853,113.226,114.393,12.67,1442.5018145
1662998400,2022-09-12 16:00:00,KP3R/USDT,113.375,113.399,112.017,113.399,19.9758,2264.2018839
1662994800,2022-09-12 15:00:00,KP3R/USDT,114.766,114.866,113.212,113.771,14.7531,1681.2827247
1662991200,2022-09-12 14:00:00,KP3R/USDT,116.136,116.136,114.776,115.687,1.7462,200.9193874
1662987600,2022-09-12 13:00:00,KP3R/USDT,115.689,116.151,115.274,115.274,0.0081,0.9381122
1662984000,2022-09-12 12:00:00,KP3R/USDT,115.252,117.2,115.252,116.115,25.7581,3000.3119914
1662980400,2022-09-12 11:00:00,KP3R/USDT,115.274,115.274,115.184,115.205,3.5353,407.2961344
1662976800,2022-09-12 10:00:00,KP3R/USDT,114.95,114.95,114.95,114.95,0.0062,0.71269
1662973200,2022-09-12 09:00:00,KP3R/USDT,115.274,115.819,114.3,114.871,11.5191,1325.5368823
1662969600,2022-09-12 08:00:00,KP3R/USDT,115.748,117.169,115.344,115.443,15.0891,1759.5148587
1662966000,2022-09-12 07:00:00,KP3R/USDT,114.606,115.274,114.596,115.274,4.1339,475.8918431
1662962400,2022-09-12 06:00:00,KP3R/USDT,113.881,115.223,113.881,115.223,1.039,118.975242
1662958800,2022-09-12 05:00:00,KP3R/USDT,113.001,113.831,112.773,113.608,2.7244,307.7738281
1662955200,2022-09-12 04:00:00,KP3R/USDT,112.628,112.628,112.511,112.511,0.0039,0.4390971
1662951600,2022-09-12 03:00:00,KP3R/USDT,113.338,113.338,112.481,112.481,0.2621,29.4968244
1662948000,2022-09-12 02:00:00,KP3R/USDT,115.195,115.195,113.764,113.782,7.6609,875.5843842
1662944400,2022-09-12 01:00:00,KP3R/USDT,112.938,115.404,112.592,115.075,1.6026,183.911846
1662940800,2022-09-12 00:00:00,KP3R/USDT,114.33,114.33,112.999,112.999,4.7273,536.4354399
1662937200,2022-09-11 23:00:00,KP3R/USDT,113.764,114.823,113.5,114.823,0.9592,109.0097067
1662933600,2022-09-11 22:00:00,KP3R/USDT,114.202,114.202,113.764,114.159,0.2352,26.8473655
1662930000,2022-09-11 21:00:00,KP3R/USDT,114.933,114.933,114.933,114.933,0,0
1662926400,2022-09-11 20:00:00,KP3R/USDT,115.833,115.833,114.22,114.933,24.8591,2859.3751079
1662922800,2022-09-11 19:00:00,KP3R/USDT,115.524,116.015,115.046,116.015,5.184,597.4419366
1662919200,2022-09-11 18:00:00,KP3R/USDT,115.806,115.806,115.806,115.806,0.1,11.5806
1662915600,2022-09-11 17:00:00,KP3R/USDT,116.083,116.427,116.064,116.427,3.3484,389.0584379
1662912000,2022-09-11 16:00:00,KP3R/USDT,115.764,116.502,115.035,116.184,13.5338,1560.9156005
1662908400,2022-09-11 15:00:00,KP3R/USDT,116.106,116.625,115.616,115.672,12.9626,1508.9291297
1662904800,2022-09-11 14:00:00,KP3R/USDT,115.916,115.916,115.795,115.795,0.7734,89.6483938
1662901200,2022-09-11 13:00:00,KP3R/USDT,116.697,116.697,115.767,116.347,33.9822,3936.5873393
1662897600,2022-09-11 12:00:00,KP3R/USDT,116.029,116.784,115.824,116.784,0.1505,17.4342835
1662894000,2022-09-11 11:00:00,KP3R/USDT,117.316,118.559,116.193,116.193,39.182,4621.0336274
1662890400,2022-09-11 10:00:00,KP3R/USDT,115.766,117.676,115.766,116.71,2.1436,248.6892173
1662886800,2022-09-11 09:00:00,KP3R/USDT,115,115,115,115,0.8972,103.178
1662883200,2022-09-11 08:00:00,KP3R/USDT,115.585,115.766,115.165,115.766,0.3141,36.1806017
1662879600,2022-09-11 07:00:00,KP3R/USDT,114.465,115.274,114.465,115.274,0.0169,1.9408496
1662876000,2022-09-11 06:00:00,KP3R/USDT,115.314,115.314,114.239,114.239,0.6219,71.3806785
1662872400,2022-09-11 05:00:00,KP3R/USDT,115.33,115.33,115.076,115.076,0.0184,2.1217672
1662868800,2022-09-11 04:00:00,KP3R/USDT,115.626,115.626,115.626,115.626,0,0
1662865200,2022-09-11 03:00:00,KP3R/USDT,115.285,115.626,115.285,115.626,0.4245,48.9582531
1662861600,2022-09-11 02:00:00,KP3R/USDT,115.774,115.774,115.025,115.025,0.4773,55.029678
1662858000,2022-09-11 01:00:00,KP3R/USDT,116.253,116.697,116.253,116.697,0.5691,66.3729819
1662854400,2022-09-11 00:00:00,KP3R/USDT,116.71,116.997,116,116,1.2819,149.2767591
1662850800,2022-09-10 23:00:00,KP3R/USDT,117.177,117.178,115.556,115.976,6.1563,715.4461796
1662847200,2022-09-10 22:00:00,KP3R/USDT,115.84,117.178,115.84,116.562,0.8411,98.1388813
1662843600,2022-09-10 21:00:00,KP3R/USDT,114.32,116.348,114.297,115.274,5.8153,673.0635515
1662840000,2022-09-10 20:00:00,KP3R/USDT,115.333,115.398,114.519,114.519,3.1468,362.4564121
1662836400,2022-09-10 19:00:00,KP3R/USDT,115,115.524,114.803,114.803,0.3689,42.4764426
1662832800,2022-09-10 18:00:00,KP3R/USDT,114.519,114.943,114.519,114.943,0.0957,10.9932457
1662829200,2022-09-10 17:00:00,KP3R/USDT,114.16,114.16,114.16,114.16,0,0
1662825600,2022-09-10 16:00:00,KP3R/USDT,113.844,114.16,113.6,114.16,0.8238,93.7856736
1662822000,2022-09-10 15:00:00,KP3R/USDT,114.164,114.164,114.164,114.164,0.0014,0.1598296
1662818400,2022-09-10 14:00:00,KP3R/USDT,113.6,114.517,113.429,114.517,1.7721,202.2834546
1662814800,2022-09-10 13:00:00,KP3R/USDT,114.16,114.16,113.6,113.6,0.1737,19.7613241
1662811200,2022-09-10 12:00:00,KP3R/USDT,114.855,114.855,114.8,114.8,1.1583,133.020855
1662807600,2022-09-10 11:00:00,KP3R/USDT,114.756,114.756,114.032,114.501,19.8245,2265.4246205
1662804000,2022-09-10 10:00:00,KP3R/USDT,114.889,114.889,114.885,114.885,2.1954,252.2233006
1662800400,2022-09-10 09:00:00,KP3R/USDT,114.985,114.985,114.755,114.755,2.0603,236.7128395
1662796800,2022-09-10 08:00:00,KP3R/USDT,114.786,115.28,114.786,115.28,1.2529,143.8266355
1662793200,2022-09-10 07:00:00,KP3R/USDT,116.029,116.029,114.519,114.519,0.0737,8.4927959
1662789600,2022-09-10 06:00:00,KP3R/USDT,115.795,116.935,115.795,116.935,0.0325,3.7903186
1662786000,2022-09-10 05:00:00,KP3R/USDT,115.84,115.976,115.385,115.976,1.5035,173.5399281
1662782400,2022-09-10 04:00:00,KP3R/USDT,115.904,117.443,115.904,116.029,19.1244,2229.0710331
1662778800,2022-09-10 03:00:00,KP3R/USDT,116.641,116.641,115.875,115.875,0.9453,110.2597415
1662775200,2022-09-10 02:00:00,KP3R/USDT,115.99,115.99,115.99,115.99,0.0181,2.099419
1662771600,2022-09-10 01:00:00,KP3R/USDT,116.648,117.676,115.991,115.991,3.6122,422.0054714
1662768000,2022-09-10 00:00:00,KP3R/USDT,116.104,116.96,116.104,116.4,0.3074,35.759772
1662764400,2022-09-09 23:00:00,KP3R/USDT,116.4,118.009,116.11,116.809,4.4129,517.7968588
1662760800,2022-09-09 22:00:00,KP3R/USDT,116.4,116.4,116.4,116.4,0.0085,0.9894
1662757200,2022-09-09 21:00:00,KP3R/USDT,116.383,116.383,115.979,115.979,0.0072,0.8374324
1662753600,2022-09-09 20:00:00,KP3R/USDT,116.243,116.243,116.243,116.243,0,0
1662750000,2022-09-09 19:00:00,KP3R/USDT,115.839,116.243,115.755,116.243,0.4333,50.2365826
1662746400,2022-09-09 18:00:00,KP3R/USDT,116.4,116.4,115.034,115.334,3.5982,414.3204948
1662742800,2022-09-09 17:00:00,KP3R/USDT,116.7,117.088,116.073,116.402,25.728,2993.8061552
1662739200,2022-09-09 16:00:00,KP3R/USDT,115.84,116.96,115.767,116.96,0.3987,46.2957073
1662735600,2022-09-09 15:00:00,KP3R/USDT,116.609,116.609,116.029,116.245,1.5496,180.3497663
1662732000,2022-09-09 14:00:00,KP3R/USDT,117.758,118.069,116.388,117.283,5.713,668.1709133
1662728400,2022-09-09 13:00:00,KP3R/USDT,117.676,118,116.029,118,19.5684,2289.7888406
1662724800,2022-09-09 12:00:00,KP3R/USDT,115.25,119.159,115.004,118.294,77.6506,9001.0246548
1662721200,2022-09-09 11:00:00,KP3R/USDT,115.65,116.04,114.636,115.25,22.5653,2607.4039198
1662717600,2022-09-09 10:00:00,KP3R/USDT,115.767,116.212,115.74,116.212,0.0244,2.8317178
1662714000,2022-09-09 09:00:00,KP3R/USDT,116,116,114.457,115.274,12.134,1403.4657552
1662710400,2022-09-09 08:00:00,KP3R/USDT,116.404,116.404,116.404,116.404,1.0123,117.8357692
1662706800,2022-09-09 07:00:00,KP3R/USDT,116.787,116.829,115.834,115.834,0.0564,6.5759181
1662703200,2022-09-09 06:00:00,KP3R/USDT,117.121,117.121,116.797,116.797,0.0129,1.5084624
1662699600,2022-09-09 05:00:00,KP3R/USDT,114.824,118.898,114.663,117.712,25.8887,3010.2934126
1662696000,2022-09-09 04:00:00,KP3R/USDT,114.706,116.191,114.706,115.185,2.4368,281.983339
1662692400,2022-09-09 03:00:00,KP3R/USDT,113.728,114.84,113.728,114.84,3.1867,363.7323008
1662688800,2022-09-09 02:00:00,KP3R/USDT,112.7,112.7,112.7,112.7,0.7479,84.28833
1662685200,2022-09-09 01:00:00,KP3R/USDT,113.529,113.529,112.359,112.851,0.4043,45.4305583
1662681600,2022-09-09 00:00:00,KP3R/USDT,113.69,113.69,112.294,113.688,26.3339,2975.330963
1662678000,2022-09-08 23:00:00,KP3R/USDT,113.69,114.007,113.69,114.007,26.0846,2965.8832204
1662674400,2022-09-08 22:00:00,KP3R/USDT,113.907,113.907,113.751,113.751,0.0179,2.0376028
1662670800,2022-09-08 21:00:00,KP3R/USDT,113.881,113.881,113.881,113.881,0.0013,0.1480453
1662667200,2022-09-08 20:00:00,KP3R/USDT,114.519,115.024,114.048,114.509,3.8668,441.5490147
1662663600,2022-09-08 19:00:00,KP3R/USDT,114.519,114.519,113.69,114.124,5.2462,597.3773783
1662660000,2022-09-08 18:00:00,KP3R/USDT,115.616,115.616,114.532,115.194,5.2708,604.8132075
1662656400,2022-09-08 17:00:00,KP3R/USDT,116.784,117.676,115.744,115.767,4.0718,473.8609865
1662652800,2022-09-08 16:00:00,KP3R/USDT,117.89,118.294,115.767,117.539,51.3484,6044.0444662
1662649200,2022-09-08 15:00:00,KP3R/USDT,124.254,124.603,117.9,118,87.0073,10305.0713414
1662645600,2022-09-08 14:00:00,KP3R/USDT,120.559,126.7,119.159,123.934,84.4437,10367.5375786
1662642000,2022-09-08 13:00:00,KP3R/USDT,122.6,125.089,117.342,120.559,102.8427,12435.1332476
1662638400,2022-09-08 12:00:00,KP3R/USDT,107.68,124.352,107.68,122.6,289.6467,33702.9366186
1662634800,2022-09-08 11:00:00,KP3R/USDT,107.68,107.68,107.002,107.298,4.0152,430.2856352
1662631200,2022-09-08 10:00:00,KP3R/USDT,106.461,106.461,106.461,106.461,0.0068,0.7239348
1662627600,2022-09-08 09:00:00,KP3R/USDT,107.002,107.953,106.838,106.969,5.8275,625.9334764
1662624000,2022-09-08 08:00:00,KP3R/USDT,106.404,107.042,106.404,107.042,0.0163,1.7415283
1662620400,2022-09-08 07:00:00,KP3R/USDT,106.972,106.972,105.644,105.644,2.3405,248.1068447
1662616800,2022-09-08 06:00:00,KP3R/USDT,108.109,108.109,106.873,106.873,3.7855,408.1010241
1662613200,2022-09-08 05:00:00,KP3R/USDT,107.802,107.802,107.268,107.758,5.8012,623.0187806
1662609600,2022-09-08 04:00:00,KP3R/USDT,108.27,108.771,108.109,108.109,5.9982,649.3623988
1662606000,2022-09-08 03:00:00,KP3R/USDT,107.989,107.989,107.989,107.989,1.512,163.279368
1662602400,2022-09-08 02:00:00,KP3R/USDT,108.27,108.27,108.27,108.27,0,0
1662598800,2022-09-08 01:00:00,KP3R/USDT,108.27,108.27,108.27,108.27,0,0
1662595200,2022-09-08 00:00:00,KP3R/USDT,108.479,108.479,108.209,108.27,1.5255,165.1676523
1662591600,2022-09-07 23:00:00,KP3R/USDT,108.956,109.001,108.683,109.001,1.5487,168.6991016
1662588000,2022-09-07 22:00:00,KP3R/USDT,109.303,109.303,109.303,109.303,0.0091,0.9946573
1662584400,2022-09-07 21:00:00,KP3R/USDT,109.989,110.232,108.956,108.956,0.0295,3.2326131
1662580800,2022-09-07 20:00:00,KP3R/USDT,106.404,110.645,106.404,109.594,5.6932,623.3667318
1662577200,2022-09-07 19:00:00,KP3R/USDT,106.055,106.107,105.645,106.107,0.1786,18.8694178
1662573600,2022-09-07 18:00:00,KP3R/USDT,107.705,108.74,106.214,106.435,9.0336,976.3741584
1662570000,2022-09-07 17:00:00,KP3R/USDT,104.882,107.137,104.228,106.969,6.6291,695.3641881
1662566400,2022-09-07 16:00:00,KP3R/USDT,105.353,105.353,105.353,105.353,0,0
1662562800,2022-09-07 15:00:00,KP3R/USDT,105.447,105.447,104.823,105.353,2.8355,298.7426743
1662559200,2022-09-07 14:00:00,KP3R/USDT,103.949,105.373,103.949,105.373,0.4074,42.9006017
1662555600,2022-09-07 13:00:00,KP3R/USDT,103.5,104.965,103.5,103.979,18.4217,1913.2814726
1662552000,2022-09-07 12:00:00,KP3R/USDT,103.359,103.359,101.683,103.194,3.7825,386.3557398
1662548400,2022-09-07 11:00:00,KP3R/USDT,102.901,103.473,102.482,103.236,12.3605,1275.4053603
1662544800,2022-09-07 10:00:00,KP3R/USDT,103.343,103.489,102.901,103.489,0.7767,80.1488462
1662541200,2022-09-07 09:00:00,KP3R/USDT,104.371,104.371,104.371,104.371,0.3,31.3113
1662537600,2022-09-07 08:00:00,KP3R/USDT,103.812,104.47,103.75,104.47,1.5625,162.4412022
1662534000,2022-09-07 07:00:00,KP3R/USDT,103.69,104.24,103.441,103.81,11.2868,1169.8313328
1662530400,2022-09-07 06:00:00,KP3R/USDT,103.949,104.349,103.194,103.584,11.9675,1237.6017821
1662526800,2022-09-07 05:00:00,KP3R/USDT,106.064,106.064,102.882,104.427,68.5725,7179.5792945
