https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume ETH
1663545600000,2022-09-19 00:00:00,ETH/LTC,25.355344,25.416057,25.093959,25.23001,895.4061335513567,35.48972567
1663459200000,2022-09-18 00:00:00,ETH/LTC,25.391224,25.6,24.422155,25.415883,17567.307362559048,691.19406013
1663372800000,2022-09-17 00:00:00,ETH/LTC,25.645105,25.825416,24.810261,25.42722,17356.632570708793,682.60047975
1663286400000,2022-09-16 00:00:00,ETH/LTC,26.255541,26.629113,25.62,25.636223,17742.595661932475,692.09086151
1663200000000,2022-09-15 00:00:00,ETH/LTC,27.226192,27.402619,25.469285,26.133559,17872.908999161362,683.90642848
1663113600000,2022-09-14 00:00:00,ETH/LTC,26.622663,27.480034,26.309079,27.161122,15132.169586339489,557.12608582
1663027200000,2022-09-13 00:00:00,ETH/LTC,27.99915,28.112518,24.994687,26.668093,16847.710372911322,631.75534797
1662940800000,2022-09-12 00:00:00,ETH/LTC,28.398408,28.45,27.838106,27.959201,19340.412681960785,691.73695922
1662854400000,2022-09-11 00:00:00,ETH/LTC,28.056314,28.398349,27.434823,28.364367,19936.66681418585,702.8771985
1662768000000,2022-09-10 00:00:00,ETH/LTC,28.105178,28.300596,26.636672,28.044202,19375.3675761235,690.88675
1662681600000,2022-09-09 00:00:00,ETH/LTC,28.227749,28.4,27.598487,28.093278,19634.921470457928,698.91884708
1662595200000,2022-09-08 00:00:00,ETH/LTC,28.428724,28.9,28.057054,28.219796,17512.07738434417,620.56002759
1662508800000,2022-09-07 00:00:00,ETH/LTC,28.791468,29.051301,27.6,28.423589,19885.974303835294,699.62925174
1662422400000,2022-09-06 00:00:00,ETH/LTC,26.75244,28.952479,26.604328,28.792443,19983.210404968515,694.04358654
1662336000000,2022-09-05 00:00:00,ETH/LTC,25.950777,26.767427,25.718766,26.754686,17526.479981721426,655.08075788
1662249600000,2022-09-04 00:00:00,ETH/LTC,25.900046,26.471721,25.706049,25.944441,17721.757939054787,683.06570718
1662163200000,2022-09-03 00:00:00,ETH/LTC,25.819788,26.025413,25.23856,25.884793,18408.24116383694,711.16045486
1662076800000,2022-09-02 00:00:00,ETH/LTC,27.553889,27.933295,25.427992,25.834288,17715.5566783305,685.73814298
1661990400000,2022-09-01 00:00:00,ETH/LTC,28.8453,28.987128,27.35,27.568715,19054.616606390693,691.16810872
1661904000000,2022-08-31 00:00:00,ETH/LTC,28.740821,29.475257,28.530734,28.843668,19415.56888723725,673.1310625
1661817600000,2022-08-30 00:00:00,ETH/LTC,27.83712,29.05,27.747231,28.757013,20090.542292016748,698.63105365
1661731200000,2022-08-29 00:00:00,ETH/LTC,26.726167,27.958157,25.983331,27.837391,19114.817189043628,686.6597947
1661644800000,2022-08-28 00:00:00,ETH/LTC,28.146872,28.308132,26.662327,26.743507,18726.613695121545,700.23029123
1661558400000,2022-08-27 00:00:00,ETH/LTC,28.633796,28.777648,27.772903,28.147085,19423.54762277835,690.07315048
1661472000000,2022-08-26 00:00:00,ETH/LTC,29.93381,30.133168,28.6,28.654209,20175.74550941547,704.11106129
1661385600000,2022-08-25 00:00:00,ETH/LTC,29.369575,30.369335,29.328316,29.946035,20715.755922253826,691.76957558
1661299200000,2022-08-24 00:00:00,ETH/LTC,29.13242,29.532856,28.758734,29.374676,20738.51884698282,705.99991799
1661212800000,2022-08-23 00:00:00,ETH/LTC,28.351662,29.148531,28.284716,29.135395,20037.183421469752,687.72650659
1661126400000,2022-08-22 00:00:00,ETH/LTC,29.095882,29.387327,29.095882,29.298164,966.8808144074749,33.00141314
