https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM,Volume USDT
1663462800,2022-09-18 01:00:00,ATOM/USDT,15.7184,15.8075,15.7167,15.8052,5949.67580889,93835.59232020779
1663459200,2022-09-18 00:00:00,ATOM/USDT,16.404,16.42,15.6522,15.7062,112581.08890013,1790711.166429708741
1663455600,2022-09-17 23:00:00,ATOM/USDT,16.4455,16.5316,16.4028,16.4028,20546.43888317,338213.514506283013
1663452000,2022-09-17 22:00:00,ATOM/USDT,16.5587,16.6106,16.3738,16.4455,18808.35622421,309901.093359369395
1663448400,2022-09-17 21:00:00,ATOM/USDT,16.639,16.6632,16.4919,16.555,15603.8463794,258666.117698974623
1663444800,2022-09-17 20:00:00,ATOM/USDT,16.6696,16.8473,16.6392,16.6392,35306.9375103,590959.903977339033
1663441200,2022-09-17 19:00:00,ATOM/USDT,16.5743,16.8056,16.4916,16.6692,38293.31917715,638024.584372379388
1663437600,2022-09-17 18:00:00,ATOM/USDT,16.4608,16.679,16.4549,16.5699,33996.25266021,564174.381301371121
1663434000,2022-09-17 17:00:00,ATOM/USDT,16.4962,16.6258,16.3998,16.4635,44860.50511973,740716.566217538887
1663430400,2022-09-17 16:00:00,ATOM/USDT,16.2677,16.6204,16.2623,16.4894,25741.03582583,424346.001987986676
1663426800,2022-09-17 15:00:00,ATOM/USDT,16.3207,16.4444,16.121,16.2709,30316.70170471,491939.225717261121
1663423200,2022-09-17 14:00:00,ATOM/USDT,16.3763,16.394,16.2584,16.3166,18059.59441766,294484.040954684301
1663419600,2022-09-17 13:00:00,ATOM/USDT,16.5173,16.5678,16.2915,16.3699,26603.35685321,435729.198832244067
1663416000,2022-09-17 12:00:00,ATOM/USDT,16.4337,16.6106,16.3725,16.5173,30604.08230708,504816.97924335953
1663412400,2022-09-17 11:00:00,ATOM/USDT,16.6058,16.6289,16.4054,16.4376,42730.9453601,705367.556680684442
1663408800,2022-09-17 10:00:00,ATOM/USDT,16.8343,16.9533,16.5738,16.6086,53846.04474487,902145.292265718006
1663405200,2022-09-17 09:00:00,ATOM/USDT,16.363,16.9443,16.3142,16.8321,73442.87054584,1229934.42174504367
1663401600,2022-09-17 08:00:00,ATOM/USDT,16.2677,16.4243,16.2368,16.3639,28458.65557797,464645.660260384352
1663398000,2022-09-17 07:00:00,ATOM/USDT,16.12,16.303,16.0394,16.2729,26459.51630452,427642.440615538719
1663394400,2022-09-17 06:00:00,ATOM/USDT,16.2521,16.2646,16.0695,16.1207,23196.89264718,374320.892650792547
1663390800,2022-09-17 05:00:00,ATOM/USDT,16.1634,16.4277,16.084,16.2544,26103.29031029,424330.570018474059
1663387200,2022-09-17 04:00:00,ATOM/USDT,16.2765,16.3217,16.1581,16.1664,19300.87823295,313583.518369309211
1663383600,2022-09-17 03:00:00,ATOM/USDT,16.2635,16.3275,16.118,16.289,20833.70392403,337903.012067645342
1663380000,2022-09-17 02:00:00,ATOM/USDT,16.39,16.4986,16.2424,16.2713,14514.20990739,237207.529046178653
1663376400,2022-09-17 01:00:00,ATOM/USDT,16.3973,16.4882,16.3227,16.3947,29934.95264501,490714.934858586946
1663372800,2022-09-17 00:00:00,ATOM/USDT,16.5972,16.6768,16.3334,16.3981,26314.2307572,433920.522444403814
1663369200,2022-09-16 23:00:00,ATOM/USDT,16.3829,16.7212,16.2973,16.5998,49765.12412533,820454.09161296628
1663365600,2022-09-16 22:00:00,ATOM/USDT,16.4584,16.5461,16.3481,16.3849,29379.2242948,483263.146494114047
1663362000,2022-09-16 21:00:00,ATOM/USDT,16.1939,16.7885,16.1225,16.4584,69755.39633444,1148203.146788762525
1663358400,2022-09-16 20:00:00,ATOM/USDT,15.9422,16.3802,15.8808,16.1945,67850.38197832,1093619.690081921074
1663354800,2022-09-16 19:00:00,ATOM/USDT,15.6668,15.9767,15.6464,15.9442,55312.03962072,873187.654362807774
1663351200,2022-09-16 18:00:00,ATOM/USDT,15.8344,15.8819,15.55,15.6672,45102.52588635,707192.716326151676
1663347600,2022-09-16 17:00:00,ATOM/USDT,15.9045,16.0335,15.7655,15.8221,46750.7642094,743743.725289570229
1663344000,2022-09-16 16:00:00,ATOM/USDT,16.1454,16.2485,15.8627,15.9085,43971.45174658,704090.105160128084
1663340400,2022-09-16 15:00:00,ATOM/USDT,16.1402,16.2581,16.0113,16.1403,48534.23042695,782825.741921907174
1663336800,2022-09-16 14:00:00,ATOM/USDT,15.4001,16.3944,15.3592,16.1401,127158.46747454,2036062.977454402963
1663333200,2022-09-16 13:00:00,ATOM/USDT,15.5579,15.6912,15.3066,15.4001,41756.81743828,647362.454125664805
1663329600,2022-09-16 12:00:00,ATOM/USDT,15.6758,15.9781,15.5133,15.5544,111752.07357294,1755366.736866871635
1663326000,2022-09-16 11:00:00,ATOM/USDT,15.0785,15.7508,15.0698,15.6876,68125.9934995,1051325.641350745351
1663322400,2022-09-16 10:00:00,ATOM/USDT,15.0626,15.15,14.8963,15.0793,29472.45673827,444016.06465489084
1663318800,2022-09-16 09:00:00,ATOM/USDT,14.6429,15.1499,14.6419,15.0575,28418.59826186,425465.126386329302
1663315200,2022-09-16 08:00:00,ATOM/USDT,14.78,14.8886,14.6183,14.6463,14533.6373535,214162.804372161156
1663311600,2022-09-16 07:00:00,ATOM/USDT,14.6808,14.9212,14.6668,14.7938,24154.83924999,357250.165598700651
1663308000,2022-09-16 06:00:00,ATOM/USDT,14.9617,15.0046,14.5952,14.676,43213.07654372,639279.323394400315
1663304400,2022-09-16 05:00:00,ATOM/USDT,15.042,15.1,14.93,14.9581,10876.8278043,163261.389844932487
1663300800,2022-09-16 04:00:00,ATOM/USDT,15.2667,15.2787,15.0296,15.0356,19528.03744921,296077.640009126537
1663297200,2022-09-16 03:00:00,ATOM/USDT,15.1,15.2784,15.0094,15.2566,16272.0506865,246440.848100224625
1663293600,2022-09-16 02:00:00,ATOM/USDT,15.1627,15.2032,14.9162,15.1056,24380.06649658,366733.940060160021
