https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UQC,Volume BTC
1663372800,2022-09-17 00:00:00,UQC/BTC,0.00050235,0.00050235,0.0004806,0.0004806,13243.9533,6.42001519699
1663286400,2022-09-16 00:00:00,UQC/BTC,0.00049974,0.00050923,0.00048441,0.00049309,12879.6533,6.275836469938
1663200000,2022-09-15 00:00:00,UQC/BTC,0.00048904,0.00050942,0.00048348,0.00049974,16047.1729,7.934992700344
1663113600,2022-09-14 00:00:00,UQC/BTC,0.0004806,0.00048904,0.0004806,0.00048134,12923.5874,6.216398530862
1663027200,2022-09-13 00:00:00,UQC/BTC,0.00046463,0.00048063,0.00045988,0.0004806,17545.4478,8.409420065454
1662940800,2022-09-12 00:00:00,UQC/BTC,0.00047039,0.00048387,0.00046363,0.00046388,1368.488,0.652604816956
1662854400,2022-09-11 00:00:00,UQC/BTC,0.00048285,0.00048387,0.00046366,0.00047578,694.1261,0.332767267451
1662768000,2022-09-10 00:00:00,UQC/BTC,0.000476,0.00048388,0.00046714,0.00046744,91.5731,0.043729379618
1662681600,2022-09-09 00:00:00,UQC/BTC,0.00049024,0.00049316,0.00046711,0.00046711,1208.8752,0.56969554674
1662595200,2022-09-08 00:00:00,UQC/BTC,0.00045004,0.00049316,0.00043163,0.00048143,1985.5948,0.971911114312
1662508800,2022-09-07 00:00:00,UQC/BTC,0.00042196,0.00045571,0.00041075,0.00045415,13807.8349,6.102867823943
1662422400,2022-09-06 00:00:00,UQC/BTC,0.00042756,0.00043426,0.00041508,0.00041737,1429.2896,0.609604401194
1662336000,2022-09-05 00:00:00,UQC/BTC,0.00039905,0.00042756,0.00039905,0.00042051,10387.3151,4.386554407579
1662249600,2022-09-04 00:00:00,UQC/BTC,0.0003988,0.00040973,0.0003988,0.0004001,6473.5026,2.6069226175
1662163200,2022-09-03 00:00:00,UQC/BTC,0.00040735,0.00041272,0.0003988,0.00040955,1477.5696,0.599821036506
1662076800,2022-09-02 00:00:00,UQC/BTC,0.00040774,0.00042755,0.00039998,0.00040332,688.1623,0.286956157914
1661990400,2022-09-01 00:00:00,UQC/BTC,0.00040785,0.00041734,0.0003953,0.00040774,340.7218,0.139470236023
1661904000,2022-08-31 00:00:00,UQC/BTC,0.00039682,0.00042633,0.0003933,0.00041166,3360.0785,1.388423451609
1661817600,2022-08-30 00:00:00,UQC/BTC,0.0004018,0.00041716,0.0003845,0.00039478,3590.5868,1.443503331607
1661731200,2022-08-29 00:00:00,UQC/BTC,0.00040828,0.00042968,0.00039615,0.00039744,4106.084,1.720870556037
1661644800,2022-08-28 00:00:00,UQC/BTC,0.00041752,0.00043744,0.00039407,0.00040782,21198.7917,8.558898509213
1661558400,2022-08-27 00:00:00,UQC/BTC,0.00043141,0.00044688,0.00041712,0.00042057,13423.6179,5.733644430346
1661472000,2022-08-26 00:00:00,UQC/BTC,0.00044933,0.00045416,0.0004241,0.0004241,11542.811,5.091520746486
1661385600,2022-08-25 00:00:00,UQC/BTC,0.00044182,0.00045386,0.00043002,0.0004444,11836.1201,5.268547339436
1661299200,2022-08-24 00:00:00,UQC/BTC,0.00043014,0.00044757,0.00043002,0.00043065,60.7732,0.026339862846
1661212800,2022-08-23 00:00:00,UQC/BTC,0.00041882,0.00045816,0.00041882,0.00043319,7691.4952,3.334514674754
1661126400,2022-08-22 00:00:00,UQC/BTC,0.00041728,0.00044352,0.00040989,0.00042289,8730.9565,3.646887570868
1661040000,2022-08-21 00:00:00,UQC/BTC,0.00042738,0.00043057,0.00041628,0.00043057,2287.1416,0.975862831498
1660953600,2022-08-20 00:00:00,UQC/BTC,0.00040514,0.00044351,0.00039696,0.00042574,2582.2223,1.092587233224
1660867200,2022-08-19 00:00:00,UQC/BTC,0.0003704,0.00040514,0.00036327,0.00040514,2229.5748,0.847355907987
1660780800,2022-08-18 00:00:00,UQC/BTC,0.00038422,0.00039066,0.0003602,0.00036175,4884.4477,1.858160513448
1660694400,2022-08-17 00:00:00,UQC/BTC,0.00038163,0.00039066,0.00036209,0.00037522,8403.3429,3.225435120563
1660608000,2022-08-16 00:00:00,UQC/BTC,0.00038713,0.00038978,0.00035739,0.00036587,2389.5256,0.887797550693
1660521600,2022-08-15 00:00:00,UQC/BTC,0.00041291,0.00041291,0.00038004,0.00038004,6367.0728,2.522937505745
1660435200,2022-08-14 00:00:00,UQC/BTC,0.00039042,0.00042376,0.00037346,0.00040398,17545.0181,6.814255427469
1660348800,2022-08-13 00:00:00,UQC/BTC,0.00044836,0.00047141,0.0003896,0.00039488,9040.1953,3.649841362369
1660262400,2022-08-12 00:00:00,UQC/BTC,0.00049337,0.00049435,0.00044814,0.00045117,5793.1723,2.760982104563
1660176000,2022-08-11 00:00:00,UQC/BTC,0.00057959,0.00058976,0.00030127,0.00049306,5719.6143,2.98271030821
1660089600,2022-08-10 00:00:00,UQC/BTC,0.0005502,0.00058977,0.00054554,0.00057963,4468.2764,2.525412770456
1660003200,2022-08-09 00:00:00,UQC/BTC,0.00057361,0.00059753,0.00054617,0.00054989,340.7921,0.190981763848
1659916800,2022-08-08 00:00:00,UQC/BTC,0.00064526,0.00065662,0.00056311,0.00057284,4739.8687,2.814166857203
1659830400,2022-08-07 00:00:00,UQC/BTC,0.00064902,0.00066963,0.00059534,0.00061794,2240.8855,1.419229421017
1659744000,2022-08-06 00:00:00,UQC/BTC,0.00064864,0.00066856,0.00061762,0.00064892,5445.877,3.453264801154
1659657600,2022-08-05 00:00:00,UQC/BTC,0.00064971,0.0006625,0.00061376,0.00064896,3336.7591,2.137849210334
1659571200,2022-08-04 00:00:00,UQC/BTC,0.00061464,0.00067034,0.00060459,0.00061213,5998.8839,3.876110005524
1659484800,2022-08-03 00:00:00,UQC/BTC,0.00063452,0.0006627,0.00058596,0.00061417,3026.6208,1.854114106049
1659398400,2022-08-02 00:00:00,UQC/BTC,0.00067623,0.00067631,0.00062269,0.00063455,3858.9199,2.5139625991
1659312000,2022-08-01 00:00:00,UQC/BTC,0.000575,0.0007181,0.000575,0.00064732,2107.0056,1.397751454386
1659225600,2022-07-31 00:00:00,UQC/BTC,0.00053739,0.00060826,0.00053438,0.0005746,7909.0218,4.498381923578
1659139200,2022-07-30 00:00:00,UQC/BTC,0.00050873,0.00055999,0.00048315,0.00053715,2547.1635,1.307059401583
1659052800,2022-07-29 00:00:00,UQC/BTC,0.00044967,0.00051,0.00044217,0.00048435,3664.6472,1.694198395239
1658966400,2022-07-28 00:00:00,UQC/BTC,0.00045129,0.00049999,0.00042492,0.0004444,7799.7802,3.493599568279
1658880000,2022-07-27 00:00:00,UQC/BTC,0.00045207,0.00045741,0.00042878,0.00044586,3542.8761,1.538251857375
1658793600,2022-07-26 00:00:00,UQC/BTC,0.00042792,0.00045741,0.00042628,0.00045741,250.9711,0.112130174386
1658707200,2022-07-25 00:00:00,UQC/BTC,0.00042616,0.0004728,0.00040625,0.00042781,5970.6739,2.533518611802
1658620800,2022-07-24 00:00:00,UQC/BTC,0.00041406,0.00051,0.00041055,0.00041383,7506.1797,3.355461381649
1658534400,2022-07-23 00:00:00,UQC/BTC,0.00037848,0.00047778,0.000372,0.00041397,617.6477,0.25016923342
1658448000,2022-07-22 00:00:00,UQC/BTC,0.00037073,0.00039998,0.00037073,0.00038448,9546.14353643,3.6048902746986834
1658361600,2022-07-21 00:00:00,UQC/BTC,0.00035362,0.00037979,0.00034678,0.00037662,8524.3191,3.08009170314
1658275200,2022-07-20 00:00:00,UQC/BTC,0.00035083,0.00035513,0.00033732,0.00034699,12513.67145913,4.2973991939096983
1658188800,2022-07-19 00:00:00,UQC/BTC,0.00035468,0.00037978,0.00035083,0.00035161,11815.17335083,4.2641531809666908
1658102400,2022-07-18 00:00:00,UQC/BTC,0.00035152,0.0003564,0.00034322,0.00035336,13593.2493,4.778724761498
1658016000,2022-07-17 00:00:00,UQC/BTC,0.00035152,0.00036183,0.00032972,0.00035015,12193.5459,4.25587551514
1657929600,2022-07-16 00:00:00,UQC/BTC,0.00032583,0.00035555,0.00032139,0.00035152,9808.45960516,3.2000556125623016
1657843200,2022-07-15 00:00:00,UQC/BTC,0.00031635,0.00033,0.00031635,0.00032583,16443.86371177,5.3137807886914072
1657756800,2022-07-14 00:00:00,UQC/BTC,0.00029464,0.00032296,0.00029328,0.00032137,15815.65316394,4.8691820658312233
1657670400,2022-07-13 00:00:00,UQC/BTC,0.00029535,0.00030203,0.00028125,0.0002979,11691.40575752,3.479050910072577
1657584000,2022-07-12 00:00:00,UQC/BTC,0.00029782,0.000302,0.00028616,0.00029585,15.88939822,0.0047211197363552
1657497600,2022-07-11 00:00:00,UQC/BTC,0.00029731,0.00030203,0.00028449,0.00029324,12186.1547,3.574330280082
1657411200,2022-07-10 00:00:00,UQC/BTC,0.00030605,0.00030619,0.00028856,0.00029731,17825.66855657,5.3104767904910401
1657324800,2022-07-09 00:00:00,UQC/BTC,0.00030399,0.00030832,0.00029975,0.00030609,21322.8184361,6.484726019758737
1657238400,2022-07-08 00:00:00,UQC/BTC,0.00030353,0.00031263,0.0002975,0.00030563,19492.7317,5.939947059046
1657152000,2022-07-07 00:00:00,UQC/BTC,0.00030354,0.00031635,0.00029735,0.00030802,18735.5183,5.776415248081
1657065600,2022-07-06 00:00:00,UQC/BTC,0.00029585,0.00031048,0.00029531,0.00030353,17352.3065,5.3783644441162857
1656979200,2022-07-05 00:00:00,UQC/BTC,0.00029772,0.00030622,0.00029122,0.00030349,15410.63376553,4.6115370112948525
1656892800,2022-07-04 00:00:00,UQC/BTC,0.00030174,0.00030623,0.00029735,0.00030173,20440.06718022,6.2500471693364404
1656806400,2022-07-03 00:00:00,UQC/BTC,0.00029937,0.00030623,0.00029412,0.00030381,22343.7950153,6.824620263745293
1656720000,2022-07-02 00:00:00,UQC/BTC,0.00030412,0.00030623,0.00028977,0.00029937,18285.42036241,5.5205817076338143
1656633600,2022-07-01 00:00:00,UQC/BTC,0.00027183,0.00031202,0.00026594,0.00030412,22455.33119604,6.9568835292145124
1656547200,2022-06-30 00:00:00,UQC/BTC,0.00025687,0.00027731,0.00025169,0.00027182,20846.1244,5.44225507912
1656460800,2022-06-29 00:00:00,UQC/BTC,0.00025415,0.00027232,0.00024129,0.00025175,14640.7136,3.768498955807
1656374400,2022-06-28 00:00:00,UQC/BTC,0.00023308,0.00025427,0.00023135,0.00024615,25620.25582823,6.3804075390492821
1656288000,2022-06-27 00:00:00,UQC/BTC,0.0002172,0.00024991,0.00021522,0.00023324,25491.22238977,6.0997902408065238
1656201600,2022-06-26 00:00:00,UQC/BTC,0.00022746,0.00023657,0.00021751,0.00022587,10348.63918473,2.3149787422482449
1656115200,2022-06-25 00:00:00,UQC/BTC,0.0002337,0.00024365,0.00022546,0.00023834,9333.5218,2.164159235067
1656028800,2022-06-24 00:00:00,UQC/BTC,0.00022893,0.00025471,0.00022477,0.00023091,3935.4359,0.921509013694
1655942400,2022-06-23 00:00:00,UQC/BTC,0.000204,0.00023409,0.00020128,0.00022293,11375.15570992,2.56239946799656
