https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UST,Volume BTC
1660752000000,2022-08-17 16:00:00,BTC/UST,23394,23446,23340,23420,402335.71173599997,17.1791508
1660748400000,2022-08-17 15:00:00,BTC/UST,23340,23451,23339,23386,282251.41057586,12.06924701
1660744800000,2022-08-17 14:00:00,BTC/UST,23418,23465,23327,23342,171110.26320982,7.33057421
1660741200000,2022-08-17 13:00:00,BTC/UST,23680,23680,23326,23422,2340487.50538862,99.92688521
1660737600000,2022-08-17 12:00:00,BTC/UST,23738,23754,23460,23682,4386754.92771774,185.23583007
1660734000000,2022-08-17 11:00:00,BTC/UST,23794,23820,23695,23741,315724.79234018,13.29871498
1660730400000,2022-08-17 10:00:00,BTC/UST,23834,23834,23700,23784,306041.74450752,12.86754728
1660726800000,2022-08-17 09:00:00,BTC/UST,23804,23910,23792,23835,349296.96422145003,14.65479187
1660723200000,2022-08-17 08:00:00,BTC/UST,23790,23871,23738,23803,368728.19149959,15.49082853
1660719600000,2022-08-17 07:00:00,BTC/UST,24407,24418,23769,23792,714691.11157808,30.03913549
1660716000000,2022-08-17 06:00:00,BTC/UST,24165,24432,24163,24414,904476.12227934,37.04743681
1660712400000,2022-08-17 05:00:00,BTC/UST,24074,24160,24060,24160,315913.1095584,13.07587374
1660708800000,2022-08-17 04:00:00,BTC/UST,24011,24075,24005,24064,250277.20414208,10.40048222
1660705200000,2022-08-17 03:00:00,BTC/UST,23996,24072,23986,24007,288289.47399244003,12.00855892
1660701600000,2022-08-17 02:00:00,BTC/UST,23951,24052,23899,23990,263777.7536688,10.99532112
1660698000000,2022-08-17 01:00:00,BTC/UST,24010,24056,23938,23950,217396.1534175,9.07708365
1660694400000,2022-08-17 00:00:00,BTC/UST,23854,24030,23830,24010,294578.5665886,12.26899486
1660690800000,2022-08-16 23:00:00,BTC/UST,23845,23892,23822,23855,223552.72433455,9.37131521
1660687200000,2022-08-16 22:00:00,BTC/UST,23942,23942,23810,23845,316602.01492175,13.27750115
1660683600000,2022-08-16 21:00:00,BTC/UST,23978,23983,23887,23942,228731.51188789998,9.55356745
1660680000000,2022-08-16 20:00:00,BTC/UST,23937,23989,23911,23979,326008.64661525,13.59558975
1660676400000,2022-08-16 19:00:00,BTC/UST,23832,23958,23804,23932,246754.792899,10.31066325
1660672800000,2022-08-16 18:00:00,BTC/UST,23852,24044,23716,23823,299927.87719677,12.58984499
1660669200000,2022-08-16 17:00:00,BTC/UST,23807,23886,23781,23863,382540.34544754,16.03068958
1660665600000,2022-08-16 16:00:00,BTC/UST,23896,23915,23684,23806,402894.23925486,16.92406281
1660662000000,2022-08-16 15:00:00,BTC/UST,23724,23918,23687,23906,199588.10869164,8.34887094
1660658400000,2022-08-16 14:00:00,BTC/UST,23900,23908,23693,23725,62054.93087624999,2.61559245
1660654800000,2022-08-16 13:00:00,BTC/UST,23938,24009,23869,23900,15909.178878,0.66565602
1660651200000,2022-08-16 12:00:00,BTC/UST,24038,24084,23903,23937,104028.23701166999,4.34591791
1660647600000,2022-08-16 11:00:00,BTC/UST,24007,24138,23999,24030,51076.3061556,2.12552252
1660644000000,2022-08-16 10:00:00,BTC/UST,24084,24093,23996,24006,293576.9899035,12.22931725
1660640400000,2022-08-16 09:00:00,BTC/UST,23996,24120,23989,24084,444460.7923182,18.45460855
1660636800000,2022-08-16 08:00:00,BTC/UST,24061,24072,23978,24009,277080.62884596,11.54069844
1660633200000,2022-08-16 07:00:00,BTC/UST,23999,24057,23939,24057,286081.87339215,11.89183495
1660629600000,2022-08-16 06:00:00,BTC/UST,23949,24039,23913,23994,357120.82802736,14.88375544
1660626000000,2022-08-16 05:00:00,BTC/UST,23954,23992,23817,23947,394678.27396998,16.48132434
1660622400000,2022-08-16 04:00:00,BTC/UST,24096,24133,23945,23950,239151.87740949998,9.98546461
1660618800000,2022-08-16 03:00:00,BTC/UST,24038,24164,23865,24077,285363.2356161,11.8521093
1660615200000,2022-08-16 02:00:00,BTC/UST,24102,24193,24021,24045,408867.09002054995,17.00424579
1660611600000,2022-08-16 01:00:00,BTC/UST,24123,24239,24100,24112,223958.30907648,9.28825104
1660608000000,2022-08-16 00:00:00,BTC/UST,24087,24155,23970,24123,283658.01606615004,11.75882005
1660604400000,2022-08-15 23:00:00,BTC/UST,24012,24181,23772,24093,2751346.48439061,114.19692377
1660600800000,2022-08-15 22:00:00,BTC/UST,24023,24135,23980,24013,241525.76234864,10.05812528
1660597200000,2022-08-15 21:00:00,BTC/UST,24065,24137,23991,24023,348685.96137209004,14.514671830000001
1660593600000,2022-08-15 20:00:00,BTC/UST,23982,24100,23981,24066,214576.26612912,8.91615832
1660590000000,2022-08-15 19:00:00,BTC/UST,24095,24146,23971,23982,339584.45833662,14.15997241
1660586400000,2022-08-15 18:00:00,BTC/UST,24114,24133,24034,24097,297108.02160353,12.32966849
1660582800000,2022-08-15 17:00:00,BTC/UST,24253,24268,24092,24119,303413.0283055,12.5798345
1660579200000,2022-08-15 16:00:00,BTC/UST,24228,24268,24162,24257,287968.62473343004,11.87156799
1660575600000,2022-08-15 15:00:00,BTC/UST,24123,24259,24042,24234,628584.79945632,25.93813648
1660572000000,2022-08-15 14:00:00,BTC/UST,24157,24182,24082,24134,390500.2992231,16.18050465
1660568400000,2022-08-15 13:00:00,BTC/UST,23953,24189,23948,24165,567857.6885664001,23.49918016
1660564800000,2022-08-15 12:00:00,BTC/UST,24052,24182,23914,23956,313086.05656648,13.06921258
1660561200000,2022-08-15 11:00:00,BTC/UST,24266,24298,24003,24040,473563.0431144,19.69896186
1660557600000,2022-08-15 10:00:00,BTC/UST,24179,24291,24136,24268,430948.10588908003,17.75787481
1660554000000,2022-08-15 09:00:00,BTC/UST,24040,24188,23996,24172,295339.16022476,12.21823433
1660550400000,2022-08-15 08:00:00,BTC/UST,24024,24073,23888,24040,5526975.0379,229.9074475
1660546800000,2022-08-15 07:00:00,BTC/UST,24111,24208,23950,24025,1002276.28314725,41.71805549
1660543200000,2022-08-15 06:00:00,BTC/UST,24817,24819,24082,24124,706736.80146096,29.29600404
1660539600000,2022-08-15 05:00:00,BTC/UST,24848,24968,24751,24823,503760.08982756006,20.29408572
1660536000000,2022-08-15 04:00:00,BTC/UST,24867,24870,24695,24840,802561.9709556,32.30925809
1660532400000,2022-08-15 03:00:00,BTC/UST,24915,25191,24776,24865,6794260.2175374,273.24593676
1660528800000,2022-08-15 02:00:00,BTC/UST,24641,24928,24641,24912,841571.7073459199,33.78178016
1660525200000,2022-08-15 01:00:00,BTC/UST,24399,24662,24340,24636,1011879.62890596,41.07321111
1660521600000,2022-08-15 00:00:00,BTC/UST,24306,24401,24173,24400,248363.558384,10.17883436
1660518000000,2022-08-14 23:00:00,BTC/UST,24253,24345,24243,24304,251920.21642144,10.36538086
1660514400000,2022-08-14 22:00:00,BTC/UST,24338,24358,24183,24252,230494.24030655998,9.50413328
1660510800000,2022-08-14 21:00:00,BTC/UST,24310,24423,24273,24339,298157.31185877003,12.25018743
1660507200000,2022-08-14 20:00:00,BTC/UST,24281,24343,24253,24310,219617.1066661,9.03402331
1660503600000,2022-08-14 19:00:00,BTC/UST,24274,24320,24245,24281,250140.55190566002,10.30190486
1660500000000,2022-08-14 18:00:00,BTC/UST,24219,24292,24162,24280,287833.3127612,11.85474929
1660496400000,2022-08-14 17:00:00,BTC/UST,24313,24320,24188,24231,478528.99464867,19.74862757
1660492800000,2022-08-14 16:00:00,BTC/UST,24520,24557,24310,24312,485226.82584504,19.95832617
1660489200000,2022-08-14 15:00:00,BTC/UST,24505,24535,24470,24526,243100.97597474,9.91196999
1660485600000,2022-08-14 14:00:00,BTC/UST,24475,24529,24460,24513,243536.03947857,9.93497489
1660482000000,2022-08-14 13:00:00,BTC/UST,24528,24533,24402,24480,503268.8163264,20.55836668
1660478400000,2022-08-14 12:00:00,BTC/UST,24554,24584,24466,24530,303792.9148518,12.38454606
1660474800000,2022-08-14 11:00:00,BTC/UST,24615,24669,24530,24562,350805.43816076,14.28244598
1660471200000,2022-08-14 10:00:00,BTC/UST,24749,24751,24602,24616,424787.39135776,17.25655636
1660467600000,2022-08-14 09:00:00,BTC/UST,24654,24774,24631,24749,476607.44670038,19.25764462
1660464000000,2022-08-14 08:00:00,BTC/UST,24883,24883,24609,24658,336737.39603676,13.65631422
1660460400000,2022-08-14 07:00:00,BTC/UST,24675,25011,24663,24881,5755862.31884645,231.33565045
1660456800000,2022-08-14 06:00:00,BTC/UST,24600,24674,24585,24668,227147.70443064,9.20819298
1660453200000,2022-08-14 05:00:00,BTC/UST,24563,24610,24530,24579,222758.55307539002,9.06296241
1660449600000,2022-08-14 04:00:00,BTC/UST,24563,24631,24501,24563,224687.71933146002,9.14740542
1660446000000,2022-08-14 03:00:00,BTC/UST,24600,24615,24540,24563,204365.93516801,8.32007227
1660442400000,2022-08-14 02:00:00,BTC/UST,24587,24610,24504,24592,217864.67322752002,8.85916856
1660438800000,2022-08-14 01:00:00,BTC/UST,24503,24625,24421,24575,371703.5923305,15.12527334
1660435200000,2022-08-14 00:00:00,BTC/UST,24446,24512,24345,24507,280534.61542302003,11.447121860000001
1660431600000,2022-08-13 23:00:00,BTC/UST,24384,24493,24366,24439,309977.39788784,12.68371856
1660428000000,2022-08-13 22:00:00,BTC/UST,24500,24524,24385,24387,360210.69389778,14.77060294
1660424400000,2022-08-13 21:00:00,BTC/UST,24478,24539,24455,24491,301591.18325926,12.31436786
1660420800000,2022-08-13 20:00:00,BTC/UST,24407,24502,24330,24479,233342.91778707,9.53237133
1660417200000,2022-08-13 19:00:00,BTC/UST,24453,24490,24337,24407,237298.31031131,9.72255133
1660413600000,2022-08-13 18:00:00,BTC/UST,24569,24590,24389,24447,238050.39601863,9.73740729
1660410000000,2022-08-13 17:00:00,BTC/UST,24477,24569,24457,24565,231366.15260250002,9.4185285
1660406400000,2022-08-13 16:00:00,BTC/UST,24514,24557,24460,24484,261114.49300924002,10.66469911
1660402800000,2022-08-13 15:00:00,BTC/UST,24470,24589,24446,24512,394344.86738943995,16.08782912
1660399200000,2022-08-13 14:00:00,BTC/UST,24454,24522,24429,24465,335663.9893866,13.720171239999999
1660395600000,2022-08-13 13:00:00,BTC/UST,24446,24520,24418,24463,356071.57518724,14.55551548
1660392000000,2022-08-13 12:00:00,BTC/UST,24434,24466,24306,24436,441907.6701206,18.08428835
1660388400000,2022-08-13 11:00:00,BTC/UST,24498,24503,24301,24434,326846.61790334,13.37671351
1660384800000,2022-08-13 10:00:00,BTC/UST,24596,24601,24419,24502,292166.13192968,11.924174840000001
1660381200000,2022-08-13 09:00:00,BTC/UST,24404,24639,24369,24585,361013.74930335,14.68430951
1660377600000,2022-08-13 08:00:00,BTC/UST,24570,24644,24373,24413,394096.63503323,16.14290071
1660374000000,2022-08-13 07:00:00,BTC/UST,24655,24696,24560,24577,277313.65614211,11.28346243
1660370400000,2022-08-13 06:00:00,BTC/UST,24715,24882,24617,24655,373211.15443595004,15.13734149
1660366800000,2022-08-13 05:00:00,BTC/UST,24728,24740,24660,24712,332981.12685776,13.47447098
1660363200000,2022-08-13 04:00:00,BTC/UST,24797,24824,24695,24733,285819.94449327,11.556218190000001
1660359600000,2022-08-13 03:00:00,BTC/UST,24671,24801,24605,24801,397751.28588762,16.03771162
1660356000000,2022-08-13 02:00:00,BTC/UST,24558,24689,24515,24674,429076.48604001995,17.38982273
1660352400000,2022-08-13 01:00:00,BTC/UST,24482,24599,24438,24555,408072.01324485004,16.61869327
1660348800000,2022-08-13 00:00:00,BTC/UST,24403,24484,24333,24474,491911.75303758,20.09936067
1660345200000,2022-08-12 23:00:00,BTC/UST,24235,24441,24201,24399,459432.36092916003,18.82996684
1660341600000,2022-08-12 22:00:00,BTC/UST,24114,24240,24074,24238,445352.97055016004,18.37416332
1660338000000,2022-08-12 21:00:00,BTC/UST,24224,24239,24089,24116,193676.10798268,8.03102123
1660334400000,2022-08-12 20:00:00,BTC/UST,24174,24269,24055,24227,675970.16307639,27.90152157
1660330800000,2022-08-12 19:00:00,BTC/UST,24133,24255,24133,24179,217148.50457157998,8.98087202
1660327200000,2022-08-12 18:00:00,BTC/UST,24010,24257,23984,24133,268943.63670691,11.14422727
1660323600000,2022-08-12 17:00:00,BTC/UST,23987,24053,23983,24004,339388.71319964,14.13883991
1660320000000,2022-08-12 16:00:00,BTC/UST,23983,24079,23961,23989,338102.40174165,14.09405985
1660316400000,2022-08-12 15:00:00,BTC/UST,23824,24005,23805,23982,360515.93786418,15.03277199
1660312800000,2022-08-12 14:00:00,BTC/UST,23809,23867,23719,23824,567814.3532585601,23.83371194
1660309200000,2022-08-12 13:00:00,BTC/UST,23788,23897,23737,23817,261546.66153903,10.98151159
1660305600000,2022-08-12 12:00:00,BTC/UST,23675,23798,23651,23787,249153.51996846,10.47435658
1660302000000,2022-08-12 11:00:00,BTC/UST,23754,23803,23600,23668,1359912.42669852,57.45785139
1660298400000,2022-08-12 10:00:00,BTC/UST,23979,23988,23707,23756,515294.05619687994,21.69111198
1660294800000,2022-08-12 09:00:00,BTC/UST,23922,24137,23908,23987,329284.22640543,13.72761189
1660291200000,2022-08-12 08:00:00,BTC/UST,23960,23993,23918,23919,419564.78946627,17.54106733
1660287600000,2022-08-12 07:00:00,BTC/UST,23950,24000,23907,23956,894739.23836812,37.34927527
1660284000000,2022-08-12 06:00:00,BTC/UST,23947,23990,23876,23946,235001.2775487,9.81380095
1660280400000,2022-08-12 05:00:00,BTC/UST,23930,24046,23928,23950,69052.0941795,2.88317721
1660276800000,2022-08-12 04:00:00,BTC/UST,24008,24041,23921,23935,94902.1356983,3.96499418
1660273200000,2022-08-12 03:00:00,BTC/UST,24022,24040,23945,24015,364901.38667609997,15.19472774
1660269600000,2022-08-12 02:00:00,BTC/UST,23902,24097,23793,24006,335767.3656612,13.9868102
1660266000000,2022-08-12 01:00:00,BTC/UST,23973,23992,23873,23913,211517.56157409,8.84529593
1660262400000,2022-08-12 00:00:00,BTC/UST,23941,23998,23770,23974,373600.854803,15.5835845
1660258800000,2022-08-11 23:00:00,BTC/UST,23885,23958,23858,23938,355520.64547422,14.85172719
1660255200000,2022-08-11 22:00:00,BTC/UST,24181,24199,23885,23885,472391.64593025,19.77775365
1660251600000,2022-08-11 21:00:00,BTC/UST,24199,24324,24048,24173,357869.22781292,14.804502040000001
1660248000000,2022-08-11 20:00:00,BTC/UST,24223,24228,24038,24206,642898.3739651201,26.55946352
1660244400000,2022-08-11 19:00:00,BTC/UST,24145,24216,24081,24202,198224.06346222002,8.19040011
1660240800000,2022-08-11 18:00:00,BTC/UST,24340,24340,24080,24147,700152.90923907,28.99544081
1660237200000,2022-08-11 17:00:00,BTC/UST,24344,24407,24276,24345,307781.12910104997,12.64247809
1660233600000,2022-08-11 16:00:00,BTC/UST,24348,24411,24255,24329,498439.14477467997,20.48744892
1660230000000,2022-08-11 15:00:00,BTC/UST,24551,24574,24279,24348,641452.15703796,26.345168270000002
1660226400000,2022-08-11 14:00:00,BTC/UST,24731,24860,24446,24565,746105.601498,30.3727092
1660222800000,2022-08-11 13:00:00,BTC/UST,24840,24863,24542,24734,735842.97214578,29.75026167
1660219200000,2022-08-11 12:00:00,BTC/UST,24548,24881,24542,24861,9556794.41309127,384.40909107
1660215600000,2022-08-11 11:00:00,BTC/UST,24480,24664,24476,24555,1211380.4195631,49.33335042
1660212000000,2022-08-11 10:00:00,BTC/UST,24438,24514,24392,24484,296431.23975432,12.10714098
1660208400000,2022-08-11 09:00:00,BTC/UST,24528,24533,24441,24443,360364.45792265004,14.74305355
1660204800000,2022-08-11 08:00:00,BTC/UST,24434,24545,24348,24529,733015.34318835,29.88362115
1660201200000,2022-08-11 07:00:00,BTC/UST,24550,24722,24363,24426,3736531.6628812198,152.97353897
1660197600000,2022-08-11 06:00:00,BTC/UST,24561,24615,24495,24542,47347.44268422,1.92924141
1660194000000,2022-08-11 05:00:00,BTC/UST,24508,24648,24484,24563,1313900.09202529,53.49102683
1660190400000,2022-08-11 04:00:00,BTC/UST,24329,24525,24289,24525,387191.48399549996,15.78762422
1660186800000,2022-08-11 03:00:00,BTC/UST,24264,24370,24222,24326,155501.984594,6.392419
1660183200000,2022-08-11 02:00:00,BTC/UST,24435,24440,24211,24268,67244.6271034,2.77091755
1660179600000,2022-08-11 01:00:00,BTC/UST,24050,24495,24050,24441,1141007.73126843,46.68416723
1660176000000,2022-08-11 00:00:00,BTC/UST,23955,24087,23921,24053,79316.23425194,3.29756098
1660172400000,2022-08-10 23:00:00,BTC/UST,23848,23966,23826,23958,50372.89457706,2.10255007
1660168800000,2022-08-10 22:00:00,BTC/UST,23970,24016,23815,23836,307900.74865592003,12.91746722
1660165200000,2022-08-10 21:00:00,BTC/UST,23897,24207,23775,23950,721238.2619380001,30.114332440000002
1660161600000,2022-08-10 20:00:00,BTC/UST,23637,23920,23630,23893,839413.42785543,35.13219051
1660158000000,2022-08-10 19:00:00,BTC/UST,23600,23697,23544,23629,305227.34238262,12.91748878
1660154400000,2022-08-10 18:00:00,BTC/UST,23916,23924,23492,23601,554708.0368939199,23.50358192
1660150800000,2022-08-10 17:00:00,BTC/UST,23954,23954,23827,23908,327169.4611256,13.6845182
1660147200000,2022-08-10 16:00:00,BTC/UST,24001,24077,23916,23951,357376.5474785,14.9211535
1660143600000,2022-08-10 15:00:00,BTC/UST,24002,24082,23923,23989,1505316.47795494,62.75028046
1660140000000,2022-08-10 14:00:00,BTC/UST,24009,24086,23846,24002,574254.67784894,23.92528447
1660136400000,2022-08-10 13:00:00,BTC/UST,23996,24187,23869,24019,3422104.1859541996,142.4748818
1660132800000,2022-08-10 12:00:00,BTC/UST,23127,24056,23020,24007,4492030.31252472,187.11335496
1660129200000,2022-08-10 11:00:00,BTC/UST,23065,23194,23048,23120,94261.4725272,4.07705331
1660125600000,2022-08-10 10:00:00,BTC/UST,23090,23090,22988,23065,49434.32234580001,2.14326132
1660122000000,2022-08-10 09:00:00,BTC/UST,23110,23121,23035,23086,103648.6705247,4.48967645
1660118400000,2022-08-10 08:00:00,BTC/UST,22966,23138,22966,23111,112137.85584199001,4.85214209
1660114800000,2022-08-10 07:00:00,BTC/UST,22933,23009,22930,22966,68045.96851946,2.96290031
1660111200000,2022-08-10 06:00:00,BTC/UST,22895,22948,22838,22939,13778.80009765,0.60067135
1660107600000,2022-08-10 05:00:00,BTC/UST,22943,22970,22883,22907,222648.02850582,9.71965026
1660104000000,2022-08-10 04:00:00,BTC/UST,22866,22994,22853,22943,94703.41082047,4.12776929
1660100400000,2022-08-10 03:00:00,BTC/UST,22912,22930,22857,22857,221145.37828988998,9.67517077
1660096800000,2022-08-10 02:00:00,BTC/UST,22883,22920,22794,22911,158424.33189849,6.91477159
1660093200000,2022-08-10 01:00:00,BTC/UST,22777,22948,22777,22886,512893.19346959994,22.4107836
1660089600000,2022-08-10 00:00:00,BTC/UST,23146,23146,22651,22772,968513.13605384,42.53087722
1660086000000,2022-08-09 23:00:00,BTC/UST,23172,23238,23133,23148,596639.70995364,25.77500043
1660082400000,2022-08-09 22:00:00,BTC/UST,23188,23259,23125,23172,252900.54178032,10.91405756
1660078800000,2022-08-09 21:00:00,BTC/UST,23131,23210,23131,23193,85241.56479183001,3.67531431
1660075200000,2022-08-09 20:00:00,BTC/UST,23055,23183,23055,23140,258784.58940620002,11.18343083
1660071600000,2022-08-09 19:00:00,BTC/UST,23054,23091,23017,23063,39818.978225989995,1.72653073
1660068000000,2022-08-09 18:00:00,BTC/UST,23052,23079,22996,23054,68455.98600455999,2.96937564
1660064400000,2022-08-09 17:00:00,BTC/UST,23075,23123,22970,23053,88265.37342812,3.82880204
1660060800000,2022-08-09 16:00:00,BTC/UST,23075,23118,23000,23067,216340.7957469,9.3788007
1660057200000,2022-08-09 15:00:00,BTC/UST,23093,23149,23040,23070,313511.6295174,13.58958082
1660053600000,2022-08-09 14:00:00,BTC/UST,23067,23126,22881,23094,366953.62935204,15.88956566
1660050000000,2022-08-09 13:00:00,BTC/UST,23234,23317,23035,23050,411024.50069699995,17.83186554
1660046400000,2022-08-09 12:00:00,BTC/UST,23268,23308,23210,23241,157666.50218859,6.78398099
1660042800000,2022-08-09 11:00:00,BTC/UST,23354,23409,23191,23271,205638.72655248,8.83669488
1660039200000,2022-08-09 10:00:00,BTC/UST,23478,23528,23343,23354,397332.13675586,17.01345109
1660035600000,2022-08-09 09:00:00,BTC/UST,23773,23822,23460,23460,818497.4046078001,34.88906243
1660032000000,2022-08-09 08:00:00,BTC/UST,23876,23880,23771,23783,315459.89670638,13.26409186
1660028400000,2022-08-09 07:00:00,BTC/UST,23850,23900,23821,23875,386841.28058125003,16.202776150000002
1660024800000,2022-08-09 06:00:00,BTC/UST,23874,23879,23756,23850,1004193.1327994999,42.10453387
1660021200000,2022-08-09 05:00:00,BTC/UST,23886,23916,23853,23868,430462.09808784,18.03511388
1660017600000,2022-08-09 04:00:00,BTC/UST,23826,23893,23800,23882,217606.60190548,9.11174114
1660014000000,2022-08-09 03:00:00,BTC/UST,23804,23846,23787,23825,244989.80493224997,10.28288793
1660010400000,2022-08-09 02:00:00,BTC/UST,23725,23805,23625,23804,307619.84277816,12.92303154
1660006800000,2022-08-09 01:00:00,BTC/UST,23786,23827,23707,23733,320498.17963785003,13.50432645
1660003200000,2022-08-09 00:00:00,BTC/UST,23804,23865,23734,23786,198849.38465321998,8.35993377
1659999600000,2022-08-08 23:00:00,BTC/UST,23807,23909,23753,23816,287533.78054024,12.07313489
1659996000000,2022-08-08 22:00:00,BTC/UST,23852,23852,23668,23814,267801.48578736,11.24554824
1659992400000,2022-08-08 21:00:00,BTC/UST,24070,24070,23769,23853,342273.92231223,14.34930291
1659988800000,2022-08-08 20:00:00,BTC/UST,23930,24097,23914,24073,254835.12322198,10.58593126
1659985200000,2022-08-08 19:00:00,BTC/UST,23919,23952,23788,23931,238740.63340869002,9.97620799
1659981600000,2022-08-08 18:00:00,BTC/UST,23959,23983,23883,23916,240819.48675624002,10.069388140000001
1659978000000,2022-08-08 17:00:00,BTC/UST,23925,23989,23902,23969,67449.09389592,2.81401368
1659974400000,2022-08-08 16:00:00,BTC/UST,23991,24007,23850,23932,514896.59804527997,21.514984039999998
1659970800000,2022-08-08 15:00:00,BTC/UST,24160,24243,23899,23989,767104.43588779,31.97734111
1659967200000,2022-08-08 14:00:00,BTC/UST,24174,24219,24085,24150,536030.8485525,22.19589435
1659963600000,2022-08-08 13:00:00,BTC/UST,24120,24210,24020,24165,403525.57962195,16.69876183
1659960000000,2022-08-08 12:00:00,BTC/UST,24166,24237,24078,24132,348669.01298628,14.44840929
1659956400000,2022-08-08 11:00:00,BTC/UST,24062,24169,24017,24166,532942.5429395,22.05340325
1659952800000,2022-08-08 10:00:00,BTC/UST,24093,24134,24007,24062,1018336.3155189201,42.32134966
1659949200000,2022-08-08 09:00:00,BTC/UST,24133,24178,24060,24093,349196.21103815996,14.49367912
1659945600000,2022-08-08 08:00:00,BTC/UST,23816,24159,23769,24133,621336.37567799,25.74633803
1659942000000,2022-08-08 07:00:00,BTC/UST,23751,23842,23695,23808,282439.8119808,11.86323135
1659938400000,2022-08-08 06:00:00,BTC/UST,23435,23782,23433,23737,550964.37949399,23.21120527
1659934800000,2022-08-08 05:00:00,BTC/UST,23343,23449,23324,23418,207992.79972126,8.88174907
1659931200000,2022-08-08 04:00:00,BTC/UST,23309,23349,23282,23334,208902.9866529,8.95272935
1659927600000,2022-08-08 03:00:00,BTC/UST,23298,23329,23250,23307,200792.85611937,8.61513091
1659924000000,2022-08-08 02:00:00,BTC/UST,23220,23323,23197,23306,215209.87773336002,9.23409756
1659920400000,2022-08-08 01:00:00,BTC/UST,23260,23269,23169,23221,277823.10620273004,11.96430413
1659916800000,2022-08-08 00:00:00,BTC/UST,23177,23344,23162,23257,279409.12704575004,12.01397975
1659913200000,2022-08-07 23:00:00,BTC/UST,23242,23242,23067,23177,215120.90147933,9.28165429
1659909600000,2022-08-07 22:00:00,BTC/UST,23313,23313,23215,23242,272870.31358176,11.74039728
1659906000000,2022-08-07 21:00:00,BTC/UST,23264,23396,23258,23314,321365.42444768,13.78422512
1659902400000,2022-08-07 20:00:00,BTC/UST,23160,23264,23153,23251,241205.10369437002,10.37396687
1659898800000,2022-08-07 19:00:00,BTC/UST,23217,23219,23141,23159,274512.03904357,11.85336323
1659895200000,2022-08-07 18:00:00,BTC/UST,23246,23280,23194,23216,306536.87725504005,13.20369044
1659891600000,2022-08-07 17:00:00,BTC/UST,23093,23279,23081,23249,410066.64549130003,17.6380337
1659888000000,2022-08-07 16:00:00,BTC/UST,23024,23128,22993,23093,199559.11023881,8.64154117
1659884400000,2022-08-07 15:00:00,BTC/UST,23111,23120,23002,23024,246550.71365376003,10.70842224
1659880800000,2022-08-07 14:00:00,BTC/UST,23155,23162,23055,23120,320257.99955199996,13.8519896
1659877200000,2022-08-07 13:00:00,BTC/UST,23115,23175,23110,23156,230429.07323268004,9.951160530000001
1659873600000,2022-08-07 12:00:00,BTC/UST,23044,23133,23043,23118,256507.44690444,11.09557258
1659870000000,2022-08-07 11:00:00,BTC/UST,23004,23040,22965,23025,114998.14307174999,4.99449047
1659866400000,2022-08-07 10:00:00,BTC/UST,22979,23013,22961,22996,184789.61557547998,8.03572863
1659862800000,2022-08-07 09:00:00,BTC/UST,22920,22978,22899,22978,23909.836025200002,1.0405534
1659859200000,2022-08-07 08:00:00,BTC/UST,23015,23016,22901,22925,66186.462139,2.88708668
1659855600000,2022-08-07 07:00:00,BTC/UST,23009,23025,22992,23006,352363.66254232003,15.31616372
1659852000000,2022-08-07 06:00:00,BTC/UST,22972,23018,22970,23003,154251.65484709,6.70571903
1659848400000,2022-08-07 05:00:00,BTC/UST,22952,22994,22952,22971,1640.05979787,0.07139697
1659844800000,2022-08-07 04:00:00,BTC/UST,22996,23019,22945,22950,173495.85628500002,7.5597323
1659841200000,2022-08-07 03:00:00,BTC/UST,22990,23035,22975,22996,174310.28226524,7.58002619
1659837600000,2022-08-07 02:00:00,BTC/UST,22914,22994,22907,22989,6837.695513040001,0.29743336000000004
1659834000000,2022-08-07 01:00:00,BTC/UST,22869,22931,22869,22913,13807.345387880001,0.60259876
1659830400000,2022-08-07 00:00:00,BTC/UST,22949,23040,22846,22883,118259.17237750001,5.1679925
1659826800000,2022-08-06 23:00:00,BTC/UST,23169,23169,22914,22939,318011.59508307005,13.863359130000001
1659823200000,2022-08-06 22:00:00,BTC/UST,23178,23208,23140,23178,209231.18396172,9.02714574
1659819600000,2022-08-06 21:00:00,BTC/UST,23176,23200,23160,23166,254378.9135745,10.98070075
1659816000000,2022-08-06 20:00:00,BTC/UST,23190,23190,23107,23158,231607.55825158,10.00119001
1659812400000,2022-08-06 19:00:00,BTC/UST,23181,23199,23139,23175,187369.77650625003,8.084995750000001
1659808800000,2022-08-06 18:00:00,BTC/UST,23109,23207,23087,23186,150839.62969214,6.50563399
1659805200000,2022-08-06 17:00:00,BTC/UST,23159,23239,22993,23120,273626.9511088,11.83507574
1659801600000,2022-08-06 16:00:00,BTC/UST,23192,23218,23148,23158,219898.20349064,9.49556108
1659798000000,2022-08-06 15:00:00,BTC/UST,23224,23230,23165,23205,211155.62882505,9.09957461
1659794400000,2022-08-06 14:00:00,BTC/UST,23190,23230,23170,23227,231852.57434361,9.98202843
1659790800000,2022-08-06 13:00:00,BTC/UST,23173,23223,23159,23179,223367.98823144002,9.63665336
1659787200000,2022-08-06 12:00:00,BTC/UST,23167,23197,23154,23172,203388.02729435998,8.77731863
1659783600000,2022-08-06 11:00:00,BTC/UST,23180,23198,23146,23160,226980.34914359997,9.80053321
1659780000000,2022-08-06 10:00:00,BTC/UST,23179,23210,23163,23164,193516.71312220002,8.35420105
