https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GRT,Volume USDT
1663459200,2022-09-18 00:00:00,GRT/USDT,0.10906,0.10906,0.10774,0.10813,136016.59843583,14711.4121297826431
1663372800,2022-09-17 00:00:00,GRT/USDT,0.10568,0.10909,0.10559,0.10885,1262699.28138183,135823.1994621107349
1663286400,2022-09-16 00:00:00,GRT/USDT,0.10853,0.11028,0.1036,0.10585,1618552.78702302,172457.8999483078272
1663200000,2022-09-15 00:00:00,GRT/USDT,0.11252,0.11573,0.10629,0.10853,2757029.93235867,304878.2379541462651
1663113600,2022-09-14 00:00:00,GRT/USDT,0.10815,0.1135,0.10717,0.11272,5051157.3331964,554213.7570853194227
1663027200,2022-09-13 00:00:00,GRT/USDT,0.12849,0.12913,0.10772,0.10827,8482809.74438879,969649.2928378218672
1662940800,2022-09-12 00:00:00,GRT/USDT,0.11661,0.13399,0.11472,0.12822,8866906.16366398,1119675.3286363770156
1662854400,2022-09-11 00:00:00,GRT/USDT,0.11728,0.12109,0.11403,0.11654,1819239.85802312,214074.2828619493331
1662768000,2022-09-10 00:00:00,GRT/USDT,0.11274,0.11857,0.11176,0.11732,3197156.04460017,367710.5314554639863
1662681600,2022-09-09 00:00:00,GRT/USDT,0.10422,0.11359,0.10418,0.11254,3773292.64166443,413796.3932495629774
1662595200,2022-09-08 00:00:00,GRT/USDT,0.10399,0.10543,0.10081,0.10422,1756335.03237682,181735.4386831590705
1662508800,2022-09-07 00:00:00,GRT/USDT,0.09758,0.10552,0.09576,0.10415,2301143.67945444,232172.2653690759567
1662422400,2022-09-06 00:00:00,GRT/USDT,0.10425,0.10882,0.09731,0.09779,3991111.34473803,410293.4819099686248
1662336000,2022-09-05 00:00:00,GRT/USDT,0.1045,0.10529,0.10054,0.1038,1942451.55715782,199877.015704758157
1662249600,2022-09-04 00:00:00,GRT/USDT,0.1017,0.10461,0.10092,0.10435,1064167.76169585,109092.0898627503993
1662163200,2022-09-03 00:00:00,GRT/USDT,0.10314,0.10348,0.10087,0.10181,1961411.39396389,199978.3377972736892
1662076800,2022-09-02 00:00:00,GRT/USDT,0.10497,0.10674,0.10157,0.10292,2106249.47264199,219449.3680179373972
1661990400,2022-09-01 00:00:00,GRT/USDT,0.10255,0.105,0.10056,0.10488,1480025.36604335,151746.6656983614721
1661904000,2022-08-31 00:00:00,GRT/USDT,0.1032,0.10716,0.10184,0.10258,1834446.40584614,192792.963167225107
1661817600,2022-08-30 00:00:00,GRT/USDT,0.10631,0.10808,0.10038,0.10284,4265521.98927271,442973.5840294642818
1661731200,2022-08-29 00:00:00,GRT/USDT,0.09906,0.1066,0.09744,0.10637,2491372.44425467,255949.3764832578744
1661644800,2022-08-28 00:00:00,GRT/USDT,0.10344,0.10475,0.09855,0.09916,2176964.96008739,223940.1981788217708
1661558400,2022-08-27 00:00:00,GRT/USDT,0.10233,0.10452,0.10023,0.10351,2940468.03434744,302373.3558286253839
1661472000,2022-08-26 00:00:00,GRT/USDT,0.11577,0.1162,0.10096,0.10248,7515654.87661629,818793.2636928530898
1661385600,2022-08-25 00:00:00,GRT/USDT,0.11475,0.12032,0.11316,0.11599,4986569.85415879,584211.1426485576797
1661299200,2022-08-24 00:00:00,GRT/USDT,0.11382,0.1185,0.10975,0.11465,4759328.38070911,549222.1408829078536
1661212800,2022-08-23 00:00:00,GRT/USDT,0.11087,0.1142,0.10669,0.1138,4109375.47819971,457118.4080121281652
1661126400,2022-08-22 00:00:00,GRT/USDT,0.1082,0.11139,0.1007,0.11102,4928107.45362585,522527.9778633586339
1661040000,2022-08-21 00:00:00,GRT/USDT,0.10286,0.11068,0.10243,0.10807,4969918.20724995,531770.0055918940691
1660953600,2022-08-20 00:00:00,GRT/USDT,0.10545,0.11087,0.09937,0.10273,5779521.72859913,611571.7490293846419
1660867200,2022-08-19 00:00:00,GRT/USDT,0.11463,0.1158,0.1034,0.10551,9093339.04454921,983594.627000613269
1660780800,2022-08-18 00:00:00,GRT/USDT,0.1228,0.12554,0.113,0.11477,4540568.92118497,548034.7091579967406
1660694400,2022-08-17 00:00:00,GRT/USDT,0.13,0.13461,0.12081,0.12268,8873568.5198878,1128721.4179974704123
1660608000,2022-08-16 00:00:00,GRT/USDT,0.13401,0.13588,0.12839,0.13014,6560475.75917486,862070.4804515321836
1660521600,2022-08-15 00:00:00,GRT/USDT,0.13935,0.14502,0.13171,0.13399,5783851.47478274,786369.1408119698135
1660435200,2022-08-14 00:00:00,GRT/USDT,0.14383,0.15002,0.13726,0.13924,4724185.16763947,678287.7478743894968
1660348800,2022-08-13 00:00:00,GRT/USDT,0.14735,0.15085,0.13702,0.14386,4814122.30290196,699844.1160798534617
1660262400,2022-08-12 00:00:00,GRT/USDT,0.14229,0.14763,0.13718,0.14707,4723155.80427918,675012.2914473452831
1660176000,2022-08-11 00:00:00,GRT/USDT,0.14613,0.14795,0.14076,0.14221,6311977.92650662,907600.7645828170292
1660089600,2022-08-10 00:00:00,GRT/USDT,0.13963,0.14697,0.13505,0.14611,7693651.5798648,1091102.8594498639718
1660003200,2022-08-09 00:00:00,GRT/USDT,0.14915,0.15361,0.13574,0.13967,9147760.61150999,1317754.6858038820598
1659916800,2022-08-08 00:00:00,GRT/USDT,0.12816,0.15833,0.12803,0.14916,18713108.72982527,2799035.2253048231259
1659830400,2022-08-07 00:00:00,GRT/USDT,0.12774,0.13127,0.12518,0.12805,2288407.24103425,292514.0622427229985
1659744000,2022-08-06 00:00:00,GRT/USDT,0.13087,0.13361,0.12724,0.12754,2146041.66163189,279805.6005403944635
1659657600,2022-08-05 00:00:00,GRT/USDT,0.12001,0.1338,0.11988,0.1311,5340053.43135953,670479.0328009939371
1659571200,2022-08-04 00:00:00,GRT/USDT,0.1178,0.12601,0.11738,0.11999,3079720.09935367,372623.7698548380771
1659484800,2022-08-03 00:00:00,GRT/USDT,0.11662,0.12469,0.11436,0.118,2657568.68904227,320229.0556004573564
1659398400,2022-08-02 00:00:00,GRT/USDT,0.12366,0.12555,0.11398,0.11665,4122459.0328179,489644.6334332370264
1659312000,2022-08-01 00:00:00,GRT/USDT,0.12803,0.13268,0.1216,0.12376,2863405.84056984,362608.1449166889057
1659225600,2022-07-31 00:00:00,GRT/USDT,0.1318,0.14045,0.1269,0.12837,4984640.43067395,675239.3363327720314
1659139200,2022-07-30 00:00:00,GRT/USDT,0.12739,0.14597,0.12583,0.13166,8957964.61357786,1214913.922894992148
1659052800,2022-07-29 00:00:00,GRT/USDT,0.11492,0.14124,0.11363,0.12682,13086292.38855742,1683902.342910118341
1658966400,2022-07-28 00:00:00,GRT/USDT,0.11135,0.11778,0.10533,0.11494,5728466.97033846,643424.0834101456644
1658880000,2022-07-27 00:00:00,GRT/USDT,0.09713,0.11149,0.09466,0.11145,3867265.22008234,391398.3725014265465
1658793600,2022-07-26 00:00:00,GRT/USDT,0.09567,0.09824,0.09313,0.09743,1932576.9621481,185066.2305676221363
1658707200,2022-07-25 00:00:00,GRT/USDT,0.10473,0.10577,0.09568,0.09568,3717055.72088642,374225.38264432792
1658620800,2022-07-24 00:00:00,GRT/USDT,0.10622,0.10841,0.10431,0.10492,2176159.51352771,232007.1527597926448
1658534400,2022-07-23 00:00:00,GRT/USDT,0.10409,0.10841,0.10046,0.10612,2554870.19948467,266725.6140671263179
1658448000,2022-07-22 00:00:00,GRT/USDT,0.10719,0.11661,0.10328,0.10394,5698385.05912929,626475.3964052886594
1658361600,2022-07-21 00:00:00,GRT/USDT,0.1048,0.10816,0.10121,0.10719,3596814.41167452,377755.1388963388165
1658275200,2022-07-20 00:00:00,GRT/USDT,0.11462,0.11984,0.10394,0.10476,8420880.84305932,954955.0498642148923
1658188800,2022-07-19 00:00:00,GRT/USDT,0.10998,0.1172,0.10603,0.1148,11590980.6145371,1308546.6097047473611
1658102400,2022-07-18 00:00:00,GRT/USDT,0.0982,0.11491,0.09802,0.11,10961644.02213475,1197810.2370725086677
1658016000,2022-07-17 00:00:00,GRT/USDT,0.10127,0.10306,0.09737,0.09813,8390365.25406257,841026.1350061592751
1657929600,2022-07-16 00:00:00,GRT/USDT,0.09863,0.10364,0.09611,0.10128,2837503.9621478,283083.8069640040629
1657843200,2022-07-15 00:00:00,GRT/USDT,0.09621,0.1006,0.09509,0.09847,2894126.49980662,283460.3805423887793
1657756800,2022-07-14 00:00:00,GRT/USDT,0.09387,0.0973,0.08965,0.09623,3691450.33824616,347756.9294072974725
1657670400,2022-07-13 00:00:00,GRT/USDT,0.08739,0.09406,0.08489,0.09391,5785217.15030885,519666.6221567340969
1657584000,2022-07-12 00:00:00,GRT/USDT,0.09151,0.09439,0.08664,0.08727,3506638.88605539,318944.2289669679819
1657497600,2022-07-11 00:00:00,GRT/USDT,0.09998,0.10009,0.09094,0.09153,3580685.51329759,348377.362170257615
1657411200,2022-07-10 00:00:00,GRT/USDT,0.10573,0.10585,0.09858,0.09989,3318041.28473532,337720.2382992260815
1657324800,2022-07-09 00:00:00,GRT/USDT,0.09953,0.1104,0.09937,0.10564,3825657.13762851,405107.243620491628
1657238400,2022-07-08 00:00:00,GRT/USDT,0.10264,0.10466,0.0974,0.09938,5682956.28045576,575067.4924469997758
1657152000,2022-07-07 00:00:00,GRT/USDT,0.09866,0.10415,0.09825,0.10248,3712959.20310466,376084.0820768063109
1657065600,2022-07-06 00:00:00,GRT/USDT,0.09653,0.09966,0.09527,0.09872,2784617.13180247,271761.9357367883427
1656979200,2022-07-05 00:00:00,GRT/USDT,0.09804,0.10147,0.09208,0.09651,4785589.05889459,466433.9273942509846
1656892800,2022-07-04 00:00:00,GRT/USDT,0.09461,0.09876,0.0914,0.098,4170015.49666275,398350.649756745167
1656806400,2022-07-03 00:00:00,GRT/USDT,0.09443,0.09517,0.09058,0.09449,1893394.99120095,175788.2107448515605
1656720000,2022-07-02 00:00:00,GRT/USDT,0.0923,0.09604,0.09001,0.09446,3943819.98550393,367196.4130638874041
1656633600,2022-07-01 00:00:00,GRT/USDT,0.09543,0.09928,0.09001,0.09227,5019134.12947453,470399.9617220449713
1656547200,2022-06-30 00:00:00,GRT/USDT,0.09493,0.09605,0.08919,0.09559,5683754.2622467,524775.8291114817683
1656460800,2022-06-29 00:00:00,GRT/USDT,0.10012,0.10216,0.09329,0.09483,7375528.89089502,729681.5435839249995
1656374400,2022-06-28 00:00:00,GRT/USDT,0.10785,0.10973,0.09867,0.10003,5421106.96946806,566484.8726501998383
1656288000,2022-06-27 00:00:00,GRT/USDT,0.10795,0.11426,0.10633,0.10795,4545214.0413105,498499.9758369260904
1656201600,2022-06-26 00:00:00,GRT/USDT,0.11668,0.12397,0.10752,0.10795,5869168.78629187,686442.3685212248218
1656115200,2022-06-25 00:00:00,GRT/USDT,0.11585,0.12038,0.10946,0.11661,6188268.53456864,711397.333738656568
1656028800,2022-06-24 00:00:00,GRT/USDT,0.11163,0.11926,0.10935,0.11564,6949860.40284707,800928.8836711152252
1655942400,2022-06-23 00:00:00,GRT/USDT,0.10464,0.11497,0.099,0.1116,7232499.44170359,794719.2660196846346
1655856000,2022-06-22 00:00:00,GRT/USDT,0.1097,0.11095,0.10347,0.10469,4402358.90688371,470391.8720793097908
1655769600,2022-06-21 00:00:00,GRT/USDT,0.10385,0.11864,0.1018,0.10982,9084283.46849514,1007726.3882630201707
1655683200,2022-06-20 00:00:00,GRT/USDT,0.10299,0.10861,0.09691,0.1039,6807936.45808254,708652.6652364519121
1655596800,2022-06-19 00:00:00,GRT/USDT,0.09893,0.10421,0.09237,0.10313,6775384.90592281,672235.2738832927356
1655510400,2022-06-18 00:00:00,GRT/USDT,0.09868,0.10047,0.08893,0.09893,7598243.77355791,729161.4847237660762
1655424000,2022-06-17 00:00:00,GRT/USDT,0.09741,0.10211,0.0958,0.09852,3977424.8383788,394404.7657219722401
1655337600,2022-06-16 00:00:00,GRT/USDT,0.11239,0.11652,0.09428,0.09734,5084511.34760318,521997.3040825399378
1655251200,2022-06-15 00:00:00,GRT/USDT,0.10432,0.11235,0.09034,0.1123,7718757.93972935,771690.249420623018
1655164800,2022-06-14 00:00:00,GRT/USDT,0.10659,0.11596,0.0965,0.10434,7184028.49759059,758825.2719319255161
1655078400,2022-06-13 00:00:00,GRT/USDT,0.11192,0.11481,0.09505,0.10686,8362869.26148849,886746.9706014276842
1654992000,2022-06-12 00:00:00,GRT/USDT,0.12325,0.12446,0.11026,0.11168,5996754.46424991,704296.2652514952072
1654905600,2022-06-11 00:00:00,GRT/USDT,0.13716,0.14143,0.11975,0.12325,4065287.36555426,519437.0878124916817
1654819200,2022-06-10 00:00:00,GRT/USDT,0.1475,0.14975,0.13517,0.13727,2489550.01230298,350842.9765966263732
1654732800,2022-06-09 00:00:00,GRT/USDT,0.14897,0.15212,0.14283,0.14807,1918160.67926661,284988.9425794424372
1654646400,2022-06-08 00:00:00,GRT/USDT,0.15438,0.1563,0.14715,0.14909,2531883.21130255,382979.3433700633817
1654560000,2022-06-07 00:00:00,GRT/USDT,0.15888,0.15976,0.1452,0.15483,2970192.72152378,449264.0211637613461
1654473600,2022-06-06 00:00:00,GRT/USDT,0.15629,0.16966,0.15385,0.15885,4156560.68499429,671350.5368122414127
1654387200,2022-06-05 00:00:00,GRT/USDT,0.16505,0.17285,0.15564,0.15606,7122140.67052381,1162402.0464057773053
1654300800,2022-06-04 00:00:00,GRT/USDT,0.14766,0.17507,0.145,0.16505,10013017.08681053,1644491.4318190718
1654214400,2022-06-03 00:00:00,GRT/USDT,0.15229,0.15295,0.1416,0.14781,2190211.84941606,321446.3961095418412
1654128000,2022-06-02 00:00:00,GRT/USDT,0.14684,0.15327,0.14031,0.15267,4950372.22882099,722117.1586387007144
1654041600,2022-06-01 00:00:00,GRT/USDT,0.16354,0.16567,0.14128,0.14682,8113284.55574521,1253307.3465478192649
