https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZRX,Volume EUR
1663545600,2022-09-19 00:00:00,ZRX/EUR,0.26958,0.26958,0.26958,0.26958,0.00000000,0.0
1663542000,2022-09-18 23:00:00,ZRX/EUR,0.26958,0.26958,0.26958,0.26958,0.00000000,0.0
1663538400,2022-09-18 22:00:00,ZRX/EUR,0.26958,0.26958,0.26958,0.26958,0.00000000,0.0
1663534800,2022-09-18 21:00:00,ZRX/EUR,0.27152,0.27152,0.26556,0.26958,5464.80920294,1473.2032649285652
1663531200,2022-09-18 20:00:00,ZRX/EUR,0.28066,0.28066,0.28066,0.28066,0.00000000,0.0
1663527600,2022-09-18 19:00:00,ZRX/EUR,0.28066,0.28066,0.28066,0.28066,632.13878793,177.41607222043382
1663524000,2022-09-18 18:00:00,ZRX/EUR,0.28077,0.28077,0.28045,0.28045,189.23236652,53.070217190533995
1663520400,2022-09-18 17:00:00,ZRX/EUR,0.28135,0.28135,0.28135,0.28135,888.00000000,249.8388
1663516800,2022-09-18 16:00:00,ZRX/EUR,0.28341,0.28341,0.28341,0.28341,1215.00000000,344.34315
1663513200,2022-09-18 15:00:00,ZRX/EUR,0.28600,0.28600,0.28600,0.28600,0.00000000,0.0
1663509600,2022-09-18 14:00:00,ZRX/EUR,0.28600,0.28600,0.28600,0.28600,0.00000000,0.0
1663506000,2022-09-18 13:00:00,ZRX/EUR,0.28600,0.28600,0.28600,0.28600,0.00000000,0.0
1663502400,2022-09-18 12:00:00,ZRX/EUR,0.28600,0.28600,0.28600,0.28600,0.00000000,0.0
1663498800,2022-09-18 11:00:00,ZRX/EUR,0.28600,0.28600,0.28600,0.28600,0.00000000,0.0
1663495200,2022-09-18 10:00:00,ZRX/EUR,0.28586,0.28600,0.28586,0.28600,9610.00000000,2748.4599999999996
1663491600,2022-09-18 09:00:00,ZRX/EUR,0.28700,0.28700,0.28700,0.28700,34.87804878,10.00999999986
1663488000,2022-09-18 08:00:00,ZRX/EUR,0.28861,0.28861,0.28861,0.28861,0.00000000,0.0
1663484400,2022-09-18 07:00:00,ZRX/EUR,0.28861,0.28861,0.28861,0.28861,295.64777889,85.32690546544289
1663480800,2022-09-18 06:00:00,ZRX/EUR,0.29045,0.29045,0.29045,0.29045,0.00000000,0.0
1663477200,2022-09-18 05:00:00,ZRX/EUR,0.29045,0.29045,0.29045,0.29045,0.00000000,0.0
1663473600,2022-09-18 04:00:00,ZRX/EUR,0.29045,0.29045,0.29045,0.29045,0.00000000,0.0
1663470000,2022-09-18 03:00:00,ZRX/EUR,0.29045,0.29045,0.29045,0.29045,0.00000000,0.0
1663466400,2022-09-18 02:00:00,ZRX/EUR,0.29045,0.29045,0.29045,0.29045,0.00000000,0.0
1663462800,2022-09-18 01:00:00,ZRX/EUR,0.29045,0.29045,0.29045,0.29045,0.00000000,0.0
1663459200,2022-09-18 00:00:00,ZRX/EUR,0.29045,0.29045,0.29045,0.29045,0.00000000,0.0
1663455600,2022-09-17 23:00:00,ZRX/EUR,0.29045,0.29045,0.29045,0.29045,0.00000000,0.0
1663452000,2022-09-17 22:00:00,ZRX/EUR,0.29075,0.29075,0.29045,0.29045,6232.00000000,1810.0844
1663448400,2022-09-17 21:00:00,ZRX/EUR,0.29072,0.29072,0.29072,0.29072,0.00000000,0.0
1663444800,2022-09-17 20:00:00,ZRX/EUR,0.29072,0.29072,0.29072,0.29072,0.00000000,0.0
1663441200,2022-09-17 19:00:00,ZRX/EUR,0.29072,0.29072,0.29072,0.29072,34.26031920,9.960159997823999
1663437600,2022-09-17 18:00:00,ZRX/EUR,0.29078,0.29078,0.29078,0.29078,0.00000000,0.0
1663434000,2022-09-17 17:00:00,ZRX/EUR,0.29147,0.29159,0.29036,0.29078,16244.07382172,4723.451785879741
1663430400,2022-09-17 16:00:00,ZRX/EUR,0.29028,0.29090,0.29015,0.29090,1491.06184768,433.749891490112
1663426800,2022-09-17 15:00:00,ZRX/EUR,0.28813,0.28813,0.28813,0.28813,0.00000000,0.0
1663423200,2022-09-17 14:00:00,ZRX/EUR,0.28813,0.28813,0.28813,0.28813,400.00000000,115.252
1663419600,2022-09-17 13:00:00,ZRX/EUR,0.28656,0.28656,0.28656,0.28656,0.00000000,0.0
1663416000,2022-09-17 12:00:00,ZRX/EUR,0.28628,0.28656,0.28628,0.28656,6566.51628690,1881.7009071740638
1663412400,2022-09-17 11:00:00,ZRX/EUR,0.28399,0.28399,0.28399,0.28399,0.00000000,0.0
1663408800,2022-09-17 10:00:00,ZRX/EUR,0.28399,0.28399,0.28399,0.28399,180.00000000,51.1182
1663405200,2022-09-17 09:00:00,ZRX/EUR,0.28367,0.28367,0.28367,0.28367,0.00000000,0.0
1663401600,2022-09-17 08:00:00,ZRX/EUR,0.28367,0.28367,0.28367,0.28367,0.00000000,0.0
1663398000,2022-09-17 07:00:00,ZRX/EUR,0.28367,0.28367,0.28367,0.28367,0.00000000,0.0
1663394400,2022-09-17 06:00:00,ZRX/EUR,0.28367,0.28376,0.28367,0.28367,7400.00000000,2099.158
1663390800,2022-09-17 05:00:00,ZRX/EUR,0.28325,0.28330,0.28325,0.28330,9921.43478021,2810.742473233493
1663387200,2022-09-17 04:00:00,ZRX/EUR,0.28665,0.28665,0.28665,0.28665,0.00000000,0.0
1663383600,2022-09-17 03:00:00,ZRX/EUR,0.28665,0.28665,0.28665,0.28665,0.00000000,0.0
1663380000,2022-09-17 02:00:00,ZRX/EUR,0.28665,0.28665,0.28665,0.28665,0.00000000,0.0
1663376400,2022-09-17 01:00:00,ZRX/EUR,0.28665,0.28665,0.28665,0.28665,0.00000000,0.0
1663372800,2022-09-17 00:00:00,ZRX/EUR,0.28665,0.28665,0.28665,0.28665,179.55561916,51.469618232214
1663369200,2022-09-16 23:00:00,ZRX/EUR,0.27949,0.27949,0.27949,0.27949,0.00000000,0.0
