https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LABS,Volume USDT
1663459200,2022-09-18 00:00:00,LABS/USDT,0.001175,0.001175,0.001165,0.001169,273736.5997,319.3237875653
1663372800,2022-09-17 00:00:00,LABS/USDT,0.001141,0.001185,0.001119,0.001175,13546144.7669,15591.1353936477
1663286400,2022-09-16 00:00:00,LABS/USDT,0.001213,0.001213,0.001109,0.001146,26574824.4679,30492.336679144
1663200000,2022-09-15 00:00:00,LABS/USDT,0.001375,0.001483,0.001205,0.001211,55039836.7528,73456.505595658
1663113600,2022-09-14 00:00:00,LABS/USDT,0.001201,0.001441,0.001169,0.001382,114514557.4328,152578.6259192977
1663027200,2022-09-13 00:00:00,LABS/USDT,0.001286,0.001306,0.001165,0.001201,43450058.9369,53911.6935323922
1662940800,2022-09-12 00:00:00,LABS/USDT,0.001137,0.001949,0.001136,0.001292,450597837.2242,688410.0717690151
1662854400,2022-09-11 00:00:00,LABS/USDT,0.001062,0.001167,0.001044,0.001136,22936613.1697,25345.4394023583
1662768000,2022-09-10 00:00:00,LABS/USDT,0.001129,0.001287,0.001049,0.001062,61600279.7783,71074.2816124588
1662681600,2022-09-09 00:00:00,LABS/USDT,0.001009,0.001137,0.000983,0.001129,58212984.9862,60381.2764021973
1662595200,2022-09-08 00:00:00,LABS/USDT,0.001045,0.001281,0.000973,0.001009,270615883.2011,294883.0042654143
1662508800,2022-09-07 00:00:00,LABS/USDT,0.000791,0.00149,0.000791,0.001044,467909702.6433,492682.4864443096
1662422400,2022-09-06 00:00:00,LABS/USDT,0.0008,0.000802,0.000768,0.000791,29152208.7192,23010.9038067224
1662336000,2022-09-05 00:00:00,LABS/USDT,0.000801,0.000808,0.000792,0.000798,15239047.4408,12156.224997176
1662249600,2022-09-04 00:00:00,LABS/USDT,0.000817,0.000842,0.0008,0.000804,28136395.6613,22916.8314563334
1662163200,2022-09-03 00:00:00,LABS/USDT,0.000789,0.00083,0.000785,0.000818,34274790.8397,27638.9883115415
1662076800,2022-09-02 00:00:00,LABS/USDT,0.000798,0.000822,0.000777,0.000789,69406572.3953,55252.8408782486
1661990400,2022-09-01 00:00:00,LABS/USDT,0.000787,0.00122,0.000758,0.000798,347444081.5561,322908.0351056415
1661904000,2022-08-31 00:00:00,LABS/USDT,0.00084,0.000941,0.00075,0.000783,166413700.857,142415.2284945898
1661817600,2022-08-30 00:00:00,LABS/USDT,0.000758,0.000996,0.000756,0.00084,263736826.2697,229636.5491299989
1661731200,2022-08-29 00:00:00,LABS/USDT,0.000764,0.000772,0.00075,0.000761,23915722.0759,18211.3751491957
1661644800,2022-08-28 00:00:00,LABS/USDT,0.000793,0.000823,0.000764,0.000764,36984421.5337,29401.0795389881
1661558400,2022-08-27 00:00:00,LABS/USDT,0.000768,0.000828,0.000751,0.000789,51907626.3833,40520.244980583
1661472000,2022-08-26 00:00:00,LABS/USDT,0.000805,0.000822,0.000768,0.000769,35436640.7419,28096.572709896
1661385600,2022-08-25 00:00:00,LABS/USDT,0.000811,0.000843,0.000783,0.000806,50905838.8186,41439.6816875199
1661299200,2022-08-24 00:00:00,LABS/USDT,0.000849,0.00088,0.000805,0.000811,74684576.7951,62754.38446557
1661212800,2022-08-23 00:00:00,LABS/USDT,0.00092,0.000929,0.000831,0.000849,116220675.5454,100648.1127403263
1661126400,2022-08-22 00:00:00,LABS/USDT,0.001053,0.001125,0.0009,0.000921,212598303.4682,209244.2620990687
1661040000,2022-08-21 00:00:00,LABS/USDT,0.001407,0.00175,0.00102,0.001053,619116335.6651,808074.7978515441
1660953600,2022-08-20 00:00:00,LABS/USDT,0.000765,0.0055,0.000755,0.001407,1393776861.72126651,2179155.63757211024844
1660867200,2022-08-19 00:00:00,LABS/USDT,0.000805,0.000809,0.000765,0.000765,25649024.0539,20233.9433160738
1660780800,2022-08-18 00:00:00,LABS/USDT,0.000817,0.000823,0.000805,0.000805,7083356.0029,5733.5714770264
1660694400,2022-08-17 00:00:00,LABS/USDT,0.000832,0.00085,0.000817,0.000821,16309466.5084,13577.3786833635
