https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFI,Volume BTC
1660176000,2022-08-11 00:00:00,YFI/BTC,0.47701745,0.47701745,0.47701745,0.47701745,0.00000000,0.0
1660089600,2022-08-10 00:00:00,YFI/BTC,0.47649673,0.49189971,0.47521285,0.47701745,0.55302362,0.26380191700216904
1660003200,2022-08-09 00:00:00,YFI/BTC,0.47401898,0.49526148,0.46858813,0.49526148,0.44513423,0.2204578375484604
1659916800,2022-08-08 00:00:00,YFI/BTC,0.48832935,0.49496454,0.48832935,0.49496454,0.10072772,0.049856649595048805
1659830400,2022-08-07 00:00:00,YFI/BTC,0.51357255,0.51357255,0.51357255,0.51357255,0.00038943,0.0002000005581465
1659744000,2022-08-06 00:00:00,YFI/BTC,0.52490057,0.52490057,0.51357255,0.51357255,0.17289890,0.088796128965195
1659657600,2022-08-05 00:00:00,YFI/BTC,0.46998676,0.51163035,0.46986628,0.51163035,0.41016090,0.209850764823315
1659571200,2022-08-04 00:00:00,YFI/BTC,0.47427546,0.47427546,0.46355473,0.46455961,0.37248489,0.1730414352292929
1659484800,2022-08-03 00:00:00,YFI/BTC,0.46101107,0.47353084,0.46101107,0.46987182,0.13794749,0.0648176381907318
1659398400,2022-08-02 00:00:00,YFI/BTC,0.48349712,0.48834716,0.46864087,0.48497740,0.34075474,0.165258347842876
1659312000,2022-08-01 00:00:00,YFI/BTC,0.50028596,0.50155724,0.50028596,0.50155724,0.10369828,0.052010623109547204
1659225600,2022-07-31 00:00:00,YFI/BTC,0.49431393,0.51085469,0.48081927,0.48081927,0.36804541,0.1769633253630507
1659139200,2022-07-30 00:00:00,YFI/BTC,0.45316239,0.54887382,0.45316239,0.48406966,0.39142296,0.1894759791633936
1659052800,2022-07-29 00:00:00,YFI/BTC,0.38330395,0.46220023,0.37201583,0.46220023,0.23223497,0.1073390565480431
1658966400,2022-07-28 00:00:00,YFI/BTC,0.31662761,0.38400814,0.31662761,0.38400814,0.35193818,0.1351471258967852
1658880000,2022-07-27 00:00:00,YFI/BTC,0.31714739,0.31714739,0.31714739,0.31714739,0.00053194,0.00016870338263659998
1658793600,2022-07-26 00:00:00,YFI/BTC,0.29629896,0.31910987,0.29629896,0.31910987,0.05204735,0.016608823092344502
1658707200,2022-07-25 00:00:00,YFI/BTC,0.31283034,0.31283034,0.31283034,0.31283034,0.00000000,0.0
1658620800,2022-07-24 00:00:00,YFI/BTC,0.30501234,0.32052084,0.30501234,0.31283034,0.12897416,0.0403470303240144
1658534400,2022-07-23 00:00:00,YFI/BTC,0.27989265,0.27989265,0.27989265,0.27989265,0.00000000,0.0
1658448000,2022-07-22 00:00:00,YFI/BTC,0.27989265,0.27989265,0.27989265,0.27989265,0.00000000,0.0
1658361600,2022-07-21 00:00:00,YFI/BTC,0.27989265,0.27989265,0.27989265,0.27989265,0.02497384,0.006989994258276001
1658275200,2022-07-20 00:00:00,YFI/BTC,0.28753849,0.28753849,0.27833573,0.27949567,0.05993287,0.016750977655672898
1658188800,2022-07-19 00:00:00,YFI/BTC,0.29225404,0.29225404,0.28758603,0.28758604,0.02347894,0.0067522153779976
1658102400,2022-07-18 00:00:00,YFI/BTC,0.29230659,0.29230659,0.28101228,0.28101228,0.00153737,0.0004320198489036
1658016000,2022-07-17 00:00:00,YFI/BTC,0.29230659,0.29230659,0.29230659,0.29230659,0.00000000,0.0
1657929600,2022-07-16 00:00:00,YFI/BTC,0.29048794,0.29230659,0.29048794,0.29230659,0.43271776,0.12648625285803838
1657843200,2022-07-15 00:00:00,YFI/BTC,0.29914009,0.29914009,0.29914009,0.29914009,0.00070040,0.000209517719036
1657756800,2022-07-14 00:00:00,YFI/BTC,0.28496838,0.28496838,0.28496838,0.28496838,0.00000000,0.0
1657670400,2022-07-13 00:00:00,YFI/BTC,0.28496838,0.28496838,0.28496838,0.28496838,0.00994841,0.0028349822812758
1657584000,2022-07-12 00:00:00,YFI/BTC,0.28489532,0.28489532,0.28275340,0.28275340,0.03487219,0.009860230287945998
1657497600,2022-07-11 00:00:00,YFI/BTC,0.28555183,0.28555183,0.28555183,0.28555183,0.03333437,0.0095186903553971
1657411200,2022-07-10 00:00:00,YFI/BTC,0.29467233,0.29467233,0.29467233,0.29467233,0.00067110,0.000197754600663
1657324800,2022-07-09 00:00:00,YFI/BTC,0.29802067,0.29802067,0.29802067,0.29802067,0.00998014,0.0029742880094938
1657238400,2022-07-08 00:00:00,YFI/BTC,0.30618398,0.30920728,0.30618398,0.30920728,0.02413525,0.007462795004619999
1657152000,2022-07-07 00:00:00,YFI/BTC,0.30365108,0.30365108,0.30365108,0.30365108,0.00065866,0.00020000282035280003
1657065600,2022-07-06 00:00:00,YFI/BTC,0.30525794,0.30525794,0.30365108,0.30365108,0.00135074,0.00041015365979920005
1656979200,2022-07-05 00:00:00,YFI/BTC,0.30734332,0.30734332,0.30734332,0.30734332,0.02405387,0.0073927962646484
1656892800,2022-07-04 00:00:00,YFI/BTC,0.31009497,0.32559972,0.30000000,0.32559970,0.04576311,0.014900454887067
1656806400,2022-07-03 00:00:00,YFI/BTC,0.31009497,0.31009497,0.31009497,0.31009497,0.00000000,0.0
1656720000,2022-07-02 00:00:00,YFI/BTC,0.28874999,0.31009497,0.28874998,0.31009497,0.03831532,0.0118813880059404
1656633600,2022-07-01 00:00:00,YFI/BTC,0.27200000,0.27200000,0.27200000,0.27200000,0.00858887,0.00233617264
1656547200,2022-06-30 00:00:00,YFI/BTC,0.26929310,0.26929310,0.26929310,0.26929310,0.01218898,0.003282408210038
1656460800,2022-06-29 00:00:00,YFI/BTC,0.27322179,0.27322179,0.27322179,0.27322179,0.03744541,0.010230901947483901
1656374400,2022-06-28 00:00:00,YFI/BTC,0.29100620,0.29100620,0.27500000,0.27500000,0.01312578,0.0036095895000000005
1656288000,2022-06-27 00:00:00,YFI/BTC,0.30680714,0.30903684,0.30498323,0.30498323,0.04325034,0.0131906283917982
1656201600,2022-06-26 00:00:00,YFI/BTC,0.33000000,0.33000000,0.30988574,0.30988574,0.13254558,0.0410739851420292
1656115200,2022-06-25 00:00:00,YFI/BTC,0.33439726,0.33501635,0.31638614,0.31958274,0.22991751,0.0734776678197774
1656028800,2022-06-24 00:00:00,YFI/BTC,0.26150092,0.37800000,0.26150092,0.35062906,0.29923374,0.10492004497648441
1655942400,2022-06-23 00:00:00,YFI/BTC,0.25417447,0.25417447,0.25417447,0.25417447,0.56149415,0.1427174779843505
1655856000,2022-06-22 00:00:00,YFI/BTC,0.24907850,0.24907850,0.24907850,0.24907850,0.00000000,0.0
1655769600,2022-06-21 00:00:00,YFI/BTC,0.24630376,0.25452237,0.24630376,0.24907850,0.03505003,0.008730208897355
1655683200,2022-06-20 00:00:00,YFI/BTC,0.23457502,0.23457502,0.23457501,0.23457501,0.02729914,0.0064036960384914
1655596800,2022-06-19 00:00:00,YFI/BTC,0.23008746,0.23457501,0.23008746,0.23457501,0.08174865,0.0191761903912365
1655510400,2022-06-18 00:00:00,YFI/BTC,0.23530666,0.23530666,0.23110609,0.23110609,0.01313300,0.00303511627997
1655424000,2022-06-17 00:00:00,YFI/BTC,0.23530666,0.23530666,0.23530666,0.23530666,0.00000000,0.0
1655337600,2022-06-16 00:00:00,YFI/BTC,0.23530666,0.23530666,0.23530666,0.23530666,0.00083852,0.0001973093405432
1655251200,2022-06-15 00:00:00,YFI/BTC,0.22527458,0.23851620,0.22527458,0.23851620,0.02976198,0.007098714374076
1655164800,2022-06-14 00:00:00,YFI/BTC,0.21655633,0.22496366,0.21655633,0.22496366,0.16580123,0.0372992515333018
1655078400,2022-06-13 00:00:00,YFI/BTC,0.21454722,0.22181230,0.21449352,0.21486559,0.02954962,0.0063491965355757995
1654992000,2022-06-12 00:00:00,YFI/BTC,0.21877306,0.21877306,0.21877306,0.21877306,0.09176575,0.020075873930694998
1654905600,2022-06-11 00:00:00,YFI/BTC,0.23500000,0.23500000,0.22076564,0.22076564,0.11778770,0.026003476974628
1654819200,2022-06-10 00:00:00,YFI/BTC,0.24909999,0.24909999,0.24909999,0.24909999,0.06202844,0.015451283783715599
1654732800,2022-06-09 00:00:00,YFI/BTC,0.24244957,0.24244957,0.24244957,0.24244957,0.00000000,0.0
1654646400,2022-06-08 00:00:00,YFI/BTC,0.24244957,0.24244957,0.24244957,0.24244957,0.00000000,0.0
1654560000,2022-06-07 00:00:00,YFI/BTC,0.24547842,0.24547842,0.24240226,0.24244957,0.00332448,0.0008060187464736
1654473600,2022-06-06 00:00:00,YFI/BTC,0.24240226,0.24240226,0.24240226,0.24240226,0.00080306,0.0001946635589156
1654387200,2022-06-05 00:00:00,YFI/BTC,0.24904850,0.24904850,0.24904850,0.24904850,0.01200000,0.002988582
1654300800,2022-06-04 00:00:00,YFI/BTC,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.0
1654214400,2022-06-03 00:00:00,YFI/BTC,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.0
1654128000,2022-06-02 00:00:00,YFI/BTC,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.0
1654041600,2022-06-01 00:00:00,YFI/BTC,0.25000000,0.25000000,0.25000000,0.25000000,0.00213308,0.00053327
1653955200,2022-05-31 00:00:00,YFI/BTC,0.25812561,0.25837718,0.25243806,0.25243806,1.87288483,0.47278741308862987
1653868800,2022-05-30 00:00:00,YFI/BTC,0.26045502,0.26045502,0.26045502,0.26045502,0.00000000,0.0
1653782400,2022-05-29 00:00:00,YFI/BTC,0.26045502,0.26045502,0.26045502,0.26045502,0.00000000,0.0
1653696000,2022-05-28 00:00:00,YFI/BTC,0.26045502,0.26045502,0.26045502,0.26045502,0.00678282,0.0017666195187564
1653609600,2022-05-27 00:00:00,YFI/BTC,0.26475160,0.26856618,0.25843783,0.25949886,0.62383779,0.16188519532991938
1653523200,2022-05-26 00:00:00,YFI/BTC,0.27408822,0.27838254,0.27387954,0.27838254,0.20295956,0.056500397830082406
1653436800,2022-05-25 00:00:00,YFI/BTC,0.26642207,0.29519021,0.26000000,0.29519021,0.04715368,0.013919304701472802
1653350400,2022-05-24 00:00:00,YFI/BTC,0.30920044,0.31094601,0.30766165,0.31094601,0.33343124,0.1036791136873524
1653264000,2022-05-23 00:00:00,YFI/BTC,0.30795986,0.32137450,0.30795986,0.31366602,0.28290937,0.0887390561086074
1653177600,2022-05-22 00:00:00,YFI/BTC,0.31333908,0.31333908,0.31333908,0.31333908,0.00000000,0.0
1653091200,2022-05-21 00:00:00,YFI/BTC,0.31333908,0.31333908,0.31333908,0.31333908,0.00389822,0.0012214646684376
1653004800,2022-05-20 00:00:00,YFI/BTC,0.32180262,0.32180262,0.32180262,0.32180262,0.02000000,0.0064360523999999995
1652918400,2022-05-19 00:00:00,YFI/BTC,0.30952254,0.31535650,0.30952254,0.31421601,0.18577667,0.0583740039984867
1652832000,2022-05-18 00:00:00,YFI/BTC,0.32988397,0.32988397,0.32107264,0.32939037,0.85129162,0.28040726168969937
1652745600,2022-05-17 00:00:00,YFI/BTC,0.33911960,0.33911960,0.32777232,0.32777232,0.05127050,0.01680505073256
1652659200,2022-05-16 00:00:00,YFI/BTC,0.32498570,0.33490831,0.32498567,0.33319675,1.09834874,0.365966230534595
1652572800,2022-05-15 00:00:00,YFI/BTC,0.33878221,0.33878221,0.33878221,0.33878221,0.04728940,0.016020807441574
1652486400,2022-05-14 00:00:00,YFI/BTC,0.33262582,0.34060857,0.33262582,0.34060857,0.04826709,0.0164401845029613
1652400000,2022-05-13 00:00:00,YFI/BTC,0.34760456,0.35589393,0.33149876,0.33149876,0.92896911,0.30795210804330364
1652313600,2022-05-12 00:00:00,YFI/BTC,0.34168674,0.37486358,0.33147652,0.33147652,0.20082378,0.0665683677276456
1652227200,2022-05-11 00:00:00,YFI/BTC,0.44020070,0.45999999,0.38726461,0.38726461,1.75176333,0.6783959428047514
1652140800,2022-05-10 00:00:00,YFI/BTC,0.42367343,0.46000000,0.42367343,0.43673254,0.54253412,0.2369423042642648
