https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDC,Volume EUR
1661990400,2022-09-01 00:00:00,USDC/EUR,0.99650,1.00708,0.99576,1.00506,529051.44707,531728.4473921743
1661904000,2022-08-31 00:00:00,USDC/EUR,0.99706,1.00200,0.99228,0.99515,440746.29906,438608.679509559
1661817600,2022-08-30 00:00:00,USDC/EUR,0.99925,1.00152,0.99480,0.99715,264484.57360,263730.79256524
1661731200,2022-08-29 00:00:00,USDC/EUR,1.00648,1.00827,0.99729,1.00029,218477.20947,218540.5678607463
1661644800,2022-08-28 00:00:00,USDC/EUR,1.00444,1.01093,1.00352,1.00691,216174.50355,217668.2693695305
1661558400,2022-08-27 00:00:00,USDC/EUR,1.00411,1.00529,1.00382,1.00391,335289.40229,336600.3838529539
1661472000,2022-08-26 00:00:00,USDC/EUR,1.00249,1.00420,0.99171,1.00420,517174.35245,519346.48473029
1661385600,2022-08-25 00:00:00,USDC/EUR,1.00115,1.00423,0.99674,1.00245,124990.18625,125296.41220631251
1661299200,2022-08-24 00:00:00,USDC/EUR,1.00315,1.00866,1.00039,1.00285,222597.34151,223231.7439333035
1661212800,2022-08-23 00:00:00,USDC/EUR,1.00513,1.00882,0.99879,1.00305,546561.11088,548228.1222681841
1661126400,2022-08-22 00:00:00,USDC/EUR,0.99685,1.00700,0.99571,1.00602,556939.35156,560292.1264563912
1661040000,2022-08-21 00:00:00,USDC/EUR,0.99604,0.99741,0.99500,0.99643,695019.06458,692537.8465194494
1660953600,2022-08-20 00:00:00,USDC/EUR,0.99504,0.99702,0.99058,0.99644,864727.47591,861649.0460957604
1660867200,2022-08-19 00:00:00,USDC/EUR,0.99154,0.99923,0.99045,0.99546,471337.44085,469197.56886854104
1660780800,2022-08-18 00:00:00,USDC/EUR,0.98205,0.99196,0.98091,0.99083,326666.01435,323670.4869984105
1660694400,2022-08-17 00:00:00,USDC/EUR,0.98266,0.98520,0.98012,0.98248,357013.53756,350758.6603819488
1660608000,2022-08-16 00:00:00,USDC/EUR,0.98459,0.98738,0.98090,0.98277,159589.16032,156839.4390876864
1660521600,2022-08-15 00:00:00,USDC/EUR,0.97418,0.98474,0.97417,0.98359,631080.71186,620724.6773783774
1660435200,2022-08-14 00:00:00,USDC/EUR,0.97498,0.97580,0.96704,0.97504,1173807.31162,1144509.0811219648
1660348800,2022-08-13 00:00:00,USDC/EUR,0.97460,0.97513,0.97300,0.97496,261441.57141,254895.07446189362
1660262400,2022-08-12 00:00:00,USDC/EUR,0.96834,0.97547,0.96834,0.97424,282825.74941,275540.1581051984
1660176000,2022-08-11 00:00:00,USDC/EUR,0.97009,0.97263,0.96475,0.96901,721673.40516,699308.7463340916
1660089600,2022-08-10 00:00:00,USDC/EUR,0.97992,0.98000,0.96310,0.97035,1808547.63830,1754924.200824405
1660003200,2022-08-09 00:00:00,USDC/EUR,0.98080,0.98113,0.97570,0.97995,293994.28629,288099.7008498855
1659916800,2022-08-08 00:00:00,USDC/EUR,0.98355,0.98355,0.97709,0.97993,390107.34367,382277.88928254304
1659830400,2022-08-07 00:00:00,USDC/EUR,0.98224,0.98287,0.98162,0.98232,99651.56692,97889.7272168544
1659744000,2022-08-06 00:00:00,USDC/EUR,0.98180,0.98499,0.97897,0.97897,113979.66362,111582.6712940714
1659657600,2022-08-05 00:00:00,USDC/EUR,0.97725,0.98496,0.97068,0.98184,445895.57088,437798.1073128192
1659571200,2022-08-04 00:00:00,USDC/EUR,0.98394,0.98417,0.97522,0.97561,302524.55595,295145.9820303795
1659484800,2022-08-03 00:00:00,USDC/EUR,0.98480,0.98742,0.97893,0.98423,559428.51973,550606.331973858
1659398400,2022-08-02 00:00:00,USDC/EUR,0.97410,0.98474,0.97179,0.98266,337943.11012,332083.1765905192
1659312000,2022-08-01 00:00:00,USDC/EUR,0.97870,0.97919,0.97315,0.97385,511055.78876,497691.679883926
1659225600,2022-07-31 00:00:00,USDC/EUR,0.97865,0.97969,0.97700,0.97927,131613.79770,128885.443673679
1659139200,2022-07-30 00:00:00,USDC/EUR,0.97828,0.97898,0.97765,0.97849,102006.09545,99811.9443368705
1659052800,2022-07-29 00:00:00,USDC/EUR,0.97980,0.98480,0.97555,0.97831,425460.76223,416232.5182972313
1658966400,2022-07-28 00:00:00,USDC/EUR,0.97985,0.98799,0.97715,0.98107,205854.59571,201957.7682132097
1658880000,2022-07-27 00:00:00,USDC/EUR,0.98644,0.99000,0.97891,0.98097,365262.00654,358311.07055554376
1658793600,2022-07-26 00:00:00,USDC/EUR,0.97752,0.98902,0.97632,0.98710,351284.85003,346753.275464613
1658707200,2022-07-25 00:00:00,USDC/EUR,0.98093,0.98149,0.97533,0.97803,266828.65962,260966.43396814857
1658620800,2022-07-24 00:00:00,USDC/EUR,0.97953,0.98054,0.97932,0.98043,41869.19513,41049.8149813059
1658534400,2022-07-23 00:00:00,USDC/EUR,0.98012,0.98173,0.97945,0.97949,99194.71733,97160.2336775617
1658448000,2022-07-22 00:00:00,USDC/EUR,0.97813,0.98614,0.97586,0.98000,345273.62917,338368.15658659994
1658361600,2022-07-21 00:00:00,USDC/EUR,0.98148,0.98370,0.97349,0.97813,726306.36004,710422.0399459254
1658275200,2022-07-20 00:00:00,USDC/EUR,0.97666,0.98399,0.97347,0.98263,254428.83405,250009.4052025515
1658188800,2022-07-19 00:00:00,USDC/EUR,0.98593,0.98721,0.97411,0.97679,539292.72419,526775.74006155
1658102400,2022-07-18 00:00:00,USDC/EUR,0.99066,0.99189,0.98036,0.98568,324961.30151,320307.8556723768
1658016000,2022-07-17 00:00:00,USDC/EUR,0.99221,0.99252,0.99043,0.99162,150702.25204,149439.3671679048
1657929600,2022-07-16 00:00:00,USDC/EUR,0.99114,0.99264,0.99071,0.99184,216573.94472,214806.7013310848
1657843200,2022-07-15 00:00:00,USDC/EUR,0.99832,0.99836,0.99037,0.99143,522828.87222,518348.22878507467
1657756800,2022-07-14 00:00:00,USDC/EUR,0.99592,1.00440,0.99540,0.99652,673229.89778,670887.0577357255
1657670400,2022-07-13 00:00:00,USDC/EUR,0.99653,0.99999,0.98878,0.99444,548237.97287,545189.7697408429
1657584000,2022-07-12 00:00:00,USDC/EUR,0.99484,0.99998,0.99047,0.99660,1752434.43370,1746476.15662542
1657497600,2022-07-11 00:00:00,USDC/EUR,0.98363,0.99613,0.98363,0.99474,541762.81529,538913.1428815747
1657411200,2022-07-10 00:00:00,USDC/EUR,0.98262,0.98323,0.98139,0.98323,66139.84617,65030.68094972911
1657324800,2022-07-09 00:00:00,USDC/EUR,0.98195,0.98272,0.98136,0.98259,73947.91693,72660.4836962487
1657238400,2022-07-08 00:00:00,USDC/EUR,0.98294,0.99345,0.98104,0.98104,494095.55821,484727.5064263384
1657152000,2022-07-07 00:00:00,USDC/EUR,0.98199,0.98492,0.97909,0.98334,357475.73740,351520.19161491597
1657065600,2022-07-06 00:00:00,USDC/EUR,0.97568,0.98358,0.97362,0.98159,368086.57312,361310.0993088608
1656979200,2022-07-05 00:00:00,USDC/EUR,0.95797,0.97588,0.95441,0.97380,606909.53840,591008.50849392
1656892800,2022-07-04 00:00:00,USDC/EUR,0.95747,0.96386,0.95034,0.95765,1512673.81979,1448612.0835218935
1656806400,2022-07-03 00:00:00,USDC/EUR,0.95946,0.95946,0.95580,0.95747,168152.07920,161000.571271624
1656720000,2022-07-02 00:00:00,USDC/EUR,0.95912,0.96017,0.95731,0.95948,83594.08007,80206.8479455636
1656633600,2022-07-01 00:00:00,USDC/EUR,0.95517,0.96393,0.94882,0.95840,513500.36928,492138.753917952
1656547200,2022-06-30 00:00:00,USDC/EUR,0.95653,0.96262,0.95092,0.95400,1351600.39746,1289426.7791768399
1656460800,2022-06-29 00:00:00,USDC/EUR,0.94967,0.95809,0.94859,0.95652,686492.25133,656643.5682421717
1656374400,2022-06-28 00:00:00,USDC/EUR,0.94483,0.95124,0.94330,0.95057,291011.18613,276626.5031995941
1656288000,2022-06-27 00:00:00,USDC/EUR,0.94716,0.94719,0.94207,0.94437,332382.94159,313892.4785493483
1656201600,2022-06-26 00:00:00,USDC/EUR,0.94830,0.94899,0.94626,0.94626,76110.43600,72020.26116936
1656115200,2022-06-25 00:00:00,USDC/EUR,0.94811,0.94881,0.94723,0.94792,123179.86976,116764.6621428992
1656028800,2022-06-24 00:00:00,USDC/EUR,0.95003,0.95185,0.94570,0.94747,225218.34734,213387.6275542298
1655942400,2022-06-23 00:00:00,USDC/EUR,0.94658,0.95339,0.94387,0.95038,1348037.98355,1281148.338806249
1655856000,2022-06-22 00:00:00,USDC/EUR,0.94920,0.95480,0.94178,0.94651,671319.12998,635410.2697173697
1655769600,2022-06-21 00:00:00,USDC/EUR,0.95003,0.95075,0.94484,0.94900,616396.20499,584959.9985355099
1655683200,2022-06-20 00:00:00,USDC/EUR,0.95230,0.95251,0.94690,0.94998,943420.04207,896230.1715656586
1655596800,2022-06-19 00:00:00,USDC/EUR,0.95219,0.95796,0.95083,0.95267,683155.55754,650821.8050016317
1655510400,2022-06-18 00:00:00,USDC/EUR,0.95284,0.95747,0.95047,0.95220,711712.61636,677692.753297992
1655424000,2022-06-17 00:00:00,USDC/EUR,0.94862,0.95708,0.94567,0.95284,925087.93829,881460.7911202436
1655337600,2022-06-16 00:00:00,USDC/EUR,0.95561,0.96290,0.94333,0.94844,601705.69144,570681.7459893535
1655251200,2022-06-15 00:00:00,USDC/EUR,0.95869,0.96493,0.94511,0.95605,2099157.09793,2006899.1434759765
1655164800,2022-06-14 00:00:00,USDC/EUR,0.95994,0.96228,0.95399,0.95869,934663.54420,896052.593189098
1655078400,2022-06-13 00:00:00,USDC/EUR,0.95312,0.96181,0.94868,0.96134,2006353.73540,1928788.0999894359
1654992000,2022-06-12 00:00:00,USDC/EUR,0.95153,0.95277,0.94975,0.95267,518845.55857,494288.5982828819
1654905600,2022-06-11 00:00:00,USDC/EUR,0.95060,0.95271,0.94636,0.95155,192456.13908,183131.639141574
1654819200,2022-06-10 00:00:00,USDC/EUR,0.94080,0.95178,0.93843,0.95106,208733.66694,198518.2412799564
1654732800,2022-06-09 00:00:00,USDC/EUR,0.93351,0.94191,0.92838,0.94185,420904.50897,396428.9117733945
1654646400,2022-06-08 00:00:00,USDC/EUR,0.93464,0.93605,0.93068,0.93299,486344.46379,453754.5212714321
1654560000,2022-06-07 00:00:00,USDC/EUR,0.93525,0.93847,0.93256,0.93317,479836.94780,447769.4445785261
1654473600,2022-06-06 00:00:00,USDC/EUR,0.93322,0.93537,0.92827,0.93511,410750.96152,384097.33162696724
1654387200,2022-06-05 00:00:00,USDC/EUR,0.93329,0.93374,0.93023,0.93247,136942.45046,127694.72678043619
1654300800,2022-06-04 00:00:00,USDC/EUR,0.93360,0.93445,0.93317,0.93356,96082.58023,89698.8535995188
1654214400,2022-06-03 00:00:00,USDC/EUR,0.92966,0.93407,0.92621,0.93360,520004.88177,485476.557620472
1654128000,2022-06-02 00:00:00,USDC/EUR,0.93888,0.93912,0.93014,0.93035,341620.05480,317826.21798318
1654041600,2022-06-01 00:00:00,USDC/EUR,0.93160,0.94028,0.92972,0.93855,394007.42611,369795.6697755405
1653955200,2022-05-31 00:00:00,USDC/EUR,0.92816,0.93569,0.92816,0.93158,278757.16049,259684.59556927418
1653868800,2022-05-30 00:00:00,USDC/EUR,0.93027,0.93066,0.92639,0.92760,576028.47653,534324.0148292279
1653782400,2022-05-29 00:00:00,USDC/EUR,0.93241,0.93272,0.93097,0.93201,30226.05678,28170.987179527798
1653696000,2022-05-28 00:00:00,USDC/EUR,0.93130,0.93294,0.93090,0.93167,237872.82573,221618.9755478691
1653609600,2022-05-27 00:00:00,USDC/EUR,0.93217,0.93449,0.92920,0.93124,220595.41776,205427.2768348224
1653523200,2022-05-26 00:00:00,USDC/EUR,0.93511,0.93797,0.93086,0.93201,1335156.11932,1244378.8547674334
1653436800,2022-05-25 00:00:00,USDC/EUR,0.93205,0.93946,0.93022,0.93464,1045998.16312,977631.7231784769
1653350400,2022-05-24 00:00:00,USDC/EUR,0.93596,0.93764,0.92792,0.93159,1923370.11986,1791792.3699603775
1653264000,2022-05-23 00:00:00,USDC/EUR,0.94514,0.94514,0.93342,0.93612,901520.10359,843930.9993726707
1653177600,2022-05-22 00:00:00,USDC/EUR,0.94693,0.94717,0.94454,0.94564,144915.56388,137037.9538274832
1653091200,2022-05-21 00:00:00,USDC/EUR,0.94649,0.94797,0.94281,0.94685,106980.40339,101294.39494982151
1653004800,2022-05-20 00:00:00,USDC/EUR,0.94529,0.94873,0.94337,0.94740,409135.12205,387614.61463017
1652918400,2022-05-19 00:00:00,USDC/EUR,0.95343,0.95436,0.94201,0.94539,2463344.34265,2328821.1080978834
1652832000,2022-05-18 00:00:00,USDC/EUR,0.94694,0.95543,0.93824,0.95473,2290313.21028,2186630.7312506246
1652745600,2022-05-17 00:00:00,USDC/EUR,0.95759,0.95792,0.94717,0.94769,591050.72531,560132.8618690339
1652659200,2022-05-16 00:00:00,USDC/EUR,0.96142,0.96213,0.95536,0.95835,837891.45289,802993.2738771315
1652572800,2022-05-15 00:00:00,USDC/EUR,0.96127,0.96172,0.95790,0.96113,307103.72478,295166.6029978014
1652486400,2022-05-14 00:00:00,USDC/EUR,0.96077,0.96187,0.95320,0.96060,450211.42902,432473.098716612
1652400000,2022-05-13 00:00:00,USDC/EUR,0.96274,0.96603,0.95330,0.96077,5042058.11443,4844258.174600911
1652313600,2022-05-12 00:00:00,USDC/EUR,0.95059,0.96599,0.91000,0.96203,8426739.74076,8106776.432803344
1652227200,2022-05-11 00:00:00,USDC/EUR,0.94998,0.95345,0.94000,0.95200,2821560.96512,2686126.0387942395
1652140800,2022-05-10 00:00:00,USDC/EUR,0.94712,0.95006,0.94210,0.94882,582774.73994,552948.3287498708
1652054400,2022-05-09 00:00:00,USDC/EUR,0.94919,0.95210,0.94373,0.94626,683981.05983,647223.9176747359
1651968000,2022-05-08 00:00:00,USDC/EUR,0.94864,0.94919,0.94129,0.94919,248677.64205,236042.3310574395
1651881600,2022-05-07 00:00:00,USDC/EUR,0.94817,0.94880,0.94745,0.94865,166931.20144,158359.284246056
1651795200,2022-05-06 00:00:00,USDC/EUR,0.94800,0.95303,0.94304,0.94744,273570.11164,259191.2665722016
1651708800,2022-05-05 00:00:00,USDC/EUR,0.94078,0.95273,0.94004,0.94800,494793.77020,469064.4941496
1651622400,2022-05-04 00:00:00,USDC/EUR,0.94965,0.95129,0.94050,0.94174,663322.52498,624677.3546746653
1651536000,2022-05-03 00:00:00,USDC/EUR,0.95159,0.95273,0.94400,0.95040,526496.49036,500382.26443814405
1651449600,2022-05-02 00:00:00,USDC/EUR,0.94825,0.95295,0.94707,0.95160,245936.33201,234033.01354071603
1651363200,2022-05-01 00:00:00,USDC/EUR,0.94906,0.95092,0.94749,0.94852,205001.09191,194447.6356984732
1651276800,2022-04-30 00:00:00,USDC/EUR,0.94880,0.95010,0.94666,0.94980,797377.71049,757349.349423402
1651190400,2022-04-29 00:00:00,USDC/EUR,0.95164,0.95164,0.94465,0.94872,223107.56312,211666.6072832064
1651104000,2022-04-28 00:00:00,USDC/EUR,0.94800,0.96757,0.94717,0.95233,442306.90575,421222.13555289747
1651017600,2022-04-27 00:00:00,USDC/EUR,0.93978,0.95000,0.93431,0.94634,462139.65433,437341.2404786522
1650931200,2022-04-26 00:00:00,USDC/EUR,0.93224,0.94043,0.92701,0.93960,759681.90914,713797.121827944
1650844800,2022-04-25 00:00:00,USDC/EUR,0.92587,0.93457,0.92526,0.93311,296900.06621,277040.4207812131
1650758400,2022-04-24 00:00:00,USDC/EUR,0.92740,0.92742,0.92381,0.92629,524974.76551,486278.8755442579
1650672000,2022-04-23 00:00:00,USDC/EUR,0.92720,0.92752,0.92557,0.92742,108438.59663,100568.12328659461
1650585600,2022-04-22 00:00:00,USDC/EUR,0.92280,0.92810,0.92254,0.92690,166610.29522,154431.082639418
1650499200,2022-04-21 00:00:00,USDC/EUR,0.92243,0.92310,0.91421,0.92310,284271.86521,262411.358775351
1650412800,2022-04-20 00:00:00,USDC/EUR,0.92629,0.92698,0.90504,0.92082,1008957.73551,929068.4620123182
1650326400,2022-04-19 00:00:00,USDC/EUR,0.92746,0.92984,0.90250,0.92650,1176589.75981,1090110.412463965
1650240000,2022-04-18 00:00:00,USDC/EUR,0.92457,0.92792,0.92359,0.92777,226841.63930,210456.867693361
1650153600,2022-04-17 00:00:00,USDC/EUR,0.92637,0.92737,0.92473,0.92531,82228.35183,76086.71623181729
1650067200,2022-04-16 00:00:00,USDC/EUR,0.92481,0.92897,0.92469,0.92620,84076.92905,77872.05168611
1649980800,2022-04-15 00:00:00,USDC/EUR,0.92397,0.92637,0.92397,0.92518,169359.46415,156687.989042297
1649894400,2022-04-14 00:00:00,USDC/EUR,0.91750,0.92865,0.91504,0.92388,406424.55169,375487.5148153572
1649808000,2022-04-13 00:00:00,USDC/EUR,0.92234,0.92456,0.91576,0.91846,289937.39240,266295.89742370404
1649721600,2022-04-12 00:00:00,USDC/EUR,0.91932,0.92398,0.91634,0.92331,487582.19441,450189.5159206971
1649635200,2022-04-11 00:00:00,USDC/EUR,0.91899,0.92151,0.91413,0.91822,314606.07796,288877.5929044312
1649548800,2022-04-10 00:00:00,USDC/EUR,0.91946,0.92092,0.91574,0.91903,123883.91102,113853.0307447106
1649462400,2022-04-09 00:00:00,USDC/EUR,0.91902,0.92042,0.91900,0.92027,42875.16707,39456.729999508905
1649376000,2022-04-08 00:00:00,USDC/EUR,0.92075,0.92250,0.91803,0.92003,387749.82868,356741.47488046036
1649289600,2022-04-07 00:00:00,USDC/EUR,0.91694,0.92013,0.90166,0.92013,2159560.46502,1987076.3706788525
1649203200,2022-04-06 00:00:00,USDC/EUR,0.91738,0.91912,0.90107,0.91813,952461.63610,874483.601952493
1649116800,2022-04-05 00:00:00,USDC/EUR,0.91037,0.91754,0.90106,0.91628,611173.67138,560006.2116120664
1649030400,2022-04-04 00:00:00,USDC/EUR,0.90514,0.91289,0.89710,0.91060,1265163.51637,1152057.898006522
1648944000,2022-04-03 00:00:00,USDC/EUR,0.90548,0.90680,0.90174,0.90514,210232.91760,190290.22303646398
1648857600,2022-04-02 00:00:00,USDC/EUR,0.90457,0.90550,0.90452,0.90459,161376.90837,145979.93754241828
1648771200,2022-04-01 00:00:00,USDC/EUR,0.90372,0.90680,0.88542,0.90462,1162950.58673,1052028.3597676926
1648684800,2022-03-31 00:00:00,USDC/EUR,0.89543,0.90386,0.89050,0.90290,869664.91831,785220.454742099
1648598400,2022-03-30 00:00:00,USDC/EUR,0.90022,0.90026,0.89145,0.89564,679590.27701,608668.2357012364
1648512000,2022-03-29 00:00:00,USDC/EUR,0.90890,0.91040,0.89818,0.90165,559029.19457,504048.67328404053
1648425600,2022-03-28 00:00:00,USDC/EUR,0.91173,0.91310,0.90683,0.90942,1141800.41193,1038376.1306173806
