https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume OMG
1663545600000,2022-09-19 00:00:00,OMG/BTC,8.601e-05,8.724e-05,8.601e-05,8.68e-05,0.064523123677656,743.35395942
1663459200000,2022-09-18 00:00:00,OMG/BTC,9.089e-05,9.13e-05,8.48e-05,8.631e-05,1.1347683989929938,13147.58891198
1663372800000,2022-09-17 00:00:00,OMG/BTC,8.917e-05,9.092e-05,8.853e-05,9.088e-05,1.2096290967052032,13310.17932114
1663286400000,2022-09-16 00:00:00,OMG/BTC,8.826e-05,8.996e-05,8.669e-05,8.928e-05,1.1487082496237568,12866.35584256
1663200000000,2022-09-15 00:00:00,OMG/BTC,8.961e-05,9.097e-05,8.694e-05,8.806e-05,1.1899331499525287,13512.75437148
1663113600000,2022-09-14 00:00:00,OMG/BTC,8.937e-05,9.061e-05,8.76e-05,8.95e-05,0.9267930773370099,10355.22991438
1663027200000,2022-09-13 00:00:00,OMG/BTC,8.82e-05,8.988e-05,8.635e-05,8.847e-05,1.046093735372832,11824.2764256
1662940800000,2022-09-12 00:00:00,OMG/BTC,8.875e-05,9.549e-05,8.649e-05,8.824e-05,1.1591525114506025,13136.36119051
1662854400000,2022-09-11 00:00:00,OMG/BTC,8.904e-05,9.074e-05,8.795e-05,8.887e-05,1.1025135757260869,12405.91398364
1662768000000,2022-09-10 00:00:00,OMG/BTC,9.027e-05,9.188e-05,8.845e-05,8.91e-05,1.201588447321251,13485.84115961
1662681600000,2022-09-09 00:00:00,OMG/BTC,9.559e-05,9.625e-05,8.863e-05,9.039e-05,1.2299051110844705,13606.65019454
1662595200000,2022-09-08 00:00:00,OMG/BTC,9.401e-05,9.572e-05,9.251e-05,9.567e-05,1.1398496052400515,11914.38910045
1662508800000,2022-09-07 00:00:00,OMG/BTC,9.011e-05,9.643e-05,8.928e-05,9.387e-05,1.209067328898998,12880.23147863
1662422400000,2022-09-06 00:00:00,OMG/BTC,9.422e-05,9.737e-05,8.931e-05,8.991e-05,1.222259859624932,13594.25936631
1662336000000,2022-09-05 00:00:00,OMG/BTC,9.567e-05,9.605e-05,9.156e-05,9.408e-05,1.1698618128747647,12434.75566406
1662249600000,2022-09-04 00:00:00,OMG/BTC,9.049e-05,9.637e-05,9.004e-05,9.537e-05,1.4126741256660944,14812.56291985
1662163200000,2022-09-03 00:00:00,OMG/BTC,8.987e-05,9.077e-05,8.876e-05,9.041e-05,1.1667356478072144,12904.94024784
1662076800000,2022-09-02 00:00:00,OMG/BTC,8.978e-05,9.142e-05,8.89e-05,8.991e-05,1.1372920849836008,12649.22794999
1661990400000,2022-09-01 00:00:00,OMG/BTC,9.061e-05,9.086e-05,8.757e-05,8.974e-05,1.143221923938045,12739.26815175
1661904000000,2022-08-31 00:00:00,OMG/BTC,9.153e-05,9.237e-05,8.985e-05,9.034e-05,1.0904004845075457,12069.96329984
1661817600000,2022-08-30 00:00:00,OMG/BTC,9.198e-05,9.265e-05,9.009e-05,9.161e-05,1.209127220538275,13198.6379275
1661731200000,2022-08-29 00:00:00,OMG/BTC,8.803e-05,9.194e-05,8.662e-05,9.182e-05,1.218155003290829,13266.77198095
