https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume XRP
1663545600000,2022-09-19 00:00:00,XRP/USDT,0.35775651,0.365,0.35571458,0.36303536,11498.996659808423,31674.59131201
1663459200000,2022-09-18 00:00:00,XRP/USDT,0.37657322,0.3975,0.35600723,0.35765071,304894.1300563576,852491.331714
1663372800000,2022-09-17 00:00:00,XRP/USDT,0.35521147,0.38018368,0.34654586,0.3762058,243729.7697700093,647862.87125294
1663286400000,2022-09-16 00:00:00,XRP/USDT,0.32619445,0.35784933,0.32181,0.35639037,210869.39968520834,591680.96962106
1663200000000,2022-09-15 00:00:00,XRP/USDT,0.34156677,0.34283782,0.3245,0.32612615,186299.46425984253,571249.69665831
1663113600000,2022-09-14 00:00:00,XRP/USDT,0.33269856,0.34430998,0.33269854,0.34162959,155628.32413256375,455546.96867026
1663027200000,2022-09-13 00:00:00,XRP/USDT,0.35985322,0.35998454,0.33113823,0.33260084,372982.15591769497,1121410.74543797
1662940800000,2022-09-12 00:00:00,XRP/USDT,0.35520287,0.35992944,0.34812999,0.3597405,203988.692826429,567044.00206935
1662854400000,2022-09-11 00:00:00,XRP/USDT,0.35757956,0.35999999,0.34895441,0.35518533,178294.97445998932,501977.3042428
1662768000000,2022-09-10 00:00:00,XRP/USDT,0.35702069,0.36191566,0.35191421,0.35735433,212181.69890994314,593757.17907194
1662681600000,2022-09-09 00:00:00,XRP/USDT,0.33950226,0.35926223,0.33943346,0.35689436,282926.1826472563,792744.89696967
1662595200000,2022-09-08 00:00:00,XRP/USDT,0.33691492,0.34321453,0.32851162,0.33949397,238654.2535731227,702970.52278461
1662508800000,2022-09-07 00:00:00,XRP/USDT,0.32100201,0.33841471,0.31310652,0.33658001,220451.97395993606,654976.43178493
1662422400000,2022-09-06 00:00:00,XRP/USDT,0.33296565,0.34284299,0.31848003,0.32109266,245111.91177550956,763368.15601923
1662336000000,2022-09-05 00:00:00,XRP/USDT,0.33192559,0.33343838,0.32275457,0.33298296,200567.82869539555,602336.61414805
1662249600000,2022-09-04 00:00:00,XRP/USDT,0.3295997,0.33266307,0.32769172,0.33161487,174257.4800882449,525481.50234712
1662163200000,2022-09-03 00:00:00,XRP/USDT,0.33137001,0.334266,0.32677301,0.32953993,228059.7969861023,692055.12359641
1662076800000,2022-09-02 00:00:00,XRP/USDT,0.33312178,0.3349,0.32540698,0.33132868,198790.9008818803,599980.96416489
1661990400000,2022-09-01 00:00:00,XRP/USDT,0.32765661,0.33318001,0.32178631,0.33311473,184956.6057562569,555233.9452424
1661904000000,2022-08-31 00:00:00,XRP/USDT,0.32669811,0.33360884,0.32333095,0.32780155,161055.81813236306,491321.10001421
1661817600000,2022-08-30 00:00:00,XRP/USDT,0.33378701,0.33558604,0.320386,0.32651598,194210.77142872513,594797.14110386
1661731200000,2022-08-29 00:00:00,XRP/USDT,0.32240475,0.334,0.31882497,0.33390866,215963.27466245668,646773.50585174
1661644800000,2022-08-28 00:00:00,XRP/USDT,0.33482169,0.33706496,0.321576,0.32220687,169018.91568068168,524566.45533561
1661558400000,2022-08-27 00:00:00,XRP/USDT,0.33918001,0.34413394,0.32896057,0.33462425,220141.78396510208,657877.55658803
