https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USDC
1663545600000,2022-09-19 00:00:00,USDC/USDT,0.992822,0.998,0.992415,0.994589,2182.1855737308315,2194.05761951
1663459200000,2022-09-18 00:00:00,USDC/USDT,0.996051,0.99916,0.989035,0.993869,40278.15548536668,40526.62421845
1663372800000,2022-09-17 00:00:00,USDC/USDT,0.991239,0.99916,0.987701,0.994528,62616.21474353811,62960.73589033
1663286400000,2022-09-16 00:00:00,USDC/USDT,0.994235,0.999145,0.987701,0.99288,46147.32802758506,46478.2531903
1663200000000,2022-09-15 00:00:00,USDC/USDT,0.999373,0.999373,0.986491,0.995183,45423.83696955448,45643.70268539
1663113600000,2022-09-14 00:00:00,USDC/USDT,0.998624,0.999373,0.987528,0.999009,34573.51892834418,34607.81527328
1663027200000,2022-09-13 00:00:00,USDC/USDT,0.996492,1.000932,0.983732,0.998307,59652.97115357758,59754.13490397
1662940800000,2022-09-12 00:00:00,USDC/USDT,0.998926,1.000759,0.994814,0.996412,49734.28607969067,49913.37527016
1662854400000,2022-09-11 00:00:00,USDC/USDT,0.998481,0.999995,0.998251,0.999169,50033.733896710466,50075.34650966
1662768000000,2022-09-10 00:00:00,USDC/USDT,0.998663,0.999999,0.99501,0.99853,57010.28167288213,57094.21016182
1662681600000,2022-09-09 00:00:00,USDC/USDT,0.999446,1.000375,0.99501,0.998635,58706.37423354495,58786.61796707
1662595200000,2022-09-08 00:00:00,USDC/USDT,0.996479,0.9999,0.9901,0.999429,42549.352858078564,42573.66241932
1662508800000,2022-09-07 00:00:00,USDC/USDT,0.989593,1.0,0.982,0.997035,53827.90161573535,53987.97596447
1662422400000,2022-09-06 00:00:00,USDC/USDT,0.988274,0.999,0.981631,0.987377,48237.4381984717,48854.12380324
1662336000000,2022-09-05 00:00:00,USDC/USDT,0.989814,0.9986,0.972541,0.986675,55448.89259283451,56197.72730923
1662249600000,2022-09-04 00:00:00,USDC/USDT,0.990248,0.995956,0.985309,0.989976,40614.003871111236,41025.24088575
