https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FSN,Volume USDT
1657238400,2022-07-08 00:00:00,FSN/USDT,0.225,0.2523,0.2228,0.236,1293554.06655339,302288.384541848384
1657152000,2022-07-07 00:00:00,FSN/USDT,0.2149,0.237,0.2138,0.2251,1162035.94068506,252708.900984304925
1657065600,2022-07-06 00:00:00,FSN/USDT,0.2147,0.22,0.211,0.2149,1191237.02869176,257956.221804962664
1656979200,2022-07-05 00:00:00,FSN/USDT,0.2208,0.2221,0.211,0.2147,1289348.9658448,278608.655671454643
1656892800,2022-07-04 00:00:00,FSN/USDT,0.2213,0.2241,0.2135,0.2208,1268373.50571073,275937.851319390374
1656806400,2022-07-03 00:00:00,FSN/USDT,0.2256,0.2343,0.2145,0.2213,257526.59035723,57039.451943081285
1656720000,2022-07-02 00:00:00,FSN/USDT,0.2268,0.2353,0.2065,0.2256,708975.557373,157512.677798435184
1656633600,2022-07-01 00:00:00,FSN/USDT,0.2223,0.2324,0.221,0.2269,1353716.81051519,309492.770737957984
1656547200,2022-06-30 00:00:00,FSN/USDT,0.2297,0.2353,0.2178,0.2223,1095159.29074013,248413.433087910005
1656460800,2022-06-29 00:00:00,FSN/USDT,0.2395,0.2396,0.2273,0.2297,943170.05732951,218790.331048338904
1656374400,2022-06-28 00:00:00,FSN/USDT,0.2473,0.2517,0.2355,0.2395,1194197.5204346,292932.724590945529
1656288000,2022-06-27 00:00:00,FSN/USDT,0.2674,0.2676,0.2421,0.2474,1287619.27351992,331484.49534235912
1656201600,2022-06-26 00:00:00,FSN/USDT,0.2659,0.283,0.2606,0.2673,1042363.67610355,280997.718672168751
1656115200,2022-06-25 00:00:00,FSN/USDT,0.2556,0.2705,0.2446,0.2657,1041848.28412693,266300.251634337401
1656028800,2022-06-24 00:00:00,FSN/USDT,0.2502,0.2602,0.241,0.2556,836047.50597233,211326.211581210972
1655942400,2022-06-23 00:00:00,FSN/USDT,0.2499,0.253,0.2439,0.2502,1257725.44354888,311664.142113546647
1655856000,2022-06-22 00:00:00,FSN/USDT,0.2538,0.2615,0.2439,0.2499,1134919.24429952,285445.557114827286
1655769600,2022-06-21 00:00:00,FSN/USDT,0.2399,0.2822,0.2378,0.2539,1042889.98987487,256867.631043329698
1655683200,2022-06-20 00:00:00,FSN/USDT,0.228,0.2723,0.224,0.2399,1008844.34155024,237300.570505976945
1655596800,2022-06-19 00:00:00,FSN/USDT,0.2214,0.2343,0.208,0.228,277877.08198153,61699.979213328288
1655510400,2022-06-18 00:00:00,FSN/USDT,0.2401,0.2407,0.2131,0.2213,616870.97214757,144772.119599591373
1655424000,2022-06-17 00:00:00,FSN/USDT,0.2406,0.2518,0.2357,0.2401,1230551.50095847,298248.287182835862
1655337600,2022-06-16 00:00:00,FSN/USDT,0.2526,0.2544,0.2397,0.2406,889693.89489017,217417.549345482523
1655251200,2022-06-15 00:00:00,FSN/USDT,0.2631,0.268,0.2332,0.2525,135170.23895743,33237.726948624108
1655164800,2022-06-14 00:00:00,FSN/USDT,0.2563,0.2799,0.249,0.2632,137179.78529983,35566.716056179831
1655078400,2022-06-13 00:00:00,FSN/USDT,0.2838,0.2873,0.244,0.2563,174149.4641479,45532.612093211289
1654992000,2022-06-12 00:00:00,FSN/USDT,0.3111,0.3473,0.2738,0.2838,108095.02234366,32651.178064254187
1654905600,2022-06-11 00:00:00,FSN/USDT,0.3416,0.3623,0.3082,0.311,108090.47372315,35274.681960773325
1654819200,2022-06-10 00:00:00,FSN/USDT,0.3479,0.3607,0.3401,0.3416,46310.78082068,16081.231534464193
1654732800,2022-06-09 00:00:00,FSN/USDT,0.3515,0.3679,0.343,0.3479,272551.8024025,96170.992687756496
1654646400,2022-06-08 00:00:00,FSN/USDT,0.3589,0.3602,0.3424,0.3503,1140220.26734164,400879.366452999661
1654560000,2022-06-07 00:00:00,FSN/USDT,0.3755,0.3767,0.341,0.3589,994836.51597456,354927.038695360006
1654473600,2022-06-06 00:00:00,FSN/USDT,0.3689,0.4062,0.3651,0.3753,1158148.83676065,435090.283981247197
1654387200,2022-06-05 00:00:00,FSN/USDT,0.3705,0.3931,0.3662,0.369,1084805.29140354,401388.134443100317
1654300800,2022-06-04 00:00:00,FSN/USDT,0.3691,0.3837,0.3574,0.3705,1209791.92882491,446411.670311965073
1654214400,2022-06-03 00:00:00,FSN/USDT,0.3986,0.4094,0.3639,0.3691,1035427.2046207,399197.433100515743
1654128000,2022-06-02 00:00:00,FSN/USDT,0.3461,0.4144,0.3459,0.3986,1111460.05430787,409713.298204683353
1654041600,2022-06-01 00:00:00,FSN/USDT,0.3554,0.3768,0.3398,0.3461,1093584.52985863,382362.630273184129
1653955200,2022-05-31 00:00:00,FSN/USDT,0.3534,0.3941,0.3314,0.3564,1189435.25641635,414160.300655088409
1653868800,2022-05-30 00:00:00,FSN/USDT,0.332,0.3563,0.3202,0.3534,1173243.27806877,393925.579924828474
1653782400,2022-05-29 00:00:00,FSN/USDT,0.3013,0.3384,0.294,0.3309,1259333.80282875,388749.088703148826
1653696000,2022-05-28 00:00:00,FSN/USDT,0.2666,0.3025,0.2614,0.3014,1349215.19142766,369797.075898345495
1653609600,2022-05-27 00:00:00,FSN/USDT,0.2807,0.2812,0.2617,0.2667,1320810.43737794,352929.1916111211
1653523200,2022-05-26 00:00:00,FSN/USDT,0.2897,0.2906,0.2635,0.2806,1285692.4192335,362912.783249294544
1653436800,2022-05-25 00:00:00,FSN/USDT,0.2954,0.2993,0.283,0.2895,1286282.35419655,376184.155812667161
1653350400,2022-05-24 00:00:00,FSN/USDT,0.2866,0.3025,0.28,0.2954,1311544.84424256,382124.354198586577
1653264000,2022-05-23 00:00:00,FSN/USDT,0.3065,0.3196,0.2846,0.2867,1332703.54083123,395039.16852628981
1653177600,2022-05-22 00:00:00,FSN/USDT,0.3066,0.3117,0.2993,0.3062,1187518.34370073,362839.360231664128
1653091200,2022-05-21 00:00:00,FSN/USDT,0.2972,0.3154,0.2942,0.3067,1098052.25804137,334407.992031744546
1653004800,2022-05-20 00:00:00,FSN/USDT,0.2942,0.3015,0.2825,0.2973,1066916.49404539,312012.614518403811
1652918400,2022-05-19 00:00:00,FSN/USDT,0.2902,0.3135,0.2838,0.2941,864635.86452967,255316.862871840356
1652832000,2022-05-18 00:00:00,FSN/USDT,0.315,0.3222,0.2829,0.2908,1074736.94664707,329466.636782158211
1652745600,2022-05-17 00:00:00,FSN/USDT,0.2672,0.35,0.2653,0.3151,1482104.07316625,439544.958067730484
1652659200,2022-05-16 00:00:00,FSN/USDT,0.2689,0.2724,0.2578,0.2673,1138440.86777708,302311.092944784948
1652572800,2022-05-15 00:00:00,FSN/USDT,0.2621,0.3029,0.2544,0.2689,1128783.89486179,296149.075838023602
1652486400,2022-05-14 00:00:00,FSN/USDT,0.2531,0.2622,0.2447,0.2621,1124648.68006946,285693.368101767456
1652400000,2022-05-13 00:00:00,FSN/USDT,0.2154,0.2973,0.2143,0.2531,1425840.24370388,370303.206047951617
1652313600,2022-05-12 00:00:00,FSN/USDT,0.2498,0.264,0.1994,0.2152,1595538.72657084,358113.159593292288
1652227200,2022-05-11 00:00:00,FSN/USDT,0.3615,0.3747,0.2417,0.2499,1779328.79561773,569692.50635300497
1652140800,2022-05-10 00:00:00,FSN/USDT,0.3708,0.3811,0.3535,0.3614,1262744.39705086,463820.118185384972
1652054400,2022-05-09 00:00:00,FSN/USDT,0.4144,0.4331,0.3662,0.3709,1118529.87324352,449334.094203010559
1651968000,2022-05-08 00:00:00,FSN/USDT,0.4146,0.425,0.3701,0.4145,2357354.56305746,965494.002642681512
1651881600,2022-05-07 00:00:00,FSN/USDT,0.3788,0.4351,0.3702,0.4145,1137309.61559984,460464.211758987554
1651795200,2022-05-06 00:00:00,FSN/USDT,0.31,0.52,0.31,0.3781,1268852.22556841,557359.030282480935
