https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HT,Volume USDT
1663189200,2022-09-14 21:00:00,HT/USDT,4.6025,4.616,4.6025,4.616,0.5196,2.39463324
1663185600,2022-09-14 20:00:00,HT/USDT,4.6131,4.6166,4.6,4.6,1013.4246,4661.76843519
1663182000,2022-09-14 19:00:00,HT/USDT,4.6018,4.6064,4.6009,4.6051,22.074,101.64091384
1663178400,2022-09-14 18:00:00,HT/USDT,4.6065,4.6065,4.5683,4.5957,65.2234,299.75247848
1663174800,2022-09-14 17:00:00,HT/USDT,4.6204,4.6237,4.6068,4.6068,10.8865,50.24445214
1663171200,2022-09-14 16:00:00,HT/USDT,4.614,4.6183,4.6067,4.614,76.0742,351.00199121
1663167600,2022-09-14 15:00:00,HT/USDT,4.6076,4.6192,4.6075,4.6182,1.9752,9.11435067
1663164000,2022-09-14 14:00:00,HT/USDT,4.6144,4.6188,4.6015,4.6108,12.4731,57.43844204
1663160400,2022-09-14 13:00:00,HT/USDT,4.628,4.628,4.6065,4.6065,6.2958,29.01874631
1663156800,2022-09-14 12:00:00,HT/USDT,4.6106,4.6106,4.59,4.5917,31.7903,146.43995189
1663153200,2022-09-14 11:00:00,HT/USDT,4.6011,4.6128,4.5969,4.6119,103.5457,477.07952854
1663149600,2022-09-14 10:00:00,HT/USDT,4.604,4.6195,4.6017,4.614,93.4385,430.74955635
1663146000,2022-09-14 09:00:00,HT/USDT,4.6267,4.6267,4.6267,4.6267,0.189,0.8744463
1663142400,2022-09-14 08:00:00,HT/USDT,4.605,4.6101,4.5969,4.5969,5.0308,23.16141498
1663138800,2022-09-14 07:00:00,HT/USDT,4.6096,4.6096,4.5992,4.5992,1.2396,5.70803865
1663135200,2022-09-14 06:00:00,HT/USDT,4.6149,4.6149,4.6052,4.611,10.9444,50.50190488
1663131600,2022-09-14 05:00:00,HT/USDT,4.6284,4.6284,4.6284,4.6284,0.3153,1.45933452
1663128000,2022-09-14 04:00:00,HT/USDT,4.622,4.6284,4.6192,4.6284,30.2123,139.64245302
1663124400,2022-09-14 03:00:00,HT/USDT,4.6082,4.63,4.6082,4.6288,303.3767,1399.15624582
1663120800,2022-09-14 02:00:00,HT/USDT,4.5923,4.5978,4.5854,4.5954,15.8137,72.56427872
1663117200,2022-09-14 01:00:00,HT/USDT,4.5853,4.5981,4.5853,4.5853,301.2235,1383.13316854
1663113600,2022-09-14 00:00:00,HT/USDT,4.5981,4.5981,4.5853,4.5853,116.557,534.47250971
1663110000,2022-09-13 23:00:00,HT/USDT,4.5853,4.5853,4.5853,4.5853,0.2218,1.01701954
1663106400,2022-09-13 22:00:00,HT/USDT,4.5767,4.6132,4.5765,4.6063,8.6803,40.00706352
1663102800,2022-09-13 21:00:00,HT/USDT,4.6031,4.6031,4.5812,4.5812,22.6733,104.01946398
1663099200,2022-09-13 20:00:00,HT/USDT,4.6016,4.6181,4.6016,4.6136,33.7163,155.51617888
1663095600,2022-09-13 19:00:00,HT/USDT,4.586,4.6038,4.5711,4.6038,48.924,224.29340567
1663092000,2022-09-13 18:00:00,HT/USDT,4.6196,4.6196,4.5925,4.5925,70.1431,323.7112712
1663088400,2022-09-13 17:00:00,HT/USDT,4.6076,4.6301,4.6076,4.6158,32.8124,151.55557017
1663084800,2022-09-13 16:00:00,HT/USDT,4.5949,4.6092,4.5692,4.6092,139.3112,637.24666596
1663081200,2022-09-13 15:00:00,HT/USDT,4.5885,4.6019,4.5661,4.5851,204.3352,933.86657729
1663077600,2022-09-13 14:00:00,HT/USDT,4.5863,4.617,4.5623,4.5883,505.6792,2321.93525452
1663074000,2022-09-13 13:00:00,HT/USDT,4.6383,4.6484,4.5868,4.5868,605.3932,2800.70876364
1663070400,2022-09-13 12:00:00,HT/USDT,4.774,4.774,4.6204,4.6321,493.5031,2326.41186287
1663066800,2022-09-13 11:00:00,HT/USDT,4.7522,4.7667,4.7522,4.7667,4.3534,20.73307944
1663063200,2022-09-13 10:00:00,HT/USDT,4.7418,4.7561,4.7418,4.7422,47.6598,226.28688226
1663059600,2022-09-13 09:00:00,HT/USDT,4.7534,4.76,4.7429,4.7429,4.0779,19.3849711
1663056000,2022-09-13 08:00:00,HT/USDT,4.7566,4.7566,4.7384,4.7495,54.0995,256.57480863
1663052400,2022-09-13 07:00:00,HT/USDT,4.7535,4.7675,4.7535,4.7555,1.432,6.81045048
1663048800,2022-09-13 06:00:00,HT/USDT,4.7658,4.7752,4.7562,4.7562,1.9132,9.1249552
1663045200,2022-09-13 05:00:00,HT/USDT,4.7602,4.7647,4.7587,4.7587,0.3659,1.74205448
1663041600,2022-09-13 04:00:00,HT/USDT,4.7556,4.7743,4.7556,4.7641,10.5049,50.03089517
1663038000,2022-09-13 03:00:00,HT/USDT,4.766,4.766,4.7559,4.7605,4.6969,22.36098609
1663034400,2022-09-13 02:00:00,HT/USDT,4.7376,4.7651,4.7376,4.755,6.561,31.23951361
1663030800,2022-09-13 01:00:00,HT/USDT,4.7406,4.7488,4.7258,4.7488,44.6036,211.3151042
1663027200,2022-09-13 00:00:00,HT/USDT,4.7762,4.7762,4.7217,4.7224,171.271,811.36611295
1663023600,2022-09-12 23:00:00,HT/USDT,4.7317,4.7658,4.7317,4.7658,65.1998,309.97477345
1663020000,2022-09-12 22:00:00,HT/USDT,4.7392,4.7392,4.7392,4.7392,0.3981,1.88667552
1663016400,2022-09-12 21:00:00,HT/USDT,4.7224,4.7502,4.7224,4.7308,56.9823,270.3464658
1663012800,2022-09-12 20:00:00,HT/USDT,4.7429,4.7528,4.7429,4.7528,33.1587,157.38346623
1663009200,2022-09-12 19:00:00,HT/USDT,4.7295,4.745,4.7295,4.735,24.7247,117.07699495
1663005600,2022-09-12 18:00:00,HT/USDT,4.7319,4.74,4.7319,4.74,3.349,15.8711091
1663002000,2022-09-12 17:00:00,HT/USDT,4.7244,4.7365,4.7215,4.7304,3.0291,14.3223974
1662998400,2022-09-12 16:00:00,HT/USDT,4.7128,4.719,4.7069,4.719,6.2187,29.29666647
1662994800,2022-09-12 15:00:00,HT/USDT,4.7456,4.7456,4.7129,4.7187,30.6148,144.75705777
1662991200,2022-09-12 14:00:00,HT/USDT,4.7643,4.7644,4.7507,4.7626,307.251,1460.05317004
1662987600,2022-09-12 13:00:00,HT/USDT,4.7536,4.7724,4.7425,4.7425,127.9227,607.69484886
1662984000,2022-09-12 12:00:00,HT/USDT,4.767,4.7706,4.7429,4.7706,85.2049,405.04841621
1662980400,2022-09-12 11:00:00,HT/USDT,4.7537,4.7742,4.7207,4.7687,613.8591,2906.82221954
1662976800,2022-09-12 10:00:00,HT/USDT,4.745,4.7664,4.745,4.7664,350.4223,1663.2989574
1662973200,2022-09-12 09:00:00,HT/USDT,4.7581,4.7664,4.7466,4.7485,6.7209,31.97206116
1662969600,2022-09-12 08:00:00,HT/USDT,4.7475,4.7591,4.7334,4.7582,1.709,8.11899603
1662966000,2022-09-12 07:00:00,HT/USDT,4.7263,4.7505,4.7263,4.7505,2.0325,9.63483711
1662962400,2022-09-12 06:00:00,HT/USDT,4.7216,4.7216,4.7058,4.7058,1.0156,4.79209696
1662958800,2022-09-12 05:00:00,HT/USDT,4.7215,4.7294,4.7197,4.7197,0.4598,2.17147406
1662955200,2022-09-12 04:00:00,HT/USDT,4.729,4.729,4.716,4.7175,2.8574,13.4825062
1662951600,2022-09-12 03:00:00,HT/USDT,4.7383,4.7383,4.7101,4.7101,1.0228,4.83190244
1662948000,2022-09-12 02:00:00,HT/USDT,4.7661,4.7661,4.7383,4.7383,2.3375,11.11207816
1662944400,2022-09-12 01:00:00,HT/USDT,4.7335,4.7834,4.7335,4.7834,25.6746,122.7797287
1662940800,2022-09-12 00:00:00,HT/USDT,4.766,4.766,4.7355,4.7355,4.6893,22.23471793
1662937200,2022-09-11 23:00:00,HT/USDT,4.7468,4.7692,4.7468,4.7692,6.412,30.5710752
1662933600,2022-09-11 22:00:00,HT/USDT,4.7346,4.7498,4.7346,4.7416,14.6475,69.40932658
1662930000,2022-09-11 21:00:00,HT/USDT,4.7342,4.748,4.7342,4.748,2.1036,9.96626465
1662926400,2022-09-11 20:00:00,HT/USDT,4.74,4.7412,4.707,4.735,89.2798,423.04884845
1662922800,2022-09-11 19:00:00,HT/USDT,4.747,4.7616,4.7315,4.7315,340.9442,1613.97140218
1662919200,2022-09-11 18:00:00,HT/USDT,4.7774,4.7867,4.759,4.7866,726.7563,3470.30055931
1662915600,2022-09-11 17:00:00,HT/USDT,4.7603,4.7945,4.7603,4.7901,1093.6658,5232.80113187
1662912000,2022-09-11 16:00:00,HT/USDT,4.7397,4.7694,4.7397,4.7643,112.5894,536.1290344
1662908400,2022-09-11 15:00:00,HT/USDT,4.6959,4.7459,4.6924,4.7459,168.5778,794.00770045
1662904800,2022-09-11 14:00:00,HT/USDT,4.6855,4.6964,4.6854,4.6901,4.7235,22.16052725
1662901200,2022-09-11 13:00:00,HT/USDT,4.7137,4.7137,4.6856,4.6856,2.966,13.93319113
1662897600,2022-09-11 12:00:00,HT/USDT,4.685,4.7102,4.685,4.6918,3.244,15.22534754
1662894000,2022-09-11 11:00:00,HT/USDT,4.6941,4.6946,4.6859,4.6946,25.6043,120.08960462
1662890400,2022-09-11 10:00:00,HT/USDT,4.6857,4.6857,4.685,4.685,104.6009,490.05553889
1662886800,2022-09-11 09:00:00,HT/USDT,4.6638,4.6872,4.6548,4.6777,195.1663,909.8735212
1662883200,2022-09-11 08:00:00,HT/USDT,4.6815,4.6909,4.6552,4.6552,124.9091,583.49068675
1662879600,2022-09-11 07:00:00,HT/USDT,4.6742,4.6943,4.6742,4.6943,1.8084,8.47439087
1662876000,2022-09-11 06:00:00,HT/USDT,4.6855,4.6855,4.6695,4.6742,42.4011,198.37287421
1662872400,2022-09-11 05:00:00,HT/USDT,4.6767,4.6859,4.6767,4.677,21.7058,101.69718139
1662868800,2022-09-11 04:00:00,HT/USDT,4.6943,4.6961,4.6767,4.6767,3.343,15.67313069
1662865200,2022-09-11 03:00:00,HT/USDT,4.7029,4.7029,4.6661,4.6748,202.5796,946.79107958
1662861600,2022-09-11 02:00:00,HT/USDT,4.7016,4.7112,4.6897,4.703,59.7894,280.78043574
1662858000,2022-09-11 01:00:00,HT/USDT,4.7133,4.729,4.7099,4.729,3.32,15.66362252
1662854400,2022-09-11 00:00:00,HT/USDT,4.7185,4.7247,4.7185,4.7247,0.4669,2.20439413
1662850800,2022-09-10 23:00:00,HT/USDT,4.717,4.7342,4.717,4.7259,15.5641,73.4930569
1662847200,2022-09-10 22:00:00,HT/USDT,4.697,4.7186,4.697,4.717,315.3724,1487.57364132
1662843600,2022-09-10 21:00:00,HT/USDT,4.6931,4.7264,4.68,4.7264,41.6557,195.5885429
1662840000,2022-09-10 20:00:00,HT/USDT,4.6934,4.6934,4.6752,4.6752,2.2076,10.33493724
1662836400,2022-09-10 19:00:00,HT/USDT,4.6823,4.6935,4.6304,4.6935,1687.7655,7840.85986159
1662832800,2022-09-10 18:00:00,HT/USDT,4.6794,4.6947,4.6794,4.6926,0.7072,3.31719387
1662829200,2022-09-10 17:00:00,HT/USDT,4.6792,4.6881,4.674,4.6843,115.9911,542.49978873
1662825600,2022-09-10 16:00:00,HT/USDT,4.6803,4.6935,4.6747,4.6935,15.8753,74.35874177
1662822000,2022-09-10 15:00:00,HT/USDT,4.7001,4.7001,4.6865,4.6943,16.8176,78.99102967
1662818400,2022-09-10 14:00:00,HT/USDT,4.6861,4.729,4.6861,4.7005,408.8788,1928.72999156
1662814800,2022-09-10 13:00:00,HT/USDT,4.6823,4.6885,4.6772,4.6772,1.1548,5.40886182
1662811200,2022-09-10 12:00:00,HT/USDT,4.688,4.705,4.6797,4.6797,140.5588,660.05752065
1662807600,2022-09-10 11:00:00,HT/USDT,4.6843,4.6851,4.6724,4.678,85.3391,399.24080776
1662804000,2022-09-10 10:00:00,HT/USDT,4.6928,4.7033,4.6774,4.7033,7.3316,34.3221049
1662800400,2022-09-10 09:00:00,HT/USDT,4.7192,4.7291,4.6664,4.6928,178.1775,836.40332777
1662796800,2022-09-10 08:00:00,HT/USDT,4.7443,4.7443,4.7079,4.7087,131.1774,619.57399252
1662793200,2022-09-10 07:00:00,HT/USDT,4.7689,4.7704,4.7469,4.7469,19.5058,92.93651782
1662789600,2022-09-10 06:00:00,HT/USDT,4.7696,4.7978,4.7658,4.7714,194.1043,929.04576962
1662786000,2022-09-10 05:00:00,HT/USDT,4.7693,4.7845,4.7693,4.7845,10.3205,49.23147257
1662782400,2022-09-10 04:00:00,HT/USDT,4.7792,4.7794,4.7617,4.7617,20.5063,97.99785854
1662778800,2022-09-10 03:00:00,HT/USDT,4.7838,4.7838,4.7799,4.7799,0.6815,3.25946355
1662775200,2022-09-10 02:00:00,HT/USDT,4.7944,4.7944,4.769,4.7847,7.1827,34.35487523
1662771600,2022-09-10 01:00:00,HT/USDT,4.7625,4.7944,4.7625,4.7944,105.2514,502.90738616
1662768000,2022-09-10 00:00:00,HT/USDT,4.7565,4.7729,4.7565,4.7711,19.1843,91.43663853
1662764400,2022-09-09 23:00:00,HT/USDT,4.7681,4.7801,4.7656,4.7788,24.7103,118.03231183
1662760800,2022-09-09 22:00:00,HT/USDT,4.7777,4.7833,4.7658,4.7833,15.0896,72.09195012
1662757200,2022-09-09 21:00:00,HT/USDT,4.7538,4.762,4.7538,4.762,192.0012,912.89980302
1662753600,2022-09-09 20:00:00,HT/USDT,4.7519,4.771,4.7358,4.7678,115.7939,551.1501862
1662750000,2022-09-09 19:00:00,HT/USDT,4.7406,4.7579,4.7394,4.7394,0.7006,3.32392926
1662746400,2022-09-09 18:00:00,HT/USDT,4.7492,4.7492,4.7163,4.7333,26.3253,124.45421447
1662742800,2022-09-09 17:00:00,HT/USDT,4.7796,4.7796,4.7299,4.7299,104.7878,498.89696359
1662739200,2022-09-09 16:00:00,HT/USDT,4.7809,4.794,4.7551,4.7719,55.2482,264.34626769
1662735600,2022-09-09 15:00:00,HT/USDT,4.7801,4.7809,4.7644,4.7809,587.274,2799.22357694
1662732000,2022-09-09 14:00:00,HT/USDT,4.7539,4.7801,4.7539,4.7801,49.8183,237.01825324
1662728400,2022-09-09 13:00:00,HT/USDT,4.7763,4.7763,4.7376,4.7393,548.7598,2606.02268445
1662724800,2022-09-09 12:00:00,HT/USDT,4.7786,4.8095,4.7738,4.7825,110.3803,528.72596619
1662721200,2022-09-09 11:00:00,HT/USDT,4.7779,4.7779,4.7539,4.7648,341.0219,1625.6674676
1662717600,2022-09-09 10:00:00,HT/USDT,4.7205,4.7785,4.7183,4.7785,1087.097,5165.00290877
1662714000,2022-09-09 09:00:00,HT/USDT,4.7263,4.7264,4.7071,4.724,40.7338,192.46641977
1662710400,2022-09-09 08:00:00,HT/USDT,4.7597,4.7597,4.7072,4.7297,179.2709,849.42157098
1662706800,2022-09-09 07:00:00,HT/USDT,4.7633,4.7643,4.7192,4.7614,3058.534,14438.36862186
1662703200,2022-09-09 06:00:00,HT/USDT,4.7553,4.7633,4.719,4.7633,434.3977,2058.00998704
1662699600,2022-09-09 05:00:00,HT/USDT,4.7981,4.83,4.7308,4.7553,471.934,2273.80363507
1662696000,2022-09-09 04:00:00,HT/USDT,4.795,4.8249,4.795,4.7981,1364.4571,6547.39996904
1662692400,2022-09-09 03:00:00,HT/USDT,4.7303,4.7931,4.7281,4.7931,351.5442,1667.26750333
1662688800,2022-09-09 02:00:00,HT/USDT,4.7213,4.737,4.7205,4.737,284.6602,1344.214109
1662685200,2022-09-09 01:00:00,HT/USDT,4.7561,4.7561,4.7264,4.7349,80.8906,384.30545962
1662681600,2022-09-09 00:00:00,HT/USDT,4.757,4.757,4.7446,4.7558,0.7416,3.52456572
1662678000,2022-09-08 23:00:00,HT/USDT,4.7402,4.748,4.7304,4.748,2.4581,11.65610116
1662674400,2022-09-08 22:00:00,HT/USDT,4.73,4.73,4.7237,4.7237,0.6036,2.85408804
1662670800,2022-09-08 21:00:00,HT/USDT,4.7379,4.7383,4.7268,4.7268,4.9628,23.50784148
1662667200,2022-09-08 20:00:00,HT/USDT,4.7468,4.757,4.7325,4.7385,1.7207,8.15812165
1662663600,2022-09-08 19:00:00,HT/USDT,4.719,4.7472,4.7154,4.7472,24.5619,115.88654126
1662660000,2022-09-08 18:00:00,HT/USDT,4.7323,4.7789,4.7323,4.7442,296.1292,1408.97548867
1662656400,2022-09-08 17:00:00,HT/USDT,4.698,4.8124,4.6849,4.7383,504.4207,2406.7534627
1662652800,2022-09-08 16:00:00,HT/USDT,4.7288,4.7311,4.6982,4.7044,13.0264,61.43317566
1662649200,2022-09-08 15:00:00,HT/USDT,4.7454,4.7924,4.7191,4.7253,37.4183,177.81011526
1662645600,2022-09-08 14:00:00,HT/USDT,4.614,4.832,4.614,4.757,374.5314,1775.38738858
1662642000,2022-09-08 13:00:00,HT/USDT,4.6001,4.6098,4.574,4.6098,320.4476,1471.93693842
1662638400,2022-09-08 12:00:00,HT/USDT,4.6136,4.623,4.6039,4.6039,8.4018,38.70876035
1662634800,2022-09-08 11:00:00,HT/USDT,4.6301,4.6301,4.6042,4.6256,48.9548,225.98935779
1662631200,2022-09-08 10:00:00,HT/USDT,4.629,4.6301,4.6126,4.6201,65.5613,302.84703063
1662627600,2022-09-08 09:00:00,HT/USDT,4.6171,4.6223,4.6044,4.6044,18.3565,84.64233452
1662624000,2022-09-08 08:00:00,HT/USDT,4.6122,4.6123,4.6001,4.6074,11.8931,54.71647447
1662620400,2022-09-08 07:00:00,HT/USDT,4.64,4.64,4.5485,4.6135,655.19,3012.33568343
1662616800,2022-09-08 06:00:00,HT/USDT,4.6939,4.694,4.64,4.64,730.5782,3407.04499076
1662613200,2022-09-08 05:00:00,HT/USDT,4.6969,4.7065,4.6766,4.7065,139.8184,655.24865664
1662609600,2022-09-08 04:00:00,HT/USDT,4.6979,4.7133,4.6958,4.7133,7.1105,33.51019614
1662606000,2022-09-08 03:00:00,HT/USDT,4.7054,4.7054,4.6805,4.6805,0.5028,2.35662791
1662602400,2022-09-08 02:00:00,HT/USDT,4.7064,4.7064,4.6575,4.7038,79.7681,372.21527122
1662598800,2022-09-08 01:00:00,HT/USDT,4.728,4.728,4.7035,4.7035,17.6414,83.24628773
1662595200,2022-09-08 00:00:00,HT/USDT,4.7062,4.7276,4.7062,4.7276,11.47,53.99258012
1662591600,2022-09-07 23:00:00,HT/USDT,4.7171,4.7313,4.7171,4.7313,84.7978,400.16519232
1662588000,2022-09-07 22:00:00,HT/USDT,4.7161,4.72,4.7013,4.7064,0.7917,3.73086983
1662584400,2022-09-07 21:00:00,HT/USDT,4.73,4.73,4.7098,4.7113,13.7155,64.61141629
1662580800,2022-09-07 20:00:00,HT/USDT,4.6429,4.7313,4.6429,4.7313,6.3868,29.87345596
1662577200,2022-09-07 19:00:00,HT/USDT,4.6442,4.6602,4.6442,4.6602,0.8239,3.83534518
1662573600,2022-09-07 18:00:00,HT/USDT,4.654,4.6558,4.6283,4.6477,97.1602,450.85355613
1662570000,2022-09-07 17:00:00,HT/USDT,4.6431,4.6541,4.6431,4.654,100.0467,465.21781372
1662566400,2022-09-07 16:00:00,HT/USDT,4.6481,4.6757,4.6352,4.6352,95.075,443.26899154
