https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DYP,Volume ETH
1653177600,2022-05-22 00:00:00,DYP/ETH,0.00004,0.000043,0.000039,0.000042,1180568.18194038,48.52647470377938
1653091200,2022-05-21 00:00:00,DYP/ETH,0.000037,0.000041,0.000037,0.000041,847787.99606036,33.33937454869368
1653004800,2022-05-20 00:00:00,DYP/ETH,0.000039,0.00004,0.000037,0.000037,874028.183,33.3111874047
1652918400,2022-05-19 00:00:00,DYP/ETH,0.000038,0.000041,0.000036,0.000039,1248862.5013,48.1842893847
1652832000,2022-05-18 00:00:00,DYP/ETH,0.000039,0.00004,0.000036,0.000038,525610.0721,19.5928802556
1652745600,2022-05-17 00:00:00,DYP/ETH,0.000038,0.00004,0.000037,0.000038,464869.1111,17.8275877382
1652659200,2022-05-16 00:00:00,DYP/ETH,0.000035,0.000041,0.000035,0.000039,801918.5649,31.1620535462
1652572800,2022-05-15 00:00:00,DYP/ETH,0.000033,0.000036,0.000033,0.000035,512396.12555714,17.6176516512999
1652486400,2022-05-14 00:00:00,DYP/ETH,0.000031,0.000036,0.000029,0.000033,387533.0451,12.2889428568
1652400000,2022-05-13 00:00:00,DYP/ETH,0.000029,0.000036,0.000028,0.000031,834010.895,25.8729168672
1652313600,2022-05-12 00:00:00,DYP/ETH,0.000038,0.00004,0.000028,0.00003,2278923.49801727,77.50890210024942
1652227200,2022-05-11 00:00:00,DYP/ETH,0.000045,0.000059,0.00003,0.000039,1563272.89919243,62.03318198794426
1652140800,2022-05-10 00:00:00,DYP/ETH,0.000045,0.000061,0.00004,0.000046,900665.47961043,41.23042738767978
1652054400,2022-05-09 00:00:00,DYP/ETH,0.000046,0.000049,0.000045,0.000046,479000.4097,22.3748925188
1651968000,2022-05-08 00:00:00,DYP/ETH,0.000045,0.000047,0.000045,0.000046,282493.0667,12.9987908027
1651881600,2022-05-07 00:00:00,DYP/ETH,0.000045,0.000046,0.000044,0.000045,111077.9543,4.9797449285
1651795200,2022-05-06 00:00:00,DYP/ETH,0.000043,0.000045,0.000043,0.000045,257866.3759,11.2966571421
1651708800,2022-05-05 00:00:00,DYP/ETH,0.000046,0.000046,0.000043,0.000044,238247.68020452,10.70835996460792
1651622400,2022-05-04 00:00:00,DYP/ETH,0.000044,0.000048,0.000041,0.000046,400263.5135,17.5086468465
1651536000,2022-05-03 00:00:00,DYP/ETH,0.000045,0.000046,0.000041,0.000044,631343.60478139,27.64757729759977
1651449600,2022-05-02 00:00:00,DYP/ETH,0.000039,0.00005,0.000038,0.000045,734406.1636,31.9230704108
1651363200,2022-05-01 00:00:00,DYP/ETH,0.00004,0.000043,0.000037,0.00004,425053.0888,16.7462586851
1651276800,2022-04-30 00:00:00,DYP/ETH,0.000041,0.000042,0.000039,0.00004,374658.4859,15.3145581524
1651190400,2022-04-29 00:00:00,DYP/ETH,0.000042,0.000043,0.000038,0.000041,607332.8823,25.2559308083
1651104000,2022-04-28 00:00:00,DYP/ETH,0.000043,0.000044,0.000042,0.000042,602011.2615,25.5308398379
1651017600,2022-04-27 00:00:00,DYP/ETH,0.000044,0.000044,0.000041,0.000043,1236215.3941,53.0896853304
1650931200,2022-04-26 00:00:00,DYP/ETH,0.00004,0.000052,0.00004,0.000044,921368.67349905,40.8755415486994
1650844800,2022-04-25 00:00:00,DYP/ETH,0.000044,0.000045,0.00004,0.00004,538961.22581981,22.89454834905183
1650758400,2022-04-24 00:00:00,DYP/ETH,0.000043,0.000053,0.000043,0.000044,625022.76885363,28.83195889885972
1650672000,2022-04-23 00:00:00,DYP/ETH,0.000042,0.000043,0.000042,0.000043,157616.5556,6.7552604138
1650585600,2022-04-22 00:00:00,DYP/ETH,0.000042,0.000043,0.000041,0.000042,232647.33052182,9.85504588180684
1650499200,2022-04-21 00:00:00,DYP/ETH,0.000043,0.000044,0.00004,0.000042,484332.64028113,20.41779299819774
1650412800,2022-04-20 00:00:00,DYP/ETH,0.000045,0.000045,0.000043,0.000044,192805.17359999,8.58853530819956
1650326400,2022-04-19 00:00:00,DYP/ETH,0.000043,0.000045,0.000042,0.000045,563790.325,24.7355719389
1650240000,2022-04-18 00:00:00,DYP/ETH,0.000046,0.000047,0.000043,0.000044,389421.3329,17.4299636928
1650153600,2022-04-17 00:00:00,DYP/ETH,0.00005,0.000051,0.000044,0.000047,578126.1489,26.6993097948
1650067200,2022-04-16 00:00:00,DYP/ETH,0.000048,0.00005,0.000047,0.000049,130344.3104884,6.3179606404316
1649980800,2022-04-15 00:00:00,DYP/ETH,0.000046,0.000049,0.000046,0.000048,175972.4185,8.2984958606
1649894400,2022-04-14 00:00:00,DYP/ETH,0.000047,0.000058,0.000046,0.000047,699126.20508792,35.00780919255976
1649808000,2022-04-13 00:00:00,DYP/ETH,0.000044,0.000051,0.000044,0.000046,542975.34466008,25.81013415402812
1649721600,2022-04-12 00:00:00,DYP/ETH,0.000043,0.000049,0.000043,0.000044,356910.72013615,16.43798712713988
1649635200,2022-04-11 00:00:00,DYP/ETH,0.000047,0.000047,0.000041,0.000043,610230.47582748,27.01038421667034
1649548800,2022-04-10 00:00:00,DYP/ETH,0.000047,0.000048,0.000046,0.000047,217012.3241,10.2052032933
1649462400,2022-04-09 00:00:00,DYP/ETH,0.000047,0.000049,0.000047,0.000047,71538.41694895,3.43796184779855
1649376000,2022-04-08 00:00:00,DYP/ETH,0.000052,0.000052,0.000047,0.000047,283908.04347692,14.01842100019984
1649289600,2022-04-07 00:00:00,DYP/ETH,0.000052,0.000059,0.000049,0.000051,452687.52719824,22.91638746870144
1649203200,2022-04-06 00:00:00,DYP/ETH,0.000053,0.000056,0.000051,0.000052,369458.86313618,19.56270729287909
1649116800,2022-04-05 00:00:00,DYP/ETH,0.000056,0.000057,0.000051,0.000051,414603.50098565,22.08169672753945
1649030400,2022-04-04 00:00:00,DYP/ETH,0.00005,0.000069,0.00005,0.000057,937993.19632811,53.76788880753781
1648944000,2022-04-03 00:00:00,DYP/ETH,0.000049,0.000052,0.000048,0.00005,274052.6623,13.6183358233
1648857600,2022-04-02 00:00:00,DYP/ETH,0.00005,0.000053,0.000049,0.000049,346687.3924,17.394543857
1648771200,2022-04-01 00:00:00,DYP/ETH,0.000051,0.000052,0.000047,0.00005,313810.2194,15.5419850096
1648684800,2022-03-31 00:00:00,DYP/ETH,0.000055,0.000058,0.00005,0.000052,244646.22766851,12.92578053919954
1648598400,2022-03-30 00:00:00,DYP/ETH,0.000055,0.000074,0.000054,0.000055,381299.9556,22.1866984039
1648512000,2022-03-29 00:00:00,DYP/ETH,0.000058,0.000058,0.000054,0.000055,398463.4924727,22.0761709976875
1648425600,2022-03-28 00:00:00,DYP/ETH,0.000058,0.000064,0.000055,0.000058,267441.6967,15.5298882751
1648339200,2022-03-27 00:00:00,DYP/ETH,0.000058,0.000058,0.000054,0.000057,271900.9422,15.2612459153
1648252800,2022-03-26 00:00:00,DYP/ETH,0.000061,0.000061,0.000058,0.000058,125397.4085,7.4910924588
1648166400,2022-03-25 00:00:00,DYP/ETH,0.000065,0.000077,0.00006,0.000062,680982.737018,46.25720483466
1648080000,2022-03-24 00:00:00,DYP/ETH,0.000058,0.000072,0.000053,0.000065,427397.35169892,25.6431595952993
1647993600,2022-03-23 00:00:00,DYP/ETH,0.000061,0.000063,0.000056,0.000058,300739.88185429,17.88862889906727
1647907200,2022-03-22 00:00:00,DYP/ETH,0.000057,0.000062,0.000054,0.000061,247238.4981,14.1528738387
1647820800,2022-03-21 00:00:00,DYP/ETH,0.000058,0.00006,0.000055,0.000056,250505.79115364,14.66354017325748
1647734400,2022-03-20 00:00:00,DYP/ETH,0.000066,0.000067,0.000058,0.000058,261939.63603099,16.26296211499828
1647648000,2022-03-19 00:00:00,DYP/ETH,0.000054,0.000093,0.000052,0.000067,859395.4078582,61.28929842500899
1647561600,2022-03-18 00:00:00,DYP/ETH,0.00005,0.000054,0.000048,0.000054,190821.7006,9.5602905695
1647475200,2022-03-17 00:00:00,DYP/ETH,0.000052,0.000052,0.000049,0.00005,121954.2314,6.1068939689
1647388800,2022-03-16 00:00:00,DYP/ETH,0.000051,0.000064,0.00005,0.000052,456376.66942372,24.301580261886
1647302400,2022-03-15 00:00:00,DYP/ETH,0.000053,0.000055,0.000051,0.000052,202229.5042,10.7296052798
1647216000,2022-03-14 00:00:00,DYP/ETH,0.000055,0.000056,0.000052,0.000053,321518.68809629,17.48607853639966
1647129600,2022-03-13 00:00:00,DYP/ETH,0.000056,0.000075,0.000055,0.000055,271035.27436575,15.68210467449975
1647043200,2022-03-12 00:00:00,DYP/ETH,0.000058,0.000058,0.000053,0.000056,226187.0756,12.6003080691
1646956800,2022-03-11 00:00:00,DYP/ETH,0.000061,0.000061,0.000058,0.000058,284599.0379,17.0752406552
1646870400,2022-03-10 00:00:00,DYP/ETH,0.000059,0.000061,0.000059,0.00006,113797.7055,6.8897625819
1646784000,2022-03-09 00:00:00,DYP/ETH,0.000059,0.000061,0.000057,0.000059,328931.819154,19.42361828624
1646697600,2022-03-08 00:00:00,DYP/ETH,0.000065,0.000066,0.000059,0.000059,238299.8769,14.8739103169
1646611200,2022-03-07 00:00:00,DYP/ETH,0.000063,0.000069,0.000063,0.000065,373881.8739008,23.992962310852
1646524800,2022-03-06 00:00:00,DYP/ETH,0.000067,0.000067,0.000061,0.000063,227621.01715267,14.58585298445997
1646438400,2022-03-05 00:00:00,DYP/ETH,0.000068,0.000069,0.000067,0.000068,75524.92027225,5.13647556288525
1646352000,2022-03-04 00:00:00,DYP/ETH,0.000064,0.000069,0.000064,0.000068,276735.4258,18.4063527541
1646265600,2022-03-03 00:00:00,DYP/ETH,0.000064,0.000068,0.000061,0.000064,284228.36993684,18.31792775520142
1646179200,2022-03-02 00:00:00,DYP/ETH,0.000061,0.000074,0.000059,0.000064,423540.04376933,28.27498198708377
1646092800,2022-03-01 00:00:00,DYP/ETH,0.000063,0.000066,0.000061,0.000061,204463.61522866,13.03347400500558
1646006400,2022-02-28 00:00:00,DYP/ETH,0.000067,0.000068,0.000063,0.000063,171814.83362396,11.41481050979943
1645920000,2022-02-27 00:00:00,DYP/ETH,0.000067,0.00007,0.000065,0.000067,126459.378,8.4609757658
1645833600,2022-02-26 00:00:00,DYP/ETH,0.000068,0.00007,0.000066,0.000067,115296.58942977,7.86829705499972
1645747200,2022-02-25 00:00:00,DYP/ETH,0.000073,0.000073,0.000067,0.000068,317704.88221805,22.5290615798996
1645660800,2022-02-24 00:00:00,DYP/ETH,0.000073,0.000108,0.000069,0.000074,659221.0658079,50.2586433617711
1645574400,2022-02-23 00:00:00,DYP/ETH,0.000074,0.000074,0.00007,0.000072,219180.63728627,15.75939004589865
1645488000,2022-02-22 00:00:00,DYP/ETH,0.000082,0.000082,0.000073,0.000074,264931.24805337,20.05524561659923
1645401600,2022-02-21 00:00:00,DYP/ETH,0.000079,0.000144,0.000076,0.000082,343570.91109967,28.88020543418184
1645315200,2022-02-20 00:00:00,DYP/ETH,0.000085,0.000087,0.000079,0.000079,195414.45185906,16.3709137612981
1645228800,2022-02-19 00:00:00,DYP/ETH,0.000085,0.000087,0.000083,0.000085,128944.1954,11.0350418515
1645142400,2022-02-18 00:00:00,DYP/ETH,0.000094,0.000097,0.000085,0.000086,256573.67430869,23.01873704399948
1645056000,2022-02-17 00:00:00,DYP/ETH,0.000078,0.000131,0.000078,0.000094,495190.31033129,43.28896466823965
1644969600,2022-02-16 00:00:00,DYP/ETH,0.000077,0.000082,0.000076,0.000078,289440.5099,22.8397441862
1644883200,2022-02-15 00:00:00,DYP/ETH,0.000082,0.000082,0.000076,0.000076,154115.39163827,12.29999035659987
1644796800,2022-02-14 00:00:00,DYP/ETH,0.000084,0.000086,0.000081,0.000081,106315.7473,8.900612827
1644710400,2022-02-13 00:00:00,DYP/ETH,0.000086,0.000086,0.000083,0.000083,121160.88705882,10.2626983964997
1644624000,2022-02-12 00:00:00,DYP/ETH,0.000085,0.000089,0.000084,0.000086,168951.36355955,14.61424703279995
1644537600,2022-02-11 00:00:00,DYP/ETH,0.000094,0.000095,0.000085,0.000085,157878.79483964,14.13498520652458
1644451200,2022-02-10 00:00:00,DYP/ETH,0.000101,0.000101,0.000091,0.000094,174175.89556262,16.67731594167014
1644364800,2022-02-09 00:00:00,DYP/ETH,0.000113,0.000115,0.000098,0.000101,274443.6628,29.3040659636
1644278400,2022-02-08 00:00:00,DYP/ETH,0.000099,0.00013,0.000098,0.000113,215195.69660787,23.00308314051879
1644192000,2022-02-07 00:00:00,DYP/ETH,0.000103,0.000106,0.000097,0.000098,138942.59343846,14.30328701019984
1644105600,2022-02-06 00:00:00,DYP/ETH,0.000111,0.000112,0.000103,0.000104,85706.68129602,9.14845859333888
