https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DYP,Volume ETH
1663459200,2022-09-18 00:00:00,DYP/ETH,0.00012809,0.00012822,0.00012738,0.0001281,315.0271,0.040258052539
1663372800,2022-09-17 00:00:00,DYP/ETH,0.00012521,0.00013009,0.00012151,0.00012757,47266.6631,5.899232761592
1663286400,2022-09-16 00:00:00,DYP/ETH,0.00011881,0.00012923,0.00011837,0.0001258,74552.1819,9.127934133193
1663200000,2022-09-15 00:00:00,DYP/ETH,0.00011349,0.00013159,0.00010781,0.00011893,125572.1572,14.689191458689
1663113600,2022-09-14 00:00:00,DYP/ETH,0.00011177,0.00012601,0.00010674,0.00011433,161154.0244,18.500074576941
1663027200,2022-09-13 00:00:00,DYP/ETH,0.00010365,0.0001146,0.00009964,0.00011188,94604.0724,10.190274248975
1662940800,2022-09-12 00:00:00,DYP/ETH,0.00010281,0.00010572,0.00010045,0.00010375,38461.8853,3.97472574547
1662854400,2022-09-11 00:00:00,DYP/ETH,0.00009989,0.00011002,0.000099,0.00010295,90274.6565,9.470111861257
1662768000,2022-09-10 00:00:00,DYP/ETH,0.00010449,0.00010563,0.00009667,0.00010007,59958.6352,5.987757227093
1662681600,2022-09-09 00:00:00,DYP/ETH,0.00010701,0.00011148,0.0001008,0.00010449,101067.2357,10.662993408571
1662595200,2022-09-08 00:00:00,DYP/ETH,0.00010512,0.00011393,0.00010388,0.0001068,47011.4769,5.064655018031
1662508800,2022-09-07 00:00:00,DYP/ETH,0.00010885,0.00011567,0.00010404,0.00010508,33470.282,3.655565904632
1662422400,2022-09-06 00:00:00,DYP/ETH,0.00010829,0.00011007,0.00010325,0.00010863,86299.4513,9.204887701072
1662336000,2022-09-05 00:00:00,DYP/ETH,0.00011366,0.00012053,0.000108,0.0001081,78530.0772,9.07575318724
1662249600,2022-09-04 00:00:00,DYP/ETH,0.00011573,0.00011829,0.00010871,0.00011355,43991.2017,5.006078378786
1662163200,2022-09-03 00:00:00,DYP/ETH,0.0001146,0.00012135,0.00011004,0.00011517,55528.6611,6.395532577935
1662076800,2022-09-02 00:00:00,DYP/ETH,0.00011093,0.00011459,0.00010925,0.00011459,32815.4568,3.679819075286
1661990400,2022-09-01 00:00:00,DYP/ETH,0.00011297,0.0001154,0.00010862,0.00010982,85047.9107,9.492535056329
1661904000,2022-08-31 00:00:00,DYP/ETH,0.00012076,0.00012112,0.00010901,0.0001146,106529.1982,12.348734285929
1661817600,2022-08-30 00:00:00,DYP/ETH,0.00012628,0.00013952,0.0001171,0.00012119,250540.7574,31.873156686234
1661731200,2022-08-29 00:00:00,DYP/ETH,0.00012103,0.00015128,0.00012021,0.00012684,169633.0666,22.794767519314
1661644800,2022-08-28 00:00:00,DYP/ETH,0.00011955,0.00012178,0.00011699,0.00012175,64543.404,7.698408015118
1661558400,2022-08-27 00:00:00,DYP/ETH,0.00012065,0.00012541,0.00011706,0.00011927,111036.7466,13.440987054009
1661472000,2022-08-26 00:00:00,DYP/ETH,0.00011589,0.00012152,0.00011253,0.00012077,82597.6628,9.772913513888
1661385600,2022-08-25 00:00:00,DYP/ETH,0.00011849,0.00011993,0.00011468,0.00011572,29317.9399,3.444231587397
1661299200,2022-08-24 00:00:00,DYP/ETH,0.00012226,0.00012403,0.000116,0.00011949,100365.3459,12.059832715335
1661212800,2022-08-23 00:00:00,DYP/ETH,0.00012461,0.00013038,0.00012136,0.00012169,132491.5916,16.702366663782
1661126400,2022-08-22 00:00:00,DYP/ETH,0.0001325,0.00013416,0.00012191,0.00012474,97338.0292,12.314378310405
1661040000,2022-08-21 00:00:00,DYP/ETH,0.00013152,0.00013622,0.00012619,0.00013163,53123.3887,6.963755313251
1660953600,2022-08-20 00:00:00,DYP/ETH,0.00013732,0.00013732,0.00012877,0.00013152,52069.4872,7.01167548731
1660867200,2022-08-19 00:00:00,DYP/ETH,0.00012449,0.00013765,0.00012449,0.00013732,186155.5221,24.409369352354
1660780800,2022-08-18 00:00:00,DYP/ETH,0.00012565,0.00012876,0.00011979,0.00012366,129882.902,16.126768314646
1660694400,2022-08-17 00:00:00,DYP/ETH,0.00012506,0.0001312,0.00012445,0.00012714,238970.9817,30.565179227657
1660608000,2022-08-16 00:00:00,DYP/ETH,0.00012298,0.00012819,0.00012229,0.00012506,92904.5894,11.707404884939
1660521600,2022-08-15 00:00:00,DYP/ETH,0.00013327,0.00013363,0.00012234,0.00012521,86763.3605,11.192114962357
1660435200,2022-08-14 00:00:00,DYP/ETH,0.00013205,0.0001354,0.00012755,0.00013359,42541.2347,5.633064456494
1660348800,2022-08-13 00:00:00,DYP/ETH,0.00013809,0.0001387,0.00013208,0.00013413,31577.478,4.280972705708
1660262400,2022-08-12 00:00:00,DYP/ETH,0.00014227,0.00014371,0.00013723,0.00013788,46328.5039,6.471471070001
1660176000,2022-08-11 00:00:00,DYP/ETH,0.00014772,0.00014772,0.00013968,0.00014227,46846.3381,6.67690145007
1660089600,2022-08-10 00:00:00,DYP/ETH,0.00015657,0.0001601,0.00014602,0.00014815,10676.8601,1.608272928332
1660003200,2022-08-09 00:00:00,DYP/ETH,0.00015771,0.00016993,0.00015473,0.0001571,42286.148,6.786428647602
1659916800,2022-08-08 00:00:00,DYP/ETH,0.00017061,0.00017082,0.00015771,0.00015771,18653.1916,3.042977018432
1659830400,2022-08-07 00:00:00,DYP/ETH,0.00016909,0.00018845,0.00016482,0.00017132,56506.5664,9.800505314991
1659744000,2022-08-06 00:00:00,DYP/ETH,0.00016736,0.00016875,0.00015,0.00016875,52320.2355,8.570855547015
1659657600,2022-08-05 00:00:00,DYP/ETH,0.00017777,0.00017936,0.00016712,0.00016712,47339.3423,8.149909163484
1659571200,2022-08-04 00:00:00,DYP/ETH,0.00018034,0.00018228,0.00017554,0.00017846,19195.6399,3.437084194168
1659484800,2022-08-03 00:00:00,DYP/ETH,0.00019322,0.00019586,0.00017589,0.00018008,64055.3348,11.689772138909
1659398400,2022-08-02 00:00:00,DYP/ETH,0.0001761,0.00021704,0.00017312,0.00019304,164741.687,31.632832906095
1659312000,2022-08-01 00:00:00,DYP/ETH,0.00016741,0.0001763,0.00016241,0.0001761,70771.2689,11.879057040419
1659225600,2022-07-31 00:00:00,DYP/ETH,0.00016907,0.00016952,0.00016395,0.000167,197379.9868,32.854228099932
1659139200,2022-07-30 00:00:00,DYP/ETH,0.0001689,0.00017173,0.0001664,0.00016907,67042.5074,11.224821810103
1659052800,2022-07-29 00:00:00,DYP/ETH,0.00016994,0.00017298,0.00016643,0.0001689,90572.884,15.19649158224
1658966400,2022-07-28 00:00:00,DYP/ETH,0.00018048,0.00018382,0.00016647,0.00016973,106052.9,18.562347656588
1658880000,2022-07-27 00:00:00,DYP/ETH,0.00019495,0.00021267,0.00017868,0.00017941,110184.8455,21.764077533146
1658793600,2022-07-26 00:00:00,DYP/ETH,0.00020197,0.00021539,0.00019449,0.00019449,123694.8569,25.093301230954
1658707200,2022-07-25 00:00:00,DYP/ETH,0.00018491,0.00021095,0.00018007,0.00020197,226996.7899,43.751200483738
1658620800,2022-07-24 00:00:00,DYP/ETH,0.00019355,0.00019673,0.00017975,0.00018512,172485.0939,31.940452951679
1658534400,2022-07-23 00:00:00,DYP/ETH,0.00020413,0.0002073,0.00019355,0.00019355,89098.2709,17.937499442187
1658448000,2022-07-22 00:00:00,DYP/ETH,0.00019804,0.00020789,0.00019652,0.00020413,130643.4029,26.446644371403
1658361600,2022-07-21 00:00:00,DYP/ETH,0.00019712,0.00026537,0.00019588,0.00019804,175004.3258,38.018891827823
1658275200,2022-07-20 00:00:00,DYP/ETH,0.00020586,0.00020856,0.00019063,0.00019712,182504.4526,36.141041086526
1658188800,2022-07-19 00:00:00,DYP/ETH,0.00018988,0.00020915,0.00018822,0.00020671,231203.86038762,46.077358774081857
1658102400,2022-07-18 00:00:00,DYP/ETH,0.0002352,0.00024802,0.00019102,0.00019102,145164.0013788,31.1565421469362814
1658016000,2022-07-17 00:00:00,DYP/ETH,0.00021673,0.00023888,0.00020625,0.00023183,182589.82670675,39.4316190086606822
1657929600,2022-07-16 00:00:00,DYP/ETH,0.00022404,0.00024593,0.00019491,0.00021766,164538.24371282,35.6844887176454338
1657843200,2022-07-15 00:00:00,DYP/ETH,0.00023519,0.00023668,0.00021723,0.00022404,111997.04914089,25.3006078067638165
1657756800,2022-07-14 00:00:00,DYP/ETH,0.00024032,0.00026537,0.00022937,0.00023448,139808.34892384,33.8548520800533262
1657670400,2022-07-13 00:00:00,DYP/ETH,0.00024715,0.00025285,0.00023351,0.00024047,116489.2813543,28.307946671108716
1657584000,2022-07-12 00:00:00,DYP/ETH,0.00024162,0.00025385,0.00023892,0.00024787,86423.87893266,21.2622710284709192
1657497600,2022-07-11 00:00:00,DYP/ETH,0.00025123,0.00025459,0.000227,0.00024071,97167.33311301,23.7514743689852874
1657411200,2022-07-10 00:00:00,DYP/ETH,0.00024437,0.00028425,0.00022847,0.00025123,201194.82607911,50.352919119009503
1657324800,2022-07-09 00:00:00,DYP/ETH,0.00020645,0.00024754,0.00020538,0.00024286,127938.04566048,28.1595826287920308
1657238400,2022-07-08 00:00:00,DYP/ETH,0.00020375,0.00021286,0.00020112,0.0002071,120538.8037,24.960854038769
1657152000,2022-07-07 00:00:00,DYP/ETH,0.00022981,0.0002377,0.00020263,0.00020402,163345.66703547,36.5274658913458308
1657065600,2022-07-06 00:00:00,DYP/ETH,0.00021666,0.0002857,0.00021622,0.0002302,241231.06738007,56.8114518037029143
1656979200,2022-07-05 00:00:00,DYP/ETH,0.00021624,0.00024419,0.000213,0.00021729,115569.3537479,25.512253641635226
1656892800,2022-07-04 00:00:00,DYP/ETH,0.00022802,0.00023213,0.00021086,0.000216,18532.1565521,4.121341459001774
1656806400,2022-07-03 00:00:00,DYP/ETH,0.00022258,0.00023894,0.00021691,0.00022833,20641.35863973,4.6801424866020983
1656720000,2022-07-02 00:00:00,DYP/ETH,0.00022275,0.00025172,0.00021531,0.00022247,61764.0697,14.527557684551
1656633600,2022-07-01 00:00:00,DYP/ETH,0.00022315,0.00024802,0.00021538,0.00022261,67484.38388218,15.2323481906114244
1656547200,2022-06-30 00:00:00,DYP/ETH,0.00022241,0.00024182,0.00021814,0.00022316,27575.9011,6.252769855889
1656460800,2022-06-29 00:00:00,DYP/ETH,0.00027167,0.00031407,0.00021814,0.00022241,75156.14310997,19.88923802950841
1656374400,2022-06-28 00:00:00,DYP/ETH,0.0001889,0.00030739,0.00018593,0.00027167,175381.45099239,42.9100843895584819
1656288000,2022-06-27 00:00:00,DYP/ETH,0.00019955,0.00020767,0.00018643,0.00018965,21942.85042354,4.3334389997401948
1656201600,2022-06-26 00:00:00,DYP/ETH,0.00022438,0.0002269,0.00018743,0.00019975,80716.6787797,16.5014227400763055
1656115200,2022-06-25 00:00:00,DYP/ETH,0.0002263,0.00025673,0.00022113,0.00022393,37073.8278,8.815558560521
1656028800,2022-06-24 00:00:00,DYP/ETH,0.00026604,0.00027556,0.00021618,0.00022552,72040.93291164,17.0800396346342718
1655942400,2022-06-23 00:00:00,DYP/ETH,0.0002951,0.00033357,0.00025668,0.00026231,138287.38205576,39.1012955046291736
1655856000,2022-06-22 00:00:00,DYP/ETH,0.00033209,0.0005,0.00027434,0.00029581,287774.14843729,101.8770571622887171
1655769600,2022-06-21 00:00:00,DYP/ETH,0.00020363,0.00037499,0.00020121,0.00032905,189814.2114213,53.9095156116020413
1655683200,2022-06-20 00:00:00,DYP/ETH,0.00019978,0.00020518,0.00018658,0.00020039,62930.3035,12.39461700521
1655596800,2022-06-19 00:00:00,DYP/ETH,0.00023096,0.00023096,0.000198,0.00020058,68434.6014,14.620691593275
1655510400,2022-06-18 00:00:00,DYP/ETH,0.00020244,0.00025011,0.00018921,0.00023521,85757.97133161,19.0699519519767241
1655424000,2022-06-17 00:00:00,DYP/ETH,0.0001839,0.00022356,0.00018337,0.00020252,58299.03587148,11.7861422476440944
1655337600,2022-06-16 00:00:00,DYP/ETH,0.000151,0.00023505,0.00014425,0.00018471,200984.18721847,37.629604052073708
1655251200,2022-06-15 00:00:00,DYP/ETH,0.000139,0.000175,0.000137,0.00015135,157599.5559,24.657025987551
1655164800,2022-06-14 00:00:00,DYP/ETH,0.000136,0.000173,0.000129,0.00014,276372.39720419,41.54597927569078
1655078400,2022-06-13 00:00:00,DYP/ETH,0.000165,0.000181,0.000115,0.000135,779960.90530763,107.93844231474823
1654992000,2022-06-12 00:00:00,DYP/ETH,0.000169,0.000196,0.000152,0.000166,191018.84635813,32.74157134807275
1654905600,2022-06-11 00:00:00,DYP/ETH,0.000121,0.000226,0.000121,0.00017,311607.89770741,49.89085336188295
1654819200,2022-06-10 00:00:00,DYP/ETH,0.000119,0.000126,0.000106,0.000121,171340.52521627,19.42734908143987
1654732800,2022-06-09 00:00:00,DYP/ETH,0.000103,0.000151,0.000103,0.000119,365491.70992654,45.45059051065597
1654646400,2022-06-08 00:00:00,DYP/ETH,0.0001,0.000144,0.000089,0.000103,507683.06399809,56.36734620032282
1654560000,2022-06-07 00:00:00,DYP/ETH,0.000037,0.000228,0.000037,0.0001,921154.48854771,78.91960291378607
1654473600,2022-06-06 00:00:00,DYP/ETH,0.000037,0.000039,0.000035,0.000037,67526.4937,2.505600979
1654387200,2022-06-05 00:00:00,DYP/ETH,0.000041,0.000041,0.000036,0.000037,156645.9866,6.0119492673
1654300800,2022-06-04 00:00:00,DYP/ETH,0.00004,0.000042,0.00004,0.000041,49681.0613,2.0369756453
1654214400,2022-06-03 00:00:00,DYP/ETH,0.000042,0.000042,0.00004,0.000041,28208.6707878,1.1714232666998
1654128000,2022-06-02 00:00:00,DYP/ETH,0.00004,0.000042,0.00004,0.000042,39823.18774209,1.62476634772569
1654041600,2022-06-01 00:00:00,DYP/ETH,0.000041,0.000043,0.00004,0.000041,88055.9809,3.6785984764
1653955200,2022-05-31 00:00:00,DYP/ETH,0.00004,0.000041,0.00004,0.00004,32484.3734,1.319974199
1653868800,2022-05-30 00:00:00,DYP/ETH,0.000042,0.000043,0.00004,0.00004,81122.3458,3.3356262671
1653782400,2022-05-29 00:00:00,DYP/ETH,0.000041,0.000043,0.00004,0.000042,28550.5284,1.1860474748
1653696000,2022-05-28 00:00:00,DYP/ETH,0.000042,0.000043,0.000041,0.000042,40176.209,1.6869898891
1653609600,2022-05-27 00:00:00,DYP/ETH,0.000041,0.000043,0.00004,0.000042,40664.6072,1.6926511248
1653523200,2022-05-26 00:00:00,DYP/ETH,0.000042,0.000043,0.00004,0.000041,73546.7716,3.0637162311
1653436800,2022-05-25 00:00:00,DYP/ETH,0.000042,0.000043,0.00004,0.000042,55422.1772,2.3014372343
1653350400,2022-05-24 00:00:00,DYP/ETH,0.000041,0.000043,0.00004,0.000042,1135390.5296,46.5911799966
1653264000,2022-05-23 00:00:00,DYP/ETH,0.000042,0.00005,0.00004,0.000041,890210.58886048,39.0359857691216
