https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XAUT,Volume USDT
1663545600000.0,2022-09-19 00:00:00,XAUT/USDT,1675.3,1676.2,1665.4,1674.9,0.014358033315421815,24.04827
1663542000000.0,2022-09-18 23:00:00,XAUT/USDT,1675.8,1677.2,1665.9,1675.3,0.03252355399033009,54.48671
1663538400000.0,2022-09-18 22:00:00,XAUT/USDT,1674.1,1675.8,1661.7,1675.8,0.037530176632056336,62.89307
1663534800000.0,2022-09-18 21:00:00,XAUT/USDT,1664.4,1675.0,1663.8,1674.1,0.025821384624574402,43.22758
1663531200000.0,2022-09-18 20:00:00,XAUT/USDT,1674.0,1674.0,1664.4,1664.4,0.03157017543859649,52.5454
1663527600000.0,2022-09-18 19:00:00,XAUT/USDT,1674.0,1674.2,1664.4,1674.0,0.06453058542413381,108.0242
1663524000000.0,2022-09-18 18:00:00,XAUT/USDT,1664.4,1674.0,1664.4,1674.0,0.03518636200716846,58.90197
1663520400000.0,2022-09-18 17:00:00,XAUT/USDT,1674.0,1674.0,1664.4,1664.4,0.026879019466474405,44.73744
1663516800000.0,2022-09-18 16:00:00,XAUT/USDT,1674.0,1674.0,1664.4,1674.0,0.030305376344086022,50.7312
1663513200000.0,2022-09-18 15:00:00,XAUT/USDT,1664.4,1674.0,1664.4,1674.0,0.030612777777777777,51.24579
1663509600000.0,2022-09-18 14:00:00,XAUT/USDT,1673.1,1673.3,1664.4,1664.4,0.03149197308339341,52.41524
1663506000000.0,2022-09-18 13:00:00,XAUT/USDT,1664.5,1674.1,1664.5,1673.1,0.03234046978662364,54.10884
1663502400000.0,2022-09-18 12:00:00,XAUT/USDT,1664.5,1673.9,1664.5,1664.5,0.027775674376689697,46.23261
1663498800000.0,2022-09-18 11:00:00,XAUT/USDT,1664.5,1673.9,1664.5,1664.5,0.026774580955241815,44.56629
1663495200000.0,2022-09-18 10:00:00,XAUT/USDT,1673.3,1673.9,1664.4,1664.5,0.06835026133974166,113.76901
1663491600000.0,2022-09-18 09:00:00,XAUT/USDT,1664.5,1673.3,1664.4,1673.3,0.028831357198350567,48.24351
1663488000000.0,2022-09-18 08:00:00,XAUT/USDT,1672.4,1673.3,1663.6,1664.5,0.028769360168218686,47.8866
1663484400000.0,2022-09-18 07:00:00,XAUT/USDT,1663.6,1672.4,1663.6,1672.4,0.026730542932312844,44.70416
1663480800000.0,2022-09-18 06:00:00,XAUT/USDT,1672.4,1672.4,1663.5,1663.6,0.02948285645587882,49.04768
1663477200000.0,2022-09-18 05:00:00,XAUT/USDT,1672.4,1672.4,1663.6,1672.4,0.02592843817268596,43.36272
1663473600000.0,2022-09-18 04:00:00,XAUT/USDT,1672.4,1672.4,1663.6,1672.4,0.027128438172685957,45.3696
1663470000000.0,2022-09-18 03:00:00,XAUT/USDT,1663.7,1672.5,1663.6,1672.4,0.03002429442717053,50.21263
1663466400000.0,2022-09-18 02:00:00,XAUT/USDT,1663.7,1672.5,1663.7,1663.7,0.028178283344352947,46.88021
1663462800000.0,2022-09-18 01:00:00,XAUT/USDT,1663.7,1672.5,1663.7,1663.7,0.028372993929193964,47.20415
1663459200000.0,2022-09-18 00:00:00,XAUT/USDT,1663.6,1672.5,1663.6,1663.7,0.02646703131574202,44.0332
1663455600000.0,2022-09-17 23:00:00,XAUT/USDT,1672.5,1672.5,1663.6,1663.6,0.028277572733830247,47.04257
1663452000000.0,2022-09-17 22:00:00,XAUT/USDT,1672.5,1672.5,1663.6,1672.5,0.02951911509715994,49.37072
1663448400000.0,2022-09-17 21:00:00,XAUT/USDT,1663.6,1672.5,1663.5,1672.5,0.02862620029895366,47.87732
1663444800000.0,2022-09-17 20:00:00,XAUT/USDT,1672.6,1673.4,1663.6,1663.6,0.0836286847799952,139.12468
1663441200000.0,2022-09-17 19:00:00,XAUT/USDT,1671.9,1672.7,1663.6,1672.6,0.527659147435131,882.56269
1663437600000.0,2022-09-17 18:00:00,XAUT/USDT,1663.7,1672.3,1663.6,1671.9,0.5236750463544471,875.53231
1663434000000.0,2022-09-17 17:00:00,XAUT/USDT,1663.7,1672.7,1663.5,1663.7,0.5281031676383963,878.60524
1663430400000.0,2022-09-17 16:00:00,XAUT/USDT,1672.7,1673.6,1663.6,1663.7,0.528841648133678,879.83385
1663426800000.0,2022-09-17 15:00:00,XAUT/USDT,1672.3,1672.9,1663.6,1672.7,0.8312411490404734,1390.41707
1663423200000.0,2022-09-17 14:00:00,XAUT/USDT,1664.7,1672.7,1663.6,1672.3,0.5144682652634097,860.34528
1663419600000.0,2022-09-17 13:00:00,XAUT/USDT,1665.0,1672.7,1663.8,1664.7,0.5099530485973449,848.91884
1663416000000.0,2022-09-17 12:00:00,XAUT/USDT,1673.2,1673.3,1664.2,1665.0,0.5324628288288288,886.55061
