https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZEN,Volume USDT
1663372800,2022-09-17 00:00:00,ZEN/USDT,14.343,14.612,14.343,14.474,7.5459,109.1262037
1663286400,2022-09-16 00:00:00,ZEN/USDT,14.428,14.707,14.176,14.316,843.287,12123.3592591
1663200000,2022-09-15 00:00:00,ZEN/USDT,15.115,15.134,14.41,14.496,2414.8745,35632.4496866
1663113600,2022-09-14 00:00:00,ZEN/USDT,14.754,15.272,14.754,15.187,1372.9152,20480.7287908
1663027200,2022-09-13 00:00:00,ZEN/USDT,16.526,16.526,14.736,14.775,4125.823,64177.5380968
1662940800,2022-09-12 00:00:00,ZEN/USDT,16.442,17.086,16.15,16.42,2645.4993,44238.3616521
1662854400,2022-09-11 00:00:00,ZEN/USDT,16.834,16.896,16.143,16.441,2157.0924,35687.3114348
1662768000,2022-09-10 00:00:00,ZEN/USDT,16.897,17.012,16.51,16.773,663.2127,11057.2282978
1662681600,2022-09-09 00:00:00,ZEN/USDT,15.463,17.22,15.463,16.892,1626.6337,27090.5162582
1662595200,2022-09-08 00:00:00,ZEN/USDT,14.96,15.642,14.758,15.503,609.7064,9332.7766869
1662508800,2022-09-07 00:00:00,ZEN/USDT,14.516,15.151,14.269,14.868,3135.2733,46113.9214273
1662422400,2022-09-06 00:00:00,ZEN/USDT,16.077,16.846,14.536,14.536,3640.0335,59405.6468644
1662336000,2022-09-05 00:00:00,ZEN/USDT,16.431,16.463,15.74,16.005,1946.8917,31209.0135117
1662249600,2022-09-04 00:00:00,ZEN/USDT,15.572,16.493,15.572,16.425,1014.4733,16256.7288045
1662163200,2022-09-03 00:00:00,ZEN/USDT,15.526,15.644,15.366,15.516,868.5432,13480.804968
1662076800,2022-09-02 00:00:00,ZEN/USDT,15.852,16.373,15.299,15.488,1660.4379,26256.2106615
1661990400,2022-09-01 00:00:00,ZEN/USDT,15.584,15.852,15.189,15.852,1093.0557,16862.7866934
1661904000,2022-08-31 00:00:00,ZEN/USDT,15.899,16.315,15.514,15.538,524.98308145,8347.24250206788
1661817600,2022-08-30 00:00:00,ZEN/USDT,16.442,16.58,15.416,15.8,1416.9217236,22825.76936026364
1661731200,2022-08-29 00:00:00,ZEN/USDT,14.86,16.534,14.714,16.463,2769.00350514,41826.00619296522
1661644800,2022-08-28 00:00:00,ZEN/USDT,15.158,15.663,14.816,14.839,4479.89497628,69149.69588416415
1661558400,2022-08-27 00:00:00,ZEN/USDT,15.492,15.681,15.046,15.231,1117.98185565,17352.81545875177
1661472000,2022-08-26 00:00:00,ZEN/USDT,17.135,17.19,15.361,15.49,1650.72150756,27513.3347569163
1661385600,2022-08-25 00:00:00,ZEN/USDT,16.982,17.651,16.842,17.2,1339.05678906,23092.31613937325
1661299200,2022-08-24 00:00:00,ZEN/USDT,17.482,17.583,16.982,16.982,391.82286993,6714.08942966927
1661212800,2022-08-23 00:00:00,ZEN/USDT,17.071,17.5,16.6,17.366,713.2244274,12202.05360747939
1661126400,2022-08-22 00:00:00,ZEN/USDT,16.72,17.06,15.87,17.06,806.64808672,13232.42791112971
1661040000,2022-08-21 00:00:00,ZEN/USDT,15.86,17.086,15.811,16.726,1012.75391572,16583.2148873634
1660953600,2022-08-20 00:00:00,ZEN/USDT,16.182,16.661,15.3,15.846,4101.89377627,65939.77742388131
1660867200,2022-08-19 00:00:00,ZEN/USDT,17.845,18.054,16.047,16.15,792.54979342,13261.93057443371
1660780800,2022-08-18 00:00:00,ZEN/USDT,19.031,19.357,17.599,17.877,1318.81400827,24408.81323092627
1660694400,2022-08-17 00:00:00,ZEN/USDT,20.216,21.36,18.735,19.052,2565.99632139,52499.83672249347
1660608000,2022-08-16 00:00:00,ZEN/USDT,20.116,20.501,19.8,20.077,5152.98599609,103038.06007696497
1660521600,2022-08-15 00:00:00,ZEN/USDT,20.067,20.554,19.464,20.103,3244.13203812,64760.94154096775
1660435200,2022-08-14 00:00:00,ZEN/USDT,20.808,21.585,19.891,20.143,2914.29694938,60939.87303703762
1660348800,2022-08-13 00:00:00,ZEN/USDT,21.207,21.376,20.301,20.776,4476.42230752,93181.99174968872
1660262400,2022-08-12 00:00:00,ZEN/USDT,21.563,23,20.946,21.312,6125.69181666,131394.94467602668
1660176000,2022-08-11 00:00:00,ZEN/USDT,21.845,22.088,20.963,21.559,1851.18032233,39555.19892701415
1660089600,2022-08-10 00:00:00,ZEN/USDT,19.885,22.19,19.241,21.874,7113.1591748,153045.76466697009
1660003200,2022-08-09 00:00:00,ZEN/USDT,19.18,21.078,18.984,19.918,9707.78642092,198626.34789201246
1659916800,2022-08-08 00:00:00,ZEN/USDT,19.134,19.938,18.87,19.153,4265.5296514,82313.13214040999
1659830400,2022-08-07 00:00:00,ZEN/USDT,19.315,20.037,18.556,19.23,3218.36735158,62951.86084630711
1659744000,2022-08-06 00:00:00,ZEN/USDT,18.42,19.718,18.2,19.255,1965.71488452,36501.42177176675
1659657600,2022-08-05 00:00:00,ZEN/USDT,17.301,18.436,17.244,18.436,1227.49009627,21940.82913840243
1659571200,2022-08-04 00:00:00,ZEN/USDT,17.145,17.612,16.995,17.31,319.07033149,5516.18545121132
1659484800,2022-08-03 00:00:00,ZEN/USDT,17.244,17.695,16.56,17.122,420.32255744,7241.73831644982
1659398400,2022-08-02 00:00:00,ZEN/USDT,18.133,18.291,16.844,17.161,1295.9190734,22495.16436269939
1659312000,2022-08-01 00:00:00,ZEN/USDT,18.951,19.55,17.8,18.278,1349.19561817,25170.13975932379
1659225600,2022-07-31 00:00:00,ZEN/USDT,17.721,20.373,17.659,18.866,3607.37956361,69686.564870591
1659139200,2022-07-30 00:00:00,ZEN/USDT,18.181,19.166,17.582,17.747,1984.06666911,37453.26815023442
1659052800,2022-07-29 00:00:00,ZEN/USDT,18.481,19.04,17.46,18.125,2662.93140979,48552.35572591626
1658966400,2022-07-28 00:00:00,ZEN/USDT,16.157,18.586,15.736,18.43,2198.03973049,36738.48355668734
1658880000,2022-07-27 00:00:00,ZEN/USDT,15.116,16.142,14.728,16.142,1122.57180838,16980.99779466053
1658793600,2022-07-26 00:00:00,ZEN/USDT,15.2,15.233,14.58,15.169,553.11722175,8212.58302079409
1658707200,2022-07-25 00:00:00,ZEN/USDT,17.02,17.089,15.216,15.216,1111.00606323,17643.49298855872
1658620800,2022-07-24 00:00:00,ZEN/USDT,17.021,17.41,16.95,17.028,850.32364567,14611.63542445714
1658534400,2022-07-23 00:00:00,ZEN/USDT,16.84,17.643,16.58,16.995,887.2616461,15177.56593457062
1658448000,2022-07-22 00:00:00,ZEN/USDT,17.022,17.884,16.677,16.897,983.71905188,16824.70369956717
1658361600,2022-07-21 00:00:00,ZEN/USDT,16.772,17.078,16.15,16.942,932.42480439,15448.7748366851
1658275200,2022-07-20 00:00:00,ZEN/USDT,18.047,18.526,16.452,16.746,1613.44187181,28075.71187967981
1658188800,2022-07-19 00:00:00,ZEN/USDT,17.599,18.337,17.116,17.961,1598.80221607,28338.74188837191
1658102400,2022-07-18 00:00:00,ZEN/USDT,16.562,18.053,16.534,17.706,1493.49590824,25828.45033399789
