https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VR,Volume USDT
1660262400,2022-08-12 00:00:00,VR/USDT,0.02364,0.02408,0.02155,0.02235,42137162.37772371,972465.821013428662
1660176000,2022-08-11 00:00:00,VR/USDT,0.02661,0.0279,0.02203,0.02367,53791070.3926838,1352392.9396199259146
1660089600,2022-08-10 00:00:00,VR/USDT,0.02684,0.02768,0.02383,0.02656,39758242.65102375,998078.8255265916689
1660003200,2022-08-09 00:00:00,VR/USDT,0.02301,0.03,0.02208,0.02683,54186976.09494292,1345031.4770882602805
1659916800,2022-08-08 00:00:00,VR/USDT,0.02391,0.02474,0.02122,0.02297,48004916.15825476,1112331.6665267942062
1659830400,2022-08-07 00:00:00,VR/USDT,0.02357,0.0243,0.02327,0.02389,36872128.1549573,873695.8495421020572
1659744000,2022-08-06 00:00:00,VR/USDT,0.02362,0.02375,0.02325,0.02354,33625476.16182661,791009.1855148777189
1659657600,2022-08-05 00:00:00,VR/USDT,0.02243,0.02632,0.02241,0.0236,37312914.22116581,900285.1319231466532
1659571200,2022-08-04 00:00:00,VR/USDT,0.02343,0.0235,0.022,0.02246,39797483.65293961,905249.7427117351656
1659484800,2022-08-03 00:00:00,VR/USDT,0.02338,0.0245,0.02269,0.02343,36490984.77098537,852635.5504691986902
1659398400,2022-08-02 00:00:00,VR/USDT,0.02295,0.02687,0.02258,0.02339,43246172.27856294,1019459.0273814271961
1659312000,2022-08-01 00:00:00,VR/USDT,0.02385,0.02399,0.02101,0.02291,43764983.61922606,997164.4556474567347
1659225600,2022-07-31 00:00:00,VR/USDT,0.02422,0.02498,0.02368,0.02382,31331657.80655718,756346.0314975990389
1659139200,2022-07-30 00:00:00,VR/USDT,0.02456,0.02496,0.02408,0.02422,37002584.79489443,906236.2381899947892
1659052800,2022-07-29 00:00:00,VR/USDT,0.02413,0.025,0.02374,0.02459,37169564.25593654,897045.9135628840353
1658966400,2022-07-28 00:00:00,VR/USDT,0.02424,0.02499,0.02311,0.02413,37885117.87903462,911435.404420504253
1658880000,2022-07-27 00:00:00,VR/USDT,0.02196,0.025,0.02194,0.02425,46723466.51145302,1104071.5145896707557
1658793600,2022-07-26 00:00:00,VR/USDT,0.02318,0.02359,0.02159,0.02196,40875698.18213817,922787.5131246639322
1658707200,2022-07-25 00:00:00,VR/USDT,0.02535,0.02671,0.02313,0.02318,37813090.43099833,935837.420696610143
1658620800,2022-07-24 00:00:00,VR/USDT,0.02647,0.02662,0.02536,0.02536,42452663.69710976,1101588.0381069332669
1658534400,2022-07-23 00:00:00,VR/USDT,0.02857,0.02968,0.02588,0.02646,46376124.49024471,1286798.708803530347
1658448000,2022-07-22 00:00:00,VR/USDT,0.02857,0.02928,0.02794,0.02857,34336820.95353345,980531.7088716710715
1658361600,2022-07-21 00:00:00,VR/USDT,0.02904,0.02953,0.0283,0.02862,36965444.17505185,1065574.0907257834091
1658275200,2022-07-20 00:00:00,VR/USDT,0.02992,0.03185,0.0288,0.02903,39931390.76739738,1210212.9826506156674
1658188800,2022-07-19 00:00:00,VR/USDT,0.02922,0.03139,0.02868,0.02994,37084415.43522088,1100534.3966750808216
1658102400,2022-07-18 00:00:00,VR/USDT,0.02877,0.03044,0.02868,0.0292,31658202.75019989,924317.7691240449595
1658016000,2022-07-17 00:00:00,VR/USDT,0.0293,0.02958,0.0287,0.02877,10456939.77959021,304151.7259146293402
1657929600,2022-07-16 00:00:00,VR/USDT,0.02902,0.03026,0.02872,0.02928,10876471.47712373,316954.4158612434391
1657843200,2022-07-15 00:00:00,VR/USDT,0.02869,0.0301,0.02868,0.02901,11740559.93203263,343666.6841511151188
1657756800,2022-07-14 00:00:00,VR/USDT,0.02939,0.03,0.0285,0.02867,11581811.55257876,337921.0025536602881
1657670400,2022-07-13 00:00:00,VR/USDT,0.02919,0.03119,0.0283,0.02936,13760588.93709652,409445.9221820164029
1657584000,2022-07-12 00:00:00,VR/USDT,0.02962,0.03119,0.0291,0.0292,33612186.55667615,997039.9253670476765
1657497600,2022-07-11 00:00:00,VR/USDT,0.02984,0.03056,0.02908,0.02961,36191684.02874085,1079273.3031797586431
1657411200,2022-07-10 00:00:00,VR/USDT,0.03021,0.03168,0.02966,0.02986,31365327.79115478,953361.8067808283939
1657324800,2022-07-09 00:00:00,VR/USDT,0.03067,0.03239,0.02996,0.03022,36403140.6149193,1123423.811177810995
1657238400,2022-07-08 00:00:00,VR/USDT,0.03056,0.03239,0.03023,0.03069,36933761.46466312,1145190.5899744089547
1657152000,2022-07-07 00:00:00,VR/USDT,0.03187,0.03272,0.02935,0.03054,38137960.85194415,1184012.3768336408654
1657065600,2022-07-06 00:00:00,VR/USDT,0.02915,0.03313,0.02885,0.03189,36686990.85298152,1139352.8451117544384
1656979200,2022-07-05 00:00:00,VR/USDT,0.03012,0.03082,0.02844,0.02914,44913985.73490651,1320145.3689418171702
1656892800,2022-07-04 00:00:00,VR/USDT,0.03045,0.03226,0.0293,0.03018,36816652.45047693,1128009.6206306676164
1656806400,2022-07-03 00:00:00,VR/USDT,0.03126,0.03133,0.03015,0.03045,35342304.0617926,1084988.1174809895381
1656720000,2022-07-02 00:00:00,VR/USDT,0.0328,0.03323,0.02918,0.03127,37483956.76535015,1174583.3684289073853
1656633600,2022-07-01 00:00:00,VR/USDT,0.03355,0.03498,0.03269,0.03282,31330345.10797396,1064388.4653066678246
1656547200,2022-06-30 00:00:00,VR/USDT,0.03444,0.0368,0.03314,0.03352,33570504.67806885,1151738.5117449124931
1656460800,2022-06-29 00:00:00,VR/USDT,0.03722,0.03767,0.03234,0.03446,29536128.02497474,1048243.5491149020854
1656374400,2022-06-28 00:00:00,VR/USDT,0.03778,0.03858,0.0366,0.03724,26773711.18606897,1004902.3870588549566
1656288000,2022-06-27 00:00:00,VR/USDT,0.03901,0.03926,0.03738,0.03776,26751227.17238432,1021252.2630512605904
1656201600,2022-06-26 00:00:00,VR/USDT,0.03942,0.0409,0.03875,0.03903,27483803.57140404,1085285.581193280119
1656115200,2022-06-25 00:00:00,VR/USDT,0.03908,0.04042,0.03851,0.0394,22913960.05771214,897197.4265976573655
1656028800,2022-06-24 00:00:00,VR/USDT,0.03802,0.03979,0.0378,0.03908,26423676.06154116,1023222.4189242849793
1655942400,2022-06-23 00:00:00,VR/USDT,0.03835,0.04147,0.03788,0.03811,31168558.74545517,1231652.8155847451259
1655856000,2022-06-22 00:00:00,VR/USDT,0.03857,0.03937,0.03786,0.03832,23811860.15933431,917442.3927970420424
1655769600,2022-06-21 00:00:00,VR/USDT,0.03731,0.0402,0.03727,0.03858,28329257.27482049,1096153.8735778678926
1655683200,2022-06-20 00:00:00,VR/USDT,0.03806,0.04104,0.03689,0.03732,29002535.40500542,1106245.2114145568122
1655596800,2022-06-19 00:00:00,VR/USDT,0.03682,0.042,0.03673,0.03809,23654559.78811242,908833.7562350566135
1655510400,2022-06-18 00:00:00,VR/USDT,0.0397,0.04016,0.03563,0.03687,24378152.2100582,921691.5283975707125
1655424000,2022-06-17 00:00:00,VR/USDT,0.03974,0.04042,0.03904,0.03974,24412523.51430041,970666.1919306499477
1655337600,2022-06-16 00:00:00,VR/USDT,0.04242,0.04262,0.03866,0.03976,24252916.81200042,985371.7778634603535
1655251200,2022-06-15 00:00:00,VR/USDT,0.04035,0.04601,0.03792,0.04242,27044650.11279728,1105521.4433812399351
1655164800,2022-06-14 00:00:00,VR/USDT,0.038,0.04755,0.03651,0.04036,29174173.67238215,1138681.2116303826173
1655078400,2022-06-13 00:00:00,VR/USDT,0.0375,0.04392,0.0342,0.038,32143347.11619084,1213061.815307490713
1654992000,2022-06-12 00:00:00,VR/USDT,0.05011,0.05227,0.037,0.03739,32133331.6950002,1425310.7164628024562
1654905600,2022-06-11 00:00:00,VR/USDT,0.05285,0.05309,0.05,0.05009,22462560.89700735,1153442.6705698441583
1654819200,2022-06-10 00:00:00,VR/USDT,0.05428,0.0548,0.05001,0.05287,24338970.91045763,1277044.3252320422
1654732800,2022-06-09 00:00:00,VR/USDT,0.05059,0.06219,0.05017,0.05428,13364044.10915871,742175.1742875891957
1654646400,2022-06-08 00:00:00,VR/USDT,0.05145,0.0536,0.04961,0.05059,4851343.09576287,247041.3625538444461
1654560000,2022-06-07 00:00:00,VR/USDT,0.04972,0.0633,0.0488,0.05137,14946585.70710576,816598.8116982201869
1654473600,2022-06-06 00:00:00,VR/USDT,0.04903,0.05288,0.04893,0.04969,7915478.69072536,402910.0221657200236
1654387200,2022-06-05 00:00:00,VR/USDT,0.04966,0.05014,0.04884,0.04911,10725445.34902691,529914.0531930792962
1654300800,2022-06-04 00:00:00,VR/USDT,0.05048,0.05184,0.04955,0.04969,10203798.42074432,513595.4929888139024
1654214400,2022-06-03 00:00:00,VR/USDT,0.05379,0.054,0.04931,0.0505,25447552.47506209,1318062.3668595001522
1654128000,2022-06-02 00:00:00,VR/USDT,0.05745,0.05776,0.05335,0.05384,30880804.17715654,1700544.5377670111471
1654041600,2022-06-01 00:00:00,VR/USDT,0.05524,0.0899,0.05203,0.05752,67499809.99917974,4114697.3903576763494
1653955200,2022-05-31 00:00:00,VR/USDT,0.05127,0.06022,0.04874,0.05487,59970286.41558367,3064668.1740718022955
1653868800,2022-05-30 00:00:00,VR/USDT,0.0474,0.05766,0.04714,0.05127,63560730.77079119,3269246.615485475551
1653782400,2022-05-29 00:00:00,VR/USDT,0.04651,0.04825,0.04611,0.04741,69242752.41297176,3234829.7815964875624
1653696000,2022-05-28 00:00:00,VR/USDT,0.046,0.04688,0.04522,0.04652,65471086.469157,3014500.0114215471581
1653609600,2022-05-27 00:00:00,VR/USDT,0.05136,0.05147,0.04505,0.04589,66379521.67535646,3107843.1526625612671
1653523200,2022-05-26 00:00:00,VR/USDT,0.05796,0.05844,0.05106,0.05137,56198493.76288883,3106179.7051946451992
1653436800,2022-05-25 00:00:00,VR/USDT,0.06146,0.0631,0.05786,0.05793,58046788.82953853,3481681.7610956023535
1653350400,2022-05-24 00:00:00,VR/USDT,0.05683,0.06735,0.05547,0.06134,59695417.95031648,3465280.045530094827
1653264000,2022-05-23 00:00:00,VR/USDT,0.05849,0.063,0.0555,0.05682,60334801.02447386,3591000.7423111160115
1653177600,2022-05-22 00:00:00,VR/USDT,0.0557,0.0599,0.05484,0.05848,59777682.32821727,3388541.0246797693777
1653091200,2022-05-21 00:00:00,VR/USDT,0.05435,0.05697,0.05278,0.05573,60548413.24330956,3282905.196722937162
1653004800,2022-05-20 00:00:00,VR/USDT,0.05928,0.06299,0.05241,0.05436,63425879.9428454,3659758.7309141375889
1652918400,2022-05-19 00:00:00,VR/USDT,0.05424,0.06171,0.0532,0.05925,57073253.22296824,3234020.7461617831803
1652832000,2022-05-18 00:00:00,VR/USDT,0.06637,0.0691,0.05407,0.05423,45666974.19085587,2809384.7981978661983
1652745600,2022-05-17 00:00:00,VR/USDT,0.06386,0.07254,0.06323,0.06637,59186272.75201546,3948414.4816878876269
1652659200,2022-05-16 00:00:00,VR/USDT,0.0713,0.07551,0.05981,0.06388,66595354.29445557,4400875.8040625578406
1652572800,2022-05-15 00:00:00,VR/USDT,0.0604,0.07551,0.057,0.07132,56291784.53625898,3361489.7971694211967
1652486400,2022-05-14 00:00:00,VR/USDT,0.05731,0.07519,0.05178,0.06041,70231970.1576017,4093645.3577257260512
1652400000,2022-05-13 00:00:00,VR/USDT,0.03235,0.09111,0.03182,0.05733,103890878.17274378,5793758.1033499549808
1652313600,2022-05-12 00:00:00,VR/USDT,0.03542,0.0399,0.02232,0.03234,90721610.47641023,2722252.3815401914187
1652227200,2022-05-11 00:00:00,VR/USDT,0.06132,0.0618,0.03527,0.03542,38699922.39929537,1999810.7893394030618
1652140800,2022-05-10 00:00:00,VR/USDT,0.05519,0.06662,0.055,0.06142,38277336.49473974,2339269.794243425193
1652054400,2022-05-09 00:00:00,VR/USDT,0.06996,0.08,0.05482,0.0557,39112230.93239659,2634270.5424697213559
1651968000,2022-05-08 00:00:00,VR/USDT,0.07268,0.07399,0.06903,0.07015,30140623.97650474,2132033.5747314265428
1651881600,2022-05-07 00:00:00,VR/USDT,0.07763,0.07845,0.07161,0.07308,41891162.96661672,3166236.8307993135949
1651795200,2022-05-06 00:00:00,VR/USDT,0.08633,0.08764,0.07583,0.07766,31991030.85152576,2609608.3216081321216
1651708800,2022-05-05 00:00:00,VR/USDT,0.09686,0.09837,0.07843,0.08634,28940748.99535315,2585075.9603922499105
1651622400,2022-05-04 00:00:00,VR/USDT,0.09324,0.09924,0.0898,0.09681,31071984.49314717,2932168.4159124404563
1651536000,2022-05-03 00:00:00,VR/USDT,0.09843,0.10109,0.09201,0.09332,30208440.8568024,2906969.1634758449666
1651449600,2022-05-02 00:00:00,VR/USDT,0.1125,0.11454,0.09573,0.0984,30688090.58248341,3227753.372120107099
1651363200,2022-05-01 00:00:00,VR/USDT,0.11422,0.11746,0.11051,0.1125,25371993.57244606,2887821.5969098275933
1651276800,2022-04-30 00:00:00,VR/USDT,0.11573,0.12562,0.11305,0.11424,27678300.99572621,3327899.3676578429036
1651190400,2022-04-29 00:00:00,VR/USDT,0.12832,0.135,0.11439,0.1158,25724048.264131,3214328.505481951688
1651104000,2022-04-28 00:00:00,VR/USDT,0.12275,0.13305,0.1227,0.12832,23088195.46850881,2952543.5108289611581
1651017600,2022-04-27 00:00:00,VR/USDT,0.12764,0.12925,0.12226,0.12278,21961010.66828063,2774002.682374492686
1650931200,2022-04-26 00:00:00,VR/USDT,0.13006,0.1356,0.12435,0.12765,21979290.03481549,2868877.7050947243226
1650844800,2022-04-25 00:00:00,VR/USDT,0.1315,0.13199,0.1264,0.13,24701493.5873999,3169124.0901845317958
1650758400,2022-04-24 00:00:00,VR/USDT,0.13622,0.13645,0.13005,0.13162,27845044.54339599,3713233.4699450844035
1650672000,2022-04-23 00:00:00,VR/USDT,0.14422,0.14462,0.1362,0.13624,27272303.45123061,3782322.3300456023829
1650585600,2022-04-22 00:00:00,VR/USDT,0.14912,0.15143,0.14334,0.14419,20626643.09604907,3037819.3183927844944
1650499200,2022-04-21 00:00:00,VR/USDT,0.14807,0.15859,0.14698,0.14916,21888560.93557768,3321833.5885586389567
1650412800,2022-04-20 00:00:00,VR/USDT,0.15298,0.15353,0.1461,0.1481,23026767.05660043,3454511.9269415626512
1650326400,2022-04-19 00:00:00,VR/USDT,0.15434,0.15587,0.14821,0.15326,23528470.55440599,3590096.228433725645
1650240000,2022-04-18 00:00:00,VR/USDT,0.15243,0.15635,0.14,0.15451,23266091.55987439,3429763.2346049474225
1650153600,2022-04-17 00:00:00,VR/USDT,0.14555,0.16752,0.14501,0.15243,23409464.239112,3610324.9663108055131
1650067200,2022-04-16 00:00:00,VR/USDT,0.14218,0.15288,0.14,0.14557,24112429.55027135,3484605.3088252600531
1649980800,2022-04-15 00:00:00,VR/USDT,0.14648,0.14689,0.13832,0.14209,23929201.35506965,3394121.6943799166802
1649894400,2022-04-14 00:00:00,VR/USDT,0.13941,0.16278,0.135,0.14649,27342356.72295453,3961033.5080619762214
1649808000,2022-04-13 00:00:00,VR/USDT,0.12173,0.14362,0.12083,0.13935,26719109.65674995,3490865.411988595512
1649721600,2022-04-12 00:00:00,VR/USDT,0.12287,0.13522,0.12,0.12139,25872377.75602735,3293981.0765393943567
1649635200,2022-04-11 00:00:00,VR/USDT,0.14567,0.14581,0.1215,0.12303,20175862.88740571,2743600.6118485536809
1649548800,2022-04-10 00:00:00,VR/USDT,0.14568,0.15478,0.14438,0.14568,21103317.62007453,3166051.6270523751526
1649462400,2022-04-09 00:00:00,VR/USDT,0.15422,0.15688,0.14154,0.146,19345149.86397944,2917205.0878516494535
1649376000,2022-04-08 00:00:00,VR/USDT,0.16742,0.17749,0.15373,0.15403,18090391.66938142,3005246.6129603267247
1649289600,2022-04-07 00:00:00,VR/USDT,0.16825,0.16825,0.16129,0.16753,21431174.38099337,3526466.5528037296066
1649203200,2022-04-06 00:00:00,VR/USDT,0.18997,0.19234,0.1639,0.1679,16375491.66352452,2908130.0300301477751
1649116800,2022-04-05 00:00:00,VR/USDT,0.1974,0.20591,0.18844,0.18995,15217080.91375215,2980509.8785845568458
1649030400,2022-04-04 00:00:00,VR/USDT,0.20417,0.20461,0.189,0.19717,17965966.80713499,3509227.332872095705
1648944000,2022-04-03 00:00:00,VR/USDT,0.19778,0.214,0.1904,0.20414,19327038.2985073,3887207.0844238250805
1648857600,2022-04-02 00:00:00,VR/USDT,0.20842,0.20912,0.19517,0.19779,26085904.41593965,5254423.9125164698817
1648771200,2022-04-01 00:00:00,VR/USDT,0.19661,0.2147,0.18724,0.2084,28839903.68873907,5749631.2541377809299
1648684800,2022-03-31 00:00:00,VR/USDT,0.22201,0.22423,0.18669,0.1966,27962957.52421947,5827878.9947059325133
1648598400,2022-03-30 00:00:00,VR/USDT,0.22755,0.24261,0.20606,0.22204,26061099.74048519,5800565.6791769632382
1648512000,2022-03-29 00:00:00,VR/USDT,0.22444,0.24876,0.22373,0.22771,24931653.51731329,5847473.1142012948174
1648425600,2022-03-28 00:00:00,VR/USDT,0.20214,0.25521,0.18967,0.22445,31832137.4956637,7085828.5200952272496
1648339200,2022-03-27 00:00:00,VR/USDT,0.18314,0.2607,0.18201,0.20215,35033732.95093809,7244532.8611672458042
1648252800,2022-03-26 00:00:00,VR/USDT,0.165,0.20533,0.16362,0.18314,39392734.20658671,7281359.0407604590113
1648166400,2022-03-25 00:00:00,VR/USDT,0.15734,0.16808,0.1545,0.1648,36898892.29805441,5874298.1723157958075
1648080000,2022-03-24 00:00:00,VR/USDT,0.15476,0.16,0.15209,0.15735,40227636.39921641,6258355.7669537094862
1647993600,2022-03-23 00:00:00,VR/USDT,0.15856,0.16152,0.14826,0.15488,38255484.26412464,5900374.1719801158963
1647907200,2022-03-22 00:00:00,VR/USDT,0.15297,0.165,0.14148,0.15855,35427513.12464519,5446121.5693968309851
1647820800,2022-03-21 00:00:00,VR/USDT,0.14965,0.16224,0.14597,0.15298,33209723.68674626,5040727.0168073916447
1647734400,2022-03-20 00:00:00,VR/USDT,0.15409,0.16527,0.14108,0.14964,36129757.2418807,5544978.3810825177384
1647648000,2022-03-19 00:00:00,VR/USDT,0.16097,0.16279,0.14815,0.15473,37251484.06654938,5847779.3804037593037
1647561600,2022-03-18 00:00:00,VR/USDT,0.15255,0.17245,0.1408,0.16097,38899799.96046878,5931249.4331271181875
1647475200,2022-03-17 00:00:00,VR/USDT,0.14008,0.1987,0.1352,0.15223,40712574.16654675,6145631.1525331514486
1647388800,2022-03-16 00:00:00,VR/USDT,0.14436,0.1565,0.13139,0.14003,28416159.02476483,4021911.1219522655106
1647302400,2022-03-15 00:00:00,VR/USDT,0.15888,0.16256,0.13561,0.14455,36062660.87111406,5289395.480592857601
1647216000,2022-03-14 00:00:00,VR/USDT,0.12556,0.16,0.12147,0.15822,47877721.95348673,6483020.807490859803
1647129600,2022-03-13 00:00:00,VR/USDT,0.12357,0.1443,0.12075,0.12575,56196328.60027215,7097960.020712947128
1647043200,2022-03-12 00:00:00,VR/USDT,0.12099,0.125,0.12,0.1238,54860428.56557411,6714877.990570419799
1646956800,2022-03-11 00:00:00,VR/USDT,0.12518,0.1302,0.11996,0.121,45748348.03591837,5681305.1341810226717
1646870400,2022-03-10 00:00:00,VR/USDT,0.1362,0.14444,0.12174,0.12519,48887542.6389659,6499553.0709807559091
1646784000,2022-03-09 00:00:00,VR/USDT,0.14075,0.14444,0.132,0.13642,45095562.78577345,6170652.5229988986957
1646697600,2022-03-08 00:00:00,VR/USDT,0.12384,0.14495,0.121,0.14074,36699322.01368833,4778967.6954325121171
1646611200,2022-03-07 00:00:00,VR/USDT,0.12871,0.1328,0.12101,0.12384,37419697.90670902,4755707.3371680054264
1646524800,2022-03-06 00:00:00,VR/USDT,0.13993,0.14055,0.125,0.12872,37466496.72685395,5011327.0338226805965
1646438400,2022-03-05 00:00:00,VR/USDT,0.14228,0.15187,0.132,0.13995,36401087.86656171,5120216.5726874449618
1646352000,2022-03-04 00:00:00,VR/USDT,0.14461,0.14468,0.13386,0.14227,36515025.28335635,5058331.0352454493907
1646265600,2022-03-03 00:00:00,VR/USDT,0.1508,0.1728,0.1373,0.14438,36823361.41965335,5525964.6216272666232
1646179200,2022-03-02 00:00:00,VR/USDT,0.15428,0.16026,0.14499,0.15078,33577545.92756085,5102137.6564285953601
1646092800,2022-03-01 00:00:00,VR/USDT,0.19156,0.2,0.15301,0.15434,31241614.5709671,5493331.9291876727927
1646006400,2022-02-28 00:00:00,VR/USDT,0.1779,0.20282,0.17426,0.19279,28563349.44666808,5230649.2576605035559
1645920000,2022-02-27 00:00:00,VR/USDT,0.194,0.20326,0.1774,0.17775,30139044.80116311,5832600.5131420835844
1645833600,2022-02-26 00:00:00,VR/USDT,0.22336,0.24078,0.19042,0.19532,28767610.43594722,6421507.1290712380322
1645747200,2022-02-25 00:00:00,VR/USDT,0.19901,0.25,0.19901,0.22337,30564534.95874179,6531349.5947553588737
1645660800,2022-02-24 00:00:00,VR/USDT,0.21236,0.21908,0.165,0.19957,27084473.33019519,5176463.2636822738431
1645574400,2022-02-23 00:00:00,VR/USDT,0.23697,0.239,0.2047,0.21174,25951329.63539232,5809466.2650280126104
1645488000,2022-02-22 00:00:00,VR/USDT,0.22877,0.23801,0.21,0.23697,24473522.87739188,5444906.0890963866178
1645401600,2022-02-21 00:00:00,VR/USDT,0.23046,0.24999,0.22455,0.22875,22199787.23314463,5245913.7253370044478
1645315200,2022-02-20 00:00:00,VR/USDT,0.24523,0.25146,0.22633,0.23046,24542240.01423045,5799131.3903325087423
1645228800,2022-02-19 00:00:00,VR/USDT,0.25145,0.28438,0.23001,0.24517,24162527.19002043,6047348.8973416209942
1645142400,2022-02-18 00:00:00,VR/USDT,0.26278,0.26666,0.25,0.25145,20692458.02479746,5401654.8075347218468
1645056000,2022-02-17 00:00:00,VR/USDT,0.30073,0.30409,0.258,0.26278,18249929.73091096,5079004.8205049202081
1644969600,2022-02-16 00:00:00,VR/USDT,0.2958,0.32,0.288,0.30054,16315553.51272225,4836327.9305337196507
1644883200,2022-02-15 00:00:00,VR/USDT,0.2769,0.31,0.2634,0.2958,23515001.7597042,6690133.8395953335693
1644796800,2022-02-14 00:00:00,VR/USDT,0.27983,0.28031,0.2555,0.27689,21127458.21253565,5559183.8575221393704
1644710400,2022-02-13 00:00:00,VR/USDT,0.28743,0.30577,0.269,0.27983,24892531.85903129,7129885.1666528134384
1644624000,2022-02-12 00:00:00,VR/USDT,0.32833,0.32999,0.27817,0.28742,18165795.26124323,5544922.5477376822722
1644537600,2022-02-11 00:00:00,VR/USDT,0.33835,0.34748,0.328,0.32835,14131438.17271794,4743872.9804610554713
1644451200,2022-02-10 00:00:00,VR/USDT,0.33942,0.35729,0.336,0.33846,15040808.18802745,5168950.5455444887206
1644364800,2022-02-09 00:00:00,VR/USDT,0.35229,0.37798,0.33824,0.33949,13956725.2677776,4882051.154984177002
1644278400,2022-02-08 00:00:00,VR/USDT,0.37734,0.38125,0.34,0.35229,13286071.93415494,4776161.7709085812161
1644192000,2022-02-07 00:00:00,VR/USDT,0.37001,0.39602,0.36542,0.37734,14951692.96881667,5691392.6366024439138
