https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume WXT
1661904000000,2022-08-31 00:00:00,WXT/BTC,2.7e-07,2.8e-07,2.6e-07,2.6e-07,0.035336693599999996,135910.36
1661817600000,2022-08-30 00:00:00,WXT/BTC,2.8e-07,3e-07,2.4e-07,2.7e-07,0.0589904602923006,218483.18626778
1661731200000,2022-08-29 00:00:00,WXT/BTC,3e-07,3e-07,2.2e-07,2.8e-07,0.012004188459208401,42872.10164003
1661644800000,2022-08-28 00:00:00,WXT/BTC,2.9e-07,3e-07,2.9e-07,3e-07,0.010053825738525,33512.75246175
1661558400000,2022-08-27 00:00:00,WXT/BTC,2.9e-07,3e-07,2.8e-07,2.9e-07,0.06729287912476739,232044.41077506
1661472000000,2022-08-26 00:00:00,WXT/BTC,2.8e-07,2.9e-07,2.7e-07,2.9e-07,0.0339333063219029,117011.40111001
1661385600000,2022-08-25 00:00:00,WXT/BTC,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.0488584096197652,174494.32007059
1661299200000,2022-08-24 00:00:00,WXT/BTC,2.8e-07,2.9e-07,2.8e-07,2.8e-07,0.0441026532654456,157509.47594802
1661212800000,2022-08-23 00:00:00,WXT/BTC,2.8e-07,2.9e-07,2.8e-07,2.8e-07,0.0415764143110204,148487.19396793
1661040000000,2022-08-21 00:00:00,WXT/BTC,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.03741556376465321,133627.01344519
1660953600000,2022-08-20 00:00:00,WXT/BTC,2.8e-07,2.9e-07,2.8e-07,2.9e-07,0.0264557567633072,91226.74745968
1660867200000,2022-08-19 00:00:00,WXT/BTC,2.7e-07,2.9e-07,2.7e-07,2.8e-07,0.0519996044753864,185712.87312638
1660780800000,2022-08-18 00:00:00,WXT/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0006188604907394,2380.23265669
1660694400000,2022-08-17 00:00:00,WXT/BTC,2.6e-07,2.7e-07,2.6e-07,2.7e-07,0.0004778623089855,1769.86040365
1660608000000,2022-08-16 00:00:00,WXT/BTC,2.6e-07,2.8e-07,2.6e-07,2.7e-07,0.0041806314956475,15483.82035425
1660521600000,2022-08-15 00:00:00,WXT/BTC,2.6e-07,2.6e-07,2.5e-07,2.6e-07,0.024837358039715,95528.30015275
1660435200000,2022-08-14 00:00:00,WXT/BTC,2.6e-07,2.7e-07,2.5e-07,2.6e-07,0.0196570725764816,75604.12529416
1660348800000,2022-08-13 00:00:00,WXT/BTC,2.7e-07,2.7e-07,2.3e-07,2.6e-07,0.046765410973273205,179866.96528182
1660262400000,2022-08-12 00:00:00,WXT/BTC,2.7e-07,2.8e-07,2.7e-07,2.7e-07,0.0269944127087328,99979.30632864
1660176000000,2022-08-11 00:00:00,WXT/BTC,2.9e-07,2.9e-07,2.6e-07,2.7e-07,0.0277509247082316,102781.20262308
1660089600000,2022-08-10 00:00:00,WXT/BTC,3e-07,3e-07,2.8e-07,2.9e-07,0.034194042847475,117910.4925775
1659916800000,2022-08-08 00:00:00,WXT/BTC,3e-07,3.2e-07,2.9e-07,2.9e-07,0.0496969743304466,171368.87700154
1659830400000,2022-08-07 00:00:00,WXT/BTC,3e-07,3.2e-07,3e-07,3.1e-07,0.022391652286669096,72231.13640861
1659744000000,2022-08-06 00:00:00,WXT/BTC,3.1e-07,3.1e-07,3e-07,3.1e-07,0.022244909288265297,71757.77189763
1659657600000,2022-08-05 00:00:00,WXT/BTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,0.057540307449999994,185613.895
1659571200000,2022-08-04 00:00:00,WXT/BTC,3.1e-07,3.2e-07,3e-07,3.1e-07,0.056363347838941605,181817.25109336
1659484800000,2022-08-03 00:00:00,WXT/BTC,3.1e-07,3.2e-07,2.9e-07,3.1e-07,0.0458645484231811,147950.15620381
1659398400000,2022-08-02 00:00:00,WXT/BTC,3.2e-07,3.3e-07,3e-07,3.1e-07,0.0628535207385655,202753.29270505
1659312000000,2022-08-01 00:00:00,WXT/BTC,3.1e-07,3.2e-07,3e-07,3.2e-07,0.034324629037916804,107264.46574349
1659225600000,2022-07-31 00:00:00,WXT/BTC,2.8e-07,3.1e-07,2.7e-07,3e-07,0.048628906168154996,162096.35389385
1659139200000,2022-07-30 00:00:00,WXT/BTC,2.8e-07,3e-07,2.7e-07,3e-07,0.042742169717393995,142473.89905798
1659052800000,2022-07-29 00:00:00,WXT/BTC,2.8e-07,2.9e-07,2.6e-07,2.8e-07,0.047124977650273604,168303.49160812
1658966400000,2022-07-28 00:00:00,WXT/BTC,2.8e-07,2.9e-07,2.6e-07,2.8e-07,0.0629271426088816,224739.79503172
1658880000000,2022-07-27 00:00:00,WXT/BTC,3.1e-07,3.1e-07,2.8e-07,2.8e-07,0.04258410329124,152086.083183
1658793600000,2022-07-26 00:00:00,WXT/BTC,3.1e-07,3.3e-07,3e-07,3e-07,0.038741009512737,129136.69837579
1658707200000,2022-07-25 00:00:00,WXT/BTC,3.1e-07,3.2e-07,3e-07,3.1e-07,0.0455179872496082,146832.21693422
1658620800000,2022-07-24 00:00:00,WXT/BTC,3.2e-07,3.2e-07,3e-07,3.1e-07,0.038556308893834094,124375.18998011
1658534400000,2022-07-23 00:00:00,WXT/BTC,3.2e-07,3.2e-07,3.1e-07,3.2e-07,0.0270151020753248,84422.19398539
1658448000000,2022-07-22 00:00:00,WXT/BTC,3.1e-07,3.2e-07,3e-07,3.1e-07,0.029351414551254,94681.9824234
1658361600000,2022-07-21 00:00:00,WXT/BTC,3.3e-07,3.3e-07,3.1e-07,3.1e-07,0.0285549292018539,92112.67484469
1658275200000,2022-07-20 00:00:00,WXT/BTC,3.2e-07,3.3e-07,3.1e-07,3.3e-07,0.0528682928172828,160206.94793116
1658188800000,2022-07-19 00:00:00,WXT/BTC,3.4e-07,3.4e-07,3.1e-07,3.3e-07,0.0518107628626797,157002.31170509
1658102400000,2022-07-18 00:00:00,WXT/BTC,3.4e-07,3.5e-07,3.3e-07,3.4e-07,0.0663035637694966,195010.48167499
1658016000000,2022-07-17 00:00:00,WXT/BTC,3.4e-07,3.5e-07,3.3e-07,3.4e-07,0.040016503990463,117695.59997195
1657929600000,2022-07-16 00:00:00,WXT/BTC,3.4e-07,3.4e-07,3.2e-07,3.4e-07,0.0698397580553294,205411.05310391
1657843200000,2022-07-15 00:00:00,WXT/BTC,3.6e-07,3.8e-07,3.3e-07,3.4e-07,0.0777797607175938,228764.00211057
1657756800000,2022-07-14 00:00:00,WXT/BTC,4.1e-07,4.3e-07,3.6e-07,3.7e-07,0.0785929796772233,212413.45858709
1657670400000,2022-07-13 00:00:00,WXT/BTC,4.4e-07,4.5e-07,4e-07,4e-07,0.08473686536141999,211842.16340355
1657584000000,2022-07-12 00:00:00,WXT/BTC,4.5e-07,4.7e-07,4.4e-07,4.4e-07,0.08884716334000321,201925.37122728
1657497600000,2022-07-11 00:00:00,WXT/BTC,4.6e-07,4.6e-07,4.5e-07,4.5e-07,0.018978205984393502,42173.79107643
1657411200000,2022-07-10 00:00:00,WXT/BTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,0.00596112,13548.0
1657324800000,2022-07-09 00:00:00,WXT/BTC,4.4e-07,4.5e-07,4.3e-07,4.4e-07,0.094946302322872,215787.0507338
1657238400000,2022-07-08 00:00:00,WXT/BTC,4.5e-07,4.5e-07,4.3e-07,4.4e-07,0.0814552846872776,185125.64701654
1657152000000,2022-07-07 00:00:00,WXT/BTC,4.8e-07,4.9e-07,4.5e-07,4.6e-07,0.1077753232263832,234294.18092692
1657065600000,2022-07-06 00:00:00,WXT/BTC,5e-07,5e-07,4.7e-07,4.8e-07,0.08536296439088639,177839.50914768
1656979200000,2022-07-05 00:00:00,WXT/BTC,5e-07,5.1e-07,4.9e-07,4.9e-07,0.0530759383005726,108318.24142974
1656892800000,2022-07-04 00:00:00,WXT/BTC,5.2e-07,5.2e-07,5e-07,5e-07,0.054589311461215,109178.62292243
1656806400000,2022-07-03 00:00:00,WXT/BTC,5.2e-07,5.4e-07,5.1e-07,5.2e-07,0.1005968027863864,193455.38997382
1656720000000,2022-07-02 00:00:00,WXT/BTC,5.3e-07,5.4e-07,5.1e-07,5.2e-07,0.1251434915807804,240660.56073227
1656633600000,2022-07-01 00:00:00,WXT/BTC,5.4e-07,5.4e-07,5.1e-07,5.3e-07,0.1338985027027016,252638.68434472
1656547200000,2022-06-30 00:00:00,WXT/BTC,5e-07,5.5e-07,4.9e-07,5.3e-07,0.111688611183864,210733.2286488
1656460800000,2022-06-29 00:00:00,WXT/BTC,5e-07,5.1e-07,5e-07,5e-07,0.027489305386294998,54978.61077259
1656374400000,2022-06-28 00:00:00,WXT/BTC,5.1e-07,5.1e-07,5e-07,5.1e-07,0.00391476,7676.0
1656288000000,2022-06-27 00:00:00,WXT/BTC,5e-07,5.3e-07,4.7e-07,5e-07,0.042485495476915,84970.99095383
1656201600000,2022-06-26 00:00:00,WXT/BTC,4.9e-07,5e-07,4.8e-07,4.9e-07,0.056635287221383494,115582.21881915
1656028800000,2022-06-24 00:00:00,WXT/BTC,4.9e-07,5e-07,4.8e-07,4.9e-07,0.0831976932184706,169791.21064994
1655942400000,2022-06-23 00:00:00,WXT/BTC,5e-07,5e-07,4.8e-07,5e-07,0.06882917901013,137658.35802026
1655856000000,2022-06-22 00:00:00,WXT/BTC,5e-07,5.1e-07,5e-07,5.1e-07,0.019562019865699498,38356.90169745
1655769600000,2022-06-21 00:00:00,WXT/BTC,5e-07,5.2e-07,4.7e-07,5e-07,0.10730943910211,214618.87820422
1655683200000,2022-06-20 00:00:00,WXT/BTC,5.1e-07,5.3e-07,4.9e-07,5e-07,0.11664687488937998,233293.74977876
1655596800000,2022-06-19 00:00:00,WXT/BTC,5.5e-07,5.5e-07,5e-07,5e-07,0.05935141523572,118702.83047144
1655510400000,2022-06-18 00:00:00,WXT/BTC,5e-07,5.5e-07,5e-07,5.4e-07,0.1073662153845372,198826.32478618
1655424000000,2022-06-17 00:00:00,WXT/BTC,4.5e-07,5e-07,4.4e-07,5e-07,0.060114676753979995,120229.35350796
1655337600000,2022-06-16 00:00:00,WXT/BTC,4.4e-07,5e-07,4.2e-07,4.6e-07,0.0920334391881304,200072.69388724
1655251200000,2022-06-15 00:00:00,WXT/BTC,4.3e-07,5e-07,4.2e-07,4.5e-07,0.11465455719348899,254787.90487442
1655164800000,2022-06-14 00:00:00,WXT/BTC,4.2e-07,5e-07,2.5e-07,4.3e-07,0.1299669744326806,302248.77775042
1655078400000,2022-06-13 00:00:00,WXT/BTC,4.2e-07,4.4e-07,3.8e-07,4.2e-07,0.10960316448857581,260959.91544899
1654992000000,2022-06-12 00:00:00,WXT/BTC,3.9e-07,4.3e-07,3.8e-07,4.2e-07,0.0669847719650718,159487.55229779
1654905600000,2022-06-11 00:00:00,WXT/BTC,3.9e-07,3.9e-07,3.9e-07,3.9e-07,0.06332586,162374.0
1654819200000,2022-06-10 00:00:00,WXT/BTC,3.9e-07,4e-07,3.7e-07,3.9e-07,0.09650239044269461,247442.02677614
1654732800000,2022-06-09 00:00:00,WXT/BTC,3.9e-07,4e-07,3.7e-07,3.9e-07,0.0429636131093325,110163.11053675
1654646400000,2022-06-08 00:00:00,WXT/BTC,4e-07,4e-07,3.9e-07,3.9e-07,0.0080290381378389,20587.27727651
1654560000000,2022-06-07 00:00:00,WXT/BTC,3.9e-07,4.1e-07,3.9e-07,4e-07,0.068927702263476,172319.25565869
1654473600000,2022-06-06 00:00:00,WXT/BTC,3.8e-07,4e-07,3.6e-07,3.9e-07,0.06383542022035231,163680.56466757
1654387200000,2022-06-05 00:00:00,WXT/BTC,3.9e-07,3.9e-07,3.8e-07,3.8e-07,0.054905060000000006,144487
1654300800000,2022-06-04 00:00:00,WXT/BTC,3.8e-07,3.9e-07,3.7e-07,3.9e-07,0.055636224309993605,142656.98541024
1654214400000,2022-06-03 00:00:00,WXT/BTC,3.6e-07,3.7e-07,3.6e-07,3.7e-07,0.0403912029048754,109165.41325642
1654128000000,2022-06-02 00:00:00,WXT/BTC,3.5e-07,3.6e-07,3.5e-07,3.6e-07,0.03062088,85058
1654041600000,2022-06-01 00:00:00,WXT/BTC,3.5e-07,3.6e-07,3.5e-07,3.5e-07,0.0064610444444385,18460.12698411
1653955200000,2022-05-31 00:00:00,WXT/BTC,3.5e-07,3.5e-07,3.5e-07,3.5e-07,0.0017412446632595001,4974.98475217
1653868800000,2022-05-30 00:00:00,WXT/BTC,3.5e-07,3.5e-07,3.5e-07,3.5e-07,0.0111373098500755,31820.88528593
1653782400000,2022-05-29 00:00:00,WXT/BTC,3.5e-07,3.5e-07,3.5e-07,3.5e-07,0.0018321454866575,5234.70139045
1653696000000,2022-05-28 00:00:00,WXT/BTC,3.5e-07,3.5e-07,3.4e-07,3.4e-07,0.0093505536253116,27501.62830974
1653609600000,2022-05-27 00:00:00,WXT/BTC,3.6e-07,3.7e-07,3.5e-07,3.5e-07,0.0501024842953075,143149.95512945
1653523200000,2022-05-26 00:00:00,WXT/BTC,3.8e-07,3.9e-07,3.5e-07,3.6e-07,0.051543401425074,143176.11506965
1653436800000,2022-05-25 00:00:00,WXT/BTC,3.7e-07,3.9e-07,3.6e-07,3.8e-07,0.06412282468592641,168744.27548928
1653350400000,2022-05-24 00:00:00,WXT/BTC,3.7e-07,3.8e-07,3.5e-07,3.7e-07,0.0010040895768655,2713.75561315
1653264000000,2022-05-23 00:00:00,WXT/BTC,3.7e-07,3.8e-07,3.6e-07,3.6e-07,0.0021010007093688,5836.11308158
1653177600000,2022-05-22 00:00:00,WXT/BTC,3.9e-07,3.9e-07,3.8e-07,3.8e-07,0.0001144176141746,301.09898467
1653091200000,2022-05-21 00:00:00,WXT/BTC,3.7e-07,3.8e-07,3.7e-07,3.8e-07,0.0192871877976208,50755.75736216
1653004800000,2022-05-20 00:00:00,WXT/BTC,3.5e-07,3.9e-07,3.4e-07,3.6e-07,0.022501138054971597,62503.16126381
1652918400000,2022-05-19 00:00:00,WXT/BTC,3.2e-07,3.5e-07,3.2e-07,3.3e-07,0.0014297521885383,4332.58238951
1652832000000,2022-05-18 00:00:00,WXT/BTC,3.6e-07,3.8e-07,2.9e-07,3e-07,0.028746881791727998,95822.93930576
1652745600000,2022-05-17 00:00:00,WXT/BTC,3.3e-07,3.5e-07,3.1e-07,3.5e-07,0.0063981797755749996,18280.5136445
1652659200000,2022-05-16 00:00:00,WXT/BTC,3e-07,3.3e-07,2.9e-07,3.2e-07,0.008439406859788801,26373.14643684
1652572800000,2022-05-15 00:00:00,WXT/BTC,2.7e-07,3.3e-07,2.7e-07,2.9e-07,0.031472958523916794,108527.44318592
1652486400000,2022-05-14 00:00:00,WXT/BTC,3e-07,3e-07,2.7e-07,2.7e-07,0.007894153181193301,29237.60437479
1652400000000,2022-05-13 00:00:00,WXT/BTC,2.7e-07,3e-07,2.7e-07,2.8e-07,0.019988364690512402,71387.01675183
1652313600000,2022-05-12 00:00:00,WXT/BTC,2.8e-07,2.9e-07,2.7e-07,2.7e-07,0.015088958987039101,55885.03328533
1652227200000,2022-05-11 00:00:00,WXT/BTC,3.1e-07,3.4e-07,2.7e-07,2.9e-07,0.0675104065788673,232794.50544437
1652140800000,2022-05-10 00:00:00,WXT/BTC,2.7e-07,3.1e-07,2.7e-07,3e-07,0.05755616271009299,191853.87570031
1652054400000,2022-05-09 00:00:00,WXT/BTC,2.9e-07,3.1e-07,2.5e-07,2.8e-07,0.0755487525864036,269816.97352287
1651968000000,2022-05-08 00:00:00,WXT/BTC,3.2e-07,3.2e-07,2.3e-07,3.1e-07,0.17843895214235042,575609.52303984
1651881600000,2022-05-07 00:00:00,WXT/BTC,3.5e-07,3.5e-07,2.7e-07,3.2e-07,0.047205975385337606,147518.67307918
1651795200000,2022-05-06 00:00:00,WXT/BTC,3e-07,3.6e-07,3e-07,3.5e-07,0.12340283201835049,352579.52005243
1651708800000,2022-05-05 00:00:00,WXT/BTC,2.7e-07,3.1e-07,2.7e-07,2.9e-07,0.042685045684754494,147189.81270605
1651622400000,2022-05-04 00:00:00,WXT/BTC,2.5e-07,2.8e-07,2.5e-07,2.8e-07,0.013080932293951202,46717.61533554
1651536000000,2022-05-03 00:00:00,WXT/BTC,2.6e-07,2.6e-07,2.5e-07,2.5e-07,0.03640669977205,145626.7990882
1651449600000,2022-05-02 00:00:00,WXT/BTC,2.5e-07,2.6e-07,2.5e-07,2.6e-07,0.0689759907798884,265292.27223034
1651363200000,2022-05-01 00:00:00,WXT/BTC,2.4e-07,2.5e-07,2.3e-07,2.5e-07,0.012454969879095,49819.87951638
1651276800000,2022-04-30 00:00:00,WXT/BTC,2.2e-07,2.4e-07,2.1e-07,2.4e-07,0.03570635579384399,148776.48247435
1651190400000,2022-04-29 00:00:00,WXT/BTC,2.1e-07,2.3e-07,2.1e-07,2.1e-07,0.007784927193040201,37071.08187162
1651104000000,2022-04-28 00:00:00,WXT/BTC,2.2e-07,2.2e-07,2e-07,2.1e-07,0.0303214149087738,144387.69004178
1651017600000,2022-04-27 00:00:00,WXT/BTC,2.1e-07,2.2e-07,2e-07,2.2e-07,0.0122338471806386,55608.39627563
1650931200000,2022-04-26 00:00:00,WXT/BTC,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.0040798446345867,19427.83159327
1650844800000,2022-04-25 00:00:00,WXT/BTC,2e-07,2.1e-07,2e-07,2e-07,0.000288230246614,1441.15123307
1650585600000,2022-04-22 00:00:00,WXT/BTC,2e-07,2.1e-07,1.9e-07,2e-07,0.018588755550518,92943.77775259
1650326400000,2022-04-19 00:00:00,WXT/BTC,1.8e-07,1.9e-07,1.8e-07,1.9e-07,0.0030389228563339,15994.33082281
1650240000000,2022-04-18 00:00:00,WXT/BTC,1.9e-07,1.9e-07,1.8e-07,1.8e-07,0.011356564731885,63092.02628825
1650153600000,2022-04-17 00:00:00,WXT/BTC,1.9e-07,1.9e-07,1.9e-07,1.9e-07,0.0028728,15120.0
1650067200000,2022-04-16 00:00:00,WXT/BTC,2e-07,2.1e-07,1.9e-07,1.9e-07,0.0078601984530883,41369.46554257
1649980800000,2022-04-15 00:00:00,WXT/BTC,1.9e-07,2e-07,1.8e-07,2e-07,0.007199933424856,35999.66712428
1649894400000,2022-04-14 00:00:00,WXT/BTC,1.7e-07,2e-07,1.7e-07,1.8e-07,0.024207135806500198,134484.08781389
1649808000000,2022-04-13 00:00:00,WXT/BTC,1.8e-07,1.8e-07,1.7e-07,1.7e-07,0.006400093149534899,37647.60676197
1649721600000,2022-04-12 00:00:00,WXT/BTC,1.6e-07,1.8e-07,1.6e-07,1.8e-07,0.0208936227186648,116075.68177036
1649635200000,2022-04-11 00:00:00,WXT/BTC,1.9e-07,1.9e-07,1.5e-07,1.5e-07,0.021016898417388,140112.65611592
1649548800000,2022-04-10 00:00:00,WXT/BTC,1.5e-07,1.5e-07,1.5e-07,1.5e-07,0.018314930024613,122099.53349742
1649462400000,2022-04-09 00:00:00,WXT/BTC,1.4e-07,1.5e-07,1.4e-07,1.5e-07,0.0064608927097365,43072.61806491
1649376000000,2022-04-08 00:00:00,WXT/BTC,1.5e-07,1.5e-07,1.3e-07,1.4e-07,0.004582652594797201,32733.23281998
1649289600000,2022-04-07 00:00:00,WXT/BTC,1.4e-07,1.4e-07,1.3e-07,1.4e-07,0.0172058373900476,122898.83850034
1649203200000,2022-04-06 00:00:00,WXT/BTC,1.4e-07,1.4e-07,1.2e-07,1.3e-07,0.0019943823801317,15341.40292409
1649116800000,2022-04-05 00:00:00,WXT/BTC,1.4e-07,1.4e-07,1.3e-07,1.4e-07,0.0018401403519954001,13143.85965711
