https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RUB,Volume BTC
1663549200000,2022-09-19 01:00:00,BTC/RUB,1274563.8,1276897.25,1273176.35,1275869.32,31515.962560139204,0.02470156
1663545600000,2022-09-19 00:00:00,BTC/RUB,1268734.36,1277140.72,1266871.0,1274490.83,482465.1183039077,0.37855519
1663542000000,2022-09-18 23:00:00,BTC/RUB,1229905.48,1270000.0,1229389.41,1268799.71,1188956.7199131113,0.93707203
1663538400000,2022-09-18 22:00:00,BTC/RUB,1232738.0,1233314.0,1227341.86,1229456.87,133971.8496363584,0.10896832
1663534800000,2022-09-18 21:00:00,BTC/RUB,1248381.0,1256561.0,1228862.0,1233392.0,618453.7316070399,0.50142512
1663531200000,2022-09-18 20:00:00,BTC/RUB,1248670.33,1250696.11,1245147.65,1247293.5,238824.40034835,0.1914741
1663527600000,2022-09-18 19:00:00,BTC/RUB,1241721.35,1248474.07,1240488.41,1248380.25,203290.63420847998,0.16284352
1663524000000,2022-09-18 18:00:00,BTC/RUB,1242584.69,1246183.38,1238604.0,1242349.34,234920.3340052108,0.18909362
1663520400000,2022-09-18 17:00:00,BTC/RUB,1250091.01,1250311.0,1242318.76,1242385.51,93381.02452476679,0.07516268
1663516800000,2022-09-18 16:00:00,BTC/RUB,1253470.81,1256768.0,1245794.85,1248817.33,196750.171287636,0.1575492
1663513200000,2022-09-18 15:00:00,BTC/RUB,1253812.69,1256830.58,1251287.0,1254632.03,146502.503900679,0.1167693
1663509600000,2022-09-18 14:00:00,BTC/RUB,1262598.43,1262632.78,1250849.72,1253726.72,106626.05993658879,0.08504729
1663506000000,2022-09-18 13:00:00,BTC/RUB,1266059.54,1266347.99,1261417.57,1265112.92,386813.7532289436,0.30575433
1663502400000,2022-09-18 12:00:00,BTC/RUB,1261801.53,1266573.83,1258031.34,1265755.66,167901.665557821,0.13264935
1663498800000,2022-09-18 11:00:00,BTC/RUB,1260400.08,1262463.0,1257938.84,1261728.95,131851.407077791,0.10450058
1663495200000,2022-09-18 10:00:00,BTC/RUB,1256299.87,1267035.96,1251567.21,1260762.11,245194.59110543752,0.19448125
1663491600000,2022-09-18 09:00:00,BTC/RUB,1268641.33,1269514.59,1253803.0,1255864.51,260673.01467234598,0.2075646
1663488000000,2022-09-18 08:00:00,BTC/RUB,1269145.47,1269478.22,1268047.19,1268630.92,75102.950464,0.0592
1663484400000,2022-09-18 07:00:00,BTC/RUB,1268451.15,1269625.79,1268361.0,1268698.18,151844.8267703172,0.11968554
1663480800000,2022-09-18 06:00:00,BTC/RUB,1269640.22,1270029.0,1268343.21,1268521.43,92708.88657962029,0.07308421
1663477200000,2022-09-18 05:00:00,BTC/RUB,1266744.14,1270468.32,1265000.0,1269593.36,101482.9900578256,0.07993346
1663473600000,2022-09-18 04:00:00,BTC/RUB,1266128.46,1268063.59,1265423.63,1267099.41,72241.0372943772,0.05701292
1663470000000,2022-09-18 03:00:00,BTC/RUB,1267988.18,1268342.63,1265000.0,1265539.26,98923.40733642,0.078167
1663466400000,2022-09-18 02:00:00,BTC/RUB,1265944.83,1268778.08,1265844.88,1267984.65,93542.47367120399,0.07377256
1663462800000,2022-09-18 01:00:00,BTC/RUB,1265642.9,1269485.0,1265000.0,1265870.06,90066.98389521561,0.07115026
1663459200000,2022-09-18 00:00:00,BTC/RUB,1273697.18,1273697.18,1265381.84,1265821.06,82892.7731261028,0.06548538
1663455600000,2022-09-17 23:00:00,BTC/RUB,1273906.24,1275910.17,1273103.9,1273836.91,83416.1018132383,0.06548413
1663452000000,2022-09-17 22:00:00,BTC/RUB,1267650.67,1274698.0,1267650.67,1273971.99,87884.7284151918,0.06898482
1663448400000,2022-09-17 21:00:00,BTC/RUB,1270596.47,1271470.17,1265000.0,1267386.94,77592.59693415,0.0612225
1663444800000,2022-09-17 20:00:00,BTC/RUB,1267270.73,1271383.86,1265561.51,1270364.79,84118.7798221896,0.06621624
1663441200000,2022-09-17 19:00:00,BTC/RUB,1270551.54,1270551.54,1265810.0,1266723.55,167090.48867845102,0.13190762
1663437600000,2022-09-17 18:00:00,BTC/RUB,1270492.24,1272129.9,1267194.0,1270343.98,126490.0810114496,0.09957152
1663434000000,2022-09-17 17:00:00,BTC/RUB,1272217.0,1277118.49,1268108.0,1269750.65,161049.230012958,0.12683532
1663430400000,2022-09-17 16:00:00,BTC/RUB,1264231.32,1277677.67,1262394.0,1273919.71,199329.7966301957,0.15646967
1663426800000,2022-09-17 15:00:00,BTC/RUB,1260631.92,1265584.9,1258296.0,1264039.34,136927.5418404492,0.10832538
1663423200000,2022-09-17 14:00:00,BTC/RUB,1258888.49,1262615.01,1258139.0,1260079.57,207703.77943024022,0.16483386
1663419600000,2022-09-17 13:00:00,BTC/RUB,1257146.1,1260338.0,1253175.31,1258636.09,216870.6004689836,0.17230604
1663416000000,2022-09-17 12:00:00,BTC/RUB,1254592.24,1257369.2,1252144.43,1257275.65,73883.55211712,0.0587648
1663412400000,2022-09-17 11:00:00,BTC/RUB,1256891.27,1257735.44,1253289.0,1253289.0,94822.2164643,0.0756587
1663408800000,2022-09-17 10:00:00,BTC/RUB,1258780.85,1259354.0,1255127.82,1256829.35,128626.93206944001,0.1023424
1663405200000,2022-09-17 09:00:00,BTC/RUB,1257682.27,1259740.0,1256733.0,1258374.62,246269.22347489643,0.19570422
1663401600000,2022-09-17 08:00:00,BTC/RUB,1255474.19,1258910.23,1252928.11,1257734.65,105334.06951223599,0.08374904
1663398000000,2022-09-17 07:00:00,BTC/RUB,1254441.08,1257041.0,1252521.0,1255879.0,298421.69168662,0.23761978
1663394400000,2022-09-17 06:00:00,BTC/RUB,1254245.35,1255175.53,1252386.0,1254629.35,91501.0594675125,0.07293075
1663390800000,2022-09-17 05:00:00,BTC/RUB,1261785.33,1261785.33,1254103.31,1254157.09,100319.57413254761,0.07998964
1663387200000,2022-09-17 04:00:00,BTC/RUB,1258674.33,1264346.63,1257297.48,1261683.66,846896.5016250924,0.67124314
1663383600000,2022-09-17 03:00:00,BTC/RUB,1260279.71,1260778.0,1258291.08,1258291.08,80527.5588897648,0.06399756
1663380000000,2022-09-17 02:00:00,BTC/RUB,1264753.62,1265669.94,1257463.35,1260427.08,84666.1766782788,0.06717261
1663376400000,2022-09-17 01:00:00,BTC/RUB,1262073.8,1266671.6,1262073.8,1265292.03,85338.51932069131,0.06744571
1663372800000,2022-09-17 00:00:00,BTC/RUB,1252727.72,1266191.05,1251480.42,1261008.0,157213.78909488,0.12467311
1663369200000,2022-09-16 23:00:00,BTC/RUB,1246990.86,1251532.55,1246203.31,1251532.55,139339.776944666,0.11133532
1663365600000,2022-09-16 22:00:00,BTC/RUB,1247190.27,1248914.0,1246454.0,1247142.85,75042.6680130595,0.06017167
1663362000000,2022-09-16 21:00:00,BTC/RUB,1248738.33,1251284.82,1245776.0,1247735.19,80746.8958417563,0.06471477
1663358400000,2022-09-16 20:00:00,BTC/RUB,1248150.52,1255311.81,1247598.0,1250404.87,168442.7527684759,0.13471057
1663354800000,2022-09-16 19:00:00,BTC/RUB,1235685.01,1249886.0,1235141.44,1248934.95,115110.69994079549,0.09216709
1663351200000,2022-09-16 18:00:00,BTC/RUB,1233988.55,1236349.62,1230002.0,1234255.0,83886.7582025,0.0679655
1663347600000,2022-09-16 17:00:00,BTC/RUB,1238804.93,1239965.92,1230628.59,1234041.22,96808.5839238724,0.07844842
1663344000000,2022-09-16 16:00:00,BTC/RUB,1242789.01,1242902.99,1230000.0,1239017.83,270094.2277822197,0.21799059
1663340400000,2022-09-16 15:00:00,BTC/RUB,1242796.66,1248907.16,1236788.0,1241683.95,316390.44517382246,0.25480755
1663336800000,2022-09-16 14:00:00,BTC/RUB,1235053.31,1250784.35,1235053.31,1242549.64,135660.1780396032,0.10917888
1663333200000,2022-09-16 13:00:00,BTC/RUB,1241300.03,1249050.21,1234567.29,1239485.06,126596.6782255406,0.10213651
1663329600000,2022-09-16 12:00:00,BTC/RUB,1251520.9,1252199.06,1240000.0,1241931.93,120726.5014685559,0.09720863
1663326000000,2022-09-16 11:00:00,BTC/RUB,1238997.68,1251459.53,1237962.0,1250814.18,469321.5908226384,0.37521288
1663322400000,2022-09-16 10:00:00,BTC/RUB,1237574.04,1241755.43,1234193.0,1239152.94,142965.6719452074,0.11537371
1663318800000,2022-09-16 09:00:00,BTC/RUB,1231731.04,1239000.0,1231283.85,1236474.61,345994.77667879604,0.2798236
1663315200000,2022-09-16 08:00:00,BTC/RUB,1235599.58,1236901.77,1229650.45,1231802.45,191814.5899446435,0.15571863
1663311600000,2022-09-16 07:00:00,BTC/RUB,1231088.49,1239867.0,1231088.49,1233330.61,221447.24901945423,0.17955222
1663308000000,2022-09-16 06:00:00,BTC/RUB,1230718.48,1233762.63,1230154.72,1231132.44,82592.42799268199,0.06708655
1663304400000,2022-09-16 05:00:00,BTC/RUB,1235026.52,1238832.93,1229188.0,1230157.91,193673.90857405748,0.15743825
1663300800000,2022-09-16 04:00:00,BTC/RUB,1228090.07,1235121.1,1228041.64,1234645.39,71654.4848302811,0.05803649
1663297200000,2022-09-16 03:00:00,BTC/RUB,1227597.26,1231223.59,1225086.2,1227964.47,77383.1159121333,0.06301739
1663293600000,2022-09-16 02:00:00,BTC/RUB,1221668.0,1228845.0,1221627.0,1227347.67,373769.16897664015,0.30453406
1663290000000,2022-09-16 01:00:00,BTC/RUB,1225161.24,1226996.0,1221234.91,1221234.91,87097.8143143486,0.07131946
1663286400000,2022-09-16 00:00:00,BTC/RUB,1219099.24,1225937.17,1214371.32,1225509.26,108891.3630227622,0.08885397
1663282800000,2022-09-15 23:00:00,BTC/RUB,1225593.44,1225768.63,1215857.0,1218604.03,78306.27636377,0.064259
1663279200000,2022-09-15 22:00:00,BTC/RUB,1227028.59,1227028.59,1225000.01,1225354.34,76419.4807385114,0.06236521
1663275600000,2022-09-15 21:00:00,BTC/RUB,1226956.72,1231646.0,1225907.0,1226656.15,89810.660413416,0.07321584
1663272000000,2022-09-15 20:00:00,BTC/RUB,1226095.78,1237860.44,1225252.23,1226125.13,95275.6731278597,0.07770469
1663268400000,2022-09-15 19:00:00,BTC/RUB,1221868.14,1226430.0,1221320.0,1225586.32,112067.07384281921,0.09143956
1663264800000,2022-09-15 18:00:00,BTC/RUB,1225962.84,1229031.0,1221770.99,1223093.0,164295.66096585998,0.13432802
1663261200000,2022-09-15 17:00:00,BTC/RUB,1228398.72,1233950.66,1224086.34,1225694.56,107834.57273583041,0.08797834
1663257600000,2022-09-15 16:00:00,BTC/RUB,1218084.0,1230001.99,1215727.63,1227783.58,441919.4466872302,0.35993269
1663254000000,2022-09-15 15:00:00,BTC/RUB,1220804.05,1239139.0,1214769.0,1219137.12,456526.2175997904,0.37446667
1663250400000,2022-09-15 14:00:00,BTC/RUB,1243825.4,1248887.51,1220258.0,1221920.21,525800.0133371314,0.43030634
1663246800000,2022-09-15 13:00:00,BTC/RUB,1244822.83,1247150.12,1231071.0,1243368.32,259941.4531600192,0.20906231
1663243200000,2022-09-15 12:00:00,BTC/RUB,1247844.0,1252199.05,1243109.0,1244154.08,159796.7612593664,0.12843808
1663239600000,2022-09-15 11:00:00,BTC/RUB,1244926.21,1250083.99,1243378.02,1248961.87,95547.34409123672,0.07650141
1663236000000,2022-09-15 10:00:00,BTC/RUB,1247001.63,1250304.84,1243001.94,1245471.0,104859.89008416,0.08419296
1663232400000,2022-09-15 09:00:00,BTC/RUB,1247851.6,1247851.6,1241685.34,1244921.63,220485.9410733127,0.17710829
1663228800000,2022-09-15 08:00:00,BTC/RUB,1249608.75,1252926.0,1241249.99,1248067.45,170871.866202842,0.13690916
1663225200000,2022-09-15 07:00:00,BTC/RUB,1245938.09,1260333.01,1245225.09,1248866.75,814160.3998966125,0.65191935
1663221600000,2022-09-15 06:00:00,BTC/RUB,1249166.97,1258981.46,1241250.0,1242936.71,189641.6278497695,0.15257545
1663218000000,2022-09-15 05:00:00,BTC/RUB,1242465.41,1252316.0,1241297.01,1248671.9,100656.31592932998,0.0806107
1663214400000,2022-09-15 04:00:00,BTC/RUB,1237066.7,1247429.93,1236090.03,1242944.33,128946.37588500441,0.10374268
1663210800000,2022-09-15 03:00:00,BTC/RUB,1241657.8,1244497.45,1231771.83,1237342.94,169272.1519802436,0.13680294
1663207200000,2022-09-15 02:00:00,BTC/RUB,1246167.03,1249963.03,1238152.57,1241498.92,334375.4367813968,0.26933204
1663203600000,2022-09-15 01:00:00,BTC/RUB,1244959.25,1247402.97,1233664.1,1247402.97,99530.9191518147,0.07979051
1663200000000,2022-09-15 00:00:00,BTC/RUB,1249294.68,1254529.73,1244788.32,1244901.53,69604.4114867174,0.05591158
1663196400000,2022-09-14 23:00:00,BTC/RUB,1253729.46,1253974.68,1247483.88,1248833.53,90503.98996259461,0.07247082
1663192800000,2022-09-14 22:00:00,BTC/RUB,1248279.02,1260574.08,1237731.01,1253565.74,164775.86379729022,0.13144573
1663189200000,2022-09-14 21:00:00,BTC/RUB,1231968.79,1249697.06,1226792.99,1249697.06,74465.1113566018,0.05958653
1663185600000,2022-09-14 20:00:00,BTC/RUB,1233596.43,1235538.0,1229242.58,1232504.89,268736.4631449521,0.21804089
1663182000000,2022-09-14 19:00:00,BTC/RUB,1225033.46,1248254.3,1222927.81,1233860.34,147461.65985262961,0.11951244
1663178400000,2022-09-14 18:00:00,BTC/RUB,1242131.86,1246803.14,1222500.0,1223787.53,253615.3413315165,0.20723805
1663174800000,2022-09-14 17:00:00,BTC/RUB,1245554.99,1250134.92,1242209.45,1242562.59,81500.21458001371,0.06559043
1663171200000,2022-09-14 16:00:00,BTC/RUB,1245099.01,1253387.34,1242658.66,1244178.59,177808.2870480121,0.14291219
1663167600000,2022-09-14 15:00:00,BTC/RUB,1253232.86,1258498.3,1239710.35,1246927.17,344378.64015659277,0.27618184
1663164000000,2022-09-14 14:00:00,BTC/RUB,1254264.98,1261253.0,1244603.38,1254199.7,396493.926302097,0.31613301
1663160400000,2022-09-14 13:00:00,BTC/RUB,1254979.47,1261536.99,1249600.01,1255490.68,118426.8451410552,0.09432714
1663156800000,2022-09-14 12:00:00,BTC/RUB,1248252.12,1256589.99,1241392.42,1254957.92,168618.63094788158,0.13436198
1663153200000,2022-09-14 11:00:00,BTC/RUB,1256080.14,1257574.09,1247000.0,1249268.48,193467.86321372158,0.15486492
1663149600000,2022-09-14 10:00:00,BTC/RUB,1256178.94,1263275.99,1255360.02,1255938.01,160698.5494362702,0.12795102
1663146000000,2022-09-14 09:00:00,BTC/RUB,1259381.92,1260286.94,1255165.68,1256327.98,207374.37093136238,0.16506388
1663142400000,2022-09-14 08:00:00,BTC/RUB,1252535.11,1262749.28,1250019.0,1259139.08,164496.5987860496,0.13064212
1663138800000,2022-09-14 07:00:00,BTC/RUB,1264123.35,1264123.35,1251354.44,1253488.87,311370.01972794905,0.2484027
1663135200000,2022-09-14 06:00:00,BTC/RUB,1261383.62,1265291.21,1255120.01,1255774.37,422903.71887861367,0.33676728
1663131600000,2022-09-14 05:00:00,BTC/RUB,1262904.11,1264269.85,1259686.68,1261897.97,285354.2246161106,0.22613098
1663128000000,2022-09-14 04:00:00,BTC/RUB,1259210.15,1263757.0,1259045.72,1263710.0,279883.3694363,0.22147753
1663124400000,2022-09-14 03:00:00,BTC/RUB,1266730.35,1273705.9,1257761.21,1258494.11,77826.82371015531,0.06184123
1663120800000,2022-09-14 02:00:00,BTC/RUB,1248241.9,1288475.0,1247590.63,1267569.99,933873.0256014722,0.73674277
1663117200000,2022-09-14 01:00:00,BTC/RUB,1249079.99,1253678.0,1237351.37,1247640.53,2502822.8972869865,2.00604488
1663113600000,2022-09-14 00:00:00,BTC/RUB,1268293.57,1308593.0,1233110.05,1249079.99,11688011.706229836,9.35729641
1663110000000,2022-09-13 23:00:00,BTC/RUB,1264133.17,1280000.0,1254977.17,1267881.25,121770.332807375,0.09604238
1663106400000,2022-09-13 22:00:00,BTC/RUB,1257910.64,1279999.99,1243824.0,1257540.12,58689.611182220404,0.04667017
1663095600000,2022-09-13 19:00:00,BTC/RUB,1251798.92,1255037.08,1233108.0,1250300.14,579794.3571633796,0.46372414
1663092000000,2022-09-13 18:00:00,BTC/RUB,1293019.03,1296544.93,1250421.99,1252619.35,1778355.440764503,1.41970938
1663088400000,2022-09-13 17:00:00,BTC/RUB,1295970.86,1302937.88,1292450.22,1292547.95,287829.0884983455,0.22268349
1663084800000,2022-09-13 16:00:00,BTC/RUB,1300000.01,1303395.59,1292001.29,1295268.69,197100.19463265152,0.15216935
1663081200000,2022-09-13 15:00:00,BTC/RUB,1306699.96,1314999.74,1300428.03,1300549.8,433059.946619058,0.33298221
