https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHA,Volume BTC
1663462800,2022-09-18 01:00:00,SHA/BTC,0.0000000426,0.0000000426,0.0000000426,0.0000000426,32263.4719,0.00137442390294
1663459200,2022-09-18 00:00:00,SHA/BTC,0.0000000424,0.0000000426,0.0000000423,0.0000000426,628950.2976,0.02667512643157
1663455600,2022-09-17 23:00:00,SHA/BTC,0.0000000419,0.0000000422,0.0000000419,0.0000000422,517867.4651,0.02184095931046
1663452000,2022-09-17 22:00:00,SHA/BTC,0.0000000421,0.0000000421,0.0000000415,0.0000000419,512405.8473,0.02143241104049
1663448400,2022-09-17 21:00:00,SHA/BTC,0.0000000418,0.0000000422,0.0000000418,0.0000000421,930712.0689,0.03912991480502
1663444800,2022-09-17 20:00:00,SHA/BTC,0.0000000419,0.0000000423,0.0000000417,0.0000000417,892691.4785,0.03745302275558
1663441200,2022-09-17 19:00:00,SHA/BTC,0.0000000418,0.000000042,0.0000000418,0.0000000418,507838.868,0.02124856109678
1663437600,2022-09-17 18:00:00,SHA/BTC,0.0000000419,0.0000000419,0.0000000417,0.0000000417,447734.4172,0.01870916290169
1663434000,2022-09-17 17:00:00,SHA/BTC,0.0000000418,0.0000000419,0.0000000417,0.0000000419,490733.0434,0.02051598821106
1663430400,2022-09-17 16:00:00,SHA/BTC,0.0000000417,0.0000000418,0.0000000417,0.0000000418,282592.2871,0.01178578183268
1663426800,2022-09-17 15:00:00,SHA/BTC,0.0000000421,0.0000000421,0.0000000416,0.0000000416,1255186.2256,0.05275747332629
1663423200,2022-09-17 14:00:00,SHA/BTC,0.000000042,0.000000042,0.000000042,0.000000042,0,0
1663419600,2022-09-17 13:00:00,SHA/BTC,0.000000042,0.000000042,0.000000042,0.000000042,60305.685,0.00253283877
1663416000,2022-09-17 12:00:00,SHA/BTC,0.0000000419,0.0000000422,0.0000000419,0.000000042,230411.9874,0.00968912094281
1663412400,2022-09-17 11:00:00,SHA/BTC,0.0000000419,0.0000000421,0.0000000419,0.000000042,236443.7561,0.00991987963387
1663408800,2022-09-17 10:00:00,SHA/BTC,0.0000000421,0.0000000422,0.0000000418,0.0000000418,300213.549,0.01263484457367
1663405200,2022-09-17 09:00:00,SHA/BTC,0.0000000417,0.0000000423,0.0000000417,0.0000000421,420288.6016,0.0176179795177
1663401600,2022-09-17 08:00:00,SHA/BTC,0.0000000416,0.0000000416,0.0000000414,0.0000000414,357149.656,0.01482295696419
1663398000,2022-09-17 07:00:00,SHA/BTC,0.0000000414,0.0000000415,0.0000000414,0.0000000415,305347.6422,0.01265628163438
1663394400,2022-09-17 06:00:00,SHA/BTC,0.0000000415,0.0000000419,0.0000000414,0.0000000415,264298.1973,0.01098719380062
1663390800,2022-09-17 05:00:00,SHA/BTC,0.0000000416,0.0000000416,0.0000000414,0.0000000415,416252.0457,0.01730175104573
1663387200,2022-09-17 04:00:00,SHA/BTC,0.0000000415,0.0000000415,0.0000000413,0.0000000415,262313.7261,0.01087939593438
1663383600,2022-09-17 03:00:00,SHA/BTC,0.000000041,0.0000000415,0.0000000409,0.0000000415,468142.8627,0.01928761600958
1663380000,2022-09-17 02:00:00,SHA/BTC,0.0000000411,0.0000000413,0.000000041,0.0000000411,975489.4361,0.04010076738898
1663376400,2022-09-17 01:00:00,SHA/BTC,0.0000000414,0.0000000415,0.0000000411,0.0000000412,762790.0652,0.0314817884579
1663372800,2022-09-17 00:00:00,SHA/BTC,0.0000000415,0.0000000415,0.0000000414,0.0000000415,999407.733,0.04143364290697
1663369200,2022-09-16 23:00:00,SHA/BTC,0.0000000415,0.0000000417,0.0000000414,0.0000000414,667397.5522,0.027701054173
1663365600,2022-09-16 22:00:00,SHA/BTC,0.0000000416,0.0000000417,0.0000000411,0.0000000414,1225729.0812,0.0507360898855
1663362000,2022-09-16 21:00:00,SHA/BTC,0.0000000416,0.0000000416,0.0000000415,0.0000000416,457950.071,0.019044881371
1663358400,2022-09-16 20:00:00,SHA/BTC,0.0000000417,0.0000000417,0.0000000416,0.0000000416,302894.0073,0.01261003641797
1663354800,2022-09-16 19:00:00,SHA/BTC,0.0000000416,0.000000042,0.0000000416,0.0000000416,1288471.0735,0.05389343881348
1663351200,2022-09-16 18:00:00,SHA/BTC,0.0000000419,0.0000000419,0.0000000416,0.0000000416,661167.2736,0.02753854244508
1663347600,2022-09-16 17:00:00,SHA/BTC,0.0000000417,0.000000042,0.0000000417,0.0000000418,638125.8063,0.02670155637354
1663344000,2022-09-16 16:00:00,SHA/BTC,0.0000000415,0.0000000419,0.0000000414,0.0000000416,814020.7513,0.03379733721946
1663340400,2022-09-16 15:00:00,SHA/BTC,0.0000000421,0.0000000422,0.0000000415,0.0000000415,1375442.2695,0.05758708849734
1663336800,2022-09-16 14:00:00,SHA/BTC,0.0000000421,0.0000000422,0.0000000421,0.0000000421,627885.308,0.0264610212027
1663333200,2022-09-16 13:00:00,SHA/BTC,0.0000000419,0.0000000423,0.0000000417,0.0000000423,1060097.8479,0.04443122301819
1663329600,2022-09-16 12:00:00,SHA/BTC,0.0000000418,0.000000042,0.0000000418,0.0000000419,568920.3871,0.02385468685134
1663326000,2022-09-16 11:00:00,SHA/BTC,0.0000000415,0.0000000419,0.0000000414,0.0000000418,1495353.2867,0.0625049003732
1663322400,2022-09-16 10:00:00,SHA/BTC,0.0000000415,0.0000000418,0.0000000414,0.0000000415,1269633.3878,0.05271714512651
1663318800,2022-09-16 09:00:00,SHA/BTC,0.0000000415,0.0000000415,0.0000000415,0.0000000415,58388.8933,0.00242313907195
1663315200,2022-09-16 08:00:00,SHA/BTC,0.0000000417,0.0000000419,0.0000000416,0.0000000419,561368.1205,0.0233801587605
1663311600,2022-09-16 07:00:00,SHA/BTC,0.0000000421,0.0000000421,0.0000000417,0.0000000417,687735.3536,0.02881601249838
1663308000,2022-09-16 06:00:00,SHA/BTC,0.0000000426,0.0000000426,0.0000000421,0.0000000421,528899.3986,0.02238814448706
1663304400,2022-09-16 05:00:00,SHA/BTC,0.0000000424,0.0000000425,0.0000000424,0.0000000425,908351.5143,0.0385634543663
1663300800,2022-09-16 04:00:00,SHA/BTC,0.0000000425,0.0000000425,0.0000000424,0.0000000424,460851.7691,0.01955612116682
1663297200,2022-09-16 03:00:00,SHA/BTC,0.0000000422,0.0000000428,0.0000000421,0.0000000426,1251971.5394,0.05288856618919
1663293600,2022-09-16 02:00:00,SHA/BTC,0.0000000419,0.0000000423,0.0000000419,0.0000000421,1807485.6915,0.07600114901291
1663290000,2022-09-16 01:00:00,SHA/BTC,0.0000000416,0.000000042,0.0000000416,0.0000000419,1905376.0269,0.0797050190062
1663286400,2022-09-16 00:00:00,SHA/BTC,0.0000000419,0.000000042,0.0000000417,0.0000000417,1195174.0026,0.04996825761629
1663282800,2022-09-15 23:00:00,SHA/BTC,0.0000000419,0.000000042,0.0000000416,0.0000000419,1296121.3976,0.05423549773967
1663279200,2022-09-15 22:00:00,SHA/BTC,0.0000000415,0.0000000424,0.0000000413,0.000000042,1285303.3069,0.05356964351258
1663275600,2022-09-15 21:00:00,SHA/BTC,0.0000000416,0.0000000416,0.0000000415,0.0000000415,571963.5229,0.02376727625147
1663272000,2022-09-15 20:00:00,SHA/BTC,0.0000000417,0.0000000419,0.0000000416,0.0000000418,672439.8895,0.02797917962538
1663268400,2022-09-15 19:00:00,SHA/BTC,0.0000000416,0.0000000418,0.0000000414,0.0000000418,805150.1256,0.03347084699752
1663264800,2022-09-15 18:00:00,SHA/BTC,0.0000000416,0.0000000419,0.0000000416,0.0000000416,1394180.086,0.05805702924955
