https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TOWER,Volume BTC
1663459200,2022-09-18 00:00:00,TOWER/BTC,0.0000001976,0.0000001996,0.0000001962,0.0000001962,403.7035,0.0000794728896
1663372800,2022-09-17 00:00:00,TOWER/BTC,0.0000002112,0.0000002194,0.0000001953,0.0000002003,542447.2081,0.10906974074378
1663286400,2022-09-16 00:00:00,TOWER/BTC,0.000000221,0.00000023,0.0000002093,0.00000021,1716591.8874,0.38259690624372
1663200000,2022-09-15 00:00:00,TOWER/BTC,0.000000201,0.0000002268,0.0000001977,0.0000002255,936466.8424,0.2080105307001
1663113600,2022-09-14 00:00:00,TOWER/BTC,0.0000001973,0.0000002026,0.0000001936,0.0000001976,60236.7222,0.01195462936653
1663027200,2022-09-13 00:00:00,TOWER/BTC,0.000000193,0.0000002078,0.0000001883,0.0000001984,355411.946,0.06938115713337
1662940800,2022-09-12 00:00:00,TOWER/BTC,0.0000001899,0.0000001933,0.0000001847,0.0000001871,48787.7011,0.00927183388495
1662854400,2022-09-11 00:00:00,TOWER/BTC,0.0000001892,0.0000001937,0.0000001844,0.0000001881,125751.4269,0.02424807101044
1662768000,2022-09-10 00:00:00,TOWER/BTC,0.0000002024,0.0000002076,0.0000001867,0.0000001867,208991.9472,0.0407816188368
1662681600,2022-09-09 00:00:00,TOWER/BTC,0.000000206,0.0000002105,0.00000019,0.000000202,257159.4547,0.05130630736114
1662595200,2022-09-08 00:00:00,TOWER/BTC,0.0000001946,0.00000022,0.0000001878,0.000000204,443554.9983,0.09069378693244
1662508800,2022-09-07 00:00:00,TOWER/BTC,0.0000002008,0.0000002044,0.0000001868,0.0000001926,194988.7199,0.03790093238229
1662422400,2022-09-06 00:00:00,TOWER/BTC,0.0000001952,0.0000002095,0.00000019,0.0000002004,255320.5399,0.05064703116185
1662336000,2022-09-05 00:00:00,TOWER/BTC,0.0000001936,0.0000002028,0.0000001906,0.0000001921,238549.0565,0.04669801903092
1662249600,2022-09-04 00:00:00,TOWER/BTC,0.0000001897,0.0000002091,0.0000001856,0.0000001938,463032.4461,0.09041931618735
1662163200,2022-09-03 00:00:00,TOWER/BTC,0.0000001833,0.0000001899,0.0000001768,0.0000001897,77656.4918,0.01426729731737
1662076800,2022-09-02 00:00:00,TOWER/BTC,0.0000001916,0.0000002074,0.0000001742,0.0000001819,666118.3513,0.12303153890024
1661990400,2022-09-01 00:00:00,TOWER/BTC,0.0000001761,0.000000195,0.0000001681,0.0000001901,479047.4758,0.08501617670039
1661904000,2022-08-31 00:00:00,TOWER/BTC,0.0000001756,0.0000001878,0.00000017,0.0000001758,596438.3883,0.10660292952483
1661817600,2022-08-30 00:00:00,TOWER/BTC,0.0000001737,0.0000001806,0.0000001688,0.0000001715,177974.2669,0.03157718650338
1661731200,2022-08-29 00:00:00,TOWER/BTC,0.0000001721,0.000000185,0.0000001701,0.0000001746,351145.2789,0.06195746021795
1661644800,2022-08-28 00:00:00,TOWER/BTC,0.0000001707,0.0000001759,0.0000001692,0.0000001736,138495.8181,0.02402709632206
1661558400,2022-08-27 00:00:00,TOWER/BTC,0.0000001771,0.0000001771,0.000000165,0.0000001738,108316.6413,0.01837672185865
1661472000,2022-08-26 00:00:00,TOWER/BTC,0.00000018,0.0000002101,0.0000001654,0.0000001722,1078253.9756,0.20314288651422
1661385600,2022-08-25 00:00:00,TOWER/BTC,0.0000001792,0.0000001831,0.0000001741,0.0000001773,54074.4096,0.00970952619681
1661299200,2022-08-24 00:00:00,TOWER/BTC,0.0000001843,0.0000001843,0.0000001725,0.0000001796,306983.2309,0.05472228813807
1661212800,2022-08-23 00:00:00,TOWER/BTC,0.0000001776,0.00000019,0.0000001738,0.0000001855,143104.4911,0.02622440744866
1661126400,2022-08-22 00:00:00,TOWER/BTC,0.0000001649,0.0000001879,0.0000001645,0.000000177,566141.8379,0.09981029107039
1661040000,2022-08-21 00:00:00,TOWER/BTC,0.0000001636,0.0000001684,0.0000001593,0.0000001644,80420.0169,0.01324665416035
1660953600,2022-08-20 00:00:00,TOWER/BTC,0.0000001663,0.0000001681,0.0000001605,0.0000001635,1627648.676,0.26419648393202
1660867200,2022-08-19 00:00:00,TOWER/BTC,0.0000001664,0.0000001685,0.0000001586,0.0000001663,698283.9065,0.11556834830415
1660780800,2022-08-18 00:00:00,TOWER/BTC,0.0000001668,0.0000001701,0.0000001589,0.0000001656,185289.0244,0.03051140244641
1660694400,2022-08-17 00:00:00,TOWER/BTC,0.0000001657,0.0000001763,0.0000001615,0.0000001623,300341.9995,0.05036403580263
1660608000,2022-08-16 00:00:00,TOWER/BTC,0.000000162,0.0000002211,0.0000001588,0.0000001696,1178590.0339,0.22059646900627
1660521600,2022-08-15 00:00:00,TOWER/BTC,0.0000001546,0.00000027,0.0000001517,0.0000001584,2355437.5735,0.4301638683544
1660435200,2022-08-14 00:00:00,TOWER/BTC,0.0000001608,0.0000001609,0.0000001513,0.0000001577,596813.615,0.09331055870793
1660348800,2022-08-13 00:00:00,TOWER/BTC,0.0000001587,0.0000001614,0.0000001559,0.0000001608,450426.7028,0.07241440017519
1660262400,2022-08-12 00:00:00,TOWER/BTC,0.0000001623,0.0000001625,0.0000001563,0.0000001564,103354.5243,0.01652279787628
