https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DASH,Volume BTC
1663459200,2022-09-18 00:00:00,DASH/BTC,0.002213,0.002215,0.0022,0.002208,10.2869904,0.02272206076447
1663372800,2022-09-17 00:00:00,DASH/BTC,0.002217,0.002237,0.002194,0.002218,802.64410242,1.77822896277527
1663286400,2022-09-16 00:00:00,DASH/BTC,0.002226,0.002319,0.002204,0.002213,1831.69613134,4.0793794515779
1663200000,2022-09-15 00:00:00,DASH/BTC,0.002253,0.002315,0.002167,0.002228,3419.45892465,7.57503906701941
1663113600,2022-09-14 00:00:00,DASH/BTC,0.002172,0.002264,0.00216,0.002255,2063.0529349,4.57001274592544
1663027200,2022-09-13 00:00:00,DASH/BTC,0.002101,0.002205,0.002066,0.002172,2500.92891741,5.29022713449896
1662940800,2022-09-12 00:00:00,DASH/BTC,0.002216,0.002238,0.002102,0.002105,1856.37016021,4.07153996158408
1662854400,2022-09-11 00:00:00,DASH/BTC,0.002256,0.002265,0.002201,0.002221,982.45893196,2.18897982283937
1662768000,2022-09-10 00:00:00,DASH/BTC,0.002293,0.002343,0.002245,0.00225,1315.05723411,3.02131517936922
1662681600,2022-09-09 00:00:00,DASH/BTC,0.0024,0.002418,0.002253,0.002291,1208.8971239,2.79740572235749
1662595200,2022-09-08 00:00:00,DASH/BTC,0.002332,0.0024,0.002316,0.002397,840.32276333,1.97654909658311
1662508800,2022-09-07 00:00:00,DASH/BTC,0.002269,0.002357,0.00226,0.002334,1310.38749398,3.04453151990266
1662422400,2022-09-06 00:00:00,DASH/BTC,0.002407,0.002427,0.00227,0.002273,1233.74164209,2.88659344330082
1662336000,2022-09-05 00:00:00,DASH/BTC,0.002384,0.002435,0.002357,0.002403,846.36450576,2.02808529527842
1662249600,2022-09-04 00:00:00,DASH/BTC,0.002355,0.002397,0.002346,0.002377,469.87982719,1.11290579992116
1662163200,2022-09-03 00:00:00,DASH/BTC,0.00229,0.002367,0.002272,0.00236,1248.92056248,2.90378598328017
1662076800,2022-09-02 00:00:00,DASH/BTC,0.002226,0.002289,0.002215,0.002288,930.553003,2.10447094366302
1661990400,2022-09-01 00:00:00,DASH/BTC,0.00222,0.002232,0.002188,0.002225,1266.25400349,2.79553018651685
1661904000,2022-08-31 00:00:00,DASH/BTC,0.002302,0.002317,0.002211,0.002219,1256.19366123,2.82628377596655
1661817600,2022-08-30 00:00:00,DASH/BTC,0.002342,0.002399,0.002283,0.002303,1160.03882517,2.70481025251504
1661731200,2022-08-29 00:00:00,DASH/BTC,0.002251,0.002342,0.002234,0.002342,794.50803311,1.8265226686673
1661644800,2022-08-28 00:00:00,DASH/BTC,0.002251,0.002292,0.002243,0.002251,617.84039222,1.40351785518032
