https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume C98,Volume USDT
1659571200,2022-08-04 00:00:00,C98/USDT,0.475,0.587,0.475,0.5675,797502.27465234,438931.86178884834
1659484800,2022-08-03 00:00:00,C98/USDT,0.4796,0.5004,0.4595,0.4744,120078.76080884,58451.339689706952
1659398400,2022-08-02 00:00:00,C98/USDT,0.4956,0.5013,0.4629,0.4802,78425.01997146,37609.180255118864
1659312000,2022-08-01 00:00:00,C98/USDT,0.5027,0.5274,0.483,0.4984,100452.96195305,50595.127392051046
1659225600,2022-07-31 00:00:00,C98/USDT,0.505,0.5466,0.4992,0.5034,233124.19044796,121662.92978238588
1659139200,2022-07-30 00:00:00,C98/USDT,0.4956,0.5495,0.4919,0.5076,145472.60295681,75789.148982372564
1659052800,2022-07-29 00:00:00,C98/USDT,0.5027,0.5198,0.4802,0.4977,112273.53713939,56564.27244348489
1658966400,2022-07-28 00:00:00,C98/USDT,0.4708,0.5068,0.46,0.4991,78141.0152053,37610.061416649021
1658880000,2022-07-27 00:00:00,C98/USDT,0.4355,0.4698,0.4259,0.4698,79054.11076464,35302.071896960077
1658793600,2022-07-26 00:00:00,C98/USDT,0.4338,0.4357,0.4162,0.4346,67397.91621373,28819.129449456135
1658707200,2022-07-25 00:00:00,C98/USDT,0.4828,0.4876,0.4342,0.4342,46457.47868667,21339.941291572217
1658620800,2022-07-24 00:00:00,C98/USDT,0.4903,0.5042,0.4824,0.4836,30396.92378498,14966.051203815737
1658534400,2022-07-23 00:00:00,C98/USDT,0.4737,0.5065,0.472,0.4903,60783.13887698,29775.171364649185
1658448000,2022-07-22 00:00:00,C98/USDT,0.4938,0.5114,0.4705,0.4764,60497.64660496,30058.609327984756
1658361600,2022-07-21 00:00:00,C98/USDT,0.5036,0.5084,0.47,0.494,82369.69351985,40225.301186188336
1658275200,2022-07-20 00:00:00,C98/USDT,0.5542,0.5732,0.4975,0.5013,115627.9698403,62336.446930259034
1658188800,2022-07-19 00:00:00,C98/USDT,0.5205,0.5773,0.5023,0.554,144987.9182755,79317.215913466335
1658102400,2022-07-18 00:00:00,C98/USDT,0.4824,0.5232,0.4795,0.5227,94910.93472837,48044.793155127251
1658016000,2022-07-17 00:00:00,C98/USDT,0.4785,0.5045,0.4729,0.4792,115350.357608,56260.195899838355
1657929600,2022-07-16 00:00:00,C98/USDT,0.4754,0.4858,0.4586,0.4808,54361.25925819,25832.30380852931
1657843200,2022-07-15 00:00:00,C98/USDT,0.465,0.4828,0.4627,0.474,27159.10961784,12774.705494225491
1657756800,2022-07-14 00:00:00,C98/USDT,0.4534,0.4749,0.4365,0.4663,56301.98130121,25975.056835818918
1657670400,2022-07-13 00:00:00,C98/USDT,0.4401,0.4607,0.416,0.452,45370.49101382,20099.943614158786
1657584000,2022-07-12 00:00:00,C98/USDT,0.4521,0.4619,0.44,0.44,37524.46624353,17089.222758430195
1657497600,2022-07-11 00:00:00,C98/USDT,0.4915,0.4939,0.45,0.4528,24302.79833066,11566.973723966391
1657411200,2022-07-10 00:00:00,C98/USDT,0.5219,0.5229,0.4866,0.493,44285.40235791,22378.579222998026
1657324800,2022-07-09 00:00:00,C98/USDT,0.5145,0.544,0.5145,0.5222,66675.11470662,35338.134278156157
1657238400,2022-07-08 00:00:00,C98/USDT,0.5199,0.5339,0.4956,0.5112,80431.91071707,41113.970006440416
1657152000,2022-07-07 00:00:00,C98/USDT,0.5106,0.5274,0.4992,0.5217,98495.98272048,50699.582513461371
1657065600,2022-07-06 00:00:00,C98/USDT,0.4851,0.5164,0.4741,0.5112,121859.10735402,60697.345571452904
1656979200,2022-07-05 00:00:00,C98/USDT,0.4958,0.5036,0.4668,0.4845,81364.34819226,39692.085630999083
1656892800,2022-07-04 00:00:00,C98/USDT,0.475,0.4955,0.4621,0.4955,73427.79082453,34914.231198790799
1656806400,2022-07-03 00:00:00,C98/USDT,0.4764,0.4812,0.4582,0.4748,74992.61173505,35299.855708224077
1656720000,2022-07-02 00:00:00,C98/USDT,0.4633,0.4802,0.4526,0.4759,45586.91693057,21286.172630083214
1656633600,2022-07-01 00:00:00,C98/USDT,0.4675,0.4837,0.4495,0.4617,80158.36640425,37345.890160869801
1656547200,2022-06-30 00:00:00,C98/USDT,0.472,0.4731,0.4317,0.4686,110293.82365603,49256.314914993925
1656460800,2022-06-29 00:00:00,C98/USDT,0.4777,0.4882,0.4584,0.4702,92994.83685549,43857.3983507249
1656374400,2022-06-28 00:00:00,C98/USDT,0.5013,0.511,0.4743,0.4776,111826.82314534,55162.807440087102
1656288000,2022-06-27 00:00:00,C98/USDT,0.5073,0.537,0.4861,0.5018,142746.71839658,72697.411161099131
1656201600,2022-06-26 00:00:00,C98/USDT,0.5436,0.58,0.5052,0.5081,387715.6695832,207450.709850354802
1656115200,2022-06-25 00:00:00,C98/USDT,0.5448,0.5627,0.5147,0.5446,213380.23041453,115846.397430639025
1656028800,2022-06-24 00:00:00,C98/USDT,0.5366,0.56,0.5274,0.5443,118514.80811993,64182.658144771578
1655942400,2022-06-23 00:00:00,C98/USDT,0.5112,0.5575,0.511,0.5371,158092.08269261,84011.478900278561
1655856000,2022-06-22 00:00:00,C98/USDT,0.5309,0.6006,0.5104,0.5112,423577.88990024,233680.324351487564
1655769600,2022-06-21 00:00:00,C98/USDT,0.5178,0.5723,0.5088,0.5305,180885.0048229,97201.985209912754
1655683200,2022-06-20 00:00:00,C98/USDT,0.4953,0.5294,0.4744,0.5209,217783.44159714,109806.241612938952
1655596800,2022-06-19 00:00:00,C98/USDT,0.4615,0.5029,0.4428,0.4948,160984.11513809,76412.465069567731
1655510400,2022-06-18 00:00:00,C98/USDT,0.498,0.5116,0.4278,0.4617,209383.04990662,96593.733198532593
1655424000,2022-06-17 00:00:00,C98/USDT,0.4717,0.5176,0.4717,0.5006,200592.34319129,99716.308057323609
1655337600,2022-06-16 00:00:00,C98/USDT,0.5338,0.5434,0.462,0.4696,163639.39842549,81587.70744612818
1655251200,2022-06-15 00:00:00,C98/USDT,0.4936,0.536,0.4326,0.5316,314410.24503698,148800.588487789074
1655164800,2022-06-14 00:00:00,C98/USDT,0.464,0.5176,0.4242,0.4977,362398.74861938,175034.275827514316
1655078400,2022-06-13 00:00:00,C98/USDT,0.5437,0.5447,0.4212,0.4681,537074.65127046,247412.794943059318
1654992000,2022-06-12 00:00:00,C98/USDT,0.6102,0.6211,0.5325,0.5409,326570.88648362,183309.079734093166
1654905600,2022-06-11 00:00:00,C98/USDT,0.6561,0.7082,0.5948,0.6089,377763.32174706,244437.025744788106
1654819200,2022-06-10 00:00:00,C98/USDT,0.713,0.7883,0.6356,0.6571,865837.32639202,627686.924401107601
1654732800,2022-06-09 00:00:00,C98/USDT,0.697,0.7443,0.6838,0.7145,308505.12897418,217067.688374848303
1654646400,2022-06-08 00:00:00,C98/USDT,0.6842,0.7402,0.6812,0.6967,600008.19238358,428666.351651487095
1654560000,2022-06-07 00:00:00,C98/USDT,0.7153,0.7482,0.6711,0.6858,1795670.25164904,1270038.361846337992
1654473600,2022-06-06 00:00:00,C98/USDT,0.6375,0.7666,0.6344,0.7153,1443427.93430175,1045220.955309995826
1654387200,2022-06-05 00:00:00,C98/USDT,0.6254,0.654,0.6097,0.6367,321748.50674105,203425.784539914864
1654300800,2022-06-04 00:00:00,C98/USDT,0.5978,0.6294,0.5738,0.6248,266771.07109034,160718.806943338033
1654214400,2022-06-03 00:00:00,C98/USDT,0.6494,0.6532,0.5807,0.596,180068.65334216,109836.480336390357
1654128000,2022-06-02 00:00:00,C98/USDT,0.6336,0.6543,0.6117,0.6506,182318.67528266,115809.304895065071
1654041600,2022-06-01 00:00:00,C98/USDT,0.6931,0.7267,0.6208,0.6338,577568.56493588,392406.101783998056
1653955200,2022-05-31 00:00:00,C98/USDT,0.733,0.863,0.6796,0.6925,1150454.11112771,890698.780369666973
1653868800,2022-05-30 00:00:00,C98/USDT,0.5703,0.7534,0.5629,0.7331,768673.15037383,522562.007658281388
1653782400,2022-05-29 00:00:00,C98/USDT,0.5593,0.5737,0.5249,0.5702,159404.84152467,87043.244787624219
1653696000,2022-05-28 00:00:00,C98/USDT,0.5438,0.5707,0.5316,0.5599,136133.64453576,75866.80021776853
1653609600,2022-05-27 00:00:00,C98/USDT,0.5916,0.5988,0.5316,0.5431,190685.88958519,107772.343362453233
1653523200,2022-05-26 00:00:00,C98/USDT,0.6595,0.6954,0.5696,0.5893,367512.80262034,228949.961461560784
1653436800,2022-05-25 00:00:00,C98/USDT,0.7309,0.763,0.6442,0.6593,426485.23011015,291462.637092861344
1653350400,2022-05-24 00:00:00,C98/USDT,0.6154,0.7551,0.6085,0.7312,601808.91089052,407179.36960126017
1653264000,2022-05-23 00:00:00,C98/USDT,0.6024,0.6984,0.5969,0.613,910487.38262103,595084.357039116591
1653177600,2022-05-22 00:00:00,C98/USDT,0.6043,0.6711,0.5652,0.6026,1128537.66071226,693631.302670931385
1653091200,2022-05-21 00:00:00,C98/USDT,0.4834,0.664,0.4764,0.6046,716589.2735743,420290.216540515407
1653004800,2022-05-20 00:00:00,C98/USDT,0.4946,0.5092,0.4654,0.4844,91808.4261014,44811.174235130844
1652918400,2022-05-19 00:00:00,C98/USDT,0.4652,0.5133,0.4492,0.4948,161246.38605805,76987.746908834173
1652832000,2022-05-18 00:00:00,C98/USDT,0.5278,0.5443,0.4633,0.4633,164054.24243293,80691.155126552187
1652745600,2022-05-17 00:00:00,C98/USDT,0.4797,0.5347,0.4797,0.5289,157836.56573909,80440.071900346902
1652659200,2022-05-16 00:00:00,C98/USDT,0.5513,0.5513,0.4759,0.4795,127297.93705866,63039.389790893976
1652572800,2022-05-15 00:00:00,C98/USDT,0.5137,0.5539,0.4844,0.5539,81839.61390352,41911.741007378946
1652486400,2022-05-14 00:00:00,C98/USDT,0.4822,0.5188,0.4345,0.514,149073.87373686,71497.132647376475
1652400000,2022-05-13 00:00:00,C98/USDT,0.4312,0.5604,0.4224,0.4806,158601.55942221,80626.836746939548
1652313600,2022-05-12 00:00:00,C98/USDT,0.5194,0.5576,0.3459,0.4307,342550.74770568,146740.705462172931
1652227200,2022-05-11 00:00:00,C98/USDT,0.8252,0.848,0.4798,0.5161,318633.04659934,192088.070070143849
1652140800,2022-05-10 00:00:00,C98/USDT,0.8136,0.9276,0.7821,0.8292,74036.14664405,63011.248246957679
1652054400,2022-05-09 00:00:00,C98/USDT,1.0287,1.0683,0.8075,0.8103,107995.05247818,99803.188643536891
1651968000,2022-05-08 00:00:00,C98/USDT,1.056,1.0635,1.0057,1.0273,35062.50566328,36208.420790256463
1651881600,2022-05-07 00:00:00,C98/USDT,1.1135,1.135,1.0229,1.0525,26850.85451647,29475.365744634838
1651795200,2022-05-06 00:00:00,C98/USDT,1.125,1.134,1.0639,1.1112,65193.25431799,71856.21428759895
1651708800,2022-05-05 00:00:00,C98/USDT,1.2513,1.2645,1.0898,1.1263,75374.89268518,88744.962067235097
1651622400,2022-05-04 00:00:00,C98/USDT,1.1404,1.2538,1.1361,1.2513,97375.89859481,116094.888757219993
1651536000,2022-05-03 00:00:00,C98/USDT,1.1541,1.1826,1.12,1.1419,44002.80792613,50880.883500610515
1651449600,2022-05-02 00:00:00,C98/USDT,1.1787,1.2072,1.122,1.1516,107105.28985447,125187.802017686303
1651363200,2022-05-01 00:00:00,C98/USDT,1.1178,1.2018,1.0918,1.1779,113822.39232822,130590.244290490822
1651276800,2022-04-30 00:00:00,C98/USDT,1.2826,1.3216,1.0461,1.1124,168087.89669574,205506.409708597001
1651190400,2022-04-29 00:00:00,C98/USDT,1.3226,1.4228,1.26,1.282,344367.85716181,462510.325682874761
1651104000,2022-04-28 00:00:00,C98/USDT,1.2999,1.3745,1.2728,1.3244,218737.91061239,290570.075183469893
1651017600,2022-04-27 00:00:00,C98/USDT,1.32,1.3202,1.2673,1.302,88350.63916791,114393.421738891518
1650931200,2022-04-26 00:00:00,C98/USDT,1.3914,1.4142,1.286,1.3191,104839.88080566,142775.654218352649
1650844800,2022-04-25 00:00:00,C98/USDT,1.4391,1.4391,1.3032,1.3936,94183.4667107,127587.77338006992
1650758400,2022-04-24 00:00:00,C98/USDT,1.4697,1.4787,1.4125,1.4399,41652.21097441,60217.891261620525
1650672000,2022-04-23 00:00:00,C98/USDT,1.5088,1.5144,1.4579,1.4639,50692.8956115,75554.274012762851
1650585600,2022-04-22 00:00:00,C98/USDT,1.4873,1.5275,1.4731,1.5099,70014.37993738,105001.359594731869
1650499200,2022-04-21 00:00:00,C98/USDT,1.5725,1.62,1.448,1.4902,145165.31608464,223363.885061635976
1650412800,2022-04-20 00:00:00,C98/USDT,1.6111,1.6253,1.5387,1.5747,111291.31041336,176175.315188464967
1650326400,2022-04-19 00:00:00,C98/USDT,1.52,1.6155,1.4944,1.6112,171110.20245042,270028.564444165543
1650240000,2022-04-18 00:00:00,C98/USDT,1.4855,1.52,1.402,1.5191,56506.70097538,82699.036011865699
1650153600,2022-04-17 00:00:00,C98/USDT,1.5674,1.569,1.48,1.4849,38012.32107678,58444.105864566104
1650067200,2022-04-16 00:00:00,C98/USDT,1.5378,1.6049,1.5338,1.5682,156903.26041863,246756.93649001456
1649980800,2022-04-15 00:00:00,C98/USDT,1.5868,1.6069,1.5228,1.5393,80308.7022261,125049.548426324768
1649894400,2022-04-14 00:00:00,C98/USDT,1.6222,1.6758,1.5272,1.591,159547.58969015,253323.343408829784
1649808000,2022-04-13 00:00:00,C98/USDT,1.5608,1.7079,1.5309,1.6228,289028.04252833,467078.225478896091
1649721600,2022-04-12 00:00:00,C98/USDT,1.378,1.5925,1.3662,1.5628,811818.82380225,1217262.392517056445
1649635200,2022-04-11 00:00:00,C98/USDT,1.5082,1.5275,1.345,1.3773,236866.8814145,333941.453990944873
1649548800,2022-04-10 00:00:00,C98/USDT,1.5978,1.6111,1.5069,1.5069,86785.58295148,135763.126507879529
1649462400,2022-04-09 00:00:00,C98/USDT,1.541,1.6025,1.5268,1.6,85155.04232727,132854.57594799383
1649376000,2022-04-08 00:00:00,C98/USDT,1.6187,1.6514,1.5249,1.544,243341.45227098,388809.473151180076
1649289600,2022-04-07 00:00:00,C98/USDT,1.5143,1.6326,1.4842,1.6195,118877.47059141,185485.28688060295
1649203200,2022-04-06 00:00:00,C98/USDT,1.6951,1.6988,1.5039,1.5136,215960.08057613,346470.637187214804
1649116800,2022-04-05 00:00:00,C98/USDT,1.7969,1.8474,1.686,1.6926,153450.92080189,274969.01157564981
1649030400,2022-04-04 00:00:00,C98/USDT,1.8465,1.8755,1.6886,1.7982,216527.51583891,385368.501298754495
1648944000,2022-04-03 00:00:00,C98/USDT,1.7426,1.8607,1.7147,1.8514,158928.72878639,288842.836308676074
1648857600,2022-04-02 00:00:00,C98/USDT,1.8039,1.9639,1.7281,1.7355,292208.60577139,540152.798181439536
1648771200,2022-04-01 00:00:00,C98/USDT,1.7056,1.839,1.6203,1.8107,256846.00533253,446548.755511315488
1648684800,2022-03-31 00:00:00,C98/USDT,1.7784,1.8831,1.66,1.7055,369098.39138069,655083.844686172159
1648598400,2022-03-30 00:00:00,C98/USDT,1.66,1.9154,1.6042,1.7855,574754.14850029,1013742.483570606695
1648512000,2022-03-29 00:00:00,C98/USDT,1.6048,1.71,1.599,1.6606,220670.29797854,367331.406305477382
1648425600,2022-03-28 00:00:00,C98/USDT,1.6935,1.753,1.5877,1.6134,235475.54508181,399849.321515348103
1648339200,2022-03-27 00:00:00,C98/USDT,1.5867,1.6974,1.5578,1.6943,241962.55197268,393535.516995203126
1648252800,2022-03-26 00:00:00,C98/USDT,1.5343,1.5972,1.5193,1.5902,44303.76536266,68828.608563508931
1648166400,2022-03-25 00:00:00,C98/USDT,1.629,1.658,1.4986,1.5359,149142.84873641,237907.405282171557
1648080000,2022-03-24 00:00:00,C98/USDT,1.636,1.6479,1.5644,1.628,163831.76400204,264660.018418702933
1647993600,2022-03-23 00:00:00,C98/USDT,1.5837,1.6602,1.543,1.6381,102590.67862335,165919.215590256359
1647907200,2022-03-22 00:00:00,C98/USDT,1.5249,1.6362,1.5246,1.5786,161459.82902354,255845.205533655441
1647820800,2022-03-21 00:00:00,C98/USDT,1.6075,1.6464,1.5124,1.5246,301378.88324106,472620.543786063305
1647734400,2022-03-20 00:00:00,C98/USDT,1.531,1.69,1.4476,1.6062,326814.83252117,507796.180538917874
1647648000,2022-03-19 00:00:00,C98/USDT,1.4147,1.6134,1.4147,1.5329,329205.84447722,501359.320648144757
1647561600,2022-03-18 00:00:00,C98/USDT,1.35,1.4206,1.3039,1.4158,129892.55273244,177138.674053978512
1647475200,2022-03-17 00:00:00,C98/USDT,1.3674,1.4667,1.345,1.3466,136196.73830862,190084.547271746885
1647388800,2022-03-16 00:00:00,C98/USDT,1.317,1.4142,1.2862,1.3661,211992.17252252,285095.321005689921
1647302400,2022-03-15 00:00:00,C98/USDT,1.2266,1.3423,1.181,1.3164,72296.53466828,91278.425513223004
1647216000,2022-03-14 00:00:00,C98/USDT,1.164,1.2293,1.146,1.224,48188.58107082,57555.688376685236
1647129600,2022-03-13 00:00:00,C98/USDT,1.2118,1.2425,1.1587,1.165,37964.67848775,45569.250640017935
1647043200,2022-03-12 00:00:00,C98/USDT,1.2071,1.2643,1.2071,1.214,39928.48819798,49458.98212994847
1646956800,2022-03-11 00:00:00,C98/USDT,1.232,1.2645,1.1947,1.2083,75970.57478061,92901.613708851304
1646870400,2022-03-10 00:00:00,C98/USDT,1.3252,1.3403,1.1984,1.2303,55706.56616886,69203.321952949825
1646784000,2022-03-09 00:00:00,C98/USDT,1.2619,1.3525,1.2619,1.325,54803.17302213,72498.045647395044
1646697600,2022-03-08 00:00:00,C98/USDT,1.2322,1.2906,1.2208,1.2615,51722.46993078,65544.035680084348
1646611200,2022-03-07 00:00:00,C98/USDT,1.2344,1.2817,1.1847,1.2293,45531.19212227,55866.974654665106
1646524800,2022-03-06 00:00:00,C98/USDT,1.3359,1.3574,1.229,1.2293,56444.31939989,73183.632670391838
1646438400,2022-03-05 00:00:00,C98/USDT,1.3289,1.3399,1.2815,1.3392,36778.10480267,48377.821094023502
1646352000,2022-03-04 00:00:00,C98/USDT,1.513,1.5182,1.3199,1.3255,52166.18864874,73387.799445323048
1646265600,2022-03-03 00:00:00,C98/USDT,1.473,1.55,1.4375,1.5173,81886.92674515,122527.467962799074
1646179200,2022-03-02 00:00:00,C98/USDT,1.4912,1.6259,1.4356,1.4734,172737.27521717,262931.91622462993
1646092800,2022-03-01 00:00:00,C98/USDT,1.4113,1.4981,1.3894,1.4881,183045.94946699,262709.802475881101
1646006400,2022-02-28 00:00:00,C98/USDT,1.2569,1.4184,1.2379,1.4108,78553.19318076,104306.485464705221
1645920000,2022-02-27 00:00:00,C98/USDT,1.3271,1.3474,1.2318,1.2617,107582.80210126,138718.049558925314
1645833600,2022-02-26 00:00:00,C98/USDT,1.3858,1.427,1.3172,1.3278,47002.21866094,65003.958332888029
1645747200,2022-02-25 00:00:00,C98/USDT,1.28,1.3944,1.2471,1.383,84694.18225257,112976.075209253879
1645660800,2022-02-24 00:00:00,C98/USDT,1.2933,1.3063,1.085,1.2826,126790.85153199,151238.497567260377
1645574400,2022-02-23 00:00:00,C98/USDT,1.3803,1.4238,1.2935,1.2935,24563.49556448,33813.671131053649
1645488000,2022-02-22 00:00:00,C98/USDT,1.3333,1.3874,1.2654,1.3809,54524.78441175,71768.332504670152
1645401600,2022-02-21 00:00:00,C98/USDT,1.4794,1.5352,1.3222,1.33,145513.55012889,206752.293552856653
1645315200,2022-02-20 00:00:00,C98/USDT,1.6025,1.6062,1.4582,1.4813,60968.66471563,91808.283558359566
1645228800,2022-02-19 00:00:00,C98/USDT,1.5749,1.6185,1.5249,1.6011,57664.73107097,91514.643463004851
1645142400,2022-02-18 00:00:00,C98/USDT,1.6136,1.6731,1.5502,1.575,76862.1963332,124213.231442688489
1645056000,2022-02-17 00:00:00,C98/USDT,1.8163,1.8391,1.5902,1.62,110428.20390934,189434.273039262338
1644969600,2022-02-16 00:00:00,C98/USDT,1.8365,1.8853,1.7723,1.8152,79963.93329542,145986.229205897183
1644883200,2022-02-15 00:00:00,C98/USDT,1.6362,1.8549,1.6362,1.8413,160695.90396465,286696.667144344939
1644796800,2022-02-14 00:00:00,C98/USDT,1.616,1.6421,1.5578,1.6377,48518.85362195,77604.498661699532
1644710400,2022-02-13 00:00:00,C98/USDT,1.6906,1.7422,1.6092,1.6134,39026.90448226,65707.287909659247
1644624000,2022-02-12 00:00:00,C98/USDT,1.71,1.7316,1.6153,1.6979,90427.33188725,150385.859821289245
1644537600,2022-02-11 00:00:00,C98/USDT,1.9809,2.05,1.6852,1.709,348496.87689071,654946.125458644046
1644451200,2022-02-10 00:00:00,C98/USDT,1.8962,2.1523,1.8282,1.9811,641338.50970954,1279635.72013723136
1644364800,2022-02-09 00:00:00,C98/USDT,1.7744,1.944,1.7402,1.9039,159280.36577237,295246.233830496027
1644278400,2022-02-08 00:00:00,C98/USDT,1.8835,1.9274,1.7361,1.7756,43877.00620352,80076.554363213097
1644192000,2022-02-07 00:00:00,C98/USDT,1.8067,1.9332,1.773,1.8823,87141.66880126,162501.553947051994
1644105600,2022-02-06 00:00:00,C98/USDT,1.7614,1.8419,1.7411,1.81,39079.8169207,69734.89840947596
1644019200,2022-02-05 00:00:00,C98/USDT,1.7604,1.856,1.7168,1.762,36827.19614983,66176.675677383954
1643932800,2022-02-04 00:00:00,C98/USDT,1.6564,1.7676,1.6492,1.7676,34999.83780458,59817.279151438809
1643846400,2022-02-03 00:00:00,C98/USDT,1.5785,1.6591,1.5461,1.6527,20975.5757859,33590.487901536993
1643760000,2022-02-02 00:00:00,C98/USDT,1.6861,1.7288,1.5621,1.5756,50903.69463568,85053.853282799445
1643673600,2022-02-01 00:00:00,C98/USDT,1.6511,1.7337,1.6479,1.6886,76200.18267391,129300.980349747198
1643587200,2022-01-31 00:00:00,C98/USDT,1.5781,1.6791,1.5117,1.6517,43123.47258817,68255.974091762723
1643500800,2022-01-30 00:00:00,C98/USDT,1.6206,1.6791,1.5415,1.5772,91049.03821016,147286.219534003436
1643414400,2022-01-29 00:00:00,C98/USDT,1.5913,1.6581,1.58,1.62,218563.29056188,354529.967115519164
1643328000,2022-01-28 00:00:00,C98/USDT,1.5184,1.6014,1.4933,1.5913,61444.45421303,96086.602565400779
