https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ARRR,Volume USDT
1655942400,2022-06-23 00:00:00,ARRR/USDT,0.4117,0.4412,0.4117,0.4396,70069.01264395,29881.752317250936
1655856000,2022-06-22 00:00:00,ARRR/USDT,0.4287,0.4413,0.4057,0.4116,152304.92129474,64056.358173325197
1655769600,2022-06-21 00:00:00,ARRR/USDT,0.4234,0.448,0.4171,0.4286,140913.44060959,61268.134724645054
1655683200,2022-06-20 00:00:00,ARRR/USDT,0.4226,0.4399,0.4049,0.4261,204041.89495239,86443.044508619287
1655596800,2022-06-19 00:00:00,ARRR/USDT,0.3883,0.4358,0.3638,0.4246,129248.571819,52307.328669144802
1655510400,2022-06-18 00:00:00,ARRR/USDT,0.4108,0.4205,0.3576,0.3884,179846.89891138,69635.846186419498
1655424000,2022-06-17 00:00:00,ARRR/USDT,0.398,0.4324,0.3952,0.4111,95358.91364899,39204.2199959609
1655337600,2022-06-16 00:00:00,ARRR/USDT,0.4412,0.4525,0.396,0.398,62704.43970268,26473.226334145464
1655251200,2022-06-15 00:00:00,ARRR/USDT,0.4286,0.4522,0.385,0.4395,167137.10249395,69776.114757229974
1655164800,2022-06-14 00:00:00,ARRR/USDT,0.4327,0.4534,0.405,0.4293,189445.02663338,81403.239163007498
1655078400,2022-06-13 00:00:00,ARRR/USDT,0.5088,0.511,0.4258,0.4334,400136.40009027,184213.975993772167
1654992000,2022-06-12 00:00:00,ARRR/USDT,0.5544,0.5638,0.5,0.5091,236247.62725187,124010.602566660308
1654905600,2022-06-11 00:00:00,ARRR/USDT,0.5882,0.5935,0.5378,0.5546,129126.43540645,73959.430946019956
1654819200,2022-06-10 00:00:00,ARRR/USDT,0.6234,0.6234,0.5801,0.5859,117663.81609036,70212.376731253271
1654732800,2022-06-09 00:00:00,ARRR/USDT,0.6001,0.6234,0.6,0.6233,80657.85504302,49394.775533342181
1654646400,2022-06-08 00:00:00,ARRR/USDT,0.6246,0.6255,0.585,0.6001,113932.13316984,69535.539654957374
1654560000,2022-06-07 00:00:00,ARRR/USDT,0.6493,0.6493,0.6109,0.6241,279053.46259189,174783.925662136434
1654473600,2022-06-06 00:00:00,ARRR/USDT,0.6892,0.7056,0.6493,0.6493,278520.65571617,189133.983835320268
1654387200,2022-06-05 00:00:00,ARRR/USDT,0.6538,0.7056,0.6508,0.6902,218413.71707193,149101.623783287234
1654300800,2022-06-04 00:00:00,ARRR/USDT,0.6522,0.6583,0.6461,0.6537,61449.03699621,40104.620593304383
1654214400,2022-06-03 00:00:00,ARRR/USDT,0.6397,0.6551,0.632,0.6549,102749.59829586,66055.617876398926
1654128000,2022-06-02 00:00:00,ARRR/USDT,0.6337,0.6454,0.6293,0.6409,126769.32181148,80842.434220579743
1654041600,2022-06-01 00:00:00,ARRR/USDT,0.6784,0.6828,0.6334,0.6335,190198.96679507,124733.649430883048
1653955200,2022-05-31 00:00:00,ARRR/USDT,0.6995,0.7055,0.6656,0.6804,185252.28869037,126889.363008639239
1653868800,2022-05-30 00:00:00,ARRR/USDT,0.6566,0.7055,0.6555,0.6978,221921.42746162,150827.01889335068
1653782400,2022-05-29 00:00:00,ARRR/USDT,0.6311,0.6585,0.6309,0.6566,169466.43018596,109610.241909168791
1653696000,2022-05-28 00:00:00,ARRR/USDT,0.6102,0.639,0.6,0.6311,119743.34248102,74592.46169716485
1653609600,2022-05-27 00:00:00,ARRR/USDT,0.6527,0.6645,0.5686,0.6145,265177.87623664,161467.668275322195
1653523200,2022-05-26 00:00:00,ARRR/USDT,0.6556,0.6678,0.6324,0.6527,237033.65712802,155291.18374512319
1653436800,2022-05-25 00:00:00,ARRR/USDT,0.6622,0.6745,0.6401,0.6556,181019.32876423,119612.200701920244
1653350400,2022-05-24 00:00:00,ARRR/USDT,0.6839,0.6909,0.6443,0.6623,195573.20871572,130056.153999992021
1653264000,2022-05-23 00:00:00,ARRR/USDT,0.7333,0.7469,0.6838,0.6839,267210.66722242,191356.419120210648
1653177600,2022-05-22 00:00:00,ARRR/USDT,0.6993,0.7342,0.6941,0.7339,95963.27791123,68728.900088594089
1653091200,2022-05-21 00:00:00,ARRR/USDT,0.7239,0.7344,0.6771,0.6971,171936.48907648,120611.141642464781
1653004800,2022-05-20 00:00:00,ARRR/USDT,0.807,0.8327,0.7,0.7235,281461.81959425,211914.958077913663
1652918400,2022-05-19 00:00:00,ARRR/USDT,0.8375,0.841,0.7717,0.8027,185391.80584722,150591.637986555531
1652832000,2022-05-18 00:00:00,ARRR/USDT,0.9065,0.9245,0.8325,0.837,212351.81359174,187325.095786421509
1652745600,2022-05-17 00:00:00,ARRR/USDT,0.878,0.9108,0.8717,0.9095,94356.2275942,84094.001806147108
1652659200,2022-05-16 00:00:00,ARRR/USDT,0.8795,0.9,0.8717,0.8832,107487.78894608,95066.729754749127
1652572800,2022-05-15 00:00:00,ARRR/USDT,0.8401,0.8795,0.807,0.8745,196300.19473139,165147.561490873673
1652486400,2022-05-14 00:00:00,ARRR/USDT,0.8841,0.8916,0.8025,0.841,168972.60811526,143299.054445868491
1652400000,2022-05-13 00:00:00,ARRR/USDT,0.8001,0.9153,0.7916,0.8904,300178.85640907,261506.203374335668
1652313600,2022-05-12 00:00:00,ARRR/USDT,0.8326,0.8665,0.7161,0.7952,459418.0508719,372904.230068271684
1652227200,2022-05-11 00:00:00,ARRR/USDT,1.1598,1.1744,0.6225,0.8327,845584.75768283,736014.928771551486
1652140800,2022-05-10 00:00:00,ARRR/USDT,1.2235,1.2235,1.1583,1.1583,151103.97579569,180679.891985572266
1652054400,2022-05-09 00:00:00,ARRR/USDT,1.2924,1.3052,1.2235,1.2235,175469.31852865,222087.984822845881
1651968000,2022-05-08 00:00:00,ARRR/USDT,1.2357,1.3171,1.2174,1.2924,234610.81916119,297472.255975450695
1651881600,2022-05-07 00:00:00,ARRR/USDT,1.2654,1.29,1.2296,1.242,99911.1226952,126110.668389041237
1651795200,2022-05-06 00:00:00,ARRR/USDT,1.2867,1.3,1.2481,1.2718,109278.94260259,138249.480842197941
1651708800,2022-05-05 00:00:00,ARRR/USDT,1.3255,1.48,1.286,1.2867,460888.98896826,640043.357837497728
1651622400,2022-05-04 00:00:00,ARRR/USDT,1.2132,1.3369,1.2103,1.3255,273283.05241154,348912.421141843859
1651536000,2022-05-03 00:00:00,ARRR/USDT,1.2232,1.2337,1.1934,1.2162,190794.10256175,230168.714344832003
1651449600,2022-05-02 00:00:00,ARRR/USDT,1.3319,1.3375,1.2174,1.2232,277057.06333868,350469.600828722473
1651363200,2022-05-01 00:00:00,ARRR/USDT,1.4279,1.4305,1.325,1.3319,207540.37189978,285063.875205477888
1651276800,2022-04-30 00:00:00,ARRR/USDT,1.5361,1.5445,1.4279,1.4279,153898.82113025,228751.644399951381
1651190400,2022-04-29 00:00:00,ARRR/USDT,1.5934,1.6076,1.536,1.5361,200336.81760828,311927.091589906467
1651104000,2022-04-28 00:00:00,ARRR/USDT,1.5664,1.7276,1.5346,1.5934,258727.89270922,415804.300937949828
1651017600,2022-04-27 00:00:00,ARRR/USDT,1.5517,1.6,1.5284,1.5656,128526.06640396,202383.512583314284
1650931200,2022-04-26 00:00:00,ARRR/USDT,1.6928,1.72,1.5284,1.545,139650.67958557,227795.443379397717
1650844800,2022-04-25 00:00:00,ARRR/USDT,1.6708,1.7102,1.605,1.6883,131866.78778964,217119.208400777849
1650758400,2022-04-24 00:00:00,ARRR/USDT,1.7001,1.7212,1.6525,1.675,50853.92624906,85573.273955009788
1650672000,2022-04-23 00:00:00,ARRR/USDT,1.7081,1.7643,1.6977,1.7003,52546.94932383,90723.774986733028
1650585600,2022-04-22 00:00:00,ARRR/USDT,1.7808,1.8433,1.6766,1.709,137015.28920183,240404.240021859755
1650499200,2022-04-21 00:00:00,ARRR/USDT,1.77,1.9298,1.7355,1.7816,203002.01889682,373155.137954795726
1650412800,2022-04-20 00:00:00,ARRR/USDT,1.7189,1.7719,1.66,1.77,129376.74034374,221013.517272793729
1650326400,2022-04-19 00:00:00,ARRR/USDT,1.6896,1.8413,1.6691,1.7183,154473.22034382,268688.416831184178
1650240000,2022-04-18 00:00:00,ARRR/USDT,1.7184,1.7542,1.6651,1.6948,109387.90033252,185749.087533052444
1650153600,2022-04-17 00:00:00,ARRR/USDT,1.8011,1.8265,1.7109,1.7109,54846.28213067,97072.356517243812
1650067200,2022-04-16 00:00:00,ARRR/USDT,1.7784,1.8108,1.7103,1.8011,80105.67178725,141368.624952727484
1649980800,2022-04-15 00:00:00,ARRR/USDT,1.812,1.8162,1.7575,1.7791,63287.12397151,112945.954200696284
1649894400,2022-04-14 00:00:00,ARRR/USDT,1.959,1.98,1.802,1.8198,104590.70186923,195769.363202856467
1649808000,2022-04-13 00:00:00,ARRR/USDT,1.8493,1.9707,1.8,1.9597,133198.70644006,251046.437857033761
1649721600,2022-04-12 00:00:00,ARRR/USDT,1.7363,1.9611,1.6922,1.8455,170797.49227524,313362.483126957727
1649635200,2022-04-11 00:00:00,ARRR/USDT,1.849,1.8745,1.68,1.737,293486.04199793,516585.141966260791
1649548800,2022-04-10 00:00:00,ARRR/USDT,2.0107,2.0292,1.8343,1.849,215502.18552408,413544.74294443666
1649462400,2022-04-09 00:00:00,ARRR/USDT,2.0455,2.0988,1.8,2.015,359087.93137922,696338.526874418446
1649376000,2022-04-08 00:00:00,ARRR/USDT,2.13,2.1799,2.0159,2.0405,157378.31044023,331099.407860989618
1649289600,2022-04-07 00:00:00,ARRR/USDT,2.1295,2.2115,2.02,2.13,193343.11193334,406622.185250301852
1649203200,2022-04-06 00:00:00,ARRR/USDT,2.3003,2.3231,2.1035,2.1292,178877.78113557,396421.371684686848
1649116800,2022-04-05 00:00:00,ARRR/USDT,2.1536,2.4326,2.1375,2.3,346736.22217477,790208.384581843859
1649030400,2022-04-04 00:00:00,ARRR/USDT,2.1637,2.1769,2.02,2.1579,156417.03932529,328810.730771217847
1648944000,2022-04-03 00:00:00,ARRR/USDT,2.1302,2.2,2.063,2.1658,153038.77519819,324359.550961389802
1648857600,2022-04-02 00:00:00,ARRR/USDT,2.1857,2.2911,2.1121,2.1348,161421.07030456,353361.993700611909
1648771200,2022-04-01 00:00:00,ARRR/USDT,2.1784,2.35,2.02,2.1859,286114.94099555,618829.309486573738
1648684800,2022-03-31 00:00:00,ARRR/USDT,2.112,2.326,2.0952,2.1793,215959.0550466,478435.043843724256
1648598400,2022-03-30 00:00:00,ARRR/USDT,2.1024,2.1999,1.936,2.1103,289177.04000204,607698.887702790922
1648512000,2022-03-29 00:00:00,ARRR/USDT,2.13,2.2602,2.0943,2.1024,223441.4490389,486733.846458508206
1648425600,2022-03-28 00:00:00,ARRR/USDT,2.3696,2.416,2.105,2.1281,299803.2181688,686746.18529484545
1648339200,2022-03-27 00:00:00,ARRR/USDT,2.2491,2.3715,2.17,2.3583,198571.19589234,447725.334586973819
1648252800,2022-03-26 00:00:00,ARRR/USDT,2.2977,2.35,2.2253,2.2491,170205.09148658,390059.966042618458
1648166400,2022-03-25 00:00:00,ARRR/USDT,2.1846,2.35,2.1824,2.2977,230450.64011168,528091.07323510902
1648080000,2022-03-24 00:00:00,ARRR/USDT,2.2775,2.29,2.0669,2.1846,353236.20341709,769310.485729525117
1647993600,2022-03-23 00:00:00,ARRR/USDT,1.9984,2.3,1.95,2.2806,662598.96538707,1402850.935690916407
1647907200,2022-03-22 00:00:00,ARRR/USDT,1.6624,2.179,1.6573,2,595803.92548511,1163463.667607367582
1647820800,2022-03-21 00:00:00,ARRR/USDT,1.6714,1.7162,1.51,1.6645,358799.14574893,585986.950285182294
1647734400,2022-03-20 00:00:00,ARRR/USDT,1.765,1.8071,1.65,1.6721,198565.45502977,341909.177474741312
1647648000,2022-03-19 00:00:00,ARRR/USDT,1.5574,1.8972,1.5571,1.7668,480028.41993501,832710.090081851649
1647561600,2022-03-18 00:00:00,ARRR/USDT,1.4589,1.5859,1.3836,1.5572,208839.24029567,307801.431352241757
1647475200,2022-03-17 00:00:00,ARRR/USDT,1.4752,1.5,1.4161,1.4543,118087.02286507,171943.531290488329
1647388800,2022-03-16 00:00:00,ARRR/USDT,1.3866,1.49,1.3434,1.474,203311.90124153,289684.869151161402
1647302400,2022-03-15 00:00:00,ARRR/USDT,1.4003,1.417,1.3348,1.3866,154920.91539566,213368.116052268753
1647216000,2022-03-14 00:00:00,ARRR/USDT,1.3614,1.4301,1.3235,1.4003,271972.20480614,373515.109922140707
1647129600,2022-03-13 00:00:00,ARRR/USDT,1.254,1.56,1.2453,1.3677,786338.8279731,1109532.521849064483
1647043200,2022-03-12 00:00:00,ARRR/USDT,1.2966,1.389,1.24,1.2572,266489.66313805,340293.395638996488
1646956800,2022-03-11 00:00:00,ARRR/USDT,1.1163,1.3671,1.1,1.2957,428695.70867833,508513.534307926396
1646870400,2022-03-10 00:00:00,ARRR/USDT,1.18,1.2146,1.09,1.1117,181001.69339742,204813.030497064938
1646784000,2022-03-09 00:00:00,ARRR/USDT,1.121,1.2857,1.1139,1.1825,679699.51748587,810698.885650077703
1646697600,2022-03-08 00:00:00,ARRR/USDT,1.0409,1.1602,1.0045,1.121,216694.09862285,231954.161135866332
1646611200,2022-03-07 00:00:00,ARRR/USDT,1.135,1.1374,1.0003,1.0409,205763.64406686,218476.841355480347
1646524800,2022-03-06 00:00:00,ARRR/USDT,1.1244,1.1641,1.0705,1.1349,98765.05971283,110449.725824826022
1646438400,2022-03-05 00:00:00,ARRR/USDT,1.0758,1.1424,1.0704,1.1246,89098.02806773,98059.309210789212
1646352000,2022-03-04 00:00:00,ARRR/USDT,1.1512,1.1512,1.0555,1.076,124179.41876208,137097.243020866753
1646265600,2022-03-03 00:00:00,ARRR/USDT,1.1876,1.197,1.1351,1.1482,67915.54597444,79091.262910666597
1646179200,2022-03-02 00:00:00,ARRR/USDT,1.17,1.2096,1.1495,1.1874,132189.73282162,155989.321406699334
1646092800,2022-03-01 00:00:00,ARRR/USDT,1.105,1.1931,1.0991,1.17,166961.53501738,190764.964408586479
1646006400,2022-02-28 00:00:00,ARRR/USDT,1.0154,1.112,0.998,1.1061,167533.08787347,177398.325300989443
1645920000,2022-02-27 00:00:00,ARRR/USDT,1.1291,1.1361,0.9765,1.0151,201179.8564507,209381.384077759296
1645833600,2022-02-26 00:00:00,ARRR/USDT,1.0515,1.15,1.0515,1.1348,121486.23753747,133700.683972773313
1645747200,2022-02-25 00:00:00,ARRR/USDT,1.0447,1.0936,0.9998,1.0515,141368.78862263,148177.111460881314
1645660800,2022-02-24 00:00:00,ARRR/USDT,1.0866,1.1368,0.927,1.0446,286181.84722636,286687.734053096187
1645574400,2022-02-23 00:00:00,ARRR/USDT,1.0247,1.1243,0.9981,1.0866,168315.73284243,178658.8971736109
1645488000,2022-02-22 00:00:00,ARRR/USDT,1.0458,1.0678,0.976,1.0201,208677.3801675,211433.821650879625
1645401600,2022-02-21 00:00:00,ARRR/USDT,1.113,1.139,1.036,1.0458,142223.34721093,155643.007810487451
1645315200,2022-02-20 00:00:00,ARRR/USDT,1.2,1.2023,1.1,1.1137,114489.87554258,128693.751527469127
1645228800,2022-02-19 00:00:00,ARRR/USDT,1.1874,1.22,1.15,1.2,119619.39254427,141407.517776985434
1645142400,2022-02-18 00:00:00,ARRR/USDT,1.2283,1.2957,1.18,1.1888,136056.49103598,167868.049821246733
1645056000,2022-02-17 00:00:00,ARRR/USDT,1.4339,1.4339,1.2122,1.231,234925.64176963,306023.187754856418
1644969600,2022-02-16 00:00:00,ARRR/USDT,1.4391,1.4443,1.3676,1.4339,133875.92565963,188233.970398080491
1644883200,2022-02-15 00:00:00,ARRR/USDT,1.3893,1.4508,1.3732,1.439,164039.92355975,231634.706087826098
1644796800,2022-02-14 00:00:00,ARRR/USDT,1.4778,1.5005,1.3828,1.3958,223347.64581865,321810.002449658395
1644710400,2022-02-13 00:00:00,ARRR/USDT,1.2386,1.5131,1.2333,1.4778,302578.65770853,422957.993780310581
1644624000,2022-02-12 00:00:00,ARRR/USDT,1.2743,1.3592,1.2331,1.2385,153962.13259329,200173.480492839741
1644537600,2022-02-11 00:00:00,ARRR/USDT,1.3233,1.5706,1.2526,1.2805,693200.87990466,977047.681621703482
1644451200,2022-02-10 00:00:00,ARRR/USDT,1.1755,1.5507,1.1318,1.3234,647588.8380818,861015.494211101524
1644364800,2022-02-09 00:00:00,ARRR/USDT,0.919,1.2743,0.9072,1.1756,312880.11962724,341288.923744318797
1644278400,2022-02-08 00:00:00,ARRR/USDT,0.9881,1.042,0.9068,0.919,222750.84224292,215167.445717337404
1644192000,2022-02-07 00:00:00,ARRR/USDT,0.8342,0.9917,0.826,0.9881,199511.36575764,185987.063673113683
1644105600,2022-02-06 00:00:00,ARRR/USDT,0.8009,0.8797,0.7889,0.8345,120856.98770169,98582.019419375269
1644019200,2022-02-05 00:00:00,ARRR/USDT,0.7892,0.8295,0.7605,0.8009,114281.20309245,90380.957586803874
1643932800,2022-02-04 00:00:00,ARRR/USDT,0.7027,0.7918,0.7012,0.7918,113857.62220935,84594.955962822917
1643846400,2022-02-03 00:00:00,ARRR/USDT,0.6747,0.7071,0.6436,0.7027,75317.29575267,51050.256154432806
1643760000,2022-02-02 00:00:00,ARRR/USDT,0.7163,0.7228,0.6707,0.6749,71796.19985258,49921.444990670322
