https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AOA,Volume USDT
1663459200,2022-09-18 00:00:00,AOA/USDT,0.0002676,0.0002682,0.0002664,0.000268,12165390.1561,3257.81376081547
1663372800,2022-09-17 00:00:00,AOA/USDT,0.000257,0.00027,0.0002556,0.000267,362444642.339,94163.61518026174
1663286400,2022-09-16 00:00:00,AOA/USDT,0.00026,0.0002633,0.0002533,0.000257,377705213.9264,97299.68631706651
1663200000,2022-09-15 00:00:00,AOA/USDT,0.000265,0.0002727,0.000259,0.00026,347286417.4815,91846.72783767574
1663113600,2022-09-14 00:00:00,AOA/USDT,0.000257,0.00027,0.0002506,0.000265,434693000.7064,114627.78624489503
1663027200,2022-09-13 00:00:00,AOA/USDT,0.000269,0.000271,0.0002507,0.000256,434555247.6621,113561.77755231051
1662940800,2022-09-12 00:00:00,AOA/USDT,0.0002642,0.0002773,0.0002626,0.000269,260316635.3265,69361.30320767675
1662854400,2022-09-11 00:00:00,AOA/USDT,0.0002742,0.0002742,0.0002601,0.000264,214945197.9882,57195.04879741878
1662768000,2022-09-10 00:00:00,AOA/USDT,0.0002774,0.000287,0.0002623,0.0002742,36405372.5249,9986.13720476896
1662681600,2022-09-09 00:00:00,AOA/USDT,0.000266,0.000289,0.0002617,0.0002796,117374124.2096,32073.04901990423
1662595200,2022-09-08 00:00:00,AOA/USDT,0.000266,0.0002747,0.0002545,0.000266,352858440.44138597,93224.151940130609365
1662508800,2022-09-07 00:00:00,AOA/USDT,0.000275,0.0002783,0.0002601,0.0002658,211209939.564,56231.32857654313
1662422400,2022-09-06 00:00:00,AOA/USDT,0.0002885,0.0003102,0.00027,0.000275,67207610.9689,19376.15535605034
1662336000,2022-09-05 00:00:00,AOA/USDT,0.0002844,0.0003,0.000281,0.0002895,18865560.4304,5483.47898980399
1662249600,2022-09-04 00:00:00,AOA/USDT,0.000282,0.0002982,0.000278,0.0002843,26417012.8703,7554.54800258476
1662163200,2022-09-03 00:00:00,AOA/USDT,0.0002881,0.0003044,0.000282,0.000282,34048095.4727,10049.77689250661
1662076800,2022-09-02 00:00:00,AOA/USDT,0.0003019,0.0003044,0.0002881,0.0002881,55106442.8737,16448.58523866429
1661990400,2022-09-01 00:00:00,AOA/USDT,0.000315,0.0003162,0.000301,0.0003011,163915939.7033,51087.37731827204
1661904000,2022-08-31 00:00:00,AOA/USDT,0.000313,0.0003201,0.0003104,0.000315,205115748.8064,64509.65302343085
1661817600,2022-08-30 00:00:00,AOA/USDT,0.0003194,0.0003328,0.0003053,0.000313,212699323.2173,67788.89250859832
1661731200,2022-08-29 00:00:00,AOA/USDT,0.000328,0.0003353,0.0003176,0.00032,210040387.3749,68052.41872394731
1661644800,2022-08-28 00:00:00,AOA/USDT,0.000323,0.0003323,0.0003111,0.000327,214967148.0072,69642.9634876255
1661558400,2022-08-27 00:00:00,AOA/USDT,0.000331,0.0003328,0.0003183,0.000323,210546534.989,68341.82676255229
1661472000,2022-08-26 00:00:00,AOA/USDT,0.000338,0.0003393,0.0003253,0.00033,219947815.1735,73346.61646044791
1661385600,2022-08-25 00:00:00,AOA/USDT,0.0003357,0.0003439,0.0003289,0.000338,215839367.4888,72281.20473352541
1661299200,2022-08-24 00:00:00,AOA/USDT,0.000341,0.0003423,0.00033,0.000336,208709415.3845,69874.99278986428
1661212800,2022-08-23 00:00:00,AOA/USDT,0.000336,0.00035,0.0003352,0.000341,211612240.8576,72448.74032951338
1661126400,2022-08-22 00:00:00,AOA/USDT,0.000331,0.0003371,0.0003273,0.000336,209201069.9576,69514.80229813116
1661040000,2022-08-21 00:00:00,AOA/USDT,0.000332,0.0003342,0.0003244,0.000331,215643310.5727,71333.92936925126
