https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WILD,Volume USDT
1656288000,2022-06-27 00:00:00,WILD/USDT,0.2297,0.2375,0.2091,0.2133,347612.0628255,77064.03829076379
1656201600,2022-06-26 00:00:00,WILD/USDT,0.2283,0.2678,0.221,0.2301,939262.60000703,224635.408485482643
1656115200,2022-06-25 00:00:00,WILD/USDT,0.1998,0.2497,0.1944,0.2291,557425.60287377,117304.306830152969
1656028800,2022-06-24 00:00:00,WILD/USDT,0.1844,0.204,0.184,0.1999,509644.31433854,98147.981869853061
1655942400,2022-06-23 00:00:00,WILD/USDT,0.1687,0.1906,0.1681,0.1843,577088.64482807,100925.681546129063
1655856000,2022-06-22 00:00:00,WILD/USDT,0.1902,0.1992,0.1631,0.1689,602109.6412998,106657.412114199718
1655769600,2022-06-21 00:00:00,WILD/USDT,0.1835,0.2111,0.18,0.1902,867098.57732698,167105.043738579221
1655683200,2022-06-20 00:00:00,WILD/USDT,0.1982,0.1982,0.1786,0.1836,789672.27086459,148092.286114210338
1655596800,2022-06-19 00:00:00,WILD/USDT,0.1767,0.2099,0.1628,0.1984,411148.44562193,77282.09538707561
1655510400,2022-06-18 00:00:00,WILD/USDT,0.1914,0.2061,0.1528,0.1784,818141.41639167,144097.152674945743
1655424000,2022-06-17 00:00:00,WILD/USDT,0.1939,0.1978,0.1843,0.1914,333310.99159248,63698.487596524706
1655337600,2022-06-16 00:00:00,WILD/USDT,0.2197,0.24,0.1905,0.1935,333051.45376753,68475.874332116034
1655251200,2022-06-15 00:00:00,WILD/USDT,0.201,0.2254,0.1739,0.2193,614254.9474351,122172.479954148591
1655164800,2022-06-14 00:00:00,WILD/USDT,0.1937,0.227,0.1801,0.201,737365.83406845,151234.936549869985
1655078400,2022-06-13 00:00:00,WILD/USDT,0.2244,0.229,0.179,0.1936,1289594.10360259,252362.395198244414
1654992000,2022-06-12 00:00:00,WILD/USDT,0.2405,0.2405,0.2163,0.2242,406496.82787663,92777.205057406112
1654905600,2022-06-11 00:00:00,WILD/USDT,0.2552,0.2654,0.2326,0.2403,348383.82013846,86350.53241574236
1654819200,2022-06-10 00:00:00,WILD/USDT,0.2743,0.2837,0.25,0.2552,209985.96857083,55070.7505468483
1654732800,2022-06-09 00:00:00,WILD/USDT,0.2714,0.2802,0.2677,0.2743,131324.38408291,35929.242157200265
1654646400,2022-06-08 00:00:00,WILD/USDT,0.2807,0.282,0.2637,0.2714,145103.19099507,39722.865205602722
1654560000,2022-06-07 00:00:00,WILD/USDT,0.2898,0.2899,0.2595,0.2811,380617.04180381,103381.467153905061
1654473600,2022-06-06 00:00:00,WILD/USDT,0.291,0.3282,0.2839,0.2898,815880.73633443,241757.015181393631
1654387200,2022-06-05 00:00:00,WILD/USDT,0.2968,0.2968,0.2692,0.2924,397219.74681379,112724.335028851442
1654300800,2022-06-04 00:00:00,WILD/USDT,0.2859,0.298,0.282,0.296,113735.32600248,32919.528542701196
1654214400,2022-06-03 00:00:00,WILD/USDT,0.2939,0.2968,0.2845,0.286,152073.37681253,43777.531167531737
1654128000,2022-06-02 00:00:00,WILD/USDT,0.2909,0.3048,0.285,0.2955,236457.05072187,68890.797292573936
1654041600,2022-06-01 00:00:00,WILD/USDT,0.3293,0.3328,0.285,0.2909,527624.98615675,161266.699802857516
1653955200,2022-05-31 00:00:00,WILD/USDT,0.3387,0.375,0.3233,0.3308,452097.32247316,155576.677961475827
1653868800,2022-05-30 00:00:00,WILD/USDT,0.2951,0.35,0.2941,0.339,552217.61443702,180739.256125411893
1653782400,2022-05-29 00:00:00,WILD/USDT,0.2878,0.2961,0.2809,0.2944,180125.98398727,52441.003963550647
1653696000,2022-05-28 00:00:00,WILD/USDT,0.2945,0.2994,0.28,0.289,211423.5105374,60726.422331268408
1653609600,2022-05-27 00:00:00,WILD/USDT,0.3201,0.3322,0.2811,0.2928,461731.55675019,138608.257456180054
1653523200,2022-05-26 00:00:00,WILD/USDT,0.3499,0.36,0.32,0.32,321957.02634272,107746.411984871441
1653436800,2022-05-25 00:00:00,WILD/USDT,0.351,0.36,0.32,0.3492,594877.52615373,201102.200576513655
1653350400,2022-05-24 00:00:00,WILD/USDT,0.3546,0.3648,0.325,0.3512,290087.88382029,99599.484238174833
1653264000,2022-05-23 00:00:00,WILD/USDT,0.3601,0.3759,0.3481,0.3546,408205.28270143,148217.89758573811
1653177600,2022-05-22 00:00:00,WILD/USDT,0.3511,0.3729,0.3453,0.3596,300609.45616363,107436.501575859647
1653091200,2022-05-21 00:00:00,WILD/USDT,0.3404,0.3582,0.3298,0.3515,352725.50989199,120865.653605578648
1653004800,2022-05-20 00:00:00,WILD/USDT,0.3617,0.38,0.3202,0.3406,678486.825869,238652.375096393052
1652918400,2022-05-19 00:00:00,WILD/USDT,0.3155,0.3705,0.31,0.3613,703849.28040059,239247.216948911178
1652832000,2022-05-18 00:00:00,WILD/USDT,0.3582,0.364,0.3091,0.3137,592821.06321024,199315.202290948606
1652745600,2022-05-17 00:00:00,WILD/USDT,0.3418,0.395,0.3244,0.3584,799077.80761779,286235.525132084928
1652659200,2022-05-16 00:00:00,WILD/USDT,0.4236,0.465,0.3278,0.3426,958343.11314721,354810.736548013185
1652572800,2022-05-15 00:00:00,WILD/USDT,0.3842,0.4304,0.3639,0.4239,591346.89226418,228254.91777567645
1652486400,2022-05-14 00:00:00,WILD/USDT,0.3986,0.4015,0.3344,0.3861,685744.6696057,255466.445903849563
1652400000,2022-05-13 00:00:00,WILD/USDT,0.3441,0.4916,0.3356,0.3995,1818493.50793208,730938.745054886437
1652313600,2022-05-12 00:00:00,WILD/USDT,0.3551,0.3874,0.3,0.3437,1541640.36889404,523530.850901419336
1652227200,2022-05-11 00:00:00,WILD/USDT,0.4981,0.5099,0.3426,0.355,1570814.61923787,646088.146076332846
1652140800,2022-05-10 00:00:00,WILD/USDT,0.4801,0.591,0.47,0.4974,664238.2893734,336846.019141336316
1652054400,2022-05-09 00:00:00,WILD/USDT,0.5647,0.5701,0.47,0.483,656112.98301953,334319.929817744025
1651968000,2022-05-08 00:00:00,WILD/USDT,0.583,0.5876,0.546,0.5655,406597.71946541,230102.299240416675
1651881600,2022-05-07 00:00:00,WILD/USDT,0.606,0.6126,0.5797,0.5855,326598.17128214,194592.625960844113
1651795200,2022-05-06 00:00:00,WILD/USDT,0.6329,0.6497,0.5945,0.6053,426935.28721202,264254.760997959494
1651708800,2022-05-05 00:00:00,WILD/USDT,0.7821,0.7858,0.6013,0.6329,1019609.31007662,690115.409176960861
1651622400,2022-05-04 00:00:00,WILD/USDT,0.6873,0.7818,0.685,0.7818,741297.05999057,537962.616776151385
1651536000,2022-05-03 00:00:00,WILD/USDT,0.7098,0.7565,0.68,0.693,555579.67322168,400027.382261564385
1651449600,2022-05-02 00:00:00,WILD/USDT,0.81,0.82,0.68,0.709,1407710.00510488,1050715.556619795851
1651363200,2022-05-01 00:00:00,WILD/USDT,0.8371,0.8641,0.7693,0.8099,543817.63575633,444828.091798717355
1651276800,2022-04-30 00:00:00,WILD/USDT,0.9293,0.9503,0.8369,0.8373,299993.62665408,269705.49547774567
1651190400,2022-04-29 00:00:00,WILD/USDT,1.0369,1.0538,0.923,0.9258,460629.59418981,442756.152992949557
1651104000,2022-04-28 00:00:00,WILD/USDT,0.9925,1.0486,0.983,1.0369,486749.63781379,493349.686537057951
1651017600,2022-04-27 00:00:00,WILD/USDT,1.0059,1.0278,0.9414,0.9932,543178.79238088,533498.652089200328
1650931200,2022-04-26 00:00:00,WILD/USDT,1.0951,1.0998,1,1,441031.75824968,460930.145491571215
1650844800,2022-04-25 00:00:00,WILD/USDT,1.1345,1.1781,1.0287,1.0912,696096.43990672,752103.331416446964
1650758400,2022-04-24 00:00:00,WILD/USDT,1.1526,1.1558,1.1249,1.1367,192714.06076837,219426.968001315058
1650672000,2022-04-23 00:00:00,WILD/USDT,1.1373,1.1729,1.1275,1.1544,248888.94402567,285637.896659340206
1650585600,2022-04-22 00:00:00,WILD/USDT,1.1552,1.178,1.115,1.137,363042.40623337,415124.07546187955
1650499200,2022-04-21 00:00:00,WILD/USDT,1.2097,1.2552,1.1448,1.1495,496259.40559965,597956.08595501014
1650412800,2022-04-20 00:00:00,WILD/USDT,1.2542,1.2811,1.2038,1.2097,438691.97077348,546458.409632820352
1650326400,2022-04-19 00:00:00,WILD/USDT,1.1907,1.2639,1.1511,1.252,516433.68350323,623259.603617421457
1650240000,2022-04-18 00:00:00,WILD/USDT,1.1554,1.191,1.112,1.1903,559125.04950931,643363.604275151729
1650153600,2022-04-17 00:00:00,WILD/USDT,1.2248,1.233,1.1539,1.1549,272973.45791552,325891.044198520738
1650067200,2022-04-16 00:00:00,WILD/USDT,1.2428,1.25,1.1915,1.2248,199647.55076698,244062.39742813839
1649980800,2022-04-15 00:00:00,WILD/USDT,1.2693,1.2944,1.22,1.2428,402673.16600288,509914.378987230822
1649894400,2022-04-14 00:00:00,WILD/USDT,1.3024,1.3885,1.2439,1.2693,658524.47871442,868917.479990615188
1649808000,2022-04-13 00:00:00,WILD/USDT,1.2074,1.3155,1.1997,1.3013,469987.95737042,591958.934513240611
1649721600,2022-04-12 00:00:00,WILD/USDT,1.2147,1.2728,1.1621,1.2074,529071.74837737,645377.800530149561
1649635200,2022-04-11 00:00:00,WILD/USDT,1.3635,1.3652,1.21,1.2161,589067.94221488,759804.16514896233
1649548800,2022-04-10 00:00:00,WILD/USDT,1.3911,1.4856,1.3582,1.3635,614854.40948257,871801.615754715577
1649462400,2022-04-09 00:00:00,WILD/USDT,1.408,1.4226,1.3494,1.3972,313258.56242245,434894.311408090739
1649376000,2022-04-08 00:00:00,WILD/USDT,1.5314,1.574,1.3867,1.4082,954725.81208929,1425729.050797649956
1649289600,2022-04-07 00:00:00,WILD/USDT,1.5201,1.5936,1.5,1.5294,615885.06631535,943959.916878336524
1649203200,2022-04-06 00:00:00,WILD/USDT,1.69,1.74,1.5122,1.5184,1506696.94810501,2446147.726414979743
1649116800,2022-04-05 00:00:00,WILD/USDT,1.8267,2.058,1.69,1.6971,1739730.57347576,3303209.107863913271
1649030400,2022-04-04 00:00:00,WILD/USDT,1.7928,1.8349,1.6457,1.8267,769561.82805864,1338635.286477889882
1648944000,2022-04-03 00:00:00,WILD/USDT,1.664,1.9791,1.623,1.7928,706787.14596622,1238005.420706517891
1648857600,2022-04-02 00:00:00,WILD/USDT,1.6347,1.84,1.6347,1.664,824734.67569902,1424192.393649449322
1648771200,2022-04-01 00:00:00,WILD/USDT,1.5878,1.6623,1.5,1.6409,752794.21804547,1180793.792700029841
1648684800,2022-03-31 00:00:00,WILD/USDT,1.6494,1.85,1.55,1.5889,1033228.3230241,1717810.58660389309
1648598400,2022-03-30 00:00:00,WILD/USDT,1.6557,1.6882,1.551,1.6494,1166614.60536963,1884150.402382932707
1648512000,2022-03-29 00:00:00,WILD/USDT,1.437,1.7967,1.405,1.6556,2446318.71049676,3999610.266930059401
1648425600,2022-03-28 00:00:00,WILD/USDT,1.3143,1.598,1.2817,1.437,1653197.37073398,2420568.428340795737
1648339200,2022-03-27 00:00:00,WILD/USDT,1.1977,1.3342,1.1789,1.3146,724882.70774564,895368.213362296125
1648252800,2022-03-26 00:00:00,WILD/USDT,1.2196,1.2714,1.1478,1.1966,590582.12903454,700822.987953893693
1648166400,2022-03-25 00:00:00,WILD/USDT,1.283,1.3029,1.21,1.2163,497796.25868871,622028.561646562973
1648080000,2022-03-24 00:00:00,WILD/USDT,1.2974,1.32,1.2089,1.2823,760661.11730936,960123.035310472577
1647993600,2022-03-23 00:00:00,WILD/USDT,1.3038,1.3229,1.2614,1.2927,375529.26934124,484458.72495755006
1647907200,2022-03-22 00:00:00,WILD/USDT,1.2161,1.4,1.2153,1.303,636010.80425876,833878.001119030729
1647820800,2022-03-21 00:00:00,WILD/USDT,1.2468,1.2851,1.2,1.2218,274388.13403179,338014.315838634358
1647734400,2022-03-20 00:00:00,WILD/USDT,1.2804,1.3045,1.2,1.2461,348819.81624816,436569.85509414722
1647648000,2022-03-19 00:00:00,WILD/USDT,1.3528,1.4055,1.2243,1.2858,751095.75436346,988637.396928030333
1647561600,2022-03-18 00:00:00,WILD/USDT,1.1912,1.3654,1.1285,1.3528,508564.91336723,633247.329476164477
1647475200,2022-03-17 00:00:00,WILD/USDT,1.2047,1.4294,1.117,1.1908,506020.71212782,617167.875280797846
1647388800,2022-03-16 00:00:00,WILD/USDT,1.1361,1.3351,1.071,1.2078,860532.06241117,992757.832524893291
1647302400,2022-03-15 00:00:00,WILD/USDT,1.2175,1.2268,1.1146,1.1361,281983.47062376,327636.258151153496
1647216000,2022-03-14 00:00:00,WILD/USDT,1.2515,1.2635,1.1583,1.2156,291714.7996515,353450.516003984224
1647129600,2022-03-13 00:00:00,WILD/USDT,1.2677,1.3192,1.25,1.258,226532.23061643,287838.91534600759
1647043200,2022-03-12 00:00:00,WILD/USDT,1.2985,1.35,1.265,1.2687,218246.74245037,283841.002665675512
1646956800,2022-03-11 00:00:00,WILD/USDT,1.3314,1.3755,1.2683,1.2996,212476.5172558,278530.058614139467
1646870400,2022-03-10 00:00:00,WILD/USDT,1.413,1.4214,1.2984,1.3299,220225.96988748,295496.931557107065
1646784000,2022-03-09 00:00:00,WILD/USDT,1.3365,1.5034,1.3237,1.4188,377822.53833129,539758.365927403457
1646697600,2022-03-08 00:00:00,WILD/USDT,1.3046,1.44,1.2967,1.3411,213958.98600868,289570.857620357447
1646611200,2022-03-07 00:00:00,WILD/USDT,1.4398,1.498,1.25,1.3094,487240.4390077,666254.937374229706
1646524800,2022-03-06 00:00:00,WILD/USDT,1.5174,1.5765,1.43,1.436,195316.63328707,289536.499751746664
1646438400,2022-03-05 00:00:00,WILD/USDT,1.4988,1.5457,1.4548,1.52,267531.79617219,400820.821294504247
1646352000,2022-03-04 00:00:00,WILD/USDT,1.628,1.6901,1.444,1.4913,429405.26826061,668185.760844949841
1646265600,2022-03-03 00:00:00,WILD/USDT,1.6985,1.7688,1.5915,1.6285,233130.23924598,389060.835276650849
1646179200,2022-03-02 00:00:00,WILD/USDT,1.7403,1.8209,1.6,1.7012,453706.7628384,780834.202734469509
1646092800,2022-03-01 00:00:00,WILD/USDT,1.8539,1.972,1.7052,1.7446,584755.47014893,1056888.139341216015
1646006400,2022-02-28 00:00:00,WILD/USDT,1.6127,1.88,1.49,1.8509,646720.62351722,1082672.638871024778
1645920000,2022-02-27 00:00:00,WILD/USDT,1.7466,1.8007,1.5399,1.6206,346882.6107077,577888.264045062515
1645833600,2022-02-26 00:00:00,WILD/USDT,1.6631,1.7822,1.6331,1.7466,322050.03526783,551269.99529968935
1645747200,2022-02-25 00:00:00,WILD/USDT,1.5331,1.7235,1.514,1.6626,403968.95463314,638574.007505491955
1645660800,2022-02-24 00:00:00,WILD/USDT,1.5827,1.6015,1.21,1.5359,1237228.45329119,1740364.469360456178
1645574400,2022-02-23 00:00:00,WILD/USDT,1.6339,1.75,1.5582,1.5823,482067.8186762,800652.95657283156
1645488000,2022-02-22 00:00:00,WILD/USDT,1.5653,1.6599,1.5,1.6339,536865.29947698,843080.510542137161
1645401600,2022-02-21 00:00:00,WILD/USDT,1.6042,1.8333,1.5534,1.5653,908177.97420993,1538890.730254259916
1645315200,2022-02-20 00:00:00,WILD/USDT,1.787,1.7875,1.55,1.6043,374431.18830837,618467.492961915061
1645228800,2022-02-19 00:00:00,WILD/USDT,1.8344,1.8871,1.7455,1.7848,325545.45368165,586545.670004415344
1645142400,2022-02-18 00:00:00,WILD/USDT,1.9858,2.057,1.8302,1.8409,654549.33344013,1266755.248310212907
1645056000,2022-02-17 00:00:00,WILD/USDT,2.2816,2.351,1.9382,1.9816,950003.65604607,2032852.571501853455
1644969600,2022-02-16 00:00:00,WILD/USDT,2.0172,2.3315,1.9468,2.2928,1552029.00245954,3313741.174764420147
1644883200,2022-02-15 00:00:00,WILD/USDT,1.6516,2.0218,1.6173,2.0139,1063043.69496452,1963493.660608901089
1644796800,2022-02-14 00:00:00,WILD/USDT,1.91,1.974,1.5901,1.6521,719609.66873593,1279607.948986307618
1644710400,2022-02-13 00:00:00,WILD/USDT,1.8725,2.0424,1.8329,1.9135,596963.43423496,1158071.387558568277
1644624000,2022-02-12 00:00:00,WILD/USDT,1.8944,1.905,1.8046,1.8742,309371.47213543,574782.9514771327
1644537600,2022-02-11 00:00:00,WILD/USDT,2.0939,2.1427,1.8734,1.8982,495404.40239591,1009087.309047149688
1644451200,2022-02-10 00:00:00,WILD/USDT,2.3113,2.3585,2.0572,2.0905,861058.87326536,1917053.790031799122
1644364800,2022-02-09 00:00:00,WILD/USDT,2.0344,2.375,2,2.3135,604857.7509746,1302866.744003875491
1644278400,2022-02-08 00:00:00,WILD/USDT,2.1655,2.2172,1.89,2.0344,883518.99908205,1815051.931788154565
1644192000,2022-02-07 00:00:00,WILD/USDT,1.9643,2.22,1.9244,2.1655,874752.27773282,1830684.336869635137
1644105600,2022-02-06 00:00:00,WILD/USDT,1.897,1.9651,1.8317,1.961,489562.78370068,931434.088264785921
1644019200,2022-02-05 00:00:00,WILD/USDT,1.7757,1.9695,1.7725,1.8977,808218.51382758,1533900.305791434456
1643932800,2022-02-04 00:00:00,WILD/USDT,1.5418,1.84,1.5285,1.7757,1009065.04186181,1705573.189654214755
1643846400,2022-02-03 00:00:00,WILD/USDT,1.6629,1.6709,1.4852,1.5422,540859.00568191,844844.659827738302
1643760000,2022-02-02 00:00:00,WILD/USDT,1.7384,1.791,1.6201,1.6624,666131.93028962,1139968.400794224641
1643673600,2022-02-01 00:00:00,WILD/USDT,1.5108,1.7502,1.4975,1.7377,720420.97918571,1162663.945010574449
