https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PDEX,Volume BTC
1663459200,2022-09-18 00:00:00,PDEX/BTC,0.0000705,0.0000705,0.0000705,0.0000705,0.0259,0.00000182595
1663372800,2022-09-17 00:00:00,PDEX/BTC,0.0000687,0.0000708,0.0000683,0.0000708,532.288,0.03696343881
1663286400,2022-09-16 00:00:00,PDEX/BTC,0.0000691,0.000071,0.0000685,0.0000694,661.8914,0.04603742829
1663200000,2022-09-15 00:00:00,PDEX/BTC,0.0000706,0.0000716,0.0000687,0.0000702,241.0931,0.01675752986
1663113600,2022-09-14 00:00:00,PDEX/BTC,0.0000696,0.0000708,0.0000687,0.0000703,879.782,0.06118318923
1663027200,2022-09-13 00:00:00,PDEX/BTC,0.0000678,0.0000715,0.0000662,0.0000695,1492.7613,0.10122938721
1662940800,2022-09-12 00:00:00,PDEX/BTC,0.0000718,0.0000734,0.0000671,0.0000678,870.7042,0.06066592213
1662854400,2022-09-11 00:00:00,PDEX/BTC,0.000073,0.0000758,0.0000715,0.0000735,691.6266,0.05050500181
1662768000,2022-09-10 00:00:00,PDEX/BTC,0.000075,0.0000764,0.0000731,0.0000733,2669.1962,0.20062890877
1662681600,2022-09-09 00:00:00,PDEX/BTC,0.0000785,0.000079,0.0000725,0.000074,2370.7912,0.18297199124
1662595200,2022-09-08 00:00:00,PDEX/BTC,0.0000806,0.0000819,0.0000779,0.0000788,1175.6747,0.09364826857
1662508800,2022-09-07 00:00:00,PDEX/BTC,0.0000764,0.0000829,0.0000733,0.000081,2108.1744,0.16430049375
1662422400,2022-09-06 00:00:00,PDEX/BTC,0.0000783,0.000079,0.000074,0.0000768,2095.1824,0.16084189368
1662336000,2022-09-05 00:00:00,PDEX/BTC,0.0000748,0.0000785,0.0000744,0.0000782,339.1015,0.02585602206
1662249600,2022-09-04 00:00:00,PDEX/BTC,0.000073,0.0000749,0.0000721,0.0000742,652.6619,0.04807230512
1662163200,2022-09-03 00:00:00,PDEX/BTC,0.0000721,0.0000731,0.0000712,0.0000724,871.9084,0.06298923216
1662076800,2022-09-02 00:00:00,PDEX/BTC,0.0000769,0.0000771,0.0000708,0.0000721,1484.5478,0.10933811684
1661990400,2022-09-01 00:00:00,PDEX/BTC,0.0000766,0.0000774,0.0000744,0.0000763,898.8037,0.06775699005
1661904000,2022-08-31 00:00:00,PDEX/BTC,0.0000737,0.0000765,0.0000727,0.0000764,360.0671,0.02677128146
1661817600,2022-08-30 00:00:00,PDEX/BTC,0.0000741,0.0000764,0.0000718,0.0000745,598.0652,0.04447025629
1661731200,2022-08-29 00:00:00,PDEX/BTC,0.0000701,0.0000743,0.0000673,0.0000743,3775.4082,0.26115351337
1661644800,2022-08-28 00:00:00,PDEX/BTC,0.0000721,0.0000726,0.000069,0.0000701,2169.4654,0.15550421623
1661558400,2022-08-27 00:00:00,PDEX/BTC,0.0000741,0.0000755,0.0000723,0.0000733,744.6985,0.05599991602
1661472000,2022-08-26 00:00:00,PDEX/BTC,0.0000783,0.0000796,0.0000733,0.0000744,1079.0666,0.08154743773
1661385600,2022-08-25 00:00:00,PDEX/BTC,0.0000792,0.0000793,0.0000777,0.0000784,164.6494,0.01292138081
1661299200,2022-08-24 00:00:00,PDEX/BTC,0.0000787,0.0000801,0.0000778,0.000079,564.8707,0.04426386115
1661212800,2022-08-23 00:00:00,PDEX/BTC,0.0000794,0.0000805,0.0000781,0.0000788,442.6373,0.03505343319
1661126400,2022-08-22 00:00:00,PDEX/BTC,0.0000807,0.0000815,0.0000761,0.0000786,760.4322,0.05977641923
1661040000,2022-08-21 00:00:00,PDEX/BTC,0.0000798,0.000082,0.0000798,0.0000811,183.3596,0.01485276597
