https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SNX,Volume EUR
1663405200,2022-09-17 09:00:00,SNX/EUR,2.66597,2.66597,2.66597,2.66597,0.00000000,0.0
1663401600,2022-09-17 08:00:00,SNX/EUR,2.66597,2.66597,2.66597,2.66597,37.50979943,99.99999998639711
1663398000,2022-09-17 07:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663394400,2022-09-17 06:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663390800,2022-09-17 05:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663387200,2022-09-17 04:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663383600,2022-09-17 03:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663380000,2022-09-17 02:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663376400,2022-09-17 01:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663372800,2022-09-17 00:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663369200,2022-09-16 23:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663365600,2022-09-16 22:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663362000,2022-09-16 21:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663358400,2022-09-16 20:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663354800,2022-09-16 19:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,0.00000000,0.0
1663351200,2022-09-16 18:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,12.30000000,31.364877000000003
1663347600,2022-09-16 17:00:00,SNX/EUR,2.54999,2.54999,2.54999,2.54999,5.00000000,12.749950000000002
1663344000,2022-09-16 16:00:00,SNX/EUR,2.60379,2.60379,2.60379,2.60379,0.00000000,0.0
1663340400,2022-09-16 15:00:00,SNX/EUR,2.60379,2.60379,2.60379,2.60379,0.00000000,0.0
1663336800,2022-09-16 14:00:00,SNX/EUR,2.60379,2.60379,2.60379,2.60379,0.00000000,0.0
1663333200,2022-09-16 13:00:00,SNX/EUR,2.60399,2.60399,2.60379,2.60379,746.36574938,1943.3796745781503
1663329600,2022-09-16 12:00:00,SNX/EUR,2.59951,2.59951,2.59951,2.59951,0.00000000,0.0
1663326000,2022-09-16 11:00:00,SNX/EUR,2.59951,2.59951,2.59951,2.59951,0.00000000,0.0
1663322400,2022-09-16 10:00:00,SNX/EUR,2.59951,2.59951,2.59951,2.59951,0.00000000,0.0
1663318800,2022-09-16 09:00:00,SNX/EUR,2.59951,2.59951,2.59951,2.59951,360.00000000,935.8235999999999
1663315200,2022-09-16 08:00:00,SNX/EUR,2.59683,2.59683,2.57520,2.57520,282.07920601,726.410371316952
1663311600,2022-09-16 07:00:00,SNX/EUR,2.56345,2.56345,2.56345,2.56345,0.00000000,0.0
1663308000,2022-09-16 06:00:00,SNX/EUR,2.56345,2.56345,2.56345,2.56345,0.00000000,0.0
1663304400,2022-09-16 05:00:00,SNX/EUR,2.56345,2.56345,2.56345,2.56345,0.00000000,0.0
1663300800,2022-09-16 04:00:00,SNX/EUR,2.56345,2.56345,2.56345,2.56345,0.00000000,0.0
1663297200,2022-09-16 03:00:00,SNX/EUR,2.56345,2.56345,2.56345,2.56345,0.00000000,0.0
1663293600,2022-09-16 02:00:00,SNX/EUR,2.56345,2.56345,2.56345,2.56345,0.00000000,0.0
1663290000,2022-09-16 01:00:00,SNX/EUR,2.56345,2.56345,2.56345,2.56345,0.00000000,0.0
1663286400,2022-09-16 00:00:00,SNX/EUR,2.56345,2.56345,2.56345,2.56345,417.50942912,1070.264546077664
1663282800,2022-09-15 23:00:00,SNX/EUR,2.62999,2.62999,2.62999,2.62999,0.00000000,0.0
1663279200,2022-09-15 22:00:00,SNX/EUR,2.62999,2.62999,2.62999,2.62999,0.00000000,0.0
1663275600,2022-09-15 21:00:00,SNX/EUR,2.62999,2.62999,2.62999,2.62999,0.00000000,0.0
1663272000,2022-09-15 20:00:00,SNX/EUR,2.62999,2.62999,2.62999,2.62999,0.00000000,0.0
1663268400,2022-09-15 19:00:00,SNX/EUR,2.62999,2.62999,2.62999,2.62999,0.00000000,0.0
1663264800,2022-09-15 18:00:00,SNX/EUR,2.62999,2.62999,2.62999,2.62999,5.00000000,13.149949999999999
1663261200,2022-09-15 17:00:00,SNX/EUR,2.64145,2.64145,2.64145,2.64145,5.00000000,13.207249999999998
1663257600,2022-09-15 16:00:00,SNX/EUR,2.63467,2.63467,2.63467,2.63467,0.00000000,0.0
1663254000,2022-09-15 15:00:00,SNX/EUR,2.63467,2.63467,2.63467,2.63467,0.00000000,0.0
1663250400,2022-09-15 14:00:00,SNX/EUR,2.64000,2.64000,2.63467,2.63467,78.87000000,207.7964229
1663246800,2022-09-15 13:00:00,SNX/EUR,2.68151,2.68151,2.68151,2.68151,0.00000000,0.0
1663243200,2022-09-15 12:00:00,SNX/EUR,2.68151,2.68151,2.68151,2.68151,25.00000000,67.03775
1663239600,2022-09-15 11:00:00,SNX/EUR,2.76881,2.76881,2.76881,2.76881,0.00000000,0.0
1663236000,2022-09-15 10:00:00,SNX/EUR,2.76881,2.76881,2.76881,2.76881,0.00000000,0.0
1663232400,2022-09-15 09:00:00,SNX/EUR,2.76881,2.76881,2.76881,2.76881,0.00000000,0.0
1663228800,2022-09-15 08:00:00,SNX/EUR,2.76881,2.76881,2.76881,2.76881,0.00000000,0.0
1663225200,2022-09-15 07:00:00,SNX/EUR,2.76769,2.76881,2.76769,2.76881,449.15531568,1243.625729607941
1663221600,2022-09-15 06:00:00,SNX/EUR,2.60999,2.60999,2.60000,2.60000,75.76662803,196.99323287800001
1663218000,2022-09-15 05:00:00,SNX/EUR,2.63930,2.63942,2.63821,2.63821,20.00000000,52.7642
1663214400,2022-09-15 04:00:00,SNX/EUR,2.62435,2.62435,2.62435,2.62435,0.00000000,0.0
1663210800,2022-09-15 03:00:00,SNX/EUR,2.60999,2.62435,2.60999,2.62435,179.36337197,470.71226522946955
1663207200,2022-09-15 02:00:00,SNX/EUR,2.64999,2.64999,2.63963,2.64095,33.40694812,88.226079637514
1663203600,2022-09-15 01:00:00,SNX/EUR,2.69925,2.69925,2.69925,2.69925,0.00000000,0.0
1663200000,2022-09-15 00:00:00,SNX/EUR,2.69925,2.69925,2.69925,2.69925,0.00000000,0.0
1663196400,2022-09-14 23:00:00,SNX/EUR,2.69925,2.69925,2.69925,2.69925,0.00000000,0.0
1663192800,2022-09-14 22:00:00,SNX/EUR,2.69925,2.69925,2.69925,2.69925,0.00000000,0.0
1663189200,2022-09-14 21:00:00,SNX/EUR,2.69925,2.69925,2.69925,2.69925,10.87723429,29.360374657282502
1663185600,2022-09-14 20:00:00,SNX/EUR,2.69574,2.69574,2.69574,2.69574,11.76807200,31.72366241328
1663182000,2022-09-14 19:00:00,SNX/EUR,2.69115,2.69118,2.69027,2.69118,92.45984707,248.8260912378426
1663178400,2022-09-14 18:00:00,SNX/EUR,2.67356,2.67356,2.64810,2.66253,179.32229971,477.4510026468663
1663174800,2022-09-14 17:00:00,SNX/EUR,2.67502,2.69542,2.67159,2.69542,680.57362267,1834.4317540171712
1663171200,2022-09-14 16:00:00,SNX/EUR,2.68000,2.68000,2.67981,2.67981,164.24091535,440.1344473640834
1663167600,2022-09-14 15:00:00,SNX/EUR,2.69630,2.69630,2.69630,2.69630,0.00000000,0.0
1663164000,2022-09-14 14:00:00,SNX/EUR,2.69630,2.69630,2.69630,2.69630,397.65518260,1072.19766884438
1663160400,2022-09-14 13:00:00,SNX/EUR,2.71430,2.71430,2.71430,2.71430,0.00000000,0.0
1663156800,2022-09-14 12:00:00,SNX/EUR,2.71672,2.71672,2.71329,2.71430,994.25672623,2698.711032006089
1663153200,2022-09-14 11:00:00,SNX/EUR,2.74716,2.74716,2.74716,2.74716,0.00000000,0.0
1663149600,2022-09-14 10:00:00,SNX/EUR,2.74067,2.74716,2.74067,2.74716,103.48496090,284.289745186044
1663146000,2022-09-14 09:00:00,SNX/EUR,2.74000,2.74000,2.73000,2.73000,341.92700729,933.4607299017
1663142400,2022-09-14 08:00:00,SNX/EUR,2.72314,2.75266,2.72314,2.74957,900.00000000,2474.613
1663138800,2022-09-14 07:00:00,SNX/EUR,2.74627,2.74627,2.74627,2.74627,37.00000000,101.61199
1663135200,2022-09-14 06:00:00,SNX/EUR,2.76969,2.76975,2.76969,2.76975,289.00000000,800.45775
1663131600,2022-09-14 05:00:00,SNX/EUR,2.78299,2.78299,2.78299,2.78299,0.00000000,0.0
1663128000,2022-09-14 04:00:00,SNX/EUR,2.78299,2.78299,2.78299,2.78299,0.00000000,0.0
1663124400,2022-09-14 03:00:00,SNX/EUR,2.78299,2.78299,2.78299,2.78299,0.00000000,0.0
1663120800,2022-09-14 02:00:00,SNX/EUR,2.78299,2.78299,2.78299,2.78299,0.00000000,0.0
1663117200,2022-09-14 01:00:00,SNX/EUR,2.78299,2.78299,2.78299,2.78299,0.00000000,0.0
1663113600,2022-09-14 00:00:00,SNX/EUR,2.78299,2.78299,2.78299,2.78299,0.00000000,0.0
1663110000,2022-09-13 23:00:00,SNX/EUR,2.78299,2.78299,2.78299,2.78299,0.00000000,0.0
1663106400,2022-09-13 22:00:00,SNX/EUR,2.78299,2.78299,2.78299,2.78299,0.00000000,0.0
1663102800,2022-09-13 21:00:00,SNX/EUR,2.78299,2.78299,2.78299,2.78299,183.81136000,511.5451767664
1663099200,2022-09-13 20:00:00,SNX/EUR,2.77307,2.77307,2.77307,2.77307,0.00000000,0.0
1663095600,2022-09-13 19:00:00,SNX/EUR,2.74619,2.77307,2.74490,2.77307,250.00000000,693.2675
1663092000,2022-09-13 18:00:00,SNX/EUR,2.76228,2.76228,2.76089,2.76227,2024.14115957,5591.224400845424
1663088400,2022-09-13 17:00:00,SNX/EUR,2.79812,2.79812,2.79812,2.79812,0.00000000,0.0
1663084800,2022-09-13 16:00:00,SNX/EUR,2.79000,2.79924,2.79000,2.79812,289.92572189,811.2469609348467
1663081200,2022-09-13 15:00:00,SNX/EUR,2.79629,2.79629,2.79629,2.79629,35.65470677,99.70089999388328
1663077600,2022-09-13 14:00:00,SNX/EUR,2.80915,2.80915,2.80915,2.80915,0.00000000,0.0
1663074000,2022-09-13 13:00:00,SNX/EUR,2.80955,2.80955,2.80915,2.80915,32.12706236,90.24973722859399
1663070400,2022-09-13 12:00:00,SNX/EUR,2.90069,2.90069,2.77127,2.77699,654.58512321,1817.776341302938
1663066800,2022-09-13 11:00:00,SNX/EUR,2.89209,2.89209,2.89209,2.89209,0.00000000,0.0
1663063200,2022-09-13 10:00:00,SNX/EUR,2.89269,2.89269,2.89209,2.89209,28.26800000,81.75360012
1663059600,2022-09-13 09:00:00,SNX/EUR,2.94111,2.94111,2.94111,2.94111,0.00000000,0.0
1663056000,2022-09-13 08:00:00,SNX/EUR,2.94067,2.94111,2.94067,2.94111,17.63900000,51.87823929
1663052400,2022-09-13 07:00:00,SNX/EUR,2.93153,2.93153,2.93153,2.93153,16.46249000,48.26028330969999
1663048800,2022-09-13 06:00:00,SNX/EUR,2.90957,2.90957,2.90812,2.90812,100.00000000,290.81199999999995
1663045200,2022-09-13 05:00:00,SNX/EUR,2.86737,2.86737,2.86737,2.86737,0.00000000,0.0
1663041600,2022-09-13 04:00:00,SNX/EUR,2.86737,2.86737,2.86737,2.86737,0.00000000,0.0
1663038000,2022-09-13 03:00:00,SNX/EUR,2.86737,2.86737,2.86737,2.86737,0.00000000,0.0
1663034400,2022-09-13 02:00:00,SNX/EUR,2.85559,2.86737,2.85236,2.86737,664.10474688,1904.2340280613057
1663030800,2022-09-13 01:00:00,SNX/EUR,2.85377,2.85519,2.85377,2.85519,39.78088338,113.58198041774219
1663027200,2022-09-13 00:00:00,SNX/EUR,2.85457,2.88655,2.85153,2.87815,1355.74842680,3902.0473345944206
1663023600,2022-09-12 23:00:00,SNX/EUR,2.91884,2.91884,2.91884,2.91884,0.00000000,0.0
1663020000,2022-09-12 22:00:00,SNX/EUR,2.91884,2.91884,2.91884,2.91884,63.17192875,184.38875251265
1663016400,2022-09-12 21:00:00,SNX/EUR,2.93998,2.93998,2.93998,2.93998,0.00000000,0.0
1663012800,2022-09-12 20:00:00,SNX/EUR,2.93998,2.93998,2.93998,2.93998,90.31930333,265.53694540413335
1663009200,2022-09-12 19:00:00,SNX/EUR,2.93825,2.93825,2.93788,2.93788,137.00000000,402.48956
1663005600,2022-09-12 18:00:00,SNX/EUR,2.90618,2.90618,2.90618,2.90618,0.00000000,0.0
1663002000,2022-09-12 17:00:00,SNX/EUR,2.90618,2.90618,2.90618,2.90618,0.00000000,0.0
1662998400,2022-09-12 16:00:00,SNX/EUR,2.91027,2.91408,2.85986,2.90618,7415.67157679,21551.27642303556
1662994800,2022-09-12 15:00:00,SNX/EUR,2.96051,2.96051,2.90994,2.90994,1900.91641594,5531.552715400444
1662991200,2022-09-12 14:00:00,SNX/EUR,2.97850,2.97986,2.96051,2.96051,1170.11518168,3464.137696515457
1662987600,2022-09-12 13:00:00,SNX/EUR,2.96616,2.96616,2.96616,2.96616,46.24772000,137.1781371552
1662984000,2022-09-12 12:00:00,SNX/EUR,2.98260,2.98260,2.96743,2.96743,1431.01535478,4246.437894234815
1662980400,2022-09-12 11:00:00,SNX/EUR,2.97990,2.98756,2.96402,2.96402,429.46724833,1272.9495133950868
1662976800,2022-09-12 10:00:00,SNX/EUR,2.95936,2.97539,2.95789,2.97539,969.69758848,2885.228507787507
1662973200,2022-09-12 09:00:00,SNX/EUR,2.91010,2.91010,2.91010,2.91010,0.00000000,0.0
1662969600,2022-09-12 08:00:00,SNX/EUR,2.91010,2.91010,2.91010,2.91010,0.00000000,0.0
1662966000,2022-09-12 07:00:00,SNX/EUR,2.90879,2.91010,2.90664,2.91010,127.90965855,372.229897346355
1662962400,2022-09-12 06:00:00,SNX/EUR,2.92011,2.92356,2.92011,2.92335,939.56032641,2746.6636802106736
1662958800,2022-09-12 05:00:00,SNX/EUR,2.92149,2.92149,2.92149,2.92149,0.00000000,0.0
1662955200,2022-09-12 04:00:00,SNX/EUR,2.91435,2.92149,2.91290,2.92149,348.20413233,1017.2748905607716
1662951600,2022-09-12 03:00:00,SNX/EUR,2.98536,2.98536,2.98536,2.98536,0.00000000,0.0
1662948000,2022-09-12 02:00:00,SNX/EUR,2.98536,2.98536,2.98536,2.98536,66.26471918,197.8240420512048
1662944400,2022-09-12 01:00:00,SNX/EUR,2.89657,2.89657,2.89657,2.89657,68.49516000,198.4010256012
1662940800,2022-09-12 00:00:00,SNX/EUR,2.92035,2.92035,2.89585,2.89585,135.96700465,393.7400504157025
1662937200,2022-09-11 23:00:00,SNX/EUR,2.90472,2.90472,2.90472,2.90472,68.20488000,198.11607903360002
1662933600,2022-09-11 22:00:00,SNX/EUR,2.91999,2.92197,2.91342,2.91599,590.62928299,1722.26908290601
1662930000,2022-09-11 21:00:00,SNX/EUR,2.87949,2.87949,2.87264,2.87264,38.70558405,111.187208965392
1662926400,2022-09-11 20:00:00,SNX/EUR,2.94731,2.94731,2.94703,2.94703,19.37448935,57.0972013491305
1662922800,2022-09-11 19:00:00,SNX/EUR,2.96561,2.96561,2.96561,2.96561,0.00000000,0.0
1662919200,2022-09-11 18:00:00,SNX/EUR,2.96561,2.96561,2.96561,2.96561,0.00000000,0.0
1662915600,2022-09-11 17:00:00,SNX/EUR,2.96561,2.96561,2.96561,2.96561,0.00000000,0.0
1662912000,2022-09-11 16:00:00,SNX/EUR,2.96561,2.96561,2.96561,2.96561,0.00000000,0.0
1662908400,2022-09-11 15:00:00,SNX/EUR,2.96561,2.96561,2.96561,2.96561,0.00000000,0.0
1662904800,2022-09-11 14:00:00,SNX/EUR,2.96561,2.96561,2.96561,2.96561,0.00000000,0.0
1662901200,2022-09-11 13:00:00,SNX/EUR,2.96473,2.96561,2.96473,2.96561,581.68318930,1725.0454830199728
1662897600,2022-09-11 12:00:00,SNX/EUR,2.97774,2.97774,2.97774,2.97774,0.00000000,0.0
1662894000,2022-09-11 11:00:00,SNX/EUR,2.98345,2.98345,2.97635,2.97774,334.37353067,995.6774372172857
1662890400,2022-09-11 10:00:00,SNX/EUR,2.98575,2.98735,2.98575,2.98735,46.29435206,138.297432626441
1662886800,2022-09-11 09:00:00,SNX/EUR,2.99066,2.99066,2.99066,2.99066,12.10073710,36.189190415486
1662883200,2022-09-11 08:00:00,SNX/EUR,3.01417,3.01417,3.01115,3.01291,149.19286285,449.50466840939356
1662879600,2022-09-11 07:00:00,SNX/EUR,2.97920,2.97920,2.97920,2.97920,37.51524543,111.765419185056
1662876000,2022-09-11 06:00:00,SNX/EUR,2.98744,2.98744,2.95472,2.95564,3646.29030515,10777.121477513547
1662872400,2022-09-11 05:00:00,SNX/EUR,3.00544,3.00544,3.00544,3.00544,0.00000000,0.0
1662868800,2022-09-11 04:00:00,SNX/EUR,3.00544,3.00544,3.00544,3.00544,0.00000000,0.0
1662865200,2022-09-11 03:00:00,SNX/EUR,3.00544,3.00544,3.00544,3.00544,0.00000000,0.0
1662861600,2022-09-11 02:00:00,SNX/EUR,3.00544,3.00544,3.00544,3.00544,0.00000000,0.0
1662858000,2022-09-11 01:00:00,SNX/EUR,3.00400,3.00544,3.00400,3.00544,86.19576676,259.0562052511744
1662854400,2022-09-11 00:00:00,SNX/EUR,3.02220,3.02220,3.02220,3.02220,0.00000000,0.0
1662850800,2022-09-10 23:00:00,SNX/EUR,3.02220,3.02220,3.02220,3.02220,0.00000000,0.0
1662847200,2022-09-10 22:00:00,SNX/EUR,3.01363,3.02440,3.00918,3.02220,158.21964714,478.171417586508
1662843600,2022-09-10 21:00:00,SNX/EUR,3.02150,3.02150,3.02150,3.02150,88.63999787,267.825753564205
1662840000,2022-09-10 20:00:00,SNX/EUR,2.97000,2.97000,2.97000,2.97000,0.00000000,0.0
1662836400,2022-09-10 19:00:00,SNX/EUR,2.97000,2.97000,2.97000,2.97000,7.16730000,21.286881
1662832800,2022-09-10 18:00:00,SNX/EUR,2.96000,2.96000,2.96000,2.96000,0.00000000,0.0
1662829200,2022-09-10 17:00:00,SNX/EUR,2.92000,2.96000,2.92000,2.96000,28.76720000,85.15091199999999
1662825600,2022-09-10 16:00:00,SNX/EUR,2.95234,2.95234,2.92780,2.92780,65.38243204,191.426684526712
1662822000,2022-09-10 15:00:00,SNX/EUR,2.96648,2.96648,2.96648,2.96648,13.49493646,40.032459109860795
1662818400,2022-09-10 14:00:00,SNX/EUR,2.94800,2.97519,2.94800,2.97519,2736.44605923,8141.446950960504
1662814800,2022-09-10 13:00:00,SNX/EUR,2.98802,2.98802,2.94232,2.94325,755.61820988,2223.97329622931
1662811200,2022-09-10 12:00:00,SNX/EUR,3.01834,3.01834,3.01778,3.01778,181.00827827,546.2431619976406
1662807600,2022-09-10 11:00:00,SNX/EUR,3.02335,3.02335,3.02335,3.02335,0.00000000,0.0
1662804000,2022-09-10 10:00:00,SNX/EUR,3.01104,3.02335,3.01104,3.02335,352.95296275,1067.1003399302126
1662800400,2022-09-10 09:00:00,SNX/EUR,3.05809,3.06297,3.03037,3.03364,773.56288824,2346.711320280394
1662796800,2022-09-10 08:00:00,SNX/EUR,3.00679,3.00679,3.00679,3.00679,16.60026560,49.913512603424
1662793200,2022-09-10 07:00:00,SNX/EUR,3.11329,3.11329,2.98584,2.98584,2131.97709419,6365.74248691627
1662789600,2022-09-10 06:00:00,SNX/EUR,3.01889,3.12234,3.01889,3.12234,457.07964278,1427.158051837705
1662786000,2022-09-10 05:00:00,SNX/EUR,3.00907,3.00907,3.00907,3.00907,0.00000000,0.0
1662782400,2022-09-10 04:00:00,SNX/EUR,3.00907,3.00907,3.00907,3.00907,0.00000000,0.0
1662778800,2022-09-10 03:00:00,SNX/EUR,3.00907,3.00907,3.00907,3.00907,0.00000000,0.0
1662775200,2022-09-10 02:00:00,SNX/EUR,3.00907,3.00907,3.00907,3.00907,0.00000000,0.0
1662771600,2022-09-10 01:00:00,SNX/EUR,3.00907,3.00907,3.00907,3.00907,55.30164000,166.4065058748
1662768000,2022-09-10 00:00:00,SNX/EUR,3.01075,3.01075,3.01075,3.01075,0.00000000,0.0
1662764400,2022-09-09 23:00:00,SNX/EUR,2.98951,3.01075,2.98951,3.01075,165.86887424,499.38971311807995
1662760800,2022-09-09 22:00:00,SNX/EUR,2.99747,2.99747,2.99747,2.99747,0.00000000,0.0
1662757200,2022-09-09 21:00:00,SNX/EUR,2.99747,2.99747,2.99747,2.99747,48.34330430,144.907604340121
1662753600,2022-09-09 20:00:00,SNX/EUR,3.00229,3.00379,3.00229,3.00379,664.50849295,1996.0439660382806
1662750000,2022-09-09 19:00:00,SNX/EUR,2.98863,2.98962,2.98737,2.98947,479.21892154,1432.6105893761837
1662746400,2022-09-09 18:00:00,SNX/EUR,2.98334,2.99236,2.98250,2.99236,628.74279345,1881.4247854080422
1662742800,2022-09-09 17:00:00,SNX/EUR,3.00106,3.00106,2.96438,2.96438,905.19368608,2683.3380591418304
1662739200,2022-09-09 16:00:00,SNX/EUR,2.98067,3.00555,2.98067,3.00181,79.96763131,240.0476353426711
1662735600,2022-09-09 15:00:00,SNX/EUR,3.03013,3.03013,3.03013,3.03013,0.00000000,0.0
1662732000,2022-09-09 14:00:00,SNX/EUR,3.05041,3.05041,3.02876,3.03013,144.60175014,438.1621011517183
1662728400,2022-09-09 13:00:00,SNX/EUR,3.03367,3.03585,3.03058,3.03124,1116.11056313,3383.198983382181
1662724800,2022-09-09 12:00:00,SNX/EUR,3.01547,3.08081,3.01547,3.05852,1424.41048136,4356.587945449187
1662721200,2022-09-09 11:00:00,SNX/EUR,3.01894,3.01894,2.99651,2.99691,182.31331805,546.3766059972255
1662717600,2022-09-09 10:00:00,SNX/EUR,2.98960,3.01918,2.98960,3.01918,279.04201794,842.4780797240892
1662714000,2022-09-09 09:00:00,SNX/EUR,2.97849,2.97849,2.97785,2.97785,71.21991174,212.082214174959
1662710400,2022-09-09 08:00:00,SNX/EUR,2.98165,3.00000,2.98139,3.00000,366.25313926,1098.7594177800001
1662706800,2022-09-09 07:00:00,SNX/EUR,2.99719,2.99719,2.99719,2.99719,54.65986531,163.82600170847888
1662703200,2022-09-09 06:00:00,SNX/EUR,3.01572,3.01572,3.00000,3.00000,347.71204560,1043.1361368
1662699600,2022-09-09 05:00:00,SNX/EUR,3.00552,3.03464,3.00552,3.01572,357.85106622,1079.1786174209783
1662696000,2022-09-09 04:00:00,SNX/EUR,3.01917,3.01917,3.01917,3.01917,334.05814643,1008.5783339570631
1662692400,2022-09-09 03:00:00,SNX/EUR,2.95349,2.95349,2.95349,2.95349,0.00000000,0.0
1662688800,2022-09-09 02:00:00,SNX/EUR,2.95349,2.95349,2.95349,2.95349,0.00000000,0.0
1662685200,2022-09-09 01:00:00,SNX/EUR,2.95349,2.95349,2.95349,2.95349,0.00000000,0.0
