https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HAPI,Volume USDT
1659052800,2022-07-29 00:00:00,HAPI/USDT,10.1239,10.3628,9.8921,9.8921,18736.7405,190201.28710598
1658966400,2022-07-28 00:00:00,HAPI/USDT,10.1904,10.2269,9.9493,10.203,20123.7975,203554.78573621
1658880000,2022-07-27 00:00:00,HAPI/USDT,9.5534,10.4579,9.41,10.1669,23336.4679,231939.07119336
1658793600,2022-07-26 00:00:00,HAPI/USDT,10.1568,10.1779,9.2191,9.5951,27177.3422,261231.94144606
1658707200,2022-07-25 00:00:00,HAPI/USDT,10.7951,10.8905,10.0871,10.0978,24940.619,260691.65082991
1658620800,2022-07-24 00:00:00,HAPI/USDT,10.5658,11.0662,10.5151,10.8819,23856.6983,257024.79447375
1658534400,2022-07-23 00:00:00,HAPI/USDT,10.7884,11.0396,10.515,10.643,24075.1757,258280.81034359
1658448000,2022-07-22 00:00:00,HAPI/USDT,10.8747,11.4499,10.364,10.7661,22826.1083,252126.47754715
1658361600,2022-07-21 00:00:00,HAPI/USDT,10.7715,11.45,10.2973,10.9088,24522.9112,260141.7002467
1658275200,2022-07-20 00:00:00,HAPI/USDT,10.7288,11.4368,10.4,10.8202,20271.02829405,221362.657191018809
1658188800,2022-07-19 00:00:00,HAPI/USDT,10.9326,11.1,10.5503,10.7357,23888.27557894,259175.73474124362
1658102400,2022-07-18 00:00:00,HAPI/USDT,10.4362,11.0721,10.27,10.9863,24216.80212709,258427.472862972031
1658016000,2022-07-17 00:00:00,HAPI/USDT,10.4672,10.65,10.2244,10.3601,24936.30066205,260888.908471125854
1657929600,2022-07-16 00:00:00,HAPI/USDT,9.5133,10.5305,9.3318,10.5166,26192.42186111,258261.551187598376
1657843200,2022-07-15 00:00:00,HAPI/USDT,9.8148,9.9748,9.3533,9.5881,17507.2174435,168873.644611337877
1657756800,2022-07-14 00:00:00,HAPI/USDT,9.2397,9.8339,9.2,9.8148,22083.12518586,207833.220452381608
1657670400,2022-07-13 00:00:00,HAPI/USDT,9.1113,9.4111,8.6862,9.2139,24078.13197533,217582.189536138027
1657584000,2022-07-12 00:00:00,HAPI/USDT,9.7409,9.8387,9.08,9.1139,22503.06424731,212895.484237451227
1657497600,2022-07-11 00:00:00,HAPI/USDT,10.3047,10.5766,9.7063,9.8192,3547.8685338,35586.533128758027
1657411200,2022-07-10 00:00:00,HAPI/USDT,10.6067,10.6726,10.1002,10.379,1590.73922404,16310.139609845335
1657324800,2022-07-09 00:00:00,HAPI/USDT,9.6453,10.6558,9.6309,10.6558,2238.46209305,22890.096134614925
1657238400,2022-07-08 00:00:00,HAPI/USDT,9.6902,9.8895,9.3861,9.6405,1068.0223207,10349.156043421599
1657152000,2022-07-07 00:00:00,HAPI/USDT,9.362,10,8.9034,9.7083,3657.25387433,34592.701216920819
1657065600,2022-07-06 00:00:00,HAPI/USDT,9.0841,9.8,8.7491,9.362,4329.06988618,39849.700749291535
1656979200,2022-07-05 00:00:00,HAPI/USDT,8.8853,9.288,8.4105,9.079,2051.72948384,18119.271430991348
1656892800,2022-07-04 00:00:00,HAPI/USDT,8.6128,9.2237,8.4615,8.8247,1074.13230222,9377.810681893053
1656806400,2022-07-03 00:00:00,HAPI/USDT,8.2981,8.9203,8.12,8.6128,2188.32566759,18435.847559281616
1656720000,2022-07-02 00:00:00,HAPI/USDT,8.4223,8.7194,8.265,8.3404,1818.79601739,15225.988510591385
1656633600,2022-07-01 00:00:00,HAPI/USDT,8.612,9.19,8.3759,8.4767,4993.50028024,42947.424027525518
1656547200,2022-06-30 00:00:00,HAPI/USDT,8.9117,8.9857,8.3759,8.6085,4079.66751227,35052.283193487009
1656460800,2022-06-29 00:00:00,HAPI/USDT,9.9749,10.2346,8.5977,8.8829,11346.3563258,103637.73195166279
1656374400,2022-06-28 00:00:00,HAPI/USDT,8.4406,12,8.309,9.975,41182.00564156,426943.614585785166
1656288000,2022-06-27 00:00:00,HAPI/USDT,8.3802,8.5,7.8686,8.5,5022.22754306,41232.998382125826
1656201600,2022-06-26 00:00:00,HAPI/USDT,7.95,8.7474,7.6914,8.3802,3951.04077891,32637.76788361824
1656115200,2022-06-25 00:00:00,HAPI/USDT,7.8701,8.2003,7.6479,7.9353,2371.24328844,18788.029436046288
1656028800,2022-06-24 00:00:00,HAPI/USDT,7.3864,7.8701,7.1499,7.8401,3514.22912012,26071.045377952086
1655942400,2022-06-23 00:00:00,HAPI/USDT,6.6076,7.4524,6.5945,7.3864,3595.99734576,25082.676627202495
1655856000,2022-06-22 00:00:00,HAPI/USDT,6.6557,6.9625,6.3994,6.6544,3034.35391528,20178.495968868015
1655769600,2022-06-21 00:00:00,HAPI/USDT,6.5237,6.8983,6.3255,6.702,2917.76122741,19184.500703000743
1655683200,2022-06-20 00:00:00,HAPI/USDT,6.4718,6.6214,6.2517,6.5472,2285.48044491,14829.840451838575
1655596800,2022-06-19 00:00:00,HAPI/USDT,6.1067,6.7128,5.8156,6.5331,4609.15356409,28684.839340105268
1655510400,2022-06-18 00:00:00,HAPI/USDT,6.8001,7.2098,5.7773,6.1067,7257.59602553,47208.473002965368
1655424000,2022-06-17 00:00:00,HAPI/USDT,6.3363,6.9054,6.2274,6.8,2502.93605148,16464.944571197727
1655337600,2022-06-16 00:00:00,HAPI/USDT,7.0341,7.4452,6.1482,6.3461,11021.55845056,73649.575692578393
1655251200,2022-06-15 00:00:00,HAPI/USDT,6.6543,7.5,5.8107,6.9593,9634.62315722,62931.069551717031
1655164800,2022-06-14 00:00:00,HAPI/USDT,6.2788,7.9999,5.8201,6.6543,8009.24134015,52350.549454388402
1655078400,2022-06-13 00:00:00,HAPI/USDT,6.9,6.9001,5.6175,6.2788,9486.9433916,58520.554308789225
1654992000,2022-06-12 00:00:00,HAPI/USDT,7.2505,7.3861,6.9,6.9,2552.19345095,18022.555682553691
1654905600,2022-06-11 00:00:00,HAPI/USDT,7.8857,8.0544,7.1423,7.2505,2240.11196031,16740.210997837262
1654819200,2022-06-10 00:00:00,HAPI/USDT,8.2105,8.2981,7.6482,7.8857,5240.80915054,41861.729276438558
1654732800,2022-06-09 00:00:00,HAPI/USDT,8.0183,8.4152,7.6673,8.2105,3557.09258528,28940.257204474063
1654646400,2022-06-08 00:00:00,HAPI/USDT,7.8202,8.1086,7.6361,8.0261,3973.76161325,31269.155442266535
1654560000,2022-06-07 00:00:00,HAPI/USDT,6.9826,8.6188,6.8729,7.7781,18076.44303162,141267.373988994141
1654473600,2022-06-06 00:00:00,HAPI/USDT,6.9443,7.5999,6.9353,7.0196,4737.28008022,34397.762795230423
1654387200,2022-06-05 00:00:00,HAPI/USDT,7.0945,7.098,6.925,6.9315,1991.58356596,14036.279700818218
1654300800,2022-06-04 00:00:00,HAPI/USDT,7.0394,7.098,6.9283,7.0966,3229.92040882,22848.687942202033
1654214400,2022-06-03 00:00:00,HAPI/USDT,7.0402,7.2998,6.8054,7.0973,6162.10490207,43178.918173193076
1654128000,2022-06-02 00:00:00,HAPI/USDT,6.9527,7.365,6.75,7.0708,28843.78946715,201545.404765306322
1654041600,2022-06-01 00:00:00,HAPI/USDT,7.11,7.4552,6.699,6.9342,21826.97082798,152776.666116506159
1653955200,2022-05-31 00:00:00,HAPI/USDT,7.3723,7.3989,7.1,7.1612,34260.2810831,247594.834905788721
1653868800,2022-05-30 00:00:00,HAPI/USDT,7.709,7.8095,7.2114,7.3284,10219.67051556,77528.084949808897
1653782400,2022-05-29 00:00:00,HAPI/USDT,7.4266,7.7254,7.2914,7.7135,20827.90246434,156594.300523015766
1653696000,2022-05-28 00:00:00,HAPI/USDT,7.4399,7.9943,7.3061,7.4767,18227.92080446,138910.582404051312
1653609600,2022-05-27 00:00:00,HAPI/USDT,7.9199,7.9713,7.2547,7.4008,19821.74362097,149677.55741047711
1653523200,2022-05-26 00:00:00,HAPI/USDT,8.22,8.23,7.7317,7.8134,10902.85825601,86544.903787135783
1653436800,2022-05-25 00:00:00,HAPI/USDT,7.9612,8.3604,7.7395,8.17,4484.74527474,35994.986764091093
1653350400,2022-05-24 00:00:00,HAPI/USDT,8.0076,8.9,7.734,7.9132,23047.02392745,184453.892096601576
1653264000,2022-05-23 00:00:00,HAPI/USDT,7.8912,8.5884,7.84,8.0123,24950.85703328,202524.652926925145
1653177600,2022-05-22 00:00:00,HAPI/USDT,7.6998,8.3405,7.53,7.9314,23550.78184145,185313.933826183885
1653091200,2022-05-21 00:00:00,HAPI/USDT,7.7492,7.9946,7.4701,7.6974,17476.36134805,135423.730386839654
1653004800,2022-05-20 00:00:00,HAPI/USDT,7.627,8.0976,7.3747,7.794,23913.71098943,185204.988605286069
1652918400,2022-05-19 00:00:00,HAPI/USDT,8.03,8.45,7.5027,7.683,25661.62219434,200422.653487372184
1652832000,2022-05-18 00:00:00,HAPI/USDT,8.3997,8.85,7.6403,8.03,6233.96133078,49994.339759667902
1652745600,2022-05-17 00:00:00,HAPI/USDT,8.2047,8.676,7.8078,8.3785,4983.60903796,41051.59573584205
1652659200,2022-05-16 00:00:00,HAPI/USDT,8.6811,8.77,8.0221,8.205,5200.37627493,43713.745602802612
1652572800,2022-05-15 00:00:00,HAPI/USDT,8.3224,8.8147,8.1857,8.6815,3053.50726775,25863.090644000251
1652486400,2022-05-14 00:00:00,HAPI/USDT,8.0682,8.35,7.8001,8.3082,3755.86240735,30258.853488316232
1652400000,2022-05-13 00:00:00,HAPI/USDT,7.79,9.7025,7.7519,8.0814,7134.59262979,61520.89848351888
1652313600,2022-05-12 00:00:00,HAPI/USDT,7.7415,8.5598,7.0671,7.7859,43098.70682007,326084.92147750288
1652227200,2022-05-11 00:00:00,HAPI/USDT,10.5445,10.9115,6.9131,7.7827,70989.35281891,645930.707678179146
1652140800,2022-05-10 00:00:00,HAPI/USDT,11.6378,12.4965,9.9014,10.6189,75864.38736377,893241.097855086721
1652054400,2022-05-09 00:00:00,HAPI/USDT,13.6537,13.8465,11.1149,11.6378,72122.63324001,914506.064591273262
1651968000,2022-05-08 00:00:00,HAPI/USDT,13.6776,14.1975,13.3224,13.7306,66560.54311596,908952.311672537427
1651881600,2022-05-07 00:00:00,HAPI/USDT,13.5926,14.6972,13.296,13.725,70893.33182436,972896.017397850026
1651795200,2022-05-06 00:00:00,HAPI/USDT,14.8513,14.9665,13.4768,13.594,65369.04872899,910702.795669393806
1651708800,2022-05-05 00:00:00,HAPI/USDT,15.8186,16.2281,14.2503,14.9194,62579.62651906,952377.598226067492
1651622400,2022-05-04 00:00:00,HAPI/USDT,13.3675,18.9,12.9633,15.9164,89488.09483714,1336545.052863856216
1651536000,2022-05-03 00:00:00,HAPI/USDT,13.5068,13.9986,13.1156,13.4281,62481.70862522,839346.147707552572
1651449600,2022-05-02 00:00:00,HAPI/USDT,14.6136,15.0809,13.2153,13.5559,62199.55055839,875348.94967751032
1651363200,2022-05-01 00:00:00,HAPI/USDT,15.1259,16.0198,14.3526,14.6465,63478.37736215,956491.302696344728
1651276800,2022-04-30 00:00:00,HAPI/USDT,15.2811,15.8581,15.1163,15.1935,62015.65709106,951922.404748445134
1651190400,2022-04-29 00:00:00,HAPI/USDT,15.583,15.8592,15.2464,15.3528,52198.8650042,812547.201995465265
1651104000,2022-04-28 00:00:00,HAPI/USDT,15.7205,16.75,15.2624,15.544,50609.15689118,791118.556950487134
1651017600,2022-04-27 00:00:00,HAPI/USDT,15.8973,16.2497,15.5174,15.7776,46950.37828151,743681.88128202516
1650931200,2022-04-26 00:00:00,HAPI/USDT,16.2419,17.152,15.6281,15.89,53379.96276126,869991.217011297959
1650844800,2022-04-25 00:00:00,HAPI/USDT,17.7325,17.8243,15.5224,16.3087,53719.77025267,875654.658209025612
1650758400,2022-04-24 00:00:00,HAPI/USDT,16.9397,18.418,16.8527,17.8056,48663.68847355,838877.339972816688
1650672000,2022-04-23 00:00:00,HAPI/USDT,17.1249,18.6152,16.8518,17.0105,29250.31527008,508098.860810600599
1650585600,2022-04-22 00:00:00,HAPI/USDT,16.6818,18.2078,16.5732,17.23,28317.59207845,492084.442491305762
1650499200,2022-04-21 00:00:00,HAPI/USDT,16.1339,19.3803,15.8601,16.7438,32153.3709395,533931.813056147598
1650412800,2022-04-20 00:00:00,HAPI/USDT,16.0985,16.17,15.4417,16.1015,28565.65455498,455692.464867921037
1650326400,2022-04-19 00:00:00,HAPI/USDT,15.2543,16.2198,15.1603,16.0949,28583.65054226,453220.620670584221
1650240000,2022-04-18 00:00:00,HAPI/USDT,15.4344,16.0507,14.8162,15.3324,29122.15712876,451195.347880142481
1650153600,2022-04-17 00:00:00,HAPI/USDT,16.9224,17.1462,15.408,15.5369,28295.83850223,467951.508239920479
1650067200,2022-04-16 00:00:00,HAPI/USDT,17.2196,17.566,16.5998,16.9806,27237.67617373,464759.896723543415
1649980800,2022-04-15 00:00:00,HAPI/USDT,15.1782,18.9561,15.1255,17.284,34507.9966536,571070.10337862394
1649894400,2022-04-14 00:00:00,HAPI/USDT,15.7651,15.9,15.0603,15.2109,40053.88270525,617181.081499946633
1649808000,2022-04-13 00:00:00,HAPI/USDT,15.7667,15.9259,15.0725,15.7651,3378.05462397,52744.164219845512
1649721600,2022-04-12 00:00:00,HAPI/USDT,15.1262,15.8414,14.9378,15.6659,3639.6582195,56301.082419449075
1649635200,2022-04-11 00:00:00,HAPI/USDT,16.0323,16.1458,14.75,15.2444,3469.62251757,53907.443283609339
1649548800,2022-04-10 00:00:00,HAPI/USDT,16.0759,16.8939,16.0066,16.0323,2889.72682954,47436.103935560634
1649462400,2022-04-09 00:00:00,HAPI/USDT,16.0691,16.7173,15.4611,16.1279,3515.20574822,56385.337615287265
1649376000,2022-04-08 00:00:00,HAPI/USDT,16.0139,17.5213,15.2682,16.064,2954.66604915,47347.751747365912
1649289600,2022-04-07 00:00:00,HAPI/USDT,15.7769,16.5394,15.1,15.9773,18954.09584356,298410.819210178079
1649203200,2022-04-06 00:00:00,HAPI/USDT,17.3124,17.4223,15.5511,15.7747,35567.78720943,592169.426018694332
1649116800,2022-04-05 00:00:00,HAPI/USDT,17.939,18.2595,17.2224,17.3776,27698.65829709,492269.860157057553
1649030400,2022-04-04 00:00:00,HAPI/USDT,18.72,19.388,17.3718,17.9888,10266.083744,183508.037033441361
1648944000,2022-04-03 00:00:00,HAPI/USDT,18.6351,20.1324,18.2661,18.724,2064.63532464,39574.266583537749
1648857600,2022-04-02 00:00:00,HAPI/USDT,17.992,19.1876,17.6045,18.6462,3078.00585189,56516.869106530787
1648771200,2022-04-01 00:00:00,HAPI/USDT,17.5701,18.3922,17.2608,17.9462,3173.13450883,56506.379373044391
1648684800,2022-03-31 00:00:00,HAPI/USDT,18.1462,19.0243,17.5415,17.5701,2045.77810021,37072.905114859295
1648598400,2022-03-30 00:00:00,HAPI/USDT,17.6034,18.6202,17.3648,18.0104,3707.74001654,66475.833645351461
1648512000,2022-03-29 00:00:00,HAPI/USDT,19.0812,19.3849,17.3649,17.6034,8464.69527566,155321.467058383492
1648425600,2022-03-28 00:00:00,HAPI/USDT,21.2359,21.8876,18.7157,18.9824,10147.67108145,204133.608687683831
1648339200,2022-03-27 00:00:00,HAPI/USDT,15.9311,28,15.931,21.109,31652.73210795,640753.471915479941
1648252800,2022-03-26 00:00:00,HAPI/USDT,15.4474,17.16,15.1985,15.931,3532.15667357,56482.91315939011
1648166400,2022-03-25 00:00:00,HAPI/USDT,15.4509,15.6989,14.8805,15.45,2325.56746756,35236.751089514179
1648080000,2022-03-24 00:00:00,HAPI/USDT,14.8054,15.5559,14.5823,15.4509,3506.90896573,53044.33438599697
1647993600,2022-03-23 00:00:00,HAPI/USDT,16.6536,17.1055,14.0001,14.9276,13516.20166636,204359.061697781856
1647907200,2022-03-22 00:00:00,HAPI/USDT,16.6149,17.1859,16.3,16.539,1318.00780145,22020.582466544695
1647820800,2022-03-21 00:00:00,HAPI/USDT,17.3837,17.7818,16.2684,16.5,1192.78697328,19972.290164414901
1647734400,2022-03-20 00:00:00,HAPI/USDT,17.5749,18.0235,16.3341,17.3836,1314.32072482,22439.978352709108
1647648000,2022-03-19 00:00:00,HAPI/USDT,17.3839,18.5,17.3839,17.6907,1523.11279984,27410.663055352481
1647561600,2022-03-18 00:00:00,HAPI/USDT,17.4598,17.8548,16.8,17.4323,1125.20165941,19495.983213153219
1647475200,2022-03-17 00:00:00,HAPI/USDT,16.5252,18.2619,16.3103,17.4324,1389.15176478,23953.457062602376
1647388800,2022-03-16 00:00:00,HAPI/USDT,16.3088,17.5,16.0176,16.5252,1829.41088229,30346.180472440752
1647302400,2022-03-15 00:00:00,HAPI/USDT,16.3544,16.8088,15.3331,16.3088,2334.27293797,37792.383564354599
1647216000,2022-03-14 00:00:00,HAPI/USDT,16.3095,16.6841,15.8135,16.3544,606.29354489,9838.552217256281
1647129600,2022-03-13 00:00:00,HAPI/USDT,17.3448,17.8613,15.666,16.3095,1358.90328277,22858.773306684371
1647043200,2022-03-12 00:00:00,HAPI/USDT,17.5749,17.9994,17.2538,17.3448,1416.3289457,24665.366258080659
1646956800,2022-03-11 00:00:00,HAPI/USDT,16.8267,18.2264,15.9525,17.5749,2080.41182201,35012.083370862112
1646870400,2022-03-10 00:00:00,HAPI/USDT,18.3247,19.3397,16.8127,16.8522,2569.76612899,46327.322156507555
1646784000,2022-03-09 00:00:00,HAPI/USDT,17.0617,19.3988,16.8266,18.3247,2681.61059245,48636.614013768473
1646697600,2022-03-08 00:00:00,HAPI/USDT,16,17.6368,15.0501,17.0617,4661.44575965,75590.034246103585
1646611200,2022-03-07 00:00:00,HAPI/USDT,17.6231,17.9239,14.89,16,3226.23131552,53391.901537584008
1646524800,2022-03-06 00:00:00,HAPI/USDT,18.96,20.2238,17.5502,17.6231,3391.73246633,64010.060453723211
1646438400,2022-03-05 00:00:00,HAPI/USDT,19.2,19.5386,18.35,19,2219.33326238,41791.33378937661
1646352000,2022-03-04 00:00:00,HAPI/USDT,21.2359,21.326,19,19.2,2171.68233559,43758.022691898667
1646265600,2022-03-03 00:00:00,HAPI/USDT,21.9603,22.1999,20.6156,21.2359,1582.33521434,33719.682453850629
1646179200,2022-03-02 00:00:00,HAPI/USDT,22.2554,22.6501,21.0767,21.9664,2286.17480456,49777.715144001979
1646092800,2022-03-01 00:00:00,HAPI/USDT,22.0523,24.4513,21.7156,22.3128,2056.48870824,45941.193712935784
1646006400,2022-02-28 00:00:00,HAPI/USDT,21.8372,22.0522,20.3846,21.8634,2493.31582314,53335.61211551756
1645920000,2022-02-27 00:00:00,HAPI/USDT,22.8352,24.344,20.1666,21.8372,5570.29032415,122000.010625119986
1645833600,2022-02-26 00:00:00,HAPI/USDT,22.8967,23.9149,22.499,23.0618,672.84087946,15534.620149151266
1645747200,2022-02-25 00:00:00,HAPI/USDT,22.6019,24.0725,22.3623,23.063,1618.7117777,37379.28186035447
1645660800,2022-02-24 00:00:00,HAPI/USDT,27.4284,27.4679,19.2463,22.6867,11379.46593285,247187.049960192676
1645574400,2022-02-23 00:00:00,HAPI/USDT,28.4637,30.1,27.0409,27.3507,3831.6645952,109237.233588258477
1645488000,2022-02-22 00:00:00,HAPI/USDT,25.8416,28.4379,24.468,28.371,2155.45535001,56132.895938228326
1645401600,2022-02-21 00:00:00,HAPI/USDT,25.7466,26.8909,25.4595,25.8416,1365.44135519,35553.37877344005
1645315200,2022-02-20 00:00:00,HAPI/USDT,27.3,27.3475,25.1546,25.8469,1886.54465988,48829.268050632111
1645228800,2022-02-19 00:00:00,HAPI/USDT,27.3032,27.9,26.0647,27.1512,1294.70723819,34906.833492407325
1645142400,2022-02-18 00:00:00,HAPI/USDT,28.3917,29.6208,27.0002,27.4561,1333.66473995,37521.988840651924
1645056000,2022-02-17 00:00:00,HAPI/USDT,28.0382,29.6098,27.4001,28.2062,3324.91900535,95711.677077382886
1644969600,2022-02-16 00:00:00,HAPI/USDT,27.5208,28.97,26.7907,28.0382,1484.83634018,40893.82389238836
1644883200,2022-02-15 00:00:00,HAPI/USDT,26.583,27.9638,25.9863,27.5,1406.07751584,38014.681996356116
1644796800,2022-02-14 00:00:00,HAPI/USDT,26.3143,26.9999,25.3011,26.6772,1127.35026827,29452.835147550935
1644710400,2022-02-13 00:00:00,HAPI/USDT,26.3036,27,25.5189,26.26,881.94737387,23194.886993881798
1644624000,2022-02-12 00:00:00,HAPI/USDT,26.4862,26.9999,26,26.3036,725.34167677,19174.402567877316
1644537600,2022-02-11 00:00:00,HAPI/USDT,28.6694,30.9688,26.114,26.6936,2328.99233648,65788.170666438212
1644451200,2022-02-10 00:00:00,HAPI/USDT,30.6541,30.9999,28.5643,28.5643,2367.48437199,70684.376394047609
1644364800,2022-02-09 00:00:00,HAPI/USDT,30.7648,35.98,29.4394,30.8603,9283.63034934,298770.898868778325
1644278400,2022-02-08 00:00:00,HAPI/USDT,28.2116,30.7648,27.7293,30.7648,4050.11042894,116524.308151688738
1644192000,2022-02-07 00:00:00,HAPI/USDT,27.3172,28.9543,27.25,28.149,3035.47285855,84709.438314957445
1644105600,2022-02-06 00:00:00,HAPI/USDT,28.5122,28.7096,27.1798,27.4141,1364.63666021,37805.563323432209
1644019200,2022-02-05 00:00:00,HAPI/USDT,27.4113,29.7692,26.6235,28.5122,1991.15536561,55422.210226096447
1643932800,2022-02-04 00:00:00,HAPI/USDT,25.5324,29.5,25.1169,27.4017,2296.35178772,60282.886678873263
1643846400,2022-02-03 00:00:00,HAPI/USDT,25.1677,25.9879,24.832,25.4154,1185.93254112,30128.744613627721
1643760000,2022-02-02 00:00:00,HAPI/USDT,25.304,26.5923,24.5,25.3902,1470.5737706,37178.433586642072
