https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NFTB,Volume USDT
1644105600,2022-02-06 00:00:00,NFTB/USDT,0.1426,0.165,0.1389,0.1436,816003.5518634,120246.792635250556
1644019200,2022-02-05 00:00:00,NFTB/USDT,0.1395,0.165,0.1387,0.1418,615263.01677621,90743.165620873237
1643932800,2022-02-04 00:00:00,NFTB/USDT,0.1303,0.1425,0.1285,0.1401,354955.39090739,48379.771766866575
1643846400,2022-02-03 00:00:00,NFTB/USDT,0.1305,0.1335,0.1251,0.1302,288869.36339459,37186.621682706476
1643760000,2022-02-02 00:00:00,NFTB/USDT,0.1355,0.1426,0.1275,0.1304,492657.64155866,66562.343146367817
1643673600,2022-02-01 00:00:00,NFTB/USDT,0.1362,0.1441,0.1298,0.1355,785596.24510011,106879.325774725701
1643587200,2022-01-31 00:00:00,NFTB/USDT,0.1376,0.1454,0.1312,0.1362,795749.05356421,109486.949044873033
1643500800,2022-01-30 00:00:00,NFTB/USDT,0.1542,0.1568,0.1366,0.1377,877378.02890722,127440.148794502806
1643414400,2022-01-29 00:00:00,NFTB/USDT,0.1345,0.178,0.1345,0.1543,3681942.31838004,582733.059225612807
1643328000,2022-01-28 00:00:00,NFTB/USDT,0.139,0.1396,0.1294,0.1345,241259.53207514,32250.654974612883
1643241600,2022-01-27 00:00:00,NFTB/USDT,0.1388,0.1406,0.1295,0.139,280934.07099823,37568.950095825984
1643155200,2022-01-26 00:00:00,NFTB/USDT,0.129,0.1532,0.1283,0.1387,1054136.64717447,147620.651503032873
1643068800,2022-01-25 00:00:00,NFTB/USDT,0.1242,0.1311,0.1209,0.1286,389799.42395753,49011.487368872022
1642982400,2022-01-24 00:00:00,NFTB/USDT,0.1392,0.1394,0.1081,0.1242,898502.58263145,110485.212496485908
1642896000,2022-01-23 00:00:00,NFTB/USDT,0.1379,0.1459,0.1352,0.1392,457288.67594048,64334.12779469549
1642809600,2022-01-22 00:00:00,NFTB/USDT,0.1538,0.1559,0.1348,0.1385,928341.00711233,132317.563351128214
1642723200,2022-01-21 00:00:00,NFTB/USDT,0.1753,0.177,0.15,0.1538,938356.08242417,153272.431229325879
1642636800,2022-01-20 00:00:00,NFTB/USDT,0.1824,0.1964,0.1749,0.1759,657293.02851495,123409.805111272969
1642550400,2022-01-19 00:00:00,NFTB/USDT,0.1942,0.201,0.175,0.1822,663135.92876865,122758.585358984544
1642464000,2022-01-18 00:00:00,NFTB/USDT,0.2032,0.2039,0.1912,0.1945,425701.46175966,84276.934455080276
1642377600,2022-01-17 00:00:00,NFTB/USDT,0.2187,0.2205,0.2,0.2023,572487.12366836,118585.215268127801
1642291200,2022-01-16 00:00:00,NFTB/USDT,0.2302,0.234,0.2016,0.2197,807475.88163215,177239.683861022201
1642204800,2022-01-15 00:00:00,NFTB/USDT,0.2315,0.235,0.2282,0.2302,283224.81590463,65562.191483684983
1642118400,2022-01-14 00:00:00,NFTB/USDT,0.2394,0.2407,0.2301,0.2316,509777.31668897,120055.696496984895
1642032000,2022-01-13 00:00:00,NFTB/USDT,0.2414,0.2602,0.2308,0.2402,1479011.7985156,361811.467036754718
1641945600,2022-01-12 00:00:00,NFTB/USDT,0.2212,0.2456,0.219,0.2414,610555.18306669,142067.135447168417
1641859200,2022-01-11 00:00:00,NFTB/USDT,0.2111,0.2233,0.2098,0.2207,447374.03231451,97542.047800674341
1641772800,2022-01-10 00:00:00,NFTB/USDT,0.226,0.2298,0.201,0.2118,1016078.09085791,219068.091959789391
1641686400,2022-01-09 00:00:00,NFTB/USDT,0.2144,0.2294,0.2123,0.226,392627.47427835,86017.182460602571
1641600000,2022-01-08 00:00:00,NFTB/USDT,0.2205,0.2296,0.2067,0.2144,620728.78982896,135699.794153006827
1641513600,2022-01-07 00:00:00,NFTB/USDT,0.2169,0.2335,0.2008,0.2205,1171294.10616532,250067.030576518619
1641427200,2022-01-06 00:00:00,NFTB/USDT,0.2196,0.224,0.207,0.2162,780524.85914172,167094.314592591681
1641340800,2022-01-05 00:00:00,NFTB/USDT,0.2459,0.2518,0.2169,0.2206,1068932.1711071,250953.941698405053
1641254400,2022-01-04 00:00:00,NFTB/USDT,0.2448,0.2633,0.2397,0.2451,812049.26384438,203329.060407726043
1641168000,2022-01-03 00:00:00,NFTB/USDT,0.2609,0.2617,0.243,0.2447,388476.74121488,98475.455445796091
1641081600,2022-01-02 00:00:00,NFTB/USDT,0.2734,0.2735,0.2571,0.261,593878.48885814,156025.699186697417
1640995200,2022-01-01 00:00:00,NFTB/USDT,0.2487,0.2735,0.2476,0.2721,490415.23637523,126731.946581347018
1640908800,2021-12-31 00:00:00,NFTB/USDT,0.2404,0.2596,0.2363,0.2487,788165.3974318,194663.897599065389
1640822400,2021-12-30 00:00:00,NFTB/USDT,0.2532,0.2622,0.2363,0.2415,923549.98682547,230748.247096684403
1640736000,2021-12-29 00:00:00,NFTB/USDT,0.273,0.2785,0.25,0.2524,750169.18836836,195223.162826965422
1640649600,2021-12-28 00:00:00,NFTB/USDT,0.2914,0.2922,0.2668,0.2732,745772.07341464,208848.340258729593
