https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATA,Volume USDT
1659571200,2022-08-04 00:00:00,ATA/USDT,0.211,0.219,0.2069,0.2186,96655.1259,20627.59966946
1659484800,2022-08-03 00:00:00,ATA/USDT,0.2077,0.2189,0.1992,0.211,206801.31564841,43821.335449848113
1659398400,2022-08-02 00:00:00,ATA/USDT,0.2198,0.223,0.2009,0.2078,319917.5813,67270.63746394
1659312000,2022-08-01 00:00:00,ATA/USDT,0.2083,0.2222,0.2065,0.2198,439503.876,93763.67479309
1659225600,2022-07-31 00:00:00,ATA/USDT,0.2153,0.241,0.2059,0.2079,992430.86263737,222029.985294010115
1659139200,2022-07-30 00:00:00,ATA/USDT,0.1987,0.2347,0.195,0.216,1040244.9189,225931.10237094
1659052800,2022-07-29 00:00:00,ATA/USDT,0.214,0.2182,0.1788,0.1982,989292.7355,196456.83815402
1658966400,2022-07-28 00:00:00,ATA/USDT,0.1716,0.222,0.1693,0.2136,2236829.9761,458872.73324378
1658880000,2022-07-27 00:00:00,ATA/USDT,0.1625,0.1725,0.1603,0.1718,90554.8151,15146.80595183
1658793600,2022-07-26 00:00:00,ATA/USDT,0.163,0.1634,0.1573,0.1622,91901.7404,14756.18910767
1658707200,2022-07-25 00:00:00,ATA/USDT,0.1768,0.1768,0.1632,0.1632,125941.4417,21443.65029087
1658620800,2022-07-24 00:00:00,ATA/USDT,0.1868,0.189,0.1758,0.1776,122602.5969,22217.70781476
1658534400,2022-07-23 00:00:00,ATA/USDT,0.1777,0.198,0.1766,0.1857,529894.8254,100172.9296055
1658448000,2022-07-22 00:00:00,ATA/USDT,0.1716,0.1874,0.1708,0.1771,391101.3338,70463.98551444
1658361600,2022-07-21 00:00:00,ATA/USDT,0.1698,0.1743,0.1625,0.1724,159696.0077,27108.07915072
1658275200,2022-07-20 00:00:00,ATA/USDT,0.1857,0.1905,0.1667,0.1688,137241.74117765,24101.11364427544
1658188800,2022-07-19 00:00:00,ATA/USDT,0.1813,0.1887,0.177,0.1846,311811.97232406,56685.843724558765
1658102400,2022-07-18 00:00:00,ATA/USDT,0.1644,0.1834,0.1644,0.1815,213814.86492548,38013.360741770759
1658016000,2022-07-17 00:00:00,ATA/USDT,0.1647,0.1768,0.16,0.1644,674312.19321549,114234.396222753015
1657929600,2022-07-16 00:00:00,ATA/USDT,0.1623,0.1686,0.157,0.1647,104087.39334176,17081.327868145609
1657843200,2022-07-15 00:00:00,ATA/USDT,0.1619,0.1662,0.1583,0.1621,183280.97478435,29834.789122382613
1657756800,2022-07-14 00:00:00,ATA/USDT,0.1558,0.1634,0.1503,0.1624,234655.56878562,37077.334019690428
1657670400,2022-07-13 00:00:00,ATA/USDT,0.1508,0.1575,0.141,0.1558,185437.34863346,27594.968712870931
1657584000,2022-07-12 00:00:00,ATA/USDT,0.1554,0.1598,0.151,0.151,94892.51697558,14843.771771746592
1657497600,2022-07-11 00:00:00,ATA/USDT,0.1676,0.1686,0.154,0.1558,133324.74129364,21744.202648924855
1657411200,2022-07-10 00:00:00,ATA/USDT,0.1814,0.1847,0.1658,0.1682,222389.71181353,38117.559555185447
1657324800,2022-07-09 00:00:00,ATA/USDT,0.176,0.1838,0.1734,0.1812,144462.13152714,25919.265670023683
1657238400,2022-07-08 00:00:00,ATA/USDT,0.1762,0.1935,0.1751,0.1751,462650.64385754,85490.248142278098
1657152000,2022-07-07 00:00:00,ATA/USDT,0.1715,0.1798,0.1697,0.1769,121806.89209138,21228.902195848942
1657065600,2022-07-06 00:00:00,ATA/USDT,0.1693,0.1742,0.164,0.1715,152954.6630422,25915.958004744788
1656979200,2022-07-05 00:00:00,ATA/USDT,0.1672,0.18,0.161,0.1687,436485.23435548,73394.623955013055
1656892800,2022-07-04 00:00:00,ATA/USDT,0.1634,0.1682,0.1587,0.1669,153032.78874233,25111.394205863443
1656806400,2022-07-03 00:00:00,ATA/USDT,0.1626,0.1642,0.1568,0.1632,140140.62941959,22541.612720367191
1656720000,2022-07-02 00:00:00,ATA/USDT,0.1617,0.169,0.1582,0.1632,279301.65744499,45400.009598651876
1656633600,2022-07-01 00:00:00,ATA/USDT,0.1673,0.1728,0.1585,0.1615,338808.1487419,54920.122151704644
1656547200,2022-06-30 00:00:00,ATA/USDT,0.1719,0.1733,0.1525,0.1676,256976.33614268,41498.930557360311
1656460800,2022-06-29 00:00:00,ATA/USDT,0.1758,0.1802,0.1673,0.172,393534.28829967,67958.894822031071
1656374400,2022-06-28 00:00:00,ATA/USDT,0.1923,0.1963,0.1726,0.176,880623.69392009,163873.393499396601
1656288000,2022-06-27 00:00:00,ATA/USDT,0.1821,0.1984,0.1816,0.1923,891649.67515517,170321.737805059698
1656201600,2022-06-26 00:00:00,ATA/USDT,0.2014,0.2092,0.1792,0.182,987201.24318096,193255.543157075937
1656115200,2022-06-25 00:00:00,ATA/USDT,0.2086,0.2167,0.1938,0.2014,1680744.64677295,346038.8526750362
1656028800,2022-06-24 00:00:00,ATA/USDT,0.2049,0.2127,0.198,0.2084,1149208.29498097,237898.331891994178
1655942400,2022-06-23 00:00:00,ATA/USDT,0.1836,0.2238,0.1826,0.2041,1174208.94501066,243494.619207389295
1655856000,2022-06-22 00:00:00,ATA/USDT,0.193,0.1934,0.181,0.1837,832802.74174929,155841.237757373247
1655769600,2022-06-21 00:00:00,ATA/USDT,0.1974,0.215,0.1892,0.1931,1376545.20661132,275697.246168194608
1655683200,2022-06-20 00:00:00,ATA/USDT,0.1724,0.2224,0.166,0.1967,2711499.64268673,556166.480164728484
1655596800,2022-06-19 00:00:00,ATA/USDT,0.1549,0.1811,0.1465,0.1722,752938.20887664,127300.472222040318
1655510400,2022-06-18 00:00:00,ATA/USDT,0.1725,0.1768,0.1437,0.1553,357352.08484474,56692.655170590298
1655424000,2022-06-17 00:00:00,ATA/USDT,0.1729,0.191,0.1711,0.173,785920.55305575,141449.62847665395
1655337600,2022-06-16 00:00:00,ATA/USDT,0.1981,0.2136,0.1711,0.1729,1422575.71204277,276561.38293624472
1655251200,2022-06-15 00:00:00,ATA/USDT,0.1778,0.2121,0.1535,0.1981,3380299.77746721,624163.192005477046
1655164800,2022-06-14 00:00:00,ATA/USDT,0.1552,0.195,0.143,0.1779,3978265.19589632,692939.338470777649
1655078400,2022-06-13 00:00:00,ATA/USDT,0.1614,0.187,0.129,0.1555,4033670.98962601,613924.444168901613
1654992000,2022-06-12 00:00:00,ATA/USDT,0.1614,0.2046,0.1447,0.1598,1798298.35077488,319859.48036937122
1654905600,2022-06-11 00:00:00,ATA/USDT,0.1892,0.1995,0.1593,0.1605,494388.30301337,89020.697622590677
1654819200,2022-06-10 00:00:00,ATA/USDT,0.2016,0.2164,0.1804,0.1883,962167.97941711,187249.697571514355
1654732800,2022-06-09 00:00:00,ATA/USDT,0.2287,0.234,0.195,0.2024,2533515.34951736,523671.394128007135
1654646400,2022-06-08 00:00:00,ATA/USDT,0.1652,0.2861,0.163,0.2286,8432853.3835732,1849564.906202316775
1654560000,2022-06-07 00:00:00,ATA/USDT,0.1563,0.1808,0.1454,0.1657,1126159.89883162,183337.977049775592
1654473600,2022-06-06 00:00:00,ATA/USDT,0.1517,0.1639,0.1508,0.1565,204509.45489869,32243.374947955899
1654387200,2022-06-05 00:00:00,ATA/USDT,0.1524,0.1562,0.15,0.1519,41347.10671139,6327.812782727285
1654300800,2022-06-04 00:00:00,ATA/USDT,0.1534,0.1573,0.1493,0.1526,52169.66696354,7948.631563382078
1654214400,2022-06-03 00:00:00,ATA/USDT,0.1623,0.1632,0.1479,0.1524,229253.49673222,35036.409094205583
1654128000,2022-06-02 00:00:00,ATA/USDT,0.1563,0.1766,0.151,0.1627,341103.61094294,54548.081372141522
1654041600,2022-06-01 00:00:00,ATA/USDT,0.1817,0.1854,0.1533,0.1573,513239.75213902,88632.45478558625
1653955200,2022-05-31 00:00:00,ATA/USDT,0.177,0.1901,0.1638,0.1826,757917.59068551,136056.657061437581
1653868800,2022-05-30 00:00:00,ATA/USDT,0.1592,0.1789,0.1592,0.1755,364937.32383346,62525.552725652116
1653782400,2022-05-29 00:00:00,ATA/USDT,0.1483,0.1649,0.1438,0.1616,321765.01059423,50613.377934460651
1653696000,2022-05-28 00:00:00,ATA/USDT,0.1436,0.15,0.1401,0.15,40996.32368008,5966.874218433591
1653609600,2022-05-27 00:00:00,ATA/USDT,0.1456,0.1492,0.1367,0.1412,235333.10441917,33570.430044303167
1653523200,2022-05-26 00:00:00,ATA/USDT,0.1629,0.1673,0.1436,0.1456,206559.56132112,32220.025685001651
1653436800,2022-05-25 00:00:00,ATA/USDT,0.1823,0.1841,0.1598,0.1627,194483.77895662,32722.934530758032
1653350400,2022-05-24 00:00:00,ATA/USDT,0.1537,0.2261,0.1537,0.1829,2190137.56574108,414601.514216036908
1653264000,2022-05-23 00:00:00,ATA/USDT,0.161,0.1674,0.1476,0.1504,248229.02915259,38615.046614086533
1653177600,2022-05-22 00:00:00,ATA/USDT,0.1595,0.1899,0.1576,0.1613,597987.85594394,102679.18959515305
1653091200,2022-05-21 00:00:00,ATA/USDT,0.1477,0.162,0.145,0.1593,59935.97553357,9246.585170635663
1653004800,2022-05-20 00:00:00,ATA/USDT,0.1592,0.161,0.1431,0.1485,52125.80914425,7863.686942428238
1652918400,2022-05-19 00:00:00,ATA/USDT,0.1444,0.1592,0.1423,0.1592,89331.88207308,13515.350867473801
1652832000,2022-05-18 00:00:00,ATA/USDT,0.1669,0.1706,0.143,0.1445,217335.62360029,34714.95177559441
1652745600,2022-05-17 00:00:00,ATA/USDT,0.157,0.1678,0.1527,0.1658,51237.09405395,8301.643391646124
1652659200,2022-05-16 00:00:00,ATA/USDT,0.1653,0.1653,0.1469,0.1527,76920.04198516,11816.703342584686
1652572800,2022-05-15 00:00:00,ATA/USDT,0.1571,0.1672,0.1505,0.1663,91474.24324493,14588.849957140395
1652486400,2022-05-14 00:00:00,ATA/USDT,0.1492,0.1593,0.1386,0.1593,266271.27165343,40155.414147688874
1652400000,2022-05-13 00:00:00,ATA/USDT,0.1377,0.1681,0.1376,0.1494,470078.65230335,73506.991280374235
1652313600,2022-05-12 00:00:00,ATA/USDT,0.1516,0.1592,0.1258,0.1394,468549.50481337,65934.504806366346
1652227200,2022-05-11 00:00:00,ATA/USDT,0.233,0.2409,0.1429,0.15,712748.78859985,131539.720658525285
1652140800,2022-05-10 00:00:00,ATA/USDT,0.2174,0.2574,0.2107,0.2325,384923.81547148,91103.231884710832
1652054400,2022-05-09 00:00:00,ATA/USDT,0.2681,0.276,0.2165,0.2171,233618.22104914,56509.060380624961
1651968000,2022-05-08 00:00:00,ATA/USDT,0.2694,0.2764,0.2614,0.2665,88033.45878953,23652.574006393182
1651881600,2022-05-07 00:00:00,ATA/USDT,0.2808,0.2825,0.2603,0.2704,45489.94249891,12405.76963662654
1651795200,2022-05-06 00:00:00,ATA/USDT,0.284,0.2877,0.2692,0.2814,132010.7845282,36768.81743526696
1651708800,2022-05-05 00:00:00,ATA/USDT,0.3103,0.3195,0.2718,0.2822,161461.30373242,47617.066084287589
1651622400,2022-05-04 00:00:00,ATA/USDT,0.277,0.3107,0.2767,0.3101,121261.67318836,35893.359737484353
1651536000,2022-05-03 00:00:00,ATA/USDT,0.2815,0.2918,0.2701,0.2779,63761.71857865,18063.291962863333
1651449600,2022-05-02 00:00:00,ATA/USDT,0.2922,0.296,0.2703,0.2824,75937.07454165,21483.310747360131
1651363200,2022-05-01 00:00:00,ATA/USDT,0.2799,0.2994,0.2713,0.2931,68083.73173831,19357.187764631424
1651276800,2022-04-30 00:00:00,ATA/USDT,0.3233,0.3257,0.2689,0.2785,146253.49569654,43684.872881271714
1651190400,2022-04-29 00:00:00,ATA/USDT,0.3485,0.3549,0.3172,0.3221,140420.67408628,47355.949648257334
1651104000,2022-04-28 00:00:00,ATA/USDT,0.3371,0.36,0.3327,0.3485,175421.55752357,60379.641880637141
1651017600,2022-04-27 00:00:00,ATA/USDT,0.3233,0.3404,0.3209,0.3369,19985.41415327,6696.859460946804
1650931200,2022-04-26 00:00:00,ATA/USDT,0.3532,0.3581,0.32,0.3245,48481.69644894,16228.792138024172
1650844800,2022-04-25 00:00:00,ATA/USDT,0.3547,0.3785,0.329,0.3524,92076.83940213,31909.322753343608
1650758400,2022-04-24 00:00:00,ATA/USDT,0.3617,0.3719,0.3522,0.3549,59660.27254585,21535.336991410915
1650672000,2022-04-23 00:00:00,ATA/USDT,0.3653,0.372,0.3567,0.3605,72160.32487254,26304.923622872058
1650585600,2022-04-22 00:00:00,ATA/USDT,0.3624,0.3749,0.3617,0.3653,30948.17548936,11360.682966900241
1650499200,2022-04-21 00:00:00,ATA/USDT,0.3885,0.4028,0.3559,0.3633,111798.8438034,43273.143051962134
1650412800,2022-04-20 00:00:00,ATA/USDT,0.3831,0.3965,0.3735,0.3887,152368.00981774,58603.884544555957
1650326400,2022-04-19 00:00:00,ATA/USDT,0.3656,0.3844,0.3637,0.3833,81626.83627201,30526.627893247559
1650240000,2022-04-18 00:00:00,ATA/USDT,0.3581,0.3653,0.3386,0.3651,103451.0188134,36186.042051424678
1650153600,2022-04-17 00:00:00,ATA/USDT,0.3785,0.3846,0.3583,0.3583,51001.25483706,19170.037035042308
1650067200,2022-04-16 00:00:00,ATA/USDT,0.384,0.3879,0.3715,0.3797,48666.29994163,18490.227572714513
1649980800,2022-04-15 00:00:00,ATA/USDT,0.3766,0.3883,0.3741,0.3833,47972.91479003,18364.592011613222
1649894400,2022-04-14 00:00:00,ATA/USDT,0.3845,0.3958,0.3665,0.3761,33854.09376714,12886.734691260093
1649808000,2022-04-13 00:00:00,ATA/USDT,0.3749,0.386,0.3627,0.385,79876.43241636,30099.812408565172
1649721600,2022-04-12 00:00:00,ATA/USDT,0.3605,0.3845,0.3578,0.3744,134744.8194659,50157.611000857945
1649635200,2022-04-11 00:00:00,ATA/USDT,0.4105,0.414,0.3549,0.3593,238498.37936363,90948.507770227897
1649548800,2022-04-10 00:00:00,ATA/USDT,0.4241,0.434,0.4103,0.4105,102311.87184453,42956.826462044971
1649462400,2022-04-09 00:00:00,ATA/USDT,0.4019,0.4296,0.4019,0.4254,205438.35410914,85454.34737638305
1649376000,2022-04-08 00:00:00,ATA/USDT,0.4258,0.4396,0.3989,0.4006,263975.98576973,111720.950187077065
1649289600,2022-04-07 00:00:00,ATA/USDT,0.4045,0.469,0.3998,0.4253,628426.85429444,265265.089846968234
1649203200,2022-04-06 00:00:00,ATA/USDT,0.4764,0.4764,0.4041,0.4041,255263.53224747,111651.921709384768
1649116800,2022-04-05 00:00:00,ATA/USDT,0.4955,0.5056,0.4769,0.4779,72710.1850314,35756.777378132653
1649030400,2022-04-04 00:00:00,ATA/USDT,0.5201,0.522,0.4627,0.4955,146730.54410133,72134.596584460721
1648944000,2022-04-03 00:00:00,ATA/USDT,0.4973,0.5281,0.4879,0.5219,89406.40040035,45768.082075182699
1648857600,2022-04-02 00:00:00,ATA/USDT,0.5177,0.5401,0.4961,0.4961,178592.63708362,93388.036564189986
1648771200,2022-04-01 00:00:00,ATA/USDT,0.4934,0.5401,0.4626,0.52,504570.4231844,259084.649886169302
1648684800,2022-03-31 00:00:00,ATA/USDT,0.4846,0.5201,0.4708,0.4929,759220.12831908,381271.17101519311
1648598400,2022-03-30 00:00:00,ATA/USDT,0.4809,0.495,0.4573,0.483,313107.21219813,150692.815291300487
1648512000,2022-03-29 00:00:00,ATA/USDT,0.4382,0.5063,0.4382,0.4816,552049.85764579,266229.199269376056
1648425600,2022-03-28 00:00:00,ATA/USDT,0.4495,0.4926,0.4243,0.4384,468591.11060243,218261.985396112277
1648339200,2022-03-27 00:00:00,ATA/USDT,0.4306,0.4495,0.4252,0.4495,251157.12828728,110196.541895683155
1648252800,2022-03-26 00:00:00,ATA/USDT,0.412,0.4321,0.41,0.4308,162707.62045627,68845.809277484635
1648166400,2022-03-25 00:00:00,ATA/USDT,0.4242,0.4463,0.4039,0.4125,791613.78248361,339149.812155656468
1648080000,2022-03-24 00:00:00,ATA/USDT,0.424,0.4328,0.4127,0.4249,127114.61086577,53774.491837435064
1647993600,2022-03-23 00:00:00,ATA/USDT,0.4049,0.4352,0.3994,0.4235,209546.53169204,87977.338284665931
1647907200,2022-03-22 00:00:00,ATA/USDT,0.3905,0.4279,0.3895,0.403,117837.2632924,48153.769132869355
1647820800,2022-03-21 00:00:00,ATA/USDT,0.3882,0.3988,0.3719,0.39,115645.69940459,44753.692446909965
1647734400,2022-03-20 00:00:00,ATA/USDT,0.39,0.4007,0.379,0.3876,174528.61210268,67572.435422124712
1647648000,2022-03-19 00:00:00,ATA/USDT,0.3792,0.4147,0.3767,0.3893,161389.16439398,64284.662917491135
1647561600,2022-03-18 00:00:00,ATA/USDT,0.3636,0.3816,0.3564,0.3816,57681.8615114,21075.77333923248
1647475200,2022-03-17 00:00:00,ATA/USDT,0.3752,0.3774,0.3596,0.3646,128719.24008652,47496.985752781195
1647388800,2022-03-16 00:00:00,ATA/USDT,0.3479,0.3751,0.3438,0.3751,191611.48844762,68225.52790756721
1647302400,2022-03-15 00:00:00,ATA/USDT,0.3358,0.3925,0.3266,0.3476,471453.49166319,166637.7996702561
1647216000,2022-03-14 00:00:00,ATA/USDT,0.3371,0.339,0.3234,0.3357,74642.56208204,24631.502658516044
1647129600,2022-03-13 00:00:00,ATA/USDT,0.3368,0.3564,0.33,0.3371,110560.77837493,37919.563112247387
1647043200,2022-03-12 00:00:00,ATA/USDT,0.3366,0.352,0.3359,0.3369,63342.23413602,21803.055043630099
1646956800,2022-03-11 00:00:00,ATA/USDT,0.3424,0.3551,0.3325,0.3379,278202.52841114,96464.646531577011
1646870400,2022-03-10 00:00:00,ATA/USDT,0.3688,0.371,0.3325,0.3445,126773.82103714,43342.51553427855
1646784000,2022-03-09 00:00:00,ATA/USDT,0.356,0.38,0.34,0.3689,451797.63377776,167396.134509509965
1646697600,2022-03-08 00:00:00,ATA/USDT,0.345,0.375,0.3437,0.3561,312523.1589978,110297.737736937759
1646611200,2022-03-07 00:00:00,ATA/USDT,0.3436,0.3646,0.331,0.3452,148476.97057025,52425.26548831456
1646524800,2022-03-06 00:00:00,ATA/USDT,0.3653,0.3701,0.3419,0.3434,44724.07696882,15840.019837172438
1646438400,2022-03-05 00:00:00,ATA/USDT,0.3551,0.3671,0.344,0.3671,44954.0103091,16042.50757505
1646352000,2022-03-04 00:00:00,ATA/USDT,0.3949,0.3949,0.3516,0.3562,127326.50637393,47765.858956242775
1646265600,2022-03-03 00:00:00,ATA/USDT,0.4125,0.4175,0.3849,0.3949,75622.97139901,30187.820184562582
1646179200,2022-03-02 00:00:00,ATA/USDT,0.4061,0.445,0.3964,0.4115,449851.72638274,187423.863678552933
1646092800,2022-03-01 00:00:00,ATA/USDT,0.401,0.4137,0.3955,0.4061,115260.43867962,46595.27469939621
1646006400,2022-02-28 00:00:00,ATA/USDT,0.3485,0.4009,0.3419,0.4009,60342.80201111,22092.425141443699
1645920000,2022-02-27 00:00:00,ATA/USDT,0.3685,0.378,0.3416,0.3505,123026.22486519,44393.385775742104
1645833600,2022-02-26 00:00:00,ATA/USDT,0.3864,0.3981,0.3669,0.3701,99828.09706997,38419.654389286961
1645747200,2022-02-25 00:00:00,ATA/USDT,0.3633,0.3927,0.3527,0.3854,224016.68088709,83200.148186109057
1645660800,2022-02-24 00:00:00,ATA/USDT,0.3645,0.3699,0.3127,0.3635,206909.4454174,70594.657487998875
1645574400,2022-02-23 00:00:00,ATA/USDT,0.3774,0.3969,0.3644,0.3644,72666.02637531,27909.776556049814
1645488000,2022-02-22 00:00:00,ATA/USDT,0.3544,0.3801,0.34,0.3791,64369.18558164,23492.144265156509
1645401600,2022-02-21 00:00:00,ATA/USDT,0.3801,0.4061,0.3518,0.3527,124299.51151917,47130.820408473561
1645315200,2022-02-20 00:00:00,ATA/USDT,0.4194,0.4194,0.3738,0.3809,140229.9433527,54507.712081615367
1645228800,2022-02-19 00:00:00,ATA/USDT,0.4127,0.432,0.3992,0.4213,88327.81799598,36871.774692515137
1645142400,2022-02-18 00:00:00,ATA/USDT,0.4171,0.4361,0.4044,0.4137,135776.70359088,56460.754646120592
1645056000,2022-02-17 00:00:00,ATA/USDT,0.4564,0.4649,0.412,0.4183,154901.49531298,68269.674849769326
1644969600,2022-02-16 00:00:00,ATA/USDT,0.4602,0.4713,0.4381,0.4543,165750.58848104,75663.856713035839
1644883200,2022-02-15 00:00:00,ATA/USDT,0.4323,0.4642,0.4309,0.4624,184779.31366475,82856.706030017895
1644796800,2022-02-14 00:00:00,ATA/USDT,0.4279,0.4352,0.4055,0.4317,162843.78670213,68074.274935556111
1644710400,2022-02-13 00:00:00,ATA/USDT,0.4267,0.4999,0.426,0.4282,348830.20451169,159950.70748177036
1644624000,2022-02-12 00:00:00,ATA/USDT,0.4638,0.483,0.4233,0.4283,277208.82876843,124515.641717590805
1644537600,2022-02-11 00:00:00,ATA/USDT,0.447,0.6029,0.4325,0.4656,1552754.43766119,810841.050273242089
1644451200,2022-02-10 00:00:00,ATA/USDT,0.4731,0.4809,0.4403,0.4472,147700.47022499,68615.072889554683
1644364800,2022-02-09 00:00:00,ATA/USDT,0.4605,0.4796,0.4436,0.4713,112102.00452623,52691.085198089193
1644278400,2022-02-08 00:00:00,ATA/USDT,0.4638,0.4973,0.4353,0.4601,210913.8914928,97471.052791653935
1644192000,2022-02-07 00:00:00,ATA/USDT,0.4444,0.4708,0.4339,0.4616,75341.61905678,34401.319996524371
1644105600,2022-02-06 00:00:00,ATA/USDT,0.4363,0.4614,0.4287,0.4444,140229.79165058,62710.825487565938
1644019200,2022-02-05 00:00:00,ATA/USDT,0.433,0.4556,0.4221,0.4335,51491.45556284,22634.971912304142
1643932800,2022-02-04 00:00:00,ATA/USDT,0.3977,0.4444,0.3945,0.4327,69776.03352769,29369.908592667164
1643846400,2022-02-03 00:00:00,ATA/USDT,0.3836,0.3975,0.3713,0.3975,43115.41173936,16519.604739977746
1643760000,2022-02-02 00:00:00,ATA/USDT,0.4121,0.4201,0.3826,0.3836,17547.27804581,7084.261672845336
1643673600,2022-02-01 00:00:00,ATA/USDT,0.3995,0.4153,0.3979,0.4121,20388.47321551,8272.427795198876
1643587200,2022-01-31 00:00:00,ATA/USDT,0.4013,0.4013,0.3755,0.3992,22208.41562199,8610.557920731316
