https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CUSDTBEAR,Volume USD
1655769600000.0,2022-06-21 00:00:00,CUSDTBEAR/USD,11305.0,11410.0,11300.0,11310.0,0.0,0.0
1655683200000.0,2022-06-20 00:00:00,CUSDTBEAR/USD,11330.0,11420.0,10410.0,11305.0,1.038618801415303,11741.58555
1655596800000.0,2022-06-19 00:00:00,CUSDTBEAR/USD,11275.0,11330.0,11200.0,11330.0,0.0,0.0
1655510400000.0,2022-06-18 00:00:00,CUSDTBEAR/USD,11200.0,11285.0,11200.0,11275.0,0.0,0.0
1655424000000.0,2022-06-17 00:00:00,CUSDTBEAR/USD,11455.0,11495.0,11200.0,11200.0,0.002322058035714286,26.00705
1655337600000.0,2022-06-16 00:00:00,CUSDTBEAR/USD,11215.0,11455.0,11215.0,11455.0,9e-05,1.03095
1655251200000.0,2022-06-15 00:00:00,CUSDTBEAR/USD,11215.0,11215.0,11215.0,11215.0,0.0,0.0
1655164800000.0,2022-06-14 00:00:00,CUSDTBEAR/USD,11260.0,11275.0,11200.0,11215.0,2e-05,0.2243
1655078400000.0,2022-06-13 00:00:00,CUSDTBEAR/USD,11165.0,11310.0,11165.0,11260.0,0.00042770870337477797,4.816
1654992000000.0,2022-06-12 00:00:00,CUSDTBEAR/USD,11395.0,11395.0,11165.0,11165.0,0.006212512315270936,69.3627
1654905600000.0,2022-06-11 00:00:00,CUSDTBEAR/USD,11445.0,11470.0,11345.0,11395.0,0.002626897762176393,29.9335
1654819200000.0,2022-06-10 00:00:00,CUSDTBEAR/USD,11245.0,11470.0,11185.0,11445.0,0.005314744429882045,60.82725
1654732800000.0,2022-06-09 00:00:00,CUSDTBEAR/USD,11400.0,11400.0,11245.0,11245.0,0.0,0.0
1654646400000.0,2022-06-08 00:00:00,CUSDTBEAR/USD,11300.0,11410.0,11245.0,11400.0,0.0,0.0
1654560000000.0,2022-06-07 00:00:00,CUSDTBEAR/USD,11475.0,11475.0,11245.0,11300.0,0.08022203097345133,906.50895
1654473600000.0,2022-06-06 00:00:00,CUSDTBEAR/USD,11475.0,11475.0,11475.0,11475.0,0.0,0.0
1654387200000.0,2022-06-05 00:00:00,CUSDTBEAR/USD,11645.0,11670.0,11475.0,11475.0,0.0035782875816993466,41.06085
1654300800000.0,2022-06-04 00:00:00,CUSDTBEAR/USD,11620.0,11790.0,11595.0,11645.0,9.003864319450408e-05,1.0485
1654214400000.0,2022-06-03 00:00:00,CUSDTBEAR/USD,11595.0,11790.0,11545.0,11620.0,0.0,0.0
1654128000000.0,2022-06-02 00:00:00,CUSDTBEAR/USD,11560.0,11790.0,11515.0,11595.0,0.0,0.0
1654041600000.0,2022-06-01 00:00:00,CUSDTBEAR/USD,11500.0,11790.0,11460.0,11560.0,0.0,0.0
1653955200000.0,2022-05-31 00:00:00,CUSDTBEAR/USD,11425.0,11780.0,11390.0,11500.0,0.0,0.0
1653868800000.0,2022-05-30 00:00:00,CUSDTBEAR/USD,11385.0,11775.0,11350.0,11425.0,0.0,0.0
1653782400000.0,2022-05-29 00:00:00,CUSDTBEAR/USD,11440.0,11675.0,11355.0,11385.0,0.0,0.0
1653696000000.0,2022-05-28 00:00:00,CUSDTBEAR/USD,11520.0,11770.0,11415.0,11440.0,0.0,0.0
1653609600000.0,2022-05-27 00:00:00,CUSDTBEAR/USD,11585.0,11790.0,11465.0,11520.0,0.0,0.0
1653523200000.0,2022-05-26 00:00:00,CUSDTBEAR/USD,11705.0,11790.0,11540.0,11585.0,0.0,0.0
1653436800000.0,2022-05-25 00:00:00,CUSDTBEAR/USD,11635.0,11790.0,11635.0,11705.0,0.0,0.0
1653350400000.0,2022-05-24 00:00:00,CUSDTBEAR/USD,11605.0,11790.0,11580.0,11635.0,0.0,0.0
1653264000000.0,2022-05-23 00:00:00,CUSDTBEAR/USD,11590.0,11790.0,11530.0,11605.0,0.0,0.0
1653177600000.0,2022-05-22 00:00:00,CUSDTBEAR/USD,11615.0,11790.0,11540.0,11590.0,0.0,0.0
1653091200000.0,2022-05-21 00:00:00,CUSDTBEAR/USD,11790.0,11790.0,11565.0,11615.0,0.0,0.0
1653004800000.0,2022-05-20 00:00:00,CUSDTBEAR/USD,11715.0,11790.0,11615.0,11790.0,0.0,0.0
1652918400000.0,2022-05-19 00:00:00,CUSDTBEAR/USD,11790.0,11790.0,11670.0,11715.0,0.0,0.0
1652832000000.0,2022-05-18 00:00:00,CUSDTBEAR/USD,11790.0,11790.0,11755.0,11790.0,0.0,0.0
1652745600000.0,2022-05-17 00:00:00,CUSDTBEAR/USD,12020.0,12365.0,11790.0,11790.0,0.004,47.16
1652659200000.0,2022-05-16 00:00:00,CUSDTBEAR/USD,12010.0,13110.0,11940.0,12020.0,0.0,0.0
1652572800000.0,2022-05-15 00:00:00,CUSDTBEAR/USD,12145.0,13110.0,11950.0,12010.0,0.0,0.0
1652486400000.0,2022-05-14 00:00:00,CUSDTBEAR/USD,12325.0,13110.0,12055.0,12145.0,0.0,0.0
1652400000000.0,2022-05-13 00:00:00,CUSDTBEAR/USD,12505.0,13110.0,12175.0,12325.0,0.0,0.0
1652313600000.0,2022-05-12 00:00:00,CUSDTBEAR/USD,11990.0,13110.0,11855.0,12505.0,0.004193514594162335,52.4399
1652227200000.0,2022-05-11 00:00:00,CUSDTBEAR/USD,12025.0,12035.0,11855.0,11990.0,0.0,0.0
1652140800000.0,2022-05-10 00:00:00,CUSDTBEAR/USD,12375.0,12375.0,11855.0,12025.0,2.014968814968815e-05,0.2423
1652054400000.0,2022-05-09 00:00:00,CUSDTBEAR/USD,12420.0,12420.0,12375.0,12375.0,0.0,0.0
1651968000000.0,2022-05-08 00:00:00,CUSDTBEAR/USD,12455.0,12465.0,12420.0,12420.0,0.0,0.0
1651881600000.0,2022-05-07 00:00:00,CUSDTBEAR/USD,12465.0,12465.0,12455.0,12455.0,0.0,0.0
