https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MATIC3S,Volume USDT
1663354800,2022-09-16 19:00:00,MATIC3S/USDT,0.015014,0.015024,0.014798,0.014905,844140.2702,12528.4738673383
1663351200,2022-09-16 18:00:00,MATIC3S/USDT,0.015237,0.015575,0.014819,0.015082,892470.8066,13487.9656714018
1663347600,2022-09-16 17:00:00,MATIC3S/USDT,0.015191,0.015651,0.015005,0.015297,2885998.7533,44317.6649212751
1663344000,2022-09-16 16:00:00,MATIC3S/USDT,0.014866,0.0156,0.014866,0.015214,2505871.0644,38247.6363566034
1663340400,2022-09-16 15:00:00,MATIC3S/USDT,0.014944,0.015084,0.0147,0.0148,1045444.529,15548.1648520971
1663336800,2022-09-16 14:00:00,MATIC3S/USDT,0.015242,0.015261,0.014575,0.014944,1536444.4447,22992.4594164715
1663333200,2022-09-16 13:00:00,MATIC3S/USDT,0.014648,0.015307,0.014488,0.015164,1241416.5821,18526.156371874
1663329600,2022-09-16 12:00:00,MATIC3S/USDT,0.014015,0.014659,0.014004,0.014659,828286.3801,11831.9837478152
1663326000,2022-09-16 11:00:00,MATIC3S/USDT,0.014245,0.014383,0.014004,0.014004,491604.3972,6972.4879344633
1663322400,2022-09-16 10:00:00,MATIC3S/USDT,0.014427,0.014548,0.014228,0.014294,492143.9174,7096.7718027072
1663318800,2022-09-16 09:00:00,MATIC3S/USDT,0.0149,0.015,0.014267,0.014427,1410602.6609,20442.5374826097
1663315200,2022-09-16 08:00:00,MATIC3S/USDT,0.014311,0.014999,0.014269,0.0149,2357426.7104,34285.0974556168
1663311600,2022-09-16 07:00:00,MATIC3S/USDT,0.014047,0.014295,0.014,0.014295,527270.0184,7449.2369969911
1663308000,2022-09-16 06:00:00,MATIC3S/USDT,0.014033,0.014154,0.013885,0.014096,488065.7087,6853.1833849343
1663304400,2022-09-16 05:00:00,MATIC3S/USDT,0.014032,0.014035,0.013803,0.014033,329449.0783,4597.3361673959
1663300800,2022-09-16 04:00:00,MATIC3S/USDT,0.013827,0.014032,0.013694,0.014032,888290.4192,12282.0845588708
1663297200,2022-09-16 03:00:00,MATIC3S/USDT,0.01416,0.014354,0.013793,0.013793,1342991.0479,18864.769636011
1663293600,2022-09-16 02:00:00,MATIC3S/USDT,0.013791,0.014354,0.013736,0.014113,470161.1188,6582.7433182289
1663290000,2022-09-16 01:00:00,MATIC3S/USDT,0.01353,0.0139,0.01351,0.013796,859161.1478,11815.9606173949
1663286400,2022-09-16 00:00:00,MATIC3S/USDT,0.013835,0.014388,0.013529,0.01353,2040329.5307,28210.6286058369
1663282800,2022-09-15 23:00:00,MATIC3S/USDT,0.013636,0.014192,0.013636,0.013861,2068354.8455,28644.5353450932
1663279200,2022-09-15 22:00:00,MATIC3S/USDT,0.013364,0.013847,0.013364,0.013587,777687.3787,10638.0882294966
1663275600,2022-09-15 21:00:00,MATIC3S/USDT,0.013186,0.013466,0.013169,0.013354,224976.0402,2991.8940623409
1663272000,2022-09-15 20:00:00,MATIC3S/USDT,0.013241,0.013312,0.013113,0.013123,495844.0322,6550.3194877998
1663268400,2022-09-15 19:00:00,MATIC3S/USDT,0.013443,0.013602,0.013235,0.013328,524344.6096,7056.5635175214
1663264800,2022-09-15 18:00:00,MATIC3S/USDT,0.013399,0.0136,0.013235,0.013519,1256521.1634,16907.8506410159
1663261200,2022-09-15 17:00:00,MATIC3S/USDT,0.013422,0.013579,0.013264,0.013399,1084204.348,14594.6548411119
1663257600,2022-09-15 16:00:00,MATIC3S/USDT,0.013866,0.013957,0.013422,0.013422,1070646.249,14742.2019791678
1663254000,2022-09-15 15:00:00,MATIC3S/USDT,0.013454,0.0142,0.013358,0.013783,5206468.356,72149.9032181201
1663250400,2022-09-15 14:00:00,MATIC3S/USDT,0.0124,0.013755,0.0124,0.013341,2290131.8135,30335.9597909922
1663246800,2022-09-15 13:00:00,MATIC3S/USDT,0.01242,0.01274,0.0124,0.0124,1689911.235,21340.5969709136
1663243200,2022-09-15 12:00:00,MATIC3S/USDT,0.012284,0.012559,0.012177,0.01231,381738.7794,4722.0542695881
1663239600,2022-09-15 11:00:00,MATIC3S/USDT,0.012524,0.012656,0.012293,0.012293,125055.4074,1555.6114987661
1663236000,2022-09-15 10:00:00,MATIC3S/USDT,0.01222,0.012612,0.012187,0.012612,126724.4572,1576.0576980656
1663232400,2022-09-15 09:00:00,MATIC3S/USDT,0.012306,0.012425,0.012198,0.012244,114858.5966,1414.6925149918
1663228800,2022-09-15 08:00:00,MATIC3S/USDT,0.011987,0.012481,0.011938,0.012211,390809.901,4794.4259211558
1663225200,2022-09-15 07:00:00,MATIC3S/USDT,0.012498,0.012697,0.011677,0.011903,1040236.037,12536.688955511
1663221600,2022-09-15 06:00:00,MATIC3S/USDT,0.012851,0.013393,0.01214,0.0125,1960025.8346,25290.7132870897
1663218000,2022-09-15 05:00:00,MATIC3S/USDT,0.013201,0.01325,0.012809,0.012809,428853.964,5582.7000497604
1663214400,2022-09-15 04:00:00,MATIC3S/USDT,0.013181,0.013393,0.013006,0.013201,1219150.4489,16079.1451190646
1663210800,2022-09-15 03:00:00,MATIC3S/USDT,0.012924,0.013299,0.012899,0.013181,850945.2963,11219.4968120872
1663207200,2022-09-15 02:00:00,MATIC3S/USDT,0.012616,0.012952,0.012616,0.012877,411762.7879,5272.2201626343
1663203600,2022-09-15 01:00:00,MATIC3S/USDT,0.012553,0.0128,0.012501,0.012603,804191.3278,10197.6468959337
1663200000,2022-09-15 00:00:00,MATIC3S/USDT,0.012074,0.01261,0.01204,0.012506,928997.042,11478.6610244978
1663196400,2022-09-14 23:00:00,MATIC3S/USDT,0.012183,0.012453,0.01204,0.012074,1044387.5639,12748.608607088
1663192800,2022-09-14 22:00:00,MATIC3S/USDT,0.012407,0.012565,0.012087,0.012298,1037712.1199,12682.7811186496
1663189200,2022-09-14 21:00:00,MATIC3S/USDT,0.012822,0.01291,0.012342,0.012342,1489856.4312,18561.0694335172
1663185600,2022-09-14 20:00:00,MATIC3S/USDT,0.0128,0.01291,0.012763,0.012822,214221.8544,2738.3969912552
1663182000,2022-09-14 19:00:00,MATIC3S/USDT,0.013227,0.01338,0.012802,0.012802,991514.183,12960.004848152
1663178400,2022-09-14 18:00:00,MATIC3S/USDT,0.012862,0.013795,0.012862,0.013194,1475448.9418,19578.3097152705
1663174800,2022-09-14 17:00:00,MATIC3S/USDT,0.012809,0.01287,0.01256,0.012862,296891.4674,3773.2434928032
1663171200,2022-09-14 16:00:00,MATIC3S/USDT,0.012707,0.012967,0.012622,0.012952,1619543.0603,20740.8143126304
1663167600,2022-09-14 15:00:00,MATIC3S/USDT,0.012618,0.012876,0.012506,0.012707,253779.6661,3214.573614247
1663164000,2022-09-14 14:00:00,MATIC3S/USDT,0.012637,0.012932,0.012584,0.012726,290261.2315,3717.2010466521
1663160400,2022-09-14 13:00:00,MATIC3S/USDT,0.012679,0.013057,0.0125,0.012647,952637.1303,12159.0821605177
1663156800,2022-09-14 12:00:00,MATIC3S/USDT,0.012899,0.013249,0.012311,0.012544,1319798.1479,17023.6271751646
1663153200,2022-09-14 11:00:00,MATIC3S/USDT,0.012522,0.013065,0.012512,0.012899,508683.9648,6487.5006524502
1663149600,2022-09-14 10:00:00,MATIC3S/USDT,0.012425,0.012589,0.01224,0.012521,507793.5743,6332.531222303
1663146000,2022-09-14 09:00:00,MATIC3S/USDT,0.012463,0.012565,0.012236,0.012405,205522.2161,2559.6209388276
1663142400,2022-09-14 08:00:00,MATIC3S/USDT,0.012571,0.012952,0.012339,0.012447,1584313.487,19847.8049423172
1663138800,2022-09-14 07:00:00,MATIC3S/USDT,0.012591,0.012942,0.012376,0.012571,480601.5238,6119.5632393825
1663135200,2022-09-14 06:00:00,MATIC3S/USDT,0.012365,0.012679,0.012335,0.012679,252525.4145,3153.652123185
1663131600,2022-09-14 05:00:00,MATIC3S/USDT,0.012153,0.012364,0.0121,0.012364,419527.9692,5111.1070483386
1663128000,2022-09-14 04:00:00,MATIC3S/USDT,0.012297,0.01242,0.012115,0.012125,365882.2765,4490.2691078615
1663124400,2022-09-14 03:00:00,MATIC3S/USDT,0.012245,0.012425,0.012139,0.01231,606574.0344,7450.0550163767
1663120800,2022-09-14 02:00:00,MATIC3S/USDT,0.012741,0.012741,0.012198,0.012224,1071311.6886,13312.5778894258
1663117200,2022-09-14 01:00:00,MATIC3S/USDT,0.012765,0.01291,0.012582,0.012652,1066808.3382,13558.0189105136
1663113600,2022-09-14 00:00:00,MATIC3S/USDT,0.013105,0.01329,0.01272,0.012843,1539631.577,20007.3007257453
1663110000,2022-09-13 23:00:00,MATIC3S/USDT,0.012952,0.013189,0.012909,0.013031,534154.0974,6961.5991539287
1663106400,2022-09-13 22:00:00,MATIC3S/USDT,0.012803,0.012952,0.012803,0.012952,504910.3945,6501.9168895647
1663102800,2022-09-13 21:00:00,MATIC3S/USDT,0.0127,0.013047,0.012617,0.012713,1232026.0102,15710.9386236688
1663099200,2022-09-13 20:00:00,MATIC3S/USDT,0.012636,0.012772,0.012325,0.0127,2576515.3062,32206.9910919981
1663095600,2022-09-13 19:00:00,MATIC3S/USDT,0.012845,0.013149,0.012544,0.012636,2310002.4292,29882.3698859115
1663092000,2022-09-13 18:00:00,MATIC3S/USDT,0.012221,0.01289,0.01218,0.012859,2885032.8747,36123.8598658283
1663088400,2022-09-13 17:00:00,MATIC3S/USDT,0.012512,0.012553,0.012113,0.012217,1256170.171,15441.1082887407
1663084800,2022-09-13 16:00:00,MATIC3S/USDT,0.0128,0.012871,0.012384,0.012465,2298277.23192316,28868.36028345991344
1663081200,2022-09-13 15:00:00,MATIC3S/USDT,0.012809,0.0129,0.012632,0.0128,3834503.6167,48924.7122169945
1663077600,2022-09-13 14:00:00,MATIC3S/USDT,0.012616,0.01304,0.0124,0.012734,4214402.0751,53021.0720805325
1663074000,2022-09-13 13:00:00,MATIC3S/USDT,0.012137,0.012744,0.012042,0.012616,8013544.1135,99506.5794652424
1663070400,2022-09-13 12:00:00,MATIC3S/USDT,0.010267,0.012435,0.01,0.012137,7664210.0186,87803.3274109373
1663066800,2022-09-13 11:00:00,MATIC3S/USDT,0.01031,0.010372,0.010177,0.010267,725974.1601,7456.6029149054
1663063200,2022-09-13 10:00:00,MATIC3S/USDT,0.0106,0.010615,0.0102,0.0103,401287.6564,4154.85923382
1663059600,2022-09-13 09:00:00,MATIC3S/USDT,0.01039,0.0106,0.010203,0.0106,711453.4087,7404.589562527
1663056000,2022-09-13 08:00:00,MATIC3S/USDT,0.010358,0.010592,0.010149,0.010493,1881376.0822,19319.5020726374
1663052400,2022-09-13 07:00:00,MATIC3S/USDT,0.010525,0.01053,0.010303,0.01036,498956.1842,5179.6078007313
1663048800,2022-09-13 06:00:00,MATIC3S/USDT,0.010263,0.010686,0.010191,0.010616,443655.1836,4644.9188340054
1663045200,2022-09-13 05:00:00,MATIC3S/USDT,0.010191,0.0103,0.010059,0.0103,887071.2426,9006.4501354507
1663041600,2022-09-13 04:00:00,MATIC3S/USDT,0.010177,0.010453,0.010134,0.010216,772460.9026,7941.707123833
1663038000,2022-09-13 03:00:00,MATIC3S/USDT,0.010216,0.010542,0.010134,0.010177,1251664.0071,12967.9762754543
1663034400,2022-09-13 02:00:00,MATIC3S/USDT,0.0107,0.01093,0.0102,0.010316,1414045.0878,15079.7222635845
1663030800,2022-09-13 01:00:00,MATIC3S/USDT,0.010646,0.010869,0.010632,0.010646,958441.1044,10245.6590740832
1663027200,2022-09-13 00:00:00,MATIC3S/USDT,0.010321,0.010824,0.010267,0.010646,1857066.5593,19829.9116054867
1663023600,2022-09-12 23:00:00,MATIC3S/USDT,0.010574,0.01069,0.010303,0.010314,587115.6899,6138.8038055562
1663020000,2022-09-12 22:00:00,MATIC3S/USDT,0.010426,0.01095,0.010303,0.010574,1411584.2827,14892.1928844875
1663016400,2022-09-12 21:00:00,MATIC3S/USDT,0.010134,0.01082,0.010134,0.01039,1070213.9279,11197.433896092
1663012800,2022-09-12 20:00:00,MATIC3S/USDT,0.01012,0.010256,0.009916,0.010139,1062348.2026,10694.7789437891
1663009200,2022-09-12 19:00:00,MATIC3S/USDT,0.010438,0.010481,0.0101,0.01012,1060008.5094,10941.7535295696
1663005600,2022-09-12 18:00:00,MATIC3S/USDT,0.010531,0.010601,0.010225,0.010354,1205288.4656,12556.2571081266
1663002000,2022-09-12 17:00:00,MATIC3S/USDT,0.011028,0.011122,0.010451,0.010541,1617594.6412,17483.1605893945
1662998400,2022-09-12 16:00:00,MATIC3S/USDT,0.011028,0.0116,0.010808,0.01093,3504674.4037,39418.6886382753
1662994800,2022-09-12 15:00:00,MATIC3S/USDT,0.010338,0.011153,0.010305,0.010968,2039622.3637,21927.7399920428
1662991200,2022-09-12 14:00:00,MATIC3S/USDT,0.0105,0.010563,0.010098,0.010279,2176854.87,22519.1562767855
1662987600,2022-09-12 13:00:00,MATIC3S/USDT,0.010566,0.010668,0.010233,0.010563,1658367.5749,17310.6657500455
1662984000,2022-09-12 12:00:00,MATIC3S/USDT,0.011351,0.011403,0.010245,0.010554,2826594.8716,30292.7735316694
1662980400,2022-09-12 11:00:00,MATIC3S/USDT,0.011156,0.011404,0.011011,0.011351,1096592.6263,12195.2277629871
1662976800,2022-09-12 10:00:00,MATIC3S/USDT,0.011517,0.011729,0.011122,0.01117,1912188.7235,21833.2551737667
1662973200,2022-09-12 09:00:00,MATIC3S/USDT,0.011496,0.011604,0.011318,0.011517,949673.8284,10848.3653912164
1662969600,2022-09-12 08:00:00,MATIC3S/USDT,0.011865,0.011968,0.011454,0.011507,917814.7802,10703.1950613204
1662966000,2022-09-12 07:00:00,MATIC3S/USDT,0.012018,0.012162,0.011863,0.011863,1705001.6438,20505.1356257445
1662962400,2022-09-12 06:00:00,MATIC3S/USDT,0.012124,0.012389,0.012001,0.012111,233126.3991,2837.482423672
1662958800,2022-09-12 05:00:00,MATIC3S/USDT,0.0121,0.012469,0.01197,0.012112,594904.6744,7183.9142613404
1662955200,2022-09-12 04:00:00,MATIC3S/USDT,0.012325,0.012352,0.012058,0.0121,358286.654,4385.1024853264
1662951600,2022-09-12 03:00:00,MATIC3S/USDT,0.011927,0.012558,0.011828,0.012338,780007.3278,9453.5938551963
1662948000,2022-09-12 02:00:00,MATIC3S/USDT,0.011255,0.012027,0.011126,0.011903,2344143.2273,27277.5861010946
1662944400,2022-09-12 01:00:00,MATIC3S/USDT,0.012149,0.012296,0.010984,0.011291,3658379.45108713,42436.53880237005973
1662940800,2022-09-12 00:00:00,MATIC3S/USDT,0.011771,0.012212,0.011759,0.012148,2060806.4254,24554.8043088571
1662937200,2022-09-11 23:00:00,MATIC3S/USDT,0.011944,0.012093,0.01168,0.01179,452229.419,5356.153597439
1662933600,2022-09-11 22:00:00,MATIC3S/USDT,0.012243,0.012304,0.01186,0.011992,515337.3026,6176.6449822889
1662930000,2022-09-11 21:00:00,MATIC3S/USDT,0.011785,0.012481,0.011755,0.012247,846283.7695,10193.12916622
1662926400,2022-09-11 20:00:00,MATIC3S/USDT,0.011682,0.012105,0.011657,0.011844,1326993.4491,15832.1628483824
1662922800,2022-09-11 19:00:00,MATIC3S/USDT,0.011759,0.0118,0.011628,0.011685,286161.8176,3355.6357948829
1662919200,2022-09-11 18:00:00,MATIC3S/USDT,0.011531,0.011759,0.011519,0.011759,1025968.6955,11914.4956667235
1662915600,2022-09-11 17:00:00,MATIC3S/USDT,0.011384,0.011564,0.0113,0.011444,623152.2587,7150.0427282374
1662912000,2022-09-11 16:00:00,MATIC3S/USDT,0.011531,0.011581,0.011364,0.011364,562462.0313,6450.8655856241
1662908400,2022-09-11 15:00:00,MATIC3S/USDT,0.011766,0.011791,0.011519,0.011604,438763.0972,5096.7294957991
1662904800,2022-09-11 14:00:00,MATIC3S/USDT,0.01163,0.011804,0.011593,0.011722,924915.322,10788.7932474953
1662901200,2022-09-11 13:00:00,MATIC3S/USDT,0.011526,0.01176,0.011514,0.01163,144109.7196,1681.786150933
1662897600,2022-09-11 12:00:00,MATIC3S/USDT,0.011635,0.011792,0.0115,0.01153,301056.1418,3489.4449502694
1662894000,2022-09-11 11:00:00,MATIC3S/USDT,0.011744,0.011752,0.011551,0.011635,620943.1164,7224.7730363003
1662890400,2022-09-11 10:00:00,MATIC3S/USDT,0.01176,0.011826,0.011656,0.011826,403538.4592,4726.3939033042
1662886800,2022-09-11 09:00:00,MATIC3S/USDT,0.011649,0.011759,0.011627,0.011759,347226.1115,4043.6283418975
1662883200,2022-09-11 08:00:00,MATIC3S/USDT,0.011632,0.011722,0.011518,0.011645,527751.0212,6148.3366447775
1662879600,2022-09-11 07:00:00,MATIC3S/USDT,0.011838,0.011859,0.011588,0.011588,881430.5108,10315.9833823346
1662876000,2022-09-11 06:00:00,MATIC3S/USDT,0.011592,0.012144,0.01145,0.011878,1779395.5443,21114.5844612511
1662872400,2022-09-11 05:00:00,MATIC3S/USDT,0.011608,0.0117,0.0115,0.01155,642230.7959,7434.8537944927
1662868800,2022-09-11 04:00:00,MATIC3S/USDT,0.0116,0.0117,0.011421,0.0117,135271.8243,1559.1758514707
1662865200,2022-09-11 03:00:00,MATIC3S/USDT,0.01165,0.011703,0.011581,0.011628,395557.9168,4609.0064321027
1662861600,2022-09-11 02:00:00,MATIC3S/USDT,0.011518,0.011791,0.011421,0.011635,930705.1082,10824.8118056656
1662858000,2022-09-11 01:00:00,MATIC3S/USDT,0.011207,0.011546,0.011133,0.011473,618168.5103,6976.1042123585
1662854400,2022-09-11 00:00:00,MATIC3S/USDT,0.011285,0.011285,0.0109,0.011207,1147096.5912,12650.8260994414
1662850800,2022-09-10 23:00:00,MATIC3S/USDT,0.011291,0.011365,0.011198,0.0113,1127344.0695,12686.8856367442
1662847200,2022-09-10 22:00:00,MATIC3S/USDT,0.011482,0.011505,0.011145,0.011291,823952.8483,9337.0170789509
1662843600,2022-09-10 21:00:00,MATIC3S/USDT,0.011518,0.011518,0.011133,0.011455,1123144.8115,12712.6176965705
1662840000,2022-09-10 20:00:00,MATIC3S/USDT,0.011537,0.011744,0.011318,0.011526,1341215.7843,15459.2083744152
1662836400,2022-09-10 19:00:00,MATIC3S/USDT,0.0117,0.0117,0.011478,0.011547,454871.7744,5275.6841504084
1662832800,2022-09-10 18:00:00,MATIC3S/USDT,0.011886,0.011941,0.011543,0.0117,1009842.1869,11770.3958958011
1662829200,2022-09-10 17:00:00,MATIC3S/USDT,0.01191,0.012127,0.011872,0.011895,683041.0895,8178.3186326236
1662825600,2022-09-10 16:00:00,MATIC3S/USDT,0.012043,0.012178,0.011802,0.011884,779368.938,9330.9975029628
1662822000,2022-09-10 15:00:00,MATIC3S/USDT,0.012126,0.012151,0.011892,0.011998,462946.4265,5564.9459955084
1662818400,2022-09-10 14:00:00,MATIC3S/USDT,0.012245,0.012402,0.012083,0.012139,940456.1496,11505.3786091932
1662814800,2022-09-10 13:00:00,MATIC3S/USDT,0.012,0.012414,0.011963,0.012253,1232475.2194,15069.0918014904
1662811200,2022-09-10 12:00:00,MATIC3S/USDT,0.01197,0.012285,0.011768,0.012,1482449.41,17766.5279446488
1662807600,2022-09-10 11:00:00,MATIC3S/USDT,0.012007,0.012143,0.01195,0.012062,532713.9061,6413.8339819358
1662804000,2022-09-10 10:00:00,MATIC3S/USDT,0.01198,0.012297,0.01196,0.012008,593845.4344,7171.5903058049
1662800400,2022-09-10 09:00:00,MATIC3S/USDT,0.012018,0.012077,0.011895,0.012048,440220.1955,5249.5240715894
1662796800,2022-09-10 08:00:00,MATIC3S/USDT,0.012323,0.012323,0.011904,0.012004,1179160.677,14234.3274329409
1662793200,2022-09-10 07:00:00,MATIC3S/USDT,0.0114,0.012479,0.0114,0.012331,1501765.3141,18158.0038750894
1662789600,2022-09-10 06:00:00,MATIC3S/USDT,0.011705,0.011705,0.0111,0.011424,1034126.483,11743.0276532536
1662786000,2022-09-10 05:00:00,MATIC3S/USDT,0.012023,0.012136,0.011591,0.011817,566892.4574,6658.4490865495
1662782400,2022-09-10 04:00:00,MATIC3S/USDT,0.01197,0.012093,0.01164,0.012069,850005.7094,10140.8495364624
1662778800,2022-09-10 03:00:00,MATIC3S/USDT,0.011924,0.012072,0.011762,0.01198,253527.6424,3008.5929506859
1662775200,2022-09-10 02:00:00,MATIC3S/USDT,0.012133,0.012245,0.011903,0.011924,288062.0242,3485.2555248458
1662771600,2022-09-10 01:00:00,MATIC3S/USDT,0.011986,0.012247,0.011804,0.012134,1178089.6434,14176.4742033533
1662768000,2022-09-10 00:00:00,MATIC3S/USDT,0.011951,0.012212,0.011826,0.012001,817284.9946,9857.9616550883
1662764400,2022-09-09 23:00:00,MATIC3S/USDT,0.011884,0.012313,0.0116,0.011957,1383109.998,16594.1995113744
1662760800,2022-09-09 22:00:00,MATIC3S/USDT,0.012106,0.012106,0.011772,0.011909,1003251.3687,11935.2723077915
1662757200,2022-09-09 21:00:00,MATIC3S/USDT,0.011928,0.012106,0.01189,0.012011,663203.932,7979.585720103
1662753600,2022-09-09 20:00:00,MATIC3S/USDT,0.012016,0.0122,0.011769,0.011959,570626.8508,6860.5303601554
1662750000,2022-09-09 19:00:00,MATIC3S/USDT,0.012401,0.012401,0.011982,0.012039,596104.9102,7274.0447236731
1662746400,2022-09-09 18:00:00,MATIC3S/USDT,0.012616,0.012672,0.0124,0.012401,1067158.9936,13427.1189495903
1662742800,2022-09-09 17:00:00,MATIC3S/USDT,0.01218,0.012671,0.012069,0.012574,494182.5094,6169.9721212993
1662739200,2022-09-09 16:00:00,MATIC3S/USDT,0.012305,0.012475,0.012084,0.012204,1416891.6227,17415.069006064
1662735600,2022-09-09 15:00:00,MATIC3S/USDT,0.012063,0.012299,0.011924,0.012259,880343.9585,10615.432194268
1662732000,2022-09-09 14:00:00,MATIC3S/USDT,0.012091,0.012294,0.011911,0.012038,577053.5915,6966.1996241437
1662728400,2022-09-09 13:00:00,MATIC3S/USDT,0.011899,0.012469,0.01189,0.012174,1426006.9606,17431.9786412784
1662724800,2022-09-09 12:00:00,MATIC3S/USDT,0.012102,0.012102,0.011545,0.011987,1501810.4047,17800.2096963986
1662721200,2022-09-09 11:00:00,MATIC3S/USDT,0.0118,0.0121,0.011761,0.0121,806936.566,9713.0669467253
1662717600,2022-09-09 10:00:00,MATIC3S/USDT,0.01227,0.012292,0.0118,0.011845,590617.7747,7049.61682803
1662714000,2022-09-09 09:00:00,MATIC3S/USDT,0.012245,0.012475,0.0122,0.012221,446775.5038,5490.599840144
1662710400,2022-09-09 08:00:00,MATIC3S/USDT,0.0126,0.0126,0.01207,0.012241,1117780.9927,13760.9071397499
1662706800,2022-09-09 07:00:00,MATIC3S/USDT,0.01247,0.012676,0.012398,0.0126,567289.2999,7110.1917929363
1662703200,2022-09-09 06:00:00,MATIC3S/USDT,0.012741,0.012841,0.012351,0.012466,992006.7687,12503.2330544737
1662699600,2022-09-09 05:00:00,MATIC3S/USDT,0.012835,0.013036,0.012679,0.012741,987122.0346,12705.7298109998
1662696000,2022-09-09 04:00:00,MATIC3S/USDT,0.013499,0.013599,0.012742,0.012835,2937194.3131,38248.6903552134
1662692400,2022-09-09 03:00:00,MATIC3S/USDT,0.014201,0.014246,0.013332,0.013411,1607530.309,21849.840451618
1662688800,2022-09-09 02:00:00,MATIC3S/USDT,0.014095,0.014284,0.013929,0.014284,220874.2932,3127.2934336343
1662685200,2022-09-09 01:00:00,MATIC3S/USDT,0.01413,0.01417,0.01375,0.01398,440908.624,6118.0946053606
1662681600,2022-09-09 00:00:00,MATIC3S/USDT,0.0144,0.0144,0.014037,0.01419,965027.5328,13642.3382919842
1662678000,2022-09-08 23:00:00,MATIC3S/USDT,0.0145,0.01457,0.014276,0.0143,292361.0398,4199.7072126974
1662674400,2022-09-08 22:00:00,MATIC3S/USDT,0.014472,0.014687,0.014472,0.01463,81802.7906,1192.0565361698
