https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LON,Volume USDT
1642550400,2022-01-19 00:00:00,LON/USDT,1.26,1.268,1.213,1.216,203128.2028312,251486.98948247016
1642464000,2022-01-18 00:00:00,LON/USDT,1.285,1.293,1.244,1.26,146656.2264587,184845.30035802072
1642377600,2022-01-17 00:00:00,LON/USDT,1.307,1.308,1.276,1.286,58393.47415164,75411.52176017896
1642291200,2022-01-16 00:00:00,LON/USDT,1.282,1.316,1.262,1.307,51078.27495355,65768.80494217194
1642204800,2022-01-15 00:00:00,LON/USDT,1.343,1.344,1.232,1.286,76751.11181316,97898.21939557888
1642118400,2022-01-14 00:00:00,LON/USDT,1.329,1.346,1.322,1.336,27255.7990232,36388.74034554043
1642032000,2022-01-13 00:00:00,LON/USDT,1.334,1.364,1.324,1.329,46883.84842494,63019.88147282744
1641945600,2022-01-12 00:00:00,LON/USDT,1.311,1.352,1.308,1.338,89590.24343194,118551.92554760145
1641859200,2022-01-11 00:00:00,LON/USDT,1.281,1.322,1.276,1.313,90479.69430949,117240.05665266105
1641772800,2022-01-10 00:00:00,LON/USDT,1.307,1.313,1.248,1.28,104430.63457492,134382.50496162373
1641686400,2022-01-09 00:00:00,LON/USDT,1.259,1.327,1.255,1.305,256151.94510572,330273.79748923215
1641600000,2022-01-08 00:00:00,LON/USDT,1.282,1.303,1.238,1.26,266723.81033455,340383.69346490939
1641513600,2022-01-07 00:00:00,LON/USDT,1.377,1.377,1.271,1.283,336634.68014109,438825.16816549691
1641427200,2022-01-06 00:00:00,LON/USDT,1.466,1.466,1.353,1.377,435153.3040128,613325.83563204604
1641340800,2022-01-05 00:00:00,LON/USDT,1.522,1.548,1.447,1.469,464365.20640912,706290.49262166448
1641254400,2022-01-04 00:00:00,LON/USDT,1.501,1.563,1.476,1.519,399199.21255895,603536.90082483901
1641168000,2022-01-03 00:00:00,LON/USDT,1.55,1.554,1.486,1.505,339962.4768701,519460.27771806955
1641081600,2022-01-02 00:00:00,LON/USDT,1.536,5.5,1.533,1.553,677868.68519336,1290206.96141540684
1640995200,2022-01-01 00:00:00,LON/USDT,1.521,1.556,1.52,1.539,435315.12312288,668315.51462199448
1640908800,2021-12-31 00:00:00,LON/USDT,1.528,1.561,1.497,1.521,499816.18716937,764401.015071011
1640822400,2021-12-30 00:00:00,LON/USDT,1.592,1.603,1.514,1.529,388607.12746041,600228.08169370424
1640736000,2021-12-29 00:00:00,LON/USDT,1.613,1.643,1.58,1.587,197711.54484904,317406.33462496684
1640649600,2021-12-28 00:00:00,LON/USDT,1.649,1.655,1.6,1.61,142093.24465648,230303.43506778368
