https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FIDA,Volume USDT
1663545600000.0,2022-09-19 00:00:00,FIDA/USDT,0.4309,0.43604,0.42881,0.43045,691.1126030897898,297.48942
1663459200000.0,2022-09-18 00:00:00,FIDA/USDT,0.46062,0.47681,0.42654,0.4309,101226.36641912277,43618.44129
1663372800000.0,2022-09-17 00:00:00,FIDA/USDT,0.43472,0.47966,0.43184,0.46062,124893.1875081412,57528.30003
1663286400000.0,2022-09-16 00:00:00,FIDA/USDT,0.45434,0.47855,0.42484,0.43472,112976.33713654766,49113.07328
1663200000000.0,2022-09-15 00:00:00,FIDA/USDT,0.43065,0.51182,0.419,0.45434,198110.83360478934,90009.67614
1663113600000.0,2022-09-14 00:00:00,FIDA/USDT,0.43451,0.44434,0.42181,0.43065,115186.82679670268,49605.20696
1663027200000.0,2022-09-13 00:00:00,FIDA/USDT,0.48117,0.48463,0.433,0.43451,89764.5358449748,39003.58847
1662940800000.0,2022-09-12 00:00:00,FIDA/USDT,0.51958,0.52422,0.47157,0.48117,145294.21437329843,69911.21713
1662854400000.0,2022-09-11 00:00:00,FIDA/USDT,0.51249,0.63059,0.49087,0.51958,1041417.3997844412,541099.65258
1662768000000.0,2022-09-10 00:00:00,FIDA/USDT,0.44602,0.51898,0.43833,0.51347,537388.6995540148,275932.97556
1662681600000.0,2022-09-09 00:00:00,FIDA/USDT,0.41788,0.44873,0.41788,0.44602,227964.6477736424,101676.7922
1662595200000.0,2022-09-08 00:00:00,FIDA/USDT,0.40478,0.4212,0.39927,0.41788,120871.62338470375,50509.83398
1662508800000.0,2022-09-07 00:00:00,FIDA/USDT,0.39499,0.41444,0.3793,0.40478,140232.55662335097,56763.33427
1662422400000.0,2022-09-06 00:00:00,FIDA/USDT,0.42457,0.43987,0.38887,0.39499,96156.04648218943,37980.6768
1662336000000.0,2022-09-05 00:00:00,FIDA/USDT,0.42445,0.43651,0.41412,0.42457,83173.35739689568,35312.91235
1662249600000.0,2022-09-04 00:00:00,FIDA/USDT,0.41321,0.43033,0.41142,0.42445,57048.71942513841,24214.32896
1662163200000.0,2022-09-03 00:00:00,FIDA/USDT,0.42285,0.4339,0.41131,0.41321,65646.61409452821,27125.83741
1662076800000.0,2022-09-02 00:00:00,FIDA/USDT,0.41452,0.4396,0.41053,0.42285,112178.06983563911,47434.49683
1661990400000.0,2022-09-01 00:00:00,FIDA/USDT,0.41902,0.42445,0.3974,0.41452,203388.542000386,84308.61843
1661904000000.0,2022-08-31 00:00:00,FIDA/USDT,0.42109,0.43513,0.41688,0.41902,79539.03267147152,33328.44547
1661817600000.0,2022-08-30 00:00:00,FIDA/USDT,0.43928,0.44982,0.41724,0.42109,137597.00482082213,57940.72276
1661731200000.0,2022-08-29 00:00:00,FIDA/USDT,0.41153,0.45172,0.41153,0.43928,99197.13025860499,43575.31538
1661644800000.0,2022-08-28 00:00:00,FIDA/USDT,0.41421,0.43126,0.40873,0.41153,108974.72164848249,44846.3672
1661558400000.0,2022-08-27 00:00:00,FIDA/USDT,0.42973,0.44777,0.41067,0.41421,63790.428381738726,26422.63334
1661472000000.0,2022-08-26 00:00:00,FIDA/USDT,0.46517,0.47495,0.42385,0.42973,107324.32155074117,46120.4807
1661385600000.0,2022-08-25 00:00:00,FIDA/USDT,0.45301,0.51998,0.44915,0.46517,84831.23980480255,39460.94782
1661299200000.0,2022-08-24 00:00:00,FIDA/USDT,0.44744,0.47736,0.43348,0.45301,80796.43837884373,36601.59455
1661212800000.0,2022-08-23 00:00:00,FIDA/USDT,0.44072,0.45876,0.43512,0.44744,40374.22684605757,18065.04406
1661126400000.0,2022-08-22 00:00:00,FIDA/USDT,0.47333,0.47965,0.43424,0.44072,77930.6356643674,34345.58975
1661040000000.0,2022-08-21 00:00:00,FIDA/USDT,0.46055,0.49332,0.45021,0.47333,71621.60551834873,33900.65454
1660953600000.0,2022-08-20 00:00:00,FIDA/USDT,0.43306,0.48444,0.42764,0.46055,63889.67540983606,29424.39001
1660867200000.0,2022-08-19 00:00:00,FIDA/USDT,0.4834,0.48679,0.42385,0.43306,67322.24292245878,29154.57052
1660780800000.0,2022-08-18 00:00:00,FIDA/USDT,0.5179,0.52397,0.48023,0.4834,51022.73671907323,24664.39093
1660694400000.0,2022-08-17 00:00:00,FIDA/USDT,0.54493,0.56591,0.51213,0.5179,41045.504247924306,21257.46665
1660608000000.0,2022-08-16 00:00:00,FIDA/USDT,0.51789,0.56604,0.50723,0.54493,55144.90409777402,30050.11259
1660521600000.0,2022-08-15 00:00:00,FIDA/USDT,0.53212,0.53847,0.51324,0.51789,52104.26768232637,26984.27919
1660435200000.0,2022-08-14 00:00:00,FIDA/USDT,0.55448,0.55727,0.5187,0.53212,78733.85493873562,41895.85889
1660348800000.0,2022-08-13 00:00:00,FIDA/USDT,0.55738,0.5837,0.55318,0.55448,60104.29230991199,33326.628
1660262400000.0,2022-08-12 00:00:00,FIDA/USDT,0.55014,0.5907,0.54054,0.55738,71558.17128350497,39885.09351
1660176000000.0,2022-08-11 00:00:00,FIDA/USDT,0.53587,0.58223,0.5247,0.55014,154736.7059657542,85126.85142
1660089600000.0,2022-08-10 00:00:00,FIDA/USDT,0.51711,0.54389,0.50409,0.53587,39303.08345307631,21061.34333
1660003200000.0,2022-08-09 00:00:00,FIDA/USDT,0.55094,0.55442,0.50196,0.51711,42843.18353928565,22154.63864
1659916800000.0,2022-08-08 00:00:00,FIDA/USDT,0.55428,0.56901,0.55,0.55094,39538.71183794969,21783.4579
1659830400000.0,2022-08-07 00:00:00,FIDA/USDT,0.54883,0.56487,0.5418,0.55428,29732.53402612398,16480.14896
1659744000000.0,2022-08-06 00:00:00,FIDA/USDT,0.57422,0.57593,0.54311,0.54883,79397.54118761729,43575.75253
1659657600000.0,2022-08-05 00:00:00,FIDA/USDT,0.55921,0.66092,0.54715,0.57422,176477.58113614994,101336.95664
1659571200000.0,2022-08-04 00:00:00,FIDA/USDT,0.5187,0.63324,0.51134,0.55921,73693.58355537277,41210.18886
1659484800000.0,2022-08-03 00:00:00,FIDA/USDT,0.51189,0.55164,0.501,0.5187,38902.64796606902,20178.8035
1659398400000.0,2022-08-02 00:00:00,FIDA/USDT,0.52612,0.52742,0.48808,0.51189,70802.86760827522,36243.2799
1659312000000.0,2022-08-01 00:00:00,FIDA/USDT,0.53283,0.5717,0.51559,0.52612,46831.01001672622,24638.73099
1659225600000.0,2022-07-31 00:00:00,FIDA/USDT,0.50433,0.57952,0.50181,0.53283,52314.65525589776,27874.81776
1659139200000.0,2022-07-30 00:00:00,FIDA/USDT,0.52683,0.54277,0.50096,0.50433,62452.40810580375,31496.62298
1659052800000.0,2022-07-29 00:00:00,FIDA/USDT,0.50784,0.53861,0.49837,0.52683,57708.50150902568,30402.56985
1658966400000.0,2022-07-28 00:00:00,FIDA/USDT,0.48864,0.51171,0.47619,0.50784,54060.08768509768,27453.87493
1658880000000.0,2022-07-27 00:00:00,FIDA/USDT,0.47538,0.49609,0.45885,0.48864,66521.02279796987,32504.83258
1658793600000.0,2022-07-26 00:00:00,FIDA/USDT,0.50079,0.56678,0.44592,0.47538,141213.97115991416,67130.29761
1658707200000.0,2022-07-25 00:00:00,FIDA/USDT,0.51887,0.53245,0.50002,0.50079,73807.48399528746,36962.04991
1658620800000.0,2022-07-24 00:00:00,FIDA/USDT,0.52753,0.53604,0.51382,0.51887,64410.14369687976,33420.49126
1658534400000.0,2022-07-23 00:00:00,FIDA/USDT,0.50851,0.52926,0.50021,0.52753,75886.41993820255,40032.36311
1658448000000.0,2022-07-22 00:00:00,FIDA/USDT,0.55673,0.57195,0.49815,0.50851,120968.85093705138,61513.87039
1658361600000.0,2022-07-21 00:00:00,FIDA/USDT,0.48534,0.65146,0.48218,0.55673,215560.4227902215,120008.95418
1658275200000.0,2022-07-20 00:00:00,FIDA/USDT,0.52245,0.562,0.47276,0.48534,131601.12205876294,63871.28858
1658188800000.0,2022-07-19 00:00:00,FIDA/USDT,0.53809,0.55139,0.51824,0.52245,137302.8613455833,71733.87991
1658102400000.0,2022-07-18 00:00:00,FIDA/USDT,0.50543,0.60207,0.50099,0.53809,245320.14036685313,132004.31433
1658016000000.0,2022-07-17 00:00:00,FIDA/USDT,0.69373,0.88731,0.50543,0.50543,1145330.2354826583,578884.26092
1657929600000.0,2022-07-16 00:00:00,FIDA/USDT,0.39912,0.71882,0.38913,0.69373,376548.3466045868,261222.88449
1657843200000.0,2022-07-15 00:00:00,FIDA/USDT,0.40817,0.43041,0.39225,0.39912,153143.08571356986,61122.46837
1657756800000.0,2022-07-14 00:00:00,FIDA/USDT,0.38337,0.42151,0.37446,0.40817,210040.6699659456,85732.30026
1657670400000.0,2022-07-13 00:00:00,FIDA/USDT,0.37203,0.38743,0.35386,0.38337,85814.76304875186,32898.80571
1657584000000.0,2022-07-12 00:00:00,FIDA/USDT,0.38318,0.3891,0.36379,0.37203,31971.051420584357,11894.19026
1657497600000.0,2022-07-11 00:00:00,FIDA/USDT,0.42131,0.42231,0.3824,0.38318,60081.490422255854,23022.0255
1657411200000.0,2022-07-10 00:00:00,FIDA/USDT,0.46957,0.47512,0.41512,0.42131,218389.81234720274,92009.81184
1657324800000.0,2022-07-09 00:00:00,FIDA/USDT,0.41394,0.56075,0.40806,0.46957,251422.69231424495,118060.55363
1657238400000.0,2022-07-08 00:00:00,FIDA/USDT,0.40342,0.44901,0.39422,0.41394,184347.20548871817,76308.68224
