https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PKF,Volume USDT
1657238400,2022-07-08 00:00:00,PKF/USDT,0.1243,0.1314,0.1177,0.1202,165319.9911,20355.88423753
1657152000,2022-07-07 00:00:00,PKF/USDT,0.117,0.158,0.1127,0.1243,470632.08663667,61242.761139360659
1657065600,2022-07-06 00:00:00,PKF/USDT,0.1148,0.1181,0.1086,0.117,108759.03676197,12343.769373366527
1656979200,2022-07-05 00:00:00,PKF/USDT,0.1134,0.1214,0.106,0.1157,287571.90941539,33003.866812945903
1656892800,2022-07-04 00:00:00,PKF/USDT,0.1071,0.115,0.1061,0.1141,116127.62556684,12748.939832414789
1656806400,2022-07-03 00:00:00,PKF/USDT,0.1065,0.1098,0.106,0.1071,57102.4734083,6134.36980829921
1656720000,2022-07-02 00:00:00,PKF/USDT,0.1029,0.15,0.102,0.1061,363645.65229724,42495.859094294246
1656633600,2022-07-01 00:00:00,PKF/USDT,0.1055,0.108,0.102,0.1021,22056.07342719,2323.379172488295
1656547200,2022-06-30 00:00:00,PKF/USDT,0.1211,0.1229,0.1011,0.105,107085.66211476,11632.215599011857
1656460800,2022-06-29 00:00:00,PKF/USDT,0.1295,0.1307,0.1162,0.1227,41529.13006687,5028.452747538593
1656374400,2022-06-28 00:00:00,PKF/USDT,0.1267,0.1312,0.1238,0.1295,69315.4293,8906.29064018
1656288000,2022-06-27 00:00:00,PKF/USDT,0.1346,0.1358,0.1214,0.1267,116422.47987857,14885.607242369818
1656201600,2022-06-26 00:00:00,PKF/USDT,0.1389,0.1476,0.1306,0.1347,470472.88537587,66580.282059793549
1656115200,2022-06-25 00:00:00,PKF/USDT,0.1277,0.1495,0.1228,0.1401,116035.84037758,15294.317424306262
1656028800,2022-06-24 00:00:00,PKF/USDT,0.1187,0.1379,0.1174,0.1283,168579.46178678,21395.094910684405
1655942400,2022-06-23 00:00:00,PKF/USDT,0.1107,0.1235,0.1091,0.1182,32180.36583846,3743.146956517525
1655856000,2022-06-22 00:00:00,PKF/USDT,0.1144,0.1339,0.1106,0.112,73875.60654297,8862.559082357293
1655769600,2022-06-21 00:00:00,PKF/USDT,0.1162,0.1358,0.1105,0.1149,135938.68257525,16159.39303871062
1655683200,2022-06-20 00:00:00,PKF/USDT,0.1071,0.1261,0.1,0.1148,310542.21926043,34964.294328852422
1655596800,2022-06-19 00:00:00,PKF/USDT,0.0917,0.1882,0.0904,0.1084,812996.95703411,99625.058375439367
1655510400,2022-06-18 00:00:00,PKF/USDT,0.1033,0.1069,0.0833,0.0906,253637.07432907,24479.548769953887
1655424000,2022-06-17 00:00:00,PKF/USDT,0.1057,0.12,0.101,0.1033,207592.48802934,22273.339596504928
1655337600,2022-06-16 00:00:00,PKF/USDT,0.1211,0.15,0.1042,0.1071,140787.4088081,17317.435657453252
1655251200,2022-06-15 00:00:00,PKF/USDT,0.1168,0.129,0.1001,0.122,434790.16468013,47580.133209697769
1655164800,2022-06-14 00:00:00,PKF/USDT,0.1147,0.222,0.1072,0.1168,932314.7893256,125155.854453513805
1655078400,2022-06-13 00:00:00,PKF/USDT,0.1335,0.1335,0.1118,0.114,134834.20897545,16263.381080627894
1654992000,2022-06-12 00:00:00,PKF/USDT,0.1384,0.151,0.1242,0.1341,76308.87423031,10326.420183374201
1654905600,2022-06-11 00:00:00,PKF/USDT,0.1485,0.1565,0.1312,0.1384,176167.55465492,24781.524919426286
1654819200,2022-06-10 00:00:00,PKF/USDT,0.1545,0.1588,0.1469,0.1503,36983.80446141,5694.227865500314
1654732800,2022-06-09 00:00:00,PKF/USDT,0.1512,0.1731,0.1456,0.1548,316203.54022917,50924.607440978326
1654646400,2022-06-08 00:00:00,PKF/USDT,0.1649,0.1678,0.1497,0.1512,50214.4273442,7944.789125320317
1654560000,2022-06-07 00:00:00,PKF/USDT,0.1721,0.1721,0.1558,0.1649,58692.45986659,9507.633047659004
1654473600,2022-06-06 00:00:00,PKF/USDT,0.1609,0.2449,0.1581,0.1738,1102385.95371114,192893.950366031395
1654387200,2022-06-05 00:00:00,PKF/USDT,0.1549,0.3389,0.1549,0.1609,1734775.54249069,346304.016250946792
1654300800,2022-06-04 00:00:00,PKF/USDT,0.1503,0.1588,0.1492,0.1549,48530.49254843,7458.791431883149
1654214400,2022-06-03 00:00:00,PKF/USDT,0.1545,0.2009,0.1436,0.1491,476272.88796023,77389.161714634841
1654128000,2022-06-02 00:00:00,PKF/USDT,0.1577,0.1609,0.1396,0.1544,108721.32763969,16700.270485407723
1654041600,2022-06-01 00:00:00,PKF/USDT,0.1679,0.1718,0.1504,0.1589,124321.71522012,20208.912182047688
1653955200,2022-05-31 00:00:00,PKF/USDT,0.1684,0.1853,0.1662,0.1699,270852.48412392,47162.564670756493
1653868800,2022-05-30 00:00:00,PKF/USDT,0.1626,0.1743,0.0649,0.1683,404878.70177745,59283.522784264836
1653782400,2022-05-29 00:00:00,PKF/USDT,0.1654,0.1713,0.1467,0.164,90642.77779367,14347.105482753043
1653696000,2022-05-28 00:00:00,PKF/USDT,0.1603,0.1668,0.1572,0.1654,40699.99427984,6633.190460819196
1653609600,2022-05-27 00:00:00,PKF/USDT,0.1743,0.1774,0.156,0.1621,142228.35363046,23449.529811145879
1653523200,2022-05-26 00:00:00,PKF/USDT,0.1834,0.1889,0.1661,0.1745,157768.26195477,27799.607722819879
1653436800,2022-05-25 00:00:00,PKF/USDT,0.1776,0.2031,0.1751,0.1834,292278.80147846,54334.352194282888
1653350400,2022-05-24 00:00:00,PKF/USDT,0.1749,0.1999,0.17,0.1787,309016.43978263,55786.645628794606
1653264000,2022-05-23 00:00:00,PKF/USDT,0.1809,0.19,0.1679,0.175,193089.73786829,34793.195244247585
1653177600,2022-05-22 00:00:00,PKF/USDT,0.1784,0.2,0.1699,0.1831,288328.28162924,52381.744549052853
1653091200,2022-05-21 00:00:00,PKF/USDT,0.1815,0.1887,0.1721,0.1779,146612.83721002,26168.146672172553
1653004800,2022-05-20 00:00:00,PKF/USDT,0.1864,0.194,0.1651,0.1798,221479.78927235,39694.526380879377
1652918400,2022-05-19 00:00:00,PKF/USDT,0.1775,0.2033,0.1682,0.185,434005.6111943,79047.034401540102
1652832000,2022-05-18 00:00:00,PKF/USDT,0.19,0.22,0.1618,0.1775,1115846.14117598,203802.708508550997
1652745600,2022-05-17 00:00:00,PKF/USDT,0.1804,0.43,0.17,0.19,975508.48688101,214841.648372641149
1652659200,2022-05-16 00:00:00,PKF/USDT,0.1891,0.8,0.17,0.1804,615856.92638952,154561.287680274932
1652572800,2022-05-15 00:00:00,PKF/USDT,0.1882,0.1944,0.1755,0.1917,27594.6502287,5108.509847753226
1652486400,2022-05-14 00:00:00,PKF/USDT,0.198,0.2014,0.175,0.1882,111415.46001857,20998.594503402823
1652400000,2022-05-13 00:00:00,PKF/USDT,0.1846,0.31,0.1716,0.198,416898.67677377,86914.143271938384
1652313600,2022-05-12 00:00:00,PKF/USDT,0.222,0.2326,0.1806,0.1923,91739.21985676,18296.945975264519
1652227200,2022-05-11 00:00:00,PKF/USDT,0.2596,0.2671,0.2002,0.222,101117.43968153,24694.615946880598
1652140800,2022-05-10 00:00:00,PKF/USDT,0.255,0.2718,0.2358,0.2576,39753.82364651,10236.765523069143
1652054400,2022-05-09 00:00:00,PKF/USDT,0.2988,0.3177,0.25,0.255,23857.91652471,6881.317548407437
1651968000,2022-05-08 00:00:00,PKF/USDT,0.31,0.3108,0.2877,0.3016,16371.22157159,4900.665707053655
1651881600,2022-05-07 00:00:00,PKF/USDT,0.3043,0.3352,0.3001,0.31,31877.02920725,9954.777833105619
1651795200,2022-05-06 00:00:00,PKF/USDT,0.2889,0.3273,0.28,0.3039,85320.83353162,25578.002008207985
1651708800,2022-05-05 00:00:00,PKF/USDT,0.3492,0.3729,0.2487,0.2884,538485.77504601,180669.265202671956
1651622400,2022-05-04 00:00:00,PKF/USDT,0.3243,1,0.3233,0.3493,1855205.42438166,726558.700779262597
1651536000,2022-05-03 00:00:00,PKF/USDT,0.333,0.3712,0.322,0.3245,365354.5740198,123339.427574674807
1651449600,2022-05-02 00:00:00,PKF/USDT,0.3155,0.3487,0.3155,0.3343,164460.699841,55638.89238791394
1651363200,2022-05-01 00:00:00,PKF/USDT,0.3438,0.354,0.3102,0.3153,231007.56736598,79391.616031839949
1651276800,2022-04-30 00:00:00,PKF/USDT,0.3466,0.3543,0.3364,0.3438,275346.4241597,96316.98125915323
1651190400,2022-04-29 00:00:00,PKF/USDT,0.3501,0.3677,0.3314,0.3485,206126.58125158,72567.609723357998
1651104000,2022-04-28 00:00:00,PKF/USDT,0.33,0.48,0.33,0.3484,1113837.67545451,446789.324588521809
