https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USDT
1659225600,2022-07-31 00:00:00,LTC/USDT,60.38802134,61.37000001,60.07572261,60.83524537,3744.40138062,61.56766045
1659139200,2022-07-30 00:00:00,LTC/USDT,60.69020015,63.99999999,59.9639869,60.41694005,303366.82694869,4911.64066322
1659052800,2022-07-29 00:00:00,LTC/USDT,63.46414096,64.51822175,59.89401426,60.61721925,196462.91186661,3167.6377142
1658966400,2022-07-28 00:00:00,LTC/USDT,59.02020479,64.19810208,58.19892934,63.50915069,237317.11816864,3905.18623545
1658880000,2022-07-27 00:00:00,LTC/USDT,53.74806568,59.02020479,53.02842776,58.99337593,182074.97242439,3246.57082024
1658793600,2022-07-26 00:00:00,LTC/USDT,54.0375709,54.11902861,52.0,53.91269737,206295.60753559,3879.66766747
1658707200,2022-07-25 00:00:00,LTC/USDT,58.38625174,58.94,53.96999999,53.96999999,240895.29994428,4302.78194784
1658620800,2022-07-24 00:00:00,LTC/USDT,56.30859332,59.70375102,56.30859332,58.37878435,252836.72705754,4363.31884169
1658534400,2022-07-23 00:00:00,LTC/USDT,56.06799013,57.18775955,54.51897952,56.34426472,156575.67095097,2829.49316409
1658448000,2022-07-22 00:00:00,LTC/USDT,58.03289857,59.2,55.5324929,56.07341054,118812.41499242,2054.93993921
1658361600,2022-07-21 00:00:00,LTC/USDT,57.2009023,58.61981694,55.208312,58.03725348,176131.03947784,3086.50142257
1658275200,2022-07-20 00:00:00,LTC/USDT,57.95523913,61.66,56.39,57.18074015,246022.17699662,4175.03982992
1658188800,2022-07-19 00:00:00,LTC/USDT,58.59565595,59.5,55.8561238,57.90115062,172530.01652393,3000.10700259
1658102400,2022-07-18 00:00:00,LTC/USDT,55.73275537,59.25393601,55.39,58.78521421,229466.46298645,3976.40277932
1658016000,2022-07-17 00:00:00,LTC/USDT,55.10725629,56.99080766,54.48614818,55.68803037,252174.69095999,4544.73174671
1657929600,2022-07-16 00:00:00,LTC/USDT,51.77709112,55.49411575,51.1,55.07349398,320593.46150557,6125.46661816
1657843200,2022-07-15 00:00:00,LTC/USDT,51.28575465,52.70352878,50.67993315,51.78031608,362695.96219163,7041.8069986
