https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GST,Volume USDT
1663545600000.0,2022-09-19 00:00:00,GST/USDT,0.032,0.033,0.032,0.0325,3233.08,105.0751
1663459200000.0,2022-09-18 00:00:00,GST/USDT,0.0335,0.0355,0.032,0.032,75364.45,2411.6624
1663372800000.0,2022-09-17 00:00:00,GST/USDT,0.033,0.035,0.0325,0.0335,94552.62089552238,3167.5128
1663286400000.0,2022-09-16 00:00:00,GST/USDT,0.033,0.0365,0.0325,0.033,155756.29242424242,5139.95765
1663200000000.0,2022-09-15 00:00:00,GST/USDT,0.033,0.0345,0.032,0.033,106922.18939393938,3528.43225
1663113600000.0,2022-09-14 00:00:00,GST/USDT,0.0335,0.0355,0.0325,0.033,292699.38636363635,9659.07975
1663027200000.0,2022-09-13 00:00:00,GST/USDT,0.0355,0.0365,0.033,0.0335,160809.0567164179,5387.1034
1662940800000.0,2022-09-12 00:00:00,GST/USDT,0.037,0.039,0.0345,0.0355,102722.63521126761,3646.65355
1662854400000.0,2022-09-11 00:00:00,GST/USDT,0.04,0.041,0.037,0.037,85996.28243243243,3181.86245
1662768000000.0,2022-09-10 00:00:00,GST/USDT,0.0355,0.0475,0.0355,0.04,765947.17625,30637.88705
1662681600000.0,2022-09-09 00:00:00,GST/USDT,0.033,0.04,0.0325,0.0355,393266.97323943663,13960.97755
1662595200000.0,2022-09-08 00:00:00,GST/USDT,0.033,0.036,0.032,0.033,1437443.9075757575,47435.64895
1662508800000.0,2022-09-07 00:00:00,GST/USDT,0.0345,0.035,0.032,0.033,201787.10454545452,6658.97445
1662422400000.0,2022-09-06 00:00:00,GST/USDT,0.036,0.0375,0.034,0.0345,165068.07971014493,5694.84875
1662336000000.0,2022-09-05 00:00:00,GST/USDT,0.0365,0.037,0.0345,0.036,75364.07916666668,2713.10685
1662249600000.0,2022-09-04 00:00:00,GST/USDT,0.037,0.0375,0.035,0.0365,116676.9780821918,4258.7097
1662163200000.0,2022-09-03 00:00:00,GST/USDT,0.037,0.039,0.035,0.037,225051.12297297298,8326.89155
1662076800000.0,2022-09-02 00:00:00,GST/USDT,0.0345,0.039,0.0345,0.037,310575.6054054054,11491.2974
1661990400000.0,2022-09-01 00:00:00,GST/USDT,0.0355,0.036,0.0345,0.0345,58523.482608695645,2019.06015
1661904000000.0,2022-08-31 00:00:00,GST/USDT,0.0355,0.037,0.035,0.0355,189201.14929577467,6716.6408
1661817600000.0,2022-08-30 00:00:00,GST/USDT,0.039,0.0395,0.0345,0.0355,133431.17605633804,4736.80675
1661731200000.0,2022-08-29 00:00:00,GST/USDT,0.0385,0.0395,0.0365,0.039,133155.2294871795,5193.05395
1661644800000.0,2022-08-28 00:00:00,GST/USDT,0.0385,0.04,0.037,0.0385,121130.4896103896,4663.52385
1661558400000.0,2022-08-27 00:00:00,GST/USDT,0.0405,0.041,0.0375,0.0385,92141.05064935064,3547.43045
1661472000000.0,2022-08-26 00:00:00,GST/USDT,0.044,0.0445,0.039,0.0405,358519.11111111107,14520.024
1661385600000.0,2022-08-25 00:00:00,GST/USDT,0.045,0.0455,0.043,0.044,76737.29318181818,3376.4409
1661299200000.0,2022-08-24 00:00:00,GST/USDT,0.0445,0.046,0.0435,0.045,39476.194444444445,1776.42875
1661212800000.0,2022-08-23 00:00:00,GST/USDT,0.045,0.046,0.043,0.0445,76074.99550561799,3385.3373
1661126400000.0,2022-08-22 00:00:00,GST/USDT,0.0455,0.0465,0.043,0.045,57159.851111111115,2572.1933
1661040000000.0,2022-08-21 00:00:00,GST/USDT,0.0445,0.0495,0.0415,0.0455,159482.88131868132,7256.4711
1660953600000.0,2022-08-20 00:00:00,GST/USDT,0.048,0.049,0.0435,0.0445,66949.5786516854,2979.25625
1660867200000.0,2022-08-19 00:00:00,GST/USDT,0.051,0.0525,0.0465,0.048,265574.63437499997,12747.58245
1660780800000.0,2022-08-18 00:00:00,GST/USDT,0.0575,0.0585,0.049,0.051,239797.86960784314,12229.69135
1660694400000.0,2022-08-17 00:00:00,GST/USDT,0.062,0.0625,0.0565,0.0575,124715.21913043478,7171.1251
1660608000000.0,2022-08-16 00:00:00,GST/USDT,0.0615,0.0625,0.0595,0.062,96431.95564516129,5978.78125
1660521600000.0,2022-08-15 00:00:00,GST/USDT,0.0595,0.0615,0.059,0.0615,90143.7593495935,5543.8412
1660435200000.0,2022-08-14 00:00:00,GST/USDT,0.0605,0.062,0.058,0.0595,120949.71764705883,7196.5082
1660348800000.0,2022-08-13 00:00:00,GST/USDT,0.06,0.064,0.059,0.0605,228724.21074380164,13837.81475
1660262400000.0,2022-08-12 00:00:00,GST/USDT,0.059,0.062,0.0575,0.06,137962.61916666667,8277.75715
1660176000000.0,2022-08-11 00:00:00,GST/USDT,0.0625,0.0645,0.058,0.059,353373.6525423729,20849.0455
1660089600000.0,2022-08-10 00:00:00,GST/USDT,0.0585,0.066,0.0575,0.0625,567670.7632,35479.4227
1660003200000.0,2022-08-09 00:00:00,GST/USDT,0.057,0.0625,0.0555,0.0585,252992.72735042733,14800.07455
1659916800000.0,2022-08-08 00:00:00,GST/USDT,0.0545,0.0645,0.0545,0.057,434372.77368421055,24759.2481
1659830400000.0,2022-08-07 00:00:00,GST/USDT,0.0545,0.056,0.054,0.0545,76176.85321100918,4151.6385
1659744000000.0,2022-08-06 00:00:00,GST/USDT,0.055,0.057,0.054,0.0545,241557.09724770644,13164.8618
1659657600000.0,2022-08-05 00:00:00,GST/USDT,0.0545,0.0555,0.053,0.055,145717.39363636365,8014.45665
1659571200000.0,2022-08-04 00:00:00,GST/USDT,0.056,0.057,0.0535,0.0545,175110.66055045874,9543.531
1659484800000.0,2022-08-03 00:00:00,GST/USDT,0.055,0.057,0.054,0.056,157305.1276785714,8809.08715
1659398400000.0,2022-08-02 00:00:00,GST/USDT,0.0565,0.059,0.054,0.055,159836.5781818182,8791.0118
1659312000000.0,2022-08-01 00:00:00,GST/USDT,0.0595,0.06,0.054,0.0565,228150.46548672565,12890.5013
1659225600000.0,2022-07-31 00:00:00,GST/USDT,0.0605,0.0665,0.0585,0.0595,422191.78907563025,25120.41145
1659139200000.0,2022-07-30 00:00:00,GST/USDT,0.057,0.0645,0.055,0.0605,474817.63223140495,28726.46675
1659052800000.0,2022-07-29 00:00:00,GST/USDT,0.0615,0.062,0.055,0.057,272555.898245614,15535.6862
1658966400000.0,2022-07-28 00:00:00,GST/USDT,0.0515,0.0685,0.0505,0.0615,1422022.7796747966,87454.40095
1658880000000.0,2022-07-27 00:00:00,GST/USDT,0.053,0.057,0.0485,0.0515,872533.6155339807,44935.4812
1658793600000.0,2022-07-26 00:00:00,GST/USDT,0.0595,0.0645,0.0525,0.053,938635.2188679245,49747.6666
1658707200000.0,2022-07-25 00:00:00,GST/USDT,0.0725,0.077,0.0565,0.0595,1618097.093277311,96276.77705
