https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINA,Volume USDT
1663459200,2022-09-18 00:00:00,LINA/USDT,0.007815,0.007828,0.007747,0.007768,175753.99415084,1371.85931219637552
1663372800,2022-09-17 00:00:00,LINA/USDT,0.007668,0.007879,0.007668,0.00782,1774984.71239827,13850.04639665250273
1663286400,2022-09-16 00:00:00,LINA/USDT,0.007592,0.00769,0.007461,0.007668,2367739.00480864,18011.24504466723621
1663200000,2022-09-15 00:00:00,LINA/USDT,0.007997,0.00802,0.0075,0.007646,2481903.78950745,19226.33277527574994
1663113600,2022-09-14 00:00:00,LINA/USDT,0.007932,0.008118,0.00772,0.007993,4900252.32852452,38840.81594292173665
1663027200,2022-09-13 00:00:00,LINA/USDT,0.00867,0.008688,0.007918,0.007947,7238649.03681681,60080.76298937168641
1662940800,2022-09-12 00:00:00,LINA/USDT,0.008614,0.009376,0.008485,0.008673,18807503.68323143,168004.44298191722106
1662854400,2022-09-11 00:00:00,LINA/USDT,0.008665,0.008822,0.008449,0.008651,5256716.00958656,45406.39764822515713
1662768000,2022-09-10 00:00:00,LINA/USDT,0.008716,0.008893,0.00857,0.008663,4225151.13018978,36726.45635703096358
1662681600,2022-09-09 00:00:00,LINA/USDT,0.008049,0.008849,0.008049,0.00872,4655827.08389499,39750.29135215941604
1662595200,2022-09-08 00:00:00,LINA/USDT,0.007944,0.00807,0.007751,0.008036,2372765.82928868,18827.03559544667299
1662508800,2022-09-07 00:00:00,LINA/USDT,0.007533,0.008007,0.007418,0.007913,6014253.52072695,46385.70221198987185
1662422400,2022-09-06 00:00:00,LINA/USDT,0.008564,0.008664,0.007524,0.007533,4308170.54302887,35444.89394705712258
1662336000,2022-09-05 00:00:00,LINA/USDT,0.008352,0.008597,0.008024,0.008538,18939231.16771865,157373.84067636902422
1662249600,2022-09-04 00:00:00,LINA/USDT,0.008071,0.008367,0.008057,0.00835,3729499.71122651,30772.1847538940717
1662163200,2022-09-03 00:00:00,LINA/USDT,0.008136,0.008156,0.007928,0.008065,1253393.67910463,10045.17582094270476
1662076800,2022-09-02 00:00:00,LINA/USDT,0.008105,0.00844,0.007979,0.008142,2017545.41163991,16474.46829563489581
1661990400,2022-09-01 00:00:00,LINA/USDT,0.008018,0.008109,0.007734,0.008073,3577296.26718088,28372.48138310209298
1661904000,2022-08-31 00:00:00,LINA/USDT,0.008059,0.008406,0.00797,0.008007,2832498.01502835,23208.69203405399629
1661817600,2022-08-30 00:00:00,LINA/USDT,0.008106,0.008431,0.007793,0.008032,8318178.20815559,67915.39312043104383
1661731200,2022-08-29 00:00:00,LINA/USDT,0.007543,0.008157,0.007449,0.008107,3075846.95278041,23753.97612820713001
1661644800,2022-08-28 00:00:00,LINA/USDT,0.007874,0.00798,0.007484,0.007505,3521343.02380622,27629.18184283275085
1661558400,2022-08-27 00:00:00,LINA/USDT,0.00784,0.008041,0.007768,0.007879,5740253.9732689,45391.84705928543175
1661472000,2022-08-26 00:00:00,LINA/USDT,0.008772,0.00897,0.007769,0.007835,9446300.73510402,79601.20936998413805
1661385600,2022-08-25 00:00:00,LINA/USDT,0.008621,0.008975,0.008581,0.008774,7345203.31349418,64591.68576235182187
1661299200,2022-08-24 00:00:00,LINA/USDT,0.008628,0.008942,0.008384,0.008622,8954747.78733199,77537.81757768905565
1661212800,2022-08-23 00:00:00,LINA/USDT,0.008337,0.008644,0.008006,0.008603,5819506.89481831,48329.02441720214574
1661126400,2022-08-22 00:00:00,LINA/USDT,0.008417,0.008417,0.007865,0.008336,4290720.89272613,34995.53621327756456
1661040000,2022-08-21 00:00:00,LINA/USDT,0.008075,0.008833,0.008036,0.008419,13882599.49092971,115619.33105910837868
