https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LSS,Volume USDT
1663459200,2022-09-18 00:00:00,LSS/USDT,0.16431,0.16516,0.16415,0.16415,163.9568,26.954583551
1663372800,2022-09-17 00:00:00,LSS/USDT,0.16464,0.16879,0.16,0.16519,306106.339,50186.344574183
1663286400,2022-09-16 00:00:00,LSS/USDT,0.1643,0.16696,0.16011,0.16365,310952.7035,50815.543568093
1663200000,2022-09-15 00:00:00,LSS/USDT,0.16384,0.16992,0.16002,0.16346,1094967.6426,181133.278883514
1663113600,2022-09-14 00:00:00,LSS/USDT,0.16943,0.17556,0.16,0.16397,708923.3735,119274.782076312
1663027200,2022-09-13 00:00:00,LSS/USDT,0.17578,0.18899,0.165,0.16943,731402.733,129380.849406972
1662940800,2022-09-12 00:00:00,LSS/USDT,0.17156,0.18599,0.171,0.17719,556715.0122,99641.311202151
1662854400,2022-09-11 00:00:00,LSS/USDT,0.17389,0.17759,0.17111,0.17293,283550.4379,49487.134375718
1662768000,2022-09-10 00:00:00,LSS/USDT,0.17307,0.181,0.17033,0.17389,311419.2917,54387.346988834
1662681600,2022-09-09 00:00:00,LSS/USDT,0.17004,0.18134,0.15879,0.17307,765815.601,132174.634288415
1662595200,2022-09-08 00:00:00,LSS/USDT,0.1758,0.18172,0.1683,0.17003,401058.9655,69598.444270732
1662508800,2022-09-07 00:00:00,LSS/USDT,0.16111,0.17818,0.15926,0.1758,564347.8464,94798.019154209
1662422400,2022-09-06 00:00:00,LSS/USDT,0.16816,0.18991,0.16014,0.16141,492804.43473802,83693.8150284196268
1662336000,2022-09-05 00:00:00,LSS/USDT,0.168,0.16999,0.16106,0.16816,336383.5406,55802.810176737
1662249600,2022-09-04 00:00:00,LSS/USDT,0.16339,0.16979,0.16181,0.16801,145167.9545,24160.53084344
1662163200,2022-09-03 00:00:00,LSS/USDT,0.1695,0.1716,0.16298,0.16466,160767.1533,26926.634939792
1662076800,2022-09-02 00:00:00,LSS/USDT,0.1671,0.17444,0.16343,0.1698,315180.7689,53165.65909469
1661990400,2022-09-01 00:00:00,LSS/USDT,0.17331,0.17542,0.16135,0.16689,359883.2755,60380.241421728
1661904000,2022-08-31 00:00:00,LSS/USDT,0.175,0.18273,0.17005,0.17331,156085.55578023,27694.5554795377481
1661817600,2022-08-30 00:00:00,LSS/USDT,0.18339,0.18881,0.175,0.175,452954.43245325,82317.6920352959009
1661731200,2022-08-29 00:00:00,LSS/USDT,0.1814,0.18662,0.17861,0.18212,272454.65136664,49583.3591749776458
1661644800,2022-08-28 00:00:00,LSS/USDT,0.18575,0.1887,0.1785,0.1801,341688.69785783,62908.8170910858975
1661558400,2022-08-27 00:00:00,LSS/USDT,0.18354,0.18896,0.1788,0.18401,411071.3918599,75291.1896443115105
1661472000,2022-08-26 00:00:00,LSS/USDT,0.20566,0.20778,0.18317,0.18354,419401.68269921,81462.0260192145607
1661385600,2022-08-25 00:00:00,LSS/USDT,0.20625,0.21,0.20092,0.20583,333578.50880881,68920.7305161375382
