https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SKEY,Volume USDT
1663459200,2022-09-18 00:00:00,SKEY/USDT,0.01579,0.01596,0.01575,0.01596,596795.8037,9432.521465477
1663372800,2022-09-17 00:00:00,SKEY/USDT,0.01507,0.01603,0.01504,0.0158,15142494.7777,234238.682163643
1663286400,2022-09-16 00:00:00,SKEY/USDT,0.01531,0.0156,0.01501,0.01507,25303472.0594,386990.152960775
1663200000,2022-09-15 00:00:00,SKEY/USDT,0.01624,0.01639,0.01521,0.01529,23644198.4103,372442.150740762
1663113600,2022-09-14 00:00:00,SKEY/USDT,0.01594,0.0163,0.01552,0.01625,21266995.1206,334825.18231288
1663027200,2022-09-13 00:00:00,SKEY/USDT,0.01695,0.017,0.01566,0.01594,22327477.2835,360068.44535442
1662940800,2022-09-12 00:00:00,SKEY/USDT,0.0169,0.01744,0.01658,0.01696,15341255.2106,259196.643462293
1662854400,2022-09-11 00:00:00,SKEY/USDT,0.01723,0.0176,0.01685,0.01689,14548858.5473,250865.027083542
1662768000,2022-09-10 00:00:00,SKEY/USDT,0.0173,0.01742,0.01674,0.01724,14239474.4101,242688.039872586
1662681600,2022-09-09 00:00:00,SKEY/USDT,0.01631,0.01787,0.01626,0.01735,16465305.4303,276370.417193743
1662595200,2022-09-08 00:00:00,SKEY/USDT,0.0164,0.01834,0.01602,0.01631,18092531.3301,296279.320985779
1662508800,2022-09-07 00:00:00,SKEY/USDT,0.01543,0.01671,0.015,0.01643,10585364.0502,165192.805992098
1662422400,2022-09-06 00:00:00,SKEY/USDT,0.01644,0.01718,0.0153,0.0153,11730514.0734,195834.792586595
1662336000,2022-09-05 00:00:00,SKEY/USDT,0.01645,0.01698,0.01601,0.01635,15685393.3627,258564.287584755
1662249600,2022-09-04 00:00:00,SKEY/USDT,0.01592,0.01789,0.0158,0.01646,14969168.2235,243501.742387626
1662163200,2022-09-03 00:00:00,SKEY/USDT,0.0166,0.01667,0.01581,0.01592,20341140.7164,329848.51470269
1662076800,2022-09-02 00:00:00,SKEY/USDT,0.01748,0.01786,0.01637,0.0166,12455487.7337,214480.629285904
1661990400,2022-09-01 00:00:00,SKEY/USDT,0.01788,0.01805,0.01718,0.01749,6721250.9323,118214.891577182
1661904000,2022-08-31 00:00:00,SKEY/USDT,0.01844,0.01856,0.01778,0.01788,11605123.6011,210675.395665563
1661817600,2022-08-30 00:00:00,SKEY/USDT,0.01804,0.0204,0.01662,0.01844,11519139.8462,202856.044382086
1661731200,2022-08-29 00:00:00,SKEY/USDT,0.01567,0.0224,0.01542,0.01809,20427893.125,330112.989111089
1661644800,2022-08-28 00:00:00,SKEY/USDT,0.01516,0.0162,0.01513,0.01568,15202633.2522,236744.718411706
1661558400,2022-08-27 00:00:00,SKEY/USDT,0.01533,0.01549,0.01502,0.01516,16794112.4494,255950.373794834
1661472000,2022-08-26 00:00:00,SKEY/USDT,0.01709,0.01728,0.01533,0.01533,13978658.6492,232522.373485733
1661385600,2022-08-25 00:00:00,SKEY/USDT,0.01693,0.01775,0.01661,0.01709,11393751.4564,193343.898303879
1661299200,2022-08-24 00:00:00,SKEY/USDT,0.01694,0.01735,0.01691,0.01693,4322231.5979,73956.26297329
1661212800,2022-08-23 00:00:00,SKEY/USDT,0.01704,0.01731,0.01655,0.01694,17253067.9225,289959.493027009
1661126400,2022-08-22 00:00:00,SKEY/USDT,0.01632,0.01763,0.01566,0.01704,18908150.0369,305826.19546141
1661040000,2022-08-21 00:00:00,SKEY/USDT,0.01508,0.01663,0.01501,0.01632,22981644.276,359509.912620539
1660953600,2022-08-20 00:00:00,SKEY/USDT,0.01592,0.01607,0.015,0.01509,16454258.1162,260026.073382808
1660867200,2022-08-19 00:00:00,SKEY/USDT,0.01773,0.01773,0.01581,0.01591,13967618.0094,231902.281588685
1660780800,2022-08-18 00:00:00,SKEY/USDT,0.01827,0.01827,0.01773,0.01773,2724043.0717,49118.538027163
1660694400,2022-08-17 00:00:00,SKEY/USDT,0.01824,0.01889,0.01823,0.01827,9782732.1386,179829.169360663
1660608000,2022-08-16 00:00:00,SKEY/USDT,0.01937,0.01937,0.01823,0.01824,10304571.0872,193360.737946678
1660521600,2022-08-15 00:00:00,SKEY/USDT,0.01902,0.01971,0.01823,0.01938,6896321.3553,132000.554322607
1660435200,2022-08-14 00:00:00,SKEY/USDT,0.01951,0.0201,0.019,0.01903,6540512.6434,125667.315168885
1660348800,2022-08-13 00:00:00,SKEY/USDT,0.02002,0.02063,0.01901,0.01951,9062522.3782,175859.227966946
