https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PRE,Volume USDT
1663376400,2022-09-17 01:00:00,PRE/USDT,0.074526,0.074758,0.074423,0.074468,8573.6773,638.6036158055
1663372800,2022-09-17 00:00:00,PRE/USDT,0.073763,0.0745,0.073489,0.0745,15254.334,1125.3931379425
1663369200,2022-09-16 23:00:00,PRE/USDT,0.074838,0.074838,0.073468,0.073609,39027.5155,2882.9280162158
1663365600,2022-09-16 22:00:00,PRE/USDT,0.074342,0.075198,0.074308,0.074838,31572.6341,2352.0796695278
1663362000,2022-09-16 21:00:00,PRE/USDT,0.074061,0.074342,0.073934,0.074342,29569.7404,2194.6513135374
1663358400,2022-09-16 20:00:00,PRE/USDT,0.073643,0.074102,0.073458,0.074057,29503.1237,2180.0375987304
1663354800,2022-09-16 19:00:00,PRE/USDT,0.074437,0.074456,0.073443,0.073489,25614.9867,1891.7988553974
1663351200,2022-09-16 18:00:00,PRE/USDT,0.074608,0.074624,0.073378,0.074441,30148.7174,2233.6500624364
1663347600,2022-09-16 17:00:00,PRE/USDT,0.074294,0.074719,0.074185,0.074339,30649.2743,2282.4821522502
1663344000,2022-09-16 16:00:00,PRE/USDT,0.073608,0.0748,0.07337,0.074385,25652.8045,1891.888750134
1663340400,2022-09-16 15:00:00,PRE/USDT,0.074557,0.074643,0.073442,0.073444,45223.06,3342.0809423147
1663336800,2022-09-16 14:00:00,PRE/USDT,0.074494,0.074709,0.074305,0.074612,28036.081,2089.8908720999
1663333200,2022-09-16 13:00:00,PRE/USDT,0.074756,0.075143,0.0736,0.07447,50492.4061,3748.8482765927
1663329600,2022-09-16 12:00:00,PRE/USDT,0.074179,0.076367,0.074001,0.074764,63000.8762,4724.4520577488
1663326000,2022-09-16 11:00:00,PRE/USDT,0.074661,0.074768,0.074001,0.074287,52417.9711,3897.3226876931
1663322400,2022-09-16 10:00:00,PRE/USDT,0.074668,0.075912,0.074302,0.074359,41601.7943,3120.0698910222
1663318800,2022-09-16 09:00:00,PRE/USDT,0.07413,0.074718,0.074,0.07467,19491.8228,1449.1212978327
1663315200,2022-09-16 08:00:00,PRE/USDT,0.074185,0.074414,0.074,0.074002,52351.9431,3886.3616216227
1663311600,2022-09-16 07:00:00,PRE/USDT,0.075211,0.075418,0.074038,0.074072,56174.6442,4184.3122111306
1663308000,2022-09-16 06:00:00,PRE/USDT,0.075564,0.07558,0.075,0.075211,47193.1771,3560.1012499583
1663304400,2022-09-16 05:00:00,PRE/USDT,0.07474,0.075565,0.074416,0.075401,26128.6657,1953.1182824462
1663300800,2022-09-16 04:00:00,PRE/USDT,0.074794,0.074862,0.074431,0.074542,58556.0551,4372.4359703786
1663297200,2022-09-16 03:00:00,PRE/USDT,0.074272,0.074935,0.074238,0.074504,46231.4581,3454.1424299905
1663293600,2022-09-16 02:00:00,PRE/USDT,0.074187,0.074487,0.074,0.074431,48010.8032,3567.2254962402
1663290000,2022-09-16 01:00:00,PRE/USDT,0.075173,0.07533,0.074,0.074002,74756.6702,5558.1505189347
1663286400,2022-09-16 00:00:00,PRE/USDT,0.074365,0.075563,0.074245,0.075173,61407.9767,4609.2973786499
1663282800,2022-09-15 23:00:00,PRE/USDT,0.074372,0.074772,0.0741,0.074365,73083.3374,5424.5933875352
1663279200,2022-09-15 22:00:00,PRE/USDT,0.074411,0.074554,0.0741,0.074421,67300.6267,4999.4391733638
1663275600,2022-09-15 21:00:00,PRE/USDT,0.077228,0.077293,0.074111,0.074412,106817.523,8139.6308389018
1663272000,2022-09-15 20:00:00,PRE/USDT,0.077419,0.077467,0.077069,0.077071,58405.804,4514.2775061499
1663268400,2022-09-15 19:00:00,PRE/USDT,0.077586,0.077809,0.077236,0.077242,71686.8048,5558.2583047096
1663264800,2022-09-15 18:00:00,PRE/USDT,0.07678,0.078498,0.076589,0.077353,75032.3573,5802.8285951186
1663261200,2022-09-15 17:00:00,PRE/USDT,0.07555,0.077101,0.075356,0.07678,65276.7645,4956.368052195
1663257600,2022-09-15 16:00:00,PRE/USDT,0.076445,0.076484,0.074639,0.075548,157879.0766,11860.9389732164
1663254000,2022-09-15 15:00:00,PRE/USDT,0.076334,0.077,0.075371,0.076233,82908.5866,6334.1222323457
1663250400,2022-09-15 14:00:00,PRE/USDT,0.078674,0.078801,0.075016,0.076334,51616.8092,4003.5275829179
1663246800,2022-09-15 13:00:00,PRE/USDT,0.078926,0.079133,0.078446,0.078674,78653.3745,6194.864595444
1663243200,2022-09-15 12:00:00,PRE/USDT,0.077686,0.080382,0.076781,0.078743,164074.1327,12845.6591740332
1663239600,2022-09-15 11:00:00,PRE/USDT,0.080028,0.080203,0.077684,0.077967,59466.124,4746.7666250632
1663236000,2022-09-15 10:00:00,PRE/USDT,0.078919,0.080118,0.078919,0.080028,31583.7813,2516.2587677407
1663232400,2022-09-15 09:00:00,PRE/USDT,0.079695,0.079724,0.078756,0.078919,96341.9046,7628.7417000412
1663228800,2022-09-15 08:00:00,PRE/USDT,0.079726,0.080243,0.079333,0.079333,77501.495,6187.8457252084
1663225200,2022-09-15 07:00:00,PRE/USDT,0.079243,0.08023,0.079046,0.079724,50112.8194,3977.8622230585
1663221600,2022-09-15 06:00:00,PRE/USDT,0.078875,0.0796,0.0784,0.07926,88539.5828,7011.3324622925
1663218000,2022-09-15 05:00:00,PRE/USDT,0.075086,0.07892,0.075086,0.07889,50992.3692,3966.1358157045
1663214400,2022-09-15 04:00:00,PRE/USDT,0.075131,0.075778,0.074575,0.074956,68535.3328,5131.0767078573
1663210800,2022-09-15 03:00:00,PRE/USDT,0.076053,0.076139,0.0748,0.074872,79534.0204,6001.1245187519
1663207200,2022-09-15 02:00:00,PRE/USDT,0.077388,0.077392,0.075671,0.075762,121078.0559,9250.8364306896
1663203600,2022-09-15 01:00:00,PRE/USDT,0.078255,0.078315,0.077066,0.077066,83932.751,6525.4835649151
1663200000,2022-09-15 00:00:00,PRE/USDT,0.078231,0.078312,0.077898,0.078257,92693.5364,7244.7760697718
1663196400,2022-09-14 23:00:00,PRE/USDT,0.078781,0.079003,0.077968,0.077969,77675.7703,6099.6346838103
1663192800,2022-09-14 22:00:00,PRE/USDT,0.077983,0.079003,0.077852,0.07895,85817.1148,6753.650116653
1663189200,2022-09-14 21:00:00,PRE/USDT,0.077168,0.078063,0.077008,0.077983,96751.3836,7505.7992793865
1663185600,2022-09-14 20:00:00,PRE/USDT,0.077473,0.077622,0.076898,0.077214,134675.5811,10407.0355646521
1663182000,2022-09-14 19:00:00,PRE/USDT,0.074681,0.07772,0.074681,0.077475,126394.2174,9698.1014766004
1663178400,2022-09-14 18:00:00,PRE/USDT,0.077931,0.078015,0.074313,0.074681,145585.5337,11224.7877385217
1663174800,2022-09-14 17:00:00,PRE/USDT,0.078315,0.078761,0.077684,0.077935,164200.4345,12819.9048607323
1663171200,2022-09-14 16:00:00,PRE/USDT,0.07865,0.08136,0.07783,0.078391,181866.6859,14338.4949399053
1663167600,2022-09-14 15:00:00,PRE/USDT,0.07848,0.078705,0.078134,0.078487,127900.1298,10035.0694216676
1663164000,2022-09-14 14:00:00,PRE/USDT,0.079344,0.079439,0.0781,0.078482,79178.3412,6237.0616141684
1663160400,2022-09-14 13:00:00,PRE/USDT,0.079036,0.07989,0.078638,0.079345,68057.1869,5397.359279505
1663156800,2022-09-14 12:00:00,PRE/USDT,0.080191,0.08033,0.078559,0.07865,103747.7108,8244.6646917099
1663153200,2022-09-14 11:00:00,PRE/USDT,0.078721,0.080332,0.078704,0.079882,78515.953,6233.7325713277
1663149600,2022-09-14 10:00:00,PRE/USDT,0.078958,0.0796,0.078605,0.078891,81071.6204,6397.4751600787
1663146000,2022-09-14 09:00:00,PRE/USDT,0.078558,0.079087,0.078297,0.079013,77365.4437,6098.6247417923
1663142400,2022-09-14 08:00:00,PRE/USDT,0.077417,0.08,0.077356,0.078297,119934.9101,9395.8101167369
1663138800,2022-09-14 07:00:00,PRE/USDT,0.078399,0.078399,0.07704,0.077419,103745.7152,8060.0022818683
1663135200,2022-09-14 06:00:00,PRE/USDT,0.07795,0.079004,0.077677,0.078412,77807.6353,6076.9646377052
1663131600,2022-09-14 05:00:00,PRE/USDT,0.076934,0.078194,0.076721,0.077712,105052.9499,8165.9050442593
1663128000,2022-09-14 04:00:00,PRE/USDT,0.077166,0.077317,0.076734,0.076734,77044.293,5936.2209268314
1663124400,2022-09-14 03:00:00,PRE/USDT,0.077069,0.077441,0.076947,0.077167,39973.7779,3087.9746680051
1663120800,2022-09-14 02:00:00,PRE/USDT,0.07885,0.078947,0.076364,0.077158,46905.5823,3618.037395401
1663117200,2022-09-14 01:00:00,PRE/USDT,0.0745,0.0831,0.074207,0.078903,194687.0098,15061.8001119228
1663113600,2022-09-14 00:00:00,PRE/USDT,0.073734,0.074578,0.07347,0.0745,12242.2676,904.2844098086
1663110000,2022-09-13 23:00:00,PRE/USDT,0.073862,0.07396,0.073523,0.073573,45945.8311,3390.5999431532
1663106400,2022-09-13 22:00:00,PRE/USDT,0.073986,0.074062,0.073655,0.073885,38175.3838,2817.5874279639
1663102800,2022-09-13 21:00:00,PRE/USDT,0.074433,0.074899,0.073655,0.073697,35919.0749,2665.9738790084
1663099200,2022-09-13 20:00:00,PRE/USDT,0.074354,0.074468,0.074073,0.074433,42382.605,3149.9642082351
1663095600,2022-09-13 19:00:00,PRE/USDT,0.07718,0.07718,0.074067,0.074249,30483.6035,2294.658060822
1663092000,2022-09-13 18:00:00,PRE/USDT,0.076565,0.077592,0.0765,0.07718,58839.6631,4537.6238336445
1663088400,2022-09-13 17:00:00,PRE/USDT,0.076063,0.077809,0.074997,0.076947,88698.996,6708.5077901664
1663084800,2022-09-13 16:00:00,PRE/USDT,0.076143,0.076146,0.075887,0.07606,42104.0629,3201.5650850446
1663081200,2022-09-13 15:00:00,PRE/USDT,0.07786,0.078133,0.075885,0.075974,62830.5437,4831.6643285396
1663077600,2022-09-13 14:00:00,PRE/USDT,0.07698,0.07786,0.076946,0.07786,21744.6146,1687.2136620239
1663074000,2022-09-13 13:00:00,PRE/USDT,0.077316,0.077999,0.07654,0.07698,56430.8906,4348.6129199969
1663070400,2022-09-13 12:00:00,PRE/USDT,0.080828,0.082816,0.076735,0.077025,117153.8906,9463.1171590944
1663066800,2022-09-13 11:00:00,PRE/USDT,0.07981,0.081008,0.079779,0.080834,32630.8053,2623.461016364
1663063200,2022-09-13 10:00:00,PRE/USDT,0.079895,0.080239,0.079234,0.079808,47214.2776,3761.6290931793
1663059600,2022-09-13 09:00:00,PRE/USDT,0.078416,0.080316,0.078338,0.079708,47450.8267,3750.8102468859
1663056000,2022-09-13 08:00:00,PRE/USDT,0.079065,0.079108,0.07836,0.078684,64871.7029,5109.0747600823
1663052400,2022-09-13 07:00:00,PRE/USDT,0.081993,0.082084,0.078585,0.078765,111858.785,8919.2793862409
1663048800,2022-09-13 06:00:00,PRE/USDT,0.081714,0.083099,0.080401,0.082295,71882.3861,5903.5374607707
1663045200,2022-09-13 05:00:00,PRE/USDT,0.081545,0.082972,0.080118,0.081502,73670.2424,6007.2181670271
1663041600,2022-09-13 04:00:00,PRE/USDT,0.081114,0.081597,0.080932,0.081545,56437.1835,4590.3903738234
1663038000,2022-09-13 03:00:00,PRE/USDT,0.080735,0.081752,0.080702,0.081116,74224.3128,6030.0805487407
1663034400,2022-09-13 02:00:00,PRE/USDT,0.079516,0.084814,0.078203,0.080734,192253.4469,15427.0224595827
1663030800,2022-09-13 01:00:00,PRE/USDT,0.080729,0.081383,0.079202,0.079527,49251.4567,3977.7932784161
1663027200,2022-09-13 00:00:00,PRE/USDT,0.078413,0.084814,0.077975,0.080446,188704.3947,15178.0110910804
1663023600,2022-09-12 23:00:00,PRE/USDT,0.079164,0.079399,0.07809,0.078146,83184.2264,6544.0754094465
1663020000,2022-09-12 22:00:00,PRE/USDT,0.07956,0.079642,0.078454,0.079158,86773.2968,6890.6431931616
1663016400,2022-09-12 21:00:00,PRE/USDT,0.079629,0.081321,0.079293,0.079301,104484.4313,8337.5860177342
1663012800,2022-09-12 20:00:00,PRE/USDT,0.079306,0.079675,0.078965,0.079448,72083.7434,5722.364996294
1663009200,2022-09-12 19:00:00,PRE/USDT,0.076933,0.080234,0.076898,0.079003,88837.7585,7041.425472522
1663005600,2022-09-12 18:00:00,PRE/USDT,0.076495,0.078399,0.075754,0.076927,121518.483,9328.6852653948
1663002000,2022-09-12 17:00:00,PRE/USDT,0.076305,0.076699,0.076241,0.076495,87481.1455,6690.9926329096
1662998400,2022-09-12 16:00:00,PRE/USDT,0.077587,0.077775,0.076,0.076304,96370.8916,7407.8313115215
1662994800,2022-09-12 15:00:00,PRE/USDT,0.077194,0.078027,0.077194,0.077532,45116.4229,3496.2544388655
1662991200,2022-09-12 14:00:00,PRE/USDT,0.077999,0.078062,0.077193,0.077323,103721.4088,8040.5450310224
1662987600,2022-09-12 13:00:00,PRE/USDT,0.077405,0.07822,0.077386,0.077999,25417.6457,1979.6165541777
1662984000,2022-09-12 12:00:00,PRE/USDT,0.07783,0.078074,0.07727,0.077405,40934.6144,3177.4013663798
1662980400,2022-09-12 11:00:00,PRE/USDT,0.078246,0.078358,0.077817,0.07783,51288.4209,4006.6232359565
1662976800,2022-09-12 10:00:00,PRE/USDT,0.07838,0.078524,0.078059,0.078081,41631.7426,3260.8031301693
1662973200,2022-09-12 09:00:00,PRE/USDT,0.078493,0.0785,0.077779,0.078382,41509.9883,3239.4996425059
1662969600,2022-09-12 08:00:00,PRE/USDT,0.07939,0.079434,0.077781,0.078493,27374.8599,2157.3820627021
1662966000,2022-09-12 07:00:00,PRE/USDT,0.07949,0.079504,0.079331,0.079392,32986.359,2620.8568188877
1662962400,2022-09-12 06:00:00,PRE/USDT,0.07956,0.079637,0.0785,0.07949,16975.7645,1348.7896724226
1662958800,2022-09-12 05:00:00,PRE/USDT,0.079243,0.079586,0.079093,0.079543,36362.5744,2887.6682652573
1662955200,2022-09-12 04:00:00,PRE/USDT,0.079946,0.080018,0.079067,0.079245,40665.3551,3228.9427652553
1662951600,2022-09-12 03:00:00,PRE/USDT,0.081281,0.081517,0.0795,0.080106,39363.3967,3183.0230949949
1662948000,2022-09-12 02:00:00,PRE/USDT,0.081417,0.081822,0.081001,0.081519,51926.7184,4237.3282055154
1662944400,2022-09-12 01:00:00,PRE/USDT,0.081352,0.081759,0.081121,0.081754,43742.8162,3562.9158666863
1662940800,2022-09-12 00:00:00,PRE/USDT,0.081515,0.081647,0.081012,0.081409,63526.4675,5163.1225625043
1662937200,2022-09-11 23:00:00,PRE/USDT,0.080624,0.082192,0.080312,0.081058,41807.3408,3391.0564337072
1662933600,2022-09-11 22:00:00,PRE/USDT,0.080153,0.080689,0.08,0.080626,47764.4947,3835.4274853478
1662930000,2022-09-11 21:00:00,PRE/USDT,0.081052,0.082,0.080023,0.080153,59320.62,4799.3480243017
1662926400,2022-09-11 20:00:00,PRE/USDT,0.081309,0.0815,0.080755,0.080848,76136.3651,6179.4718005701
1662922800,2022-09-11 19:00:00,PRE/USDT,0.080766,0.0819,0.08075,0.081246,57655.4616,4699.0068412887
1662919200,2022-09-11 18:00:00,PRE/USDT,0.081892,0.0819,0.080039,0.080909,97075.8891,7879.4930054364
1662915600,2022-09-11 17:00:00,PRE/USDT,0.080942,0.082,0.080603,0.081523,60967.3907,4960.5808877909
1662912000,2022-09-11 16:00:00,PRE/USDT,0.07936,0.080942,0.079261,0.080942,49597.9931,3948.7187680238
1662908400,2022-09-11 15:00:00,PRE/USDT,0.077983,0.079429,0.077819,0.079429,45989.1146,3622.5512654066
1662904800,2022-09-11 14:00:00,PRE/USDT,0.078058,0.078151,0.077486,0.077983,71804.8378,5588.7847024905
1662901200,2022-09-11 13:00:00,PRE/USDT,0.077325,0.0791,0.077201,0.077725,91990.5993,7188.8350326251
1662897600,2022-09-11 12:00:00,PRE/USDT,0.079448,0.0799,0.077201,0.077203,95420.3338,7506.8048462071
1662894000,2022-09-11 11:00:00,PRE/USDT,0.078482,0.0796,0.078327,0.079448,73763.3383,5832.9816218595
1662890400,2022-09-11 10:00:00,PRE/USDT,0.077486,0.079,0.077201,0.078438,78749.1643,6107.8949676726
1662886800,2022-09-11 09:00:00,PRE/USDT,0.076027,0.079,0.075911,0.077488,100996.1767,7822.850469604
1662883200,2022-09-11 08:00:00,PRE/USDT,0.076616,0.077122,0.075734,0.076148,93329.2736,7117.1429232522
1662879600,2022-09-11 07:00:00,PRE/USDT,0.075243,0.077041,0.074816,0.076614,110643.2947,8333.2498126234
1662876000,2022-09-11 06:00:00,PRE/USDT,0.077475,0.077841,0.075016,0.075132,76577.3198,5834.5954964219
1662872400,2022-09-11 05:00:00,PRE/USDT,0.076966,0.07759,0.076398,0.077472,96550.8322,7436.8347248035
1662868800,2022-09-11 04:00:00,PRE/USDT,0.076071,0.076979,0.075907,0.076966,76156.0266,5810.4094159177
1662865200,2022-09-11 03:00:00,PRE/USDT,0.076511,0.076561,0.075754,0.076111,121817.5073,9270.7242269077
1662861600,2022-09-11 02:00:00,PRE/USDT,0.076865,0.076865,0.076327,0.076327,93314.8326,7145.6350035879
1662858000,2022-09-11 01:00:00,PRE/USDT,0.07672,0.077159,0.076663,0.076663,27183.9614,2091.2687914447
1662854400,2022-09-11 00:00:00,PRE/USDT,0.077111,0.077558,0.07672,0.076843,46452.9087,3579.7892865265
1662850800,2022-09-10 23:00:00,PRE/USDT,0.076306,0.077825,0.075708,0.077329,37234.5362,2850.1473848406
1662847200,2022-09-10 22:00:00,PRE/USDT,0.077557,0.077791,0.075019,0.076325,59711.7389,4568.3267033547
1662843600,2022-09-10 21:00:00,PRE/USDT,0.077706,0.077775,0.07767,0.07767,238.5355,18.5357325193
1662840000,2022-09-10 20:00:00,PRE/USDT,0.077855,0.078511,0.07715,0.077807,29292.9869,2286.1535253984
1662836400,2022-09-10 19:00:00,PRE/USDT,0.077017,0.078203,0.076755,0.078072,46194.0717,3565.8272086631
1662832800,2022-09-10 18:00:00,PRE/USDT,0.075828,0.079004,0.075538,0.076819,90399.0583,6906.039491497
1662829200,2022-09-10 17:00:00,PRE/USDT,0.075233,0.076153,0.074985,0.075614,42755.02,3241.2217526835
1662825600,2022-09-10 16:00:00,PRE/USDT,0.074958,0.075906,0.074245,0.074694,75584.9307,5636.7781787821
1662822000,2022-09-10 15:00:00,PRE/USDT,0.07594,0.0765,0.074488,0.074566,74313.7622,5579.4645655783
1662818400,2022-09-10 14:00:00,PRE/USDT,0.076902,0.077297,0.075016,0.07599,67939.6949,5204.9433377242
1662814800,2022-09-10 13:00:00,PRE/USDT,0.076754,0.0776,0.07654,0.076744,51110.4425,3921.9253087176
1662811200,2022-09-10 12:00:00,PRE/USDT,0.076864,0.076879,0.076658,0.076658,41538.3224,3189.9747678999
1662807600,2022-09-10 11:00:00,PRE/USDT,0.076541,0.076881,0.076541,0.07681,45083.8228,3462.720209903
1662804000,2022-09-10 10:00:00,PRE/USDT,0.076178,0.076768,0.076005,0.076686,47977.6576,3668.0985923943
1662800400,2022-09-10 09:00:00,PRE/USDT,0.077805,0.077837,0.075943,0.076183,66836.1418,5122.9503672752
1662796800,2022-09-10 08:00:00,PRE/USDT,0.077815,0.077955,0.077515,0.077718,69051.9044,5369.8500406711
1662793200,2022-09-10 07:00:00,PRE/USDT,0.076945,0.078998,0.076251,0.077703,100943.5754,7825.6822296627
1662789600,2022-09-10 06:00:00,PRE/USDT,0.077289,0.077575,0.07654,0.076625,73383.779,5660.7650265042
1662786000,2022-09-10 05:00:00,PRE/USDT,0.076391,0.077988,0.076269,0.077378,51521.0258,3959.1062066433
1662782400,2022-09-10 04:00:00,PRE/USDT,0.076084,0.076691,0.076084,0.076551,76057.2012,5817.1652593752
1662778800,2022-09-10 03:00:00,PRE/USDT,0.075316,0.076573,0.075292,0.076434,53503.0471,4045.0839107241
1662775200,2022-09-10 02:00:00,PRE/USDT,0.075822,0.075942,0.075175,0.075316,80094.287,6045.608639452
1662771600,2022-09-10 01:00:00,PRE/USDT,0.076528,0.0775,0.075193,0.075374,111666.1352,8504.3306670419
1662768000,2022-09-10 00:00:00,PRE/USDT,0.076762,0.077158,0.076249,0.07653,97194.3157,7461.6488157393
1662764400,2022-09-09 23:00:00,PRE/USDT,0.076313,0.077,0.076025,0.076842,79152.8712,6054.3306241394
1662760800,2022-09-09 22:00:00,PRE/USDT,0.076239,0.07658,0.075945,0.076313,78477.0772,5977.1062763946
1662757200,2022-09-09 21:00:00,PRE/USDT,0.077497,0.077538,0.076064,0.076097,116511.2999,8927.7621116165
1662753600,2022-09-09 20:00:00,PRE/USDT,0.077958,0.078442,0.076765,0.077078,111475.4138,8657.0122879219
1662750000,2022-09-09 19:00:00,PRE/USDT,0.081649,0.082415,0.0749,0.077709,176040.5627,13752.8420501576
1662746400,2022-09-09 18:00:00,PRE/USDT,0.07875,0.086357,0.077988,0.081322,304007.6664,24801.1696928584
1662742800,2022-09-09 17:00:00,PRE/USDT,0.076202,0.081751,0.075854,0.078718,212421.0609,16514.5145624513
1662739200,2022-09-09 16:00:00,PRE/USDT,0.078395,0.0784,0.074111,0.076196,285712.2066,21626.7905279317
1662735600,2022-09-09 15:00:00,PRE/USDT,0.080696,0.080885,0.078388,0.078388,139608.1844,11179.2179590378
1662732000,2022-09-09 14:00:00,PRE/USDT,0.079624,0.081276,0.07945,0.080696,203419.7264,16410.823913504
1662728400,2022-09-09 13:00:00,PRE/USDT,0.078276,0.080388,0.077743,0.079621,135298.245,10712.8792553311
1662724800,2022-09-09 12:00:00,PRE/USDT,0.078503,0.078998,0.077912,0.077984,56737.3794,4445.5481728003
1662721200,2022-09-09 11:00:00,PRE/USDT,0.077486,0.078993,0.0774,0.078503,55121.2901,4289.6068905473
1662717600,2022-09-09 10:00:00,PRE/USDT,0.076993,0.077532,0.076767,0.077486,52787.1098,4072.9920081261
1662714000,2022-09-09 09:00:00,PRE/USDT,0.07724,0.077314,0.076767,0.076773,80425.0754,6189.2211369567
1662710400,2022-09-09 08:00:00,PRE/USDT,0.078207,0.07827,0.076934,0.077016,92147.6249,7127.5392190988
1662706800,2022-09-09 07:00:00,PRE/USDT,0.079497,0.079497,0.078,0.078285,65607.1145,5149.2090913836
1662703200,2022-09-09 06:00:00,PRE/USDT,0.079285,0.0795,0.078044,0.079497,43667.0833,3435.4120781055
1662699600,2022-09-09 05:00:00,PRE/USDT,0.080709,0.0808,0.077916,0.079383,183602.5793,14500.9060058354
1662696000,2022-09-09 04:00:00,PRE/USDT,0.07951,0.080999,0.079457,0.080386,86951.2147,6985.5424963217
1662692400,2022-09-09 03:00:00,PRE/USDT,0.079348,0.079544,0.079324,0.07951,63613.7006,5053.2492767147
1662688800,2022-09-09 02:00:00,PRE/USDT,0.079131,0.0794,0.079047,0.079348,65398.0097,5184.2584058204
1662685200,2022-09-09 01:00:00,PRE/USDT,0.079081,0.079467,0.077343,0.079131,83426.9575,6590.4393800155
1662681600,2022-09-09 00:00:00,PRE/USDT,0.076966,0.08,0.076767,0.079083,104546.3073,8215.7464916623
1662678000,2022-09-08 23:00:00,PRE/USDT,0.076056,0.077097,0.0755,0.076767,89143.6752,6834.7821990722
1662674400,2022-09-08 22:00:00,PRE/USDT,0.076591,0.076591,0.074639,0.076366,143986.3015,10852.4917053766
1662670800,2022-09-08 21:00:00,PRE/USDT,0.07635,0.076618,0.075795,0.076591,98171.5477,7489.0150888899
1662667200,2022-09-08 20:00:00,PRE/USDT,0.075234,0.076571,0.075226,0.076571,30198.5008,2296.9422551953
1662663600,2022-09-08 19:00:00,PRE/USDT,0.07687,0.076872,0.07449,0.07523,123381.1721,9321.0692673173
1662660000,2022-09-08 18:00:00,PRE/USDT,0.079109,0.079587,0.075016,0.07687,155803.9098,12075.9087194588
1662656400,2022-09-08 17:00:00,PRE/USDT,0.078395,0.081382,0.078298,0.079027,133702.941,10569.8057787214
1662652800,2022-09-08 16:00:00,PRE/USDT,0.078301,0.079362,0.077859,0.078393,99385.6608,7776.7042804677
1662649200,2022-09-08 15:00:00,PRE/USDT,0.077887,0.0808,0.077729,0.078234,140815.3835,11122.9887154373
1662645600,2022-09-08 14:00:00,PRE/USDT,0.077606,0.077938,0.077321,0.077938,95983.4404,7443.2790540346
1662642000,2022-09-08 13:00:00,PRE/USDT,0.077465,0.077679,0.077321,0.077608,119785.4295,9288.1637908629
1662638400,2022-09-08 12:00:00,PRE/USDT,0.077835,0.0779,0.077414,0.077414,120223.4498,9339.4539221663
1662634800,2022-09-08 11:00:00,PRE/USDT,0.078373,0.078473,0.076686,0.077605,121119.7735,9448.3112052552
1662631200,2022-09-08 10:00:00,PRE/USDT,0.078141,0.078399,0.078115,0.078398,94461.9178,7389.0950695567
