https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DSLA,Volume BTC
1663459200,2022-09-18 00:00:00,DSLA/BTC,0.0000000414,0.0000000418,0.0000000413,0.0000000417,281855.5956,0.01174176559387
1663372800,2022-09-17 00:00:00,DSLA/BTC,0.0000000421,0.0000000421,0.0000000404,0.0000000414,9489331.6665,0.39121493383047
1663286400,2022-09-16 00:00:00,DSLA/BTC,0.000000042,0.0000000433,0.0000000409,0.0000000421,11486503.1807,0.47834252334503
1663200000,2022-09-15 00:00:00,DSLA/BTC,0.0000000421,0.0000000439,0.0000000415,0.000000042,13041210.0719,0.54945989296977
1663113600,2022-09-14 00:00:00,DSLA/BTC,0.0000000425,0.000000043,0.0000000414,0.0000000421,9731139.505,0.40916678739939
1663027200,2022-09-13 00:00:00,DSLA/BTC,0.0000000384,0.0000000432,0.0000000375,0.0000000425,9401228.4997,0.3808059372576
1662940800,2022-09-12 00:00:00,DSLA/BTC,0.0000000408,0.0000000411,0.0000000383,0.0000000384,11311578.4212,0.44688009732043
1662854400,2022-09-11 00:00:00,DSLA/BTC,0.0000000387,0.0000000441,0.0000000377,0.0000000409,8613188.6618,0.34019736677939
1662768000,2022-09-10 00:00:00,DSLA/BTC,0.0000000398,0.0000000885,0.000000038,0.0000000387,24578700.1876,1.14362533625762
1662681600,2022-09-09 00:00:00,DSLA/BTC,0.0000000423,0.0000000428,0.0000000395,0.0000000398,10104397.5837,0.40925694713698
1662595200,2022-09-08 00:00:00,DSLA/BTC,0.0000000406,0.0000000433,0.0000000404,0.0000000423,7569725.8131,0.3174592100952
1662508800,2022-09-07 00:00:00,DSLA/BTC,0.0000000421,0.0000000422,0.0000000393,0.0000000406,12018746.2015,0.48842814711417
1662422400,2022-09-06 00:00:00,DSLA/BTC,0.0000000413,0.0000000433,0.0000000407,0.0000000422,8214038.5901,0.34308436433696
1662336000,2022-09-05 00:00:00,DSLA/BTC,0.0000000406,0.0000000414,0.0000000405,0.0000000413,7121320.0001,0.292325526964
1662249600,2022-09-04 00:00:00,DSLA/BTC,0.0000000419,0.0000000423,0.0000000406,0.0000000407,6638608.5979,0.27163746294126
1662163200,2022-09-03 00:00:00,DSLA/BTC,0.0000000427,0.0000000432,0.0000000415,0.0000000419,7984461.5487,0.33802092177751
1662076800,2022-09-02 00:00:00,DSLA/BTC,0.000000042,0.0000000435,0.0000000413,0.0000000427,11523054.2243,0.48939172556657
1661990400,2022-09-01 00:00:00,DSLA/BTC,0.000000044,0.0000000443,0.0000000415,0.000000042,6637090.1998,0.28597264229071
1661904000,2022-08-31 00:00:00,DSLA/BTC,0.000000045,0.000000045,0.0000000428,0.000000044,6318611.4898,0.27620464641999
1661817600,2022-08-30 00:00:00,DSLA/BTC,0.0000000447,0.0000000474,0.0000000442,0.000000045,9013789.8583,0.41103577388359
1661731200,2022-08-29 00:00:00,DSLA/BTC,0.0000000453,0.0000000457,0.0000000439,0.0000000447,5910143.9201,0.26568959703135
1661644800,2022-08-28 00:00:00,DSLA/BTC,0.0000000441,0.0000000454,0.0000000438,0.0000000454,6060904.2572,0.26884765530008
1661558400,2022-08-27 00:00:00,DSLA/BTC,0.0000000448,0.000000045,0.0000000435,0.0000000441,15399347.9284,0.67592946198737
1661472000,2022-08-26 00:00:00,DSLA/BTC,0.0000000453,0.0000000466,0.0000000442,0.0000000449,25987285.3311,1.17416055562753
1661385600,2022-08-25 00:00:00,DSLA/BTC,0.0000000457,0.0000000457,0.0000000449,0.0000000454,5383311.3071,0.24365399901914
1661299200,2022-08-24 00:00:00,DSLA/BTC,0.0000000451,0.0000000457,0.0000000447,0.0000000457,6839359.3657,0.31020126976508
1661212800,2022-08-23 00:00:00,DSLA/BTC,0.0000000434,0.0000000454,0.0000000434,0.0000000451,8935921.2496,0.39521193710983
1661126400,2022-08-22 00:00:00,DSLA/BTC,0.0000000479,0.0000000485,0.0000000431,0.0000000435,13092398.2186,0.59354049703803
1661040000,2022-08-21 00:00:00,DSLA/BTC,0.0000000475,0.0000000484,0.0000000468,0.0000000479,5971468.5441,0.28273885050273
1660953600,2022-08-20 00:00:00,DSLA/BTC,0.0000000494,0.0000000494,0.000000047,0.0000000475,7395704.924,0.35533519626716
1660867200,2022-08-19 00:00:00,DSLA/BTC,0.0000000496,0.0000000533,0.0000000479,0.0000000494,18002857.7335,0.88451695538972
1660780800,2022-08-18 00:00:00,DSLA/BTC,0.0000000492,0.0000000497,0.0000000487,0.0000000496,12561504.1717,0.61712589288201
1660694400,2022-08-17 00:00:00,DSLA/BTC,0.0000000491,0.0000000499,0.0000000478,0.0000000492,16517098.561,0.81114914916057
1660608000,2022-08-16 00:00:00,DSLA/BTC,0.0000000489,0.0000000497,0.0000000484,0.0000000491,7067814.5961,0.34611145261087
1660521600,2022-08-15 00:00:00,DSLA/BTC,0.000000049,0.0000000495,0.0000000476,0.0000000489,11072091.5745,0.53951597761823
1660435200,2022-08-14 00:00:00,DSLA/BTC,0.0000000496,0.0000000498,0.0000000483,0.0000000489,5962867.7867,0.29277408234142
