https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BEPRO,Volume USDT
1663459200,2022-09-18 00:00:00,BEPRO/USDT,0.00121433,0.00121816,0.00121135,0.00121501,127407.5598,154.529119021931
1663372800,2022-09-17 00:00:00,BEPRO/USDT,0.001145,0.00125,0.00113831,0.00121484,58558674.5669,69896.001947672897
1663286400,2022-09-16 00:00:00,BEPRO/USDT,0.0011492,0.00116,0.0011093,0.001145,66410529.3539,75340.265241851919
1663200000,2022-09-15 00:00:00,BEPRO/USDT,0.001192,0.0011967,0.00113025,0.0011491,61426620.14935893,71388.955287348758023
1663113600,2022-09-14 00:00:00,BEPRO/USDT,0.0012314,0.0012388,0.0011634,0.001192,55202887.2533,65915.896488220598
1663027200,2022-09-13 00:00:00,BEPRO/USDT,0.00125724,0.00131604,0.00119685,0.00122548,80703760.6123,100948.411761765591
1662940800,2022-09-12 00:00:00,BEPRO/USDT,0.00128674,0.0013,0.00124642,0.0012646,70929856.2257,90262.858836354407
1662854400,2022-09-11 00:00:00,BEPRO/USDT,0.0012322,0.0012939,0.0012057,0.0012937,45082856.1901,56441.889111503162
1662768000,2022-09-10 00:00:00,BEPRO/USDT,0.00118799,0.00124642,0.00116401,0.00123178,64097175.5037,76893.268241686726
1662681600,2022-09-09 00:00:00,BEPRO/USDT,0.0011314,0.0012073,0.00112226,0.00118767,62319484.1558345,72938.30256488866695
1662595200,2022-09-08 00:00:00,BEPRO/USDT,0.00109982,0.001136,0.0010943,0.00113139,60525755.371,67631.426972334353
1662508800,2022-09-07 00:00:00,BEPRO/USDT,0.00106,0.00112578,0.00104788,0.0011063,74004007.2757,79677.250297179309
1662422400,2022-09-06 00:00:00,BEPRO/USDT,0.00109241,0.00112233,0.00105,0.0010592,75175257.519,81915.61710228865
1662336000,2022-09-05 00:00:00,BEPRO/USDT,0.0011093,0.001116,0.0010358,0.00109739,101800327.9326,108738.053154137361
1662249600,2022-09-04 00:00:00,BEPRO/USDT,0.001145,0.001145,0.00110557,0.001116,11460056.6425,12958.830914846395
1662163200,2022-09-03 00:00:00,BEPRO/USDT,0.00112663,0.001155,0.0011249,0.00114489,21089130.2208,24104.400799979928
1662076800,2022-09-02 00:00:00,BEPRO/USDT,0.0011168,0.0011411,0.0010941,0.00112663,22895528.9074,25673.848681898286
1661990400,2022-09-01 00:00:00,BEPRO/USDT,0.0011199,0.0011413,0.00109752,0.0011231,18150011.5812,20184.08857800802
1661904000,2022-08-31 00:00:00,BEPRO/USDT,0.00112677,0.00114846,0.001115,0.00112,12939495.12323192,14663.5086606369153736
1661817600,2022-08-30 00:00:00,BEPRO/USDT,0.00119119,0.0012075,0.00110774,0.0011275,51015586.07979446,58736.0634959873056159
