https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTV,Volume USDT
1663459200,2022-09-18 00:00:00,MTV/USDT,0.0014676,0.0015138,0.0014221,0.0014629,51007624.4773,74771.29229421851
1663372800,2022-09-17 00:00:00,MTV/USDT,0.0011199,0.0016499,0.0011132,0.0014688,1465510798.55148698,2027694.633056640130537
1663286400,2022-09-16 00:00:00,MTV/USDT,0.0010678,0.0011578,0.0010646,0.0011167,152279686.7764,169274.34026903605
1663200000,2022-09-15 00:00:00,MTV/USDT,0.0011362,0.0011456,0.0010409,0.0010739,54281604.5724,59085.69560785068
1663113600,2022-09-14 00:00:00,MTV/USDT,0.0011575,0.0011982,0.0011157,0.0011386,50217950.7065,57861.29398242754
1663027200,2022-09-13 00:00:00,MTV/USDT,0.001333,0.001333,0.00115,0.0011575,79455388.5783,98077.78520742182
1662940800,2022-09-12 00:00:00,MTV/USDT,0.0011942,0.0014141,0.0011837,0.0013332,151913556.2125,199202.30808007227
1662854400,2022-09-11 00:00:00,MTV/USDT,0.0011922,0.001218,0.0011777,0.0011942,16881903.5539,20118.93314579579
1662768000,2022-09-10 00:00:00,MTV/USDT,0.0011558,0.001214,0.0011362,0.0011922,32418917.3051,38346.70967482881
1662681600,2022-09-09 00:00:00,MTV/USDT,0.0010622,0.001191,0.0010431,0.0011554,67211351.3662,76152.11349829176
1662595200,2022-09-08 00:00:00,MTV/USDT,0.00109,0.0010992,0.0010247,0.001062,51324105.3812,54190.17965635016
1662508800,2022-09-07 00:00:00,MTV/USDT,0.0010312,0.0010943,0.0010079,0.0010901,33274764.7607,34604.62089421968
1662422400,2022-09-06 00:00:00,MTV/USDT,0.0010733,0.0011024,0.001005,0.0010319,78275091.2673,82404.79309382337
1662336000,2022-09-05 00:00:00,MTV/USDT,0.001112,0.0011144,0.00105,0.0010713,44792813.5952,48202.49324619214
1662249600,2022-09-04 00:00:00,MTV/USDT,0.0011243,0.0011319,0.001098,0.0011129,23882272.618,26524.19134908593
1662163200,2022-09-03 00:00:00,MTV/USDT,0.001115,0.0011488,0.0010981,0.0011199,23503350.371,26407.72552282484
1662076800,2022-09-02 00:00:00,MTV/USDT,0.0011166,0.00115,0.001098,0.0011148,23522803.7376,26307.55875351222
1661990400,2022-09-01 00:00:00,MTV/USDT,0.0011,0.0011308,0.00108,0.0011112,33139452.34622007,36566.458236420375227
1661904000,2022-08-31 00:00:00,MTV/USDT,0.0011171,0.0011175,0.0010834,0.0011,23498201.18227995,25931.651968637153906
1661817600,2022-08-30 00:00:00,MTV/USDT,0.0010986,0.00123,0.0010909,0.0011171,50235673.3419335,57203.919096064785057
1661731200,2022-08-29 00:00:00,MTV/USDT,0.0011016,0.0011175,0.001085,0.0010959,35395848.87657956,38909.752917063810447
1661644800,2022-08-28 00:00:00,MTV/USDT,0.0011216,0.0011297,0.0010565,0.0011016,64883043.60590999,71059.627478059112405
1661558400,2022-08-27 00:00:00,MTV/USDT,0.0011324,0.001165,0.0011,0.0011212,48875081.12537155,55262.37102105602923
1661472000,2022-08-26 00:00:00,MTV/USDT,0.0011891,0.001212,0.0011226,0.0011374,42774354.33751575,49860.848519588624249
1661385600,2022-08-25 00:00:00,MTV/USDT,0.0012247,0.0012567,0.00118,0.0011883,31339196.4357606,38144.329882503736456
1661299200,2022-08-24 00:00:00,MTV/USDT,0.0012306,0.001264,0.0012151,0.0012246,32382969.68751326,40015.622071205940037
1661212800,2022-08-23 00:00:00,MTV/USDT,0.001212,0.001272,0.00119,0.001236,63629792.75429454,77951.108707382209136
1661126400,2022-08-22 00:00:00,MTV/USDT,0.0012763,0.0012972,0.0011941,0.0012079,45591488.23956258,56542.433473765447392
1661040000,2022-08-21 00:00:00,MTV/USDT,0.0012413,0.0012988,0.00124,0.00127,29203240.54639123,37148.968184647371863
1660953600,2022-08-20 00:00:00,MTV/USDT,0.0011606,0.0013349,0.0011603,0.0012415,95938044.95917647,119820.997945051390095
1660867200,2022-08-19 00:00:00,MTV/USDT,0.0012906,0.0012906,0.0011413,0.001167,114743790.36975578,136812.103169045942577
1660780800,2022-08-18 00:00:00,MTV/USDT,0.0012463,0.0013999,0.001237,0.0012851,110812115.24016527,145681.579904817565039
1660694400,2022-08-17 00:00:00,MTV/USDT,0.0013536,0.0013756,0.001231,0.0012466,99921977.42929539,130532.407218652796402
1660608000,2022-08-16 00:00:00,MTV/USDT,0.0014257,0.00144,0.0013536,0.0013589,69225799.5210796,95881.591782169865364
1660521600,2022-08-15 00:00:00,MTV/USDT,0.0014465,0.0015,0.0014001,0.0014256,63662156.21452623,91214.829083029752
1660435200,2022-08-14 00:00:00,MTV/USDT,0.0014676,0.0015812,0.0014433,0.0014465,85429199.97723791,127638.989472285501149
