https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALEPH,Volume USDT
1661817600,2022-08-30 00:00:00,ALEPH/USDT,0.262456,0.262754,0.259529,0.260579,287199.7776,74903.7652809727
1661731200,2022-08-29 00:00:00,ALEPH/USDT,0.261024,0.262938,0.260677,0.262501,90063.0047,23584.4975185276
1661644800,2022-08-28 00:00:00,ALEPH/USDT,0.261797,0.262153,0.260197,0.260677,283002.7917,73793.4787672553
1661558400,2022-08-27 00:00:00,ALEPH/USDT,0.260678,0.262155,0.25988,0.261051,235066.7181,61285.142051483
1661472000,2022-08-26 00:00:00,ALEPH/USDT,0.260254,0.262155,0.259879,0.260535,162946.8029,42475.6521010582
1661385600,2022-08-25 00:00:00,ALEPH/USDT,0.259894,0.261803,0.259847,0.26027,98366.0226,25621.2605412536
1661299200,2022-08-24 00:00:00,ALEPH/USDT,0.26094,0.261959,0.259181,0.259358,200094.0011,52194.327995349
1661212800,2022-08-23 00:00:00,ALEPH/USDT,0.262175,0.262448,0.260109,0.26112,185895.1956,48505.2448099686
1661126400,2022-08-22 00:00:00,ALEPH/USDT,0.261369,0.262632,0.260229,0.262174,337309.2969,87995.6128697961
1661040000,2022-08-21 00:00:00,ALEPH/USDT,0.261068,0.262861,0.26013,0.261853,599181.1304,156311.5203575475
1660953600,2022-08-20 00:00:00,ALEPH/USDT,0.260962,0.26145,0.260414,0.261068,213847.8804,55775.9361387924
1660867200,2022-08-19 00:00:00,ALEPH/USDT,0.260933,0.261798,0.259181,0.260414,513767.4515,133930.9896592584
1660780800,2022-08-18 00:00:00,ALEPH/USDT,0.261105,0.262154,0.260287,0.260967,84336.4209,22035.4391156379
1660694400,2022-08-17 00:00:00,ALEPH/USDT,0.261573,0.261803,0.260196,0.261104,162250.2283,42334.115101087
1660608000,2022-08-16 00:00:00,ALEPH/USDT,0.261264,0.2618,0.260579,0.261494,51671.8945,13486.6447371225
1660521600,2022-08-15 00:00:00,ALEPH/USDT,0.260933,0.262678,0.260273,0.260637,164906.1554,43031.7278408809
1660435200,2022-08-14 00:00:00,ALEPH/USDT,0.260931,0.262508,0.260229,0.260877,106772.3946,27841.7848369063
1660348800,2022-08-13 00:00:00,ALEPH/USDT,0.260748,0.262195,0.260344,0.260933,94420.6464,24660.8399645771
1660262400,2022-08-12 00:00:00,ALEPH/USDT,0.260962,0.26189,0.250295,0.260638,381978.5929,97666.4152069756
1660176000,2022-08-11 00:00:00,ALEPH/USDT,0.261633,0.263215,0.260024,0.260982,269022.21797876,70372.59246488532556
1660089600,2022-08-10 00:00:00,ALEPH/USDT,0.261362,0.262508,0.260029,0.262164,148211.5913,38771.408138127
1660003200,2022-08-09 00:00:00,ALEPH/USDT,0.261137,0.261803,0.260313,0.261334,161941.4079,42243.8526232298
1659916800,2022-08-08 00:00:00,ALEPH/USDT,0.261282,0.262655,0.260613,0.261136,56924.7221,14880.1385898207
1659830400,2022-08-07 00:00:00,ALEPH/USDT,0.261217,0.262507,0.260229,0.261347,78140.1453,20422.9116958213
1659744000,2022-08-06 00:00:00,ALEPH/USDT,0.262292,0.26233,0.26003,0.260683,71275.6048,18597.9287619919
1659657600,2022-08-05 00:00:00,ALEPH/USDT,0.261098,0.262398,0.260041,0.262398,197389.7926,51530.7786229292
1659571200,2022-08-04 00:00:00,ALEPH/USDT,0.260748,0.261803,0.259747,0.261098,82591.1091,21540.0984495903
1659484800,2022-08-03 00:00:00,ALEPH/USDT,0.262483,0.262682,0.254916,0.260748,707181.3208,184292.5812069497
1659398400,2022-08-02 00:00:00,ALEPH/USDT,0.261094,0.2626,0.256154,0.2626,482266.4051,125828.3415678963
1659312000,2022-08-01 00:00:00,ALEPH/USDT,0.261027,0.261802,0.259085,0.261036,295187.8932,76889.8585168279
1659225600,2022-07-31 00:00:00,ALEPH/USDT,0.26074,0.26145,0.259181,0.260805,199374.424,51928.2817732596
1659139200,2022-07-30 00:00:00,ALEPH/USDT,0.261084,0.262111,0.259529,0.260386,158495.938,41292.3641233081
1659052800,2022-07-29 00:00:00,ALEPH/USDT,0.261284,0.262345,0.259157,0.260942,282169.0705,73499.993021291
1658966400,2022-07-28 00:00:00,ALEPH/USDT,0.261444,0.263669,0.246136,0.261284,401339.6555,104395.505706643
1658880000,2022-07-27 00:00:00,ALEPH/USDT,0.26197,0.263606,0.260218,0.261433,154784.9094,40500.7718585184
1658793600,2022-07-26 00:00:00,ALEPH/USDT,0.260669,0.2623,0.259982,0.26191,303321.9819,79097.3352183836
1658707200,2022-07-25 00:00:00,ALEPH/USDT,0.261099,0.262155,0.259529,0.260748,358877.6884,93567.5731378815
1658620800,2022-07-24 00:00:00,ALEPH/USDT,0.26188,0.262549,0.260106,0.260864,103716.4814,27086.0270872377
1658534400,2022-07-23 00:00:00,ALEPH/USDT,0.260832,0.262508,0.260093,0.261878,270716.5597,70628.9596180727
1658448000,2022-07-22 00:00:00,ALEPH/USDT,0.260845,0.262598,0.259969,0.261199,249752.0324,65138.2559244142
1658361600,2022-07-21 00:00:00,ALEPH/USDT,0.261057,0.262714,0.259693,0.260845,232912.4243,60810.6368156405
1658275200,2022-07-20 00:00:00,ALEPH/USDT,0.260744,0.262375,0.259814,0.261079,235115.8757,61327.1157026925
1658188800,2022-07-19 00:00:00,ALEPH/USDT,0.262543,0.262588,0.259825,0.26065,353047.03257223,92065.54450017040369
1658102400,2022-07-18 00:00:00,ALEPH/USDT,0.261399,0.262861,0.260143,0.262658,162726.39091697,42573.29881843817748
1658016000,2022-07-17 00:00:00,ALEPH/USDT,0.261381,0.262507,0.260261,0.260965,143836.22129905,37548.34447580643519
1657929600,2022-07-16 00:00:00,ALEPH/USDT,0.260654,0.262525,0.259181,0.261581,95263.37698433,24858.13006076884021
1657843200,2022-07-15 00:00:00,ALEPH/USDT,0.261337,0.262155,0.260302,0.260695,415692.21648482,108678.70427539137736
1657756800,2022-07-14 00:00:00,ALEPH/USDT,0.262199,0.262444,0.259957,0.26145,610392.31485345,159543.58573601973089
1657670400,2022-07-13 00:00:00,ALEPH/USDT,0.2607,0.262552,0.2588,0.262244,709008.49752342,185194.69961521227424
1657584000,2022-07-12 00:00:00,ALEPH/USDT,0.260986,0.261802,0.259,0.260954,714706.37649976,186395.10279318084104
1657497600,2022-07-11 00:00:00,ALEPH/USDT,0.261135,0.262155,0.259529,0.260977,661186.76645564,172640.26387607909922
1657411200,2022-07-10 00:00:00,ALEPH/USDT,0.260955,0.26145,0.260197,0.261128,979409.2186933,255672.11702779561723
1657324800,2022-07-09 00:00:00,ALEPH/USDT,0.262155,0.262155,0.260146,0.260957,1207812.82570235,315428.80361015418393
1657238400,2022-07-08 00:00:00,ALEPH/USDT,0.261832,0.2629,0.259766,0.261959,1157553.96184483,302686.16131054789255
1657152000,2022-07-07 00:00:00,ALEPH/USDT,0.262571,0.262861,0.261633,0.261819,1137405.71184812,298405.36268392089096
1657065600,2022-07-06 00:00:00,ALEPH/USDT,0.262118,0.262861,0.260229,0.262785,1024847.19804241,268208.80644729011299
1656979200,2022-07-05 00:00:00,ALEPH/USDT,0.261803,0.26286,0.2599,0.262084,1431617.26316565,374305.42696598417383
1656892800,2022-07-04 00:00:00,ALEPH/USDT,0.261999,0.263738,0.2599,0.261803,1202254.16041855,314650.59364547017826
1656806400,2022-07-03 00:00:00,ALEPH/USDT,0.261559,0.262506,0.2599,0.26097,710413.19427187,185823.35208231713325
1656720000,2022-07-02 00:00:00,ALEPH/USDT,0.261697,0.262506,0.2606,0.261801,807617.102113,211423.01213890997351
1656633600,2022-07-01 00:00:00,ALEPH/USDT,0.262637,0.263826,0.261011,0.261743,794938.35931242,208327.86909993293054
1656547200,2022-06-30 00:00:00,ALEPH/USDT,0.261856,0.264389,0.2606,0.262314,1680811.3053926,440518.57788037159762
1656460800,2022-06-29 00:00:00,ALEPH/USDT,0.2618,0.262155,0.260618,0.261818,769287.07346427,201360.18245213205226
1656374400,2022-06-28 00:00:00,ALEPH/USDT,0.260958,0.262507,0.2606,0.261715,711929.76354627,186034.48365209176513
1656288000,2022-06-27 00:00:00,ALEPH/USDT,0.26058,0.262508,0.26022,0.261072,729026.09926128,190127.13007698193536
1656201600,2022-06-26 00:00:00,ALEPH/USDT,0.262109,0.316568,0.254493,0.260643,875397.38316088,229556.2436284259433
1656115200,2022-06-25 00:00:00,ALEPH/USDT,0.261819,0.262861,0.26093,0.262307,857761.11423605,224312.94016465336859
1656028800,2022-06-24 00:00:00,ALEPH/USDT,0.262,0.262508,0.260579,0.261831,733584.88774326,191753.43519460046519
1655942400,2022-06-23 00:00:00,ALEPH/USDT,0.26075,0.263215,0.259943,0.261996,948435.7199389,247966.35926492994348
1655856000,2022-06-22 00:00:00,ALEPH/USDT,0.261099,0.261435,0.257629,0.260746,1608995.87953505,419133.8086713868872
1655769600,2022-06-21 00:00:00,ALEPH/USDT,0.262774,0.26752,0.259637,0.260982,1875707.68488489,492750.7091732368169
1655683200,2022-06-20 00:00:00,ALEPH/USDT,0.259652,0.265789,0.258263,0.262764,1212252.43969729,317069.44412348232071
1655596800,2022-06-19 00:00:00,ALEPH/USDT,0.261454,0.264,0.25557,0.260361,1016388.64950943,264868.53501964663192
1655510400,2022-06-18 00:00:00,ALEPH/USDT,0.261001,0.262,0.251856,0.26093,2108760.5593722,548470.17881092625742
1655424000,2022-06-17 00:00:00,ALEPH/USDT,0.260016,0.265814,0.259199,0.26115,907887.75352223,237670.05742184299504
1655337600,2022-06-16 00:00:00,ALEPH/USDT,0.26068,0.262508,0.257279,0.260396,1080501.18723181,280916.3086554420663
1655251200,2022-06-15 00:00:00,ALEPH/USDT,0.261712,0.266165,0.257866,0.260546,1885383.27887054,491979.6607030695368
1655164800,2022-06-14 00:00:00,ALEPH/USDT,0.261254,0.265262,0.258823,0.262534,1534006.84391692,400469.70627087117216
1655078400,2022-06-13 00:00:00,ALEPH/USDT,0.260735,0.265012,0.256822,0.260328,2346902.98177524,613138.51153447994841
1654992000,2022-06-12 00:00:00,ALEPH/USDT,0.261436,0.262834,0.260031,0.261314,1555095.252511,406465.35656738042382
1654905600,2022-06-11 00:00:00,ALEPH/USDT,0.261424,0.262671,0.253315,0.261424,1384110.51607941,361731.570966768049
1654819200,2022-06-10 00:00:00,ALEPH/USDT,0.261267,0.265162,0.260031,0.261423,1665099.06337755,435750.35827760427471
1654732800,2022-06-09 00:00:00,ALEPH/USDT,0.261109,0.262623,0.260735,0.261208,1222767.42311972,319774.81892259665148
1654646400,2022-06-08 00:00:00,ALEPH/USDT,0.261043,0.264465,0.259989,0.261344,1269189.99464734,331796.69495249605182
1654560000,2022-06-07 00:00:00,ALEPH/USDT,0.260949,0.263384,0.259747,0.261031,1795100.42527991,469536.53100640528858
1654473600,2022-06-06 00:00:00,ALEPH/USDT,0.260743,0.262372,0.260032,0.260946,1091479.31770977,285362.57725320581054
1654387200,2022-06-05 00:00:00,ALEPH/USDT,0.261224,0.261961,0.260466,0.261119,1158095.89867731,302458.16810428625052
1654300800,2022-06-04 00:00:00,ALEPH/USDT,0.261012,0.262048,0.259854,0.261218,1227350.79885779,320295.60829343205178
1654214400,2022-06-03 00:00:00,ALEPH/USDT,0.262152,0.262234,0.260051,0.261217,929089.94668046,242731.29549988456991
1654128000,2022-06-02 00:00:00,ALEPH/USDT,0.261501,0.26266,0.260736,0.262153,1078833.05515495,282213.89287577423594
1654041600,2022-06-01 00:00:00,ALEPH/USDT,0.261848,0.262937,0.260031,0.261975,1125145.05915461,293962.71342170021376
1653955200,2022-05-31 00:00:00,ALEPH/USDT,0.261676,0.262545,0.260714,0.261846,607534.84327907,159007.49173583313244
1653868800,2022-05-30 00:00:00,ALEPH/USDT,0.261874,0.26381,0.260762,0.26152,712188.80686304,186711.8043922071572
1653782400,2022-05-29 00:00:00,ALEPH/USDT,0.261171,0.261889,0.260209,0.261873,113533.40248526,29623.75663716381144
1653696000,2022-05-28 00:00:00,ALEPH/USDT,0.262716,0.263528,0.26044,0.260461,80615.01329384,21115.53237337418381
1653609600,2022-05-27 00:00:00,ALEPH/USDT,0.259756,0.264832,0.259322,0.26272,247866.82672043,64998.55256413760902
1653523200,2022-05-26 00:00:00,ALEPH/USDT,0.260989,0.264529,0.248481,0.259649,496606.24482952,129393.23569403509406
1653436800,2022-05-25 00:00:00,ALEPH/USDT,0.261703,0.262301,0.260712,0.260992,179183.28846705,46793.55600307583648
1653350400,2022-05-24 00:00:00,ALEPH/USDT,0.260891,0.262216,0.260712,0.261958,119596.89851667,31255.29967788388885
1653264000,2022-05-23 00:00:00,ALEPH/USDT,0.261167,0.262052,0.260012,0.260875,256890.73256846,66999.7320466124753
1653177600,2022-05-22 00:00:00,ALEPH/USDT,0.262289,0.262956,0.259958,0.260623,162915.61936655,42560.19429591854538
1653091200,2022-05-21 00:00:00,ALEPH/USDT,0.260702,0.262423,0.260677,0.261828,47304.89688819,12395.37476022961911
1653004800,2022-05-20 00:00:00,ALEPH/USDT,0.2617,0.262729,0.259258,0.260702,217831.08179457,56847.99320269636516
1652918400,2022-05-19 00:00:00,ALEPH/USDT,0.261622,0.263038,0.261289,0.261289,100459.62280352,26343.81867614352489
1652832000,2022-05-18 00:00:00,ALEPH/USDT,0.26296,0.263346,0.261302,0.261959,231890.92718951,60721.15549785069317
1652745600,2022-05-17 00:00:00,ALEPH/USDT,0.261596,0.263294,0.260869,0.262914,140594.42930508,36831.24945741908433
1652659200,2022-05-16 00:00:00,ALEPH/USDT,0.261684,0.263485,0.261085,0.261596,249101.84190058,65308.26886102161463
1652572800,2022-05-15 00:00:00,ALEPH/USDT,0.263178,0.264265,0.261554,0.262826,209478.98969768,55057.91257300504841
1652486400,2022-05-14 00:00:00,ALEPH/USDT,0.261648,0.265533,0.259321,0.263534,256622.1592792,67325.97476764987577
1652400000,2022-05-13 00:00:00,ALEPH/USDT,0.2647,0.278198,0.256759,0.261658,505235.92253707,132861.45380047783993
1652313600,2022-05-12 00:00:00,ALEPH/USDT,0.262551,0.271321,0.256541,0.264647,1298947.54955626,341868.618483447577
1652227200,2022-05-11 00:00:00,ALEPH/USDT,0.26227,0.266834,0.2451,0.26368,1425745.20246543,374455.92735423186608
1652140800,2022-05-10 00:00:00,ALEPH/USDT,0.260556,0.263956,0.259,0.262274,521510.88634855,136620.68460415205668
1652054400,2022-05-09 00:00:00,ALEPH/USDT,0.261966,0.262363,0.242623,0.260561,615905.02202333,160122.21847430048995
1651968000,2022-05-08 00:00:00,ALEPH/USDT,0.260936,0.262404,0.260624,0.261554,386977.30481593,101108.47667663391038
1651881600,2022-05-07 00:00:00,ALEPH/USDT,0.260966,0.262274,0.260484,0.261392,507497.29510193,132592.34222862284221
1651795200,2022-05-06 00:00:00,ALEPH/USDT,0.261181,0.262905,0.260655,0.26096,397009.9112654,103702.47306643061101
1651708800,2022-05-05 00:00:00,ALEPH/USDT,0.262405,0.262883,0.260615,0.261196,420899.66770489,110118.42565067744312
1651622400,2022-05-04 00:00:00,ALEPH/USDT,0.261161,0.263193,0.260614,0.262511,739602.59084384,193691.48134985226881
1651536000,2022-05-03 00:00:00,ALEPH/USDT,0.261259,0.262335,0.26,0.261288,399307.8006132,104458.85445688136663
1651449600,2022-05-02 00:00:00,ALEPH/USDT,0.261361,0.26208,0.259416,0.261237,986332.79368243,257021.11733853888783
1651363200,2022-05-01 00:00:00,ALEPH/USDT,0.260991,0.26283,0.260487,0.261613,516772.79195437,135091.73347737138704
1651276800,2022-04-30 00:00:00,ALEPH/USDT,0.262104,0.263026,0.255571,0.260985,853467.14755196,222960.08962400878003
1651190400,2022-04-29 00:00:00,ALEPH/USDT,0.261307,0.262288,0.260822,0.262099,443640.53633997,115945.98164468089345
1651104000,2022-04-28 00:00:00,ALEPH/USDT,0.261838,0.262712,0.261,0.261295,364427.16729669,95362.10134172178933
1651017600,2022-04-27 00:00:00,ALEPH/USDT,0.261362,0.265231,0.26081,0.261835,429779.58756349,112435.58942216444303
1650931200,2022-04-26 00:00:00,ALEPH/USDT,0.26145,0.261938,0.260696,0.261356,390946.58836594,102117.55369135812169
1650844800,2022-04-25 00:00:00,ALEPH/USDT,0.260998,0.262839,0.260001,0.261393,473993.40148603,123844.10162394663116
1650758400,2022-04-24 00:00:00,ALEPH/USDT,0.26145,0.261972,0.260227,0.26135,439084.61684698,114727.86076000174351
1650672000,2022-04-23 00:00:00,ALEPH/USDT,0.261384,0.262778,0.260271,0.261446,516991.70507563,135261.98304187911606
1650585600,2022-04-22 00:00:00,ALEPH/USDT,0.261123,0.262849,0.260256,0.261504,500993.59703671,131083.10078161395117
1650499200,2022-04-21 00:00:00,ALEPH/USDT,0.261207,0.262065,0.257177,0.261099,452113.63402991,118212.951377047296
1650412800,2022-04-20 00:00:00,ALEPH/USDT,0.261914,0.262764,0.260532,0.261213,513878.03091617,134302.88565706149109
1650326400,2022-04-19 00:00:00,ALEPH/USDT,0.261767,0.262679,0.260652,0.261908,520504.06633355,136104.4495852736734
1650240000,2022-04-18 00:00:00,ALEPH/USDT,0.248205,0.272982,0.242808,0.261613,739584.81839354,183802.35100886128846
1650153600,2022-04-17 00:00:00,ALEPH/USDT,0.251377,0.252696,0.248165,0.248205,753458.0468626,188647.14289895914751
1650067200,2022-04-16 00:00:00,ALEPH/USDT,0.249421,0.27743,0.248481,0.251357,622439.31862253,156080.06768991655665
1649980800,2022-04-15 00:00:00,ALEPH/USDT,0.248024,0.252242,0.243404,0.249586,1049242.56898321,258877.36744351156654
1649894400,2022-04-14 00:00:00,ALEPH/USDT,0.26071,0.264265,0.247802,0.248029,782720.88367777,203992.0810361571802
1649808000,2022-04-13 00:00:00,ALEPH/USDT,0.273332,0.273579,0.260193,0.260715,981185.44774558,258422.31322917485101
1649721600,2022-04-12 00:00:00,ALEPH/USDT,0.273874,0.279611,0.269316,0.273301,1414511.81720726,389555.15793227335118
1649635200,2022-04-11 00:00:00,ALEPH/USDT,0.269057,0.284864,0.26749,0.274222,2285890.87430941,631848.60561264567646
1649548800,2022-04-10 00:00:00,ALEPH/USDT,0.274902,0.27523,0.268991,0.269083,595790.69875262,162595.19650100695315
1649462400,2022-04-09 00:00:00,ALEPH/USDT,0.274769,0.275672,0.273729,0.275047,383028.90001093,105236.13635287579565
1649376000,2022-04-08 00:00:00,ALEPH/USDT,0.282055,0.28426,0.274683,0.274757,451618.1658194,126526.00333746715688
1649289600,2022-04-07 00:00:00,ALEPH/USDT,0.295186,0.29555,0.281445,0.282077,997021.92338454,289557.94789313623222
1649203200,2022-04-06 00:00:00,ALEPH/USDT,0.30221,0.302679,0.294936,0.295327,500499.51312424,149165.85876960236586
1649116800,2022-04-05 00:00:00,ALEPH/USDT,0.30257,0.303431,0.300125,0.302212,573437.79154868,173044.41946443621784
1649030400,2022-04-04 00:00:00,ALEPH/USDT,0.307936,0.311879,0.302858,0.303528,970501.21816466,297571.05177631756322
1648944000,2022-04-03 00:00:00,ALEPH/USDT,0.308953,0.31355,0.3072,0.307931,559132.95244708,172507.54345937377514
1648857600,2022-04-02 00:00:00,ALEPH/USDT,0.309549,0.311933,0.307408,0.308653,491961.17293667,152200.57525793943161
1648771200,2022-04-01 00:00:00,ALEPH/USDT,0.309983,0.31087,0.307219,0.309561,496516.58751802,153645.64325482047977
1648684800,2022-03-31 00:00:00,ALEPH/USDT,0.311434,0.313953,0.306923,0.310251,839796.28345296,260296.77976059397985
1648598400,2022-03-30 00:00:00,ALEPH/USDT,0.310144,0.31485,0.306859,0.311453,827746.84034897,257023.99680753890801
1648512000,2022-03-29 00:00:00,ALEPH/USDT,0.31756,0.31867,0.30783,0.31043,912668.60876517,285760.64877150463769
1648425600,2022-03-28 00:00:00,ALEPH/USDT,0.313147,0.330175,0.308381,0.31756,1258304.43790474,396316.73663606562615
1648339200,2022-03-27 00:00:00,ALEPH/USDT,0.308028,0.31326,0.3067,0.31326,714065.87184582,220764.52170521430772
1648252800,2022-03-26 00:00:00,ALEPH/USDT,0.309519,0.311156,0.306373,0.308316,734241.41166127,226755.89652348745196
1648166400,2022-03-25 00:00:00,ALEPH/USDT,0.309805,0.318904,0.308461,0.309503,1092852.20474878,340166.12565390407469
1648080000,2022-03-24 00:00:00,ALEPH/USDT,0.301306,0.310277,0.298234,0.309792,914177.2528715,277236.41527194821401
1647993600,2022-03-23 00:00:00,ALEPH/USDT,0.292236,0.302671,0.290666,0.301295,922561.82091664,275301.40406177899433
1647907200,2022-03-22 00:00:00,ALEPH/USDT,0.289869,0.294936,0.289222,0.291918,731561.53540449,213706.95468636931105
1647820800,2022-03-21 00:00:00,ALEPH/USDT,0.288328,0.291308,0.28589,0.289857,693685.8296314,199905.2431489663653
1647734400,2022-03-20 00:00:00,ALEPH/USDT,0.289521,0.29123,0.285459,0.288211,612921.98789451,176906.01692972432201
1647648000,2022-03-19 00:00:00,ALEPH/USDT,0.28632,0.291321,0.283741,0.290314,782550.04589309,225770.57718151925559
1647561600,2022-03-18 00:00:00,ALEPH/USDT,0.283208,0.289169,0.280923,0.286291,806052.90127653,228831.87774537817132
1647475200,2022-03-17 00:00:00,ALEPH/USDT,0.284614,0.286071,0.281097,0.283194,877457.53020476,248810.93596388281235
1647388800,2022-03-16 00:00:00,ALEPH/USDT,0.284092,0.286966,0.281934,0.284614,529454.58615108,150287.25624533358956
1647302400,2022-03-15 00:00:00,ALEPH/USDT,0.28551,0.28677,0.282208,0.2844,697799.9255916,198235.0643971375322
1647216000,2022-03-14 00:00:00,ALEPH/USDT,0.284265,0.286596,0.283015,0.285396,661618.43171268,188560.78772726232602
1647129600,2022-03-13 00:00:00,ALEPH/USDT,0.286954,0.288148,0.283008,0.284471,852337.10906508,243222.06181032127515
1647043200,2022-03-12 00:00:00,ALEPH/USDT,0.287471,0.28865,0.286581,0.287294,700528.52967696,201521.30254868171243
1646956800,2022-03-11 00:00:00,ALEPH/USDT,0.290348,0.290877,0.286542,0.287471,726297.37569037,209321.37391818759008
1646870400,2022-03-10 00:00:00,ALEPH/USDT,0.290643,0.293588,0.289191,0.290354,709803.22969572,206271.30910701940918
1646784000,2022-03-09 00:00:00,ALEPH/USDT,0.290562,0.294437,0.28891,0.291779,810499.59373273,236188.40548850668039
1646697600,2022-03-08 00:00:00,ALEPH/USDT,0.286046,0.291474,0.280188,0.290534,1068341.32937933,305977.62165793981376
1646611200,2022-03-07 00:00:00,ALEPH/USDT,0.294416,0.296519,0.284723,0.286098,694447.34355512,201107.27965588090471
1646524800,2022-03-06 00:00:00,ALEPH/USDT,0.302904,0.303844,0.292649,0.294013,972478.43029989,291086.40872047007738
1646438400,2022-03-05 00:00:00,ALEPH/USDT,0.301067,0.303702,0.298056,0.302896,807423.83349496,243355.80412637057637
1646352000,2022-03-04 00:00:00,ALEPH/USDT,0.350591,0.35389,0.3,0.301057,1136316.2413135,371062.72356646364279
1646265600,2022-03-03 00:00:00,ALEPH/USDT,0.352202,0.35561,0.350021,0.352422,538233.8774311,189583.22109237076329
1646179200,2022-03-02 00:00:00,ALEPH/USDT,0.358878,0.362792,0.351831,0.352445,616933.483897,220346.40212100318587
1646092800,2022-03-01 00:00:00,ALEPH/USDT,0.357019,0.363534,0.354,0.358871,663658.73861677,237887.89748571917632
1646006400,2022-02-28 00:00:00,ALEPH/USDT,0.346533,0.357344,0.345566,0.357014,632235.9105248,221665.8290663414331
1645920000,2022-02-27 00:00:00,ALEPH/USDT,0.372276,0.375546,0.337469,0.346575,884121.74221101,308172.29061061330855
1645833600,2022-02-26 00:00:00,ALEPH/USDT,0.381998,0.383249,0.370999,0.373112,606262.12931197,228366.23532136866985
1645747200,2022-02-25 00:00:00,ALEPH/USDT,0.373917,0.382118,0.370679,0.382011,533764.24957225,201533.04861071348755
1645660800,2022-02-24 00:00:00,ALEPH/USDT,0.38619,0.390179,0.361,0.373775,759521.2557207,285214.14805162375861
1645574400,2022-02-23 00:00:00,ALEPH/USDT,0.387019,0.39346,0.384553,0.386158,647167.48788836,251902.91482167431469
1645488000,2022-02-22 00:00:00,ALEPH/USDT,0.397949,0.402325,0.385215,0.387111,537767.42280188,210586.45676075106575
1645401600,2022-02-21 00:00:00,ALEPH/USDT,0.413443,0.416677,0.397412,0.397962,611948.96830558,249865.48665936507021
1645315200,2022-02-20 00:00:00,ALEPH/USDT,0.42807,0.430374,0.410946,0.414086,607959.97659244,254207.06343095114175
1645228800,2022-02-19 00:00:00,ALEPH/USDT,0.442684,0.445766,0.424,0.42807,640228.1825723,278166.11994758417465
1645142400,2022-02-18 00:00:00,ALEPH/USDT,0.483859,0.500955,0.434901,0.442675,1017623.26832393,471796.75575652396095
1645056000,2022-02-17 00:00:00,ALEPH/USDT,0.501563,0.509936,0.4825,0.483919,534630.66557645,265468.6791899183687
1644969600,2022-02-16 00:00:00,ALEPH/USDT,0.503901,0.509196,0.498726,0.501526,570713.15158742,287363.331455533276
1644883200,2022-02-15 00:00:00,ALEPH/USDT,0.480016,0.503901,0.471345,0.503901,1003478.38757201,490637.28172350534367
1644796800,2022-02-14 00:00:00,ALEPH/USDT,0.482775,0.4843,0.476723,0.479606,408601.17441098,196615.86534556941418
1644710400,2022-02-13 00:00:00,ALEPH/USDT,0.485024,0.490631,0.471345,0.482753,504598.32694752,244983.15888633457601
