https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHFT,Volume BTC
1663459200,2022-09-18 00:00:00,SHFT/BTC,0.00000092,0.00000093,0.00000092,0.00000093,711.6161,0.00065615468
1663372800,2022-09-17 00:00:00,SHFT/BTC,0.00000089,0.00000097,0.00000089,0.00000091,21995.5355,0.020044570565
1663286400,2022-09-16 00:00:00,SHFT/BTC,0.00000098,0.00000099,0.00000089,0.00000089,59081.7202,0.056131973176
1663200000,2022-09-15 00:00:00,SHFT/BTC,0.00000095,0.000001,0.00000093,0.00000097,70669.454,0.069102380954
1663113600,2022-09-14 00:00:00,SHFT/BTC,0.00000097,0.000001,0.00000094,0.00000095,30205.8027,0.029364649302
1663027200,2022-09-13 00:00:00,SHFT/BTC,0.00000093,0.00000101,0.00000086,0.00000094,119577.1023,0.112202614686
1662940800,2022-09-12 00:00:00,SHFT/BTC,0.00000106,0.00000106,0.00000093,0.00000094,61640.6209,0.059626121584
1662854400,2022-09-11 00:00:00,SHFT/BTC,0.00000102,0.0000011,0.00000102,0.00000105,30577.6566,0.032119131259
1662768000,2022-09-10 00:00:00,SHFT/BTC,0.00000104,0.00000108,0.000001,0.00000101,34635.3943,0.035749363312
1662681600,2022-09-09 00:00:00,SHFT/BTC,0.00000115,0.00000117,0.00000103,0.00000105,41580.6442,0.045051075715
1662595200,2022-09-08 00:00:00,SHFT/BTC,0.00000119,0.00000124,0.00000114,0.00000114,32218.7818,0.038237482624
1662508800,2022-09-07 00:00:00,SHFT/BTC,0.00000118,0.0000013,0.00000117,0.00000119,55123.516,0.067953068797
1662422400,2022-09-06 00:00:00,SHFT/BTC,0.00000118,0.00000126,0.00000117,0.00000118,36773.9948,0.04490769509
1662336000,2022-09-05 00:00:00,SHFT/BTC,0.00000113,0.00000122,0.0000011,0.00000118,37115.6396,0.042867287908
1662249600,2022-09-04 00:00:00,SHFT/BTC,0.00000118,0.00000121,0.0000011,0.0000011,18146.5995,0.020866956942
1662163200,2022-09-03 00:00:00,SHFT/BTC,0.00000119,0.00000125,0.00000112,0.00000117,60862.138,0.071289528634
1662076800,2022-09-02 00:00:00,SHFT/BTC,0.00000103,0.00000126,0.00000101,0.0000012,123980.2139,0.142705687839
1661990400,2022-09-01 00:00:00,SHFT/BTC,0.00000098,0.00000104,0.00000098,0.00000102,16789.5065,0.017022620298
1661904000,2022-08-31 00:00:00,SHFT/BTC,0.00000097,0.00000102,0.00000095,0.00000097,36626.5106,0.036315356906
1661817600,2022-08-30 00:00:00,SHFT/BTC,0.00000095,0.00000103,0.00000082,0.00000096,109123.7477,0.105391147354
1661731200,2022-08-29 00:00:00,SHFT/BTC,0.00000094,0.00000095,0.00000085,0.00000093,61197.8516,0.055228919814
1661644800,2022-08-28 00:00:00,SHFT/BTC,0.00000091,0.00000096,0.00000091,0.00000093,13388.3144,0.012499469001
1661558400,2022-08-27 00:00:00,SHFT/BTC,0.00000103,0.00000104,0.0000009,0.00000093,61890.159,0.05994406218
1661472000,2022-08-26 00:00:00,SHFT/BTC,0.00000108,0.00000108,0.00000096,0.00000104,88629.8551,0.089681470398
1661385600,2022-08-25 00:00:00,SHFT/BTC,0.00000104,0.00000109,0.00000102,0.00000106,44362.886,0.046883888829
1661299200,2022-08-24 00:00:00,SHFT/BTC,0.00000103,0.00000104,0.000001,0.00000104,10546.1712,0.010787245379
1661212800,2022-08-23 00:00:00,SHFT/BTC,0.00000104,0.00000107,0.00000102,0.00000102,22494.4782,0.023434561771
1661126400,2022-08-22 00:00:00,SHFT/BTC,0.00000107,0.00000109,0.00000104,0.00000104,104555.9374,0.109202275351
1661040000,2022-08-21 00:00:00,SHFT/BTC,0.0000011,0.00000111,0.00000106,0.00000107,6863.0818,0.007512012231
1660953600,2022-08-20 00:00:00,SHFT/BTC,0.00000112,0.00000119,0.00000108,0.0000011,34921.5039,0.039546272122
1660867200,2022-08-19 00:00:00,SHFT/BTC,0.0000011,0.00000115,0.00000106,0.00000111,44721.5353,0.049023775458
1660780800,2022-08-18 00:00:00,SHFT/BTC,0.00000106,0.00000123,0.00000104,0.00000111,109197.3636,0.122936175181
1660694400,2022-08-17 00:00:00,SHFT/BTC,0.00000109,0.00000117,0.00000105,0.00000106,70386.9238,0.077094555833
