https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UST,Volume BTC
1663545600000,2022-09-19 00:00:00,BTC/UST,19418,19508,19394,19508,25760.457773960003,1.32050737
1663459200000,2022-09-18 00:00:00,BTC/UST,20120,20120,19342,19419,3100970.56339245,159.68744855
1663372800000,2022-09-17 00:00:00,BTC/UST,19797,20181,19759,20119,6261684.920164851,311.23241315
1663286400000,2022-09-16 00:00:00,BTC/UST,19699,19880,19340,19798,9018640.80282268,455.53292266
1663200000000,2022-09-15 00:00:00,BTC/UST,20219,20331,19505,19699,5398574.261010081,274.05321392
1663113600000,2022-09-14 00:00:00,BTC/UST,20171,20525,19594,20225,12228071.76722975,604.60181791
1663027200000,2022-09-13 00:00:00,BTC/UST,22390,22777,19877,20173,13331349.97197471,660.85113627
1662940800000,2022-09-12 00:00:00,BTC/UST,21839,22471,21548,22395,6804917.817489901,303.85879962
1662854400000,2022-09-11 00:00:00,BTC/UST,21654,21860,21358,21833,3165828.4548748904,145.00199033
1662768000000,2022-09-10 00:00:00,BTC/UST,21369,21793,21132,21649,4879042.02477352,225.37031848
1662681600000,2022-09-09 00:00:00,BTC/UST,19318,21616,19302,21359,9584480.76853345,448.73265455
1662595200000,2022-09-08 00:00:00,BTC/UST,19291,19453,19027,19318,12117281.14430262,627.25339809
1662508800000,2022-09-07 00:00:00,BTC/UST,18787,19464,18545,19281,6877357.5031935,356.6909135
1662422400000,2022-09-06 00:00:00,BTC/UST,19805,20181,18654,18787,10539169.476703271,560.98203421
1662336000000,2022-09-05 00:00:00,BTC/UST,20000,20048,19642,19791,1968327.2946010502,99.45567655
1662249600000,2022-09-04 00:00:00,BTC/UST,19830,20019,19598,19999,1905330.9656881501,95.27131185
1662163200000,2022-09-03 00:00:00,BTC/UST,19956,20052,19664,19830,1679368.8910398001,84.68829506
1662076800000,2022-09-02 00:00:00,BTC/UST,20130,20440,19766,19959,5994236.26153878,300.32748442
1661990400000,2022-09-01 00:00:00,BTC/UST,20050,20198,19576,20130,7557953.91912,375.457224
1661904000000,2022-08-31 00:00:00,BTC/UST,19811,20484,19811,20052,5571115.5844422,277.83341235
1661817600000,2022-08-30 00:00:00,BTC/UST,20298,20571,19555,19811,7837121.7341372995,395.5944543
1661731200000,2022-08-29 00:00:00,BTC/UST,19564,20419,19559,20295,6571917.0873675,323.8195165
1661644800000,2022-08-28 00:00:00,BTC/UST,20031,20165,19531,19561,5111501.18749054,261.31083214
1661558400000,2022-08-27 00:00:00,BTC/UST,20243,20370,19805,20030,7299050.464230199,364.40591434
1661472000000,2022-08-26 00:00:00,BTC/UST,21562,21863,20123,20247,9544564.72560708,471.40636764
1661385600000,2022-08-25 00:00:00,BTC/UST,21366,21811,21321,21562,2886281.08374724,133.85961802
1661299200000,2022-08-24 00:00:00,BTC/UST,21528,21885,21161,21366,11255333.38285896,526.78710956
1661212800000,2022-08-23 00:00:00,BTC/UST,21397,21681,20898,21519,5156024.32187775,239.60334225
1661126400000,2022-08-22 00:00:00,BTC/UST,21519,21523,20910,21411,3692264.48833203,172.44708273
1661040000000,2022-08-21 00:00:00,BTC/UST,21144,21781,21077,21514,3262493.4522466203,151.64513583000002
1660953600000,2022-08-20 00:00:00,BTC/UST,20830,21366,20776,21137,3402719.09630868,160.98401364
1660867200000,2022-08-19 00:00:00,BTC/UST,23193,23193,20798,20841,28012589.96092416,1344.10968576
1660780800000,2022-08-18 00:00:00,BTC/UST,23337,23591,23117,23203,6865847.521104361,295.90344012
1660694400000,2022-08-17 00:00:00,BTC/UST,23854,24432,23190,23337,14232656.545676729,609.87515729
1660608000000,2022-08-16 00:00:00,BTC/UST,24087,24239,23684,23855,6324562.21351045,265.12522379
1660521600000,2022-08-15 00:00:00,BTC/UST,24306,25191,23772,24093,25027655.18514417,1038.79364069
1660435200000,2022-08-14 00:00:00,BTC/UST,24446,25011,24162,24304,12705304.836293438,522.76599886
1660348800000,2022-08-13 00:00:00,BTC/UST,24403,24882,24301,24439,8040852.109875341,329.01723106000003
1660262400000,2022-08-12 00:00:00,BTC/UST,23941,24441,23600,24399,9756094.66105932,399.85633268
1660176000000,2022-08-11 00:00:00,BTC/UST,23955,24881,23858,23938,24095514.59729654,1006.58010683
1660089600000,2022-08-10 00:00:00,BTC/UST,23146,24207,22651,23958,16197088.889260622,676.0618118900001
1660003200000,2022-08-09 00:00:00,BTC/UST,23804,23916,22881,23148,7594255.8001555195,328.07395024
1659916800000,2022-08-08 00:00:00,BTC/UST,23177,24243,23162,23816,8985779.54312688,377.30011518
1659830400000,2022-08-07 00:00:00,BTC/UST,22949,23396,22846,23177,4690629.37859362,202.38293906
1659744000000,2022-08-06 00:00:00,BTC/UST,23313,23341,22914,22939,5845560.93984625,254.83067875
1659657600000,2022-08-05 00:00:00,BTC/UST,22618,23463,22593,23315,7248216.20136865,310.88210171000003
1659571200000,2022-08-04 00:00:00,BTC/UST,22821,23215,22402,22618,7426824.72193636,328.35903802
1659484800000,2022-08-03 00:00:00,BTC/UST,22979,23627,22680,22828,8836200.49916292,387.07729539
1659398400000,2022-08-02 00:00:00,BTC/UST,23269,23469,22651,22978,34142270.7403864,1485.8678188
1659312000000,2022-08-01 00:00:00,BTC/UST,23301,23493,22856,23269,17875108.279511932,768.19408997
1659225600000,2022-07-31 00:00:00,BTC/UST,23638,24184,23246,23302,22090373.637137562,948.00333178
1659139200000,2022-07-30 00:00:00,BTC/UST,23773,24616,23509,23632,24789398.6885776,1048.9759093
1659052800000,2022-07-29 00:00:00,BTC/UST,23848,24400,23434,23755,22889519.206055753,963.5663736500001
1658966400000,2022-07-28 00:00:00,BTC/UST,22952,24186,22600,23836,18622090.30772768,781.25903288
1658880000000,2022-07-27 00:00:00,BTC/UST,21263,23100,21049,22956,16212344.956308119,706.23562277
1658793600000,2022-07-26 00:00:00,BTC/UST,21311,21338,20720,21253,9615235.53549203,452.41780151
1658707200000,2022-07-25 00:00:00,BTC/UST,22583,22649,21262,21293,15939522.915851219,748.58042154
1658620800000,2022-07-24 00:00:00,BTC/UST,22454,23015,22267,22576,13194829.89059216,584.46269891
1658534400000,2022-07-23 00:00:00,BTC/UST,22675,22989,21937,22441,13378275.481128931,596.15326773
1658448000000,2022-07-22 00:00:00,BTC/UST,23146,23743,22507,22688,19576848.6640736,862.8723847
1658361600000,2022-07-21 00:00:00,BTC/UST,23205,23423,22352,23153,24948390.20390938,1077.54460346
1658275200000,2022-07-20 00:00:00,BTC/UST,23401,24256,22922,23217,44724156.00325854,1926.35379262
1658188800000,2022-07-19 00:00:00,BTC/UST,22450,23781,21573,23399,82787766.35232857,3538.08993343
1658102400000,2022-07-18 00:00:00,BTC/UST,20793,22745,20774,22450,31066723.950611,1383.81843878
1658016000000,2022-07-17 00:00:00,BTC/UST,21197,21663,20762,20793,10974497.21679696,527.79768272
1657929600000,2022-07-16 00:00:00,BTC/UST,20832,21579,20487,21206,7303279.18673476,344.39683046
1657843200000,2022-07-15 00:00:00,BTC/UST,20586,21184,20391,20826,4961114.9490778195,238.21737007
1657756800000,2022-07-14 00:00:00,BTC/UST,20239,20894,19633,20586,4826940.59940558,234.47685803
1657670400000,2022-07-13 00:00:00,BTC/UST,19331,20360,18915,20254,23245710.38908976,1147.70960744
1657584000000,2022-07-12 00:00:00,BTC/UST,19961,20054,19254,19325,7990321.48601675,413.47071079
1657497600000,2022-07-11 00:00:00,BTC/UST,20851,20851,19895,19960,8815635.003386801,441.66508033
1657411200000,2022-07-10 00:00:00,BTC/UST,21594,21598,20650,20852,6702181.200846041,321.41670827
1657324800000,2022-07-09 00:00:00,BTC/UST,21599,21976,21331,21590,9060776.5819285,419.67469115
1657238400000,2022-07-08 00:00:00,BTC/UST,21638,22496,21184,21623,28247516.86094807,1306.36437409
1657152000000,2022-07-07 00:00:00,BTC/UST,20565,21828,20264,21622,12131797.074192962,561.08579568
1657065600000,2022-07-06 00:00:00,BTC/UST,20183,20667,19779,20565,12897726.602328,627.1688112
1656979200000,2022-07-05 00:00:00,BTC/UST,20220,20745,19298,20188,11492547.71645232,569.27618964
1656892800000,2022-07-04 00:00:00,BTC/UST,19320,20345,19058,20236,6237488.872417039,308.23724414
1656806400000,2022-07-03 00:00:00,BTC/UST,19248,19652,18795,19313,2485815.07636133,128.71201141
1656720000000,2022-07-02 00:00:00,BTC/UST,19279,19445,18989,19244,2127022.32408408,110.52911682
1656633600000,2022-07-01 00:00:00,BTC/UST,19951,20923,18974,19278,10525271.7920301,545.97322295
1656547200000,2022-06-30 00:00:00,BTC/UST,20126,20169,18636,19948,17849477.66566004,894.80036423
1656460800000,2022-06-29 00:00:00,BTC/UST,20277,20443,19858,20124,7717026.96994788,383.47381087
1656374400000,2022-06-28 00:00:00,BTC/UST,20737,21203,20205,20278,6264671.42875888,308.93931496
1656288000000,2022-06-27 00:00:00,BTC/UST,21043,21542,20522,20734,11663734.97354366,562.54147649
1656201600000,2022-06-26 00:00:00,BTC/UST,21492,21876,20981,21048,14002964.359842962,665.28717027
1656115200000,2022-06-25 00:00:00,BTC/UST,21235,21598,20919,21492,11436866.40310812,532.14528211
1656028800000,2022-06-24 00:00:00,BTC/UST,21109,21547,20741,21239,14838471.70551064,698.64267176
1655942400000,2022-06-23 00:00:00,BTC/UST,19974,21224,19894,21105,18748457.56999845,888.34198389
1655856000000,2022-06-22 00:00:00,BTC/UST,20708,20888,19778,19985,19232023.3611464,962.32291024
1655769600000,2022-06-21 00:00:00,BTC/UST,20577,21706,20372,20713,18883727.376114372,911.68480549
1655683200000,2022-06-20 00:00:00,BTC/UST,20570,21061,19644,20579,26686885.787065532,1296.80187507
1655596800000,2022-06-19 00:00:00,BTC/UST,18982,20816,17946,20573,28292004.63639424,1375.20073088
1655510400000,2022-06-18 00:00:00,BTC/UST,20473,20765,17615,18979,52253940.46724449,2753.25045931
1655424000000,2022-06-17 00:00:00,BTC/UST,20402,21369,20249,20469,85572813.17240733,4180.60546057
1655337600000,2022-06-16 00:00:00,BTC/UST,22575,22979,20236,20393,41761838.31261444,2047.85163108
1655251200000,2022-06-15 00:00:00,BTC/UST,22132,22777,20085,22566,54777234.20562714,2427.42330079
1655164800000,2022-06-14 00:00:00,BTC/UST,22481,23343,20850,22134,30643445.35242438,1384.45131257
1655078400000,2022-06-13 00:00:00,BTC/UST,26588,26923,21944,22490,96137395.2970353,4274.67297897
1654992000000,2022-06-12 00:00:00,BTC/UST,28431,28534,26574,26608,27176757.265561122,1021.37542339
1654905600000,2022-06-11 00:00:00,BTC/UST,29094,29430,28112,28420,13487134.733674,474.5649097
1654819200000,2022-06-10 00:00:00,BTC/UST,30100,30350,28864,29088,23047168.33383552,792.32564404
1654732800000,2022-06-09 00:00:00,BTC/UST,30203,30700,29938,30099,4597830.74787993,152.75692707
1654646400000,2022-06-08 00:00:00,BTC/UST,31125,31311,29862,30208,14048555.51118336,465.06076242
1654560000000,2022-06-07 00:00:00,BTC/UST,31368,31579,29228,31127,30997585.82233511,995.84238193
1654473600000,2022-06-06 00:00:00,BTC/UST,29916,31760,29900,31371,23884503.348416492,761.35613619
1654387200000,2022-06-05 00:00:00,BTC/UST,29865,30210,29540,29915,13879349.129348401,463.95952296
1654300800000,2022-06-04 00:00:00,BTC/UST,29704,29999,29490,29862,7835500.1583873,262.39033415
1654214400000,2022-06-03 00:00:00,BTC/UST,30451,30682,29297,29704,13305249.32483208,447.92786577
1654128000000,2022-06-02 00:00:00,BTC/UST,29803,30700,29600,30445,8671514.1833335,284.8255603
1654041600000,2022-06-01 00:00:00,BTC/UST,31802,31979,29335,29806,14574098.88352124,488.96527154
1653955200000,2022-05-31 00:00:00,BTC/UST,31737,32400,31237,31792,12212258.766352,384.129931
1653868800000,2022-05-30 00:00:00,BTC/UST,29468,32286,29315,31723,23805443.8938962,750.4159094
1653782400000,2022-05-29 00:00:00,BTC/UST,29032,29579,28839,29465,5975704.0132186,202.80685604
1653696000000,2022-05-28 00:00:00,BTC/UST,28624,29248,28530,29027,24329530.8315196,838.1689748
1653609600000,2022-05-27 00:00:00,BTC/UST,29202,29377,28283,28607,15305968.94849251,535.04278493
1653523200000,2022-05-26 00:00:00,BTC/UST,29540,29880,28011,29213,22792735.3868757,780.2257689
1653436800000,2022-05-25 00:00:00,BTC/UST,29656,30215,29346,29540,7941570.282476601,268.84124179
1653350400000,2022-05-24 00:00:00,BTC/UST,29114,29845,28674,29659,9281440.11711784,312.93840376
1653264000000,2022-05-23 00:00:00,BTC/UST,30290,30664,28875,29117,9608994.06167393,330.01319029
1653177600000,2022-05-22 00:00:00,BTC/UST,29440,30467,29234,30289,5979698.627685649,197.42146085
1653091200000,2022-05-21 00:00:00,BTC/UST,29195,29648,28952,29441,11252103.150264649,382.19160865
1653004800000,2022-05-20 00:00:00,BTC/UST,30315,30750,28723,29195,14040232.28070895,480.91222061
1652918400000,2022-05-19 00:00:00,BTC/UST,28705,30530,28697,30313,17021075.19590659,561.51074443
1652832000000,2022-05-18 00:00:00,BTC/UST,30429,30697,28648,28705,14467338.4131093,504.00064146
1652745600000,2022-05-17 00:00:00,BTC/UST,29871,30769,29465,30442,10480973.72804038,344.29320439
1652659200000,2022-05-16 00:00:00,BTC/UST,31330,31330,29091,29861,17277885.55871794,578.61041354
1652572800000,2022-05-15 00:00:00,BTC/UST,30084,31445,29475,31312,16092055.031093601,513.92613155
1652486400000,2022-05-14 00:00:00,BTC/UST,29282,30330,28642,30084,14396676.63398376,478.54928314
1652400000000,2022-05-13 00:00:00,BTC/UST,29010,31055,28773,29288,21147096.450307522,722.03962204
1652313600000,2022-05-12 00:00:00,BTC/UST,29136,30243,26642,29020,184179770.7616856,6346.64957828
1652227200000,2022-05-11 00:00:00,BTC/UST,31020,32165,27817,29123,153098285.72060755,5256.95449372
1652140800000,2022-05-10 00:00:00,BTC/UST,30089,32650,29754,31007,104997883.50360923,3386.26385989
1652054400000,2022-05-09 00:00:00,BTC/UST,34069,34248,30053,30088,108192542.3940632,3595.8701939000002
1651968000000,2022-05-08 00:00:00,BTC/UST,35487,35504,33718,34049,60990272.036872394,1791.25002311
1651881600000,2022-05-07 00:00:00,BTC/UST,36025,36136,34798,35487,27132030.50814279,764.5625301700001
1651795200000,2022-05-06 00:00:00,BTC/UST,36556,36671,35241,36025,67215038.3447565,1865.78871186
1651708800000,2022-05-05 00:00:00,BTC/UST,39684,39839,35557,36557,52095401.81292665,1425.04586845
1651622400000,2022-05-04 00:00:00,BTC/UST,37733,40045,37678,39684,25671076.90451736,646.88733254
1651536000000,2022-05-03 00:00:00,BTC/UST,38512,38662,37530,37737,24181324.42790106,640.78555338
