https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UST,Volume BTC
1651449600000,2022-05-02 00:00:00,BTC/UST,38474,39151,38066,38511,54846513.630003154,1424.17786165
1651363200000,2022-05-01 00:00:00,BTC/UST,37641,38667,37404,38476,37733648.999781236,980.70612849
1651276800000,2022-04-30 00:00:00,BTC/UST,38599,38777,37594,37641,22952113.693062212,609.76365381
1651190400000,2022-04-29 00:00:00,BTC/UST,39741,39918,38182,38593,22870461.99147226,592.60648282
1651104000000,2022-04-28 00:00:00,BTC/UST,39233,40374,38854,39748,43578794.0453472,1096.3770264
1651017600000,2022-04-27 00:00:00,BTC/UST,38125,39479,37905,39240,37974609.6389928,967.75253922
1650931200000,2022-04-26 00:00:00,BTC/UST,40431,40785,37717,38126,35048667.57065718,919.28520093
1650844800000,2022-04-25 00:00:00,BTC/UST,39453,40619,38190,40428,61800240.47843988,1528.64946271
1650758400000,2022-04-24 00:00:00,BTC/UST,39428,39930,38932,39458,24079189.33258646,610.24860187
1650672000000,2022-04-23 00:00:00,BTC/UST,39705,39979,39301,39424,12602827.089233922,319.67398258000003
1650585600000,2022-04-22 00:00:00,BTC/UST,40481,40788,39169,39709,35741620.06029469,900.08864641
1650499200000,2022-04-21 00:00:00,BTC/UST,41353,42962,39800,40484,30768090.2397008,760.0061812
1650412800000,2022-04-20 00:00:00,BTC/UST,41498,42183,40894,41349,37328191.98966627,902.75924423
1650326400000,2022-04-19 00:00:00,BTC/UST,40798,41770,40580,41498,24720396.00173242,595.70090129
1650240000000,2022-04-18 00:00:00,BTC/UST,39670,41090,38538,40804,65941377.31954388,1616.05179197
1650153600000,2022-04-17 00:00:00,BTC/UST,40385,42184,39558,39682,37776476.09762038,951.98014459
1650067200000,2022-04-16 00:00:00,BTC/UST,40560,40692,40001,40378,16801829.734460678,416.11347106
1649980800000,2022-04-15 00:00:00,BTC/UST,39941,40860,39785,40564,28783985.54034584,709.59435806
1649894400000,2022-04-14 00:00:00,BTC/UST,41136,41494,39574,39943,24116546.796467993,603.77404793
1649808000000,2022-04-13 00:00:00,BTC/UST,40072,41534,39590,41135,42471526.0418188,1032.49121288
1649721600000,2022-04-12 00:00:00,BTC/UST,39521,40684,39267,40065,46260411.0345153,1154.63399562
1649635200000,2022-04-11 00:00:00,BTC/UST,42146,42421,39210,39519,46607744.27277441,1179.37559839
1649548800000,2022-04-10 00:00:00,BTC/UST,42776,43413,41897,42154,25147672.10988718,596.56668667
1649462400000,2022-04-09 00:00:00,BTC/UST,42254,42800,42131,42764,16727826.35673404,391.16608261
1649376000000,2022-04-08 00:00:00,BTC/UST,43436,43973,42127,42268,32611897.964349117,771.55053384
1649289600000,2022-04-07 00:00:00,BTC/UST,43160,43888,42751,43445,22295366.3234893,513.18601274
1649203200000,2022-04-06 00:00:00,BTC/UST,45501,45506,43139,43164,39996329.13339228,926.61312977
1649116800000,2022-04-05 00:00:00,BTC/UST,46582,47184,45378,45485,28495762.867483452,626.48703677
1649030400000,2022-04-04 00:00:00,BTC/UST,46406,46877,45133,46583,30889107.79632807,663.09829329
1648944000000,2022-04-03 00:00:00,BTC/UST,45803,47455,45543,46390,34968742.6079315,753.79915085
1648857600000,2022-04-02 00:00:00,BTC/UST,46271,47190,45624,45792,19449152.01399456,424.72816243
1648771200000,2022-04-01 00:00:00,BTC/UST,45519,46698,44222,46275,30033946.089654002,649.03179016
1648684800000,2022-03-31 00:00:00,BTC/UST,47051,47597,45226,45519,38795416.63937643,852.29061797
1648598400000,2022-03-30 00:00:00,BTC/UST,47419,47675,46527,47052,38155158.16703136,810.91469368
1648512000000,2022-03-29 00:00:00,BTC/UST,47116,48116,46937,47419,44869045.90628031,946.22505549
1648425600000,2022-03-28 00:00:00,BTC/UST,46809,48179,46663,47116,65911812.26366507,1398.92631513
1648339200000,2022-03-27 00:00:00,BTC/UST,44512,46930,44432,46826,66001722.15700154,1409.51014729
1648252800000,2022-03-26 00:00:00,BTC/UST,44305,44781,44085,44518,10726277.485349981,240.94248361
1648166400000,2022-03-25 00:00:00,BTC/UST,43994,45071,43577,44302,32864231.435944438,741.82274922
1648080000000,2022-03-24 00:00:00,BTC/UST,42877,44218,42621,43994,45386588.669006355,1031.65405894
1647993600000,2022-03-23 00:00:00,BTC/UST,42361,43000,41751,42886,32371900.760735083,754.83609478
1647907200000,2022-03-22 00:00:00,BTC/UST,41009,43321,40878,42362,61410335.05861058,1449.65617909
1647820800000,2022-03-21 00:00:00,BTC/UST,41261,41528,40500,41009,30049236.78396534,732.74736726
1647734400000,2022-03-20 00:00:00,BTC/UST,42206,42270,40920,41261,19554244.704151083,473.91591828
1647648000000,2022-03-19 00:00:00,BTC/UST,41767,42418,41522,42206,19448384.97869702,460.79668717
1647561600000,2022-03-18 00:00:00,BTC/UST,40920,42323,40143,41767,42819393.101650886,1025.19676064
1647475200000,2022-03-17 00:00:00,BTC/UST,41110,41444,40504,40923,28743464.376863908,702.37920917
1647388800000,2022-03-16 00:00:00,BTC/UST,39285,41713,38837,41120,73918125.4259712,1797.61978176
1647302400000,2022-03-15 00:00:00,BTC/UST,39669,39899,38134,39285,27964649.80796985,711.84039221
1647216000000,2022-03-14 00:00:00,BTC/UST,37778,39929,37564,39686,37250414.59420096,938.62859936
1647129600000,2022-03-13 00:00:00,BTC/UST,38787,39304,37568,37764,22232617.102737002,588.72516425
1647043200000,2022-03-12 00:00:00,BTC/UST,38734,39450,38669,38798,19819001.60223286,510.82534157
1646956800000,2022-03-11 00:00:00,BTC/UST,39418,40221,38229,38734,39434963.31275604,1018.09684806
1646870400000,2022-03-10 00:00:00,BTC/UST,41953,42042,38520,39419,56603091.6055231,1435.9342349
1646784000000,2022-03-09 00:00:00,BTC/UST,38730,42580,38669,41950,94475235.657139,2252.09143402
1646697600000,2022-03-08 00:00:00,BTC/UST,38000,39367,37872,38737,48810495.7036455,1260.0484215
1646611200000,2022-03-07 00:00:00,BTC/UST,38397,39536,37171,38001,80621052.97226688,2121.55082688
1646524800000,2022-03-06 00:00:00,BTC/UST,39367,39707,38140,38424,28733789.4006096,747.8083854
1646438400000,2022-03-05 00:00:00,BTC/UST,39143,39601,38582,39386,21064598.68572188,534.82452358
1646352000000,2022-03-04 00:00:00,BTC/UST,42452,42515,38572,39139,58059007.08093722,1483.40547998
1646265600000,2022-03-03 00:00:00,BTC/UST,43904,44075,41846,42459,42567880.34211534,1002.56436426
1646179200000,2022-03-02 00:00:00,BTC/UST,44416,45314,43345,43918,64770278.521368,1474.800276
1646092800000,2022-03-01 00:00:00,BTC/UST,43182,44931,42858,44416,72739282.51143552,1637.68197297
1646006400000,2022-02-28 00:00:00,BTC/UST,37695,44215,37467,43194,151134247.91294304,3498.96392816
1645920000000,2022-02-27 00:00:00,BTC/UST,39111,39859,37019,37689,46567552.89749745,1235.57411705
1645833600000,2022-02-26 00:00:00,BTC/UST,39214,40282,38592,39109,38348405.42059275,980.55192975
1645747200000,2022-02-25 00:00:00,BTC/UST,38337,39672,38030,39213,99623790.98439443,2540.58069988
1645660800000,2022-02-24 00:00:00,BTC/UST,37263,39700,34324,38335,213153742.6688428,5560.29066568
1645574400000,2022-02-23 00:00:00,BTC/UST,38243,39245,37053,37242,63404300.22933204,1702.49450162
1645488000000,2022-02-22 00:00:00,BTC/UST,37022,38408,36366,38243,83231927.70876639,2176.3964048
1645401600000,2022-02-21 00:00:00,BTC/UST,38379,39500,36800,37006,149023159.3422291,4026.99992818
1645315200000,2022-02-20 00:00:00,BTC/UST,40078,40122,38004,38358,42706718.000738636,1113.37186508
1645228800000,2022-02-19 00:00:00,BTC/UST,39986,40438,39647,40088,27633570.587206557,689.32275462
1645142400000,2022-02-18 00:00:00,BTC/UST,40526,40946,39467,40000,97368369.9352,2434.20924838
1645056000000,2022-02-17 00:00:00,BTC/UST,43864,44150,40082,40536,120590363.0820204,2974.89547765
1644969600000,2022-02-16 00:00:00,BTC/UST,44538,44538,43321,43883,75509207.03997496,1720.69382312
1644883200000,2022-02-15 00:00:00,BTC/UST,42544,44729,42444,44540,60978149.953402996,1369.06488445
1644796800000,2022-02-14 00:00:00,BTC/UST,42053,42830,41566,42533,34099644.91006783,801.72207251
1644710400000,2022-02-13 00:00:00,BTC/UST,42205,42750,41885,42055,23346343.22303725,555.13834795
1644624000000,2022-02-12 00:00:00,BTC/UST,42377,42992,41743,42205,22144249.0048022,524.68307084
1644537600000,2022-02-11 00:00:00,BTC/UST,43512,43912,41961,42377,52472058.774430394,1238.22023207
1644451200000,2022-02-10 00:00:00,BTC/UST,44381,45826,43200,43502,60361598.16461598,1387.55915049
1644364800000,2022-02-09 00:00:00,BTC/UST,44051,44801,43139,44368,37772141.20349472,851.33747754
1644278400000,2022-02-08 00:00:00,BTC/UST,43837,45473,42682,44035,65582829.4159059,1489.33415274
1644192000000,2022-02-07 00:00:00,BTC/UST,42401,44444,41658,43824,75230971.06225535,1716.66144264
1644105600000,2022-02-06 00:00:00,BTC/UST,41422,42640,41129,42376,16543964.50634576,390.40882826
1644019200000,2022-02-05 00:00:00,BTC/UST,41556,41915,40954,41394,26031563.251283757,628.87286204
1643932800000,2022-02-04 00:00:00,BTC/UST,37315,41721,37043,41553,75940422.89590503,1827.55572151
1643846400000,2022-02-03 00:00:00,BTC/UST,36894,37341,36261,37295,22427401.82091095,601.35143641
1643760000000,2022-02-02 00:00:00,BTC/UST,38700,38852,36610,36902,27320946.12580376,740.36491588
1643673600000,2022-02-01 00:00:00,BTC/UST,38456,39315,38010,38700,34262427.854196,885.33405308
1643587200000,2022-01-31 00:00:00,BTC/UST,37901,38733,36652,38474,44168607.379418224,1148.01183603
1643500800000,2022-01-30 00:00:00,BTC/UST,38163,38396,37352,37907,21625981.62951409,570.50100587
1643414400000,2022-01-29 00:00:00,BTC/UST,37715,38697,37262,38153,27159071.83391957,711.84629869
1643328000000,2022-01-28 00:00:00,BTC/UST,37162,38003,36169,37722,28757837.85306108,762.36249014
1643241600000,2022-01-27 00:00:00,BTC/UST,36785,37288,35507,37173,41415184.13317063,1114.12003694
1643155200000,2022-01-26 00:00:00,BTC/UST,36963,38912,36277,36795,45231296.46694725,1229.27833855
1643068800000,2022-01-25 00:00:00,BTC/UST,36673,37560,35719,36963,56488257.90207522,1528.2379109400001
1642982400000,2022-01-24 00:00:00,BTC/UST,36252,37535,32938,36682,152206121.86413625,4149.34087193
1642896000000,2022-01-23 00:00:00,BTC/UST,35070,36504,34613,36268,105941711.4129906,2921.07950295
1642809600000,2022-01-22 00:00:00,BTC/UST,36440,36816,34016,35070,141099060.2827638,4023.35501234
1642723200000,2022-01-21 00:00:00,BTC/UST,40687,41095,35455,36452,136005230.25940552,3731.07731426
1642636800000,2022-01-20 00:00:00,BTC/UST,41675,43488,40571,40696,44981830.134122394,1105.3133019
1642550400000,2022-01-19 00:00:00,BTC/UST,42363,42550,41143,41662,60222995.28817251,1445.51378446
1642464000000,2022-01-18 00:00:00,BTC/UST,42217,42665,41295,42360,68452457.0144484,1615.96924019
1642377600000,2022-01-17 00:00:00,BTC/UST,43074,43167,41559,42210,46322596.658734195,1097.43180902
1642291200000,2022-01-16 00:00:00,BTC/UST,43080,43463,42608,43094,19939228.3542612,462.6915198
1642204800000,2022-01-15 00:00:00,BTC/UST,43066,43794,42570,43098,34891119.1101924,809.5762938
1642118400000,2022-01-14 00:00:00,BTC/UST,42566,43437,41769,43063,74213020.22377038,1723.35926953
1642032000000,2022-01-13 00:00:00,BTC/UST,43889,44414,42330,42554,47342766.206531346,1112.53386771
1641945600000,2022-01-12 00:00:00,BTC/UST,42737,44295,41623,43872,97200004.40243135,2215.53620538
1641859200000,2022-01-11 00:00:00,BTC/UST,41838,43087,41262,42717,85644133.85896923,2004.91920919
1641772800000,2022-01-10 00:00:00,BTC/UST,41858,42252,39658,41828,155450006.9561334,3716.41022655
1641686400000,2022-01-09 00:00:00,BTC/UST,41679,42774,41226,41855,66658982.215395905,1592.61694458
1641600000000,2022-01-08 00:00:00,BTC/UST,41554,42297,40529,41671,75661538.93344565,1815.68810284
1641513600000,2022-01-07 00:00:00,BTC/UST,43104,43133,40616,41553,138825672.42399976,3340.93019575
1641427200000,2022-01-06 00:00:00,BTC/UST,43441,43783,42449,43105,99124049.9106125,2299.5951725
1641340800000,2022-01-05 00:00:00,BTC/UST,45837,47055,42470,43441,140959646.42958266,3244.85270665
1641254400000,2022-01-04 00:00:00,BTC/UST,46477,47574,45573,45838,78856128.76020022,1720.32219469
1641168000000,2022-01-03 00:00:00,BTC/UST,47297,47571,45706,46450,64330484.350278,1384.94045964
1641081600000,2022-01-02 00:00:00,BTC/UST,47734,47963,46660,47297,57141147.52927446,1208.13471318
1640995200000,2022-01-01 00:00:00,BTC/UST,46211,47955,46211,47728,48389450.231951684,1013.85874606
1640908800000,2021-12-31 00:00:00,BTC/UST,47126,48558,45658,46216,113984755.37132959,2466.3483506
1640822400000,2021-12-30 00:00:00,BTC/UST,46468,47902,46011,47140,86670467.9161006,1838.57589979
1640736000000,2021-12-29 00:00:00,BTC/UST,47551,48134,46168,46469,119279571.71094738,2566.86332202
