https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MASK,Volume USDT
1663459200,2022-09-18 00:00:00,MASK/USDT,1.3258,1.3258,1.3056,1.3065,2737.67526157,3595.748853959506
1663372800,2022-09-17 00:00:00,MASK/USDT,1.2951,1.3278,1.2,1.3245,46136.19261581,59719.19348315665
1663286400,2022-09-16 00:00:00,MASK/USDT,1.2784,1.3007,1.2457,1.2908,22626.69261411,28865.368793893838
1663200000,2022-09-15 00:00:00,MASK/USDT,1.323,1.326,1.2612,1.2798,46308.07790686,59698.126644284493
1663113600,2022-09-14 00:00:00,MASK/USDT,1.3087,1.351,1.2778,1.3267,36737.51263015,48330.128697741842
1663027200,2022-09-13 00:00:00,MASK/USDT,1.4061,1.4331,1.2958,1.3126,84417.05190303,115651.661542253668
1662940800,2022-09-12 00:00:00,MASK/USDT,1.4588,1.5093,1.3937,1.4094,66815.55615983,97057.569136358301
1662854400,2022-09-11 00:00:00,MASK/USDT,1.4933,1.5078,1.4268,1.4589,31012.48671523,45714.773316740904
1662768000,2022-09-10 00:00:00,MASK/USDT,1.4811,1.5209,1.4352,1.4795,87127.01397933,129260.93999786041
1662681600,2022-09-09 00:00:00,MASK/USDT,1.4035,1.4983,1.3945,1.4797,68016.83073735,98705.859477211355
1662595200,2022-09-08 00:00:00,MASK/USDT,1.4098,1.4485,1.3265,1.3998,76084.98788831,105536.755205792774
1662508800,2022-09-07 00:00:00,MASK/USDT,1.2286,1.4348,1.2159,1.41,158484.12402957,213877.84546782248
1662422400,2022-09-06 00:00:00,MASK/USDT,1.3758,1.3971,1.2144,1.2319,93368.84071635,121256.454274041645
1662336000,2022-09-05 00:00:00,MASK/USDT,1.355,1.3792,1.3188,1.3757,80305.20290859,107613.66531283805
1662249600,2022-09-04 00:00:00,MASK/USDT,1.3049,1.3587,1.2893,1.3547,41470.60307984,55240.088379775911
1662163200,2022-09-03 00:00:00,MASK/USDT,1.3119,1.3193,1.2783,1.2983,21963.09022176,28527.622647199698
1662076800,2022-09-02 00:00:00,MASK/USDT,1.326,1.3659,1.293,1.31,31363.16351956,41677.075599517547
1661990400,2022-09-01 00:00:00,MASK/USDT,1.3199,1.3454,1.2733,1.3215,76392.18786529,100211.149319118468
1661904000,2022-08-31 00:00:00,MASK/USDT,1.3234,1.3672,1.3038,1.321,29407.47505464,39411.453250113679
1661817600,2022-08-30 00:00:00,MASK/USDT,1.3251,1.3667,1.27,1.3182,24443.25644612,32416.419344503338
1661731200,2022-08-29 00:00:00,MASK/USDT,1.2427,1.3317,1.215,1.3229,40028.82934283,51495.528266987908
1661644800,2022-08-28 00:00:00,MASK/USDT,1.3027,1.3202,1.2269,1.2372,54530.64799051,70067.404841764997
1661558400,2022-08-27 00:00:00,MASK/USDT,1.2854,1.3156,1.2615,1.3013,40012.85656929,51749.996914180286
1661472000,2022-08-26 00:00:00,MASK/USDT,1.4273,1.4416,1.2646,1.2869,46901.61185308,63388.979128363277
1661385600,2022-08-25 00:00:00,MASK/USDT,1.4145,1.4732,1.405,1.4303,26049.20950255,37511.7485752515
1661299200,2022-08-24 00:00:00,MASK/USDT,1.4043,1.4591,1.3652,1.4139,32107.09410689,45746.876033961
1661212800,2022-08-23 00:00:00,MASK/USDT,1.3772,1.4198,1.3348,1.4009,30864.62075489,42935.382260383104
1661126400,2022-08-22 00:00:00,MASK/USDT,1.3816,1.3876,1.291,1.3817,42330.80591568,56591.495531936477
1661040000,2022-08-21 00:00:00,MASK/USDT,1.3294,1.4053,1.3276,1.3863,45064.02585604,61559.605402291144
1660953600,2022-08-20 00:00:00,MASK/USDT,1.3305,1.3699,1.27,1.333,71031.49257743,94924.995472434982
1660867200,2022-08-19 00:00:00,MASK/USDT,1.4442,1.46,1.2893,1.3249,168972.87051979,229672.574197979814
1660780800,2022-08-18 00:00:00,MASK/USDT,1.615,1.6373,1.3752,1.4426,127067.56503193,188687.128095646064
1660694400,2022-08-17 00:00:00,MASK/USDT,1.7419,1.816,1.5838,1.6167,107579.7074379,182661.981039139883
1660608000,2022-08-16 00:00:00,MASK/USDT,1.7198,1.7582,1.68,1.7445,64536.29740633,111837.248019990437
1660521600,2022-08-15 00:00:00,MASK/USDT,1.7451,1.8107,1.6781,1.7174,143465.57347444,249842.431539205095
1660435200,2022-08-14 00:00:00,MASK/USDT,1.8465,1.8832,1.7173,1.7505,153294.93387821,275872.861822542203
1660348800,2022-08-13 00:00:00,MASK/USDT,1.8915,1.9265,1.8346,1.8555,111081.75234192,208575.936581544816
1660262400,2022-08-12 00:00:00,MASK/USDT,1.9111,1.9734,1.8098,1.8961,165494.30977504,310999.479627592078
1660176000,2022-08-11 00:00:00,MASK/USDT,1.8095,2.023,1.809,1.9049,428214.40223119,827814.210855646021
1660089600,2022-08-10 00:00:00,MASK/USDT,1.7,1.8378,1.6302,1.812,121153.40424511,211719.515602567443
1660003200,2022-08-09 00:00:00,MASK/USDT,1.8405,1.8786,1.6746,1.7035,151780.3881843,267326.950013630889
1659916800,2022-08-08 00:00:00,MASK/USDT,1.8122,1.9199,1.799,1.8453,145704.0144196,270266.011711217657
1659830400,2022-08-07 00:00:00,MASK/USDT,1.8216,2.0308,1.7846,1.8093,144458.64180677,267062.219136684858
1659744000,2022-08-06 00:00:00,MASK/USDT,1.7751,1.8877,1.7387,1.826,223351.79672848,404207.050583451083
1659657600,2022-08-05 00:00:00,MASK/USDT,1.6977,1.7728,1.6827,1.7728,134308.67158402,231923.804507095334
1659571200,2022-08-04 00:00:00,MASK/USDT,1.6075,1.7404,1.6075,1.6925,190406.06463277,318396.876229074622
1659484800,2022-08-03 00:00:00,MASK/USDT,1.5807,1.703,1.5285,1.6073,116670.0513569,190616.230168321015
1659398400,2022-08-02 00:00:00,MASK/USDT,1.6217,1.6624,1.5172,1.5737,162309.6942406,255979.110304101288
1659312000,2022-08-01 00:00:00,MASK/USDT,1.6881,1.7887,1.5754,1.6276,560385.92121065,930831.627347133365
1659225600,2022-07-31 00:00:00,MASK/USDT,1.6329,1.9704,1.6235,1.6922,823469.72103964,1506231.479162183933
1659139200,2022-07-30 00:00:00,MASK/USDT,1.6579,1.8215,1.6128,1.6396,433466.38954218,737760.946358408414
1659052800,2022-07-29 00:00:00,MASK/USDT,1.5906,1.7476,1.5391,1.6559,271665.72046494,445380.122403778988
1658966400,2022-07-28 00:00:00,MASK/USDT,1.5011,1.6208,1.4667,1.5894,178348.73631453,273111.68729647424
1658880000,2022-07-27 00:00:00,MASK/USDT,1.3943,1.504,1.3641,1.5011,103255.50931483,148051.281632985022
1658793600,2022-07-26 00:00:00,MASK/USDT,1.3635,1.3978,1.33,1.3978,56112.37682834,76048.076967762926
1658707200,2022-07-25 00:00:00,MASK/USDT,1.468,1.4795,1.3545,1.3672,61367.30357831,87116.028371268617
1658620800,2022-07-24 00:00:00,MASK/USDT,1.4968,1.5205,1.447,1.4592,117200.34922859,174738.538549240595
1658534400,2022-07-23 00:00:00,MASK/USDT,1.4521,1.5233,1.4348,1.482,133045.77583649,198054.914792530621
1658448000,2022-07-22 00:00:00,MASK/USDT,1.4947,1.5628,1.4199,1.4501,260993.87737321,396042.939727703131
1658361600,2022-07-21 00:00:00,MASK/USDT,1.5098,1.5316,1.431,1.4944,129261.55515916,191995.716772724389
1658275200,2022-07-20 00:00:00,MASK/USDT,1.6312,1.6748,1.4795,1.4989,267514.90924244,425786.671693395951
1658188800,2022-07-19 00:00:00,MASK/USDT,1.6223,1.6809,1.5494,1.6281,366549.52629718,596478.113706663019
1658102400,2022-07-18 00:00:00,MASK/USDT,1.4582,1.6404,1.4582,1.623,271767.97312333,427880.099152970577
1658016000,2022-07-17 00:00:00,MASK/USDT,1.465,1.5564,1.446,1.4544,139828.85010577,208793.64521736309
1657929600,2022-07-16 00:00:00,MASK/USDT,1.4372,1.4807,1.3901,1.4635,81775.50492224,117776.706792292016
1657843200,2022-07-15 00:00:00,MASK/USDT,1.4248,1.4729,1.4123,1.4311,103874.02485604,149489.901793776476
1657756800,2022-07-14 00:00:00,MASK/USDT,1.381,1.4435,1.3338,1.4254,82054.54760974,114313.045241272768
1657670400,2022-07-13 00:00:00,MASK/USDT,1.3135,1.39,1.2499,1.3791,225723.45084332,299027.52736224214
1657584000,2022-07-12 00:00:00,MASK/USDT,1.4222,1.4537,1.3121,1.3189,66877.83153688,92788.171873517511
1657497600,2022-07-11 00:00:00,MASK/USDT,1.5137,1.562,1.4,1.4251,141152.90077445,210766.342555536345
1657411200,2022-07-10 00:00:00,MASK/USDT,1.574,1.5758,1.496,1.5194,50909.82842961,77690.636486972862
1657324800,2022-07-09 00:00:00,MASK/USDT,1.5277,1.6088,1.5277,1.5689,59599.60926223,93986.834116509193
1657238400,2022-07-08 00:00:00,MASK/USDT,1.5555,1.5935,1.4826,1.5231,67743.97433321,103927.585350143179
1657152000,2022-07-07 00:00:00,MASK/USDT,1.4732,1.5632,1.4732,1.5539,57665.76222663,87554.636597972259
1657065600,2022-07-06 00:00:00,MASK/USDT,1.4432,1.4965,1.4312,1.4715,71153.04259636,104434.454213153351
1656979200,2022-07-05 00:00:00,MASK/USDT,1.5219,1.538,1.406,1.4375,105077.08544087,153369.474517064815
1656892800,2022-07-04 00:00:00,MASK/USDT,1.4825,1.5276,1.4336,1.5187,50677.85410975,75360.216813194782
1656806400,2022-07-03 00:00:00,MASK/USDT,1.5337,1.5399,1.4224,1.4824,94024.14574822,140289.431901747405
1656720000,2022-07-02 00:00:00,MASK/USDT,1.6893,1.7205,1.5162,1.5286,112572.84269329,177447.836887589302
1656633600,2022-07-01 00:00:00,MASK/USDT,1.6301,1.8039,1.6115,1.6904,254406.2738816,433495.888059791593
1656547200,2022-06-30 00:00:00,MASK/USDT,1.642,1.6696,1.4706,1.6398,267965.84996188,421630.853484466423
1656460800,2022-06-29 00:00:00,MASK/USDT,1.4968,1.6812,1.4777,1.6434,292780.98373005,466249.52466305966
1656374400,2022-06-28 00:00:00,MASK/USDT,1.6031,1.6309,1.47,1.4972,125366.57651125,194107.037475986878
1656288000,2022-06-27 00:00:00,MASK/USDT,1.4878,1.6511,1.4868,1.5977,271136.10657501,426836.969117803553
1656201600,2022-06-26 00:00:00,MASK/USDT,1.5411,1.6794,1.4788,1.4861,373165.35850128,590836.574572294514
1656115200,2022-06-25 00:00:00,MASK/USDT,1.5529,1.604,1.4427,1.5392,199068.1873072,302809.283843829702
1656028800,2022-06-24 00:00:00,MASK/USDT,1.4558,1.5951,1.4556,1.5522,215147.54948806,328983.939322459654
1655942400,2022-06-23 00:00:00,MASK/USDT,1.3524,1.4942,1.3524,1.457,294188.62208134,421263.293336816773
1655856000,2022-06-22 00:00:00,MASK/USDT,1.5023,1.6166,1.3327,1.3509,504044.1540806,729481.167123642367
1655769600,2022-06-21 00:00:00,MASK/USDT,1.4909,1.594,1.4615,1.5038,159831.01420217,245096.827366282033
1655683200,2022-06-20 00:00:00,MASK/USDT,1.4153,1.5924,1.3138,1.4915,354141.1394716,525073.658482301213
1655596800,2022-06-19 00:00:00,MASK/USDT,1.3384,1.4513,1.2746,1.4169,216018.36725869,292517.896413890823
1655510400,2022-06-18 00:00:00,MASK/USDT,1.3079,1.35,1.142,1.3371,195743.15381845,249802.895566041965
1655424000,2022-06-17 00:00:00,MASK/USDT,1.2733,1.3346,1.256,1.309,90352.53135885,117187.780954548621
1655337600,2022-06-16 00:00:00,MASK/USDT,1.4816,1.5148,1.2324,1.273,111277.26571563,152581.119461761611
1655251200,2022-06-15 00:00:00,MASK/USDT,1.3315,1.5188,1.1929,1.4765,248106.2898074,336532.765882013988
1655164800,2022-06-14 00:00:00,MASK/USDT,1.2924,1.3966,1.1966,1.33,62113.20588269,81449.506312962581
1655078400,2022-06-13 00:00:00,MASK/USDT,1.341,1.366,1.171,1.3039,142782.03689296,181143.966032717827
1654992000,2022-06-12 00:00:00,MASK/USDT,1.4879,1.5007,1.3273,1.3365,74656.52863707,104135.467537619259
1654905600,2022-06-11 00:00:00,MASK/USDT,1.6361,1.7027,1.4414,1.4855,110495.47040236,172115.613180655523
1654819200,2022-06-10 00:00:00,MASK/USDT,1.824,1.8463,1.6305,1.6367,97880.59240353,170785.677180335231
1654732800,2022-06-09 00:00:00,MASK/USDT,1.8282,1.9236,1.7887,1.8236,203161.98855858,375848.003905944202
