https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RUB,Volume USDT
1663549200000,2022-09-19 01:00:00,USDT/RUB,65.212411,65.237571,65.212411,65.222683,42133.853218000004,646.0
1663545600000,2022-09-19 00:00:00,USDT/RUB,65.054386,65.260454,64.8,65.23263,1288498.9526104857,19752.36860158
1663542000000,2022-09-18 23:00:00,USDT/RUB,63.443224,65.219434,63.345237,65.062396,1218362.3620227317,18726.06047313
1663538400000,2022-09-18 22:00:00,USDT/RUB,63.379258,63.489392,63.379258,63.450238,206395.30153574637,3252.86883141
1663534800000,2022-09-18 21:00:00,USDT/RUB,63.241345,64.609,63.237248,63.400113,1467578.7921060536,23147.88921758
1663531200000,2022-09-18 20:00:00,USDT/RUB,63.24805,63.46,63.173855,63.245989,329693.5062163302,5212.87612747
1663527600000,2022-09-18 19:00:00,USDT/RUB,63.101581,63.387899,63.081589,63.1553,290332.06711159204,4597.11326067
1663524000000,2022-09-18 18:00:00,USDT/RUB,63.317158,63.439999,63.055301,63.104569,248257.4895422729,3934.06521075
1663520400000,2022-09-18 17:00:00,USDT/RUB,63.329175,63.394633,63.29,63.328851,228144.37616036402,3602.53458823
1663516800000,2022-09-18 16:00:00,USDT/RUB,63.292601,63.502948,63.29,63.328051,298118.79726114427,4707.53153703
1663513200000,2022-09-18 15:00:00,USDT/RUB,63.24402,63.293237,63.239801,63.293137,216399.235403,3419.0
1663509600000,2022-09-18 14:00:00,USDT/RUB,63.199211,63.36369,63.0484,63.269566,245558.0943450792,3881.14080544
1663506000000,2022-09-18 13:00:00,USDT/RUB,63.209404,63.266491,63.175079,63.213627,243928.71312997388,3858.79951375
1663502400000,2022-09-18 12:00:00,USDT/RUB,63.276034,63.365834,63.175079,63.175079,248127.896306138,3927.62304747
1663498800000,2022-09-18 11:00:00,USDT/RUB,63.352061,63.354113,63.228447,63.272923,252591.27140499742,3992.09107828
1663495200000,2022-09-18 10:00:00,USDT/RUB,63.370925,63.378769,63.206231,63.35251,238130.23792418872,3758.81299611
1663491600000,2022-09-18 09:00:00,USDT/RUB,63.190554,63.502948,63.131263,63.329986,314595.90767822304,4967.5663544
1663488000000,2022-09-18 08:00:00,USDT/RUB,63.149833,63.193017,63.088241,63.180607,243844.92091043,3859.49
1663484400000,2022-09-18 07:00:00,USDT/RUB,63.306381,63.318777,63.0698,63.149268,249205.39656212935,3946.29113614
1663480800000,2022-09-18 06:00:00,USDT/RUB,63.2497,63.403599,63.223548,63.30781,237924.05310524578,3758.21013403
1663477200000,2022-09-18 05:00:00,USDT/RUB,63.212518,63.288303,63.176518,63.226377,212927.2391420958,3367.69635151
1663473600000,2022-09-18 04:00:00,USDT/RUB,63.200044,63.282115,63.141373,63.169278,229873.002642,3639.0
1663470000000,2022-09-18 03:00:00,USDT/RUB,63.180717,63.260803,63.138486,63.21065,225219.54595,3563.0
1663466400000,2022-09-18 02:00:00,USDT/RUB,63.24026,63.24026,63.1427,63.232577,223400.694541,3533.0
1663462800000,2022-09-18 01:00:00,USDT/RUB,63.354046,63.390023,63.1441,63.213856,274257.8959318047,4338.57247898
1663459200000,2022-09-18 00:00:00,USDT/RUB,63.314952,63.408078,63.314951,63.354838,225274.55736322628,3555.75934648
1663448400000,2022-09-17 21:00:00,USDT/RUB,63.314951,63.314952,63.314951,63.314952,749.0877028426517,11.83113434
1663444800000,2022-09-17 20:00:00,USDT/RUB,63.334146,63.350885,63.314952,63.314952,153879.03923084357,2430.37441189
1663441200000,2022-09-17 19:00:00,USDT/RUB,63.245628,63.342348,63.230947,63.327419,225363.54300519708,3558.70405843
1663437600000,2022-09-17 18:00:00,USDT/RUB,63.245085,63.279926,63.160001,63.239303,208345.97072080395,3294.56462733
1663434000000,2022-09-17 17:00:00,USDT/RUB,63.159686,63.429899,63.159685,63.248861,263836.5357385227,4171.40374652
1663430400000,2022-09-17 16:00:00,USDT/RUB,63.382649,63.429899,63.159803,63.159803,369751.3757188937,5854.21990184
1663426800000,2022-09-17 15:00:00,USDT/RUB,63.220355,63.409999,63.220355,63.394686,266036.1959289368,4196.50624863
1663423200000,2022-09-17 14:00:00,USDT/RUB,63.159685,63.429899,63.159685,63.230147,194451.2907391335,3075.29398499
1663419600000,2022-09-17 13:00:00,USDT/RUB,63.188208,63.285668,63.159686,63.159686,198062.43719182484,3135.89964953
1663416000000,2022-09-17 12:00:00,USDT/RUB,63.283233,63.299396,63.187709,63.191145,236501.71020052469,3742.64005187
1663412400000,2022-09-17 11:00:00,USDT/RUB,63.30586,63.317743,63.159686,63.296725,233517.65440657755,3689.25334457
1663408800000,2022-09-17 10:00:00,USDT/RUB,63.33632,63.379251,63.188954,63.32266,276846.7886691835,4372.00188162
1663405200000,2022-09-17 09:00:00,USDT/RUB,63.364245,63.432199,63.308596,63.359934,284650.5349381061,4492.59519333
1663401600000,2022-09-17 08:00:00,USDT/RUB,63.263736,63.393635,63.159685,63.361005,248186.61502051592,3917.02459613
1663398000000,2022-09-17 07:00:00,USDT/RUB,63.123078,63.28955,63.08455,63.285969,261142.18013321192,4126.38352955
1663394400000,2022-09-17 06:00:00,USDT/RUB,63.25835,63.25835,63.122851,63.123084,246872.94268127374,3910.97720576
1663390800000,2022-09-17 05:00:00,USDT/RUB,63.210905,63.276138,63.0936,63.261159,234002.69078774372,3698.9946831
1663387200000,2022-09-17 04:00:00,USDT/RUB,63.198906,63.240996,63.16892,63.229188,201701.10972,3190.0
1663383600000,2022-09-17 03:00:00,USDT/RUB,63.160988,63.225583,63.123398,63.194852,235653.60310799998,3729.0
1663380000000,2022-09-17 02:00:00,USDT/RUB,63.170987,63.224514,63.102262,63.181604,222462.427684,3521.0
1663376400000,2022-09-17 01:00:00,USDT/RUB,63.149318,63.179889,63.113813,63.165902,194550.97816,3080.0
1663372800000,2022-09-17 00:00:00,USDT/RUB,63.082125,63.236142,63.0006,63.138649,215345.0098012055,3410.66863501
1663369200000,2022-09-16 23:00:00,USDT/RUB,63.095269,63.174613,63.028031,63.05691,213196.6307904196,3381.01931716
1663365600000,2022-09-16 22:00:00,USDT/RUB,63.245774,63.253325,63.070525,63.091672,220960.8792492706,3502.21942524
