https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume EUR
1657843200,2022-07-15 00:00:00,LTC/EUR,51.15,52.30,50.51,51.33,4325.83594878,222045.1592508774
1657756800,2022-07-14 00:00:00,LTC/EUR,49.33,51.53,47.77,51.04,8210.64109022,419071.1212448288
1657670400,2022-07-13 00:00:00,LTC/EUR,47.11,49.49,46.32,49.48,8998.95480107,445268.2835569436
1657584000,2022-07-12 00:00:00,LTC/EUR,48.11,49.09,47.19,47.22,4080.72112236,192691.65139783922
1657497600,2022-07-11 00:00:00,LTC/EUR,51.19,51.29,48.03,48.56,5016.51680523,243602.0560619688
1657411200,2022-07-10 00:00:00,LTC/EUR,53.37,54.00,49.79,51.21,10130.37876420,518776.69651468203
1657324800,2022-07-09 00:00:00,LTC/EUR,50.58,53.77,50.55,53.10,5173.20719790,274697.30220849003
1657238400,2022-07-08 00:00:00,LTC/EUR,51.26,53.00,50.05,50.18,10964.78544043,550212.9334007774
1657152000,2022-07-07 00:00:00,LTC/EUR,49.23,51.70,48.66,51.24,7328.66031676,375520.5546307824
1657065600,2022-07-06 00:00:00,LTC/EUR,48.58,49.81,47.82,49.32,8020.21029929,395556.7719609828
1656979200,2022-07-05 00:00:00,LTC/EUR,50.06,50.21,46.68,48.36,6684.32098521,323253.7628447556
1656892800,2022-07-04 00:00:00,LTC/EUR,48.55,50.08,47.62,49.99,7043.14788404,352086.9627231596
1656806400,2022-07-03 00:00:00,LTC/EUR,48.41,49.80,47.11,48.75,8539.43732043,416297.56937096256
1656720000,2022-07-02 00:00:00,LTC/EUR,48.56,49.47,47.73,48.42,7692.00813378,372447.0338376276
1656633600,2022-07-01 00:00:00,LTC/EUR,51.09,53.70,47.75,48.90,13691.48907842,669513.8159347379
1656547200,2022-06-30 00:00:00,LTC/EUR,51.41,51.58,48.01,51.29,11089.44193523,568777.4768579466
1656460800,2022-06-29 00:00:00,LTC/EUR,50.04,52.03,48.93,51.09,9968.54221275,509292.82164939755
1656374400,2022-06-28 00:00:00,LTC/EUR,52.69,53.93,49.91,50.03,11793.71470836,590039.5468592508
1656288000,2022-06-27 00:00:00,LTC/EUR,53.62,55.33,51.69,52.94,10378.61395356,549443.8227014664
1656201600,2022-06-26 00:00:00,LTC/EUR,55.72,57.30,53.49,53.64,7867.92850859,422035.6852007676
1656115200,2022-06-25 00:00:00,LTC/EUR,52.72,56.60,51.77,55.85,13218.32907849,738243.6790336665
1656028800,2022-06-24 00:00:00,LTC/EUR,53.02,54.30,51.56,52.89,14466.53394612,765134.9804102868
1655942400,2022-06-23 00:00:00,LTC/EUR,49.26,53.77,49.26,52.92,12877.31703227,681467.6173477285
1655856000,2022-06-22 00:00:00,LTC/EUR,50.71,50.71,48.06,49.20,18133.45017841,892165.7487777721
1655769600,2022-06-21 00:00:00,LTC/EUR,50.03,52.68,49.30,50.60,16679.02135112,843958.4803666722
1655683200,2022-06-20 00:00:00,LTC/EUR,51.71,51.71,48.68,50.12,12839.52981728,643517.2344420735
1655596800,2022-06-19 00:00:00,LTC/EUR,44.85,53.55,42.91,51.73,25959.01229253,1342859.7058925768
1655510400,2022-06-18 00:00:00,LTC/EUR,45.39,46.06,39.43,45.01,12673.17373076,570419.5496215075
1655424000,2022-06-17 00:00:00,LTC/EUR,42.33,46.06,42.24,45.31,11966.07537983,542182.8754600973
1655337600,2022-06-16 00:00:00,LTC/EUR,48.34,48.84,41.75,42.33,19122.39444916,809450.9570329428
1655251200,2022-06-15 00:00:00,LTC/EUR,44.16,48.73,39.68,48.37,32857.30804356,1589307.990066997
1655164800,2022-06-14 00:00:00,LTC/EUR,41.60,44.41,38.86,44.35,32923.00021172,1460135.059389782
1655078400,2022-06-13 00:00:00,LTC/EUR,45.57,45.79,39.39,41.74,36633.15620387,1529067.939949534
1654992000,2022-06-12 00:00:00,LTC/EUR,49.57,50.00,45.10,45.79,21884.38779231,1002086.1170098749
1654905600,2022-06-11 00:00:00,LTC/EUR,53.91,54.94,49.15,49.52,22718.62305135,1125026.2135028522
1654819200,2022-06-10 00:00:00,LTC/EUR,56.62,56.78,52.73,53.83,17766.71615222,956382.3304740026
1654732800,2022-06-09 00:00:00,LTC/EUR,57.05,58.20,55.79,56.61,11020.55125531,623873.4065630991
1654646400,2022-06-08 00:00:00,LTC/EUR,59.54,60.17,57.00,57.34,14744.86438854,845470.5240388836
1654560000,2022-06-07 00:00:00,LTC/EUR,60.03,61.12,56.36,59.63,12059.95829492,719135.3131260796
1654473600,2022-06-06 00:00:00,LTC/EUR,58.87,61.80,58.65,60.30,8701.61832949,524707.5852682469
1654387200,2022-06-05 00:00:00,LTC/EUR,59.45,59.52,57.53,58.95,6255.03939017,368734.5720505215
1654300800,2022-06-04 00:00:00,LTC/EUR,58.38,59.98,57.17,59.40,8434.69389106,501020.817128964
1654214400,2022-06-03 00:00:00,LTC/EUR,59.84,60.27,57.21,58.38,8433.61911184,492354.6837492192
1654128000,2022-06-02 00:00:00,LTC/EUR,58.87,60.22,58.21,59.97,10438.50448954,625997.1142377139
1654041600,2022-06-01 00:00:00,LTC/EUR,63.84,65.67,57.92,58.74,14480.94985233,850610.9943258642
1653955200,2022-05-31 00:00:00,LTC/EUR,64.05,64.77,62.26,63.51,10185.79706163,646899.9713841213
1653868800,2022-05-30 00:00:00,LTC/EUR,59.21,64.49,58.89,64.17,11894.44886480,763266.7836542161
1653782400,2022-05-29 00:00:00,LTC/EUR,58.63,59.98,57.65,59.27,7585.48483262,449591.6860293874
1653696000,2022-05-28 00:00:00,LTC/EUR,57.37,59.58,57.04,58.64,8621.38475414,505558.0019827696
1653609600,2022-05-27 00:00:00,LTC/EUR,59.17,59.76,56.78,57.25,9402.85676389,538313.5497327026
1653523200,2022-05-26 00:00:00,LTC/EUR,63.67,64.25,56.30,59.07,19498.42948401,1151772.2296204707
1653436800,2022-05-25 00:00:00,LTC/EUR,65.43,66.82,63.59,63.64,13052.20713263,830642.4619205731
1653350400,2022-05-24 00:00:00,LTC/EUR,64.64,65.75,62.41,65.50,14583.07346659,955191.312061645
1653264000,2022-05-23 00:00:00,LTC/EUR,67.60,69.24,63.95,64.47,16825.73928134,1084755.41146799
1653177600,2022-05-22 00:00:00,LTC/EUR,66.07,68.51,65.66,67.79,8376.33809801,567831.9596640979
1653091200,2022-05-21 00:00:00,LTC/EUR,64.56,66.80,64.24,66.08,8481.42374743,560452.4812301744
1653004800,2022-05-20 00:00:00,LTC/EUR,68.03,69.12,63.23,64.87,21018.54765909,1363473.1866451683
1652918400,2022-05-19 00:00:00,LTC/EUR,63.08,68.48,61.56,68.03,17913.68083610,1218667.707279883
1652832000,2022-05-18 00:00:00,LTC/EUR,69.18,70.29,62.84,62.85,25432.09818770,1598407.3710969451
1652745600,2022-05-17 00:00:00,LTC/EUR,64.54,69.84,64.34,69.29,34181.59939638,2368443.0221751705
1652659200,2022-05-16 00:00:00,LTC/EUR,68.42,68.42,62.39,64.22,30233.48765437,1941594.5771636413
1652572800,2022-05-15 00:00:00,LTC/EUR,66.12,68.86,63.34,68.81,19448.17679197,1338229.0450554558
1652486400,2022-05-14 00:00:00,LTC/EUR,65.13,67.32,61.55,66.09,23530.45708688,1555127.9088718994
1652400000,2022-05-13 00:00:00,LTC/EUR,61.52,70.36,60.63,65.00,37474.69441917,2435855.13724605
1652313600,2022-05-12 00:00:00,LTC/EUR,63.17,66.39,49.85,62.03,119939.58852205,7439852.676022762
1652227200,2022-05-11 00:00:00,LTC/EUR,76.10,78.33,60.95,62.88,72070.18443186,4531773.197075358
1652140800,2022-05-10 00:00:00,LTC/EUR,72.63,80.46,69.44,76.21,63816.12676130,4863427.020478672
1652054400,2022-05-09 00:00:00,LTC/EUR,89.12,90.05,71.18,71.82,32816.10462466,2356852.634143081
1651968000,2022-05-08 00:00:00,LTC/EUR,89.49,90.76,86.86,89.22,14525.04647173,1295924.6462077505
1651881600,2022-05-07 00:00:00,LTC/EUR,91.58,92.08,87.95,89.48,18164.74219748,1625381.1318305107
1651795200,2022-05-06 00:00:00,LTC/EUR,91.93,93.47,87.54,91.58,23264.54580562,2130567.1048786794
1651708800,2022-05-05 00:00:00,LTC/EUR,99.88,100.67,90.19,91.92,22913.64743709,2106222.4724173127
1651622400,2022-05-04 00:00:00,LTC/EUR,94.28,100.70,94.00,100.21,17161.37573941,1719741.462846276
1651536000,2022-05-03 00:00:00,LTC/EUR,95.93,96.50,92.53,94.43,9687.19522959,914761.8455301836
1651449600,2022-05-02 00:00:00,LTC/EUR,94.15,96.90,93.41,95.70,10416.38589271,996848.129932347
1651363200,2022-05-01 00:00:00,LTC/EUR,91.00,94.95,89.79,94.31,12599.67679052,1188275.5181139412
1651276800,2022-04-30 00:00:00,LTC/EUR,95.29,96.37,89.33,90.94,9476.06213856,861753.0908806465
1651190400,2022-04-29 00:00:00,LTC/EUR,98.34,99.30,93.25,95.25,11485.62653647,1094005.9275987674
1651104000,2022-04-28 00:00:00,LTC/EUR,94.98,99.39,94.73,98.32,13150.55081064,1292962.1557021246
1651017600,2022-04-27 00:00:00,LTC/EUR,92.64,96.45,92.10,95.30,9887.25267354,942255.179788362
1650931200,2022-04-26 00:00:00,LTC/EUR,97.74,98.16,90.66,92.57,13479.96093000,1247839.9832900998
1650844800,2022-04-25 00:00:00,LTC/EUR,96.89,97.90,91.91,97.61,16074.76141213,1569057.4614380093
1650758400,2022-04-24 00:00:00,LTC/EUR,97.44,98.11,96.03,96.63,7585.44270699,732981.3287764437
1650672000,2022-04-23 00:00:00,LTC/EUR,97.57,99.40,96.84,97.54,14623.93511971,1426418.6315765136
1650585600,2022-04-22 00:00:00,LTC/EUR,98.11,100.48,97.11,97.57,14035.29173165,1369423.4142570905
1650499200,2022-04-21 00:00:00,LTC/EUR,102.99,105.33,97.40,98.41,13184.81105713,1297517.2561321633
1650412800,2022-04-20 00:00:00,LTC/EUR,105.35,105.47,101.83,103.18,9497.40332800,979942.0753830401
1650326400,2022-04-19 00:00:00,LTC/EUR,103.28,105.73,102.38,105.43,11073.57477996,1167486.9890511828
1650240000,2022-04-18 00:00:00,LTC/EUR,100.47,103.38,97.74,103.16,20564.30761162,2121413.973214719
1650153600,2022-04-17 00:00:00,LTC/EUR,105.91,106.53,100.21,100.52,9628.75161808,967882.1126494015
1650067200,2022-04-16 00:00:00,LTC/EUR,102.63,106.23,101.99,105.77,12162.97124925,1286477.4690331726
1649980800,2022-04-15 00:00:00,LTC/EUR,99.21,104.40,99.06,102.69,16197.99850770,1663372.4667557129
1649894400,2022-04-14 00:00:00,LTC/EUR,101.35,102.96,97.82,99.19,11667.20861388,1157270.4224107573
1649808000,2022-04-13 00:00:00,LTC/EUR,96.96,101.90,96.13,101.39,17596.73923652,1784133.3911907629
1649721600,2022-04-12 00:00:00,LTC/EUR,94.35,97.22,93.56,96.91,18411.34690154,1784243.6282282413
1649635200,2022-04-11 00:00:00,LTC/EUR,101.43,101.62,93.70,94.17,21170.40428845,1993616.9718433367
1649548800,2022-04-10 00:00:00,LTC/EUR,103.52,105.09,101.14,101.34,17280.32979359,1751188.6212824108
1649462400,2022-04-09 00:00:00,LTC/EUR,101.75,103.89,101.29,103.68,11330.03460066,1174697.9873964288
1649376000,2022-04-08 00:00:00,LTC/EUR,105.00,105.95,100.87,101.81,11857.56422870,1207218.614123947
1649289600,2022-04-07 00:00:00,LTC/EUR,102.85,105.38,101.26,105.01,13546.56779886,1422525.0845582886
1649203200,2022-04-06 00:00:00,LTC/EUR,112.45,112.81,102.26,102.47,24484.62812186,2508939.8436469943
1649116800,2022-04-05 00:00:00,LTC/EUR,113.91,116.10,112.40,112.57,18512.02251022,2083898.373975465
1649030400,2022-04-04 00:00:00,LTC/EUR,116.27,116.71,110.53,113.62,13927.88658424,1582486.4737013488
1648944000,2022-04-03 00:00:00,LTC/EUR,113.09,117.31,112.11,116.61,16243.82072232,1894191.9344297352
1648857600,2022-04-02 00:00:00,LTC/EUR,112.93,116.19,112.01,112.91,13124.12971743,1481845.4863950212
1648771200,2022-04-01 00:00:00,LTC/EUR,112.10,114.40,107.57,113.05,11897.07528388,1344964.360842634
1648684800,2022-03-31 00:00:00,LTC/EUR,117.26,118.80,108.57,111.80,24892.44529169,2782975.383610942
1648598400,2022-03-30 00:00:00,LTC/EUR,117.34,120.24,113.30,117.39,11079.29993029,1300599.0188167433
1648512000,2022-03-29 00:00:00,LTC/EUR,116.19,119.07,114.49,117.21,18687.09431060,2190314.324145426
1648425600,2022-03-28 00:00:00,LTC/EUR,118.02,120.87,115.56,116.18,13595.92811703,1579574.9286365455
1648339200,2022-03-27 00:00:00,LTC/EUR,113.67,118.02,112.33,118.02,8056.58645002,950838.3328313603
1648252800,2022-03-26 00:00:00,LTC/EUR,112.73,114.32,111.04,113.57,8615.92656579,978510.7800767702
1648166400,2022-03-25 00:00:00,LTC/EUR,114.85,115.69,110.86,112.90,14531.52215751,1640608.8515828792
1648080000,2022-03-24 00:00:00,LTC/EUR,111.51,116.00,109.79,114.80,11969.18905741,1374062.903790668
1647993600,2022-03-23 00:00:00,LTC/EUR,111.38,112.93,107.74,111.45,9625.18408176,1072726.7659121521
1647907200,2022-03-22 00:00:00,LTC/EUR,105.30,112.50,104.94,111.36,11778.36151490,1311638.338299264
1647820800,2022-03-21 00:00:00,LTC/EUR,103.94,105.98,102.54,105.46,9861.55872912,1039999.9835729952
1647734400,2022-03-20 00:00:00,LTC/EUR,105.52,106.98,100.72,103.80,11168.64661948,1159305.519102024
1647648000,2022-03-19 00:00:00,LTC/EUR,101.37,106.00,101.02,105.68,9848.91604138,1040833.4472530385
1647561600,2022-03-18 00:00:00,LTC/EUR,99.26,102.13,97.07,101.22,11377.59753174,1151640.4221627228
1647475200,2022-03-17 00:00:00,LTC/EUR,100.98,101.20,98.35,99.32,8802.63757445,874277.963894374
1647388800,2022-03-16 00:00:00,LTC/EUR,97.42,102.00,96.38,101.08,12131.87738051,1226290.1656219508
1647302400,2022-03-15 00:00:00,LTC/EUR,96.48,99.12,93.18,97.53,12694.73874817,1238117.8701090203
1647216000,2022-03-14 00:00:00,LTC/EUR,92.85,96.86,92.42,96.54,11455.90188231,1105952.7677182073
1647129600,2022-03-13 00:00:00,LTC/EUR,96.60,98.46,92.51,93.03,10217.69766945,950552.4141889336
1647043200,2022-03-12 00:00:00,LTC/EUR,95.78,98.90,95.78,96.83,8989.26233633,870430.272026834
1646956800,2022-03-11 00:00:00,LTC/EUR,92.82,96.93,90.85,95.84,14958.11304289,1433585.5540305777
1646870400,2022-03-10 00:00:00,LTC/EUR,96.58,96.91,90.01,93.02,18723.98366072,1741704.9601201743
1646784000,2022-03-09 00:00:00,LTC/EUR,92.34,98.92,92.29,96.52,15174.96669211,1464687.7851224572
1646697600,2022-03-08 00:00:00,LTC/EUR,90.63,93.94,90.63,92.59,13698.98193691,1268388.737538497
1646611200,2022-03-07 00:00:00,LTC/EUR,93.05,95.45,88.82,90.55,14839.19437403,1343689.0505684165
1646524800,2022-03-06 00:00:00,LTC/EUR,95.91,96.90,92.71,93.05,11318.11969340,1053151.03747087
1646438400,2022-03-05 00:00:00,LTC/EUR,92.09,96.51,91.08,96.07,8006.43847250,769178.5440530749
1646352000,2022-03-04 00:00:00,LTC/EUR,100.90,101.98,90.66,92.44,11458.14374728,1059190.8079985632
1646265600,2022-03-03 00:00:00,LTC/EUR,99.27,101.90,97.73,100.85,12377.99165805,1248320.4587143424
1646179200,2022-03-02 00:00:00,LTC/EUR,101.23,103.04,98.40,99.27,13987.85549394,1388574.4148834238
1646092800,2022-03-01 00:00:00,LTC/EUR,101.53,103.90,98.11,101.06,20468.59515893,2068556.2267614657
1646006400,2022-02-28 00:00:00,LTC/EUR,91.99,101.56,90.86,101.56,24643.35156670,2502778.785114052
1645920000,2022-02-27 00:00:00,LTC/EUR,96.20,97.70,90.81,92.05,34921.26391878,3214502.343723699
1645833600,2022-02-26 00:00:00,LTC/EUR,97.04,101.90,94.71,96.04,24339.63033060,2337578.0969508244
1645747200,2022-02-25 00:00:00,LTC/EUR,93.19,98.16,91.01,96.95,20016.14763329,1940565.5130474654
1645660800,2022-02-24 00:00:00,LTC/EUR,93.04,96.05,81.88,93.19,60232.70989891,5613086.235479423
1645574400,2022-02-23 00:00:00,LTC/EUR,94.85,98.25,92.99,93.19,26738.85768684,2491794.1478366195
1645488000,2022-02-22 00:00:00,LTC/EUR,91.30,95.26,88.87,94.81,29187.44923116,2767262.0616062796
1645401600,2022-02-21 00:00:00,LTC/EUR,97.66,100.88,90.30,90.98,48656.68283159,4426785.004018058
1645315200,2022-02-20 00:00:00,LTC/EUR,102.11,102.21,95.73,97.80,25475.42735269,2491496.795093082
1645228800,2022-02-19 00:00:00,LTC/EUR,101.49,103.59,99.68,102.10,25514.53987589,2605034.521328369
1645142400,2022-02-18 00:00:00,LTC/EUR,102.40,108.46,100.91,101.53,44543.54511745,4522506.135774698
1645056000,2022-02-17 00:00:00,LTC/EUR,112.61,113.33,101.19,102.50,35923.86951581,3682196.6253705253
1644969600,2022-02-16 00:00:00,LTC/EUR,115.78,116.14,110.48,112.06,20059.62825912,2247881.9427169873
1644883200,2022-02-15 00:00:00,LTC/EUR,110.26,116.60,109.60,115.76,16896.99770800,1955996.45467808
1644796800,2022-02-14 00:00:00,LTC/EUR,110.80,112.35,107.55,110.21,15392.84191614,1696445.1075777893
1644710400,2022-02-13 00:00:00,LTC/EUR,111.12,113.69,108.89,110.85,18186.71262500,2015997.0944812498
1644624000,2022-02-12 00:00:00,LTC/EUR,110.56,112.57,106.80,111.57,15087.84644877,1683351.0282892687
1644537600,2022-02-11 00:00:00,LTC/EUR,117.85,118.46,110.06,110.98,23642.31943080,2623824.610430184
1644451200,2022-02-10 00:00:00,LTC/EUR,122.66,125.77,117.73,117.93,43756.38175362,5160190.100204407
1644364800,2022-02-09 00:00:00,LTC/EUR,117.38,123.40,115.80,122.63,24815.08904274,3043074.369311206
1644278400,2022-02-08 00:00:00,LTC/EUR,120.45,125.25,114.28,117.16,28124.66110124,3295085.294621278
1644192000,2022-02-07 00:00:00,LTC/EUR,111.43,122.34,109.40,119.92,20342.90473246,2439521.135516603
1644105600,2022-02-06 00:00:00,LTC/EUR,106.47,111.78,105.25,111.49,16224.72926848,1808895.066142835
1644019200,2022-02-05 00:00:00,LTC/EUR,105.67,108.35,103.93,106.53,12431.00280184,1324274.7284800152
1643932800,2022-02-04 00:00:00,LTC/EUR,97.04,106.00,94.94,105.89,21973.43255202,2326766.772933398
1643846400,2022-02-03 00:00:00,LTC/EUR,95.78,97.11,93.40,96.98,14056.69175923,1363217.9668101254
1643760000,2022-02-02 00:00:00,LTC/EUR,102.29,102.82,95.17,95.83,13815.48042065,1323937.4887108894
1643673600,2022-02-01 00:00:00,LTC/EUR,97.20,103.66,96.41,101.87,14935.49879997,1521479.2627529441
1643587200,2022-01-31 00:00:00,LTC/EUR,97.48,99.00,93.21,97.54,16528.02507225,1612143.5655472649
1643500800,2022-01-30 00:00:00,LTC/EUR,99.52,100.71,96.26,97.41,12247.25351023,1193004.9644315043
1643414400,2022-01-29 00:00:00,LTC/EUR,98.06,100.60,96.85,99.41,11651.08748026,1158234.6064126466
1643328000,2022-01-28 00:00:00,LTC/EUR,95.77,98.80,94.58,98.19,12785.50889676,1255409.1185728644
1643241600,2022-01-27 00:00:00,LTC/EUR,95.09,98.50,92.11,95.95,16118.35871745,1546556.5189393277
1643155200,2022-01-26 00:00:00,LTC/EUR,95.36,103.42,93.32,95.08,19592.45800618,1862850.9072275944
1643068800,2022-01-25 00:00:00,LTC/EUR,96.85,97.48,93.37,95.47,16193.28525300,1545972.94310391
1642982400,2022-01-24 00:00:00,LTC/EUR,99.07,99.07,86.50,96.78,36771.43282745,3558739.269040611
1642896000,2022-01-23 00:00:00,LTC/EUR,95.67,99.35,93.47,98.94,30410.19586917,3008784.7792956796
1642809600,2022-01-22 00:00:00,LTC/EUR,101.19,103.27,85.00,95.19,41469.06235608,3947440.0456752554
1642723200,2022-01-21 00:00:00,LTC/EUR,114.01,115.82,97.00,100.98,29545.52991884,2983507.611204463
