https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CREAM,Volume USDT
1663459200,2022-09-18 00:00:00,CREAM/USDT,18.252,18.254,17.461,17.573,63.9449,1129.8526728
1663372800,2022-09-17 00:00:00,CREAM/USDT,16.238,18.298,16.238,18.096,1626.3438,27984.1499003
1663286400,2022-09-16 00:00:00,CREAM/USDT,16.484,16.835,16,16.239,392.0246,6435.7881449
1663200000,2022-09-15 00:00:00,CREAM/USDT,16.592,17.656,15.937,16.519,6200.1802,101527.4944047
1663113600,2022-09-14 00:00:00,CREAM/USDT,17.189,17.241,16.25,16.519,1139.7123,18980.975987
1663027200,2022-09-13 00:00:00,CREAM/USDT,18.513,18.6,16.601,17.163,6077.9944,109314.7220213
1662940800,2022-09-12 00:00:00,CREAM/USDT,19.125,22.959,18.352,18.513,7115.1742,146157.0506876
1662854400,2022-09-11 00:00:00,CREAM/USDT,17.869,23.48,17.639,19.125,5615.088,115207.94245922428
1662768000,2022-09-10 00:00:00,CREAM/USDT,18.084,18.53,17.638,17.953,405.3457,7297.4814135
1662681600,2022-09-09 00:00:00,CREAM/USDT,17.203,18.749,16.866,18.019,2211.4488,39909.675374
1662595200,2022-09-08 00:00:00,CREAM/USDT,16.664,19.66,16.215,17.204,2081.8953,36424.5838884
1662508800,2022-09-07 00:00:00,CREAM/USDT,16.028,16.85,15.655,16.772,378.6208,6098.7743143
1662422400,2022-09-06 00:00:00,CREAM/USDT,16.828,17.088,15.827,16.074,357.7666,5916.8272504
1662336000,2022-09-05 00:00:00,CREAM/USDT,17.08,17.194,16.7,16.737,195.2422,3294.9796984
1662249600,2022-09-04 00:00:00,CREAM/USDT,16.811,17.188,16.731,17.188,234.8001,3994.3409663
1662163200,2022-09-03 00:00:00,CREAM/USDT,17.034,17.187,16.664,16.924,56.3293,955.3893343
1662076800,2022-09-02 00:00:00,CREAM/USDT,16.678,17.567,16.404,16.947,289.0489,4937.8305257
1661990400,2022-09-01 00:00:00,CREAM/USDT,16.91,16.91,16.134,16.693,429.4012,7098.4878555
1661904000,2022-08-31 00:00:00,CREAM/USDT,16.706,17.7,16.304,16.772,684.33605643,11780.93726701286
1661817600,2022-08-30 00:00:00,CREAM/USDT,16.77,17.343,15.99,16.665,1974.48834227,33321.8952408397
1661731200,2022-08-29 00:00:00,CREAM/USDT,16.026,17.369,16.026,16.771,547.02053011,9121.73216798931
1661644800,2022-08-28 00:00:00,CREAM/USDT,16.455,16.847,15.903,15.903,229.90940167,3790.46794004819
1661558400,2022-08-27 00:00:00,CREAM/USDT,16.602,16.927,16.243,16.516,182.10170743,3017.38885863606
1661472000,2022-08-26 00:00:00,CREAM/USDT,18.018,18.309,16.5,16.5,1143.81665146,20177.06076740749
1661385600,2022-08-25 00:00:00,CREAM/USDT,17.964,18.392,17.828,18.087,902.13813886,16250.11418409996
1661299200,2022-08-24 00:00:00,CREAM/USDT,18.431,18.83,17.942,17.963,1021.91615346,19024.24628444581
1661212800,2022-08-23 00:00:00,CREAM/USDT,17.898,18.828,17.309,18.413,685.63000811,12400.35534635369
1661126400,2022-08-22 00:00:00,CREAM/USDT,18.273,18.65,17.457,17.898,2378.64325912,42604.47692030648
1661040000,2022-08-21 00:00:00,CREAM/USDT,17.92,21.156,17.055,18.198,5333.74977947,102914.55165853231
1660953600,2022-08-20 00:00:00,CREAM/USDT,16.592,18.643,16.448,17.92,2722.26512111,47959.84701061462
1660867200,2022-08-19 00:00:00,CREAM/USDT,18.104,18.104,16.244,16.592,741.97807466,12552.90012860396
1660780800,2022-08-18 00:00:00,CREAM/USDT,18.618,19.102,17.95,18.148,605.87112521,11323.89168257832
