https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LAYER,Volume BTC
1663459200,2022-09-18 00:00:00,LAYER/BTC,0.000002595,0.000002595,0.000002595,0.000002595,1.4834,0.000003849423
1663372800,2022-09-17 00:00:00,LAYER/BTC,0.00000257,0.000002687,0.000002556,0.000002556,1655.9152,0.0043263192739
1663286400,2022-09-16 00:00:00,LAYER/BTC,0.000002678,0.000002745,0.00000255,0.000002572,5968.0594,0.0157604900341
1663200000,2022-09-15 00:00:00,LAYER/BTC,0.000002751,0.000002769,0.00000257,0.000002621,2682.9657,0.0071006671459
1663113600,2022-09-14 00:00:00,LAYER/BTC,0.000002809,0.000002809,0.000002622,0.000002648,3042.1319,0.0081437103065
1663027200,2022-09-13 00:00:00,LAYER/BTC,0.000002674,0.000002853,0.000002578,0.000002659,15355.2609,0.0413226352881
1662940800,2022-09-12 00:00:00,LAYER/BTC,0.000002725,0.000002796,0.000002622,0.000002684,4530.738,0.012160030712
1662854400,2022-09-11 00:00:00,LAYER/BTC,0.000002654,0.000002725,0.000002648,0.000002659,2013.9842,0.0054107112657
1662768000,2022-09-10 00:00:00,LAYER/BTC,0.000002801,0.000002958,0.000002648,0.000002702,10553.9144,0.0293508417951
1662681600,2022-09-09 00:00:00,LAYER/BTC,0.000002998,0.000002998,0.000002702,0.000002775,8451.6654,0.0239329407412
1662595200,2022-09-08 00:00:00,LAYER/BTC,0.000003007,0.000003075,0.000002924,0.000003052,7702.7514,0.0228901973601
1662508800,2022-09-07 00:00:00,LAYER/BTC,0.000003062,0.000003154,0.000002839,0.000002996,6669.3375,0.0197620089019
1662422400,2022-09-06 00:00:00,LAYER/BTC,0.000002918,0.000003151,0.000002908,0.000003151,5001.4559,0.0151503373005
1662336000,2022-09-05 00:00:00,LAYER/BTC,0.000002968,0.000002996,0.000002899,0.000002986,704.4553,0.0020572830764
1662249600,2022-09-04 00:00:00,LAYER/BTC,0.000003136,0.000003136,0.000002925,0.000002968,5440.7594,0.0162454142361
1662163200,2022-09-03 00:00:00,LAYER/BTC,0.000003059,0.000003151,0.000002996,0.00000312,2825.4855,0.0085689085917
1662076800,2022-09-02 00:00:00,LAYER/BTC,0.000002973,0.000003137,0.000002921,0.000003053,3947.2178,0.0119567486499
1661990400,2022-09-01 00:00:00,LAYER/BTC,0.000002883,0.000003028,0.000002875,0.000002886,2660.7666,0.0079153399055
1661904000,2022-08-31 00:00:00,LAYER/BTC,0.000002866,0.000002994,0.00000282,0.000002882,1189.8583,0.0034519394226
1661817600,2022-08-30 00:00:00,LAYER/BTC,0.000002901,0.000002968,0.000002836,0.000002896,2496.8991,0.0072930425462
1661731200,2022-08-29 00:00:00,LAYER/BTC,0.000002867,0.000002924,0.000002836,0.000002909,1680.9267,0.0048352448445
1661644800,2022-08-28 00:00:00,LAYER/BTC,0.000002943,0.000002951,0.000002872,0.000002873,1711.1726,0.0049745618741
1661558400,2022-08-27 00:00:00,LAYER/BTC,0.000002954,0.000003015,0.000002864,0.000003015,4682.0703,0.0136237578073
1661472000,2022-08-26 00:00:00,LAYER/BTC,0.00000291,0.000003089,0.00000291,0.000002927,4293.9659,0.0128363230125
1661385600,2022-08-25 00:00:00,LAYER/BTC,0.000002851,0.00000295,0.00000285,0.00000295,412.1547,0.0011987272501
1661299200,2022-08-24 00:00:00,LAYER/BTC,0.00000288,0.000002939,0.000002811,0.000002921,2694.0736,0.0077655177313
1661212800,2022-08-23 00:00:00,LAYER/BTC,0.000002814,0.000003001,0.000002735,0.000002783,6082.4648,0.0172758356521
1661126400,2022-08-22 00:00:00,LAYER/BTC,0.000002808,0.000003139,0.000002675,0.000002814,13973.0226,0.0392968306467
1661040000,2022-08-21 00:00:00,LAYER/BTC,0.000002757,0.000002815,0.000002728,0.000002733,3092.5845,0.0086310442231
1660953600,2022-08-20 00:00:00,LAYER/BTC,0.000002911,0.000002967,0.000002759,0.000002822,1339.0543,0.0038066709582
1660867200,2022-08-19 00:00:00,LAYER/BTC,0.000002926,0.000003059,0.000002839,0.000002932,2825.8714,0.0083651887842
1660780800,2022-08-18 00:00:00,LAYER/BTC,0.000002907,0.00000295,0.000002839,0.000002911,436.8412,0.0012645934935
1660694400,2022-08-17 00:00:00,LAYER/BTC,0.000002949,0.00000298,0.000002839,0.000002845,4217.9769,0.0121600269086
1660608000,2022-08-16 00:00:00,LAYER/BTC,0.00000291,0.000002979,0.00000285,0.000002884,1985.7248,0.0058097010676
1660521600,2022-08-15 00:00:00,LAYER/BTC,0.000002905,0.00000303,0.000002818,0.00000291,8951.284,0.025881222399
1660435200,2022-08-14 00:00:00,LAYER/BTC,0.00000295,0.000003003,0.000002829,0.000002829,6615.4323,0.0191438184864
1660348800,2022-08-13 00:00:00,LAYER/BTC,0.000002967,0.000003058,0.00000291,0.000002992,5719.9572,0.0168966757635
1660262400,2022-08-12 00:00:00,LAYER/BTC,0.000003113,0.000003113,0.000002838,0.000002974,17307.7861,0.0511315768925
1660176000,2022-08-11 00:00:00,LAYER/BTC,0.000002671,0.000003586,0.000002671,0.000003086,60653.3334,0.1901092384567
1660089600,2022-08-10 00:00:00,LAYER/BTC,0.000002653,0.00000287,0.000002612,0.000002759,21720.1077,0.0592781209512
1660003200,2022-08-09 00:00:00,LAYER/BTC,0.000002652,0.000002909,0.000002547,0.00000257,8559.2376,0.0226101205239
1659916800,2022-08-08 00:00:00,LAYER/BTC,0.000002627,0.000002684,0.000002573,0.000002627,8004.7436,0.0207886168348
1659830400,2022-08-07 00:00:00,LAYER/BTC,0.000002681,0.000002713,0.000002612,0.000002616,6174.6861,0.0164428332176
1659744000,2022-08-06 00:00:00,LAYER/BTC,0.00000241,0.000002713,0.000002398,0.000002688,10681.7373,0.028176168105
1659657600,2022-08-05 00:00:00,LAYER/BTC,0.000002476,0.000002543,0.000002387,0.000002482,6825.0564,0.0166844034304
1659571200,2022-08-04 00:00:00,LAYER/BTC,0.00000254,0.000002557,0.000002435,0.000002523,3253.4051,0.008238114079
1659484800,2022-08-03 00:00:00,LAYER/BTC,0.000002557,0.000002583,0.000002422,0.000002501,4876.4644,0.0122259330392
1659398400,2022-08-02 00:00:00,LAYER/BTC,0.00000253,0.000002575,0.00000247,0.000002518,6051.06,0.0152079580197
1659312000,2022-08-01 00:00:00,LAYER/BTC,0.000002638,0.000002713,0.000002544,0.000002545,9412.1698,0.0246511021335
1659225600,2022-07-31 00:00:00,LAYER/BTC,0.000002433,0.000002656,0.000002433,0.000002656,11727.1452,0.0296322380251
1659139200,2022-07-30 00:00:00,LAYER/BTC,0.000002409,0.000002429,0.000002327,0.000002361,5401.5705,0.0129041289893
1659052800,2022-07-29 00:00:00,LAYER/BTC,0.000002394,0.00000241,0.000002347,0.000002371,3283.1037,0.0077974412373
1658966400,2022-07-28 00:00:00,LAYER/BTC,0.000002408,0.000002458,0.00000235,0.000002414,1112.1275,0.0026888748969
1658880000,2022-07-27 00:00:00,LAYER/BTC,0.000002374,0.000002457,0.00000235,0.000002413,1031.3948,0.0024741096738
1658793600,2022-07-26 00:00:00,LAYER/BTC,0.000002474,0.000002506,0.000002374,0.000002374,1008.9451,0.0024554461105
1658707200,2022-07-25 00:00:00,LAYER/BTC,0.000002634,0.000002634,0.000002374,0.000002483,8772.27,0.0215868671552
1658620800,2022-07-24 00:00:00,LAYER/BTC,0.000002422,0.000002909,0.000002422,0.0000026,44516.3834,0.1166438999026
1658534400,2022-07-23 00:00:00,LAYER/BTC,0.000002528,0.000002556,0.000002422,0.000002443,1837.542,0.004592675122
1658448000,2022-07-22 00:00:00,LAYER/BTC,0.000002408,0.000002576,0.000002392,0.00000251,22099.1878,0.0551866962664
1658361600,2022-07-21 00:00:00,LAYER/BTC,0.000002414,0.000002458,0.000002351,0.000002458,2436.3155,0.0059065232944
1658275200,2022-07-20 00:00:00,LAYER/BTC,0.000002383,0.000002458,0.00000233,0.00000239,5849.7435,0.0139330528849
1658188800,2022-07-19 00:00:00,LAYER/BTC,0.000002554,0.000002605,0.000002398,0.000002414,8743.1753,0.021892045842
1658102400,2022-07-18 00:00:00,LAYER/BTC,0.000002469,0.000002532,0.000002431,0.000002529,3106.0166,0.0078060236908
1658016000,2022-07-17 00:00:00,LAYER/BTC,0.000002533,0.000002568,0.000002446,0.000002524,1689.0289,0.0042670730498
1657929600,2022-07-16 00:00:00,LAYER/BTC,0.000002483,0.000002609,0.000002428,0.000002507,6878.2819,0.0173069537651
1657843200,2022-07-15 00:00:00,LAYER/BTC,0.000002436,0.000002609,0.000002375,0.000002527,16427.0879,0.0400778744469
1657756800,2022-07-14 00:00:00,LAYER/BTC,0.000002336,0.000002507,0.000002315,0.000002409,1167.9542,0.0028409426034
1657670400,2022-07-13 00:00:00,LAYER/BTC,0.000002439,0.000002506,0.000002327,0.000002327,1683.0133,0.004025372617
1657584000,2022-07-12 00:00:00,LAYER/BTC,0.00000247,0.000002554,0.000002375,0.000002483,6083.3206,0.014881604156
1657497600,2022-07-11 00:00:00,LAYER/BTC,0.000002341,0.000002809,0.000002322,0.000002362,18178.0494,0.0454681071523
1657411200,2022-07-10 00:00:00,LAYER/BTC,0.000002343,0.000002392,0.000002313,0.000002392,293.4651,0.0006965987321
1657324800,2022-07-09 00:00:00,LAYER/BTC,0.000002362,0.000002389,0.000002281,0.00000233,7934.0069,0.0185597862172
1657238400,2022-07-08 00:00:00,LAYER/BTC,0.00000247,0.00000252,0.000002281,0.000002304,4394.5825,0.0105925144437
1657152000,2022-07-07 00:00:00,LAYER/BTC,0.000002831,0.000003151,0.000002495,0.000002495,34204.5333,0.0931636234788
1657065600,2022-07-06 00:00:00,LAYER/BTC,0.000002581,0.000002972,0.000002437,0.000002767,27644.1808,0.0728909102361
1656979200,2022-07-05 00:00:00,LAYER/BTC,0.000002413,0.000002617,0.000002401,0.000002556,3263.9828,0.0082934764873
1656892800,2022-07-04 00:00:00,LAYER/BTC,0.000002507,0.000002796,0.000002422,0.000002481,14277.9864,0.0368497404746
1656806400,2022-07-03 00:00:00,LAYER/BTC,0.000002489,0.000002589,0.000002422,0.000002439,6599.4258,0.0166173533096
1656720000,2022-07-02 00:00:00,LAYER/BTC,0.000002509,0.000002509,0.000002409,0.00000248,1048.9664,0.0025698171557
1656633600,2022-07-01 00:00:00,LAYER/BTC,0.000002403,0.000002583,0.000002327,0.000002558,7033.2426,0.0173302981
1656547200,2022-06-30 00:00:00,LAYER/BTC,0.000002554,0.000002687,0.000002418,0.000002422,11113.1236,0.0282926731215
1656460800,2022-06-29 00:00:00,LAYER/BTC,0.000002624,0.000002654,0.000002281,0.000002495,21040.7558,0.0523527968358
