https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BOLT,Volume BTC
1663459200,2022-09-18 00:00:00,BOLT/BTC,0.0000001528,0.0000001528,0.0000001528,0.0000001528,641.5213,0.00009802445464
1663372800,2022-09-17 00:00:00,BOLT/BTC,0.0000001491,0.0000001616,0.000000147,0.0000001527,236029.6745,0.03624187213191
1663286400,2022-09-16 00:00:00,BOLT/BTC,0.0000001513,0.0000001605,0.0000001495,0.0000001495,185051.9564,0.02877004703187
1663200000,2022-09-15 00:00:00,BOLT/BTC,0.0000001546,0.0000001572,0.000000147,0.0000001513,852074.3328,0.12864189373363
1663113600,2022-09-14 00:00:00,BOLT/BTC,0.0000001495,0.0000001579,0.000000147,0.0000001545,366416.5457,0.05566872874713
1663027200,2022-09-13 00:00:00,BOLT/BTC,0.0000001364,0.0000001506,0.0000001358,0.0000001497,1997021.5934,0.28343278064842
1662940800,2022-09-12 00:00:00,BOLT/BTC,0.0000001454,0.0000001464,0.0000001356,0.0000001356,1860149.2623,0.2649298169894
1662854400,2022-09-11 00:00:00,BOLT/BTC,0.0000001484,0.0000001506,0.0000001451,0.0000001461,308808.0807,0.04628923895241
1662768000,2022-09-10 00:00:00,BOLT/BTC,0.0000001505,0.0000001605,0.0000001451,0.0000001484,1279960.5165,0.19297607680426
1662681600,2022-09-09 00:00:00,BOLT/BTC,0.0000001587,0.0000001615,0.0000001504,0.0000001505,1595559.0257,0.24120795113485
1662595200,2022-09-08 00:00:00,BOLT/BTC,0.000000159,0.0000001698,0.0000001527,0.0000001581,4174087.715,0.67187457739506
1662508800,2022-09-07 00:00:00,BOLT/BTC,0.0000001616,0.0000001621,0.0000001504,0.0000001601,6013677.5655,0.9306442774227
1662422400,2022-09-06 00:00:00,BOLT/BTC,0.0000001616,0.0000001825,0.0000001539,0.0000001629,7552332.8134,1.27571517434982
1662336000,2022-09-05 00:00:00,BOLT/BTC,0.0000001553,0.0000001702,0.0000001493,0.0000001637,1183808.4778,0.18811019646558
1662249600,2022-09-04 00:00:00,BOLT/BTC,0.0000001563,0.0000001583,0.0000001552,0.0000001571,249484.6378,0.03879340886888
1662163200,2022-09-03 00:00:00,BOLT/BTC,0.0000001649,0.0000001664,0.0000001562,0.0000001562,482637.761,0.07870064054585
1662076800,2022-09-02 00:00:00,BOLT/BTC,0.000000155,0.0000001769,0.0000001526,0.000000166,889246.575,0.14689735259966
1661990400,2022-09-01 00:00:00,BOLT/BTC,0.0000001475,0.00000016,0.0000001475,0.0000001548,310114.7545,0.04751669849094
1661904000,2022-08-31 00:00:00,BOLT/BTC,0.0000001473,0.0000001571,0.000000146,0.0000001485,902243.0475,0.13665723164377
1661817600,2022-08-30 00:00:00,BOLT/BTC,0.0000001535,0.0000001622,0.0000001462,0.0000001483,179740.8852,0.02765245425283
1661731200,2022-08-29 00:00:00,BOLT/BTC,0.0000001594,0.0000001605,0.0000001463,0.0000001537,708497.1115,0.10751532209145
1661644800,2022-08-28 00:00:00,BOLT/BTC,0.0000001594,0.0000001618,0.0000001542,0.0000001594,186181.1253,0.02965688028782
1661558400,2022-08-27 00:00:00,BOLT/BTC,0.0000001695,0.0000001779,0.0000001583,0.0000001583,571782.6928,0.09716931539068
1661472000,2022-08-26 00:00:00,BOLT/BTC,0.0000001544,0.0000001779,0.0000001536,0.0000001687,3102136.0294,0.53122415772125
1661385600,2022-08-25 00:00:00,BOLT/BTC,0.0000001419,0.0000001622,0.0000001383,0.0000001544,1341863.0819,0.19951108169077
1661299200,2022-08-24 00:00:00,BOLT/BTC,0.000000146,0.0000001476,0.0000001397,0.000000142,197200.1167,0.02841900752063
