https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume BCH
1663545600000,2022-09-19 00:00:00,BCH/BTC,0.00575789,0.00580865,0.00574903,0.00579962,0.2091483370360884,36.06242082
1663459200000,2022-09-18 00:00:00,BCH/BTC,0.00607591,0.00608383,0.00570495,0.00575975,4.176806225385365,725.17144414
1663372800000,2022-09-17 00:00:00,BCH/BTC,0.00603965,0.00618584,0.00598527,0.00607703,4.424603556937486,728.08650886
1663286400000,2022-09-16 00:00:00,BCH/BTC,0.00596895,0.00612133,0.00590192,0.0060442,4.251496902509055,703.40109568
1663200000000,2022-09-15 00:00:00,BCH/BTC,0.00591926,0.0060904,0.0058195,0.00597011,4.506126298950154,754.78111776
1663113600000,2022-09-14 00:00:00,BCH/BTC,0.0058155,0.00595631,0.00581442,0.00593688,3.4834203574556835,586.74259164
1663027200000,2022-09-13 00:00:00,BCH/BTC,0.00575537,0.00592325,0.00570816,0.00582709,4.977372674868136,854.17810174
1662940800000,2022-09-12 00:00:00,BCH/BTC,0.0059715,0.00601418,0.00572884,0.0057572,4.300865709250831,747.04121956
1662854400000,2022-09-11 00:00:00,BCH/BTC,0.00612111,0.0061562,0.00592873,0.00597241,4.621464552975026,773.80229304
1662768000000,2022-09-10 00:00:00,BCH/BTC,0.00621415,0.006327,0.00608087,0.00611987,4.449504930099472,727.05873329
1662681600000,2022-09-09 00:00:00,BCH/BTC,0.00654925,0.00658695,0.00616899,0.00620981,5.117601933211743,824.11570293
1662595200000,2022-09-08 00:00:00,BCH/BTC,0.00614879,0.00674926,0.00606534,0.00655569,6.027192500315856,919.38339066
1662508800000,2022-09-07 00:00:00,BCH/BTC,0.0059721,0.00616534,0.00594294,0.00614883,4.569853766144941,743.20704364
1662422400000,2022-09-06 00:00:00,BCH/BTC,0.00634317,0.00639999,0.00594843,0.00596285,4.690876546113196,786.68364056
1662336000000,2022-09-05 00:00:00,BCH/BTC,0.00591504,0.00636374,0.00591119,0.00634497,4.576961939690546,721.35281013
1662249600000,2022-09-04 00:00:00,BCH/BTC,0.00593373,0.00596661,0.00588609,0.00590716,4.290957559923233,726.39941358
1662163200000,2022-09-03 00:00:00,BCH/BTC,0.00582916,0.00600549,0.00581424,0.00593308,4.319446945089347,728.02776047
1662076800000,2022-09-02 00:00:00,BCH/BTC,0.00579223,0.00590078,0.00578341,0.00582814,4.205345331397915,721.55873596
1661990400000,2022-09-01 00:00:00,BCH/BTC,0.0057403,0.00584764,0.00569173,0.00579318,4.277226196633194,738.32095613
1661904000000,2022-08-31 00:00:00,BCH/BTC,0.00578787,0.00581255,0.00573071,0.0057399,4.015672619647269,699.60672131
1661817600000,2022-08-30 00:00:00,BCH/BTC,0.00589382,0.00589832,0.00571226,0.00578972,4.348148167806755,751.0118223
1661731200000,2022-08-29 00:00:00,BCH/BTC,0.00574641,0.00590436,0.00566571,0.00589441,4.300427222613926,729.57721343
1661644800000,2022-08-28 00:00:00,BCH/BTC,0.00575921,0.00603664,0.00573007,0.00574722,4.283345973001576,745.29006598
1661558400000,2022-08-27 00:00:00,BCH/BTC,0.00573442,0.00583349,0.0057155,0.00575914,4.03500188592266,700.62576807
1661472000000,2022-08-26 00:00:00,BCH/BTC,0.00605437,0.00605437,0.00571209,0.00573688,4.352282016196817,758.64965211
1661385600000,2022-08-25 00:00:00,BCH/BTC,0.00611244,0.00613393,0.00598423,0.00605443,4.292979649712919,709.06421409
1661299200000,2022-08-24 00:00:00,BCH/BTC,0.00619551,0.00646508,0.00611237,0.00611356,4.739783323723985,775.29022758
1661212800000,2022-08-23 00:00:00,BCH/BTC,0.00573865,0.00629076,0.00573156,0.00619803,4.679174494842226,754.94544151
1661126400000,2022-08-22 00:00:00,BCH/BTC,0.00555651,0.00564994,0.00553534,0.00554346,0.346614298909047,62.52670695
1661040000000,2022-08-21 00:00:00,BCH/BTC,0.00541935,0.00556567,0.00541133,0.00555222,4.617040898959413,831.56663442
1660953600000,2022-08-20 00:00:00,BCH/BTC,0.00548313,0.00554521,0.00535322,0.00541854,4.080391674456669,753.04264146
1660867200000,2022-08-19 00:00:00,BCH/BTC,0.00556172,0.00559696,0.00543733,0.00548634,4.457195254277348,812.41688526
1660780800000,2022-08-18 00:00:00,BCH/BTC,0.00572935,0.0058,0.00551875,0.00556332,4.097927098606178,736.59740921
1660694400000,2022-08-17 00:00:00,BCH/BTC,0.00571546,0.00600992,0.00567781,0.00572794,4.228485421870771,738.22096982
1660608000000,2022-08-16 00:00:00,BCH/BTC,0.00570013,0.00574928,0.00564708,0.005713,4.286354667497131,750.28088001
1660521600000,2022-08-15 00:00:00,BCH/BTC,0.00573316,0.00575559,0.00558251,0.00569857,4.2004010675208585,737.09738891
1660435200000,2022-08-14 00:00:00,BCH/BTC,0.00590509,0.00592479,0.00571692,0.00573353,4.255125326978403,742.14756476
1660348800000,2022-08-13 00:00:00,BCH/BTC,0.00586517,0.0059574,0.00583896,0.00590858,4.279134354918537,724.22381603
1660262400000,2022-08-12 00:00:00,BCH/BTC,0.00596629,0.0059826,0.00585511,0.00586479,4.162424869469332,709.73127247
1660176000000,2022-08-11 00:00:00,BCH/BTC,0.00593463,0.00602634,0.00582848,0.00596683,3.988282249936265,668.4088955
1660089600000,2022-08-10 00:00:00,BCH/BTC,0.00580891,0.0059673,0.00577628,0.00593377,3.607217323269785,607.91323615
1660003200000,2022-08-09 00:00:00,BCH/BTC,0.00602879,0.00605125,0.00601243,0.00601266,0.23231201054367304,38.63714405
