https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UBXT,Volume USDT
1663545600000.0,2022-09-19 00:00:00,UBXT/USDT,0.00504,0.00509,0.00504,0.00505,410370.88316831685,2072.37296
1663459200000.0,2022-09-18 00:00:00,UBXT/USDT,0.005345,0.005395,0.004965,0.00504,16139196.953373017,81341.552645
1663372800000.0,2022-09-17 00:00:00,UBXT/USDT,0.005495,0.00551,0.004855,0.00534,20312722.96067416,108469.94061
1663286400000.0,2022-09-16 00:00:00,UBXT/USDT,0.00556,0.005565,0.005425,0.005495,14975211.859872613,82288.78917
1663200000000.0,2022-09-15 00:00:00,UBXT/USDT,0.00572,0.005765,0.00556,0.00556,1919234.6699640288,10670.944765
1663113600000.0,2022-09-14 00:00:00,UBXT/USDT,0.005745,0.005745,0.00567,0.00572,1534665.256993007,8778.28527
1663027200000.0,2022-09-13 00:00:00,UBXT/USDT,0.00588,0.005905,0.005705,0.005745,22757564.60922541,130742.20868
1662940800000.0,2022-09-12 00:00:00,UBXT/USDT,0.005965,0.005985,0.00587,0.00588,34167742.698979594,200906.32707
1662854400000.0,2022-09-11 00:00:00,UBXT/USDT,0.0059,0.00597,0.00586,0.005965,14567079.112321878,86892.626905
1662768000000.0,2022-09-10 00:00:00,UBXT/USDT,0.005885,0.005965,0.005855,0.0059,13578575.779661017,80113.5971
1662681600000.0,2022-09-09 00:00:00,UBXT/USDT,0.005785,0.00597,0.005745,0.005885,34251548.94392523,201570.365535
1662595200000.0,2022-09-08 00:00:00,UBXT/USDT,0.005845,0.00588,0.005715,0.005785,14311887.143474502,82794.267125
1662508800000.0,2022-09-07 00:00:00,UBXT/USDT,0.005875,0.005975,0.005255,0.00583,6091624.818181818,35514.17269
1662422400000.0,2022-09-06 00:00:00,UBXT/USDT,0.005895,0.006035,0.005875,0.005875,3619757.239148936,21266.07378
1662336000000.0,2022-09-05 00:00:00,UBXT/USDT,0.005905,0.005975,0.005865,0.005895,12268920.16115352,72325.28435
1662249600000.0,2022-09-04 00:00:00,UBXT/USDT,0.00594,0.005995,0.00584,0.005905,30012731.95850974,177225.182215
1662163200000.0,2022-09-03 00:00:00,UBXT/USDT,0.00601,0.006025,0.005915,0.00594,13323016.933501683,79138.720585
1662076800000.0,2022-09-02 00:00:00,UBXT/USDT,0.005965,0.00612,0.00596,0.00601,29113454.581530783,174971.862035
1661990400000.0,2022-09-01 00:00:00,UBXT/USDT,0.005965,0.00602,0.005935,0.005965,30765202.14082146,183514.43077
1661904000000.0,2022-08-31 00:00:00,UBXT/USDT,0.00601,0.00612,0.005955,0.005965,30777103.37803856,183585.42165
1661817600000.0,2022-08-30 00:00:00,UBXT/USDT,0.005975,0.00613,0.005925,0.00601,26826654.257903494,161228.19209
1661731200000.0,2022-08-29 00:00:00,UBXT/USDT,0.005995,0.006025,0.005725,0.005975,28017431.4,167404.152615
1661644800000.0,2022-08-28 00:00:00,UBXT/USDT,0.006015,0.00606,0.00595,0.005995,36141552.56296913,216668.607615
1661558400000.0,2022-08-27 00:00:00,UBXT/USDT,0.006095,0.00619,0.00599,0.006015,35291451.37157107,212278.08
1661472000000.0,2022-08-26 00:00:00,UBXT/USDT,0.00625,0.006265,0.006085,0.006095,24304479.7145201,148135.80386
1661385600000.0,2022-08-25 00:00:00,UBXT/USDT,0.006175,0.006255,0.006075,0.00625,14591739.268,91198.370425
1661299200000.0,2022-08-24 00:00:00,UBXT/USDT,0.006105,0.00628,0.006065,0.006175,16339886.532793522,100898.79934
1661212800000.0,2022-08-23 00:00:00,UBXT/USDT,0.00611,0.00617,0.00606,0.006105,15242687.868959868,93056.60944
1661126400000.0,2022-08-22 00:00:00,UBXT/USDT,0.006055,0.00611,0.00596,0.00611,9023484.087561375,55133.487775
1661040000000.0,2022-08-21 00:00:00,UBXT/USDT,0.00604,0.006065,0.005935,0.006055,3404716.234516928,20615.5568
1660953600000.0,2022-08-20 00:00:00,UBXT/USDT,0.00623,0.00624,0.00602,0.00604,11203597.716059603,67669.730205
1660867200000.0,2022-08-19 00:00:00,UBXT/USDT,0.006525,0.006545,0.00618,0.00623,16671574.034510434,103863.906235
1660780800000.0,2022-08-18 00:00:00,UBXT/USDT,0.006515,0.006625,0.00651,0.006525,9980648.64367816,65123.7324
1660694400000.0,2022-08-17 00:00:00,UBXT/USDT,0.006575,0.00666,0.00651,0.006515,1385957.434382195,9029.512685
1660608000000.0,2022-08-16 00:00:00,UBXT/USDT,0.0066,0.00668,0.006535,0.006575,17105350.203041825,112467.677585
1660521600000.0,2022-08-15 00:00:00,UBXT/USDT,0.00678,0.006955,0.006285,0.0066,20518202.09621212,135420.133835
1660435200000.0,2022-08-14 00:00:00,UBXT/USDT,0.00682,0.006885,0.006755,0.00678,16890709.902654868,114519.01314
1660348800000.0,2022-08-13 00:00:00,UBXT/USDT,0.006705,0.006855,0.006665,0.00682,17359594.94721408,118392.43754
1660262400000.0,2022-08-12 00:00:00,UBXT/USDT,0.00672,0.00676,0.006685,0.006705,11442671.091722596,76723.10967
1660176000000.0,2022-08-11 00:00:00,UBXT/USDT,0.00665,0.0068,0.00665,0.00672,8520653.864583332,57258.79397
1660089600000.0,2022-08-10 00:00:00,UBXT/USDT,0.00651,0.006685,0.00647,0.00665,13290024.615037594,88378.66369
1660003200000.0,2022-08-09 00:00:00,UBXT/USDT,0.006675,0.006725,0.006505,0.00651,16455476.789554533,107125.1539
1659916800000.0,2022-08-08 00:00:00,UBXT/USDT,0.006565,0.006735,0.006505,0.006675,9735427.967041198,64983.98168
1659830400000.0,2022-08-07 00:00:00,UBXT/USDT,0.006655,0.0067,0.006495,0.006565,9211886.527798934,60476.035055
1659744000000.0,2022-08-06 00:00:00,UBXT/USDT,0.00675,0.00687,0.00664,0.006655,4469778.986476333,29746.379155
1659657600000.0,2022-08-05 00:00:00,UBXT/USDT,0.00671,0.00681,0.006675,0.00675,5256813.656296297,35483.49218
1659571200000.0,2022-08-04 00:00:00,UBXT/USDT,0.006675,0.006835,0.006665,0.00671,10334954.376304025,69347.543865
1659484800000.0,2022-08-03 00:00:00,UBXT/USDT,0.00678,0.006815,0.006645,0.006675,17906879.40074906,119528.42
1659398400000.0,2022-08-02 00:00:00,UBXT/USDT,0.00683,0.006845,0.006665,0.00678,7389443.1342182895,50100.42445
1659312000000.0,2022-08-01 00:00:00,UBXT/USDT,0.00682,0.006955,0.00674,0.00683,9720269.622986823,66389.441525
1659225600000.0,2022-07-31 00:00:00,UBXT/USDT,0.00686,0.00715,0.00682,0.00682,9754559.036656892,66526.09263
1659139200000.0,2022-07-30 00:00:00,UBXT/USDT,0.00674,0.007065,0.006625,0.00686,17215367.096938778,118097.418285
1659052800000.0,2022-07-29 00:00:00,UBXT/USDT,0.006725,0.0068,0.006645,0.00674,12679451.290059347,85459.501695
1658966400000.0,2022-07-28 00:00:00,UBXT/USDT,0.006485,0.006805,0.006455,0.006725,17608557.936802976,118417.552125
1658880000000.0,2022-07-27 00:00:00,UBXT/USDT,0.00623,0.006645,0.00615,0.006485,13064999.7077872,84726.523105
1658793600000.0,2022-07-26 00:00:00,UBXT/USDT,0.006455,0.006465,0.00618,0.00623,13535844.877207061,84328.313585
1658707200000.0,2022-07-25 00:00:00,UBXT/USDT,0.006615,0.006705,0.006335,0.006455,14018892.506584045,90491.95113
1658620800000.0,2022-07-24 00:00:00,UBXT/USDT,0.006465,0.006705,0.006465,0.006615,5421427.575207861,35862.74341
1658534400000.0,2022-07-23 00:00:00,UBXT/USDT,0.006715,0.006745,0.0064,0.006465,4052401.819798917,26198.777765
