https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MELOS,Volume USDT
1658361600,2022-07-21 00:00:00,MELOS/USDT,0.03135,0.03347,0.03001,0.03109,28536223.9613,883756.885843254
1658275200,2022-07-20 00:00:00,MELOS/USDT,0.03048,0.035,0.02951,0.03134,25135796.02455235,773521.9002430367378
1658188800,2022-07-19 00:00:00,MELOS/USDT,0.03065,0.03179,0.02876,0.03051,29099980.33872754,882787.4554821236394
1658102400,2022-07-18 00:00:00,MELOS/USDT,0.03089,0.03199,0.02808,0.03066,28501742.68167664,853479.2966339760578
1658016000,2022-07-17 00:00:00,MELOS/USDT,0.02997,0.03099,0.02883,0.03088,25129392.78752197,751168.3278635587773
1657929600,2022-07-16 00:00:00,MELOS/USDT,0.03105,0.0317,0.02847,0.02995,31028490.95168035,929045.0376643214056
1657843200,2022-07-15 00:00:00,MELOS/USDT,0.03121,0.03246,0.03092,0.03103,25700198.81287858,808479.2038462281456
1657756800,2022-07-14 00:00:00,MELOS/USDT,0.03385,0.035,0.03,0.03122,25694395.89311832,833385.7822285604245
1657670400,2022-07-13 00:00:00,MELOS/USDT,0.03043,0.037,0.02994,0.03385,29018584.87780493,951113.6409779958647
1657584000,2022-07-12 00:00:00,MELOS/USDT,0.02908,0.03058,0.02749,0.03041,27598633.31774859,813451.1925573236525
1657497600,2022-07-11 00:00:00,MELOS/USDT,0.03152,0.03321,0.02814,0.02908,24053136.8196312,749910.5607955323531
1657411200,2022-07-10 00:00:00,MELOS/USDT,0.03373,0.03393,0.03022,0.03151,26056841.58768547,837435.8024523921996
1657324800,2022-07-09 00:00:00,MELOS/USDT,0.03183,0.037,0.03171,0.03378,27413956.43176293,928571.7873498335919
1657238400,2022-07-08 00:00:00,MELOS/USDT,0.03116,0.03299,0.03027,0.03183,24935702.92939769,788661.7771265777633
1657152000,2022-07-07 00:00:00,MELOS/USDT,0.02952,0.03197,0.02936,0.0312,28445013.05990502,870401.4966854126062
1657065600,2022-07-06 00:00:00,MELOS/USDT,0.02923,0.033,0.02803,0.0296,26509482.04108355,776724.7663268452007
1656979200,2022-07-05 00:00:00,MELOS/USDT,0.0293,0.03187,0.02777,0.02922,28589394.2015823,843387.7781662807508
1656892800,2022-07-04 00:00:00,MELOS/USDT,0.02948,0.03033,0.02729,0.02929,32451320.76368171,923338.8271793654017
1656806400,2022-07-03 00:00:00,MELOS/USDT,0.02677,0.033,0.026,0.02948,24622851.81320453,713370.9200548813271
1656720000,2022-07-02 00:00:00,MELOS/USDT,0.03165,0.03226,0.02625,0.02629,8571905.19211785,268270.8113795045706
1656633600,2022-07-01 00:00:00,MELOS/USDT,0.03393,0.03528,0.03128,0.03164,24713518.40761432,808735.9254363682719
1656547200,2022-06-30 00:00:00,MELOS/USDT,0.03361,0.04221,0.0301,0.03393,29631216.9243249,980339.0044385842393
1656460800,2022-06-29 00:00:00,MELOS/USDT,0.0371,0.03777,0.02919,0.03362,25062927.55952099,826311.2721493942405
1656374400,2022-06-28 00:00:00,MELOS/USDT,0.04111,0.04126,0.036,0.03711,20842540.0584898,809519.4020011246013
1656288000,2022-06-27 00:00:00,MELOS/USDT,0.0423,0.04653,0.03884,0.04108,21022232.76697851,864938.7224167172575
1656201600,2022-06-26 00:00:00,MELOS/USDT,0.03982,0.04628,0.03901,0.04227,19888587.92001056,810258.4492923784919
1656115200,2022-06-25 00:00:00,MELOS/USDT,0.0434,0.04355,0.03875,0.03981,22863525.64039084,930521.7481422320675
1656028800,2022-06-24 00:00:00,MELOS/USDT,0.04218,0.04804,0.03842,0.04343,22178627.44304884,933589.7827712817644
1655942400,2022-06-23 00:00:00,MELOS/USDT,0.04426,0.045,0.03985,0.04217,21563794.85353918,911466.4061123713468
1655856000,2022-06-22 00:00:00,MELOS/USDT,0.04502,0.04742,0.0421,0.04411,16752827.73787732,750487.2080948997587
1655769600,2022-06-21 00:00:00,MELOS/USDT,0.04259,0.0566,0.04229,0.04493,19313722.31109861,899180.2768767181049
1655683200,2022-06-20 00:00:00,MELOS/USDT,0.0495,0.06344,0.04154,0.04256,21197481.32843159,964764.349868278203
1655596800,2022-06-19 00:00:00,MELOS/USDT,0.04961,0.05138,0.03512,0.04942,24236257.94677239,1040542.005865768169
1655510400,2022-06-18 00:00:00,MELOS/USDT,0.07143,0.07145,0.04655,0.04958,21773865.42486273,1185810.7729326470109
1655424000,2022-06-17 00:00:00,MELOS/USDT,0.08076,0.08331,0.06351,0.07143,14000935.96031949,1032148.4594344643278
1655337600,2022-06-16 00:00:00,MELOS/USDT,0.10847,0.10956,0.08,0.08061,11086881.58454857,1005913.239203823505
1655251200,2022-06-15 00:00:00,MELOS/USDT,0.10659,0.12018,0.09,0.10844,9550907.97766427,944137.0615352048478
1655164800,2022-06-14 00:00:00,MELOS/USDT,0.12562,0.1288,0.10183,0.1068,7831300.12864755,915579.2594976351823
1655078400,2022-06-13 00:00:00,MELOS/USDT,0.15829,0.169,0.12497,0.12562,7092109.28606076,983919.3059744153258
1654992000,2022-06-12 00:00:00,MELOS/USDT,0.16008,0.16028,0.15,0.15828,6578396.80729729,1016020.4210067969358
1654905600,2022-06-11 00:00:00,MELOS/USDT,0.16292,0.16515,0.15343,0.16006,6294353.19173233,1005430.8559189770032
1654819200,2022-06-10 00:00:00,MELOS/USDT,0.1773,0.18275,0.161,0.16294,7026370.96166559,1199713.8255694368575
1654732800,2022-06-09 00:00:00,MELOS/USDT,0.14427,0.25398,0.14019,0.17836,10791909.05779294,1923082.3711677181508
1654646400,2022-06-08 00:00:00,MELOS/USDT,0.14222,0.16123,0.14,0.14424,7381388.68401696,1081119.2137715237025
1654560000,2022-06-07 00:00:00,MELOS/USDT,0.12677,0.14603,0.12301,0.14221,8359844.99712981,1139751.6267251844869
1654473600,2022-06-06 00:00:00,MELOS/USDT,0.13219,0.14,0.1261,0.12674,7538622.35841107,1008743.7487070052662
1654387200,2022-06-05 00:00:00,MELOS/USDT,0.1343,0.13548,0.1319,0.13218,7949584.84414011,1060575.3531990553469
1654300800,2022-06-04 00:00:00,MELOS/USDT,0.14128,0.14194,0.1343,0.13442,7688652.9628218,1060427.4476063997375
1654214400,2022-06-03 00:00:00,MELOS/USDT,0.15268,0.15298,0.13993,0.14131,6737815.91715701,982216.2805683255893
1654128000,2022-06-02 00:00:00,MELOS/USDT,0.15998,0.1699,0.1524,0.15269,7830498.71516606,1269437.1573475523317
1654041600,2022-06-01 00:00:00,MELOS/USDT,0.16996,0.17132,0.15859,0.16001,6413500.41924159,1051282.3749228620593
1653955200,2022-05-31 00:00:00,MELOS/USDT,0.17055,0.18328,0.16936,0.16998,5163444.63095027,882607.0372583007723
1653868800,2022-05-30 00:00:00,MELOS/USDT,0.1705,0.17321,0.1686,0.17051,5823913.75801712,995815.4950570325027
1653782400,2022-05-29 00:00:00,MELOS/USDT,0.1709,0.1722,0.1686,0.17049,5868002.57437569,997020.2848132684329
1653696000,2022-05-28 00:00:00,MELOS/USDT,0.16873,0.17321,0.16409,0.17112,5903063.24772588,998848.8245496312621
1653609600,2022-05-27 00:00:00,MELOS/USDT,0.15188,0.169,0.15149,0.1687,6328952.39112496,1018150.2170668905051
1653523200,2022-05-26 00:00:00,MELOS/USDT,0.16323,0.17344,0.15081,0.15208,6820707.91578159,1090106.0837364859257
1653436800,2022-05-25 00:00:00,MELOS/USDT,0.14974,0.16434,0.14965,0.1632,6414758.48049676,1011072.1277629957805
1653350400,2022-05-24 00:00:00,MELOS/USDT,0.16022,0.16052,0.13664,0.14975,7668187.46476579,1157177.0350172550967
1653264000,2022-05-23 00:00:00,MELOS/USDT,0.15365,0.16417,0.14854,0.16019,6530152.22928297,1017460.3514773767288
1653177600,2022-05-22 00:00:00,MELOS/USDT,0.15432,0.16575,0.13713,0.15371,9228698.7253774,1390924.1083105610432
1653091200,2022-05-21 00:00:00,MELOS/USDT,0.1688,0.17462,0.14515,0.15433,15236156.78318097,2374933.7106997746803
1653004800,2022-05-20 00:00:00,MELOS/USDT,0.1285,0.20644,0.12305,0.16881,17648979.53781692,2672525.3703633675944
1652918400,2022-05-19 00:00:00,MELOS/USDT,0.12108,0.15,0.11804,0.12851,16760937.30461843,2104765.7135382636158
1652832000,2022-05-18 00:00:00,MELOS/USDT,0.10936,0.123,0.10778,0.12098,16705632.82390401,1900888.1270512227227
1652745600,2022-05-17 00:00:00,MELOS/USDT,0.11152,0.11224,0.103,0.10939,15998040.40794698,1735453.2905049489572
1652659200,2022-05-16 00:00:00,MELOS/USDT,0.10244,0.11892,0.09965,0.11155,16025700.51038382,1693208.9791168572031
1652572800,2022-05-15 00:00:00,MELOS/USDT,0.09374,0.10283,0.09308,0.10247,17791313.55136483,1730155.0539955041745
1652486400,2022-05-14 00:00:00,MELOS/USDT,0.08015,0.10411,0.07306,0.09376,19498010.57663538,1732380.7977078192923
1652400000,2022-05-13 00:00:00,MELOS/USDT,0.08112,0.10108,0.07996,0.08012,19026139.72598731,1681188.0789304105435
1652313600,2022-05-12 00:00:00,MELOS/USDT,0.11833,0.12908,0.07693,0.08109,13686873.86182284,1274437.8380496883088
1652227200,2022-05-11 00:00:00,MELOS/USDT,0.15132,0.15399,0.1,0.11807,10632896.34010514,1446297.9930082121553
1652140800,2022-05-10 00:00:00,MELOS/USDT,0.14033,0.15847,0.13679,0.15131,8652598.84320117,1302648.1688608391356
1652054400,2022-05-09 00:00:00,MELOS/USDT,0.14786,0.1534,0.13875,0.14036,8315009.28984302,1220468.572414195392
1651968000,2022-05-08 00:00:00,MELOS/USDT,0.15147,0.152,0.13895,0.14783,9726022.05042771,1407202.2431991987565
1651881600,2022-05-07 00:00:00,MELOS/USDT,0.15671,0.15732,0.14518,0.15147,11124217.36539446,1671985.4258201617878
1651795200,2022-05-06 00:00:00,MELOS/USDT,0.15023,0.165,0.14498,0.1567,9652635.86138754,1462846.082992545614
1651708800,2022-05-05 00:00:00,MELOS/USDT,0.14662,0.155,0.14586,0.15022,9878982.91844589,1468480.0616498356688
1651622400,2022-05-04 00:00:00,MELOS/USDT,0.1446,0.14836,0.1391,0.14659,10823994.04142415,1555174.1439306437744
1651536000,2022-05-03 00:00:00,MELOS/USDT,0.14262,0.17,0.13921,0.14461,11125357.2530929,1651086.7778523297849
1651449600,2022-05-02 00:00:00,MELOS/USDT,0.13115,0.149,0.12927,0.14265,12101997.0193893,1644539.6243267794408
1651363200,2022-05-01 00:00:00,MELOS/USDT,0.13039,0.13332,0.12727,0.13114,11914305.36472998,1561188.8958675732231
1651276800,2022-04-30 00:00:00,MELOS/USDT,0.13351,0.13483,0.126,0.13036,12816041.08153942,1679952.2070681411143
1651190400,2022-04-29 00:00:00,MELOS/USDT,0.13042,0.13647,0.12512,0.13354,11341249.55678233,1498861.5580084789522
1651104000,2022-04-28 00:00:00,MELOS/USDT,0.13873,0.15,0.12812,0.1304,10534945.08331654,1478709.1896229689066
1651017600,2022-04-27 00:00:00,MELOS/USDT,0.12573,0.13973,0.1197,0.13874,11315819.19049567,1451618.7763672646621
1650931200,2022-04-26 00:00:00,MELOS/USDT,0.13057,0.14888,0.12419,0.12577,10965810.58704853,1441076.9353697569294
1650844800,2022-04-25 00:00:00,MELOS/USDT,0.13868,0.13995,0.12734,0.1306,11395455.97087074,1505904.4499550180676
1650758400,2022-04-24 00:00:00,MELOS/USDT,0.13741,0.15435,0.1352,0.13865,13175867.56736007,1860005.9398418031561
1650672000,2022-04-23 00:00:00,MELOS/USDT,0.13982,0.14533,0.1359,0.13741,12361120.9749805,1728882.3125241446117
1650585600,2022-04-22 00:00:00,MELOS/USDT,0.14537,0.1528,0.137,0.1392,10018509.01985459,1456739.0220121826155
1650499200,2022-04-21 00:00:00,MELOS/USDT,0.16655,0.16974,0.14423,0.14534,11009533.36034462,1716245.1613816625218
1650412800,2022-04-20 00:00:00,MELOS/USDT,0.14715,0.18999,0.142,0.16658,12228667.02021799,1966075.8565077888542
1650326400,2022-04-19 00:00:00,MELOS/USDT,0.14105,0.1499,0.13725,0.14749,12513394.75687586,1781217.8025008695679
1650240000,2022-04-18 00:00:00,MELOS/USDT,0.1272,0.15,0.1272,0.14105,13637746.95726093,1851982.5396484921466
1650153600,2022-04-17 00:00:00,MELOS/USDT,0.13902,0.14002,0.12456,0.1281,12993973.04875711,1744231.4340037890255
1650067200,2022-04-16 00:00:00,MELOS/USDT,0.14427,0.155,0.136,0.139,13169067.9864402,1854391.5013240444725
1649980800,2022-04-15 00:00:00,MELOS/USDT,0.17028,0.17647,0.1344,0.1444,12405563.54075172,1942767.8853879860976
1649894400,2022-04-14 00:00:00,MELOS/USDT,0.21991,0.22548,0.16494,0.17032,9983932.33498298,1874475.2376103822619
1649808000,2022-04-13 00:00:00,MELOS/USDT,0.2094,0.2204,0.20912,0.21994,7076395.46360851,1532419.6444535232246
1649721600,2022-04-12 00:00:00,MELOS/USDT,0.22303,0.24252,0.204,0.20979,6918415.90255295,1535901.3642152673372
1649635200,2022-04-11 00:00:00,MELOS/USDT,0.24796,0.25519,0.19557,0.22303,5958950.44729779,1354794.145034154311
1649548800,2022-04-10 00:00:00,MELOS/USDT,0.2686,0.27356,0.24602,0.24825,6813151.45969088,1746627.7153553963063
1649462400,2022-04-09 00:00:00,MELOS/USDT,0.29415,0.29461,0.26,0.26806,6670508.08178274,1808205.6284206801887
1649376000,2022-04-08 00:00:00,MELOS/USDT,0.33043,0.34,0.29363,0.29412,5710913.56070055,1794185.1062130224375
1649289600,2022-04-07 00:00:00,MELOS/USDT,0.33249,0.35966,0.32397,0.3297,5961262.92048807,2022391.4022988896483
1649203200,2022-04-06 00:00:00,MELOS/USDT,0.31294,0.38,0.30021,0.33332,6020989.93024919,1980188.0071716090438
1649116800,2022-04-05 00:00:00,MELOS/USDT,0.33743,0.36,0.29484,0.31334,6188333.22623413,2018414.0480383415512
1649030400,2022-04-04 00:00:00,MELOS/USDT,0.2998,0.37,0.276,0.33741,8398217.18295003,2691813.3035534392496
1648944000,2022-04-03 00:00:00,MELOS/USDT,0.32377,0.32395,0.28527,0.29983,5013355.10517819,1491815.0861985482056
1648857600,2022-04-02 00:00:00,MELOS/USDT,0.26246,0.35,0.26059,0.32357,5991107.51849235,1703594.7170172678535
1648771200,2022-04-01 00:00:00,MELOS/USDT,0.25417,0.27157,0.24498,0.26249,4846459.03270934,1251948.737214389681
1648684800,2022-03-31 00:00:00,MELOS/USDT,0.23092,0.28296,0.228,0.2543,7163093.33814005,1826912.2847225311366
1648598400,2022-03-30 00:00:00,MELOS/USDT,0.24376,0.25638,0.22,0.23191,5857257.60931977,1405405.9163566774819
1648512000,2022-03-29 00:00:00,MELOS/USDT,0.26796,0.30083,0.23241,0.24349,5322393.05614226,1387887.0002651535668
1648425600,2022-03-28 00:00:00,MELOS/USDT,0.24043,0.29183,0.23907,0.26795,4252369.9134561,1146709.4653614031058
1648339200,2022-03-27 00:00:00,MELOS/USDT,0.28683,0.2892,0.225,0.23928,5215738.12596851,1366637.3116109777602
1648252800,2022-03-26 00:00:00,MELOS/USDT,0.2798,0.3161,0.27196,0.28684,7173742.39060748,2082807.2774429518484
1648166400,2022-03-25 00:00:00,MELOS/USDT,0.36076,0.36288,0.279,0.2798,7482791.28804502,2465424.8689343015262
1648080000,2022-03-24 00:00:00,MELOS/USDT,0.37675,0.3837,0.35,0.36079,8600656.23390401,3181535.8679933195862
1647993600,2022-03-23 00:00:00,MELOS/USDT,0.35164,0.406,0.35145,0.37779,11704681.88208862,4390324.2510530816392
1647907200,2022-03-22 00:00:00,MELOS/USDT,0.39103,0.43,0.35,0.35164,9993626.20422056,3745805.2102550473569
1647820800,2022-03-21 00:00:00,MELOS/USDT,0.32631,0.42,0.3155,0.39108,15040353.03556824,5451492.9547969028638
1647734400,2022-03-20 00:00:00,MELOS/USDT,0.33704,0.3699,0.301,0.32629,16042732.98146525,5281328.8260595154142
1647648000,2022-03-19 00:00:00,MELOS/USDT,0.29176,0.37846,0.2518,0.33786,10089385.87014643,3163189.7161142475946
1647561600,2022-03-18 00:00:00,MELOS/USDT,0.27727,0.30606,0.2,0.29093,12223747.80140423,3070696.873528239018
1647475200,2022-03-17 00:00:00,MELOS/USDT,0.05,0.58,0.05,0.27751,19548461.58484288,5130218.523829141217
