https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ALGO
1663545600000,2022-09-19 00:00:00,ALGO/BTC,1.508e-05,1.543e-05,1.508e-05,1.543e-05,0.59617015983,38637.081
1663459200000,2022-09-18 00:00:00,ALGO/BTC,1.547e-05,1.593e-05,1.494e-05,1.508e-05,11.592628005897582,768741.91020541
1663372800000,2022-09-17 00:00:00,ALGO/BTC,1.504e-05,1.548e-05,1.501e-05,1.547e-05,11.693085008624447,755855.52738361
1663286400000,2022-09-16 00:00:00,ALGO/BTC,1.496e-05,1.518e-05,1.482e-05,1.503e-05,11.695489693337565,778143.0268355
1663200000000,2022-09-15 00:00:00,ALGO/BTC,1.498e-05,1.499e-05,1.455e-05,1.495e-05,11.455634159787408,766263.15450083
1663113600000,2022-09-14 00:00:00,ALGO/BTC,1.477e-05,1.514e-05,1.464e-05,1.497e-05,9.47675707686243,633049.90493403
1663027200000,2022-09-13 00:00:00,ALGO/BTC,1.444e-05,1.483e-05,1.394e-05,1.47e-05,10.434397393790096,709822.95195851
1662940800000,2022-09-12 00:00:00,ALGO/BTC,1.494e-05,1.502e-05,1.432e-05,1.442e-05,10.832414831173615,751207.68593437
1662854400000,2022-09-11 00:00:00,ALGO/BTC,1.487e-05,1.523e-05,1.481e-05,1.494e-05,11.413151309716394,763932.48391676
1662768000000,2022-09-10 00:00:00,ALGO/BTC,1.517e-05,1.537e-05,1.483e-05,1.486e-05,11.166403775252224,751440.36172626
1662681600000,2022-09-09 00:00:00,ALGO/BTC,1.593e-05,1.627e-05,1.49e-05,1.521e-05,11.77936664192805,774448.82589928
1662595200000,2022-09-08 00:00:00,ALGO/BTC,1.55e-05,1.593e-05,1.533e-05,1.589e-05,12.46509215435431,784461.43199209
1662508800000,2022-09-07 00:00:00,ALGO/BTC,1.519e-05,1.587e-05,1.508e-05,1.551e-05,12.156059548767189,783756.2571739
1662422400000,2022-09-06 00:00:00,ALGO/BTC,1.539e-05,1.545e-05,1.494e-05,1.517e-05,11.929119299281304,786362.51148855
1662336000000,2022-09-05 00:00:00,ALGO/BTC,1.563e-05,1.568e-05,1.512e-05,1.541e-05,11.6827442610446,758127.46664793
1662249600000,2022-09-04 00:00:00,ALGO/BTC,1.526e-05,1.609e-05,1.525e-05,1.562e-05,11.56053075611357,740110.8038485
1662163200000,2022-09-03 00:00:00,ALGO/BTC,1.512e-05,1.532e-05,1.495e-05,1.526e-05,11.73444049705998,768967.267173
1662076800000,2022-09-02 00:00:00,ALGO/BTC,1.458e-05,1.528e-05,1.451e-05,1.512e-05,11.418772132869897,755209.79714748
1661990400000,2022-09-01 00:00:00,ALGO/BTC,1.435e-05,1.464e-05,1.43e-05,1.457e-05,11.105673300964254,762228.77837778
1661904000000,2022-08-31 00:00:00,ALGO/BTC,1.47e-05,1.484e-05,1.434e-05,1.44e-05,10.328570377594128,717261.83177737
1661817600000,2022-08-30 00:00:00,ALGO/BTC,1.468e-05,1.479e-05,1.45e-05,1.471e-05,11.55924596225146,785808.69899738
1661731200000,2022-08-29 00:00:00,ALGO/BTC,1.444e-05,1.471e-05,1.429e-05,1.469e-05,11.216690538733188,763559.60100294
1661644800000,2022-08-28 00:00:00,ALGO/BTC,1.44e-05,1.467e-05,1.434e-05,1.443e-05,11.210367511681453,776879.24543877
1661558400000,2022-08-27 00:00:00,ALGO/BTC,1.394e-05,1.445e-05,1.39e-05,1.438e-05,11.18255256864425,777646.2147875
