https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHX,Volume USDT
1663459200,2022-09-18 00:00:00,SHX/USDT,0.000835,0.000836,0.000831,0.000836,7855.1083,6.5483588819
1663372800,2022-09-17 00:00:00,SHX/USDT,0.000824,0.000874,0.000803,0.000841,30044847.1693,25086.1250245876
1663286400,2022-09-16 00:00:00,SHX/USDT,0.000888,0.000893,0.000805,0.000825,42776238.2294,36480.2044285426
1663200000,2022-09-15 00:00:00,SHX/USDT,0.000983,0.000986,0.000879,0.000881,83478402.9017,77697.6708958998
1663113600,2022-09-14 00:00:00,SHX/USDT,0.001135,0.001157,0.000928,0.000988,384689146.4834,397150.2458567449
1663027200,2022-09-13 00:00:00,SHX/USDT,0.00123,0.001425,0.001112,0.001149,257885037.3539,323779.583825964
1662940800,2022-09-12 00:00:00,SHX/USDT,0.001008,0.00148,0.000948,0.001234,454406209.2723,548887.5406501911
1662854400,2022-09-11 00:00:00,SHX/USDT,0.000932,0.001162,0.000901,0.001001,135174430.1639,138029.4838847779
1662768000,2022-09-10 00:00:00,SHX/USDT,0.000892,0.001006,0.000838,0.000934,32203911.261,29221.1155717291
1662681600,2022-09-09 00:00:00,SHX/USDT,0.000845,0.000898,0.000804,0.000891,24940287.7628,21233.3230429978
1662595200,2022-09-08 00:00:00,SHX/USDT,0.00084,0.000865,0.000802,0.000844,22582611.2033,18692.1944953408
1662508800,2022-09-07 00:00:00,SHX/USDT,0.000811,0.000993,0.0008,0.000834,151526069.4694,134019.0279476693
1662422400,2022-09-06 00:00:00,SHX/USDT,0.000821,0.000833,0.000792,0.000809,13801335.9458,11227.2827624319
1662336000,2022-09-05 00:00:00,SHX/USDT,0.00085,0.000861,0.000802,0.000821,12332722.2318,10215.24614565
1662249600,2022-09-04 00:00:00,SHX/USDT,0.000835,0.000878,0.00081,0.000851,15823774.3581,13371.1906578827
1662163200,2022-09-03 00:00:00,SHX/USDT,0.000917,0.001158,0.000804,0.000834,127092648.6001,119228.0346431376
1662076800,2022-09-02 00:00:00,SHX/USDT,0.000762,0.00092,0.000712,0.000909,86656793.4641,67452.8677471205
1661990400,2022-09-01 00:00:00,SHX/USDT,0.000699,0.00079,0.000625,0.000761,52508836.8691,36139.3149660608
1661904000,2022-08-31 00:00:00,SHX/USDT,0.000708,0.000724,0.000695,0.000699,8617626.6001,6127.8911177452
1661817600,2022-08-30 00:00:00,SHX/USDT,0.000742,0.000761,0.000693,0.000706,13354466.3212,9714.5515717574
1661731200,2022-08-29 00:00:00,SHX/USDT,0.000671,0.000793,0.000651,0.000742,45798002.8205,32566.2732353756
1661644800,2022-08-28 00:00:00,SHX/USDT,0.000661,0.000682,0.000654,0.00067,7918609.2404,5274.6019072431
1661558400,2022-08-27 00:00:00,SHX/USDT,0.000674,0.000692,0.000657,0.000662,10078253.4025,6780.840766705
1661472000,2022-08-26 00:00:00,SHX/USDT,0.000723,0.000723,0.000616,0.000673,27717939.6934,18983.2624580668
1661385600,2022-08-25 00:00:00,SHX/USDT,0.000692,0.000749,0.000687,0.000724,20952962.0509,15028.6997878615
1661299200,2022-08-24 00:00:00,SHX/USDT,0.00067,0.00075,0.000651,0.000692,65404631.9331,45793.407152994
1661212800,2022-08-23 00:00:00,SHX/USDT,0.000613,0.000849,0.00057,0.000674,287745859.5774,201144.0011289403
1661126400,2022-08-22 00:00:00,SHX/USDT,0.000711,0.000711,0.000569,0.000615,53540334.0406,33541.7562460833
1661040000,2022-08-21 00:00:00,SHX/USDT,0.00065,0.000731,0.000622,0.000716,44656153.2853,29814.7063053399
1660953600,2022-08-20 00:00:00,SHX/USDT,0.000661,0.000671,0.000597,0.000652,36948937.2899,23844.9502421152
1660867200,2022-08-19 00:00:00,SHX/USDT,0.000798,0.000798,0.00055,0.000663,198547748.6037,141179.5694466554
1660780800,2022-08-18 00:00:00,SHX/USDT,0.000752,0.000965,0.000731,0.000799,364037794.8419,313770.1509043447
1660694400,2022-08-17 00:00:00,SHX/USDT,0.000743,0.000803,0.000724,0.000755,28748914.6565,21948.0936137359
1660608000,2022-08-16 00:00:00,SHX/USDT,0.000718,0.000773,0.000714,0.000738,20010500.1833,14869.2666413313
1660521600,2022-08-15 00:00:00,SHX/USDT,0.000773,0.000778,0.000648,0.000718,97790033.2375,70409.3073161347
1660435200,2022-08-14 00:00:00,SHX/USDT,0.00082,0.00082,0.000719,0.000773,45063312.6367,34334.7318949071
1660348800,2022-08-13 00:00:00,SHX/USDT,0.000819,0.000856,0.000795,0.00082,24411980.8796,19992.0338547979
1660262400,2022-08-12 00:00:00,SHX/USDT,0.00081,0.001,0.000756,0.000818,59177596.0378,49459.987199326
1660176000,2022-08-11 00:00:00,SHX/USDT,0.000891,0.000911,0.000794,0.00081,24797544.661,21077.6182199442
1660089600,2022-08-10 00:00:00,SHX/USDT,0.000852,0.001051,0.000785,0.00089,59601322.3124,52899.1138849342
1660003200,2022-08-09 00:00:00,SHX/USDT,0.000934,0.000971,0.000829,0.000857,65558346.2479,57873.4724382536
1659916800,2022-08-08 00:00:00,SHX/USDT,0.000857,0.00159,0.000852,0.000934,343810529.1093,374815.2169696054
1659830400,2022-08-07 00:00:00,SHX/USDT,0.000911,0.000934,0.000829,0.000857,19402818.5353,16833.963299418
1659744000,2022-08-06 00:00:00,SHX/USDT,0.00092,0.000997,0.000904,0.000924,8912601.5666,8303.0588865222
1659657600,2022-08-05 00:00:00,SHX/USDT,0.000936,0.000963,0.000916,0.000921,8007164.5015,7511.0944770275
1659571200,2022-08-04 00:00:00,SHX/USDT,0.000934,0.001021,0.000868,0.000934,24316176.2047,22805.4279512364
1659484800,2022-08-03 00:00:00,SHX/USDT,0.000931,0.000951,0.00091,0.00093,11085941.3638,10328.4058188537
1659398400,2022-08-02 00:00:00,SHX/USDT,0.000944,0.00104,0.000892,0.00093,18919343.1684,17725.2629791551
1659312000,2022-08-01 00:00:00,SHX/USDT,0.000981,0.001005,0.000932,0.000939,6472295.0142,6202.856793975
1659225600,2022-07-31 00:00:00,SHX/USDT,0.001098,0.0011,0.000983,0.000983,8496901.3127,8683.1211571199
1659139200,2022-07-30 00:00:00,SHX/USDT,0.001054,0.001141,0.000981,0.001097,9838091.4405,10320.2205289044
1659052800,2022-07-29 00:00:00,SHX/USDT,0.001,0.001192,0.000988,0.001056,33155285.1185,35614.0413362285
1658966400,2022-07-28 00:00:00,SHX/USDT,0.00099,0.001022,0.000956,0.000997,12886908.289,12784.3195509634
1658880000,2022-07-27 00:00:00,SHX/USDT,0.000952,0.001086,0.00093,0.00099,18324781.8258,17835.0976715487
1658793600,2022-07-26 00:00:00,SHX/USDT,0.000957,0.000965,0.000907,0.000946,17518342.8771,16390.3524201622
1658707200,2022-07-25 00:00:00,SHX/USDT,0.00084,0.00138,0.000817,0.000957,260586775.9597,270456.6844826809
1658620800,2022-07-24 00:00:00,SHX/USDT,0.000773,0.000856,0.00076,0.00084,20433552.5803,16450.7700586371
1658534400,2022-07-23 00:00:00,SHX/USDT,0.000814,0.000825,0.000758,0.000772,7546572.5206,5897.2482736443
1658448000,2022-07-22 00:00:00,SHX/USDT,0.00086,0.000863,0.000796,0.000813,12022948.2839,9993.5098921537
1658361600,2022-07-21 00:00:00,SHX/USDT,0.000876,0.000892,0.000835,0.00086,6824537.0242,5851.0551126953
1658275200,2022-07-20 00:00:00,SHX/USDT,0.000933,0.000933,0.000868,0.000878,10800628.8252,9779.9356099659
1658188800,2022-07-19 00:00:00,SHX/USDT,0.000915,0.000933,0.000878,0.000932,16339146.1848,14775.7800685192
1658102400,2022-07-18 00:00:00,SHX/USDT,0.000921,0.000938,0.000881,0.000914,14395324.8491,13118.3272729238
1658016000,2022-07-17 00:00:00,SHX/USDT,0.001086,0.001086,0.000904,0.000927,37315910.0541,37013.3407861389
1657929600,2022-07-16 00:00:00,SHX/USDT,0.000858,0.001184,0.000851,0.001089,95177218.5445,98676.1000338671
1657843200,2022-07-15 00:00:00,SHX/USDT,0.000912,0.000919,0.000848,0.000872,7524449.657,6666.1878168719
1657756800,2022-07-14 00:00:00,SHX/USDT,0.000937,0.000966,0.000904,0.000913,6903540.2567,6425.5111280161
1657670400,2022-07-13 00:00:00,SHX/USDT,0.000994,0.000994,0.00092,0.000939,11444893.8755,10977.8315120745
1657584000,2022-07-12 00:00:00,SHX/USDT,0.001007,0.001008,0.000976,0.000996,5996220.863,5962.7500882293
1657497600,2022-07-11 00:00:00,SHX/USDT,0.001,0.001067,0.00098,0.001008,17439654.2185,17846.6395409563
1657411200,2022-07-10 00:00:00,SHX/USDT,0.001097,0.001097,0.000984,0.001,13825669.6207,14236.6687300609
1657324800,2022-07-09 00:00:00,SHX/USDT,0.001101,0.001101,0.001067,0.001095,7633006.7446,8190.1781698637
1657238400,2022-07-08 00:00:00,SHX/USDT,0.00113,0.001131,0.001051,0.001097,13994721.7734,15276.8985303153
1657152000,2022-07-07 00:00:00,SHX/USDT,0.001027,0.00131,0.001027,0.00112,159241839.2400001,186195.39195491454938
1657065600,2022-07-06 00:00:00,SHX/USDT,0.001032,0.001053,0.001001,0.001032,10613716.19526584,10899.60835138651579
1656979200,2022-07-05 00:00:00,SHX/USDT,0.001052,0.001059,0.001008,0.001036,7263655.40478363,7547.44538151708405
1656892800,2022-07-04 00:00:00,SHX/USDT,0.001044,0.001062,0.001021,0.001056,10156321.07650945,10571.48088947278746
1656806400,2022-07-03 00:00:00,SHX/USDT,0.001035,0.001096,0.001032,0.001038,4776313.35323645,5060.62357991936948
