https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VEED,Volume USDT
1663459200,2022-09-18 00:00:00,VEED/USDT,0.002209,0.002211,0.002201,0.002208,1794660.0426,3958.6221823547
1663372800,2022-09-17 00:00:00,VEED/USDT,0.002061,0.003175,0.00206,0.002207,140437569.17351485,321243.5203632869252
1663286400,2022-09-16 00:00:00,VEED/USDT,0.002102,0.002136,0.001865,0.002063,112689517.1222,232569.4990354758
1663200000,2022-09-15 00:00:00,VEED/USDT,0.002157,0.002162,0.002078,0.002103,85853660.4521,181870.0939572939
1663113600,2022-09-14 00:00:00,VEED/USDT,0.002121,0.002184,0.002051,0.002158,89838672.9409,190689.6197589887
1663027200,2022-09-13 00:00:00,VEED/USDT,0.002389,0.00242,0.002075,0.002121,91106155.9067,209550.8777195411
1662940800,2022-09-12 00:00:00,VEED/USDT,0.00241,0.002446,0.002375,0.002388,78947661.9806,190126.4827373585
1662854400,2022-09-11 00:00:00,VEED/USDT,0.002374,0.00247,0.002374,0.002408,78190337.3043,188848.5785601616
1662768000,2022-09-10 00:00:00,VEED/USDT,0.002535,0.002547,0.002326,0.002375,85490935.3175,210452.897467185
1662681600,2022-09-09 00:00:00,VEED/USDT,0.002487,0.002609,0.002457,0.002537,82820039.7503,210686.7719218925
1662595200,2022-09-08 00:00:00,VEED/USDT,0.002454,0.0025,0.002448,0.002482,74884419.285,185074.9799373044
1662508800,2022-09-07 00:00:00,VEED/USDT,0.002388,0.00256,0.00238,0.002456,85526443.3269,205497.8465446481
1662422400,2022-09-06 00:00:00,VEED/USDT,0.002476,0.002494,0.002119,0.002385,88927470.4012,210642.4031011319
1662336000,2022-09-05 00:00:00,VEED/USDT,0.002539,0.00254,0.00243,0.002472,79009066.1481,197042.0247525143
1662249600,2022-09-04 00:00:00,VEED/USDT,0.002582,0.00266,0.002521,0.002539,84666843.5101,218183.6967261293
1662163200,2022-09-03 00:00:00,VEED/USDT,0.002486,0.002655,0.002479,0.002585,63000580.1587,158323.7175022515
1662076800,2022-09-02 00:00:00,VEED/USDT,0.002421,0.002589,0.002416,0.002489,91088393.7724,223795.9282783862
1661990400,2022-09-01 00:00:00,VEED/USDT,0.002393,0.002457,0.002328,0.002424,76789002.6739,184084.9262022954
1661904000,2022-08-31 00:00:00,VEED/USDT,0.002396,0.002456,0.00232,0.002392,71187385.732,171492.1362275502
1661817600,2022-08-30 00:00:00,VEED/USDT,0.002462,0.002522,0.002371,0.0024,78927966.0403,191673.9781552265
1661731200,2022-08-29 00:00:00,VEED/USDT,0.00243,0.00247,0.002424,0.002466,73156230.1629,178815.9633895768
1661644800,2022-08-28 00:00:00,VEED/USDT,0.002355,0.002534,0.00231,0.002424,80420723.0524,191667.3833812163
1661558400,2022-08-27 00:00:00,VEED/USDT,0.00251,0.002674,0.00232,0.002358,84697098.8933,207537.531368716
1661472000,2022-08-26 00:00:00,VEED/USDT,0.002374,0.002976,0.002369,0.002508,89469836.92793882,220775.4640436626419
